ID,PhaseID,PhaseGroupID
1864,170,410
1865,172,410
1866,173,410
1867,174,410
1868,175,410
1869,176,410
1870,177,410
1871,169,411
1872,171,411
1873,177,411
1874,169,412
1875,170,412
1876,171,412
1877,172,412
1878,173,412
1879,174,412
1880,175,412
1881,176,412
1882,177,412
1883,178,412
1884,179,412
1885,180,412
1886,181,412
1887,182,412
1888,183,412
1889,184,412
1890,185,412
1891,186,412
1892,187,412
1893,188,412
1894,189,412
1895,190,412
1896,173,413
1897,174,413
1898,169,414
1899,175,414
1900,180,415
1901,181,415
1902,182,415
1903,169,416
1904,194,416
1905,170,417
1906,171,417
1907,179,417
1908,180,418
1909,181,418
1910,170,419
1911,171,419
1912,172,419
1913,170,420
1914,171,420
1915,172,420
1916,179,420
1917,180,420
1918,179,421
1919,181,421
1920,183,422
1921,184,422
1922,185,422
1923,190,423
1924,191,423
1925,192,423
1926,193,423
1927,194,423
1928,170,424
1929,171,424
1930,172,424
1931,179,424
1932,180,424
1933,181,424
1934,182,424
1935,170,425
1936,171,425
1937,179,425
1938,180,425
1939,181,425
1940,182,425
1941,179,426
1942,180,426
1943,181,426
1944,182,426
1945,172,427
1946,179,427
1947,180,427
1948,171,428
1949,172,428
1950,179,428
1951,180,428
1952,181,428
1953,182,428
1954,181,429
1955,182,429
1956,170,430
1957,171,430
1958,172,430
1959,179,430
1960,181,431
1961,182,431
1962,183,431
1963,183,432
1964,184,432
1965,185,432
1966,186,432
1967,181,433
1968,182,433
1969,183,433
1970,184,433
1971,183,434
1972,184,434
1973,172,435
1974,179,435
1975,180,435
1976,181,435
1977,182,435
1978,183,435
1979,179,436
1980,180,436
1981,181,436
1982,182,436
1983,183,436
1984,184,436
1985,185,436
1986,180,437
1987,181,437
1988,182,437
1989,183,437
1990,170,438
1991,171,438
1992,172,438
1993,179,438
1994,180,438
1995,181,438
1996,182,439
1997,183,439
1998,184,439
1999,185,439
2000,186,439
2001,187,439
2002,188,439
2003,189,439
2004,190,439
2005,191,439
2006,192,439
2007,193,439
2008,194,439
2009,195,439
2010,196,439
2011,197,439
2012,198,439
2013,199,439
2014,200,439
2015,186,440
2016,187,440
2017,180,441
2018,181,441
2019,182,441
2020,183,441
2021,184,441
2022,185,441
2023,186,441
2024,187,441
2025,188,441
2026,189,441
2027,190,441
2028,191,441
2029,192,441
2030,193,441
2031,194,441
2032,195,441
2033,196,441
2034,197,441
2035,198,441
2036,199,441
2037,200,441
2038,184,442
2039,185,442
2040,170,443
2041,171,443
2042,172,443
2043,179,443
2044,180,443
2045,181,443
2046,182,443
2047,183,443
2048,184,443
2049,185,443
2050,180,444
2051,181,444
2052,182,444
2053,183,444
2054,184,444
2055,185,444
2056,169,445
2057,179,445
2058,169,446
2059,170,446
2060,171,446
2061,172,446
2062,179,446
2063,169,447
2064,179,447
2065,180,447
2066,169,448
2067,172,448
2068,179,448
2069,180,448
2070,181,448
2071,182,448
2072,183,448
2073,184,448
2074,185,448
2075,172,449
2076,183,449
2077,184,449
2078,185,449
2079,169,450
2080,173,450
2081,174,450
2082,175,450
2083,176,450
2084,177,450
2085,178,450
2086,179,450
2087,180,450
2088,181,450
2089,182,450
2090,183,450
2091,184,450
2092,185,450
2093,186,450
2094,187,450
2095,188,450
2096,189,450
2097,190,450
2098,191,450
2099,192,450
2100,193,450
2101,194,450
2102,195,450
2103,196,450
2104,197,450
2105,198,450
2106,199,450
2107,200,450
2108,169,451
2109,171,451
2110,172,451
2111,173,451
2112,174,451
2113,175,451
2114,176,451
2115,177,451
2116,171,452
2117,172,452
2118,179,452
2119,180,452
2120,181,452
2121,182,452
2122,183,452
2123,184,452
2124,185,452
2125,186,452
2126,187,452
2127,188,452
2128,181,453
2129,182,453
2130,183,453
2131,184,453
2132,185,453
2133,186,453
2134,187,453
2135,188,453
2136,170,454
2137,171,454
2138,172,454
2139,179,454
2140,180,454
2141,181,454
2142,182,454
2143,183,454
2144,184,454
2145,185,454
2146,186,454
2147,187,454
2148,188,454
2149,169,455
2150,170,455
2151,171,455
2152,172,455
2153,173,455
2154,174,455
2155,178,455
2156,179,455
2157,180,455
2158,181,455
2159,182,455
2160,183,455
2161,184,455
2162,169,456
2163,171,456
2164,172,456
2165,173,456
2166,174,456
2167,175,456
2168,176,456
2169,177,456
2170,178,456
2171,179,456
2172,180,456
2173,181,456
2174,182,456
2175,183,456
2176,184,456
2177,185,456
2178,186,456
2179,187,456
2180,188,456
2181,169,457
2182,170,457
2183,171,457
2184,172,457
2185,173,457
2186,174,457
2187,175,457
2188,176,457
2189,177,457
2190,178,457
2191,179,457
2192,180,457
2193,181,457
2194,182,457
2195,183,457
2196,179,458
2197,180,458
2198,181,458
2199,182,458
2200,183,458
2201,184,458
2202,185,458
2203,186,458
2204,187,458
2205,188,458
2206,169,459
2207,170,459
2208,171,459
2209,172,459
2210,173,459
2211,174,459
2212,178,459
2213,179,459
2214,180,459
2215,181,459
2216,182,459
2217,172,460
2218,179,460
2219,169,461
2220,170,461
2221,171,461
2222,172,461
2223,173,461
2224,174,461
2225,175,461
2226,176,461
2227,177,461
2228,178,461
2229,179,461
2230,180,461
2231,181,461
2232,182,461
2233,183,461
2234,185,461
2235,186,461
2236,187,461
2237,188,461
2238,169,462
2239,170,462
2240,171,462
2241,172,462
2242,173,462
2243,174,462
2244,178,462
2245,179,462
2246,180,462
2247,181,462
2248,182,462
2249,183,462
2250,184,462
2251,186,462
2252,187,462
2253,188,462
2254,169,463
2255,170,463
2256,171,463
2257,172,463
2258,179,463
2259,180,463
2260,170,464
2261,171,464
2262,172,464
2263,179,464
2264,181,464
2265,182,464
2266,185,465
2267,186,465
2268,187,465
2269,188,465
2270,189,465
2271,190,465
2272,185,466
2273,186,466
2274,187,466
2275,188,466
2276,189,466
2277,188,467
2278,189,467
2279,169,468
2280,170,468
2281,171,468
2282,172,468
2283,173,468
2284,174,468
2285,175,468
2286,176,468
2287,177,468
2288,178,468
2289,179,468
2290,180,468
2291,181,468
2292,182,468
2293,186,469
2294,187,469
2295,188,469
2296,189,469
2297,190,469
2298,191,469
2299,192,469
2300,193,469
2301,171,470
2302,172,470
2303,179,470
2304,180,470
2305,181,470
2306,182,470
2307,183,470
2308,184,470
2309,185,470
2310,182,471
2311,183,471
2312,169,472
2313,181,472
2314,182,472
2315,181,473
2316,183,473
2317,184,473
2318,169,474
2319,170,474
2320,179,474
2321,170,475
2322,179,475
2323,179,476
2324,180,476
2325,185,477
2326,186,477
2327,192,477
2328,179,478
2329,180,478
2330,181,478
2331,187,479
2332,188,479
2333,190,479
2334,188,480
2335,190,480
2336,191,481
2337,192,481
2338,170,482
2339,171,482
2340,172,482
2341,179,482
2342,180,482
2343,181,482
2344,182,482
2345,183,482
2346,184,482
2347,185,482
2348,186,482
2349,187,482
2350,188,482
2351,189,482
2352,190,482
2353,191,482
2354,192,482
2355,193,482
2356,194,482
2357,195,482
2358,196,482
2359,197,482
2360,198,482
2361,199,482
2362,200,482
2363,170,483
2364,179,483
2365,184,483
2366,171,484
2367,179,484
2368,184,484
2381,169,489
2382,180,489
2383,181,489
2384,169,490
2385,170,490
2386,171,490
2387,172,490
2388,179,490
2389,180,490
2390,181,490
2391,182,490
2392,183,490
2393,169,491
2394,172,491
2395,173,491
2396,174,491
2397,175,491
2398,176,491
2399,177,491
2403,185,493
2404,187,493
2405,186,494
2406,188,494
2407,169,495
2408,179,495
2409,181,495
2410,180,495
2411,182,495
2423,169,498
2424,177,498
2425,177,499
2426,230,499
2427,230,498
2428,233,499
2429,233,498
2432,169,501
2433,237,501
2434,229,502
2435,238,502
2436,189,503
2437,191,503
2438,189,504
2439,191,504
2440,192,504
2441,171,505
2443,179,505
2444,180,505
2446,171,507
2447,172,507
2448,179,507
2449,247,502
2453,185,509
2454,187,509
2455,171,510
2456,183,510
2457,185,510
2458,170,510
2459,172,510
2460,184,510
2461,181,511
2462,182,511
2463,186,512
2464,188,512
2465,171,513
2466,179,513
2467,183,513
2468,170,513
2469,172,513
2470,180,513
2471,182,513
2472,181,513
2473,185,513
2474,170,514
2475,169,515
2476,171,515
2477,179,515
2478,170,515
2479,172,515
2480,254,516
2481,257,516
2482,259,517
2483,261,517
2484,261,518
2485,268,518
2486,268,517
2487,261,519
2488,272,519
2489,274,520
2490,275,520
2491,267,521
2492,279,521
2493,280,522
2494,281,522
2495,169,523
2496,279,523
2497,283,524
2498,285,524
2499,169,525
2500,290,525
2502,169,526
2503,304,526
2504,169,527
2505,309,527
2506,313,528
2507,315,528
2508,318,529
2509,320,529
2510,319,530
2511,321,530
2512,315,531
2513,324,531
2514,313,532
2515,315,532
2516,324,532
2527,324,533
2528,325,533
2529,315,534
2530,324,534
2531,325,534
2532,170,535
2533,171,535
2534,170,537
2535,298,537
2536,169,538
2537,170,538
2538,170,539
2539,298,539
2540,332,540
2541,333,540
2542,322,541
2543,335,541
2544,169,542
2545,328,542
2546,169,543
2547,228,543
2548,337,544
2549,347,544
2550,351,545
2551,352,545
2552,353,545
2553,352,546
2554,353,546
2555,169,547
2556,358,547
2557,359,548
2558,360,548
2559,169,549
2560,362,549
2561,171,550
2562,172,550
2563,179,550
2564,180,550
2565,169,551
2566,361,551
2567,368,548
2568,171,552
2569,180,552
2570,181,553
2571,182,553
2572,183,553
2573,185,554
2574,186,554
2575,187,554
2576,192,503
2577,188,503
2578,169,555
2579,170,555
2580,325,556
2581,377,556
2582,378,557
2583,379,557
2584,380,557
2585,381,557
2586,379,558
2587,381,558
2588,383,558
2589,378,558
2590,380,558
2591,382,558
2592,384,558
2593,379,559
2594,381,559
2595,378,559
2596,380,559
2597,382,559
2598,268,560
2600,379,561
2601,381,561
2602,383,561
2603,378,561
2604,380,561
2605,382,561
2606,169,560
2607,378,562
2608,379,562
2609,382,563
2610,383,563
2611,384,563
2612,382,564
2613,383,564
2614,379,565
2615,380,565
2616,381,565
2617,382,565
2618,379,566
2619,381,566
2620,383,566
2621,380,566
2622,382,566
2623,384,566
2624,380,567
2625,381,567
2626,380,568
2627,381,568
2628,382,568
2629,381,569
2630,382,569
2631,383,569
2632,381,570
2633,382,570
2634,383,570
2635,384,570
2636,383,571
2637,384,571
2638,378,572
2639,379,572
2640,381,572
2641,379,573
2642,381,573
2643,382,573
2644,379,574
2645,381,574
2646,383,574
2647,378,574
2648,382,574
2649,384,574
2650,387,545
2651,170,575
2652,171,575
2653,371,576
2654,389,576
2655,180,577
2656,181,577
2657,182,577
2658,183,577
2659,169,530
2660,396,578
2661,366,578
2663,188,580
2664,189,580
2665,190,580
2666,191,580
2667,184,581
2668,181,581
2669,182,581
2670,183,581
2671,185,582
2672,186,582
2673,187,582
2674,184,583
2675,194,583
2676,184,584
2677,185,584
2678,183,584
2679,186,584
2680,185,583
2683,185,586
2684,186,586
2685,187,586
2686,188,586
2687,169,587
2688,334,587
2689,169,588
2690,186,588
2691,169,589
2692,185,589
2693,169,590
2694,173,590
2700,169,595
2701,170,595
2710,424,601
2711,169,601
2712,448,602
2713,449,602
2714,169,604
2715,449,604
2716,169,605
2717,428,605
2718,445,605
2719,440,606
2720,169,606
2721,450,606
2722,448,608
2723,449,608
2724,434,608
2725,427,608
2726,452,608
2727,438,608
2728,430,608
2729,432,609
2730,425,609
2731,433,609
2732,426,609
2733,431,609
2734,224,610
2735,201,610
2736,223,610
2738,440,612
2739,169,612
2740,450,612
2741,445,612
2742,169,614
2743,425,614
2744,425,615
2745,170,615
2749,432,618
2750,169,618
2751,433,618
2752,425,618
2753,426,618
2754,431,618
2755,433,619
2756,425,619
2757,170,614
2758,169,620
2759,171,620
2760,172,620
2763,169,626
2764,486,626
2775,169,630
2776,489,630
2780,170,636
2781,171,636
2782,516,637
2783,526,637
2784,169,638
2785,524,638
2786,169,639
2787,546,639
2788,169,640
2789,225,640
2790,169,641
2791,543,641
2792,169,642
2793,553,642
2794,169,643
2795,561,643
2796,573,644
2797,599,644
2798,573,645
2799,600,645
2800,601,646
2801,573,646
2802,602,647
2803,573,647
2804,573,648
2805,606,648
2806,607,648
2808,169,650
2809,174,650
2810,504,651
2811,169,651
2814,638,653
2815,614,653
2817,639,654
2818,651,655
2819,652,655
2820,169,656
2821,670,656
2829,754,662
2830,755,662
2831,741,662
2832,742,662
2833,711,662
2834,744,662
2835,745,662
2837,729,662
2838,746,662
2839,765,662
2840,734,662
2841,751,662
2842,169,663
2843,778,663
2845,816,667
2846,726,667
2847,816,668
2848,727,668
2849,528,669
2850,815,669
2851,836,670
2852,815,670
2853,787,671
2854,862,671
2855,891,672
2856,895,672
2857,169,673
2858,911,673
2859,920,674
2860,919,674
2861,804,675
2862,805,675
2863,887,675
2864,888,675
2865,889,675
2866,890,675
2867,938,675
2868,939,675
2869,940,675
2874,957,677
2875,926,677
2876,958,678
2877,926,678
2878,960,679
2879,959,679
2880,993,680
2881,543,680
2882,998,681
2883,1000,681
2884,992,681
2885,1016,682
2886,169,682
2887,1018,683
2890,1011,684
2891,1020,684
2892,1025,685
2893,1023,685
2894,169,686
2895,171,686
2900,1064,689
2901,1057,689
2902,1065,690
2903,1055,690
2904,1066,691
2905,1058,691
2906,1067,689
2907,1067,690
2908,1067,691
2909,1074,692
2910,1054,692
2911,1077,693
2912,1078,693
2913,1079,693
2914,169,694
2915,489,694
2919,553,696
2920,1138,696
2921,1021,683
2922,1133,697
2923,1143,697
2924,1168,698
2925,872,698
2926,873,698
2927,872,699
2928,873,699
2929,1169,699
2930,1193,700
2931,1186,700
2932,1185,701
2933,1194,701
2934,169,702
2935,1188,702
2936,1078,702
2937,1182,702
2938,1183,702
2939,1187,702
2940,1189,702
2941,1160,703
2942,1159,703
2943,1200,704
2944,169,704
2945,1155,704
2946,169,705
2947,1220,705
2948,1232,706
2949,169,706
2950,1233,706
2951,169,707
2952,1261,707
2953,1264,708
2954,1269,708
2955,1265,709
2956,1270,709
2957,1158,710
2958,1222,710
2959,169,711
2960,901,711
2961,1322,712
2962,1315,712
2963,528,713
2964,575,713
2965,1338,714
2966,1342,714
2967,1339,715
2968,1342,715
2969,1340,716
2970,1342,716
2971,1341,717
2972,1342,717
2973,1328,718
2974,169,718
2975,1187,718
2976,1188,718
2977,1189,718
2978,573,719
2979,606,719
2980,1358,681
2981,1314,720
2982,1405,720
2983,1407,721
2984,1399,721
2985,1443,722
2986,1445,722
2987,1444,723
2988,1461,723
2998,1432,725
2999,1466,725
3000,1040,726
3003,1042,727
3004,1471,727
3007,1261,729
3008,1262,729
3009,1469,726
3010,1456,730
3011,1432,730
3012,891,730
3013,1444,730
3014,876,730
3015,919,730
3016,169,731
3017,1204,731
3018,1497,732
3020,1498,732
3021,1499,732
3022,1500,732
3023,536,733
3024,524,733
3025,1040,734
3026,1148,734
3027,573,735
3028,606,735
3029,1232,736
3030,169,736
3031,1199,736
3032,1616,737
3033,1615,737
3034,1672,738
3035,1673,738
3036,1666,739
3037,1668,739
3038,1666,740
3039,1700,740
3040,1666,741
3041,1668,741
3042,1664,742
3043,1683,742
3045,169,744
3046,1657,744
3047,1664,745
3048,1666,745
3049,1683,745
3050,1668,745
3051,1700,745
3085,1666,754
3086,1700,754
3087,1668,754
3088,1666,755
3089,1700,755
3090,1668,755
3091,1664,756
3093,1683,756
3096,1666,757
3097,1668,757
3098,1700,757
3099,169,758
3100,1503,758
3101,1496,759
3102,1875,759
3106,1918,762
3107,1919,762
3108,2026,763
3109,2015,763
3110,2021,764
3111,2039,764
3112,2049,765
3113,2022,765
3114,2052,766
3115,2053,766
3116,1666,767
3117,1708,767
3118,1700,767
3119,1668,767
3120,2205,768
3121,2206,768
3124,2322,770
3125,2317,770
3126,2321,769
3127,2317,769
3128,2323,771
3129,2317,771
3130,2306,772
3131,2317,772
3132,2307,773
3133,2317,773
3134,2308,774
3135,2317,774
3136,2309,775
3137,2317,775
3138,2317,776
3139,2310,776
3140,2317,777
3141,2311,777
3142,2312,778
3143,2317,778
3144,2324,779
3145,2326,779
3146,2324,780
3147,2327,780
3148,2328,781
3149,2324,781
3150,2330,782
3151,2324,782
3152,2331,783
3153,2324,783
3154,2332,784
3155,2324,784
3156,2324,785
3157,2333,785
3158,2324,786
3159,2334,786
3160,2324,787
3161,2335,787
3162,2336,788
3163,2324,788
3164,2337,789
3165,2339,789
3166,2337,790
3167,2340,790
3168,2337,791
3169,2341,791
3170,2337,792
3171,2342,792
3172,2337,793
3173,2343,793
3174,2344,794
3175,2337,794
3176,2345,795
3177,2337,795
3178,2337,796
3179,2346,796
3180,2337,797
3181,2347,797
3182,2337,798
3183,2348,798
3184,2283,799
3185,2287,799
3186,2288,800
3187,2283,800
3188,2289,801
3189,2283,801
3190,2290,802
3191,2283,802
3192,2291,803
3193,2283,803
3194,2283,804
3195,2292,804
3196,2283,805
3197,2293,805
3198,2283,806
3199,2294,806
3200,2283,807
3201,2295,807
3202,2296,808
3203,2283,808
3205,2321,809
3206,2306,809
3207,2322,809
3208,2307,809
3209,2323,809
3210,2308,809
3211,2309,809
3212,2310,809
3213,2311,809
3214,2312,809
3215,169,810
3216,2317,810
3217,2288,811
3218,2289,811
3219,2290,811
3220,2291,811
3221,2292,811
3222,2294,811
3223,2295,811
3224,2296,811
3225,2287,811
3226,2336,812
3227,2326,812
3228,2327,812
3229,2328,812
3230,2330,812
3231,2331,812
3232,2332,812
3233,2333,812
3234,2334,812
3235,2335,812
3236,2339,813
3237,2340,813
3238,2341,813
3239,2342,813
3240,2343,813
3241,2344,813
3242,2345,813
3243,2346,813
3244,2347,813
3245,2348,813
3251,2528,817
3252,2529,817
3253,2439,817
3254,2440,817
3255,169,817
3256,2441,817
3257,173,817
3258,2510,817
3259,174,817
3260,2511,817
3261,2512,817
3262,2513,817
3263,2514,817
3264,2515,817
3265,2516,817
3266,2517,817
3267,2518,817
3268,2519,817
3269,2520,817
3270,2521,817
3271,2522,817
3272,2523,817
3273,2524,817
3274,2525,817
3275,2526,817
3276,2527,817
3277,169,818
3278,2601,819
3279,2593,819
3280,2179,818
3281,2180,818
3282,2545,820
3283,2532,820
3284,2645,821
3285,2702,821
3286,2532,822
3287,2743,822
3288,2744,823
3289,2532,823
3290,2720,824
3291,2648,824
3292,2645,824
3293,2677,824
3295,2806,825
3296,169,826
3297,2813,826
3298,2833,827
3300,2864,828
3301,2744,828
3302,2867,829
3303,2855,829
3304,2868,830
3305,2855,830
3306,2966,826
3307,2652,831
3308,2965,831
3310,2452,832
3311,2997,832
3313,3039,833
3314,2658,825
3315,2659,827
3316,3047,833
3317,169,834
3318,3073,834
3319,169,835
3320,3071,835
3321,2440,837
3322,2441,837
3323,173,837
3324,174,837
3325,2439,837
3326,169,837
3327,169,838
3328,2677,838
3329,169,839
3330,3073,839
3331,3129,840
3332,169,841
3334,3263,842
3335,169,842
3336,169,843
3337,3357,843
3338,169,844
3339,3398,844
3340,3522,845
3341,3484,845
3342,3484,846
3343,3535,846
3347,3602,849
3348,3603,849
3349,3570,848
3350,3251,848
3351,3649,850
3352,169,850
3353,169,851
3355,3670,851
3356,3582,851
3359,3736,853
3360,3748,853
3363,3620,854
3364,3751,854
3365,3753,855
3366,3754,855
3367,3568,856
3368,169,856
3376,3753,858
3377,3754,858
3378,169,859
3379,3530,859
3380,3974,860
3381,4016,861
3382,169,861
3383,4017,861
3384,4028,862
3385,3543,862
3386,169,863
3387,4079,863
3388,4107,864
3389,4134,864
3390,3505,865
3391,4025,865
3392,4026,865
3393,4182,832
3394,2801,866
3395,3146,866
3396,4000,867
3397,4001,867
3398,4002,867
3399,3999,867
3400,4001,868
3401,3999,868
3402,4000,869
3403,4002,869
3404,4282,870
3405,4262,870
3406,169,871
3407,4319,871
3408,169,872
3409,2879,872
3410,169,873
3411,4349,873
3412,4446,873
3413,4447,873
3416,169,877
3417,4508,877
3421,169,880
3422,4577,880
3423,4425,881
3424,4430,881
3425,4662,882
3426,4566,882
3427,4350,883
3429,4768,883
3431,4438,884
3442,169,885
3443,4954,885
3444,169,886
3445,4925,886
3446,169,887
3447,4927,887
3448,169,888
3449,4931,888
3450,169,889
3451,4932,889
3452,5025,890
3453,4848,890
3456,169,892
3457,5073,892
3458,5215,893
3459,5210,893
3460,169,894
3461,5203,894
3462,5116,895
3463,5114,895
3464,5115,895
3465,169,896
3466,5399,896
3467,5509,897
3469,169,899
3470,5863,899
3471,5910,900
3473,5939,900
3474,169,901
3475,5779,901
3476,5069,902
3477,5992,902
3482,6065,904
3483,169,904
3484,5956,905
3485,6086,905
3486,6115,906
3487,6116,906
3488,6121,907
3489,6085,907
3492,6172,908
3493,6173,908
3494,6235,909
3495,6231,909
3496,6269,910
3497,6266,910
3498,6270,911
3499,169,911
3501,169,912
3502,6402,912
3503,169,913
3504,6081,913
3505,4748,884
3507,4439,914
3508,6675,915
3509,6676,915
3510,1813,916
3511,6382,916
3512,4350,914
3513,169,917
3514,7021,917
3515,7210,918
3516,7208,918
3517,7209,919
3518,7207,919
3519,5128,920
3520,7385,920
3521,6244,921
3522,6242,921
3523,6243,921
3524,7484,922
3525,7398,922
3526,7483,922
3530,7552,924
3531,7551,924
3533,7551,925
3534,5647,925
3535,7551,926
3536,7561,926
3537,7551,927
3538,5652,927
3539,7551,928
3540,5656,928
3541,7561,927
3542,7561,928
3543,7588,929
3544,7571,929
3545,5600,930
3546,5571,930
3547,7402,931
3548,7615,931
3549,6514,932
3550,6511,932
3551,6382,933
3552,1810,933
3553,1811,934
3554,6382,934
3555,1815,935
3556,6382,935
3557,6382,936
3558,1809,936
3559,1813,937
3560,6382,937
3561,1812,938
3562,6382,938
3563,1814,939
3564,6382,939
3565,169,940
3566,7617,940
3567,169,941
3568,5509,941
3570,7727,942
3571,178,942
3572,6758,943
3573,169,943
3574,7760,924
3575,7761,924
3583,7552,601
3584,7551,601
3588,169,947
3589,7962,947
3590,169,948
3591,8012,948
3594,8035,950
3595,169,950
3596,5829,924
3597,7725,951
3598,8174,951
3599,7986,952
3600,8107,952
3601,8260,953
3602,8261,953
3604,7914,954
3606,8262,954
3607,8270,955
3608,7914,955
3609,8295,956
3610,169,956
3611,7948,957
3612,8214,957
3613,169,958
3614,8401,958
3615,5863,959
3616,8419,959
3617,8431,960
3618,8450,960
3619,169,961
3620,5342,961
3621,169,962
3622,5342,962
3625,5342,964
3626,7922,964
3628,7914,965
3629,8165,965
3630,169,966
3631,8592,966
3632,8683,967
3633,169,967
3634,8252,968
3635,8826,968
3636,8831,969
3637,8841,969
3640,8842,969
3641,8866,971
3642,169,971
3643,8460,972
3644,8868,972
3645,169,973
3646,8244,973
3647,8226,973
3648,8375,973
3653,9095,976
3654,9103,976
3655,169,977
3656,9110,977
3657,2282,978
3658,169,978
3659,2297,978
3660,8979,979
3661,8964,979
3662,9222,980
3663,9225,980
3664,9226,980
3665,9221,980
3666,9224,980
3667,9223,980
3678,9258,984
3679,9250,984
3680,9252,985
3681,9251,985
3687,9326,987
3688,8695,987
3690,8308,988
3691,169,988
3692,8309,988
3693,169,989
3694,9561,989
3695,8877,990
3696,9628,990
3697,8877,991
3698,9629,991
3699,8877,992
3700,9630,992
3701,9630,990
3702,9629,990
3703,8683,993
3704,169,993
3705,8682,993
3709,9820,994
3710,9821,994
3711,9888,995
3712,9894,995
3713,10145,996
3714,9956,996
3715,10148,997
3716,10041,997
3717,10178,998
3718,10096,998
3719,10194,999
3720,10266,999
3722,8831,1001
3723,10362,1001
3724,8831,1002
3725,10365,1002
3747,169,1011
3748,9841,1011
3753,10852,1014
3754,10886,1014
3755,9723,1015
3756,10962,1015
3757,169,1016
3758,10993,1016
3761,11144,1018
3762,11143,1018
3763,11144,1019
3764,11143,1019
3765,11144,1020
3766,11145,1020
3767,169,1021
3768,9194,1021
3774,169,1024
3775,11360,1024
3776,10340,1025
3777,10374,1025
3881,169,1127
3882,11519,1127
3883,11543,1128
3884,11542,1128
3885,169,1129
3886,11542,1129
3889,169,1131
3890,11568,1131
3891,11508,1132
3892,10689,1132
3895,11011,1134
3896,11640,1134
3899,11351,1136
3900,11585,1136
3901,10689,1136
3902,11654,1136
3903,169,1137
3904,10737,1137
3905,11698,1138
3907,11557,1139
3908,11699,1139
3917,11351,1143
3918,10689,1143
3919,169,1144
3920,11011,1144
3921,169,1145
3922,10890,1145
3926,11351,1147
3927,11546,1147
3931,11806,1149
3932,11351,1149
3933,11806,1136
3934,11732,1136
3935,169,1150
3936,11975,1150
3937,11986,1151
3938,169,1151
3939,11250,1152
3940,169,1152
3942,10573,1152
3943,10599,1152
3944,169,1153
3945,12043,1153
3946,12363,1154
3947,12245,1154
3948,12372,1155
3949,12371,1155
3950,169,1156
3951,12416,1156
3952,9982,1157
3953,10026,1157
3954,169,1158
3955,12538,1158
3956,12426,1159
3957,12520,1159
3958,12404,1159
3959,12539,1159
3960,12416,1159
3961,12422,1159
3962,169,1160
3963,12592,1160
3964,169,1161
3965,12449,1161
3966,10083,1162
3967,169,1162
