ID,SoundID[0],SoundID[1],SoundID[2],SoundID[3]
110,6632,5965,5966,0
111,6633,5984,5985,0
112,6634,5981,5982,0
113,6635,5987,5988,0
114,6636,5972,5973,0
115,6637,5975,5976,0
116,6638,5978,5979,0
117,6639,6002,6003,0
118,6640,6006,6007,0
119,6641,5999,6000,0
120,6642,5993,5994,0
121,6643,5990,5991,0
122,6644,5996,5997,0
123,6645,6031,6032,0
124,6646,6028,6029,0
125,6647,6034,6035,0
126,6648,6019,6020,0
127,6649,6025,6026,0
128,6650,6022,6023,0
129,6651,6056,6057,0
130,6652,6059,6060,0
131,6653,6063,6064,0
132,6654,6015,6016,0
133,6655,6012,6013,0
134,6656,6009,6010,0
135,6657,5953,5954,0
136,6658,5950,5951,0
137,6659,5956,5957,0
138,6660,5944,5945,0
139,6661,5947,5948,0
140,6662,5941,5942,0
141,6663,6053,6054,0
142,6664,6047,6048,0
143,6665,6050,6051,0
144,6666,6043,6044,0
145,6667,6037,6038,0
146,6668,6040,6041,0
147,6702,0,0,0
148,6994,0,0,0
149,7019,7020,7021,0
150,7018,7020,7021,0
151,7014,0,7017,0
152,7016,0,7017,0
153,7064,7066,7067,0
154,7065,7066,7067,0
155,7060,7062,7063,0
156,7061,7062,7063,0
157,7072,7074,7075,0
158,7073,7074,7075,0
159,7068,7070,7071,0
160,7069,7070,7071,0
161,7094,0,7095,0
162,7121,0,0,0
163,7142,0,0,0
164,7155,0,0,0
165,7194,0,7195,0
166,7214,0,0,0
167,7216,0,0,0
168,7215,0,0,0
169,6994,0,0,0
170,7218,0,0,0
171,7219,0,0,0
172,7220,0,0,0
173,7221,0,0,0
174,7222,0,0,0
175,7223,0,0,0
176,7224,0,0,0
177,7225,0,0,0
178,7226,0,0,0
179,7227,0,0,0
180,7228,0,0,0
181,7254,0,0,0
182,7516,0,0,0
183,8353,0,0,0
184,8354,0,0,0
185,8355,0,0,0
186,8352,0,0,0
187,8356,0,0,0
188,8475,8475,8475,0
189,9725,9726,9727,0
190,9728,9726,9727,0
191,9730,9729,9731,0
192,9732,9729,9731,0
193,9734,9733,9735,0
194,9736,9733,9735,0
195,9738,9737,9739,0
196,9740,9737,9739,0
197,9742,9741,9743,0
198,9744,9741,9743,0
199,9746,9745,9747,0
200,9748,9745,9747,0
201,9750,9749,9751,0
202,9752,9749,9751,0
203,9754,9753,9755,0
204,9756,9753,9755,0
205,9758,9757,9759,0
206,9760,9757,9759,0
207,9762,9761,9763,0
208,9764,9761,9763,0
209,9766,9765,9767,0
210,9768,9765,9767,0
211,9770,9769,9771,0
212,9772,9769,9771,0
213,10095,10095,10095,0
214,10146,10147,10148,0
215,10149,10147,10148,0
216,10150,10151,10152,0
217,10153,10151,10152,0
218,10699,0,0,0
219,10700,0,0,0
220,10810,10810,10810,0
221,10827,10827,10827,0
222,10828,10828,10828,0
223,10829,10829,10829,0
224,10830,10830,10830,0
225,10850,10850,10850,0
226,10969,10969,10969,0
227,11646,11646,11646,0
228,11672,11672,11672,0
229,0,0,0,0
230,11749,11749,11749,0
231,11750,11750,11750,0
232,11752,11752,11752,0
233,11789,11789,11789,0
234,11793,11794,11795,0
235,11799,11799,11799,0
236,11988,11988,11988,0
238,12127,12127,12127,0
239,12182,0,12182,0
240,12191,12191,12191,0
241,12541,12541,12541,0
242,13020,13020,13020,0
243,13386,13386,13386,0
244,13403,13405,13406,0
245,13407,13405,13406,0
246,13420,13421,13422,0
247,13423,13421,13422,0
248,13424,13425,13426,0
249,13427,13425,13426,0
250,13591,13591,13591,0
251,13592,13592,13592,0
252,13659,13660,13661,0
253,13662,13660,13661,0
254,13663,13664,13665,0
255,13666,13664,13665,0
256,13667,13668,13669,0
257,13670,13668,13669,0
258,13671,13672,13673,0
259,13674,13672,13673,0
260,13675,13676,13677,0
261,13678,13676,13677,0
262,13679,13680,13681,0
263,13682,13680,13681,0
264,13683,13684,0,0
265,13796,0,0,0
266,13992,13993,13994,0
267,14032,0,0,0
268,14242,14243,0,0
269,14326,0,14328,0
270,14335,0,0,0
271,14544,14546,14545,0
272,14547,14546,14545,0
273,14548,14550,14549,0
274,14551,14550,14549,0
275,14552,14554,14553,0
276,14555,14554,14553,0
277,14568,14570,14569,0
278,14605,14607,14609,0
279,14608,14610,14609,0
280,14611,14613,14612,0
281,14614,14615,14612,0
282,14616,14618,14617,0
283,14619,14620,14617,0
284,14621,14623,14622,0
285,14624,14625,14622,0
286,14626,14628,14627,0
287,14629,14630,14627,0
288,14631,14633,14632,0
289,14634,14635,14632,0
290,14636,14638,14637,0
291,14639,14640,14637,0
292,14641,14643,14642,0
293,14644,14645,14642,0
294,14646,14648,14647,0
295,14649,14650,14647,0
296,14651,14653,14652,0
297,14654,14655,14652,0
298,14656,14658,14657,0
299,14659,14660,14657,0
300,14662,14661,13994,0
301,14674,14676,14675,0
302,14714,14716,14718,0
303,14715,14717,14718,0
304,14759,14760,14761,0
305,14954,14954,14954,0
306,14955,14955,14955,0
307,15011,15011,15011,0
309,15153,15153,15153,0
311,15267,15267,15267,0
312,15297,15297,15297,0
313,15301,15301,15301,0
314,15302,15302,15302,0
315,15309,15309,15309,0
316,15350,15350,15350,0
317,15933,15933,15933,0
318,15932,15932,15932,0
319,26511,0,26516,0
320,15987,15987,15987,0
321,16105,16110,16115,0
322,16462,16462,16462,0
323,16475,16475,16475,0
324,16476,16476,16476,0
325,16479,16479,16479,0
326,16481,16481,16481,0
327,16482,16482,16482,0
328,16490,16490,16490,0
329,16494,16494,16494,0
330,16862,16863,16864,0
331,17210,17210,17210,0
332,17336,17336,17336,0
333,17335,17335,17335,0
334,17637,17637,17637,0
335,17776,0,0,0
336,17783,0,0,0
337,18178,18178,18178,0
340,19042,0,0,0
341,18273,18272,18681,0
342,18682,18272,18681,0
343,18679,18677,18681,0
344,18703,18684,18776,0
345,18704,18702,18776,0
346,18705,18684,18776,0
347,18275,18274,18763,0
348,18742,18735,18763,0
349,18768,18274,18763,0
350,18786,18784,18788,0
351,18787,18785,18788,0
352,18789,18784,18788,0
353,18793,18791,18795,0
354,18794,18792,18795,0
355,18796,18791,18795,0
356,18806,18804,18808,0
357,18807,18805,18808,0
358,18809,18804,18808,0
360,18812,18810,18814,0
361,18813,18811,18814,0
362,18817,18815,18819,0
363,18818,18816,18819,0
364,18822,18820,18824,0
365,18823,18821,18824,0
366,18828,18826,18829,0
368,19077,19075,19078,0
369,19081,19079,19083,0
370,19082,19080,19083,0
371,19076,19074,19078,0
372,19403,19391,19408,0
373,19405,19401,19408,0
374,19410,19391,19408,0
375,19425,19421,19430,0
376,19427,19424,19430,0
377,19432,19421,19430,0
378,19369,19367,19371,0
379,19370,19368,19371,0
380,19372,19367,19371,0
381,19444,19436,19449,0
382,19447,19442,19449,0
383,19451,19436,19449,0
384,19376,19374,19380,0
385,19377,19375,19380,0
386,19384,19374,19380,0
387,19454,19452,19456,0
388,19455,19453,19456,0
389,19458,19452,19456,0
390,19563,0,0,0
391,19716,0,0,0
392,19613,0,0,0
393,19632,0,0,0
394,19681,0,0,0
397,19501,0,0,0
398,19501,0,0,0
409,20428,0,0,0
410,20516,0,0,0
413,18809,20666,20668,0
414,20667,20666,20668,0
415,18796,20663,20665,0
416,20664,20663,20665,0
417,18789,20660,20662,0
418,20661,20660,20662,0
419,18768,20657,20659,0
420,20658,20657,20659,0
421,18705,20425,20427,0
422,20426,20425,20427,0
423,18682,20422,20424,0
424,20423,20422,20424,0
425,20728,0,0,0
426,20759,0,0,0
427,20767,0,0,0
428,20811,0,0,0
429,20920,0,0,0
430,20982,0,20981,0
431,21076,0,0,0
432,21077,0,0,0
433,21173,0,0,0
434,21264,0,21265,0
435,21441,0,0,0
436,21585,21581,21587,0
437,21567,0,0,0
438,21586,0,0,0
439,23638,0,21608,0
440,21700,0,0,0
441,22243,0,22246,0
442,22249,0,0,0
443,22261,0,20747,0
444,22425,0,0,0
446,22619,0,0,0
447,22617,22618,0,0
448,22705,0,0,0
453,23615,0,0,0
469,23660,0,23660,0
470,23661,0,23661,0
471,23659,0,23659,0
472,23692,0,23692,0
474,23651,0,23651,0
475,23653,0,23653,0
476,23654,0,23654,0
477,23658,0,23658,0
478,23655,0,23655,0
479,23656,0,23656,0
480,23652,0,23652,0
481,23657,0,23657,0
482,23690,0,23690,0
483,23650,0,23650,0
484,23747,0,23747,0
485,23654,0,23654,0
486,23756,0,23756,0
487,23758,0,23758,0
488,23792,0,23794,0
489,23799,0,23799,0
490,23813,0,0,0
491,23814,0,0,0
492,23815,0,0,0
493,23816,0,0,0
494,23817,0,0,0
495,23818,0,0,0
496,23758,0,23758,0
497,23822,0,0,0
498,23823,0,0,0
499,23826,0,0,0
500,23827,0,23827,0
501,23828,0,23828,0
502,23834,0,23834,0
503,23832,0,23832,0
504,23833,0,23833,0
507,23859,23860,23861,0
508,23865,23865,23865,0
512,24107,0,0,0
513,24108,0,0,0
514,24109,0,0,0
515,24110,0,0,0
516,24154,24155,0,0
521,24633,0,24633,0
522,24634,0,24634,0
523,24425,0,0,0
524,24642,0,0,0
527,24895,24895,24895,0
529,25026,0,25026,0
530,25056,0,25056,0
544,25301,25301,25301,0
545,25303,25303,25303,0
546,25310,25310,25310,0
547,25348,25348,25348,0
548,25349,25349,25349,0
553,25456,25456,25456,0
554,25457,0,25457,0
555,25458,0,25458,0
557,25476,25476,25476,0
558,25483,25483,25483,0
567,25542,25542,25542,0
568,25544,25544,25544,0
569,25545,25545,25545,0
570,25546,25546,25546,0
572,25548,25548,25548,0
573,25549,25549,0,0
576,25570,25570,25570,0
577,25571,25571,25571,0
582,25658,0,0,0
598,26473,0,26518,0
599,26152,0,26517,0
600,25965,0,26519,0
601,26365,0,26368,0
602,26366,0,26369,0
603,26367,0,26370,0
604,26299,0,0,0
605,26423,0,0,0
610,26609,26609,26609,0
613,26634,26634,26634,0
614,26640,26640,26640,0
2626,208324,208324,208324,0
2813,230495,0,0,0
2866,237354,237354,237355,0
2867,237688,237688,237688,0
2868,237794,237794,237795,0
2916,247235,247235,247235,0
3114,272286,272286,272286,0
3163,275011,275011,275011,0
