ID,IconFileDataID,UnequippedIconFileDataID,SheatheType,DisplayWeaponSubclassID,DisplayInventoryType
74558,1033180,0,0,-1,-1
74559,1033174,0,0,-1,-1
74560,1033177,0,0,-1,-1
74561,1033180,0,0,-1,-1
74562,1033174,0,0,-1,-1
74563,1033177,0,0,-1,-1
74564,1033180,0,0,-1,-1
74565,1033174,0,0,-1,-1
74566,1033177,0,0,-1,-1
74567,1033180,0,0,-1,-1
74568,1033174,0,0,-1,-1
74569,1033177,0,0,-1,-1
74570,1033180,0,0,-1,-1
74571,1033174,0,0,-1,-1
74572,1033177,0,0,-1,-1
74573,1033180,0,0,-1,-1
74574,1033174,0,0,-1,-1
74575,1033177,0,0,-1,-1
74576,1033180,0,0,-1,-1
74577,1033174,0,0,-1,-1
74578,1033177,0,0,-1,-1
74579,1033180,0,0,-1,-1
74580,1033174,0,0,-1,-1
74581,1033177,0,0,-1,-1
74582,1033180,0,0,-1,-1
74583,1033174,0,0,-1,-1
74584,1033177,0,0,-1,-1
74585,1033180,0,0,-1,-1
74586,1033174,0,0,-1,-1
74587,1033177,0,0,-1,-1
74588,1033180,0,0,-1,-1
74589,1033174,0,0,-1,-1
74590,1033177,0,0,-1,-1
74591,1033180,0,0,-1,-1
75216,0,0,5,18,26
75217,0,0,5,18,26
75218,0,0,5,18,26
75220,0,0,5,18,26
76335,0,1273725,0,-1,-1
76336,0,1273725,0,-1,-1
76337,0,1273725,0,-1,-1
76338,0,1273725,0,-1,-1
76521,0,1273741,0,-1,-1
76524,0,1301077,0,-1,-1
76540,0,1278410,0,-1,-1
76965,0,1273741,0,-1,-1
76966,0,1273741,0,-1,-1
76967,0,1273741,0,-1,-1
76968,0,1273742,0,-1,-1
76969,0,1273742,0,-1,-1
76970,0,1273742,0,-1,-1
76971,0,1273742,0,-1,-1
76972,0,1273745,0,-1,-1
76973,0,1273745,0,-1,-1
76974,0,1273745,0,-1,-1
76975,0,1273745,0,-1,-1
76976,0,1273743,0,-1,-1
76977,0,1273743,0,-1,-1
76978,0,1273743,0,-1,-1
76979,0,1273743,0,-1,-1
76980,0,1273744,0,-1,-1
76981,0,1273744,0,-1,-1
76982,0,1273744,0,-1,-1
76983,0,1273744,0,-1,-1
77022,0,1301077,0,-1,-1
77023,0,1301077,0,-1,-1
77024,0,1301077,0,-1,-1
77044,134129,0,0,-1,-1
77102,0,1302676,0,-1,-1
77103,0,1302676,0,-1,-1
77104,0,1302676,0,-1,-1
77105,0,1302677,0,-1,-1
77106,0,1302677,0,-1,-1
77107,0,1302677,0,-1,-1
77108,0,1302677,0,-1,-1
77109,0,1302678,0,-1,-1
77110,0,1302678,0,-1,-1
77111,0,1302678,0,-1,-1
77112,0,1302678,0,-1,-1
77113,0,1302679,0,-1,-1
77114,0,1302679,0,-1,-1
77115,0,1302679,0,-1,-1
77116,0,1302679,0,-1,-1
77117,0,1307280,0,-1,-1
77118,0,1307280,0,-1,-1
77119,0,1307280,0,-1,-1
77120,0,1307280,0,-1,-1
77144,463891,0,0,-1,-1
77155,0,1309100,0,-1,-1
77156,0,1309100,0,-1,-1
77157,0,1309100,0,-1,-1
77158,0,1309100,0,-1,-1
77159,0,1309099,0,-1,-1
77160,0,1309099,0,-1,-1
77161,0,1309099,0,-1,-1
77162,0,1309099,0,-1,-1
77163,0,1309101,0,-1,-1
77164,0,1309101,0,-1,-1
77165,0,1309101,0,-1,-1
77166,0,1309101,0,-1,-1
77167,0,1309103,0,-1,-1
77168,0,1309103,0,-1,-1
77169,0,1309103,0,-1,-1
77170,0,1309103,0,-1,-1
77171,0,1309103,0,-1,-1
77172,0,1309103,0,-1,-1
77173,0,1309103,0,-1,-1
77174,0,1309103,0,-1,-1
77268,897131,0,0,-1,-1
77269,535593,0,0,-1,-1
77294,0,0,0,4,-1
77295,0,0,0,4,-1
77296,0,0,0,4,-1
77297,0,0,0,4,-1
77298,0,0,0,4,-1
77299,0,0,0,4,-1
77300,0,0,0,4,-1
77301,0,0,0,4,-1
77429,0,1301078,0,-1,-1
77430,0,1301078,0,-1,-1
77431,0,1301078,0,-1,-1
77432,0,1301079,0,-1,-1
77434,0,1301079,0,-1,-1
77435,0,1301079,0,-1,-1
77436,0,1301079,0,-1,-1
77437,0,1301080,0,15,-1
77438,0,1301080,0,15,-1
77439,0,1301080,0,15,-1
77440,0,1301080,0,15,-1
77441,0,1301082,0,-1,-1
77442,0,1301082,0,-1,-1
77443,0,1301082,0,-1,-1
77444,0,1301082,0,-1,-1
77445,0,1301084,0,-1,-1
77446,0,1301084,0,-1,-1
77447,0,1301084,0,-1,-1
77448,0,1301084,0,-1,-1
77729,0,1278410,0,-1,-1
77730,0,1278410,0,-1,-1
77731,0,1278410,0,-1,-1
77732,0,1278408,0,-1,-1
77733,0,1278408,0,-1,-1
77734,0,1278408,0,-1,-1
77735,0,1278408,0,-1,-1
77736,0,1278406,0,-1,-1
77737,0,1278406,0,-1,-1
77738,0,1278406,0,-1,-1
77739,0,1278406,0,-1,-1
77740,0,1278404,0,-1,-1
77741,0,1278404,0,-1,-1
77742,0,1278404,0,-1,-1
77743,0,1278404,0,-1,-1
77744,0,1278402,0,-1,-1
77745,0,1278402,0,-1,-1
77746,0,1278402,0,-1,-1
77747,0,1278402,0,-1,-1
77759,0,0,0,15,-1
77760,0,0,0,15,-1
77761,0,0,0,15,-1
77762,0,0,0,15,-1
77799,1278409,1278410,0,-1,-1
78561,0,0,0,-1,1
78562,0,0,0,-1,1
78634,0,0,0,11,17
78639,0,0,0,-1,1
78640,0,0,0,-1,1
78641,0,0,0,-1,1
78642,0,0,0,-1,1
78718,0,0,0,0,-1
78891,0,0,4,-1,-1
80599,0,0,0,4,-1
80600,0,0,0,4,-1
80601,0,0,0,4,-1
80602,0,0,0,4,-1
80612,0,1455902,0,-1,-1
80613,0,1455902,0,-1,-1
80614,0,1455902,0,-1,-1
80615,0,1455902,0,-1,-1
80624,0,1455916,0,-1,-1
80625,0,1455916,0,-1,-1
80626,0,1455916,0,-1,-1
80627,0,1455916,0,-1,-1
80632,0,1455915,0,-1,-1
80633,0,1455915,0,-1,-1
80634,0,1455915,0,-1,-1
80635,0,1455915,0,-1,-1
80648,0,0,4,2,15
80649,0,0,4,2,15
80650,0,0,4,2,15
80651,0,0,4,2,15
80680,0,1455917,0,-1,-1
80681,0,1455917,0,-1,-1
80682,0,1455917,0,-1,-1
80683,0,1455917,0,-1,-1
80716,0,1455921,0,-1,-1
80717,0,1455921,0,-1,-1
80718,0,1455921,0,-1,-1
80719,0,1455921,0,-1,-1
80724,0,1455927,1,-1,-1
80725,0,1455927,1,-1,-1
80726,0,1455927,1,-1,-1
80727,0,1455927,1,-1,-1
80728,0,0,1,-1,-1
80729,0,0,1,-1,-1
80730,0,0,1,-1,-1
80731,0,0,1,-1,-1
80732,0,1455922,0,-1,-1
80733,0,1455922,0,-1,-1
80734,0,1455922,0,-1,-1
80735,0,1455922,0,-1,-1
80764,0,0,0,1,-1
80765,0,0,0,1,-1
80766,0,0,0,1,-1
80767,0,0,0,1,-1
80768,0,1402194,0,1,-1
80769,0,1402194,0,1,-1
80770,0,1402194,0,1,-1
80771,0,1402194,0,1,-1
80772,0,0,3,4,-1
80773,0,0,3,4,-1
80774,0,0,3,4,-1
80775,0,0,3,4,-1
80780,0,0,0,1,-1
80781,0,0,0,1,-1
80782,0,0,0,1,-1
80783,0,0,0,1,-1
81567,357813,0,0,-1,1
84219,133836,0,0,-1,-1
84523,0,0,2,-1,-1
85946,1580740,0,0,-1,-1
89640,135496,0,0,-1,-1
90300,0,0,0,-1,1
90555,463857,0,0,-1,-1
90556,463855,0,0,-1,-1
90557,463857,0,0,-1,-1
90558,463855,0,0,-1,-1
90627,1600299,1600299,0,-1,-1
90980,1044090,1044090,5,18,26
91023,134830,0,0,-1,-1
91184,135408,0,0,-1,-1
92505,0,0,4,-1,-1
92506,0,0,4,-1,-1
93732,1085039,0,0,-1,-1
94688,0,0,4,-1,-1
95803,0,0,1,-1,-1
96399,0,0,4,-1,-1
96400,0,0,4,-1,-1
96401,0,0,4,-1,-1
96450,0,1301077,0,-1,-1
96451,0,1301077,0,-1,-1
96452,0,1301077,0,-1,-1
96453,0,1301077,0,-1,-1
96454,0,1301077,0,-1,-1
96455,0,1301077,0,-1,-1
96456,0,1301077,0,-1,-1
96457,0,1301077,0,-1,-1
96458,0,1301077,0,-1,-1
96459,0,1301077,0,-1,-1
96460,0,1301077,0,-1,-1
96461,0,1301077,0,-1,-1
96462,0,1301077,0,-1,-1
96463,0,1301077,0,-1,-1
96464,0,1301077,0,-1,-1
96465,0,1301077,0,-1,-1
96466,0,1301077,0,-1,-1
96467,0,1301077,0,-1,-1
96468,0,1301077,0,-1,-1
96469,0,1301077,0,-1,-1
96470,0,1273725,0,-1,-1
96471,0,1273725,0,-1,-1
96472,0,1273725,0,-1,-1
96473,0,1273725,0,-1,-1
96474,0,1273725,0,-1,-1
96475,0,1273725,0,-1,-1
96476,0,1273725,0,-1,-1
96477,0,1273725,0,-1,-1
96478,0,1273725,0,-1,-1
96479,0,1273725,0,-1,-1
96480,0,1273725,0,-1,-1
96481,0,1273725,0,-1,-1
96482,0,1273725,0,-1,-1
96483,0,1273725,0,-1,-1
96484,0,1273725,0,-1,-1
96485,0,1273725,0,-1,-1
96486,0,1273725,0,-1,-1
96487,0,1273725,0,-1,-1
96488,0,1273725,0,-1,-1
96489,0,1273725,0,-1,-1
103394,2909749,0,0,-1,-1
103472,2909749,0,0,-1,-1
103522,2909749,0,0,-1,-1
103600,2909749,0,0,-1,-1
104291,132886,0,0,-1,-1
104292,1100023,0,0,-1,-1
104538,2909749,0,0,-1,-1
104539,2909749,0,0,-1,-1
104540,2909749,0,0,-1,-1
104734,2909749,0,0,-1,-1
104735,2909749,0,0,-1,-1
104736,2909749,0,0,-1,-1
105257,0,0,0,6,-1
105298,2909749,0,0,-1,-1
105299,2909749,0,0,-1,-1
105300,2909749,0,0,-1,-1
105679,135408,0,0,-1,-1
106462,135496,0,0,-1,-1
106786,2909749,0,0,-1,-1
106864,2909749,0,0,-1,-1
106914,2909749,0,0,-1,-1
106992,2909749,0,0,-1,-1
108205,2909749,0,0,-1,-1
108206,2909749,0,0,-1,-1
108207,2909749,0,0,-1,-1
108233,2909749,0,0,-1,-1
108234,2909749,0,0,-1,-1
108235,2909749,0,0,-1,-1
110311,0,0,4,-1,-1
110312,0,0,4,-1,-1
110313,0,0,4,-1,-1
110314,0,0,4,-1,-1
110315,0,0,4,-1,-1
110316,0,0,4,-1,-1
110317,0,0,4,-1,-1
110318,0,0,4,-1,-1
110319,0,0,4,-1,-1
110320,0,0,4,-1,-1
110321,0,0,4,-1,-1
110326,3446309,3446309,0,-1,-1
110661,135408,0,0,-1,-1
111438,0,0,3,7,13
112932,838551,0,0,-1,-1
112933,838550,0,0,-1,-1
112934,838549,0,0,-1,-1
112935,3528279,3528279,0,-1,-1
112936,838551,838551,0,-1,-1
112937,838550,838550,0,-1,-1
112938,838549,838549,0,-1,-1
116384,0,0,4,-1,-1
116385,0,0,4,-1,-1
116386,0,0,4,-1,-1
116387,0,0,4,-1,-1
116419,0,0,4,-1,-1
116420,0,0,4,-1,-1
116421,0,0,4,-1,-1
116422,0,0,4,-1,-1
116423,0,0,4,-1,-1
116424,0,0,4,-1,-1
116425,0,0,4,-1,-1
116426,0,0,4,-1,-1
116427,0,0,4,-1,-1
116428,0,0,4,-1,-1
116429,0,0,4,-1,-1
116430,0,0,4,-1,-1
116431,0,0,4,-1,-1
116432,0,0,4,-1,-1
116433,0,0,4,-1,-1
116434,0,0,4,-1,-1
116511,0,0,4,-1,-1
116512,0,0,4,-1,-1
116513,0,0,4,-1,-1
116514,0,0,4,-1,-1
116515,0,0,4,-1,-1
116516,0,0,4,-1,-1
116539,0,0,4,-1,-1
116540,0,0,4,-1,-1
116541,0,0,4,-1,-1
116542,0,0,4,-1,-1
116543,0,0,4,-1,-1
116544,0,0,4,-1,-1
146577,0,0,1,-1,-1
146586,0,0,1,-1,-1
146587,0,0,1,-1,-1
146588,0,0,1,-1,-1
165377,0,0,1,-1,-1
165935,0,0,1,-1,-1
168064,0,0,2,-1,-1
169560,2103794,0,0,-1,-1
169561,1379238,0,0,-1,-1
169562,2103794,0,0,-1,-1
180058,0,0,4,-1,-1
180059,0,0,4,-1,-1
180060,0,0,4,-1,-1
180061,0,0,4,-1,-1
180062,0,0,4,-1,-1
180063,0,0,4,-1,-1
180064,0,0,4,-1,-1
180065,0,0,4,-1,-1
180066,0,0,4,-1,-1
180067,0,0,4,-1,-1
180089,0,0,4,-1,-1
180090,0,0,4,-1,-1
180091,0,0,4,-1,-1
180092,0,0,4,-1,-1
180093,0,0,4,-1,-1
180440,0,0,4,-1,-1
180441,0,0,4,-1,-1
180593,357813,357813,0,-1,-1
180756,0,0,4,-1,-1
180757,0,0,4,-1,-1
180765,0,0,4,-1,-1
180771,0,0,4,-1,-1
180772,0,0,4,-1,-1
180773,0,0,4,-1,-1
180774,0,0,4,-1,-1
180775,0,0,4,-1,-1
180776,0,0,4,-1,-1
180777,0,0,4,-1,-1
180919,134229,134229,0,-1,-1
180922,134229,134229,0,-1,-1
181045,237414,0,0,-1,-1
181046,3787951,3787951,0,-1,-1
181261,0,0,4,-1,-1
181262,0,0,4,-1,-1
181263,0,0,4,-1,-1
181264,0,0,4,-1,-1
181265,0,0,4,-1,-1
181451,0,0,4,-1,-1
181667,0,0,4,-1,-1
181685,0,0,4,-1,-1
181686,0,0,4,-1,-1
181687,0,0,4,-1,-1
181688,0,0,4,-1,-1
181689,0,0,4,-1,-1
181819,4557373,4557373,0,-1,19
181829,134544,0,0,-1,-1
182168,0,0,1,-1,-1
182212,0,0,4,-1,-1
182213,0,0,4,-1,-1
182265,0,0,4,-1,-1
183090,0,0,4,-1,-1
183329,0,0,4,-1,-1
183356,0,0,4,-1,-1
183369,0,0,4,-1,-1
183371,0,0,4,-1,-1
183374,0,0,4,-1,-1
183376,0,0,4,-1,-1
183380,0,0,4,-1,-1
183912,0,0,4,-1,-1
184368,0,0,4,-1,-1
184369,0,0,4,-1,-1
184370,0,0,4,-1,-1
184371,0,0,4,-1,-1
184372,0,0,4,-1,-1
184373,0,0,4,-1,-1
184393,0,0,4,-1,-1
184394,0,0,4,-1,-1
184395,0,0,4,-1,-1
184396,0,0,4,-1,-1
184397,0,0,4,-1,-1
184398,0,0,4,-1,-1
185654,0,0,4,-1,-1
188648,357813,357813,0,-1,-1
190176,0,0,4,-1,-1
190177,0,0,4,-1,-1
191101,0,0,4,-1,-1
193734,0,0,4,-1,-1
193988,0,0,4,-1,-1
193989,0,0,4,-1,-1
194005,0,0,4,-1,-1
194006,0,0,4,-1,-1
194081,0,0,0,-1,1
194729,0,0,4,-1,-1
194891,0,0,4,-1,-1
194902,0,0,3,-1,-1
195214,0,0,1,-1,-1
195221,0,0,4,-1,-1
195223,0,0,2,-1,-1
195224,0,0,2,-1,-1
196081,0,0,3,-1,-1
218354,135496,0,0,-1,-1
218485,0,0,5,-1,-1
218795,0,0,4,-1,-1
219282,0,0,3,4,13
219392,0,0,1,-1,-1
219397,0,0,1,-1,-1
219663,0,0,1,-1,-1
219878,0,0,2,-1,-1
219879,0,0,2,-1,-1
220288,0,0,0,14,-1
220335,5387169,0,0,-1,-1
220340,5547302,5547302,0,-1,-1
220341,5547303,5547303,0,-1,-1
220342,5547301,5547301,0,-1,-1
220344,5248551,0,0,-1,-1
220345,5367208,0,0,-1,-1
222851,0,0,2,-1,-1
223062,0,0,4,-1,-1
224056,0,0,4,-1,-1
224057,0,0,4,-1,-1
229194,0,0,4,-1,-1
229848,0,0,0,-1,1
229849,0,0,0,-1,1
229971,0,0,4,-1,-1
229972,0,0,4,-1,-1
229973,0,0,4,-1,-1
230192,0,0,4,-1,-1
248925,0,0,0,-1,1
