WidgetTag,ID,ParentSetID,VisID,MapID,PlayerConditionID,OrderIndex,LayoutDirection,Field_8_2_5_31337_006
,3927,1,1639,631,97840,255,0,0
,3940,1,1639,724,97842,272,0,0
,3941,1,1639,724,97843,273,0,0
,3998,1,1639,571,97907,208,0,0
,4131,1,2041,571,97925,188,0,0
,4132,1,2042,571,97925,189,0,0
,4133,1,2043,607,97926,192,0,0
,4134,1,2044,607,97926,193,0,0
,4135,1,1639,607,97926,194,0,0
,4136,1,2046,607,97926,196,0,0
,4137,1,2047,607,97926,197,0,0
,4138,1,2048,607,97926,198,0,0
,4139,1,2049,607,97926,199,0,0
,4140,1,2050,571,97925,210,0,0
,4141,1,2051,571,97925,211,0,0
,4142,1,1639,571,97925,212,0,0
,4143,1,2053,0,61142,222,0,0
,4144,1,2054,0,61142,224,0,0
,4145,1,2055,0,61142,226,0,0
,4146,1,2056,0,61142,228,0,0
,4147,1,2057,0,61143,235,0,0
,4148,1,2058,0,61143,239,0,0
,4149,1,2059,628,0,241,0,0
,4150,1,2060,628,0,242,0,0
,4152,1,2062,607,97926,247,0,0
,4153,1,2063,0,97929,260,0,0
,4154,1,2064,0,97929,261,0,0
,4155,1,2065,0,97929,262,0,0
,4156,1,2066,0,97929,263,0,0
,4157,1,2067,0,97929,264,0,0
,4158,1,2068,0,97929,265,0,0
,4159,1,2069,0,97929,266,0,0
,4160,1,2070,0,97929,267,0,0
,4161,1,2071,0,97929,268,0,0
,4162,1,2072,0,97929,269,0,0
,4163,1,2073,0,97929,270,0,0
,4164,1,2074,0,97929,271,0,0
,4165,1,2075,1,97929,274,0,0
,4166,1,2076,1,97929,275,0,0
,4167,1,2077,1,97929,276,0,0
,4168,1,1639,1,97929,277,0,0
,4169,1,1639,1,97929,278,0,0
,4170,1,1639,1,97929,279,0,0
,4171,1,1639,1,97929,280,0,0
,4172,1,1639,1,97929,281,0,0
,4173,1,1639,1,97929,282,0,0
,4174,1,1639,1,97929,283,0,0
,4293,1,1639,2118,0,208,0,0
,4297,1,2042,2118,0,189,0,0
,4298,1,2041,2118,0,188,0,0
,4299,2,1779,2118,0,186,0,0
,4300,1,2050,2118,0,210,0,0
,4301,1,2051,2118,0,211,0,0
,4330,1,1639,489,0,0,0,0
,5394,1,2217,1,117591,341,0,0
,5395,1,2218,1,117609,331,0,0
,5396,1,2219,0,117594,355,0,0
,5397,1,2220,0,117623,312,0,0
,5398,1,2221,0,117622,309,0,0
,5399,1,2222,1,117605,324,0,0
,5400,1,2223,0,117621,308,0,0
,5401,1,2224,1,117602,318,0,0
,5402,1,2225,1,117606,327,0,0
,5403,1,2226,732,0,353,0,0
,5404,1,2227,0,117618,301,0,0
,5405,1,2228,1,117603,320,0,0
,5406,1,2229,761,0,369,0,0
,5407,1,2230,0,117617,300,0,0
,5408,1,2231,728,0,298,0,0
,5409,1,2232,1,117589,337,0,0
,5410,1,2233,968,0,389,0,0
,5411,1,2234,0,117621,307,0,0
,5412,1,2235,726,117616,292,0,0
,5413,1,2236,1,117590,338,0,0
,5414,1,2237,0,117594,356,0,0
,5415,1,2238,1,117591,340,0,0
,5416,1,2239,0,117613,259,0,0
,5417,1,2240,2755,0,347,0,0
,5418,1,2241,968,0,390,0,0
,5419,1,2242,0,117612,316,0,0
,5420,1,2243,1,117588,334,0,0
,5421,1,2244,939,117599,408,0,0
,5422,1,2245,1,117604,322,0,0
,5423,1,2246,0,117596,359,0,0
,5424,1,2247,1,117614,286,0,0
,5425,1,2248,0,117608,304,0,0
,5426,1,2249,732,0,354,0,0
,5427,1,2250,1,117605,325,0,0
,5428,1,2251,0,117595,358,0,0
,5429,1,2252,1,117615,288,0,0
,5430,1,2253,0,117620,305,0,0
,5431,1,2254,1,117609,317,0,0
,5432,2,2255,2755,0,351,0,0
,5433,1,2256,938,0,411,0,0
,5434,1,2257,726,117616,289,0,0
,5435,1,2258,0,117600,346,0,0
,5436,1,2259,1,117592,343,0,0
,5437,1,2260,0,117608,330,0,0
,5438,1,2261,1,117602,319,0,0
,5439,1,2262,0,117622,310,0,0
,5440,1,2263,0,117623,311,0,0
,5441,1,2264,1,117604,323,0,0
,5442,1,2265,1,117610,333,0,0
,5443,1,2266,1,117607,329,0,0
,5444,1,2267,761,0,372,0,0
,5445,1,2268,1,117606,326,0,0
,5446,1,2269,0,117597,360,0,0
,5447,1,2270,2755,0,350,0,0
,5448,1,2271,0,117600,347,0,0
,5449,1,2272,1,117614,285,0,0
,5450,2,2273,728,0,296,0,0
,5451,1,2274,0,117595,357,0,0
,5452,1,2275,0,117597,361,0,0
,5453,1,2276,1,117607,328,0,0
,5454,1,2277,1,117590,339,0,0
,5455,1,2278,1,117588,335,0,0
,5456,1,2279,2755,0,374,0,0
,5457,1,2280,0,117620,306,0,0
,5458,1,2281,0,117593,344,0,0
,5459,1,2282,726,117616,293,0,0
,5460,1,2283,0,117598,363,0,0
,5461,1,2284,1,117589,336,0,0
,5462,1,2285,728,0,297,0,0
,5463,1,2286,2755,0,349,0,0
,5464,1,2287,2755,0,348,0,0
,5465,1,2288,0,117611,313,0,0
,5466,1,2289,1,117603,321,0,0
,5467,1,2290,657,0,375,0,0
,5468,1,2291,0,117619,303,0,0
,5469,1,2292,0,117619,302,0,0
,5470,1,2293,0,117611,314,0,0
,5471,1,2294,1,117592,342,0,0
,5472,1,2295,0,117593,345,0,0
,5473,1,2296,0,117598,362,0,0
,5474,1,2297,0,117612,315,0,0
,5475,1,2298,1,117615,287,0,0
,5476,1,2299,0,117596,364,0,0
,5477,1,2300,1,117610,332,0,0
,5478,1,2301,732,0,352,0,0
,5689,1,2279,2755,0,374,0,0
,6508,1,3595,1105,0,461,0,0
,6509,1,3596,994,0,437,0,0
,6510,1,3597,727,0,427,0,0
,6511,1,3598,860,133941,429,0,0
,6512,1,3599,1136,133938,476,0,0
,6513,1,3600,1134,133932,485,0,0
,6514,2,3601,870,133943,446,0,0
,6515,1,3602,559,133935,469,0,0
,6516,1,3603,559,0,491,0,0
,6518,1,3605,617,61198,468,0,0
,6519,1,3606,1105,0,462,0,0
,6520,1,3607,572,0,496,0,0
,6521,1,3608,618,61200,470,0,0
,6522,1,3609,562,133934,486,0,0
,6523,1,3610,1098,0,454,0,0
,6524,1,3611,1005,0,420,0,0
,6525,1,3612,1134,133932,484,0,0
,6526,2,3613,870,133943,445,0,0
,6527,1,3614,562,133934,467,0,0
,6528,1,3615,1134,133932,456,0,0
,6530,1,3617,618,0,493,0,0
,6531,1,3618,1098,133944,451,0,0
,6532,1,3619,1134,133932,465,0,0
,6533,2,3620,870,133942,443,0,0
,6534,1,3621,572,0,497,0,0
,6535,1,3622,1136,0,473,0,0
,6536,1,3623,572,133937,472,0,0
,6537,1,3624,562,133934,487,0,0
,6538,1,3625,980,133936,434,0,0
,6539,1,3626,1157,0,477,0,0
,6540,2,3627,870,133942,449,0,0
,6541,1,3628,1136,0,480,0,0
,6542,1,3629,1136,0,481,0,0
,6543,1,3630,1048,0,436,0,0
,6544,1,3631,1136,0,479,0,0
,6545,1,3632,1031,0,430,0,0
,6546,1,3633,559,0,490,0,0
,6547,2,3634,727,0,440,0,0
,6548,2,3635,870,133942,444,0,0
,6549,1,3636,618,0,492,0,0
,6550,1,3637,1031,0,431,0,0
,6551,1,3638,980,133936,495,0,0
,6552,1,3639,727,0,426,0,0
,6553,1,3640,1134,133932,455,0,0
,6554,1,3641,617,0,488,0,0
,6555,1,3642,1155,0,463,0,0
,6556,1,3643,980,133936,494,0,0
,6557,1,3644,980,133936,471,0,0
,6558,1,3645,1136,133938,474,0,0
,6559,1,3646,998,0,412,0,0
,6560,2,3647,870,133943,450,0,0
,6561,1,3648,1010,133940,421,0,0
,6562,1,3649,980,133936,433,0,0
,6563,1,3650,1136,133939,475,0,0
,6564,1,3651,1010,133940,424,0,0
,6565,1,3652,617,0,489,0,0
,6566,1,3653,998,0,413,0,0
,6567,1,3654,1136,0,478,0,0
,6568,1,3655,1010,133940,425,0,0
,6569,1,3656,870,133933,466,0,0
