ID,Flags,Variable[0],Variable[1],Variable[2],Variable[3],Variable[4],Variable[5],Variable[6],Variable[7],Op[0],Op[1],Op[2],Op[3],Op[4],Op[5],Op[6],Op[7],Value[0],Value[1],Value[2],Value[3],Value[4],Value[5],Value[6],Value[7]
181,0,12,24,0,0,0,0,0,0,3,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0
182,0,12,57,0,0,0,0,0,0,3,1,0,0,0,0,0,0,75,1,0,0,0,0,0,0
201,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
202,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
221,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
222,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
242,0,12,39,0,0,0,0,0,0,3,4,0,0,0,0,0,0,50,20,0,0,0,0,0,0
243,0,56,39,0,0,0,0,0,0,1,3,0,0,0,0,0,0,6,20,0,0,0,0,0,0
281,1,22,22,22,0,0,0,0,0,1,1,1,0,0,0,0,0,17,1,14,0,0,0,0,0
301,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
321,0,59,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,12,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0
361,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
401,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
421,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
461,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,39,7,0,0,0,0,0,0,5,1,0,0,0,0,0,0,30,1,0,0,0,0,0,0
501,0,37,55,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,0,7,39,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,20,0,0,0,0,0,0
521,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
541,0,13,39,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0
561,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,0,9,58,39,0,0,0,0,0,1,1,6,0,0,0,0,0,1,1,15,0,0,0,0,0
601,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
621,0,44,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
641,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
661,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,0,44,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,1,1,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
702,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
703,0,44,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
721,1,22,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,11,0,0,0,0,0,0
722,1,22,21,21,0,0,0,0,0,1,1,1,0,0,0,0,0,15,3,4,0,0,0,0,0
723,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
724,0,1,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
725,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
726,0,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
727,0,13,39,0,0,0,0,0,0,3,4,0,0,0,0,0,0,50,30,0,0,0,0,0,0
728,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
741,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
742,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19951,0,0,0,0,0,0,0
743,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
744,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
761,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
781,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
782,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
783,1,29,30,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0
801,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
821,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,59,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
823,0,1,13,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,54,31,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
826,1,57,58,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
827,0,60,60,60,60,0,0,0,0,2,2,2,2,0,0,0,0,7302,7320,10219,10220,0,0,0,0
829,0,21,54,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,0,12,54,0,0,0,0,0,0,3,5,0,0,0,0,0,0,90,0,0,0,0,0,0,0
831,0,54,60,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,9634,0,0,0,0,0,0
832,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
833,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
834,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25187,0,0,0,0,0,0,0
835,0,13,39,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,10,0,0,0,0,0,0
836,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0
837,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
838,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
839,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
840,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
841,0,17,17,17,0,0,0,0,0,2,2,2,0,0,0,0,0,11550,11551,25289,0,0,0,0,0
842,0,14,14,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,50,0,0,0,0,0,0
844,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,0,20,20,20,0,0,0,0,0,2,2,2,0,0,0,0,0,720,731,1121,0,0,0,0,0
846,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
849,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26078,0,0,0,0,0,0,0
850,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8599,0,0,0,0,0,0,0
851,0,7,39,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0
852,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
853,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
854,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
855,1,33,35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
856,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26068,0,0,0,0,0,0,0
857,0,61,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
858,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27680,0,0,0,0,0,0,0
860,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
861,0,1,5,3,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,60,0,0,0,0,0
862,0,62,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
864,1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
865,0,44,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
866,0,20,20,20,0,0,0,0,0,2,2,2,0,0,0,0,0,26332,26476,28316,0,0,0,0,0
867,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
869,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
870,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
875,1,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1,25918,25290,19854,25894,19853,19852,19850,19742
876,1,17,17,20,17,17,17,17,17,1,1,1,1,1,1,1,1,10494,10493,10491,5677,17360,17355,16191,24853
882,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29853,0,0,0,0,0,0,0
901,1,20,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22856,22856,0,0,0,0,0,0
4719,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19832,0,0,0,0,0,0,0
6052,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184169,0,0,0,0,0,0,0
6053,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184157,0,0,0,0,0,0,0
6054,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,364834,0,0,0,0,0,0,0
6056,0,22,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6076,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
6143,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84202,0,0,0,0,0,0,0
6145,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,367904,0,0,0,0,0,0,0
6146,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,367905,0,0,0,0,0,0,0
6152,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,367925,0,0,0,0,0,0,0
6153,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,367926,0,0,0,0,0,0,0
6156,1,74,74,74,74,74,74,74,0,1,1,1,1,1,1,1,0,185320,12435,12557,14456,12422,12420,12416,0
6157,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368157,0,0,0,0,0,0,0
6158,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368196,0,0,0,0,0,0,0
6159,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368192,0,0,0,0,0,0,0
6160,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368193,0,0,0,0,0,0,0
6161,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368194,0,0,0,0,0,0,0
6162,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368195,0,0,0,0,0,0,0
6163,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368197,0,0,0,0,0,0,0
6164,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368198,0,0,0,0,0,0,0
6165,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368199,0,0,0,0,0,0,0
6166,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,368200,0,0,0,0,0,0,0
6198,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,185320,0,0,0,0,0,0,0
6199,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
6200,0,56,74,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,185320,0,0,0,0,0,0
6202,0,1,13,76,7,0,0,0,0,2,5,2,2,0,0,0,0,0,0,367987,1,0,0,0,0
6203,0,1,13,76,7,0,0,0,0,2,1,2,2,0,0,0,0,0,0,367987,1,0,0,0,0
6204,0,1,76,7,0,0,0,0,0,2,2,2,0,0,0,0,0,0,367987,1,0,0,0,0,0
6205,0,1,76,7,0,0,0,0,0,2,2,1,0,0,0,0,0,0,367987,1,0,0,0,0,0
6206,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,368329,0,0,0,0,0,0,0
6207,0,12,12,0,0,0,0,0,0,3,5,0,0,0,0,0,0,50,10,0,0,0,0,0,0
6208,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
6213,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11981,0,0,0,0,0,0,0
6215,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14601,0,0,0,0,0,0,0
6218,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,367728,0,0,0,0,0,0,0
6227,0,76,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,802,1,0,0,0,0,0,0
6253,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,371206,0,0,0,0,0,0,0
6261,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,371656,0,0,0,0,0,0,0
6377,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
6802,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,405695,0,0,0,0,0,0,0
6930,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,411959,0,0,0,0,0,0,0
7106,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,209797,0,0,0,0,0,0,0
7228,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,426694,0,0,0,0,0,0,0
7234,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,426923,0,0,0,0,0,0,0
7235,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,426925,0,0,0,0,0,0,0
7313,0,57,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7388,0,4,31,59,0,0,0,0,0,1,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0
7394,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96429,0,0,0,0,0,0,0
7397,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,434942,0,0,0,0,0,0,0
7398,0,59,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7402,1,21,21,21,21,0,0,0,0,1,1,1,1,0,0,0,0,1,3,4,2,0,0,0,0
7415,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,218245,0,0,0,0,0,0,0
7416,0,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,218245,0,0,0,0,0,0,0
7465,0,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,218690,0,0,0,0,0,0,0
7471,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7485,0,75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,94163,0,0,0,0,0,0,0
7486,0,31,32,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7508,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,441785,0,0,0,0,0,0,0
7522,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,443848,0,0,0,0,0,0,0
7538,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7548,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,367728,0,0,0,0,0,0,0
7562,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,447563,0,0,0,0,0,0,0
7563,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,447563,0,0,0,0,0,0,0
7683,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,457191,0,0,0,0,0,0,0
7700,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7714,0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7720,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
7740,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,459161,0,0,0,0,0,0,0
7741,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,426101,0,0,0,0,0,0,0
7745,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,458878,0,0,0,0,0,0,0
7746,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,458878,0,0,0,0,0,0,0
7755,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,458880,0,0,0,0,0,0,0
7759,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,459616,0,0,0,0,0,0,0
7760,0,2,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,54,0,0,0,0,0,0
7775,0,76,76,76,76,74,0,0,0,2,2,2,2,2,0,0,0,23145,23147,23148,462374,229897,0,0,0
7781,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,460742,0,0,0,0,0,0,0
7795,0,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101158,0,0,0,0,0,0,0
7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7812,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
7827,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,460895,0,0,0,0,0,0,0
7828,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,460898,0,0,0,0,0,0,0
7869,0,76,76,76,0,0,0,0,0,2,2,2,0,0,0,0,0,24450,24452,24453,0,0,0,0,0
7932,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
7941,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,468468,0,0,0,0,0,0,0
7944,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,468001,0,0,0,0,0,0,0
7945,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,467995,0,0,0,0,0,0,0
7946,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,467999,0,0,0,0,0,0,0
7947,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,468000,0,0,0,0,0,0,0
7948,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,467997,0,0,0,0,0,0,0
7951,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7952,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7953,0,76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2893,0,0,0,0,0,0,0
7954,0,76,76,76,76,74,0,0,0,2,2,2,2,2,0,0,0,24450,24452,24453,7939,230558,0,0,0
7958,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,7,1,4,2,6,8,5
7962,0,4,31,12,0,0,0,0,0,1,2,3,0,0,0,0,0,1,1,99,0,0,0,0,0
7979,0,54,63,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7980,0,63,39,38,0,0,0,0,0,1,4,1,0,0,0,0,0,1,35,1,0,0,0,0,0
7995,0,1,76,7,0,0,0,0,0,2,2,1,0,0,0,0,0,0,469261,1,0,0,0,0,0
7996,0,1,76,7,0,0,0,0,0,2,2,2,0,0,0,0,0,0,469261,1,0,0,0,0,0
8058,1,75,75,75,0,0,0,0,0,1,1,1,0,0,0,0,0,1100,1082,1083,0,0,0,0,0
8154,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1215885,0,0,0,0,0,0,0
