ID,Description_lang,TierID,Flags,ColumnIndex,TabID,ClassID,SpecID,SpellID,OverridesSpellID,RequiredSpellID,CategoryMask[0],CategoryMask[1],SpellRank[0],SpellRank[1],SpellRank[2],SpellRank[3],SpellRank[4],SpellRank[5],SpellRank[6],SpellRank[7],SpellRank[8],PrereqTalent[0],PrereqTalent[1],PrereqTalent[2],PrereqRank[0],PrereqRank[1],PrereqRank[2]
36,,6,3,1,41,0,0,0,0,0,0,0,11129,0,0,0,0,0,0,0,0,33,0,0,2,0,0
37,,0,2,1,61,0,0,0,0,0,0,0,11070,12473,16763,16765,16766,0,0,0,0,0,0,0,0,0,0
38,,0,2,0,61,0,0,0,0,0,0,0,11071,12496,12497,0,0,0,0,0,0,0,0,0,0,0,0
61,,2,2,0,61,0,0,0,0,0,0,0,11151,12952,12953,0,0,0,0,0,0,0,0,0,0,0,0
62,,0,2,2,61,0,0,0,0,0,0,0,31670,31672,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,2,2,2,61,0,0,0,0,0,0,0,11185,12487,12488,0,0,0,0,0,0,0,0,0,0,0,0
64,,4,2,2,61,0,0,0,0,0,0,0,11190,12489,0,0,0,0,0,0,0,0,0,0,0,0,0
65,,1,2,3,61,0,0,0,0,0,0,0,11175,12569,12571,0,0,0,0,0,0,0,0,0,0,0,0
66,,3,2,1,61,0,0,0,0,0,0,0,11160,12518,12519,0,0,0,0,0,0,0,0,0,0,0,0
67,,3,2,2,61,0,0,0,0,0,0,0,11170,12982,12983,0,0,0,0,0,0,0,0,0,0,0,0
68,,5,2,2,61,0,0,0,0,0,0,0,11180,28592,28593,0,0,0,0,0,0,0,0,0,0,0,0
69,,2,3,1,61,0,0,0,0,0,0,0,12472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,,1,2,1,61,0,0,0,0,0,0,0,11189,28332,0,0,0,0,0,0,0,0,0,0,0,0,0
71,,6,3,1,61,0,0,0,0,0,0,0,11426,0,0,0,0,0,0,0,0,72,0,0,0,0,0
72,,4,3,1,61,0,0,0,0,0,0,0,11958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,1,2,0,61,0,0,0,0,0,0,0,11207,12672,0,0,0,0,0,0,0,0,0,0,0,0,0
74,,0,2,0,81,0,0,0,0,0,0,0,11210,12592,0,0,0,0,0,0,0,0,0,0,0,0,0
75,,1,2,2,81,0,0,0,0,0,0,0,11213,12574,12575,12576,12577,0,0,0,0,0,0,0,0,0,0
76,,0,2,1,81,0,0,0,0,0,0,0,11222,12839,12840,0,0,0,0,0,0,0,0,0,0,0,0
77,,4,2,3,81,0,0,0,0,0,0,0,11232,12500,12501,12502,12503,0,0,0,0,0,0,0,0,0,0
80,,0,2,2,81,0,0,0,0,0,0,0,11237,12463,0,0,0,0,0,0,0,0,0,0,0,0,0
81,,2,2,1,81,0,0,0,0,0,0,0,11242,12467,12469,0,0,0,0,0,0,0,0,0,0,0,0
82,,2,2,0,81,0,0,0,0,0,0,0,11247,12606,0,0,0,0,0,0,0,0,0,0,0,0,0
83,,3,2,0,81,0,0,0,0,0,0,0,11252,12605,0,0,0,0,0,0,0,0,0,0,0,0,0
85,,1,2,0,81,0,0,0,0,0,0,0,28574,54658,54659,0,0,0,0,0,0,0,0,0,0,0,0
86,,4,3,1,81,0,0,0,0,0,0,0,12043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,6,3,1,81,0,0,0,0,0,0,0,12042,0,0,0,0,0,0,0,0,421,0,0,2,0,0
88,,3,2,1,81,0,0,0,0,0,0,0,11255,12598,0,0,0,0,0,0,0,0,0,0,0,0,0
121,,2,2,3,161,0,0,0,0,0,0,0,12834,12849,12867,0,0,0,0,0,0,0,662,0,0,1,0
123,,4,2,3,161,0,0,0,0,0,0,0,12281,12812,12813,12814,12815,0,0,0,0,0,0,0,0,0,0
124,,0,2,0,161,0,0,0,0,0,0,0,12282,12663,12664,0,0,0,0,0,0,0,0,0,0,0,0
125,,4,2,2,161,0,0,0,0,0,0,0,12284,12701,12702,12703,12704,0,0,0,0,0,0,0,0,0,0
126,,1,2,0,161,0,0,0,0,0,0,0,12285,12697,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,0,2,2,161,0,0,0,0,0,0,0,12286,12658,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,1,2,2,161,0,0,0,0,0,0,0,12295,12676,12677,0,0,0,0,0,0,0,0,0,0,0,0
129,,5,2,2,161,0,0,0,0,0,0,0,12289,12668,23695,0,0,0,0,0,0,0,0,0,0,0,0
130,,0,2,1,161,0,0,0,0,0,0,0,16462,16463,16464,16465,16466,0,0,0,0,0,0,0,0,0,0
131,,2,2,0,161,0,0,0,0,0,0,0,12290,12963,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,4,2,0,161,0,0,0,0,0,0,0,12700,12781,12783,12784,12785,0,0,0,0,0,0,0,0,0,0
133,,4,3,1,161,0,0,0,0,0,0,0,12328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,5,2,0,161,0,0,0,0,0,0,0,20504,20505,0,0,0,0,0,0,0,0,0,0,0,0,0
135,,6,3,1,161,0,0,0,0,0,0,0,12294,0,0,0,0,0,0,0,0,133,0,0,0,0,0
136,,3,2,1,161,0,0,0,0,0,0,0,12163,12711,12712,0,0,0,0,0,0,0,0,0,0,0,0
137,,2,3,1,161,0,0,0,0,0,0,0,12296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,1,2,2,163,0,0,0,0,0,0,0,12297,12750,12751,12752,12753,0,0,0,0,0,0,0,0,0,0
140,,2,2,3,163,0,0,0,0,0,0,0,12299,12761,12762,12763,12764,0,0,0,0,0,0,0,0,0,0
141,,0,2,2,163,0,0,0,0,0,0,0,12287,12665,12666,0,0,0,0,0,0,0,0,0,0,0,0
142,,0,2,0,163,0,0,0,0,0,0,0,12301,12818,0,0,0,0,0,0,0,0,0,0,0,0,0
144,,1,2,1,163,0,0,0,0,0,0,0,50685,50686,50687,0,0,0,0,0,0,0,0,0,0,0,0
146,,3,2,2,163,0,0,0,0,0,0,0,12308,12810,12811,0,0,0,0,0,0,0,0,0,0,0,0
147,,2,2,1,163,0,0,0,0,0,0,0,12797,12799,0,0,0,0,0,0,0,0,0,0,0,0,0
148,,6,3,1,163,0,0,0,0,0,0,0,50720,0,0,0,0,0,0,0,0,152,0,0,0,0,0
149,,4,2,2,163,0,0,0,0,0,0,0,12311,12958,0,0,0,0,0,0,0,0,0,0,0,0,0
150,,4,2,0,163,0,0,0,0,0,0,0,12312,12803,0,0,0,0,0,0,0,0,0,0,0,0,0
151,,3,2,1,163,0,0,0,0,0,0,0,12313,12804,0,0,0,0,0,0,0,0,0,0,0,0,0
152,,4,3,1,163,0,0,0,0,0,0,0,12809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,,2,3,0,163,0,0,0,0,0,0,0,12975,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,,2,2,3,164,0,0,0,0,0,0,0,12318,12857,12858,12860,12861,0,0,0,0,0,0,0,0,0,0
155,,3,2,2,164,0,0,0,0,0,0,0,12317,13045,13046,13047,13048,0,0,0,0,0,0,0,0,0,0
156,,5,2,2,164,0,0,0,0,0,0,0,12319,12971,12972,12973,12974,0,0,0,0,0,0,0,0,0,0
157,,0,2,2,164,0,0,0,0,0,0,0,12320,12852,0,0,0,0,0,0,0,0,0,0,0,0,0
158,,0,2,1,164,0,0,0,0,0,0,0,12321,12835,0,0,0,0,0,0,0,0,0,0,0,0,0
159,,1,2,2,164,0,0,0,0,0,0,0,12322,12999,13000,13001,13002,0,0,0,0,0,0,0,0,0,0
160,,2,3,1,164,0,0,0,0,0,0,0,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,,1,2,1,164,0,0,0,0,0,0,0,12324,12876,12877,12878,12879,0,0,0,0,0,0,0,0,0,0
165,,4,3,1,164,0,0,0,0,0,0,0,12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,,2,2,0,164,0,0,0,0,0,0,0,12329,12950,20496,0,0,0,0,0,0,0,0,0,0,0,0
167,,6,3,1,164,0,0,0,0,0,0,0,23881,0,0,0,0,0,0,0,0,165,0,0,0,0,0
181,,0,0,2,181,0,0,0,0,0,0,0,13705,13832,13843,0,0,0,0,0,0,0,0,0,0,0,0
186,,2,0,0,181,0,0,0,0,0,0,0,13712,13788,13789,0,0,0,0,0,0,0,0,0,0,0,0
201,,0,0,1,181,0,0,0,0,0,0,0,13732,13863,79004,0,0,0,0,0,0,0,0,0,0,0,0
203,,2,0,3,181,0,0,0,0,0,0,0,13741,13793,0,0,0,0,0,0,0,0,0,0,0,0,0
205,,4,1,1,181,0,0,0,0,0,0,0,13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,,1,0,3,181,0,0,0,0,0,0,0,13754,13867,0,0,0,0,0,0,0,0,0,0,0,0,0
222,,1,0,1,181,0,0,0,0,0,0,0,13743,13875,0,0,0,0,0,0,0,0,0,0,0,0,0
244,,0,0,0,183,0,0,0,0,0,0,0,13975,14062,0,0,0,0,0,0,0,0,0,0,0,0,0
245,,1,0,3,183,0,0,0,0,0,0,0,13976,13979,0,0,0,0,0,0,0,0,0,0,0,0,0
247,,1,0,0,183,0,0,0,0,0,0,0,13981,14066,0,0,0,0,0,0,0,0,0,0,0,0,0
261,,1,0,2,183,0,0,0,0,0,0,0,14057,14072,79141,0,0,0,0,0,0,0,0,0,0,0,0
263,,0,0,1,183,0,0,0,0,0,0,0,14079,14080,84661,0,0,0,0,0,0,0,0,0,0,0,0
269,,0,0,2,182,0,0,0,0,0,0,0,14128,14132,14135,0,0,0,0,0,0,0,0,0,0,0,0
273,,1,0,0,182,0,0,0,0,0,0,0,14156,14160,14161,0,0,0,0,0,0,0,0,0,0,0,0
276,,0,0,1,182,0,0,0,0,0,0,0,14162,14163,14164,0,0,0,0,0,0,0,0,0,0,0,0
277,,1,0,2,182,0,0,0,0,0,0,0,13733,13865,13866,0,0,0,0,0,0,0,0,0,0,0,0
278,,4,0,3,182,0,0,0,0,0,0,0,14168,14169,0,0,0,0,0,0,0,0,0,0,0,0,0
280,,2,1,1,182,0,0,0,0,0,0,0,14177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,,4,0,1,182,0,0,0,0,0,0,0,58426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,,3,0,1,182,0,0,0,0,0,0,0,14186,14190,0,0,0,0,0,0,0,280,0,0,0,0,0
284,,4,1,1,183,0,0,0,0,0,0,0,14185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,,1,2,3,201,0,0,0,0,0,0,0,14531,14774,0,0,0,0,0,0,0,0,0,0,0,0,0
322,,6,3,1,201,0,0,0,0,0,0,0,10060,0,0,0,0,0,0,0,0,1772,0,0,1,0,0
341,,3,2,1,201,0,0,0,0,0,0,0,14520,14780,14781,0,0,0,0,0,0,0,0,0,0,0,0
342,,0,2,1,201,0,0,0,0,0,0,0,14522,14788,14789,14790,14791,0,0,0,0,0,0,0,0,0,0
343,,2,2,2,201,0,0,0,0,0,0,0,14748,14768,14769,0,0,0,0,0,0,0,0,0,0,0,0
346,,1,2,1,201,0,0,0,0,0,0,0,14747,14770,14771,0,0,0,0,0,0,0,0,0,0,0,0
348,,2,3,1,201,0,0,0,0,0,0,0,14751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,,3,2,3,201,0,0,0,0,0,0,0,14750,14772,0,0,0,0,0,0,0,0,0,0,0,0,0
351,,5,2,2,201,0,0,0,0,0,0,0,63574,78500,78501,0,0,0,0,0,0,5564,0,0,0,0,0
352,,2,2,3,201,0,0,0,0,0,0,0,14523,81749,81750,0,0,0,0,0,0,0,0,0,0,0,0
361,,2,2,3,202,0,0,0,0,0,0,0,14892,15362,15363,0,0,0,0,0,0,0,0,0,0,0,0
381,,3,1,1,183,0,0,0,0,0,0,0,14183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,,7,2,1,202,0,0,0,0,0,0,0,14901,81603,81604,81605,81606,0,0,0,0,1637,0,0,0,0,0
403,,0,2,1,202,0,0,0,0,0,0,0,14909,15017,78069,0,0,0,0,0,0,0,0,0,0,0,0
404,,6,2,0,202,0,0,0,0,0,0,0,14898,81625,0,0,0,0,0,0,0,0,0,0,0,0,0
406,,2,2,1,202,0,0,0,0,0,0,0,14908,15020,17191,0,0,0,0,0,0,0,0,0,0,0,0
408,,3,2,1,202,0,0,0,0,0,0,0,14912,15013,15014,0,0,0,0,0,0,0,0,0,0,0,0
410,,0,2,0,202,0,0,0,0,0,0,0,14913,15012,0,0,0,0,0,0,0,0,0,0,0,0,0
411,,1,2,2,202,0,0,0,0,0,0,0,27900,27901,27902,27903,27904,0,0,0,0,0,0,0,0,0,0
413,,3,2,0,202,0,0,0,0,0,0,0,14911,15018,0,0,0,0,0,0,0,0,0,0,0,0,0
421,,5,2,1,81,0,0,0,0,0,0,0,15058,15059,15060,0,0,0,0,0,0,86,0,0,0,0,0
442,,2,3,0,202,0,0,0,0,0,0,0,19236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,,1,2,2,203,0,0,0,0,0,0,0,15257,15331,15332,0,0,0,0,0,0,0,0,0,0,0,0
462,,0,2,2,203,0,0,0,0,0,0,0,15259,15307,15308,15309,15310,0,0,0,0,0,0,0,0,0,0
465,,0,2,0,203,0,0,0,0,0,0,0,15270,15335,15336,0,0,0,0,0,0,0,0,0,0,0,0
466,,1,2,0,203,0,0,0,0,0,0,0,15318,15272,15320,0,0,0,0,0,0,0,0,0,0,0,0
481,,2,2,1,203,0,0,0,0,0,0,0,15273,15312,15313,15314,15316,0,0,0,0,0,0,0,0,0,0
482,,1,2,1,203,0,0,0,0,0,0,0,15275,15317,0,0,0,0,0,0,0,0,0,0,0,0,0
483,,3,2,1,203,0,0,0,0,0,0,0,15274,15311,0,0,0,0,0,0,0,0,0,0,0,0,0
484,,4,3,1,203,0,0,0,0,0,0,0,15286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,,2,3,2,203,0,0,0,0,0,0,0,15407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,,6,3,1,203,0,0,0,0,0,0,0,15473,0,0,0,0,0,0,0,0,484,0,0,0,0,0
541,,4,3,0,203,0,0,0,0,0,0,0,15487,0,0,0,0,0,0,0,0,542,0,0,1,0,0
542,,2,2,0,203,0,0,0,0,0,0,0,15392,15448,0,0,0,0,0,0,0,0,0,0,0,0,0
561,,1,0,0,261,0,0,0,0,0,0,0,16038,16160,0,0,0,0,0,0,0,0,0,0,0,0,0
563,,0,0,2,261,0,0,0,0,0,0,0,16035,16105,16106,0,0,0,0,0,0,0,0,0,0,0,0
564,,0,0,1,261,0,0,0,0,0,0,0,16039,16109,0,0,0,0,0,0,0,0,0,0,0,0,0
573,,4,1,1,261,0,0,0,0,0,0,0,16166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,,2,0,1,261,0,0,0,0,0,0,0,16164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,,1,0,2,261,0,0,0,0,0,0,0,16040,16113,0,0,0,0,0,0,0,0,0,0,0,0,0
581,,2,0,0,262,0,0,0,0,0,0,0,16176,16235,0,0,0,0,0,0,0,0,0,0,0,0,0
583,,1,0,0,262,0,0,0,0,0,0,0,16180,16196,0,0,0,0,0,0,0,0,0,0,0,0,0
588,,3,0,1,262,0,0,0,0,0,0,0,16187,16205,0,0,0,0,0,0,0,0,0,0,0,0,0
590,,4,1,1,262,0,0,0,0,0,0,0,16190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,,2,1,1,262,0,0,0,0,0,0,0,16188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,,0,0,1,262,0,0,0,0,0,0,0,16179,16214,16215,0,0,0,0,0,0,0,0,0,0,0,0
595,,1,0,1,262,0,0,0,0,0,0,0,16173,16222,0,0,0,0,0,0,0,0,0,0,0,0,0
602,,1,0,1,263,0,0,0,0,0,0,0,16256,16281,16282,0,0,0,0,0,0,0,0,0,0,0,0
605,,1,0,2,263,0,0,0,0,0,0,0,16262,16287,0,0,0,0,0,0,0,0,0,0,0,0,0
607,,0,0,2,263,0,0,0,0,0,0,0,16261,16290,51881,0,0,0,0,0,0,0,0,0,0,0,0
611,,0,0,0,263,0,0,0,0,0,0,0,16266,29079,0,0,0,0,0,0,0,0,0,0,0,0,0
615,,2,0,0,263,0,0,0,0,0,0,0,16252,16306,16307,0,0,0,0,0,0,0,0,0,0,0,0
641,,1,2,1,161,0,0,0,0,0,0,0,12300,12959,12960,0,0,0,0,0,0,0,0,0,0,0,0
661,,2,2,2,164,0,0,0,0,0,0,0,16487,16489,16492,0,0,0,0,0,0,0,0,0,0,0,0
662,,2,2,2,161,0,0,0,0,0,0,0,16493,16494,0,0,0,0,0,0,0,0,0,0,0,0,0
681,,2,1,2,183,0,0,0,0,0,0,0,16511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,,2,0,2,182,0,0,0,0,0,0,0,16513,16514,16515,0,0,0,0,0,0,0,0,0,0,0,0
702,,5,2,2,163,0,0,0,0,0,0,0,16538,16539,16540,16541,16542,0,0,0,0,0,0,0,0,0,0
741,,3,2,0,61,0,0,0,0,0,0,0,16757,16758,0,0,0,0,0,0,0,0,0,0,0,0,0
762,,0,2,1,283,0,0,0,0,0,0,0,16814,16815,16816,16817,16818,0,0,0,0,0,0,0,0,0,0
763,,1,2,2,283,0,0,0,0,0,0,0,16821,16822,0,0,0,0,0,0,0,0,0,0,0,0,0
764,,2,2,3,283,0,0,0,0,0,0,0,16819,16820,0,0,0,0,0,0,0,0,0,0,0,0,0
782,,4,2,0,283,0,0,0,0,0,0,0,16836,16839,16840,0,0,0,0,0,0,0,0,0,0,0,0
783,,1,2,0,283,0,0,0,0,0,0,0,16845,16846,16847,0,0,0,0,0,0,0,0,0,0,0,0
784,,2,2,2,283,0,0,0,0,0,0,0,16850,16923,16924,0,0,0,0,0,0,0,0,0,0,0,0
788,,4,3,1,283,0,0,0,0,0,0,0,78674,0,0,0,0,0,0,0,0,5966,0,0,0,0,0
789,,2,2,0,283,0,0,0,0,0,0,0,16880,61345,61346,0,0,0,0,0,0,0,0,0,0,0,0
790,,3,2,2,283,0,0,0,0,0,0,0,16896,16897,16899,0,0,0,0,0,0,0,0,0,0,0,0
792,,4,2,2,283,0,0,0,0,0,0,0,16909,16910,16911,16912,16913,0,0,0,0,0,0,0,0,0,0
793,,6,3,1,283,0,0,0,0,0,0,0,24858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,,5,2,2,281,0,0,0,0,0,0,0,80314,80315,0,0,0,0,0,0,0,0,0,0,0,0,0
795,,0,2,2,281,0,0,0,0,0,0,0,16858,16859,16860,16861,16862,0,0,0,0,0,0,0,0,0,0
796,,0,2,1,281,0,0,0,0,0,0,0,16934,16935,16936,16937,16938,0,0,0,0,0,0,0,0,0,0
797,,4,2,0,281,0,0,0,0,0,0,0,16940,16941,0,0,0,0,0,0,0,0,0,0,0,0,0
799,,1,2,1,281,0,0,0,0,0,0,0,16947,16948,16949,0,0,0,0,0,0,0,0,0,0,0,0
801,,3,2,2,281,0,0,0,0,0,0,0,37116,37117,0,0,0,0,0,0,0,0,0,0,0,0,0
802,,1,2,0,281,0,0,0,0,0,0,0,16966,16968,0,0,0,0,0,0,0,0,0,0,0,0,0
803,,3,2,1,281,0,0,0,0,0,0,0,48532,80552,80553,0,0,0,0,0,0,0,0,0,0,0,0
804,,2,2,2,281,0,0,0,0,0,0,0,49377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,,0,2,0,281,0,0,0,0,0,0,0,16998,16999,0,0,0,0,0,0,0,0,0,0,0,0,0
807,,2,2,0,281,0,0,0,0,0,0,0,17002,24866,0,0,0,0,0,0,0,0,0,0,0,0,0
808,,4,2,1,281,0,0,0,0,0,0,0,17003,17004,17005,17006,24894,0,0,0,0,0,0,0,0,0,0
809,,6,3,1,281,0,0,0,0,0,0,0,17007,0,0,0,0,0,0,0,0,808,0,0,0,0,0
822,,0,2,2,282,0,0,0,0,0,0,0,17056,17058,17059,17060,17061,0,0,0,0,0,0,0,0,0,0
823,,0,2,1,282,0,0,0,0,0,0,0,17063,17065,17066,0,0,0,0,0,0,0,0,0,0,0,0
824,,2,2,0,282,0,0,0,0,0,0,0,17069,17070,17071,17072,17073,0,0,0,0,0,0,0,0,0,0
825,,5,2,1,282,0,0,0,0,0,0,0,17074,17075,17076,17077,17078,0,0,0,0,830,0,0,2,0,0
826,,1,2,2,282,0,0,0,0,0,0,0,16833,16834,16835,0,0,0,0,0,0,0,0,0,0,0,0
827,,2,2,1,282,0,0,0,0,0,0,0,16864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,,5,2,2,282,0,0,0,0,0,0,0,17104,24943,24944,0,0,0,0,0,0,0,0,0,0,0,0
830,,3,2,1,282,0,0,0,0,0,0,0,17111,17112,17113,0,0,0,0,0,0,0,0,0,0,0,0
831,,4,3,0,282,0,0,0,0,0,0,0,17116,0,0,0,0,0,0,0,0,824,0,0,0,0,0
841,,1,2,1,282,0,0,0,0,0,0,0,17118,17119,17120,0,0,0,0,0,0,0,0,0,0,0,0
842,,4,2,2,282,0,0,0,0,0,0,0,17123,17124,0,0,0,0,0,0,0,0,0,0,0,0,0
843,,3,2,2,282,0,0,0,0,0,0,0,24968,24969,24970,24971,24972,0,0,0,0,0,0,0,0,0,0
844,,6,3,1,282,0,0,0,0,0,0,0,18562,0,0,0,0,0,0,0,0,825,0,0,0,0,0
881,,3,2,2,203,0,0,0,0,0,0,0,17322,17323,0,0,0,0,0,0,0,0,0,0,0,0,0
901,,2,1,1,263,0,0,0,0,0,0,0,17364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,,1,2,2,301,0,0,0,0,0,0,0,17778,17779,17780,0,0,0,0,0,0,0,0,0,0,0,0
943,,0,2,2,301,0,0,0,0,0,0,0,17788,17789,17790,17791,17792,0,0,0,0,0,0,0,0,0,0
944,,0,2,1,301,0,0,0,0,0,0,0,17793,17796,17801,17802,17803,0,0,0,0,0,0,0,0,0,0
961,,4,2,1,301,0,0,0,0,0,0,0,17815,17833,17834,0,0,0,0,0,0,0,0,0,0,0,0
963,,2,3,1,301,0,0,0,0,0,0,0,17877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,,3,2,1,301,0,0,0,0,0,0,0,17917,17918,0,0,0,0,0,0,0,0,0,0,0,0,0
965,,3,2,3,301,0,0,0,0,0,0,0,17927,17929,17930,0,0,0,0,0,0,0,0,0,0,0,0
966,,5,2,2,301,0,0,0,0,0,0,0,17954,17955,17956,17957,17958,0,0,0,0,0,0,0,0,0,0
967,,2,2,2,301,0,0,0,0,0,0,0,17959,59738,59739,59740,59741,0,0,0,0,0,0,0,0,0,0
968,,6,3,1,301,0,0,0,0,0,0,0,17962,0,0,0,0,0,0,0,0,961,0,0,2,0,0
981,,4,3,2,301,0,0,0,0,0,0,0,80240,0,0,0,0,0,0,0,0,967,0,0,4,0,0
982,,1,2,0,301,0,0,0,0,0,0,0,18119,18120,0,0,0,0,0,0,0,0,0,0,0,0,0
983,,2,2,0,301,0,0,0,0,0,0,0,18126,18127,0,0,0,0,0,0,0,0,0,0,0,0,0
985,,3,2,0,301,0,0,0,0,0,0,0,18135,18136,0,0,0,0,0,0,0,0,0,0,0,0,0
986,,6,2,3,301,0,0,0,0,0,0,0,18096,18073,63245,0,0,0,0,0,0,0,0,0,0,0,0
1001,,2,2,1,302,0,0,0,0,0,0,0,17783,17784,17785,0,0,0,0,0,0,0,0,0,0,0,0
1002,,3,2,1,302,0,0,0,0,0,0,0,18094,18095,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,,0,2,2,302,0,0,0,0,0,0,0,17810,17811,17812,17813,17814,0,0,0,0,0,0,0,0,0,0
1004,,1,2,3,302,0,0,0,0,0,0,0,17804,17805,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,,0,2,1,302,0,0,0,0,0,0,0,18174,18175,18176,0,0,0,0,0,0,0,0,0,0,0,0
1006,,1,2,0,302,0,0,0,0,0,0,0,18179,18180,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,,1,2,2,302,0,0,0,0,0,0,0,18182,18183,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,,3,2,0,302,0,0,0,0,0,0,0,18218,18219,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,,6,3,2,302,0,0,0,0,0,0,0,18220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,,4,3,1,302,0,0,0,0,0,0,0,63108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,,5,2,1,302,0,0,0,0,0,0,0,18271,18272,18273,18274,18275,0,0,0,0,1041,0,0,0,0,0
1061,,2,3,2,302,0,0,0,0,0,0,0,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,,4,3,2,302,0,0,0,0,0,0,0,18223,0,0,0,0,0,0,0,0,1061,0,0,0,0,0
1101,,1,2,1,302,0,0,0,0,0,0,0,18213,18372,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,,1,0,2,181,0,0,0,0,0,0,0,18427,18428,18429,0,0,0,0,0,0,0,0,0,0,0,0
1123,,5,0,2,183,0,0,0,0,0,0,0,14171,14172,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,,0,2,1,41,0,0,0,0,0,0,0,18459,18460,54734,0,0,0,0,0,0,0,0,0,0,0,0
1142,,3,2,2,81,0,0,0,0,0,0,0,18462,18463,18464,0,0,0,0,0,0,0,0,0,0,0,0
1162,,4,3,2,281,0,0,0,0,0,0,0,61336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,,0,2,2,202,0,0,0,0,0,0,0,18530,18531,18533,18534,18535,0,0,0,0,0,0,0,0,0,0
