ID,RowIndex,ColIndex,LayerIndex,FileDataID,WorldMapOverlayID
11056,0,1,0,441047,392
11057,0,0,0,273181,394
11058,0,0,0,271453,421
11059,1,0,0,271454,421
11060,0,0,0,271444,422
11061,0,1,0,271483,422
11062,1,0,0,438377,422
11063,1,1,0,438378,422
11064,0,0,0,271473,424
11065,0,1,0,271463,424
11066,1,0,0,271467,424
11067,1,1,0,271464,424
11068,0,0,0,271448,425
11069,0,1,0,271456,425
11070,1,0,0,438391,425
11071,1,1,0,438392,425
11072,0,0,0,271449,427
11073,0,0,0,271470,428
11074,0,1,0,271477,428
11075,1,0,0,438379,428
11076,1,1,0,438380,428
11077,0,0,0,271455,429
11078,0,1,0,438382,429
11079,1,0,0,438383,429
11080,1,1,0,438384,429
11081,0,0,0,271471,431
11082,0,1,0,271461,431
11083,1,0,0,271450,431
11084,1,1,0,271451,431
11085,0,0,0,271466,432
11086,0,0,0,271481,433
11087,0,1,0,271460,433
11088,0,2,0,271474,433
11089,0,3,0,271468,433
11090,0,0,0,270553,461
11091,0,1,0,438214,461
11092,0,0,0,270564,462
11093,0,1,0,438223,462
11094,0,0,0,270554,464
11095,0,0,0,270572,465
11096,0,1,0,438218,465
11097,1,0,0,438219,465
11098,1,1,0,438220,465
11099,0,0,0,270560,466
11100,0,1,0,438221,466
11101,0,0,0,270584,468
11102,0,0,0,270569,469
11103,1,0,0,438215,469
11104,0,0,0,270574,470
11105,0,0,0,270559,471
11106,0,0,0,270565,472
11107,0,1,0,438224,472
11108,1,0,0,438225,472
11109,1,1,0,438226,472
11110,0,0,0,270585,473
11111,0,0,0,270573,474
11112,0,1,0,438222,474
11113,0,0,0,440794,513
11114,0,0,0,440805,514
11115,0,0,0,440797,515
11116,0,0,0,440806,516
11117,0,0,0,440800,518
11118,0,0,0,440798,519
11119,0,0,0,440793,520
11120,0,0,0,440812,521
11121,0,0,0,440810,523
11122,1,0,0,440811,523
11123,0,0,0,440807,524
11124,0,0,0,440808,525
11125,0,1,0,440809,525
11126,0,0,0,440799,526
11127,0,0,0,440813,527
11128,0,1,0,440814,527
11129,1,0,0,440815,527
11130,1,1,0,440816,527
11131,2,0,0,440817,527
11132,2,1,0,440818,527
11133,0,0,0,270347,561
11134,1,0,0,438168,561
11135,0,0,0,270351,562
11136,1,0,0,438179,562
11137,0,0,0,270349,563
11138,1,0,0,438167,563
11139,0,0,0,270358,565
11140,0,1,0,438181,565
11141,1,0,0,438182,565
11142,1,1,0,438183,565
11143,0,0,0,270361,566
11144,0,1,0,438170,566
11145,1,0,0,438171,566
11146,1,1,0,438172,566
11147,0,0,0,270346,567
11148,0,0,0,270348,568
11149,0,0,0,270342,569
11150,1,0,0,438166,569
11151,0,0,0,270352,570
11152,1,0,0,438180,570
11153,0,0,0,270353,572
11154,0,1,0,438184,572
11155,0,0,0,270343,573
11156,0,1,0,438175,573
11157,0,0,0,270350,574
11158,0,0,0,270360,575
11159,0,0,0,270336,576
11160,0,1,0,438176,576
11161,1,0,0,438177,576
11162,1,1,0,438178,576
11163,0,0,0,271917,601
11164,1,0,0,440597,601
11165,0,0,0,271927,602
11166,1,0,0,440600,602
11167,0,0,0,271928,604
11168,0,0,0,271937,605
11169,0,0,0,271934,606
11170,0,0,0,271910,607
11171,0,0,0,271929,608
11172,0,0,0,271922,609
11173,0,0,0,271908,610
11174,0,1,0,271935,610
11175,1,0,0,271936,610
11176,1,1,0,271909,610
11177,0,0,0,271933,611
11178,0,0,0,271915,612
11179,0,1,0,271921,612
11180,1,0,0,440601,612
11181,1,1,0,440602,612
11182,0,0,0,271912,613
11183,0,1,0,271920,613
11184,1,0,0,440598,613
11185,1,1,0,440599,613
11186,0,0,0,271938,614
11187,1,0,0,271916,614
11188,0,0,0,273042,621
11189,0,1,0,273065,621
11190,1,0,0,273050,621
11191,1,1,0,273036,621
11192,0,0,0,273043,622
11193,0,1,0,273075,622
11194,1,0,0,273069,622
11195,1,1,0,273061,622
11196,0,0,0,273046,623
11197,0,1,0,273053,623
11198,1,0,0,273071,623
11199,1,1,0,273047,623
11200,0,0,0,273059,624
11201,0,1,0,273066,624
11202,1,0,0,273073,624
11203,1,1,0,273054,624
11204,0,0,0,273072,625
11205,0,1,0,273039,625
11206,1,0,0,273037,625
11207,1,1,0,273063,625
11208,0,0,0,273051,626
11209,0,0,0,273052,627
11210,0,1,0,273062,627
11211,1,0,0,273057,627
11212,1,1,0,273058,627
11213,0,0,0,272781,641
11214,1,0,0,440827,641
11215,0,0,0,272784,643
11216,0,0,0,272801,644
11217,0,0,0,272798,645
11218,0,0,0,272805,646
11219,0,0,0,272795,647
11220,0,1,0,440826,647
11221,0,0,0,272782,648
11222,0,0,0,272792,649
11223,0,0,0,272800,650
11224,0,0,0,272799,651
11225,0,0,0,272789,657
11226,0,0,0,272774,658
11227,0,0,0,272776,659
11228,0,0,0,272788,660
11229,0,1,0,440830,660
11230,0,0,0,271500,661
11231,0,1,0,438407,661
11232,0,0,0,271507,662
11233,0,1,0,271504,662
11234,1,0,0,438410,662
11235,1,1,0,438411,662
11236,0,0,0,271503,666
11237,0,1,0,271509,666
11238,1,0,0,438408,666
11239,1,1,0,438409,666
11240,0,0,0,271494,667
11241,0,0,0,252844,701
11242,0,1,0,252845,701
11243,1,0,0,252846,701
11244,1,1,0,252847,701
11245,0,0,0,270376,741
11246,0,1,0,437333,741
11247,1,0,0,437334,741
11248,1,1,0,437335,741
11249,0,0,0,270380,742
11250,0,0,0,270389,744
11251,0,1,0,437336,744
11252,0,0,0,270386,747
11253,1,0,0,437312,747
11254,0,0,0,270398,749
11255,1,0,0,437328,749
11256,0,0,0,270400,751
11257,0,1,0,437327,751
11258,0,0,0,270402,752
11259,0,0,0,270375,753
11260,0,1,0,437313,753
11261,1,0,0,437314,753
11262,1,1,0,437315,753
11263,0,0,0,270401,754
11264,1,0,0,437321,754
11265,0,0,0,270388,755
11266,0,0,0,270387,756
11267,0,0,0,270390,757
11268,0,0,0,270405,758
11269,0,1,0,437316,758
11270,1,0,0,437317,758
11271,1,1,0,437318,758
11272,0,0,0,271105,762
11273,0,1,0,438324,762
11274,1,0,0,438325,762
11275,1,1,0,438326,762
11276,0,0,0,271108,764
11277,0,1,0,271112,764
11278,1,0,0,271113,764
11279,1,1,0,271109,764
11280,0,0,0,271122,765
11281,0,1,0,438317,765
11282,0,0,0,271125,766
11283,1,0,0,438327,766
11284,0,0,0,271127,767
11285,0,0,0,271106,768
11286,0,1,0,271129,768
11287,1,0,0,438338,768
11288,1,1,0,438339,768
11289,0,0,0,271111,772
11290,0,0,0,271104,773
11291,0,1,0,271124,773
11292,1,0,0,438322,773
11293,1,1,0,438323,773
11294,0,0,0,271114,774
11295,1,0,0,438320,774
11296,0,0,0,271126,775
11297,0,1,0,438336,775
11298,0,0,0,391435,821
11299,0,1,0,438231,821
11300,0,0,0,391432,823
11301,0,1,0,438232,823
11302,0,0,0,391430,824
11303,0,0,0,391425,826
11304,0,0,0,391434,827
11305,0,0,0,391429,828
11306,0,1,0,391428,828
11307,0,0,0,1085238,829
11308,0,0,0,270412,842
11309,1,0,0,438210,842
11310,0,0,0,270432,844
11311,0,1,0,438192,844
11312,0,0,0,270434,845
11313,0,1,0,438211,845
11314,1,0,0,438212,845
11315,1,1,0,438213,845
11316,0,0,0,270414,854
11317,0,0,0,270410,856
11318,0,1,0,438204,856
11319,1,0,0,438205,856
11320,1,1,0,438206,856
11321,0,0,0,270409,857
11322,0,0,0,271660,861
11323,0,1,0,438432,861
11324,0,0,0,271653,862
11325,0,0,0,271673,863
11326,0,1,0,438433,863
11327,1,0,0,438434,863
11328,1,1,0,438435,863
11329,0,0,0,271652,864
11330,0,1,0,438436,864
11331,0,0,0,271665,865
11332,0,1,0,438439,865
11333,0,0,0,271666,866
11334,0,1,0,438430,866
11335,0,0,0,271669,867
11336,0,1,0,438437,867
11337,0,0,0,271664,868
11338,0,1,0,438438,868
11339,0,0,0,271663,869
11340,0,0,0,271659,870
11341,0,1,0,438431,870
11342,0,0,0,271658,871
11343,0,0,0,271657,872
11344,0,0,0,272632,921
11345,0,1,0,272641,921
11346,0,0,0,272624,922
11347,0,0,0,272633,923
11348,0,1,0,272647,923
11349,1,0,0,440774,923
11350,1,1,0,440775,923
11351,0,0,0,272646,924
11352,0,0,0,272630,925
11353,0,1,0,272649,925
11354,1,0,0,272642,925
11355,1,1,0,272636,925
11356,0,0,0,272628,927
11357,0,0,0,272648,928
11358,0,1,0,272634,928
11359,1,0,0,272635,928
11360,1,1,0,272623,928
11361,0,0,0,272650,929
11362,0,0,0,271075,941
11363,0,1,0,271076,941
11364,0,2,0,271080,941
11365,1,0,0,271081,941
11366,1,1,0,440573,941
11367,1,2,0,440574,941
11368,2,0,0,440575,941
11369,2,1,0,440576,941
11370,2,2,0,440577,941
11371,0,0,0,273119,961
11372,0,1,0,273092,961
11373,1,0,0,273112,961
11374,1,1,0,273093,961
11375,0,0,0,273107,962
11376,0,0,0,273108,963
11377,0,1,0,273101,963
11378,0,0,0,273120,965
11379,0,1,0,441020,965
11380,1,0,0,441021,965
11381,1,1,0,441022,965
11382,0,0,0,273113,966
11383,0,0,0,273102,968
11384,0,0,0,273114,969
11385,0,1,0,441017,969
11386,0,0,0,273095,970
11387,0,1,0,273111,970
11388,1,0,0,273100,970
11389,1,1,0,273090,970
11390,0,0,0,273094,971
11391,0,0,0,273121,972
11392,0,0,0,273122,973
11393,0,1,0,273103,973
11394,1,0,0,441023,973
11395,1,1,0,441024,973
11396,0,0,0,271705,984
11397,0,1,0,271686,984
11398,1,0,0,440594,984
11399,1,1,0,440595,984
11400,0,0,0,271700,985
11401,1,0,0,271682,985
11402,0,0,0,271687,986
11403,0,1,0,440587,986
11404,1,0,0,440588,986
11405,1,1,0,440589,986
11406,0,0,0,271699,989
11407,0,0,0,271675,991
11408,0,0,0,271696,993
11409,0,0,0,271680,997
11410,0,0,0,272581,1021
11411,0,1,0,272562,1021
11412,0,0,0,272565,1022
11413,0,1,0,272566,1022
11414,1,0,0,272577,1022
11415,1,1,0,272546,1022
11416,0,0,0,272580,1023
11417,0,1,0,272544,1023
11418,0,0,0,272559,1025
11419,0,1,0,272543,1025
11420,0,2,0,272574,1025
11421,1,0,0,272575,1025
11422,1,1,0,440718,1025
11423,1,2,0,440719,1025
11424,0,0,0,272567,1026
11425,0,1,0,272547,1026
11426,1,0,0,272555,1026
11427,1,1,0,272548,1026
11428,0,0,0,272564,1027
11429,0,1,0,272553,1027
11430,0,2,0,440720,1027
11431,0,0,0,271410,1041
11432,0,1,0,271396,1041
11433,1,0,0,438352,1041
11434,1,1,0,438353,1041
11435,0,0,0,271092,1061
11436,0,1,0,271085,1061
11437,1,0,0,271086,1061
11438,1,1,0,271089,1061
11439,0,0,0,271095,1062
11440,0,1,0,271079,1062
11441,0,2,0,440578,1062
11442,1,0,0,440579,1062
11443,1,1,0,440580,1062
11444,1,2,0,440581,1062
11445,0,0,0,272467,1101
11446,0,1,0,272465,1101
11447,1,0,0,272422,1101
11448,1,1,0,272453,1101
11449,0,0,0,272454,1103
11450,0,1,0,272426,1103
11451,1,0,0,272439,1103
11452,1,1,0,272455,1103
11453,0,0,0,272436,1104
11454,0,1,0,272440,1104
11455,1,0,0,272441,1104
11456,1,1,0,272427,1104
11457,0,0,0,272442,1105
11458,0,1,0,272443,1105
11459,0,0,0,272428,1107
11460,0,1,0,272424,1107
11461,1,0,0,272433,1107
11462,1,1,0,272445,1107
11463,0,0,0,272429,1110
11464,0,1,0,272470,1110
11465,1,0,0,272446,1110
11466,1,1,0,272450,1110
11467,0,0,0,272451,1112
11468,1,0,0,272471,1112
11469,0,0,0,272459,1116
11470,0,1,0,272438,1116
11471,1,0,0,272463,1116
11472,1,1,0,272447,1116
11473,0,0,0,272448,1118
11474,0,1,0,272449,1118
11475,1,0,0,272469,1118
11476,1,1,0,272452,1118
11477,0,0,0,272430,1121
11478,0,1,0,272460,1121
11479,1,0,0,272434,1121
11480,1,1,0,272435,1121
11481,0,0,0,273235,1125
11482,0,0,0,273276,1126
11483,0,1,0,273246,1126
11484,0,0,0,271619,1127
11485,0,1,0,271602,1127
11486,1,0,0,271589,1127
11487,1,1,0,271638,1127
11488,0,0,0,271608,1128
11489,0,0,0,271633,1129
11490,0,0,0,271627,1130
11491,0,0,0,271637,1132
11492,0,0,0,273221,1133
11493,0,1,0,273269,1133
11494,1,0,0,273236,1133
11495,1,1,0,273277,1133
11496,0,0,0,271588,1134
11497,0,0,0,271591,1135
11498,0,0,0,273268,1136
11499,1,0,0,273226,1136
11500,0,0,0,271610,1137
11501,0,0,0,271604,1138
11502,0,0,0,273222,1139
11503,0,0,0,271612,1140
11504,0,0,0,273224,1141
11505,1,0,0,273225,1141
11506,0,0,0,271592,1142
11507,0,0,0,271587,1143
11508,1,0,0,271590,1143
11509,0,0,0,271596,1145
11510,0,0,0,273249,1146
11511,1,0,0,273238,1146
11512,0,0,0,273243,1147
11513,0,1,0,273273,1147
11514,1,0,0,273250,1147
11515,1,1,0,273251,1147
11516,0,0,0,271762,1148
11517,1,0,0,271751,1148
11518,0,0,0,273271,1149
11519,0,0,0,271731,1150
11520,0,1,0,271719,1150
11521,0,0,0,271726,1151
11522,0,1,0,271756,1151
11523,1,0,0,271727,1151
11524,1,1,0,271710,1151
11525,0,0,0,271754,1152
11526,1,0,0,271733,1152
11527,0,0,0,271716,1153
11528,0,0,0,273233,1154
11529,0,0,0,271741,1155
11530,1,0,0,271723,1155
11531,0,0,0,273266,1156
11532,0,0,0,271735,1157
11533,0,1,0,271736,1157
11534,0,0,0,271715,1158
11535,0,1,0,271745,1158
11536,0,0,0,272866,1161
11537,0,0,0,271740,1162
11538,1,0,0,271730,1162
11539,0,0,0,271721,1163
11540,0,1,0,271725,1163
11541,1,0,0,271714,1163
11542,1,1,0,271737,1163
11543,0,0,0,271712,1164
11544,0,1,0,271757,1164
11545,1,0,0,271713,1164
11546,1,1,0,271734,1164
11547,0,0,0,271742,1165
11548,0,1,0,271728,1165
11549,1,0,0,271758,1165
11550,1,1,0,271706,1165
11551,0,0,0,272844,1166
11552,1,0,0,272847,1166
11553,0,0,0,272837,1167
11554,0,0,0,272860,1168
11555,0,1,0,272855,1168
11556,1,0,0,272850,1168
11557,1,1,0,272856,1168
11558,0,0,0,272851,1169
11559,0,1,0,272867,1169
11560,0,0,0,272876,1170
11561,0,1,0,272888,1170
11562,1,0,0,272857,1170
11563,1,1,0,272877,1170
11564,0,0,0,272839,1171
11565,0,0,0,272879,1173
11566,1,0,0,272834,1173
11567,0,0,0,271752,1174
11568,0,0,0,271632,1175
11569,0,1,0,271600,1175
11570,1,0,0,271617,1175
11571,1,1,0,271618,1175
11572,0,0,0,272861,1176
11573,0,1,0,272831,1176
11574,1,0,0,272883,1176
11575,1,1,0,272838,1176
11576,0,0,0,271744,1177
11577,0,0,0,273248,1178
11578,0,1,0,273279,1178
11579,0,0,0,272255,1179
11580,0,0,0,272279,1180
11581,1,0,0,272265,1180
11582,0,0,0,272288,1181
11583,0,0,0,272260,1182
11584,0,0,0,272247,1183
11585,0,0,0,272282,1184
11586,0,0,0,272296,1185
11587,0,1,0,272294,1185
11588,0,0,0,272267,1186
11589,0,1,0,272254,1186
11590,1,0,0,272268,1186
11591,1,1,0,272284,1186
11592,0,0,0,272292,1187
11593,0,0,0,272224,1189
11594,0,1,0,272233,1189
11595,1,0,0,272191,1189
11596,1,1,0,272212,1189
11597,0,0,0,272188,1190
11598,0,0,0,272213,1191
11599,0,0,0,272204,1192
11600,0,0,0,272237,1193
11601,0,0,0,272205,1194
11602,0,1,0,272229,1194
11603,1,0,0,272190,1194
11604,1,1,0,272238,1194
11605,0,0,0,272231,1195
11606,0,0,0,272220,1196
11607,0,0,0,272206,1197
11608,0,0,0,272208,1198
11609,0,0,0,272235,1199
11610,0,0,0,271856,1200
11611,0,1,0,271820,1200
11612,0,0,0,271862,1201
11613,0,1,0,271844,1201
11614,1,0,0,271823,1201
11615,1,1,0,271831,1201
11616,0,0,0,271855,1202
11617,1,0,0,271833,1202
11618,0,0,0,271848,1203
11619,0,0,0,271835,1208
11620,0,0,0,271840,1215
11621,1,0,0,271849,1215
11622,0,0,0,271850,1216
11623,1,0,0,271864,1216
11624,0,0,0,271851,1217
11625,0,1,0,271841,1217
11626,1,0,0,271865,1217
11627,1,1,0,271853,1217
11628,0,0,0,271866,1218
11629,1,0,0,271821,1218
11630,0,0,0,271854,1219
11631,1,0,0,271825,1219
11632,0,0,0,271852,1220
11633,0,0,0,271867,1221
11634,0,1,0,271842,1221
11635,0,0,0,271826,1222
11636,0,1,0,271822,1222
11637,0,0,0,271729,1225
11638,0,1,0,271707,1225
11639,0,0,0,272196,1226
11640,1,0,0,272197,1226
11641,0,0,0,272236,1227
11642,0,0,0,272198,1228
11643,0,0,0,272230,1229
11644,0,0,0,272199,1230
11645,1,0,0,272200,1230
11646,0,0,0,272232,1231
11647,0,0,0,272244,1232
11648,0,0,0,272242,1233
11649,0,0,0,273241,1234
11650,0,0,0,273253,1236
11651,1,0,0,273242,1236
11652,0,0,0,273223,1237
11653,1,0,0,273272,1237
11654,0,0,0,273262,1238
11655,0,0,0,273267,1239
11656,0,0,0,271761,1240
11657,0,0,0,271711,1241
11658,1,0,0,271717,1241
11659,0,0,0,272280,1260
11660,0,0,0,272287,1261
11661,0,0,0,272273,1262
11662,0,0,0,272274,1263
11663,0,0,0,272248,1265
11664,0,0,0,272283,1266
11665,0,0,0,272253,1267
11666,0,0,0,272249,1268
11667,0,0,0,272285,1269
11668,0,0,0,272262,1270
11669,0,0,0,272421,1273
11670,0,0,0,272431,1274
11671,0,0,0,272461,1275
11672,0,0,0,272886,1276
11673,0,0,0,272878,1277
11674,0,0,0,273280,1279
11675,0,0,0,272880,1280
11676,0,0,0,271830,1281
11677,0,0,0,271836,1282
11678,0,0,0,271863,1283
11679,0,1,0,271857,1283
11680,1,0,0,271845,1283
11681,1,1,0,271839,1283
11682,0,0,0,271843,1285
11683,0,0,0,271838,1286
11684,1,0,0,271861,1286
11685,0,0,0,270665,1288
11686,0,0,0,270666,1289
11687,0,0,0,270619,1290
11688,1,0,0,270620,1290
11689,0,0,0,270631,1291
11690,0,0,0,270669,1292
11691,1,0,0,270657,1292
11692,0,0,0,270609,1293
11693,0,0,0,270649,1294
11694,0,0,0,270644,1295
11695,1,0,0,270610,1295
11696,0,0,0,270628,1297
11697,0,1,0,270605,1297
11698,0,0,0,270662,1298
11699,0,1,0,270632,1298
11700,0,0,0,270663,1299
11701,0,0,0,270625,1300
11702,0,0,0,270611,1301
11703,0,0,0,270642,1302
11704,0,0,0,270655,1303
11705,0,0,0,270621,1304
11706,0,1,0,270633,1304
11707,0,0,0,270612,1305
11708,1,0,0,270658,1305
11709,0,0,0,270616,1307
11710,1,0,0,270617,1307
11711,0,0,0,270626,1308
11712,0,0,0,270638,1309
11713,1,0,0,270630,1309
11714,0,0,0,270651,1310
11715,0,0,0,270664,1311
11716,1,0,0,270659,1311
11717,0,0,0,270622,1312
11718,0,0,0,270643,1313
11719,0,0,0,270667,1314
11720,0,0,0,270652,1315
11721,1,0,0,270653,1315
11722,0,0,0,272835,1316
11723,0,0,0,272269,1317
11724,0,0,0,272264,1318
11725,0,0,0,272263,1319
11726,0,0,0,270690,1328
11727,1,0,0,270729,1328
11728,0,0,0,270733,1329
11729,0,0,0,270674,1330
11730,0,1,0,270731,1330
11731,0,0,0,270679,1331
11732,0,0,0,270710,1332
11733,0,0,0,270698,1333
11734,0,0,0,270699,1334
11735,0,0,0,270711,1335
11736,0,1,0,270723,1335
11737,0,0,0,270700,1336
11738,0,0,0,270718,1337
11739,0,0,0,270739,1338
11740,0,0,0,270720,1339
11741,0,0,0,270740,1340
11742,0,0,0,270712,1341
11743,0,0,0,270671,1342
11744,0,0,0,270682,1343
11745,0,0,0,270727,1344
11746,0,0,0,270741,1345
11747,0,0,0,270728,1346
11748,0,0,0,270676,1347
11749,0,0,0,270701,1348
11750,0,0,0,270687,1349
11751,0,0,0,270692,1350
11752,0,1,0,270673,1350
11753,1,0,0,270702,1350
11754,1,1,0,270672,1350
11755,0,0,0,270734,1351
11756,0,0,0,270714,1352
11757,0,0,0,270703,1353
11758,0,0,0,270677,1354
11759,0,0,0,270709,1355
11760,0,0,0,271586,1356
11761,0,0,0,271630,1357
11762,0,0,0,271635,1358
11763,0,0,0,271598,1359
11764,0,0,0,271614,1360
11765,0,0,0,271615,1361
11766,0,0,0,271599,1362
11767,0,0,0,270476,1363
11768,0,0,0,270511,1364
11769,0,1,0,270483,1364
11770,1,0,0,270489,1364
11771,1,1,0,270484,1364
11772,0,0,0,270513,1365
11773,0,0,0,270492,1366
11774,0,0,0,270474,1367
11775,0,0,0,270493,1368
11776,0,0,0,270512,1369
11777,0,0,0,270508,1370
11778,0,0,0,270481,1371
11779,0,0,0,270509,1372
11780,0,0,0,270497,1373
11781,0,0,0,270510,1374
11782,0,0,0,270498,1375
11783,0,0,0,270488,1376
11784,0,0,0,270475,1377
11785,0,1,0,270515,1377
11786,1,0,0,270495,1377
11787,1,1,0,270505,1377
11788,0,0,0,270463,1378
11789,0,0,0,270482,1379
11790,0,0,0,271625,1380
11791,0,0,0,271628,1381
11792,0,0,0,271601,1382
11793,0,0,0,271603,1383
11794,0,0,0,272843,1390
11795,0,0,0,272836,1391
11796,0,0,0,272840,1392
11797,0,0,0,272887,1393
11798,0,0,0,272881,1394
11799,0,0,0,272889,1395
11800,0,0,0,272846,1397
11801,0,0,0,272873,1398
11802,0,0,0,270629,1412
11803,1,0,0,270606,1412
11804,0,0,0,272721,1454
11805,0,1,0,272732,1454
11806,1,0,0,272715,1454
11807,1,1,0,272722,1454
11808,0,0,0,272716,1455
11809,0,1,0,272728,1455
11810,1,0,0,272723,1455
11811,1,1,0,272733,1455
11812,0,0,0,270826,1462
