ID,MapID,UiMapID,Flags,NumPoints,QuestID,ObjectiveIndex,ObjectiveID,PlayerConditionID,NavigationPlayerConditionID
29478,530,95,0,1,9163,-1,0,0,0
29479,530,95,0,1,9163,0,259554,0,0
29480,530,95,0,1,9163,1,259555,0,0
29481,530,95,0,1,9163,2,259556,0,0
29482,530,95,0,1,9164,-1,0,0,0
29483,530,95,0,1,9164,0,259722,0,0
29484,530,95,0,1,9164,1,259723,0,0
29485,530,95,0,1,9164,2,259724,0,0
29488,530,95,1,1,9166,-1,0,0,0
29489,530,95,1,1,9167,-1,0,0,0
29490,530,95,1,1,9167,0,259795,0,0
29493,530,95,1,1,9169,-1,0,0,0
29494,530,95,1,1,9169,0,259852,0,0
29495,530,95,1,8,9169,27,0,0,0
29496,530,95,0,1,9170,-1,0,0,0
29497,530,95,0,1,9170,0,259633,0,0
29498,530,95,0,1,9170,1,259634,0,0
29499,530,95,0,1,9170,2,259635,0,0
29500,530,95,0,1,9170,3,259636,0,0
29501,530,95,1,1,9171,-1,0,0,0
29502,530,95,1,1,9172,-1,0,0,0
29506,530,95,1,1,9174,-1,0,0,0
29507,530,95,1,1,9174,0,259168,0,0
29509,530,95,1,1,9176,-1,0,0,0
29510,530,95,1,1,9176,0,259764,0,0
29511,530,95,1,1,9176,1,259765,0,0
29527,530,95,1,1,9192,-1,0,0,0
29528,530,95,1,9,9192,0,260830,0,0
29529,530,95,1,8,9192,1,260831,0,0
29530,530,95,1,4,9192,2,260832,0,0
29531,530,95,1,5,9192,2,260832,0,0
29532,530,95,0,1,9193,-1,0,0,0
29533,530,95,0,11,9193,0,260453,0,0
29534,530,95,0,4,9193,2,260455,0,0
29540,530,95,0,1,9199,-1,0,0,0
29541,530,95,0,9,9199,0,262251,0,0
29555,530,95,1,1,9214,-1,0,0,0
29556,530,95,1,7,9214,0,261332,0,0
29557,530,95,1,7,9214,1,261333,0,0
29558,530,95,1,8,9214,2,261334,0,0
29559,530,95,1,6,9214,2,261334,0,0
29560,530,95,1,7,9214,3,261335,0,0
29561,530,95,1,7,9214,3,261335,0,0
29562,530,95,1,1,9215,-1,0,0,0
29563,530,95,1,1,9215,0,261147,0,0
29566,530,95,1,1,9218,-1,0,0,0
29568,530,95,1,1,9220,-1,0,0,0
29569,530,95,1,5,9220,0,260683,0,0
29570,530,95,1,4,9220,1,260684,0,0
29571,530,95,1,5,9220,1,260684,0,0
29572,530,95,1,6,9220,1,260684,0,0
29573,530,95,1,5,9220,2,260685,0,0
29574,530,95,1,4,9220,2,260685,0,0
29575,530,95,1,4,9220,2,260685,0,0
29609,530,94,1,1,9252,-1,0,0,0
29610,530,94,1,5,9252,0,260888,0,0
29611,530,94,1,8,9252,1,260889,0,0
29614,530,94,1,1,9255,-1,0,0,0
29645,530,95,1,1,9274,-1,0,0,0
29646,530,95,1,10,9274,0,257680,0,0
29647,530,95,1,10,9274,1,257681,0,0
29648,530,95,0,1,9275,-1,0,0,0
29649,530,95,0,1,9275,0,257899,0,0
29650,530,95,0,1,9275,1,257900,0,0
29651,530,95,0,1,9275,2,257901,0,0
29652,530,95,1,1,9276,-1,0,0,0
29653,530,95,1,7,9276,0,257554,0,0
29654,530,95,1,7,9276,1,257555,0,0
29655,530,95,1,1,9277,-1,0,0,0
29656,530,95,1,8,9277,0,258943,0,0
29657,530,95,1,6,9277,0,258943,0,0
29658,530,95,1,7,9277,1,258944,0,0
29659,530,95,1,7,9277,1,258944,0,0
29661,530,468,0,1,9279,-1,0,0,0
29662,530,468,0,1,9280,-1,0,0,0
29663,530,468,0,10,9280,0,255848,0,0
29672,530,95,1,1,9282,-1,0,0,0
29675,530,468,0,1,9283,-1,0,0,0
29682,530,468,0,1,9293,-1,0,0,0
29683,530,468,0,10,9293,0,260822,0,0
29684,530,468,0,1,9294,-1,0,0,0
29694,530,97,1,1,9303,-1,0,0,0
29696,530,468,0,1,9305,-1,0,0,0
29697,530,468,0,7,9305,0,260704,0,0
29703,530,468,0,1,9309,-1,0,0,0
29705,530,468,0,1,9311,-1,0,0,0
29706,530,468,0,1,9311,0,259081,0,0
29707,530,468,0,1,9312,-1,0,0,0
29708,530,97,1,1,9313,-1,0,0,0
29709,530,97,1,1,9314,-1,0,0,0
29718,530,95,1,1,9327,-1,0,0,0
29720,530,95,1,1,9329,-1,0,0,0
29726,530,100,1,1,9340,-1,0,0,0
29727,530,100,1,10,9340,0,260573,0,0
29728,530,100,1,8,9340,1,260574,0,0
29729,530,100,1,11,9340,1,260574,0,0
29747,530,100,1,1,9349,-1,0,0,0
29749,530,100,1,11,9349,0,260646,0,0
29751,530,100,0,1,9351,-1,0,0,0
29752,530,100,0,4,9351,0,260393,0,0
29755,530,94,0,1,9352,-1,0,0,0
29756,530,94,0,3,9352,0,261039,0,0
29762,530,100,1,1,9356,-1,0,0,0
29763,530,100,1,11,9356,0,261143,0,0
29767,530,94,0,1,9360,-1,0,0,0
29768,530,100,1,1,9361,-1,0,0,0
29771,530,94,1,1,9363,-1,0,0,0
29775,530,100,1,1,9366,-1,0,0,0
29776,530,100,1,7,9366,0,261467,0,0
29781,530,468,0,1,9369,-1,0,0,0
29782,530,468,0,8,9369,0,252939,0,0
29784,530,100,1,1,9370,-1,0,0,0
29785,530,100,3,1,9370,0,256811,0,0
29786,530,468,0,1,9371,-1,0,0,0
29787,530,100,1,1,9372,-1,0,0,0
29788,530,100,1,8,9372,0,260869,0,0
29789,530,100,1,7,9372,0,260869,0,0
29791,530,100,1,1,9374,-1,0,0,0
29792,530,100,1,9,9374,0,260112,0,0
29793,530,100,1,1,9374,27,0,0,0
29804,530,100,1,1,9381,-1,0,0,0
29805,530,100,1,4,9381,0,260378,0,0
29806,530,100,1,7,9381,0,260378,0,0
29807,530,100,1,9,9381,0,260378,0,0
29808,530,100,1,5,9381,0,260378,0,0
29819,530,100,1,1,9387,-1,0,0,0
29820,530,100,1,7,9387,0,260649,0,0
29823,530,100,1,1,9390,-1,0,0,0
29824,530,100,1,1,9391,-1,0,0,0
29825,530,100,1,1,9391,0,260850,0,0
29826,530,100,1,1,9391,1,260851,0,0
29827,530,100,1,1,9391,2,260852,0,0
29832,530,100,1,1,9396,-1,0,0,0
29833,530,100,1,7,9396,0,259395,0,0
29834,530,100,1,1,9397,-1,0,0,0
29835,530,100,1,1,9398,-1,0,0,0
29836,530,100,1,8,9398,0,259305,0,0
29837,530,100,1,11,9398,0,259305,0,0
29838,530,100,1,10,9398,1,259306,0,0
29839,530,100,1,1,9399,-1,0,0,0
29840,530,100,1,7,9399,0,259133,0,0
29841,530,100,1,1,9400,-1,0,0,0
29842,530,100,1,4,9400,0,260771,0,0
29843,530,100,1,1,9401,-1,0,0,0
29849,530,100,1,1,9405,-1,0,0,0
29850,530,100,1,1,9406,-1,0,0,0
29853,530,468,0,1,9409,-1,0,0,0
29854,530,100,1,1,9410,-1,0,0,0
29873,530,100,1,1,9423,-1,0,0,0
29874,530,100,1,1,9424,-1,0,0,0
29875,530,100,1,9,9424,0,259027,0,0
29877,530,100,1,1,9426,-1,0,0,0
29878,530,100,1,7,9426,0,259082,0,0
29879,530,100,1,7,9426,1,259083,0,0
29880,530,100,1,1,9427,-1,0,0,0
29881,530,100,1,1,9427,0,260303,0,0
29884,530,100,1,1,9430,-1,0,0,0
29885,530,100,1,8,9430,0,259324,0,0
29897,1,70,1,1,9437,-1,0,0,0
29898,1,70,1,1,9437,0,259651,0,0
29922,530,97,0,1,9452,-1,0,0,0
29923,530,97,0,1,9453,-1,0,0,0
29924,530,97,0,1,9454,-1,0,0,0
29939,530,97,0,1,9463,-1,0,0,0
29940,530,97,0,11,9463,0,259816,0,0
29941,530,97,0,9,9463,0,259816,0,0
29942,530,97,0,6,9463,0,259816,0,0
29959,530,100,1,1,9472,-1,0,0,0
29960,530,100,1,1,9472,0,260046,0,0
29961,530,97,0,1,9473,-1,0,0,0
29962,530,97,0,6,9473,0,258430,0,0
29963,530,97,0,9,9473,0,258430,0,0
29964,530,97,0,8,9473,0,258430,0,0
29965,530,97,0,4,9473,0,258430,0,0
29966,530,97,0,5,9473,0,258430,0,0
29993,530,100,1,1,9490,-1,0,0,0
29994,530,100,1,1,9490,0,260252,0,0
30011,530,97,0,1,9505,-1,0,0,0
30012,530,97,0,1,9506,-1,0,0,0
30013,530,97,0,1,9506,0,259812,0,0
30014,530,97,0,1,9506,1,259813,0,0
30021,530,97,0,1,9512,-1,0,0,0
30022,530,97,2,6,9512,0,259945,0,0
30023,530,97,2,3,9512,0,259945,0,0
30024,530,97,0,1,9513,-1,0,0,0
30025,530,97,0,6,9513,0,259730,0,0
30026,530,97,0,7,9513,0,259730,0,0
30027,530,97,0,6,9513,1,259731,0,0
30028,530,97,0,7,9513,1,259731,0,0
30029,530,97,0,8,9513,2,259732,0,0
30053,530,97,0,1,9523,-1,0,0,0
30054,530,97,0,8,9523,0,260917,0,0
30061,530,97,0,1,9527,-1,0,0,0
30062,530,97,0,11,9527,0,262323,0,0
30066,530,97,0,1,9530,-1,0,0,0
30067,530,97,0,3,9530,0,261016,0,0
30068,530,97,0,6,9530,1,261017,0,0
30070,530,97,0,1,9531,-1,0,0,0
30081,530,97,0,1,9537,-1,0,0,0
30082,530,97,1,1,9538,-1,0,0,0
30083,530,97,1,1,9539,-1,0,0,0
30084,530,97,1,1,9540,-1,0,0,0
30085,530,97,1,1,9541,-1,0,0,0
30086,530,97,1,1,9542,-1,0,0,0
30087,530,100,1,1,9543,-1,0,0,0
30088,530,97,1,1,9544,-1,0,0,0
30089,530,97,1,9,9544,0,261006,0,0
30090,530,97,1,8,9544,27,0,0,0
30091,530,100,1,1,9545,-1,0,0,0
30109,530,97,1,1,9559,-1,0,0,0
30110,530,97,1,1,9560,-1,0,0,0
30111,530,97,1,11,9560,0,262499,0,0
30113,530,97,1,1,9562,-1,0,0,0
30115,530,97,1,9,9562,0,259876,0,0
30118,530,97,0,1,9565,-1,0,0,0
30119,530,97,0,1,9566,-1,0,0,0
30132,530,97,0,1,9570,-1,0,0,0
30133,530,97,0,1,9570,0,261038,0,0
30134,530,97,0,1,9571,-1,0,0,0
30135,530,97,0,1,9571,0,260979,0,0
30140,530,97,0,1,9573,-1,0,0,0
30141,530,97,0,1,9573,0,261325,0,0
30142,530,97,0,10,9573,1,261326,0,0
30158,530,106,1,1,9578,-1,0,0,0
30159,530,106,1,1,9579,-1,0,0,0
30160,530,106,1,11,9579,0,261767,0,0
30191,530,97,0,1,9602,-1,0,0,0
30209,530,97,0,1,9622,-1,0,0,0
30249,530,106,1,1,9648,-1,0,0,0
30250,530,106,1,5,9648,0,261182,0,0
30251,530,106,1,4,9648,1,261183,0,0
30252,530,106,1,3,9648,1,261183,0,0
30253,530,106,1,1,9649,-1,0,0,0
30254,530,106,0,1,9663,-1,0,0,0
30256,530,97,0,1,9663,0,261366,0,0
30267,530,106,0,1,9666,-1,0,0,0
30276,530,106,1,1,9671,-1,0,0,0
30277,530,106,0,1,9672,-1,0,0,0
30279,530,106,1,1,9674,-1,0,0,0
30280,530,106,1,11,9674,0,259485,0,0
30281,530,106,1,9,9674,0,259485,0,0
30291,530,106,1,1,9682,-1,0,0,0
30292,530,106,1,7,9682,0,262405,0,0
30293,530,106,1,1,9683,-1,0,0,0
30294,530,106,1,1,9683,0,262252,0,0
30300,530,106,1,1,9687,-1,0,0,0
30301,530,106,3,12,9687,0,256518,0,0
30302,530,106,0,1,9687,32,0,0,0
30307,530,106,1,1,9688,-1,0,0,0
30308,530,106,1,6,9688,0,256356,0,0
30309,530,106,1,8,9688,0,256356,0,0
30310,530,106,1,5,9688,0,256356,0,0
30311,530,106,1,8,9688,1,256357,0,0
30312,530,106,1,11,9688,1,256357,0,0
30313,530,106,1,1,9689,-1,0,0,0
30314,530,106,1,1,9689,0,256813,0,0
30318,530,106,1,1,9693,-1,0,0,0
