ID,Type,Asset,Modifier_tree_ID,Start_event,Start_asset,Start_timer,Fail_event,Fail_asset,Flags,Eligibility_world_state_ID,Eligibility_world_state_value
934,43,478,0,0,0,0,0,0,0,0,0
935,43,479,0,0,0,0,0,0,0,0,0
936,43,480,0,0,0,0,0,0,0,0,0
937,43,481,0,0,0,0,0,0,0,0,0
938,43,482,0,0,0,0,0,0,0,0,0
939,43,483,0,0,0,0,0,0,0,0,0
940,43,484,0,0,0,0,0,0,0,0,0
941,43,485,0,0,0,0,0,0,0,0,0
944,43,441,0,0,0,0,0,0,0,0,0
945,43,442,0,0,0,0,0,0,0,0,0
949,43,443,0,0,0,0,0,0,0,0,0
950,43,444,0,0,0,0,0,0,0,0,0
951,43,445,0,0,0,0,0,0,0,0,0
952,43,446,0,0,0,0,0,0,0,0,0
953,43,447,0,0,0,0,0,0,0,0,0
954,43,448,0,0,0,0,0,0,0,0,0
955,43,449,0,0,0,0,0,0,0,0,0
956,43,450,0,0,0,0,0,0,0,0,0
957,43,451,0,0,0,0,0,0,0,0,0
958,43,452,0,0,0,0,0,0,0,0,0
959,43,453,0,0,0,0,0,0,0,0,0
960,43,454,0,0,0,0,0,0,0,0,0
961,43,455,0,0,0,0,0,0,0,0,0
962,43,561,0,0,0,0,0,0,0,0,0
963,43,562,0,0,0,0,0,0,0,0,0
964,43,564,0,0,0,0,0,0,0,0,0
965,43,565,0,0,0,0,0,0,0,0,0
966,43,566,0,0,0,0,0,0,0,0,0
967,43,567,0,0,0,0,0,0,0,0,0
968,43,568,0,0,0,0,0,0,0,0,0
969,43,569,0,0,0,0,0,0,0,0,0
970,43,570,0,0,0,0,0,0,0,0,0
971,43,571,0,0,0,0,0,0,0,0,0
972,43,572,0,0,0,0,0,0,0,0,0
973,43,573,0,0,0,0,0,0,0,0,0
974,43,574,0,0,0,0,0,0,0,0,0
975,43,575,0,0,0,0,0,0,0,0,0
976,43,576,0,0,0,0,0,0,0,0,0
1014,43,581,0,0,0,0,0,0,0,0,0
1015,43,582,0,0,0,0,0,0,0,0,0
1016,43,583,0,0,0,0,0,0,0,0,0
1017,43,584,0,0,0,0,0,0,0,0,0
1018,43,585,0,0,0,0,0,0,0,0,0
1019,43,586,0,0,0,0,0,0,0,0,0
1020,43,587,0,0,0,0,0,0,0,0,0
1021,43,588,0,0,0,0,0,0,0,0,0
1022,43,589,0,0,0,0,0,0,0,0,0
1023,43,590,0,0,0,0,0,0,0,0,0
1024,43,591,0,0,0,0,0,0,0,0,0
1025,43,592,0,0,0,0,0,0,0,0,0
1026,43,593,0,0,0,0,0,0,0,0,0
1027,43,594,0,0,0,0,0,0,0,0,0
1028,43,821,0,0,0,0,0,0,0,0,0
1029,43,822,0,0,0,0,0,0,0,0,0
1030,43,823,0,0,0,0,0,0,0,0,0
1031,43,824,0,0,0,0,0,0,0,0,0
1032,43,825,0,0,0,0,0,0,0,0,0
1033,43,826,0,0,0,0,0,0,0,0,0
1034,43,827,0,0,0,0,0,0,0,0,0
1035,43,828,0,0,0,0,0,0,0,0,0
1036,43,829,0,0,0,0,0,0,0,0,0
1037,43,236,0,0,0,0,0,0,0,0,0
1038,43,235,0,0,0,0,0,0,0,0,0
1039,43,234,0,0,0,0,0,0,0,0,0
1040,43,233,0,0,0,0,0,0,0,0,0
1041,43,232,0,0,0,0,0,0,0,0,0
1042,43,231,0,0,0,0,0,0,0,0,0
1043,43,230,0,0,0,0,0,0,0,0,0
1044,43,229,0,0,0,0,0,0,0,0,0
1045,43,228,0,0,0,0,0,0,0,0,0
1046,43,227,0,0,0,0,0,0,0,0,0
1047,43,226,0,0,0,0,0,0,0,0,0
1048,43,225,0,0,0,0,0,0,0,0,0
1049,43,224,0,0,0,0,0,0,0,0,0
1050,43,223,0,0,0,0,0,0,0,0,0
1051,43,222,0,0,0,0,0,0,0,0,0
1052,43,221,0,0,0,0,0,0,0,0,0
1053,43,301,0,0,0,0,0,0,0,0,0
1054,43,302,0,0,0,0,0,0,0,0,0
1055,43,303,0,0,0,0,0,0,0,0,0
1056,43,304,0,0,0,0,0,0,0,0,0
1057,43,305,0,0,0,0,0,0,0,0,0
1058,43,306,0,0,0,0,0,0,0,0,0
1059,43,307,0,0,0,0,0,0,0,0,0
1060,43,308,0,0,0,0,0,0,0,0,0
1061,43,309,0,0,0,0,0,0,0,0,0
1062,43,310,0,0,0,0,0,0,0,0,0
1063,43,311,0,0,0,0,0,0,0,0,0
1064,43,312,0,0,0,0,0,0,0,0,0
1065,43,313,0,0,0,0,0,0,0,0,0
1066,43,314,0,0,0,0,0,0,0,0,0
1067,43,315,0,0,0,0,0,0,0,0,0
1068,43,961,0,0,0,0,0,0,0,0,0
1069,43,962,0,0,0,0,0,0,0,0,0
1070,43,963,0,0,0,0,0,0,0,0,0
1071,43,964,0,0,0,0,0,0,0,0,0
1072,43,965,0,0,0,0,0,0,0,0,0
1073,43,966,0,0,0,0,0,0,0,0,0
1074,43,967,0,0,0,0,0,0,0,0,0
1075,43,968,0,0,0,0,0,0,0,0,0
1076,43,969,0,0,0,0,0,0,0,0,0
1077,43,970,0,0,0,0,0,0,0,0,0
1078,43,971,0,0,0,0,0,0,0,0,0
1079,43,972,0,0,0,0,0,0,0,0,0
1080,43,973,0,0,0,0,0,0,0,0,0
1081,43,894,0,0,0,0,0,0,0,0,0
1082,43,893,0,0,0,0,0,0,0,0,0
1083,43,892,0,0,0,0,0,0,0,0,0
1084,43,891,0,0,0,0,0,0,0,0,0
1085,43,890,0,0,0,0,0,0,0,0,0
1086,43,889,0,0,0,0,0,0,0,0,0
1087,43,888,0,0,0,0,0,0,0,0,0
1088,43,887,0,0,0,0,0,0,0,0,0
1089,43,886,0,0,0,0,0,0,0,0,0
1090,43,885,0,0,0,0,0,0,0,0,0
1091,43,884,0,0,0,0,0,0,0,0,0
1092,43,883,0,0,0,0,0,0,0,0,0
1093,43,882,0,0,0,0,0,0,0,0,0
1094,43,881,0,0,0,0,0,0,0,0,0
1095,43,880,0,0,0,0,0,0,0,0,0
1096,43,879,0,0,0,0,0,0,0,0,0
1097,43,878,0,0,0,0,0,0,0,0,0
1098,43,877,0,0,0,0,0,0,0,0,0
1099,43,876,0,0,0,0,0,0,0,0,0
1100,43,875,0,0,0,0,0,0,0,0,0
1101,43,874,0,0,0,0,0,0,0,0,0
1102,43,873,0,0,0,0,0,0,0,0,0
1103,43,401,0,0,0,0,0,0,0,0,0
1104,43,402,0,0,0,0,0,0,0,0,0
1105,43,403,0,0,0,0,0,0,0,0,0
1106,43,404,0,0,0,0,0,0,0,0,0
1107,43,405,0,0,0,0,0,0,0,0,0
1108,43,406,0,0,0,0,0,0,0,0,0
1109,43,407,0,0,0,0,0,0,0,0,0
1110,43,408,0,0,0,0,0,0,0,0,0
1111,43,409,0,0,0,0,0,0,0,0,0
1112,43,410,0,0,0,0,0,0,0,0,0
1113,43,411,0,0,0,0,0,0,0,0,0
1114,43,456,0,0,0,0,0,0,0,0,0
1115,43,601,0,0,0,0,0,0,0,0,0
1116,43,602,0,0,0,0,0,0,0,0,0
1117,43,603,0,0,0,0,0,0,0,0,0
1118,43,604,0,0,0,0,0,0,0,0,0
1119,43,605,0,0,0,0,0,0,0,0,0
1120,43,606,0,0,0,0,0,0,0,0,0
1121,43,607,0,0,0,0,0,0,0,0,0
1122,43,608,0,0,0,0,0,0,0,0,0
1123,43,609,0,0,0,0,0,0,0,0,0
1124,43,610,0,0,0,0,0,0,0,0,0
1125,43,611,0,0,0,0,0,0,0,0,0
1126,43,612,0,0,0,0,0,0,0,0,0
1127,43,613,0,0,0,0,0,0,0,0,0
1128,43,614,0,0,0,0,0,0,0,0,0
1129,43,721,0,0,0,0,0,0,0,0,0
1130,43,722,0,0,0,0,0,0,0,0,0
1131,43,723,0,0,0,0,0,0,0,0,0
1132,43,724,0,0,0,0,0,0,0,0,0
1133,43,725,0,0,0,0,0,0,0,0,0
1134,43,726,0,0,0,0,0,0,0,0,0
1135,43,727,0,0,0,0,0,0,0,0,0
1136,43,781,0,0,0,0,0,0,0,0,0
1137,43,782,0,0,0,0,0,0,0,0,0
1138,43,783,0,0,0,0,0,0,0,0,0
1139,43,784,0,0,0,0,0,0,0,0,0
1140,43,785,0,0,0,0,0,0,0,0,0
1141,43,786,0,0,0,0,0,0,0,0,0
1142,43,787,0,0,0,0,0,0,0,0,0
1143,43,788,0,0,0,0,0,0,0,0,0
1144,43,789,0,0,0,0,0,0,0,0,0
1145,43,901,0,0,0,0,0,0,0,0,0
1146,43,125,0,0,0,0,0,0,0,0,0
1147,43,122,0,0,0,0,0,0,0,0,0
1148,43,124,0,0,0,0,0,0,0,0,0
1149,43,121,0,0,0,0,0,0,0,0,0
1150,43,123,0,0,0,0,0,0,0,0,0
1151,43,126,0,0,0,0,0,0,0,0,0
1152,43,127,0,0,0,0,0,0,0,0,0
1153,43,128,0,0,0,0,0,0,0,0,0
1154,43,129,0,0,0,0,0,0,0,0,0
1155,43,130,0,0,0,0,0,0,0,0,0
1156,43,131,0,0,0,0,0,0,0,0,0
1157,43,132,0,0,0,0,0,0,0,0,0
1158,43,941,0,0,0,0,0,0,0,0,0
1159,43,1061,0,0,0,0,0,0,0,0,0
1160,43,1062,0,0,0,0,0,0,0,0,0
1161,43,421,0,0,0,0,0,0,0,0,0
1162,43,422,0,0,0,0,0,0,0,0,0
1163,43,423,0,0,0,0,0,0,0,0,0
1164,43,424,0,0,0,0,0,0,0,0,0
1165,43,425,0,0,0,0,0,0,0,0,0
1166,43,426,0,0,0,0,0,0,0,0,0
1167,43,427,0,0,0,0,0,0,0,0,0
1168,43,428,0,0,0,0,0,0,0,0,0
1169,43,429,0,0,0,0,0,0,0,0,0
1170,43,430,0,0,0,0,0,0,0,0,0
1171,43,431,0,0,0,0,0,0,0,0,0
1172,43,432,0,0,0,0,0,0,0,0,0
1173,43,433,0,0,0,0,0,0,0,0,0
1174,43,316,0,0,0,0,0,0,0,0,0
1175,43,317,0,0,0,0,0,0,0,0,0
1176,43,318,0,0,0,0,0,0,0,0,0
1177,43,319,0,0,0,0,0,0,0,0,0
1178,43,320,0,0,0,0,0,0,0,0,0
1179,43,321,0,0,0,0,0,0,0,0,0
1180,43,322,0,0,0,0,0,0,0,0,0
1181,43,323,0,0,0,0,0,0,0,0,0
1182,43,324,0,0,0,0,0,0,0,0,0
1183,43,325,0,0,0,0,0,0,0,0,0
1184,43,326,0,0,0,0,0,0,0,0,0
1185,43,364,0,0,0,0,0,0,0,0,0
1186,43,361,0,0,0,0,0,0,0,0,0
1187,43,362,0,0,0,0,0,0,0,0,0
1188,43,363,0,0,0,0,0,0,0,0,0
1189,43,365,0,0,0,0,0,0,0,0,0
1190,43,366,0,0,0,0,0,0,0,0,0
1191,43,367,0,0,0,0,0,0,0,0,0
1192,43,368,0,0,0,0,0,0,0,0,0
1193,43,369,0,0,0,0,0,0,0,0,0
1194,43,370,0,0,0,0,0,0,0,0,0
1195,43,371,0,0,0,0,0,0,0,0,0
1196,43,503,0,0,0,0,0,0,0,0,0
1197,43,524,0,0,0,0,0,0,0,0,0
1198,43,515,0,0,0,0,0,0,0,0,0
1199,43,525,0,0,0,0,0,0,0,0,0
1200,43,526,0,0,0,0,0,0,0,0,0
1201,43,502,0,0,0,0,0,0,0,0,0
1202,43,504,0,0,0,0,0,0,0,0,0
1203,43,505,0,0,0,0,0,0,0,0,0
1204,43,506,0,0,0,0,0,0,0,0,0
1205,43,507,0,0,0,0,0,0,0,0,0
1206,43,508,0,0,0,0,0,0,0,0,0
1207,43,509,0,0,0,0,0,0,0,0,0
1208,43,510,0,0,0,0,0,0,0,0,0
1209,43,511,0,0,0,0,0,0,0,0,0
1210,43,512,0,0,0,0,0,0,0,0,0
1211,43,513,0,0,0,0,0,0,0,0,0
1212,43,514,0,0,0,0,0,0,0,0,0
1213,43,516,0,0,0,0,0,0,0,0,0
1214,43,517,0,0,0,0,0,0,0,0,0
1215,43,518,0,0,0,0,0,0,0,0,0
1216,43,519,0,0,0,0,0,0,0,0,0
1217,43,520,0,0,0,0,0,0,0,0,0
1218,43,521,0,0,0,0,0,0,0,0,0
1219,43,522,0,0,0,0,0,0,0,0,0
1220,43,523,0,0,0,0,0,0,0,0,0
1221,43,501,0,0,0,0,0,0,0,0,0
1222,43,527,0,0,0,0,0,0,0,0,0
1223,43,541,0,0,0,0,0,0,0,0,0
1224,43,542,0,0,0,0,0,0,0,0,0
1225,43,543,0,0,0,0,0,0,0,0,0
1226,43,544,0,0,0,0,0,0,0,0,0
1227,43,545,0,0,0,0,0,0,0,0,0
1228,43,546,0,0,0,0,0,0,0,0,0
1229,43,547,0,0,0,0,0,0,0,0,0
1230,43,548,0,0,0,0,0,0,0,0,0
1231,43,549,0,0,0,0,0,0,0,0,0
1232,43,550,0,0,0,0,0,0,0,0,0
1233,43,551,0,0,0,0,0,0,0,0,0
1248,43,288,0,0,0,0,0,0,0,0,0
1249,43,284,0,0,0,0,0,0,0,0,0
1250,43,282,0,0,0,0,0,0,0,0,0
1251,43,281,0,0,0,0,0,0,0,0,0
1252,43,283,0,0,0,0,0,0,0,0,0
1253,43,285,0,0,0,0,0,0,0,0,0
1254,43,286,0,0,0,0,0,0,0,0,0
1255,43,287,0,0,0,0,0,0,0,0,0
1256,43,289,0,0,0,0,0,0,0,0,0
1257,43,290,0,0,0,0,0,0,0,0,0
1258,43,291,0,0,0,0,0,0,0,0,0
1259,43,292,0,0,0,0,0,0,0,0,0
1260,43,293,0,0,0,0,0,0,0,0,0
1261,43,294,0,0,0,0,0,0,0,0,0
1262,43,381,0,0,0,0,0,0,0,0,0
1263,43,382,0,0,0,0,0,0,0,0,0
1264,43,383,0,0,0,0,0,0,0,0,0
1265,43,384,0,0,0,0,0,0,0,0,0
1266,43,385,0,0,0,0,0,0,0,0,0
1267,43,386,0,0,0,0,0,0,0,0,0
1268,43,387,0,0,0,0,0,0,0,0,0
1269,43,388,0,0,0,0,0,0,0,0,0
1270,43,389,0,0,0,0,0,0,0,0,0
1271,43,390,0,0,0,0,0,0,0,0,0
1272,43,391,0,0,0,0,0,0,0,0,0
1273,43,392,0,0,0,0,0,0,0,0,0
1274,43,393,0,0,0,0,0,0,0,0,0
1275,43,394,0,0,0,0,0,0,0,0,0
1276,43,395,0,0,0,0,0,0,0,0,0
1299,43,91,0,0,0,0,0,0,0,0,0
1300,43,84,0,0,0,0,0,0,0,0,0
1301,43,86,0,0,0,0,0,0,0,0,0
1302,43,87,0,0,0,0,0,0,0,0,0
1303,43,88,0,0,0,0,0,0,0,0,0
1304,43,89,0,0,0,0,0,0,0,0,0
1305,43,92,0,0,0,0,0,0,0,0,0
1306,43,93,0,0,0,0,0,0,0,0,0
1307,43,94,0,0,0,0,0,0,0,0,0
1308,43,85,0,0,0,0,0,0,0,0,0
1309,43,90,0,0,0,0,0,0,0,0,0
1314,43,345,0,0,0,0,0,0,0,0,0
1315,43,341,0,0,0,0,0,0,0,0,0
1316,43,342,0,0,0,0,0,0,0,0,0
1317,43,343,0,0,0,0,0,0,0,0,0
1318,43,344,0,0,0,0,0,0,0,0,0
1319,43,346,0,0,0,0,0,0,0,0,0
1320,43,347,0,0,0,0,0,0,0,0,0
1321,43,348,0,0,0,0,0,0,0,0,0
1322,43,349,0,0,0,0,0,0,0,0,0
1323,43,741,0,0,0,0,0,0,0,0,0
1324,43,742,0,0,0,0,0,0,0,0,0
1325,43,743,0,0,0,0,0,0,0,0,0
1326,43,744,0,0,0,0,0,0,0,0,0
1327,43,745,0,0,0,0,0,0,0,0,0
1328,43,746,0,0,0,0,0,0,0,0,0
1329,43,747,0,0,0,0,0,0,0,0,0
1330,43,748,0,0,0,0,0,0,0,0,0
1331,43,749,0,0,0,0,0,0,0,0,0
1332,43,750,0,0,0,0,0,0,0,0,0
1333,43,751,0,0,0,0,0,0,0,0,0
1334,43,752,0,0,0,0,0,0,0,0,0
1335,43,753,0,0,0,0,0,0,0,0,0
1336,43,754,0,0,0,0,0,0,0,0,0
1337,43,755,0,0,0,0,0,0,0,0,0
1338,43,756,0,0,0,0,0,0,0,0,0
1339,43,757,0,0,0,0,0,0,0,0,0
1340,43,758,0,0,0,0,0,0,0,0,0
1341,43,687,0,0,0,0,0,0,0,0,0
1342,43,686,0,0,0,0,0,0,0,0,0
1343,43,685,0,0,0,0,0,0,0,0,0
1344,43,684,0,0,0,0,0,0,0,0,0
1345,43,683,0,0,0,0,0,0,0,0,0
1346,43,682,0,0,0,0,0,0,0,0,0
1347,43,681,0,0,0,0,0,0,0,0,0
1348,43,688,0,0,0,0,0,0,0,0,0
1349,43,689,0,0,0,0,0,0,0,0,0
1350,43,931,0,0,0,0,0,0,0,0,0
1351,43,930,0,0,0,0,0,0,0,0,0
1352,43,929,0,0,0,0,0,0,0,0,0
1353,43,928,0,0,0,0,0,0,0,0,0
1354,43,927,0,0,0,0,0,0,0,0,0
1355,43,926,0,0,0,0,0,0,0,0,0
1356,43,925,0,0,0,0,0,0,0,0,0
1357,43,924,0,0,0,0,0,0,0,0,0
1358,43,923,0,0,0,0,0,0,0,0,0
1359,43,922,0,0,0,0,0,0,0,0,0
1360,43,921,0,0,0,0,0,0,0,0,0
1361,43,661,0,0,0,0,0,0,0,0,0
1362,43,662,0,0,0,0,0,0,0,0,0
1363,43,663,0,0,0,0,0,0,0,0,0
1364,43,664,0,0,0,0,0,0,0,0,0
1365,43,775,0,0,0,0,0,0,0,0,0
1366,43,774,0,0,0,0,0,0,0,0,0
1367,43,773,0,0,0,0,0,0,0,0,0
1368,43,772,0,0,0,0,0,0,0,0,0
1369,43,981,0,0,0,0,0,0,0,0,0
1370,43,982,0,0,0,0,0,0,0,0,0
1371,43,983,0,0,0,0,0,0,0,0,0
1372,43,984,0,0,0,0,0,0,0,0,0
1373,43,771,0,0,0,0,0,0,0,0,0
1374,43,770,0,0,0,0,0,0,0,0,0
1375,43,769,0,0,0,0,0,0,0,0,0
1376,43,768,0,0,0,0,0,0,0,0,0
1377,43,767,0,0,0,0,0,0,0,0,0
1378,43,766,0,0,0,0,0,0,0,0,0
1379,43,765,0,0,0,0,0,0,0,0,0
1380,43,764,0,0,0,0,0,0,0,0,0
1381,43,763,0,0,0,0,0,0,0,0,0
1382,43,762,0,0,0,0,0,0,0,0,0
1383,43,761,0,0,0,0,0,0,0,0,0
1384,43,985,0,0,0,0,0,0,0,0,0
1385,43,986,0,0,0,0,0,0,0,0,0
1386,43,987,0,0,0,0,0,0,0,0,0
1387,43,988,0,0,0,0,0,0,0,0,0
1388,43,989,0,0,0,0,0,0,0,0,0
1389,43,990,0,0,0,0,0,0,0,0,0
1390,43,991,0,0,0,0,0,0,0,0,0
1391,43,992,0,0,0,0,0,0,0,0,0
1392,43,993,0,0,0,0,0,0,0,0,0
1393,43,995,0,0,0,0,0,0,0,0,0
1394,43,996,0,0,0,0,0,0,0,0,0
1395,43,997,0,0,0,0,0,0,0,0,0
1396,43,665,0,0,0,0,0,0,0,0,0
1397,43,666,0,0,0,0,0,0,0,0,0
1398,43,667,0,0,0,0,0,0,0,0,0
1401,43,861,0,0,0,0,0,0,0,0,0
1402,43,862,0,0,0,0,0,0,0,0,0
1403,43,863,0,0,0,0,0,0,0,0,0
1404,43,864,0,0,0,0,0,0,0,0,0
1405,43,658,0,0,0,0,0,0,0,0,0
1406,43,659,0,0,0,0,0,0,0,0,0
1407,43,656,0,0,0,0,0,0,0,0,0
1408,43,655,0,0,0,0,0,0,0,0,0
1409,43,841,0,0,0,0,0,0,0,0,0
1410,43,842,0,0,0,0,0,0,0,0,0
1411,43,843,0,0,0,0,0,0,0,0,0
1412,43,844,0,0,0,0,0,0,0,0,0
1413,43,654,0,0,0,0,0,0,0,0,0
1414,43,653,0,0,0,0,0,0,0,0,0
1415,43,652,0,0,0,0,0,0,0,0,0
1416,43,651,0,0,0,0,0,0,0,0,0
1417,43,650,0,0,0,0,0,0,0,0,0
1418,43,649,0,0,0,0,0,0,0,0,0
1419,43,648,0,0,0,0,0,0,0,0,0
1420,43,647,0,0,0,0,0,0,0,0,0
1421,43,646,0,0,0,0,0,0,0,0,0
1422,43,645,0,0,0,0,0,0,0,0,0
1423,43,644,0,0,0,0,0,0,0,0,0
1424,43,643,0,0,0,0,0,0,0,0,0
1425,43,642,0,0,0,0,0,0,0,0,0
1426,43,641,0,0,0,0,0,0,0,0,0
1427,43,660,0,0,0,0,0,0,0,0,0
1428,43,657,0,0,0,0,0,0,0,0,0
1429,43,845,0,0,0,0,0,0,0,0,0
1430,43,846,0,0,0,0,0,0,0,0,0
1431,43,847,0,0,0,0,0,0,0,0,0
1432,43,848,0,0,0,0,0,0,0,0,0
1433,43,849,0,0,0,0,0,0,0,0,0
1434,43,850,0,0,0,0,0,0,0,0,0
1435,43,851,0,0,0,0,0,0,0,0,0
1436,43,852,0,0,0,0,0,0,0,0,0
1437,43,853,0,0,0,0,0,0,0,0,0
1438,43,854,0,0,0,0,0,0,0,0,0
1439,43,855,0,0,0,0,0,0,0,0,0
1440,43,856,0,0,0,0,0,0,0,0,0
1441,43,857,0,0,0,0,0,0,0,0,0
1442,43,858,0,0,0,0,0,0,0,0,0
1443,43,859,0,0,0,0,0,0,0,0,0
1444,43,865,0,0,0,0,0,0,0,0,0
1445,43,866,0,0,0,0,0,0,0,0,0
1446,43,867,0,0,0,0,0,0,0,0,0
1447,43,868,0,0,0,0,0,0,0,0,0
1448,43,869,0,0,0,0,0,0,0,0,0
1449,43,870,0,0,0,0,0,0,0,0,0
1450,43,871,0,0,0,0,0,0,0,0,0
1451,43,872,0,0,0,0,0,0,0,0,0
1453,43,621,0,0,0,0,0,0,0,0,0
1454,43,622,0,0,0,0,0,0,0,0,0
1455,43,623,0,0,0,0,0,0,0,0,0
1456,43,624,0,0,0,0,0,0,0,0,0
1457,43,625,0,0,0,0,0,0,0,0,0
1458,43,626,0,0,0,0,0,0,0,0,0
1459,43,627,0,0,0,0,0,0,0,0,0
1460,43,1021,0,0,0,0,0,0,0,0,0
1462,43,1023,0,0,0,0,0,0,0,0,0
1463,43,1024,0,0,0,0,0,0,0,0,0
1464,43,701,0,0,0,0,0,0,0,0,0
1468,43,1025,0,0,0,0,0,0,0,0,0
1469,43,1026,0,0,0,0,0,0,0,0,0
1470,43,1027,0,0,0,0,0,0,0,0,0
1472,43,1417,0,0,0,0,0,0,0,0,0
1473,43,1001,0,0,0,0,0,0,0,0,0
1474,43,1002,0,0,0,0,0,0,0,0,0
1475,43,1003,0,0,0,0,0,0,0,0,0
1476,43,1004,0,0,0,0,0,0,0,0,0
1477,43,1005,0,0,0,0,0,0,0,0,0
1478,43,1010,0,0,0,0,0,0,0,0,0
1479,43,1006,0,0,0,0,0,0,0,0,0
1480,43,1007,0,0,0,0,0,0,0,0,0
1481,43,1008,0,0,0,0,0,0,0,0,0
1482,43,1009,0,0,0,0,0,0,0,0,0
1483,43,1011,0,0,0,0,0,0,0,0,0
1484,43,1012,0,0,0,0,0,0,0,0,0
1485,43,1013,0,0,0,0,0,0,0,0,0
2044,43,563,0,0,0,0,0,0,0,0,0
3262,0,639,0,0,0,0,0,0,0,0,0
3263,0,4275,0,0,0,0,0,0,0,0,0
3264,0,3976,0,0,0,0,0,0,0,0,0
3265,0,7267,0,0,0,0,0,0,0,0,0
3266,0,9019,0,0,0,0,0,0,0,0,0
3268,0,10363,0,0,0,0,0,0,0,0,0
3271,0,10184,0,0,0,0,0,0,0,0,0
3273,0,11583,0,0,0,0,0,0,0,0,0
3274,0,15727,0,0,0,0,0,0,0,0,0
3275,0,14834,0,0,0,0,0,0,0,0,0
4265,27,8791,0,0,0,0,0,0,0,0,0
4266,27,7495,0,0,0,0,0,0,0,0,0
4267,27,7490,0,0,0,0,0,0,0,0,0
4268,27,7635,0,0,0,0,0,0,0,0,0
4270,27,7509,0,0,0,0,0,0,0,0,0
4271,36,17966,0,0,0,0,0,0,0,0,0
4272,36,17067,0,0,0,0,0,0,0,0,0
4282,36,17068,0,0,0,0,0,0,0,0,0
4283,36,17075,0,0,0,0,0,0,0,0,0
4284,36,18813,0,0,0,0,0,0,0,0,0
4285,36,17078,0,0,0,0,0,0,0,0,0
4286,36,18205,0,0,0,0,0,0,0,0,0
4287,36,17064,0,0,0,0,0,0,0,0,0
4447,27,7781,0,0,0,0,0,0,0,0,0
4448,27,7783,0,0,0,0,0,0,0,0,0
4449,27,8730,0,0,0,0,0,0,0,0,0
4450,27,8656,0,0,0,0,0,0,0,0,0
4451,27,8638,0,0,0,0,0,0,0,0,0
