ID,PlayerConditionID,Field_10_0_0_45141_000,CreatureDifficultyID
90029,0,0,2955
90030,0,0,2956
90031,0,3,2956
90032,0,0,3471
90033,0,2,3471
90034,0,0,3472
90035,0,3,3472
90036,0,0,3218
90037,0,2,3218
90040,0,0,5299
90041,0,3,5299
90042,0,0,2906
90043,0,2,2906
90044,0,0,2907
90045,0,2,2907
90046,0,0,2923
90047,0,3,2923
90048,0,0,2924
90049,0,3,2924
90050,0,0,3711
90051,0,2,3711
90052,0,0,2603
90053,0,2,2603
90054,0,0,2604
90055,0,2,2604
90056,0,0,1781
90057,0,0,1782
90058,0,3,1782
90059,0,0,1783
90060,0,2,1783
90061,0,0,1784
90062,0,2,1784
90063,0,0,2103
90064,0,2,2103
90065,0,0,2108
90066,0,2,2108
90067,0,0,2112
90068,0,2,2112
90069,0,0,3640
90070,0,2,3640
90071,0,0,730
90072,0,3,730
90073,0,0,731
90074,0,3,731
90075,0,0,732
90076,0,2,732
90077,0,0,679
90078,0,2,679
90079,0,0,680
90080,0,2,680
90081,0,0,681
90082,0,3,681
90083,0,0,698
90084,0,3,698
90085,0,0,699
90086,0,2,699
90087,0,0,700
90088,0,3,700
90089,0,0,702
90090,0,2,702
90091,0,3,721
90092,0,0,723
90093,0,2,723
90094,0,0,667
90095,0,2,667
90096,0,0,765
90097,0,0,766
90098,0,0,768
90099,0,3,768
90100,0,0,499
90101,0,2,499
90102,0,0,502
90103,0,2,502
90104,0,0,505
90105,0,0,393
90106,0,3,393
90107,0,0,946
90108,0,2,946
90109,0,0,947
90110,0,2,947
90111,0,0,948
90112,0,2,948
90113,0,0,704
90114,0,0,1553
90115,0,3,1553
90116,0,0,1844
90117,0,2,1844
90118,0,0,1848
90119,0,2,1848
90120,0,0,1955
90121,0,0,1425
90122,0,2,1425
90123,0,0,1923
90124,0,3,1923
90125,0,0,1936
90126,0,2,1936
90127,0,0,1939
90128,0,2,1939
90129,0,0,1941
90130,0,2,1941
90131,0,0,1942
90132,0,2,1942
90133,0,0,706
90134,0,2,706
90135,0,0,709
90136,0,2,709
90137,0,0,710
90138,0,2,710
90139,0,0,783
90140,0,2,783
90141,0,0,784
90142,0,2,784
90143,0,0,1052
90144,0,2,1052
90145,0,0,1054
90146,0,2,1054
90147,0,0,1055
90148,0,3,1055
90149,0,0,2562
90150,0,2,2562
90151,0,0,2564
90152,0,2,2564
90153,0,0,3435
90154,0,2,3435
90155,0,0,3437
90156,0,2,3437
90157,0,0,1707
90158,0,2,1707
90159,0,0,1708
90160,0,2,1708
90161,0,0,3641
90162,0,3,3641
90163,0,0,3642
90164,0,3,3642
90165,0,0,3652
90166,0,3,3652
90167,0,0,3654
90168,0,2,3654
90169,0,0,4308
90170,0,0,2925
90171,0,3,2925
90172,0,0,4260
90173,0,0,2605
90174,0,2,2605
90175,0,0,2589
90176,0,2,2589
90177,0,0,2590
90178,0,2,2590
90179,0,0,2152
90180,0,2,2152
90181,0,0,2153
90182,0,2,2153
90183,0,0,1492
90184,0,0,1493
90185,0,0,1494
90186,0,0,994
90187,0,2,994
90188,0,0,834
90189,0,3,834
90190,0,0,842
90191,0,2,842
90192,0,0,1216
90193,0,0,724
90194,0,2,724
90195,0,0,728
90196,0,3,728
90197,0,0,729
90198,0,3,729
90199,0,0,100
90200,0,2,100
90201,0,0,114
90202,0,0,116
90203,0,2,116
90204,0,0,117
90205,0,2,117
90206,0,0,118
90207,0,3,118
90208,0,0,119
90209,0,3,119
90210,0,0,120
90211,0,0,122
90212,0,2,122
90213,0,0,864
90214,0,2,864
90219,0,0,871
90220,0,2,871
90221,0,0,873
90222,0,2,873
90223,0,0,1222
90224,0,2,1222
90225,0,0,1224
90226,0,3,1224
90227,0,0,1225
90228,0,3,1225
90229,0,0,1715
90230,0,2,1715
90231,0,0,1716
90232,0,2,1716
90233,0,0,1717
90234,0,2,1717
90235,0,0,1788
90236,0,2,1788
90237,0,0,1789
90238,0,2,1789
90239,0,0,1768
90240,0,2,1768
90241,0,0,1989
90242,0,0,1947
90243,0,2,1947
90244,0,0,1948
90245,0,2,1948
90246,0,0,1988
90247,0,0,2020
90248,0,2,2020
90249,0,0,2021
90250,0,2,2021
90251,0,0,2030
90252,0,0,2033
90253,0,3,2033
90254,0,0,2034
90255,0,3,2034
90256,0,0,2038
90257,0,2,2038
90258,0,0,1061
90259,0,2,1061
90260,0,0,1062
90261,0,2,1062
90262,0,0,351
90263,0,2,351
90264,0,0,596
90265,0,2,596
90266,0,0,1666
90267,0,2,1666
90268,0,0,1667
90269,0,2,1667
90270,0,0,1482
90271,0,2,1482
90272,0,0,1935
90273,0,2,1935
90276,0,0,1740
90277,0,2,1740
90280,0,0,1653
90281,0,2,1653
90282,0,0,1658
90283,0,2,1658
90284,0,0,3631
90285,0,3,3631
90286,0,0,4627
90287,0,0,3712
90288,0,2,3712
90289,0,0,3220
90290,0,2,3220
90291,0,0,3221
90292,0,2,3221
90293,0,0,3914
90294,0,3,3914
90295,0,0,2977
90296,0,2,2977
90297,0,0,2641
90298,0,2,2641
90299,0,0,1388
90300,0,3,1388
90301,0,0,1526
90302,0,2,1526
90303,0,0,3457
90304,0,2,3457
90305,0,0,3458
90306,0,2,3458
90307,0,0,2673
90308,0,0,2965
90309,0,2,2965
90310,0,0,2966
90311,0,0,2968
90312,0,2,2968
90315,0,0,4362
90316,0,2,4362
90317,0,0,1098
90318,0,2,1098
90319,0,0,761
90320,0,2,761
90321,0,0,762
90322,0,2,762
90323,0,0,763
90324,0,2,763
90325,0,0,861
90326,0,2,861
90327,0,0,862
90328,0,2,862
90329,0,0,863
90330,0,2,863
90331,0,0,79
90332,0,2,79
90335,0,0,875
90336,0,2,875
90339,0,0,877
90340,0,2,877
90341,0,0,218
90342,0,2,218
90343,0,0,471
90344,0,0,472
90345,0,2,472
90346,0,0,473
90347,0,2,473
90348,0,0,474
90349,0,2,474
90350,0,0,475
90351,0,2,475
90352,0,0,478
90353,0,2,478
90354,0,0,480
90355,0,0,531
90356,0,2,531
90357,0,0,1133
90358,0,3,1133
90359,0,0,80
90360,0,2,80
90361,0,0,81
90362,0,2,81
90363,0,0,92
90364,0,0,98
90365,0,2,98
90366,0,0,2039
90367,0,2,2039
90368,0,0,2040
90369,0,0,1258
90370,0,3,1258
90371,0,0,1259
90372,0,2,1259
90373,0,0,1260
90374,0,2,1260
90375,0,3,1262
90376,0,0,1270
90377,0,2,1270
90378,0,0,764
90385,0,0,938
90386,0,2,938
90387,0,0,942
90388,0,2,942
90389,0,0,832
90390,0,0,833
90391,0,3,833
90392,0,0,771
90393,0,2,771
90394,0,0,1689
90395,0,3,1689
90396,0,0,1693
90397,0,3,1693
90398,0,0,2156
90399,0,0,1879
90400,0,2,1879
90401,0,0,1835
90402,0,2,1835
90403,0,0,1836
90404,0,2,1836
90405,0,0,1837
90406,0,2,1837
90407,0,0,1838
90408,0,2,1838
90409,0,0,1840
90410,0,2,1840
90411,0,0,4364
90412,0,2,4364
90413,0,0,3748
90414,0,2,3748
90415,0,0,4686
90416,0,0,4687
90417,0,0,4688
90418,0,3,4688
90419,0,0,4689
90420,0,3,4689
90421,0,0,4691
90422,0,3,4691
90425,0,0,1725
90426,0,2,1725
90427,0,0,1727
90428,0,2,1727
90429,0,0,2894
90430,0,2,2894
90431,0,0,3381
90432,0,2,3381
90433,0,0,4812
90434,0,2,4812
90435,0,0,2926
90436,0,3,2926
90437,0,0,2336
90438,0,2,2336
90439,0,0,2385
90440,0,3,2385
90441,0,0,4343
90442,0,3,4343
90443,0,0,4344
90444,0,3,4344
90445,0,0,4347
90446,0,3,4347
90447,0,0,422
90448,0,2,422
90449,0,0,11276
90450,0,2,11276
90451,0,0,830
90452,0,0,831
90453,0,0,1134
90454,0,3,1134
90455,0,0,1135
90456,0,3,1135
90457,0,0,1137
90458,0,3,1137
90459,0,0,1138
90460,0,3,1138
90461,0,0,48
90462,0,2,48
90463,0,0,61
90464,0,2,61
90465,0,0,62
90466,0,2,62
90467,0,0,65
90468,0,2,65
90469,0,0,423
90470,0,2,423
90471,0,0,424
90472,0,2,424
90473,0,0,426
90474,0,2,426
90475,0,0,428
90476,0,0,430
90477,0,2,430
90478,0,0,544
90479,0,2,544
90480,0,0,515
90481,0,2,515
90482,0,0,335
90483,0,3,335
90484,0,0,232
90485,0,2,232
90486,0,0,513
90487,0,2,513
90490,0,0,1271
90491,0,3,1271
90492,0,0,1169
90493,0,2,1169
90494,0,0,1172
90495,0,2,1172
90496,0,0,1173
90497,0,2,1173
90498,0,0,1174
90499,0,2,1174
90500,0,0,775
90501,0,2,775
90502,0,0,780
90503,0,2,780
90504,0,0,781
90505,0,2,781
90506,0,0,782
90507,0,2,782
90508,0,0,1044
90509,0,3,1044
90510,0,0,1045
90511,0,3,1045
90512,0,0,1753
90513,0,2,1753
90516,0,0,1763
90517,0,2,1763
90518,0,0,1842
90519,0,2,1842
90520,0,0,1197
90521,0,2,1197
90522,0,0,1199
90523,0,3,1199
90524,0,0,1200
90525,0,2,1200
90526,0,0,1201
90527,0,3,1201
90528,0,0,1203
90529,0,2,1203
90530,0,0,2588
90531,0,2,2588
90532,0,0,3670
90533,0,2,3670
90534,0,0,3203
90535,0,2,3203
90536,0,0,3207
90537,0,2,3207
90540,0,0,1729
90541,0,2,1729
90542,0,0,1731
90543,0,2,1731
90544,0,0,1735
90545,0,2,1735
90548,0,0,2090
90549,0,2,2090
90550,0,0,2091
90551,0,2,2091
90552,0,0,4816
90553,0,2,4816
90554,0,0,4694
90555,0,0,4695
90556,0,0,4696
90557,0,3,4696
90558,0,0,5976
90559,0,2,5976
90560,0,0,4846
90561,0,2,4846
90564,0,0,3452
90565,0,2,3452
90566,0,0,2581
90567,0,2,2581
90568,0,0,2584
90569,0,2,2584
90570,0,0,2585
90571,0,2,2585
90572,0,0,2586
90573,0,2,2586
90574,0,0,2587
90575,0,2,2587
90576,0,0,69
90577,0,0,70
90578,0,2,70
90579,0,0,481
90580,0,2,481
90581,0,0,485
90582,0,2,485
90583,0,0,257
90584,0,2,257
90585,0,0,736
90586,0,3,736
90587,0,0,744
90588,0,3,744
90589,0,0,745
90590,0,3,745
90591,0,0,746
90592,0,3,746
90593,0,0,747
90594,0,0,978
90595,0,2,978
90598,0,0,595
90599,0,2,595
90600,0,0,486
90601,0,2,486
90604,0,0,670
90605,0,2,670
90606,0,0,671
90607,0,2,671
90608,0,0,672
90609,0,2,672
90610,0,0,674
90611,0,2,674
90612,0,0,979
90613,0,2,979
90616,0,0,1554
90617,0,3,1554
90618,0,0,1555
90619,0,0,1909
90620,0,2,1909
90621,0,0,1910
90622,0,2,1910
90623,0,0,1911
90624,0,2,1911
90625,0,0,1912
90626,0,2,1912
90627,0,0,1913
90628,0,2,1913
90629,0,0,1046
90630,0,3,1046
90631,0,0,1035
90632,0,2,1035
90633,0,0,1036
90634,0,2,1036
90635,0,0,1037
90636,0,2,1037
90637,0,0,1038
90638,0,2,1038
90639,0,0,314
90640,0,2,314
90641,0,0,1766
90642,0,3,1766
90643,0,0,1767
90644,0,2,1767
90645,0,0,1158
90646,0,2,1158
90647,0,0,1160
90648,0,2,1160
90649,0,0,1161
90650,0,2,1161
90651,0,0,1162
90652,0,2,1162
90653,0,0,1163
90654,0,2,1163
90655,0,0,1164
90656,0,2,1164
90657,0,0,1166
90658,0,2,1166
90659,0,0,1082
90660,0,3,1082
90661,0,0,1083
90662,0,2,1083
90663,0,0,1506
90664,0,2,1506
90665,0,0,1914
90666,0,2,1914
90667,0,0,1917
90668,0,2,1917
90669,0,0,1918
90670,0,2,1918
90671,0,0,2599
90672,0,2,2599
90673,0,0,2600
90674,0,2,2600
90675,0,0,2601
90676,0,2,2601
90677,0,0,4511
90678,0,3,4511
90680,0,0,4264
90681,0,3,2098
90682,0,0,2102
90683,0,2,2102
90684,0,0,1392
90685,0,0,1413
90686,0,2,1413
90687,0,0,1415
90688,0,2,1415
90689,0,0,5226
90690,0,3,5226
90691,0,0,2012
90692,0,2,2012
90693,0,0,2027
90694,0,0,2029
90695,0,0,2958
90696,0,3,2958
90697,0,0,5231
90698,0,2,5231
90699,0,0,5232
90700,0,2,5232
90701,0,0,5234
90702,0,2,5234
90703,0,0,5235
90704,0,2,5235
90705,0,0,4662
90706,0,3,4662
90707,0,0,3721
90708,0,3,3721
90709,0,0,3722
90710,0,3,3722
90711,0,0,3725
90712,0,2,3725
90713,0,0,3727
90714,0,2,3727
90715,0,0,3730
90716,0,2,3730
90717,0,0,4692
90718,0,0,4514
90719,0,3,4514
90720,0,0,4643
90721,0,2,4643
90722,0,0,920
90723,0,3,920
90724,0,0,921
90725,0,2,921
90726,0,0,922
90728,0,2,75
90729,0,0,622
90730,0,2,622
90731,0,0,390
90732,0,3,390
90733,0,0,391
90734,0,2,391
90735,0,0,854
90736,0,3,854
90741,0,0,1047
90742,0,3,1047
90743,0,0,113
90744,0,3,113
90745,0,0,154
90746,0,0,157
90747,0,3,157
90748,0,0,448
90749,0,2,448
90750,0,0,453
90751,0,2,453
90752,0,0,808
90753,0,2,808
90754,0,0,905
90755,0,3,905
90756,0,0,1922
90757,0,3,1922
90758,0,0,1896
90759,0,2,1896
90760,0,3,1896
90761,0,0,1907
90762,0,2,1907
90763,0,0,1979
90764,0,0,1980
90765,0,0,1981
90766,0,2,1981
90767,0,0,315
90768,0,2,315
90769,0,0,215
90770,0,2,215
90771,0,0,217
90772,0,0,1084
90773,0,3,1084
90774,0,0,1544
90775,0,2,1544
90776,0,0,1545
90777,0,2,1545
90778,0,0,1547
90779,0,3,1547
90780,0,0,1548
90781,0,3,1548
90782,0,0,1550
90783,0,3,1550
90784,0,0,1551
90785,0,3,1551
90786,0,0,1552
90787,0,3,1552
90788,0,0,1983
90789,0,0,1984
90790,0,0,1986
90791,0,0,1987
90794,0,0,1332
90795,0,2,1332
90796,0,0,4644
90797,0,2,4644
90798,0,0,1417
90799,0,3,1417
90800,0,0,1358
90801,0,2,1358
90802,0,0,1364
90803,0,2,1364
90804,0,0,2937
90805,0,2,2937
90806,0,0,4951
90807,0,2,4951
90808,0,0,5283
90809,0,3,5283
90810,0,0,7843
90811,0,2,7843
90812,0,0,7846
90813,0,3,7846
90814,0,0,5286
90815,0,3,5286
90816,0,0,3987
90817,0,2,3987
90818,0,0,3990
90819,0,2,3990
90820,0,0,4404
90821,0,2,4404
90822,0,0,3664
90823,0,0,3263
90824,0,2,3263
90825,0,0,3265
90826,0,2,3265
90827,0,0,3998
90828,0,2,3998
90829,0,0,3999
90830,0,2,3999
90831,0,0,1048
90832,0,3,1048
90833,0,0,1049
90834,0,3,1049
90835,0,0,1050
90836,0,3,1050
90837,0,0,1118
90838,0,2,1118
90839,0,0,1119
90840,0,2,1119
90841,0,0,1122
90842,0,2,1122
90843,0,0,1126
90844,0,3,1126
90845,0,0,1127
90846,0,3,1127
90847,0,0,1128
90848,0,3,1128
90849,0,0,1129
90850,0,3,1129
90851,0,0,1130
90852,0,3,1130
90853,0,0,454
90854,0,3,454
90855,0,0,458
90856,0,2,458
90857,0,0,462
90858,0,0,412
90859,0,2,412
90860,0,0,749
90861,0,0,750
90862,0,0,752
90863,0,0,36
90864,0,0,38
90865,0,2,38
90866,0,0,40
90867,0,2,40
90868,0,0,46
90869,0,2,46
90870,0,0,325
90871,0,2,325
90872,0,0,1131
90873,0,3,1131
90874,0,0,1094
90875,0,2,1094
90878,0,0,1001
90879,0,2,1001
90880,0,0,1007
90881,0,2,1007
90882,0,0,1008
90883,0,2,1008
90884,0,0,1009
90885,0,2,1009
90886,0,0,1011
90887,0,2,1011
90888,0,0,1012
90889,0,2,1012
90890,0,0,754
90891,0,2,754
90892,0,0,759
90893,0,2,759
90894,0,0,1527
90895,0,2,1527
90896,0,0,1528
90897,0,2,1528
90898,0,0,1529
90899,0,2,1529
90900,0,0,639
90901,0,2,639
90902,0,0,641
90903,0,2,641
90904,0,0,2556
90905,0,2,2556
90906,0,0,2557
90907,0,2,2557
90908,0,0,2395
90909,0,2,2395
90910,0,0,2398
90911,0,2,2398
90912,0,0,1868
90913,0,2,1868
90914,0,0,1869
90915,0,2,1869
90916,0,0,1334
90917,0,2,1334
90918,0,0,1559
90919,0,3,1559
90920,0,0,1562
90921,0,2,1562
90922,0,0,1418
90923,0,2,1418
90924,0,0,1421
90925,0,2,1421
90926,0,0,949
90927,0,0,3863
90928,0,0,15571
90929,0,0,3991
90930,0,2,3991
90931,0,0,4052
90932,0,2,4052
90933,0,0,4057
90934,0,0,4950
90935,0,3,4950
90936,0,0,3667
90937,0,0,2654
90938,0,2,2654
90939,0,0,4323
90940,0,3,4323
90941,0,0,4324
90942,0,3,4324
90943,0,0,2628
90944,0,2,2628
90945,0,0,9583
90946,0,2,9583
90947,0,0,4328
90948,0,3,4328
90949,0,0,4329
90950,0,3,4329
90951,0,0,4333
90952,0,3,4333
90953,0,0,4334
90954,0,3,4334
90955,0,0,3619
90956,0,3,3619
90957,0,0,4654
90958,0,2,4654
90959,0,0,4655
90960,0,2,4655
90961,0,0,2952
90962,0,2,2952
90963,0,0,819
90964,0,3,819
90965,0,0,822
90966,0,3,822
90967,0,0,923
90968,0,3,923
90969,0,0,760
90970,0,2,760
90971,0,0,327
90972,0,2,327
90973,0,0,624
90974,0,2,624
90975,0,0,625
90976,0,2,625
90977,0,0,686
90978,0,3,686
90979,0,0,688
90980,0,3,688
90981,0,0,689
90982,0,3,689
90983,0,0,691
90984,0,0,694
90985,0,2,694
90986,0,0,696
90987,0,2,696
90988,0,0,511
90989,0,2,511
90990,0,0,1013
90991,0,2,1013
90992,0,0,1014
90993,0,2,1014
90994,0,0,1016
90995,0,3,1016
90996,0,0,1245
90997,0,0,1251
90998,0,2,1251
90999,0,0,103
91000,0,2,103
91001,0,0,431
91002,0,2,431
91003,0,0,432
91004,0,2,432
91005,0,0,434
91006,0,2,434
91007,0,0,435
91008,0,2,435
91009,0,0,436
91010,0,2,436
91011,0,0,437
91012,0,2,437
91013,0,0,814
91014,0,2,814
91015,0,0,815
91016,0,2,815
91017,0,0,583
91018,0,2,583
91019,0,0,545
91020,0,2,545
91021,0,0,547
91022,0,3,547
91023,0,0,564
91024,0,2,564
91025,0,0,565
91026,0,3,565
91027,0,0,569
91028,0,0,2400
91029,0,2,2400
91030,0,0,3275
91031,0,2,3275
91032,0,0,3444
91033,0,0,1870
91034,0,2,1870
91035,0,0,1871
91036,0,2,1871
91037,0,0,1108
91038,0,3,1108
91039,0,0,1109
91040,0,0,1110
91041,0,2,1110
91042,0,0,1112
91043,0,0,1115
91044,0,2,1115
91045,0,0,1116
91046,0,2,1116
91047,0,0,1424
91048,0,2,1424
91049,0,0,2067
91050,0,2,2067
91051,0,0,2068
91052,0,2,2068
91053,0,0,2069
91054,0,3,2069
91055,0,0,2070
91056,0,3,2070
91057,0,0,2071
91058,0,3,2071
91059,0,0,1063
91060,0,3,1063
91062,0,0,1066
91063,0,3,1066
91064,0,0,1067
91065,0,2,1067
91066,0,0,856
91067,0,3,856
91068,0,0,858
91069,0,0,909
91070,0,2,909
91071,0,0,1040
91072,0,0,201
91073,0,2,201
91074,0,0,2953
91075,0,2,2953
91076,0,0,2954
91077,0,0,3454
91078,0,2,3454
91079,0,0,5224
91080,0,3,5224
91081,0,0,3879
91082,0,2,3879
91083,0,0,2646
91084,0,2,2646
91085,0,0,2647
91086,0,2,2647
91087,0,0,2648
91088,0,2,2648
91089,0,0,2649
91090,0,2,2649
91091,0,0,2650
91092,0,2,2650
91093,0,0,5277
91094,0,3,5277
91095,0,0,5278
91096,0,3,5278
91097,0,0,3632
91098,0,3,3632
91099,0,0,3094
91100,0,0,2565
91101,0,0,3470
91102,0,2,3470
91103,0,0,4515
91104,0,2,4515
91105,0,0,4520
91106,0,2,4520
91107,0,0,3455
91108,0,2,3455
91109,0,0,3456
91110,0,2,3456
91111,0,0,4248
91112,0,3,4248
91113,0,0,4036
91114,0,0,2597
91115,0,2,2597
91116,0,0,587
91117,0,2,587
91118,0,0,588
91119,0,2,588
91120,0,0,590
91121,0,2,590
91122,0,0,1017
91123,0,3,1017
91124,0,0,1018
91125,0,3,1018
91126,0,0,1207
91127,0,2,1207
91128,0,0,1210
91129,0,2,1210
91130,0,0,1276
91131,0,2,1276
91132,0,0,1278
91133,0,2,1278
91134,0,0,1283
91135,0,2,1283
91136,0,0,285
91137,0,2,285
91138,0,0,446
91139,0,2,446
91140,0,0,468
91141,0,2,468
91142,0,0,615
91143,0,2,615
91144,0,0,619
91145,0,2,619
91150,0,0,123
91151,0,2,123
91152,0,0,124
91153,0,2,124
91154,0,0,125
91155,0,2,125
91156,0,2,269
91157,0,0,2332
91158,0,2,2332
91159,0,0,2333
91160,0,0,1142
91161,0,2,1142
91162,0,0,1151
91163,0,3,1151
91164,0,0,1152
91165,0,3,1152
91166,0,0,1191
91167,0,3,1191
91168,0,0,1192
91169,0,3,1192
91170,0,0,1196
91171,0,3,1196
91172,0,0,1490
91173,0,2,1490
91176,0,0,1336
91177,0,2,1336
91178,0,0,1024
91179,0,2,1024
91180,0,0,1888
91181,0,2,1888
91182,0,0,1889
91183,0,2,1889
91184,0,0,1890
91185,0,2,1890
91186,0,0,1189
91187,0,3,1189
91188,0,0,206
91189,0,3,206
91190,0,0,210
91191,0,2,210
91192,0,0,646
91193,0,2,646
91194,0,0,1530
91195,0,2,1530
91196,0,0,1531
91197,0,0,1532
91198,0,0,1533
91199,0,0,3992
91200,0,2,3992
91201,0,0,3993
91202,0,2,3993
91203,0,0,4681
91204,0,3,4681
91205,0,0,4682
91206,0,2,4682
91207,0,0,4683
91208,0,2,4683
91209,0,0,3745
91210,0,2,3745
91211,0,0,5236
91212,0,2,5236
91213,0,0,5237
91214,0,2,5237
91215,0,0,3922
91216,0,2,3922
91217,0,0,3924
91218,0,2,3924
91219,0,0,3925
91220,0,2,3925
91221,0,0,3928
91222,0,2,3928
91223,0,0,4298
91224,0,2,4298
91225,0,0,4299
91226,0,2,4299
91227,0,0,4300
91228,0,2,4300
91229,0,0,3877
91230,0,0,2749
91231,0,0,2751
91232,0,0,2752
91233,0,0,2275
91234,0,3,2275
91235,0,0,2754
91236,0,0,2757
91237,0,3,2757
91238,0,0,2759
91239,0,3,2759
91240,0,0,2283
91241,0,2,2283
91242,0,0,2518
91243,0,2,2518
91244,0,0,2120
91245,0,2,2120
91246,0,0,3268
91247,0,2,3268
91248,0,0,3270
91249,0,2,3270
91250,0,0,3273
91251,0,2,3273
91252,0,0,3274
91253,0,2,3274
91254,0,0,2784
91255,0,2,2784
91256,0,0,2544
91257,0,0,440
91258,0,2,440
91259,0,0,441
91260,0,3,441
91261,0,0,442
91262,0,0,445
91263,0,2,445
91264,0,0,199
91265,0,0,626
91266,0,2,626
91267,0,0,628
91268,0,3,628
91269,0,0,634
91270,0,2,634
91271,0,0,636
91272,0,2,636
91273,0,0,638
91274,0,2,638
91275,0,0,286
91276,0,2,286
91277,0,0,299
91278,0,0,300
91279,0,2,300
91280,0,0,507
91281,0,3,507
91282,0,3,385
91283,0,0,879
91284,0,2,879
91285,0,0,880
91286,0,2,880
91287,0,0,889
91288,0,2,889
91289,0,0,891
91290,0,2,891
91291,0,0,533
91292,0,3,533
91293,0,0,534
91294,0,3,534
91295,0,0,1534
91296,0,2,1534
91297,0,0,1536
91298,0,2,1536
91299,0,0,1537
91300,0,2,1537
91301,0,0,1538
91302,0,2,1538
91303,0,0,1539
91304,0,2,1539
91305,0,0,1956
91306,0,0,1957
91307,0,2,1957
91308,0,0,1961
91309,0,3,1961
91310,0,0,4348
91311,0,3,4348
