Cost,Field_12_0_0_63534_001,HousePosition[0],HousePosition[1],HousePosition[2],HouseRotation[0],HouseRotation[1],HouseRotation[2],Field_12_0_0_63534_004[0],Field_12_0_0_63534_004[1],Field_12_0_0_63534_004[2],Field_12_0_0_63534_005[0],Field_12_0_0_63534_005[1],Field_12_0_0_63534_005[2],CornerStonePosition[0],CornerStonePosition[1],CornerStonePosition[2],CornerStoneRotation[0],CornerStoneRotation[1],CornerStoneRotation[2],Field_12_0_0_63724_008[0],Field_12_0_0_63724_008[1],Field_12_0_0_63724_008[2],ID,NeighborhoodMapID,Field_12_0_0_63534_010,Field_12_0_0_63534_011,PlotIndex,WorldState
10000000,,1190.8507,-678.27606,5.9415,0,0,1.7366053,1883.1788,-282.57986,130.34344,0,0,0,1180.1493,-643.67365,5.7065973,0,0,4.8258367,1179.8097,-640.6929,5.585,373,2,0,475079,14,29730
10000000,,2107.5295,-745.5347,141.385,0,0,5.8904862,632.67365,-132.3368,3.6205285,0,0,0,2150.5642,-740.09204,141.66667,0,0,2.6965342,2153.272,-741.3835,142.7517,374,2,0,475071,15,29731
10000000,,1511.1198,-36.552082,78.1115,0,0,0.5061455,416.8889,-121.20834,4.277955,0,0,0,1493.4132,7.5815973,78.328125,0,0,5.6548667,1490.9862,9.345,78.3249,375,2,0,576758,16,29732
10000000,,912.0278,853.3281,4.8,0,0,0.6981325,1368.724,230.90105,44.752373,0,0,0,958.1059,843.5764,4.7881947,0,0,2.234023,959.9529,841.2124,4.7887,376,2,0,567160,17,29733
10000000,,1565.7344,1003.0903,36.61111,0,0,3.0630536,1728.6545,-874.816,116.49094,0,0,0,1531.533,998.0191,36.255207,0,0,6.2482834,1528.5348,998.1238,35.6213,377,2,0,475059,18,29734
10000000,,350.31076,-83.204865,6.4708753,0,0,4.974189,1934.4548,-541.8073,135.93196,0,0,0,380.66495,-107.65799,6.752863,0,0,3.132866,383.6648,-107.6842,6.498,378,2,0,569610,19,29735
10000000,,1833.1007,-504.59027,130.18,0,0,5.7334104,1629.9497,-688.8802,97.84343,0,0,0,1864.5416,-515.5191,130.22917,0,0,2.5307279,1866.999,-517.2398,130.5387,379,2,0,475092,20,29737
10000000,,1691.3507,-203.3698,81.0258,0,0,1.7016964,795.0643,-388.59897,40.509144,0,0,0,1658.4149,-169.7552,81.03299,0,0,4.564037,1658.8584,-166.7882,81.0233,380,2,0,475096,21,29738
10000000,,515.11633,287.18402,99.2,0,0,2.652905,964.8559,-497.98264,37.98585,0,0,0,488.31598,304.342,99.208336,0,0,5.628687,485.597,305.6099,99.2687,381,2,0,475086,22,29739
10000000,,1960.0903,-706.04865,134.035,0,0,2.9583325,1960.0903,-706.04865,133.20108,0,0,0,1925.599,-707.2083,134.03299,0,0,6.0388393,1922.6881,-706.4825,133.9816,382,2,0,475080,23,29740
10000000,,189.7448,666.4358,12.2,0,0,1.7278774,1102.0243,148.51562,33.92869,0,0,0,224.12674,652.3698,12.185764,0,0,3.281219,227.0975,652.7874,11.7489,383,2,0,566793,24,29741
10000000,,1875.2396,678.3299,88.4,0,0,3.4033923,1833.0764,-491.03473,133.24443,0,0,0,1844.2587,664.7674,88.52576,0,0,0.3054328,1841.3975,663.8653,88.3913,384,2,0,475051,25,29742
10000000,,1031.0555,1021.9861,3.027778,0,0,0.9686575,1274.1945,-626.5035,37.310154,0,0,0,1078.1823,1023.2518,3.1475694,0,0,2.443461,1080.4803,1021.3234,3.6968,385,2,0,475063,26,29743
10000000,,1186.8802,493.1875,154.045,0,0,4.5465837,1955.7466,-447.78647,137.59161,0,0,0,1213.3298,462.80902,154.02083,0,0,3.1415927,1166.0948,461.5803,153.9143,386,2,0,475064,27,29724
10000000,,1676.151,950.6059,37.61143,0,0,1.4049908,1384.3073,119.88715,49.97954,0,0,0,1663.2812,915.1875,37.611115,0,0,1.4399011,1662.8896,912.2131,37.5281,387,2,0,475062,28,29744
10000000,,1133.1267,136.78125,34.956596,0,0,0.95993006,1175.2379,-600.1893,37.29941,0,0,0,1165.7274,156.86632,34.956596,0,0,3.9706237,1167.7542,159.0782,34.9572,388,2,0,475104,29,29718
10000000,,934.11456,505.2257,108.68,0,0,4.8869233,1595.3993,-601.1476,97.89118,0,0,0,952.5903,483.57986,108.67014,0,0,2.5307279,955.5142,474.2964,108.5331,389,2,0,475060,30,29747
10000000,,2111.1267,-295.39932,138.32307,0,0,3.0368733,1729.5122,-541.55035,104.13505,0,0,0,2079.962,-272.8559,138.3177,0,0,6.161013,2076.9844,-272.4903,138.3172,390,2,0,475098,31,29746
10000000,,660.8455,393.08508,8.965278,0,0,0.99483824,1771.2274,-953.0833,116.491,0,0,0,669.4583,432.25348,9.001737,0,0,4.2673297,670.7499,434.9612,9.0179,391,2,0,475081,32,29748
10000000,,1153.1406,794.9965,17.622,0,0,3.7611852,1858.2344,-873.92017,121.26685,0,0,0,1129.5192,770.18054,17.621529,0,0,0.6370454,1127.1075,768.3961,17.6097,392,2,0,475053,33,29749
10000000,,1337.4601,-77.62847,73.152,0,0,3.9793508,2101.427,-201.29514,136.80171,0,0,0,1309.7327,-105.36806,73.26387,0,0,1.710425,1310.1501,-108.3389,73.1513,393,2,0,475073,34,29750
10000000,,1789.6493,-993.4948,92.31,0,0,1.0821073,599.2674,-273.64236,4.2802057,0,0,0,1788.5903,-951.066,92.31424,0,0,4.249877,1789.929,-948.3812,92.479,394,2,0,475102,35,29751
10000000,,1768.1997,631.8768,86.23,0,0,0.3577938,875.5243,-467.35764,40.558384,0,0,0,1802.2135,639.21875,85.60069,0,0,4.206244,1803.668,641.8426,84.8968,395,2,0,475066,36,29752
10000000,,266.0104,101.85938,24.526041,0,0,4.7822013,1188.1007,479.7882,122.23957,0,0,0,304.65625,79.84896,24.362848,0,0,2.8885207,307.5607,79.0978,23.3639,396,2,0,569609,37,29753
10000000,,1891.6493,-883.6302,120.47501,0,0,4.022984,1006.4601,920.82117,7.8577795,0,0,0,1846.5,-879.52606,120.71181,0,0,5.637414,1844.1041,-877.7206,120.786,397,2,0,475077,38,29754
10000000,,2253.4097,-903.99304,160.23,0,0,3.5168376,563.42365,549.2014,83.22998,0,0,0,2235.2551,-871.059,160.22743,0,0,5.0614567,2234.229,-868.2399,160.2278,398,2,0,582083,39,29720
10000000,,983.2465,165.41493,31.109999,0,0,0.2617998,1032.368,660.53644,9.114267,0,0,0,1023.8299,164.79167,31.10764,0,0,3.5430186,1026.5914,165.9639,31.0341,399,2,0,475090,40,29757
10000000,,1349.1685,581.26044,42.005207,0,0,1.4137173,1877.4966,682.23267,94.30967,0,0,0,1339.8959,616.3472,42.003475,0,0,4.564036,1340.3394,619.3143,42.0044,400,2,0,475058,41,29756
10000000,,1725.1198,-872.6024,116.8495,0,0,0.1134491,1345.1979,577.53125,42.03786,0,0,0,1757.3854,-865.434,116.75347,0,0,3.289946,1760.3524,-864.9906,116.5586,401,2,0,475100,42,29722
10000000,,606.92883,726.75,113.80001,0,0,5.803219,1560.4375,1002.4427,37.380886,0,0,0,639.86633,692.5156,113.90452,0,0,2.6005416,642.2975,706.8755,113.9177,402,2,0,582085,43,29664
10000000,,1936.0295,-451.77258,137.0995,0,0,3.1415982,1100.0312,965.15106,8.175542,0,0,0,1903.5747,-448.29514,137.00348,0,0,0.0436337,1900.5775,-448.426,136.8943,403,2,0,475068,44,29723
10000000,,1877.9497,-299.80902,130.08,0,0,1.5533445,1676.151,950.6059,37.42536,0,0,0,1883.4618,-337.9045,129.98091,0,0,1.5795257,1883.488,-340.9044,129.6943,404,2,0,475097,45,29758
10000000,,2289.8699,-560.36804,161.62,0,0,3.7699103,1667.9288,1084.5173,45.901985,0,0,0,2269.2761,-586.6858,161.4757,0,0,0.6545024,2266.896,-588.5121,160.8353,405,2,0,475083,46,29759
10000000,NEEDS REVIEW,1392.9791,113.53125,49.71,0,0,3.6215584,861.3733,478.05902,69.01196,0,0,0,1366.408,85.18403,49.730904,0,0,0.5061457,1363.784,83.7296,50.044,406,2,0,475093,47,29760
10000000,,1225.8004,21.975695,104.65,0,0,4.7123885,689.9653,445.48785,7.079722,0,0,0,1215.6442,-9.722222,104.46354,0,0,0.986115,1213.9884,-12.2239,104.168,407,2,0,475088,48,29761
10000000,,401.3455,159.68056,109.82,0,0,1.4748039,1159.8993,787.7691,17.598633,0,0,0,412.01562,194.88542,109.75869,0,0,4.5465827,403.9472,195.3314,109.7337,408,2,0,475087,49,29762
10000000,,1032.8976,660.48267,8.965278,0,0,1.2566376,997.08856,738.8802,9.484071,0,0,0,1032.7848,695.1458,9.00868,0,0,4.4505897,1033.5613,698.0436,9.0572,409,2,0,475052,50,29719
10000000,,599.3403,-132.3368,3.4017646,0,0,0,945.2847,511.00696,69.53767,0,0,0,637.6632,-114.50694,2.9461806,0,0,3.2637658,640.6409,-114.1413,2.6085,410,2,0,475105,51,29769
10000000,,1631.3108,-691.6649,99.7314,0,0,1.884954,617.6285,631.94617,81.65132,0,0,0,1665.5017,-677.5955,99.74306,0,0,3.5255656,1668.2832,-676.4717,99.8794,411,2,0,475099,52,29770
10000000,,1602.7396,-569.16144,99.95,0,0,3.1328654,927.533,819.7344,7.1142664,0,0,0,1640.0226,-567.54865,99.986115,0,0,3.1241393,1643.0221,-567.601,100.0086,412,2,0,475103,53,29771
10000000,,707.7066,826.8542,8.88,0,0,1.5882511,1926.6024,969.8594,93.476715,0,0,0,745.5347,840.3368,8.753472,0,0,3.0543275,748.5233,840.0753,7.9814,413,2,0,582084,54,29772
10000000,,2987.019,-224.60591,113.10264,0,0,5.3930674,2973.079,-245.32292,113.17095,0,0,0,2942.744,-214.26562,113.11285,0,0,5.838126,2939.3438,-212.2554,113.321,417,1,0,527268,0,29778
10000000,,2710.0815,642.7639,49.70486,0,0,1.431173,2706.079,646.42706,47.689034,0,0,0,2674.3176,651.8455,49.225697,0,0,5.270894,2675.425,649.3803,49.535,418,1,0,527310,1,29725
10000000,,2553.0295,169.29861,60.41,0,0,1.4137219,3453.3525,1058.7153,25.20931,0,0,0,2523.3455,171.17882,60.40972,0,0,0.3141594,2516.8928,161.0453,60.2432,419,1,0,527266,2,29736
10000000,,3189.0095,-488.9809,190.5648,0,0,1.6580621,3196.8196,-501.58334,190.80069,0,0,0,3166.5469,-525.7153,190.65105,0,0,0.40142608,3157.215,-526.4368,190.9548,420,1,0,527292,3,29745
10000000,,3497.217,1365.7709,4.2,0,0,6.2831855,3491.6597,1300.3229,17.095697,0,0,0,3495.4878,1400.8021,4.2847223,0,0,4.6425767,3495.697,1403.7948,4.9604,421,1,0,571209,4,29755
10000000,,2636.1875,996.3559,36.880207,0,0,0.7679453,2636.1875,996.3559,37.53331,0,0,0,2615.6294,965.46704,36.890625,0,0,0.5235994,2613.4175,963.4402,36.8871,422,1,0,527286,5,29763
10000000,,2700.4602,-427.24307,121.85001,0,0,0.34034157,2710.4368,-428.74307,122.50931,0,0,0,2662.9531,-427.98785,121.83334,0,0,0.1308999,2663.645,-444.1851,121.0454,423,1,0,527260,6,29765
10000000,,3576.4497,234.59549,102.4,0,0,3.089233,3576.4504,234.59549,102.39552,0,0,0,3581.928,265.00696,102.31598,0,0,4.9392815,3569.2817,268.8878,102.0982,424,1,0,527282,7,29766
10000000,,2333.5798,29.23611,100.1,0,0,5.619959,2329.7432,34.220486,100.20621,0,0,0,2351.6614,-11.604167,100.14235,0,0,2.181663,2358.5857,-3.7607,100.0837,425,1,0,527274,8,29767
10000000,,3524.3003,342.8611,95.74,0,0,0.6894064,3524.3047,342.8611,95.55377,0,0,0,3547.515,322.27084,95.71007,0,0,2.3212886,3550.79,319.628,95.6286,426,1,0,527294,9,29768
10000000,,2427.8108,305.5816,49.67,0,0,1.0559282,2427.0105,5.3090277,100.02946,0,0,0,2450.054,267.4462,50.230904,0,0,2.3561952,2456.3257,284.006,49.6328,427,1,0,527301,10,29726
10000000,This Plot is staged,2913.6128,94.43577,62.789932,0,0,5.0701814,2915.7578,84.885414,63.060425,0,0,0,2937.3186,122.1875,62.77778,0,0,3.1415927,2940.1553,123.1642,62.9803,428,1,0,527302,11,29727
10000000,,3318.9297,1548.4305,7.5500007,0,0,0.47996616,3326.534,1484.481,12.547672,0,0,0,3340.2136,1521.8298,7.5034723,0,0,1.8587799,3341.0657,1518.9534,7.1467,429,1,0,571211,12,29728
10000000,,2842.2449,908.9774,30.58589,0,0,5.4977875,2844.9167,910.2014,28.918165,0,0,0,2821.3098,886.53125,30.583334,0,0,0.07853985,2818.319,886.2959,30.5054,430,1,0,527311,13,29729
10000000,,2762.5703,1066.3698,27.23,0,0,1.3962648,2762.572,1066.3698,24.755539,0,0,0,2728.4653,1070.7223,27.288195,0,0,5.46288,2726.4194,1072.9164,27.5898,431,1,0,527265,14,29730
10000000,,2766.0703,164.05208,66.95,0,0,1.0472012,2771.0461,163.81598,67.38292,0,0,0,2767.04,122.03993,66.89931,0,0,1.1170132,2765.7249,119.3435,66.871,432,1,0,527278,15,29731
10000000,,2997.7205,84.270836,65.6,0,0,1.2740933,3010.6624,66.30035,65.9752,0,0,0,2969.217,98.25521,65.427086,0,0,5.4192486,2966.3406,99.1073,64.98,433,1,0,527272,16,29732
10000000,,2971.8699,-350.03125,121.43999,0,0,0.78540087,2948.9932,-331.46182,118.09907,0,0,0,2938.395,-343.11807,121.43403,0,0,5.5065136,2925.4436,-347.2237,120.3004,434,1,0,527262,17,29733
10000000,,2249.9307,-218.65625,116.25,0,0,1.6667951,2253.0676,-232.05035,117.51184,0,0,0,2287.1008,-228.61111,116.52779,0,0,3.5779252,2284.6401,-217.275,116.247,435,1,0,527277,18,29734
10000000,,3334.8733,1133.4913,13.092014,0,0,6.2831855,3334.8733,1133.4913,19.122274,0,0,0,3325.5608,1102.2483,13.092014,0,0,2.2427526,3327.4285,1099.9005,13.0637,436,1,0,527295,19,29735
10000000,,2431.8994,-301.89758,101.6,0,0,2.9670596,2507.8855,-369.85416,105.62918,0,0,0,2471.4758,-331.33682,101.63715,0,0,2.8972468,2470.1252,-313.8795,101.5918,437,1,0,527306,20,29737
10000000,,2622.3098,-637.9757,138.14,0,0,0.30543303,2609.5,-486.5139,122.46122,0,0,0,2592.77,-613.6649,138.1771,0,0,4.7647486,2592.1462,-610.7305,137.9399,438,1,0,527281,21,29738
10000000,,3039.1902,-561.6233,214.6,0,0,0.7243128,3038.5278,-566.71356,214.28058,0,0,0,3065.125,-579.908,214.34723,0,0,2.4870949,3068.999,-582.7709,214.5051,439,1,0,527314,22,29739
10000000,,3339.0105,-607.7292,209.17,0,0,0.95120525,3339.0088,-607.7292,204.28682,0,0,0,3309.4219,-594.9375,208.5573,0,0,5.166175,3306.9348,-593.2599,207.9628,440,1,0,527290,23,29740
10000000,Free to Take,3835.9836,1166.7552,8.86929,0,0,1.7976928,2856.7605,-263.1962,114.7814,0,0,0,3803.5017,1159.106,8.748264,0,0,0.04363346,3802.9023,1153.3622,8.7812,441,1,0,527303,24,29741
10000000,,3443.7605,1502.4305,8.335,0,0,4.7734756,3432.1025,1436.6649,8.474684,0,0,0,3440.8447,1465.8055,8.315972,0,0,1.2130063,3439.7942,1462.9955,8.0692,442,1,0,571207,25,29742
10000000,,2595.7656,604.1858,47.4983,0,0,5.462881,2599.9758,608.11285,45.134895,0,0,0,2615.264,633.75867,47.73264,0,0,4.9741883,2612.5295,640.8834,47.2089,443,1,0,527264,26,29743
10000000,,3672.77,244.07118,104.25,0,0,0.84648705,3672.7683,244.07118,104.3997,0,0,0,3639.856,259.37152,104.38194,0,0,5.314528,3639.5754,260.0994,104.3643,444,1,0,527261,27,29724
10000000,,3642.9167,1395.1598,34.1,0,0,6.1522837,3628.0676,1325.2153,29.63732,0,0,0,3637.4385,1363.481,33.649307,0,0,1.4835345,3637.177,1360.4924,33.8053,445,1,0,571210,28,29744
10000000,,3529.8264,1187.6459,2.3159723,0,0,0.061086655,3516.4817,1185.6459,16.939798,0,0,0,3493.408,1175.1337,2.3159723,0,0,0.1570797,3490.4448,1174.6643,2.3485,446,1,0,527309,29,29718
10000000,,2662.3604,831.4653,43.75,0,0,1.0210211,2662.3567,831.4653,44.146023,0,0,0,2686.6807,813.0677,43.793404,0,0,3.1415927,2697.582,819.9475,44.1294,447,1,0,527275,30,29747
10000000,,3329.9497,-393.56076,186.41,0,0,1.2130063,3352.4229,-331.1632,182.65503,0,0,0,3368.1372,-403.11285,186.42882,0,0,2.6878076,3366.7144,-401.5177,186.4049,448,1,0,527279,31,29746
10000000,Free to Take,3171.8699,-646.6233,226.35,0,0,4.276058,3284.9792,-376.53473,182.79439,0,0,0,3136.139,-650.2778,226.34203,0,0,5.681047,3131.5793,-650.7773,226.3266,449,1,0,527283,32,29748
10000000,,2510.842,-70.93056,95.25473,0,0,5.3057985,2510.0764,-53.82639,95.45546,0,0,0,2478.6094,-80.552086,95.236115,0,0,0.37524676,2479.9382,-87.5352,95.2116,450,1,0,527285,33,29749
10000000,,3450.2605,771.21704,81.55,0,0,0.93375254,3457.79,761.23956,81.52635,0,0,0,3461.763,728.4983,81.50174,0,0,2.3561952,3470.9348,735.5818,81.4804,451,1,0,527313,34,29750
10000000,,2474.4705,955.80383,34.8,0,0,1.5620705,2605.9124,905.7847,39.17388,0,0,0,2440.566,927.93054,36.171875,0,0,0.51487255,2440.3066,929.1793,35.3895,452,1,0,527291,35,29751
10000000,,2759.7708,1167.5903,25.001736,0,0,5.462881,2763.092,1170.6858,25.820612,0,0,0,2737.625,1142.7101,24.965279,0,0,0.38397312,2734.8435,1141.5863,24.9642,453,1,0,527271,36,29752
10000000,,2485.5105,522.3281,41.2,0,0,5.4105215,2477.7432,514.44617,41.381767,0,0,0,2510.3604,542.6875,41.149307,0,0,3.9968042,2505.1978,554.9092,40.7759,454,1,0,527269,37,29753
10000000,,2568.0295,-299.7604,105.423,0,0,0.078540325,2571.625,-299.33508,105.49223,0,0,0,2570.731,-331.21182,105.46354,0,0,2.260203,2581.0757,-334.2816,106.2156,455,1,0,527308,38,29754
10000000,,3570.98,677.2847,83.383835,0,0,2.9583335,3538.409,646.158,82.64278,0,0,0,3602.2864,642.9583,83.38194,0,0,1.701698,3601.637,640.0294,83.4679,456,1,0,527300,39,29720
10000000,,3554.9297,1468.2604,9.425208,0,0,1.6231592,3558.4358,1398.2483,13.054498,0,0,0,3522.7805,1455.151,9.385417,0,0,5.9602995,3519.9355,1456.1029,9.4271,457,1,0,571208,40,29757
10000000,,2159.6077,-355.83508,98.46474,0,0,5.558875,2157.5452,-327.39236,98.681656,0,0,0,2190.2969,-337.14932,98.519104,0,0,3.132866,2190.6108,-336.1324,98.4821,458,1,0,527297,41,29756
10000000,,3579.25,470.32465,89.58,0,0,1.2740933,3579.2578,470.2986,89.67028,0,0,0,3597.5417,501.83508,89.57118,0,0,4.843289,3589.0215,510.0056,89.3633,459,1,0,527270,42,29722
10000000,,3670.5027,1182.9548,37.6,0,0,4.249875,3669.5876,1187.625,37.6142,0,0,0,3645.6597,1202.9098,37.529514,0,0,5.72468,3643.1155,1204.4995,37.2111,460,1,0,527299,43,29664
10000000,,3686.4722,369.92014,103,0,0,0.24434614,3618.1458,361.4375,96.58792,0,0,0,3647.0618,353.18228,102.72569,0,0,0.46251392,3646.6846,346.1071,102.6371,461,1,0,527293,44,29723
10000000,,3425.5503,655.30554,86.57,0,0,2.1991172,3429.683,654.4601,79.94976,0,0,0,3453.2544,669.9184,86.59202,0,0,3.4906592,3456.0735,670.9445,86.6545,462,1,0,527263,45,29758
10000000,,3198.89,365.13022,74,0,0,4.7734756,3198.89,365.13022,65.789955,0,0,0,3167.9358,364.0139,73.88368,0,0,0.02618432,3164.2666,348.9492,73.8583,463,1,0,527276,46,29759
10000000,,3334.5815,391.18576,72,0,0,4.852018,3333.039,401.8854,69.83257,0,0,0,3315.515,427.78125,71.921875,0,0,4.3807764,3317.8132,429.8803,71.9239,464,1,0,527288,47,29760
10000000,,3032.9705,858.59204,74.67,0,0,0.008728027,3038.486,861.566,74.81486,0,0,0,3047.4011,833.1476,74.677086,0,0,1.631883,3048.703,824.3778,74.6531,465,1,0,527289,48,29761
10000000,,3088.7605,406.67014,74.3,0,0,0.9773884,3092.3542,407.0955,66.33467,0,0,0,3119.019,394.86978,74.26215,0,0,3.0106936,3130.8457,405.7466,74.0092,466,1,0,527267,49,29762
10000000,,3268.7395,1029.9497,22.8,0,0,4.2062445,3268.7378,1029.9479,20.323008,0,0,0,3288.0227,1002.559,22.753473,0,0,2.4696412,3290.3706,1000.6915,22.6543,467,1,0,527280,50,29719
10000000,,3337.9705,529.1059,72.4,0,0,4.5553102,3357.6536,523.8125,71.935356,0,0,0,3348.191,487.52603,72.37674,0,0,1.7715113,3360.6262,483.5812,71.9281,468,1,0,527298,51,29769
10000000,,3391.7795,970.18054,33,0,0,1.9984059,3386.4888,979.74304,29.096802,0,0,0,3365.4114,1004.1684,32.802082,0,0,5.6897736,3362.9243,1005.8459,32.0761,469,1,0,527304,52,29770
10000000,,2972.6597,792.783,74.58,0,0,1.5707983,2970.986,796.3924,74.73241,0,0,0,3003.059,772.6493,74.56424,0,0,3.8659046,3009.3625,794.7646,74.5634,470,1,0,527284,53,29771
10000000,,3157.9001,261.61285,73.45,0,0,4.7734756,3157.632,252.00348,69.26282,0,0,0,3151.5903,297.625,73.42535,0,0,4.7560225,3151.4595,300.6221,73.3356,471,1,0,527305,54,29772
100,Plotty Mc Plotington,-790.0278,-943.0035,0,0,0,0,0,0,0,0,0,0,-967,-700,0.681546,0,0,0,0,0,0,737,4,0,0,0,0
100,Plotty Mc Plotington 2nd,-638.5399,-650.7726,5.4253473E-05,0,0,0,0,0,0,0,0,0,-967,-833,0,0,0,0,0,0,0,738,4,0,0,1,0
100,Plotty Mc Plotington 3rd,-683.4549,-948.38715,0,0,0,0,0,0,0,0,0,0,-833,-700,0,0,0,0,0,0,0,739,4,0,0,2,0
0,Plotty Mc Plotington 4th,-930,-663.3542,0,0,0,0,0,0,0,0,0,0,-833,-833,0,0,0,0,0,0,0,740,4,0,0,3,0
