ID,OrderIndex,ItemID,CurrencyTypesID,MaxDifficultyAdjustment,ReagentEffectPct,Field_12_0_0_64124_006,ModifiedCraftingCategoryID
226,2,192839,0,0,0,0,137
227,0,192840,0,0,0,0,138
228,1,192841,0,0,0,0,138
229,2,192842,0,0,0,0,138
230,0,192843,0,0,0,0,139
231,1,192844,0,0,0,0,139
232,2,192845,0,0,0,0,139
233,0,192846,0,0,0,0,140
234,1,192847,0,0,0,0,140
235,2,192848,0,0,0,0,140
236,0,192849,0,0,0,0,141
237,1,192850,0,0,0,0,141
238,2,192851,0,0,0,0,141
239,0,192852,0,0,0,0,142
240,1,192853,0,0,0,0,142
241,2,192855,0,0,0,0,142
242,0,192856,0,0,0,0,143
243,1,192857,0,0,0,0,143
244,2,192858,0,0,0,0,143
245,0,192859,0,0,0,0,144
246,1,192860,0,0,0,0,144
247,2,192861,0,0,0,0,144
248,0,192862,0,0,0,0,145
249,1,192863,0,0,0,0,145
250,2,192865,0,0,0,0,145
251,0,192866,0,0,0,0,146
252,1,192867,0,0,0,0,146
253,2,192868,0,0,0,0,146
254,0,192869,0,0,0,0,147
255,1,192870,0,0,0,0,147
256,2,192871,0,0,0,0,147
260,0,192876,0,0,0,0,149
261,1,192877,0,0,0,0,149
262,2,192878,0,0,0,0,149
266,0,192883,0,0,0,0,151
267,1,192884,0,0,0,0,151
268,2,192885,0,0,0,0,151
269,0,192894,0,0,60,0,152
270,1,192895,0,0,80,0,152
271,2,192896,0,0,100,0,152
272,0,192897,0,0,60,0,153
273,1,192898,0,0,80,0,153
274,2,192899,0,0,100,0,153
275,0,192834,0,0,0,0,154
276,1,192835,0,0,0,0,154
277,2,192836,0,0,0,0,154
278,0,193029,0,0,0,0,155
279,1,193030,0,0,0,0,155
280,2,193031,0,0,0,0,155
281,0,193208,0,0,0,0,156
282,1,193210,0,0,0,0,156
283,2,193211,0,0,0,0,156
284,0,193213,0,0,0,0,157
285,1,193214,0,0,0,0,157
286,2,193215,0,0,0,0,157
287,0,193216,0,0,0,0,158
288,1,193217,0,0,0,0,158
289,2,193218,0,0,0,0,158
290,0,193222,0,0,0,0,159
291,1,193223,0,0,0,0,159
292,2,193224,0,0,0,0,159
293,0,193236,0,0,0,0,160
294,1,193237,0,0,0,0,160
295,2,193238,0,0,0,0,160
296,0,193248,0,0,0,0,161
297,1,193249,0,0,0,0,161
298,2,193250,0,0,0,0,161
299,0,193232,0,0,0,0,162
300,1,193233,0,0,0,0,162
301,2,193234,0,0,0,0,162
302,0,193239,0,0,0,0,163
303,1,193240,0,0,0,0,163
304,2,193241,0,0,0,0,163
323,0,193242,0,0,0,0,170
324,1,193243,0,0,0,0,170
325,2,193244,0,0,0,0,170
326,0,193245,0,0,0,0,171
327,1,193246,0,0,0,0,171
328,2,193247,0,0,0,0,171
329,0,193229,0,0,0,0,172
330,1,193230,0,0,0,0,172
331,2,193231,0,0,0,0,172
332,0,193226,0,0,0,0,173
333,1,193227,0,0,0,0,173
334,2,193228,0,0,0,0,173
338,0,193368,0,0,0,0,175
339,1,193369,0,0,0,0,175
340,2,193370,0,0,0,0,175
341,0,192887,0,0,0,0,176
342,1,193378,0,0,0,0,176
343,2,193379,0,0,0,0,176
673,0,193950,0,0,60,0,364
674,0,193938,0,0,0,0,376
675,0,193956,0,0,60,0,366
676,0,193932,0,0,0,0,379
677,0,193944,0,35,0,0,372
678,0,193941,0,35,0,0,374
679,0,193935,0,0,0,0,377
680,0,193962,0,0,60,0,368
681,0,194011,0,0,0,0,370
682,0,192095,0,0,0,0,380
683,0,194014,0,0,0,0,371
684,0,193959,0,0,60,0,367
685,0,193953,0,0,60,0,365
686,0,194008,0,0,0,0,369
687,0,193929,0,0,0,0,378
688,0,193926,0,0,0,0,375
689,1,193951,0,0,80,0,364
690,1,193939,0,0,0,0,376
691,1,193957,0,0,80,0,366
692,1,193933,0,0,0,0,379
693,1,193945,0,30,0,0,372
694,1,193942,0,30,0,0,374
695,1,193936,0,0,0,0,377
696,1,193963,0,0,80,0,368
697,1,194012,0,0,0,0,370
698,1,192096,0,0,0,0,380
699,1,194015,0,0,0,0,371
700,1,193960,0,0,80,0,367
701,1,193954,0,0,80,0,365
702,1,194009,0,0,0,0,369
703,1,193930,0,0,0,0,378
704,1,193927,0,0,0,0,375
705,2,193952,0,0,100,0,364
706,2,193940,0,0,0,0,376
707,2,193958,0,0,100,0,366
708,2,193934,0,0,0,0,379
709,2,193946,0,25,0,0,372
710,2,193943,0,25,0,0,374
711,2,193937,0,0,0,0,377
712,2,193964,0,0,100,0,368
713,2,194013,0,0,0,0,370
714,2,192097,0,0,0,0,380
715,2,194016,0,0,0,0,371
716,2,193961,0,0,100,0,367
717,2,193955,0,0,100,0,365
718,2,194010,0,0,0,0,369
719,2,193931,0,0,0,0,378
720,2,193928,0,0,0,0,375
730,0,194576,0,25,0,0,388
731,1,194577,0,20,0,0,388
732,2,194575,0,15,0,0,388
733,0,194567,0,25,0,0,389
734,1,194568,0,20,0,0,389
735,2,194566,0,15,0,0,389
736,0,194570,0,25,0,0,390
737,1,194571,0,20,0,0,390
738,2,194569,0,15,0,0,390
739,0,194579,0,25,0,0,391
740,1,194580,0,20,0,0,391
741,2,194578,0,15,0,0,391
742,0,194573,0,25,0,0,392
743,1,194574,0,20,0,0,392
744,2,194572,0,15,0,0,392
745,0,193469,0,35,0,0,393
746,1,193552,0,30,0,0,393
747,2,193555,0,25,0,0,393
748,0,193468,0,35,0,0,394
749,1,193551,0,30,0,0,394
750,2,193554,0,25,0,0,394
751,0,194727,0,0,0,0,395
752,1,194728,0,0,0,0,395
753,2,194729,0,0,0,0,395
754,0,194902,0,0,100,0,396
760,0,194545,0,0,0,0,399
761,0,197921,0,30,0,0,84
762,1,198046,0,50,0,0,84
763,0,198048,0,20,0,0,88
764,0,198056,0,40,0,0,400
765,1,198058,0,60,0,0,400
766,2,198059,0,140,0,0,400
772,0,197765,0,0,100,0,403
773,0,197764,0,0,100,0,404
774,0,194850,0,0,0,0,405
775,1,194758,0,0,0,0,405
776,2,194852,0,0,0,0,405
777,0,194754,0,0,0,0,406
778,1,194755,0,0,0,0,406
779,2,194756,0,0,0,0,406
780,0,194751,0,0,0,0,407
781,1,194752,0,0,0,0,407
782,2,194846,0,0,0,0,407
783,0,194856,0,0,0,0,408
784,1,194857,0,0,0,0,408
785,2,194858,0,0,0,0,408
786,0,194760,0,0,0,0,409
787,1,194761,0,0,0,0,409
788,2,194855,0,0,0,0,409
789,0,198412,0,0,0,0,410
790,1,198413,0,0,0,0,410
791,2,198414,0,0,0,0,410
792,0,198418,0,0,0,0,411
793,1,198419,0,0,0,0,411
794,2,198420,0,0,0,0,411
795,0,198415,0,0,0,0,412
796,1,198416,0,0,0,0,412
797,2,198417,0,0,0,0,412
798,0,198421,0,0,0,0,413
799,1,198422,0,0,0,0,413
800,2,198423,0,0,0,0,413
801,0,198183,0,0,0,0,414
802,1,198184,0,0,0,0,414
803,2,198185,0,0,0,0,414
804,0,198186,0,0,0,0,415
805,1,198187,0,0,0,0,415
806,2,198188,0,0,0,0,415
807,0,198189,0,0,0,0,416
808,1,198190,0,0,0,0,416
809,2,198191,0,0,0,0,416
810,0,198192,0,0,0,0,417
811,1,198193,0,0,0,0,417
812,2,198194,0,0,0,0,417
813,0,198195,0,0,0,0,418
814,1,198196,0,0,0,0,418
815,2,198197,0,0,0,0,418
816,0,198198,0,0,0,0,419
817,1,198199,0,0,0,0,419
818,2,198200,0,0,0,0,419
819,0,198201,0,0,0,0,420
820,1,198202,0,0,0,0,420
821,2,198203,0,0,0,0,420
825,0,194871,0,20,0,0,422
826,1,199051,0,15,0,0,422
827,2,199052,0,10,0,0,422
833,0,198177,0,0,0,0,424
834,1,198178,0,0,0,0,424
835,2,198179,0,0,0,0,424
836,0,198228,0,0,0,0,425
837,1,198229,0,0,0,0,425
838,2,198230,0,0,0,0,425
839,0,194859,0,0,0,0,426
840,1,194767,0,0,0,0,426
841,2,194768,0,0,0,0,426
842,0,194862,0,0,0,0,427
843,1,194863,0,0,0,0,427
844,2,194864,0,0,0,0,427
848,0,198534,0,25,0,0,429
849,1,198535,0,20,0,0,429
850,2,198536,0,15,0,0,429
851,0,198239,0,0,0,0,430
852,1,198240,0,0,0,0,430
853,2,198241,0,0,0,0,430
854,0,198278,0,0,0,0,431
855,1,198279,0,0,0,0,431
856,2,198280,0,0,0,0,431
857,0,198253,0,20,0,0,432
858,1,198254,0,15,0,0,432
859,2,198255,0,10,0,0,432
860,0,198259,0,20,0,0,433
861,1,198260,0,15,0,0,433
862,2,198261,0,10,0,0,433
863,0,198619,0,20,0,0,434
864,1,198620,0,15,0,0,434
865,2,198621,0,10,0,0,434
866,0,198174,0,25,0,0,435
867,1,198175,0,20,0,0,435
868,2,198176,0,15,0,0,435
869,0,198231,0,25,0,0,436
870,1,198232,0,20,0,0,436
871,2,198233,0,15,0,0,436
872,0,198236,0,25,0,0,437
873,1,198237,0,20,0,0,437
874,2,198238,0,15,0,0,437
875,0,198307,0,25,0,0,438
876,1,198308,0,20,0,0,438
877,2,198309,0,15,0,0,438
878,0,198216,0,0,60,0,439
879,1,198217,0,0,80,0,439
880,2,198218,0,0,100,0,439
881,0,198219,0,0,60,0,440
882,1,198220,0,0,80,0,440
883,2,198221,0,0,100,0,440
884,0,198256,0,35,0,0,441
885,1,198257,0,30,0,0,441
886,2,198258,0,25,0,0,441
888,0,194868,0,20,0,0,442
889,1,199055,0,15,0,0,442
890,2,199056,0,10,0,0,442
891,0,194870,0,20,0,0,443
892,1,199053,0,15,0,0,443
893,2,199054,0,10,0,0,443
894,0,194869,0,20,0,0,444
895,1,199059,0,15,0,0,444
896,2,199060,0,10,0,0,444
897,0,198431,0,20,0,0,445
898,1,199057,0,15,0,0,445
899,2,199058,0,10,0,0,445
913,0,200565,0,25,0,0,450
914,1,200566,0,20,0,0,450
915,2,200567,0,15,0,0,450
916,0,200568,0,25,0,0,451
917,1,200569,0,20,0,0,451
918,2,200570,0,15,0,0,451
919,0,200571,0,25,0,0,452
920,1,200572,0,20,0,0,452
921,2,200573,0,15,0,0,452
922,0,200574,0,25,0,0,453
923,1,200575,0,20,0,0,453
924,2,200576,0,15,0,0,453
925,0,200577,0,25,0,0,454
926,1,200578,0,20,0,0,454
927,2,200579,0,15,0,0,454
928,0,200580,0,25,0,0,455
929,1,200581,0,20,0,0,455
930,2,200582,0,15,0,0,455
934,0,203652,0,0,0,0,467
935,0,204186,0,0,0,0,468
936,0,204187,0,0,0,0,469
937,0,204188,0,0,0,0,470
938,0,204189,0,0,0,0,471
939,0,204190,0,0,0,0,472
940,0,204191,0,0,0,0,473
941,0,190453,0,0,0,0,474
942,0,204440,0,0,0,0,475
943,0,204682,0,30,0,0,476
944,1,204697,0,50,0,0,476
945,0,204708,0,35,0,0,477
946,1,204709,0,30,0,0,477
947,2,204710,0,25,0,0,477
948,0,204909,0,30,0,0,478
949,0,205171,0,30,0,0,479
950,3,204673,0,150,0,0,400
951,4,204681,0,160,0,0,400
952,1,205172,0,20,0,0,479
953,2,205173,0,10,0,0,479
954,1,205115,0,20,0,0,478
955,2,205170,0,10,0,0,478
956,0,204995,0,0,0,0,480
957,1,204996,0,0,0,0,480
958,2,204994,0,0,0,0,480
959,0,205012,0,25,0,0,481
961,0,205411,0,25,0,0,483
964,0,194048,0,0,0,0,486
965,1,194049,0,0,0,0,486
966,2,194050,0,0,0,0,486
967,0,206023,0,0,0,0,487
968,1,206024,0,0,0,0,487
969,0,206041,0,0,0,0,488
970,1,206042,0,0,0,0,488
971,0,206041,0,0,0,0,489
972,1,206042,0,0,0,0,489
973,0,206959,0,0,0,0,490
974,0,206960,0,30,0,0,491
975,1,206961,0,50,0,0,491
976,0,191369,0,0,0,0,492
977,1,191370,0,0,0,0,492
978,2,191371,0,0,0,0,492
979,0,208187,0,35,0,0,493
980,1,208188,0,30,0,0,493
981,2,208189,0,25,0,0,493
982,0,208568,0,0,0,0,494
983,0,208564,0,0,0,0,495
984,0,208569,0,0,0,0,496
985,0,208565,0,0,0,0,497
986,0,208570,0,0,0,0,498
987,0,208566,0,0,0,0,499
988,0,208746,0,35,0,0,500
989,1,208747,0,30,0,0,500
990,2,208748,0,25,0,0,500
991,0,210221,0,0,0,0,502
992,0,210232,0,50,0,0,503
993,0,210233,0,150,0,0,504
994,0,210447,0,0,0,0,505
995,1,210446,0,0,0,0,505
996,0,210447,0,0,0,0,506
997,1,210446,0,0,0,0,506
998,0,210671,0,35,0,0,507
999,1,210672,0,30,0,0,507
1000,2,210673,0,25,0,0,507
1001,0,210796,0,0,0,0,508
1002,1,210797,0,0,0,0,508
1003,2,210798,0,0,0,0,508
1004,0,210799,0,0,0,0,509
1005,1,210800,0,0,0,0,509
1006,2,210801,0,0,0,0,509
1007,0,210802,0,0,0,0,510
1008,1,210803,0,0,0,0,510
1009,2,210804,0,0,0,0,510
1010,0,210805,0,0,0,0,511
1011,1,210806,0,0,0,0,511
1012,2,210807,0,0,0,0,511
1013,0,210808,0,0,0,0,512
1014,1,210809,0,0,0,0,512
1015,2,210810,0,0,0,0,512
1016,0,210930,0,0,0,0,513
1017,1,210931,0,0,0,0,513
1018,2,210932,0,0,0,0,513
1019,0,210933,0,0,0,0,514
1020,1,210934,0,0,0,0,514
1021,2,210935,0,0,0,0,514
1022,0,210936,0,0,0,0,515
1023,1,210937,0,0,0,0,515
1024,2,210938,0,0,0,0,515
1028,5,206977,0,160,0,0,400
1029,0,211296,0,0,0,0,517
1036,0,211494,0,0,0,0,519
1038,0,211516,0,0,0,0,520
1039,0,211518,0,30,0,0,521
1040,1,211519,0,50,0,0,521
1041,0,211685,0,0,0,0,522
1042,0,211686,0,0,0,0,523
1043,0,211684,0,0,0,0,524
1044,0,211687,0,0,0,0,525
1045,0,211688,0,0,0,0,526
1046,0,211689,0,0,0,0,527
1047,0,211806,0,0,0,0,528
1048,1,211807,0,0,0,0,528
1049,2,211808,0,0,0,0,528
1050,0,212536,0,0,0,0,529
1051,0,212537,0,0,0,0,530
1052,0,212538,0,0,0,0,531
1053,0,212539,0,0,0,0,532
1054,0,212540,0,0,0,0,533
1055,0,212541,0,0,0,0,534
1056,0,212563,0,0,0,0,535
1057,1,212564,0,0,0,0,535
1058,2,212565,0,0,0,0,535
1059,0,212664,0,0,0,0,536
1060,1,212665,0,0,0,0,536
1061,2,212666,0,0,0,0,536
1062,0,212667,0,0,0,0,537
1063,1,212668,0,0,0,0,537
1064,2,212669,0,0,0,0,537
1065,0,212670,0,0,0,0,538
1066,1,212672,0,0,0,0,538
1067,2,212673,0,0,0,0,538
1068,0,212674,0,0,0,0,539
1069,1,212675,0,0,0,0,539
1070,2,212676,0,0,0,0,539
1077,0,213219,0,0,0,0,542
1078,1,213220,0,0,0,0,542
1079,2,213221,0,0,0,0,542
1080,0,213750,0,0,0,0,543
1081,1,213751,0,0,0,0,543
1082,2,213752,0,0,0,0,543
1083,0,213753,0,0,0,0,544
1084,1,213754,0,0,0,0,544
1085,2,213755,0,0,0,0,544
1086,0,213756,0,0,0,0,545
1087,1,213757,0,0,0,0,545
1088,2,213758,0,0,0,0,545
1089,0,213759,0,0,0,0,546
1090,1,213760,0,0,0,0,546
1091,2,213761,0,0,0,0,546
1092,0,213762,0,0,50,0,547
1093,1,213763,0,0,75,0,547
1094,2,213764,0,0,100,0,547
1095,0,213765,0,0,50,0,548
1096,1,213766,0,0,75,0,548
1097,2,213767,0,0,100,0,548
1098,0,213768,0,25,0,0,549
1099,1,213769,0,15,0,0,549
1100,2,213770,0,5,0,0,549
1101,0,213771,0,25,0,0,550
1102,1,213772,0,15,0,0,550
1103,2,213773,0,5,0,0,550
1104,0,213774,0,25,0,0,551
1105,1,213775,0,15,0,0,551
1106,2,213776,0,5,0,0,551
1108,6,211520,0,160,0,0,400
1109,0,217971,0,0,0,0,553
1110,1,217972,0,0,0,0,553
1111,2,217973,0,0,0,0,553
1112,0,217974,0,0,0,0,554
1113,1,217975,0,0,0,0,554
1114,2,217976,0,0,0,0,554
1115,0,217977,0,0,0,0,555
1116,1,217978,0,0,0,0,555
1117,2,217979,0,0,0,0,555
1118,0,217980,0,0,0,0,556
1119,1,217981,0,0,0,0,556
1120,2,217982,0,0,0,0,556
1121,0,218116,0,0,0,0,557
1122,1,218115,0,0,0,0,557
1123,0,218116,0,0,0,0,558
1124,1,218115,0,0,0,0,558
1125,0,219495,0,25,0,0,559
1126,1,219496,0,15,0,0,559
1127,2,219497,0,5,0,0,559
1128,0,219504,0,25,0,0,560
1129,1,219505,0,15,0,0,560
1130,2,219506,0,5,0,0,560
1131,0,219898,0,0,0,0,561
1132,1,219899,0,0,0,0,561
1133,2,219900,0,0,0,0,561
1134,0,219880,0,0,0,0,562
1135,1,219881,0,0,0,0,562
1136,2,219882,0,0,0,0,562
1137,0,219883,0,0,0,0,563
1138,1,219884,0,0,0,0,563
1139,2,219885,0,0,0,0,563
1140,0,219886,0,0,0,0,564
1141,1,219887,0,0,0,0,564
1142,2,219888,0,0,0,0,564
1143,0,219889,0,0,0,0,565
1144,1,219890,0,0,0,0,565
1145,2,219891,0,0,0,0,565
1146,0,219892,0,0,0,0,566
1147,1,219893,0,0,0,0,566
1148,2,219894,0,0,0,0,566
1149,0,219895,0,0,0,0,567
1150,1,219896,0,0,0,0,567
1151,2,219897,0,0,0,0,567
1152,0,219901,0,0,0,0,568
1153,1,219902,0,0,0,0,568
1154,2,219903,0,0,0,0,568
1155,0,219946,0,0,0,0,569
1156,1,219947,0,0,0,0,569
1157,2,219948,0,0,0,0,569
1158,0,219949,0,0,0,0,570
1159,1,219950,0,0,0,0,570
1160,2,219951,0,0,0,0,570
1161,0,219952,0,0,0,0,571
1162,1,219954,0,0,0,0,571
1163,2,219955,0,0,0,0,571
1170,0,220192,0,25,0,0,574
1171,1,220193,0,15,0,0,574
1172,2,220194,0,5,0,0,574
1188,0,219540,0,0,0,0,580
1189,1,219541,0,0,0,0,580
1190,2,219542,0,0,0,0,580
1191,0,219543,0,0,0,0,581
1192,1,219544,0,0,0,0,581
1193,2,219545,0,0,0,0,581
1194,0,219534,0,0,0,0,582
1195,1,219535,0,0,0,0,582
1196,2,219536,0,0,0,0,582
1197,0,219528,0,0,0,0,583
1198,1,219529,0,0,0,0,583
1199,2,219530,0,0,0,0,583
1200,0,219552,0,0,0,0,584
1201,1,219553,0,0,0,0,584
1202,2,219554,0,0,0,0,584
1203,0,219549,0,0,0,0,585
1204,1,219550,0,0,0,0,585
1205,2,219551,0,0,0,0,585
1206,0,219546,0,0,0,0,586
1207,1,219547,0,0,0,0,586
1208,2,219548,0,0,0,0,586
1209,0,226025,0,25,0,0,587
1210,1,226026,0,15,0,0,587
1211,2,226027,0,5,0,0,587
1212,0,226022,0,25,0,0,588
1213,1,226023,0,15,0,0,588
1214,2,226024,0,5,0,0,588
1215,0,226028,0,25,0,0,589
1216,1,226029,0,15,0,0,589
1217,2,226030,0,5,0,0,589
1218,0,226031,0,25,0,0,590
1219,1,226032,0,15,0,0,590
1220,2,226033,0,5,0,0,590
1221,0,224072,0,10,0,0,591
1222,1,224073,0,20,0,0,591
1223,0,221853,0,0,0,0,594
1224,1,221854,0,0,0,0,594
1225,2,221855,0,0,0,0,594
1226,0,221856,0,0,0,0,595
1227,1,221857,0,0,0,0,595
1228,2,221858,0,0,0,0,595
1229,0,221859,0,0,0,0,596
1230,1,221860,0,0,0,0,596
1231,2,221861,0,0,0,0,596
1232,0,221862,0,0,0,0,597
1233,1,221863,0,0,0,0,597
1234,2,221864,0,0,0,0,597
1235,0,221865,0,0,0,0,598
1236,1,221866,0,0,0,0,598
1237,2,221867,0,0,0,0,598
1238,0,221868,0,0,0,0,599
1239,1,221869,0,0,0,0,599
1240,2,221870,0,0,0,0,599
1241,0,221911,0,25,0,0,600
1242,1,221912,0,15,0,0,600
1243,2,221913,0,5,0,0,600
1244,0,221914,0,25,0,0,601
1245,1,221915,0,15,0,0,601
1246,2,221916,0,5,0,0,601
1247,0,221917,0,25,0,0,602
1248,1,221918,0,15,0,0,602
1249,2,221919,0,5,0,0,602
1250,0,221920,0,25,0,0,603
1251,1,221921,0,15,0,0,603
1252,2,221922,0,5,0,0,603
1253,0,221923,0,25,0,0,604
1254,2,221925,0,5,0,0,604
1255,1,221924,0,15,0,0,604
1256,0,221926,0,25,0,0,605
1257,1,221927,0,15,0,0,605
1258,2,221928,0,5,0,0,605
1259,0,221929,0,25,0,0,606
1260,2,221930,0,15,0,0,606
1261,1,221931,0,5,0,0,606
1262,0,221932,0,25,0,0,607
1263,2,221934,0,5,0,0,607
1264,1,221933,0,15,0,0,607
1265,0,221935,0,25,0,0,608
1266,1,221936,0,15,0,0,608
1267,2,221937,0,5,0,0,608
1268,0,221938,0,25,0,0,609
1269,1,221939,0,15,0,0,609
1270,2,221940,0,5,0,0,609
1271,0,221941,0,25,0,0,610
1272,1,221942,0,15,0,0,610
1273,2,221943,0,5,0,0,610
1388,0,222417,0,0,0,0,649
1391,0,222420,0,0,0,0,650
1392,1,222421,0,0,0,0,650
1393,2,222422,0,0,0,0,650
