ItemLevelDelta,ID
-186,3043
-185,3044
-184,3045
-183,3046
-182,3047
-181,3048
-180,3049
-179,3050
-178,3051
-177,3052
-176,3053
-175,3054
-174,3055
-173,3056
-172,3057
-171,3058
-170,3059
-169,3060
-168,3061
-167,3062
-166,3063
-165,3064
-164,3065
-163,3066
-162,3067
-161,3068
-160,3069
-159,3070
-158,3071
-157,3072
-156,3073
-155,3074
-154,3075
-153,3076
-152,3077
-151,3078
-150,3079
-149,3080
-148,3081
-147,3082
-146,3083
-145,3084
-144,3085
-143,3086
-142,3087
-141,3088
-140,3089
-139,3090
-138,3091
-137,3092
-136,3093
-135,3094
-134,3095
-133,3096
-132,3097
-131,3098
-130,3099
-129,3100
-128,3101
-127,3102
-126,3103
-125,3104
-124,3105
-123,3106
-122,3107
-121,3108
-120,3109
-119,3110
-118,3111
-117,3112
-116,3113
-115,3114
-114,3115
-113,3116
-112,3117
-111,3118
-110,3119
-109,3120
-108,3121
-107,3122
-106,3123
-105,3124
-104,3125
-103,3126
-102,3127
-101,3128
201,3130
202,3131
203,3132
204,3133
205,3134
206,3135
207,3136
208,3137
209,3138
210,3139
211,3140
212,3141
213,3142
214,3143
215,3144
216,3145
217,3146
218,3147
219,3148
220,3149
221,3150
222,3151
223,3152
224,3153
225,3154
226,3155
227,3156
228,3157
229,3158
230,3159
231,3160
232,3161
233,3162
234,3163
235,3164
236,3165
237,3166
238,3167
239,3168
240,3169
241,3170
242,3171
243,3172
244,3173
245,3174
246,3175
247,3176
248,3177
249,3178
250,3179
251,3180
252,3181
253,3182
254,3183
255,3184
256,3185
257,3186
258,3187
259,3188
260,3189
261,3190
262,3191
263,3192
264,3193
265,3194
266,3195
267,3196
268,3197
269,3198
270,3199
271,3200
272,3201
273,3202
274,3203
275,3204
276,3205
277,3206
278,3207
279,3208
280,3209
281,3210
282,3211
283,3212
284,3213
285,3214
286,3215
287,3216
288,3217
289,3218
290,3219
291,3220
292,3221
293,3222
294,3223
295,3224
296,3225
297,3226
298,3227
299,3228
300,3229
301,3230
302,3231
303,3232
304,3233
305,3234
306,3235
307,3236
308,3237
309,3238
310,3239
311,3240
312,3241
313,3242
314,3243
315,3244
316,3245
317,3246
318,3247
319,3248
320,3249
321,3250
322,3251
323,3252
324,3253
325,3254
326,3255
327,3256
328,3257
329,3258
330,3259
331,3260
332,3261
333,3262
334,3263
335,3264
336,3265
337,3266
338,3267
339,3268
340,3269
341,3270
342,3271
343,3272
344,3273
345,3274
346,3275
347,3276
348,3277
349,3278
350,3279
351,3280
352,3281
353,3282
354,3283
355,3284
356,3285
357,3286
358,3287
359,3288
360,3289
361,3290
362,3291
363,3292
364,3293
365,3294
366,3295
367,3296
368,3297
369,3298
370,3299
371,3300
372,3301
373,3302
374,3303
375,3304
376,3305
377,3306
378,3307
379,3308
380,3309
381,3310
382,3311
383,3312
384,3313
385,3314
386,3315
387,3316
388,3317
389,3318
390,3319
391,3320
392,3321
393,3322
394,3323
395,3324
396,3325
397,3326
398,3327
399,3328
400,3329
401,9455
402,9456
403,9457
404,9458
405,9459
406,9460
407,9461
408,9464
409,9465
410,9466
-401,9467
-402,9468
-403,9469
-404,9470
-405,9471
-406,9472
-407,9473
-408,9474
-409,9475
-410,9476
411,9834
412,9835
413,9836
414,9837
415,9838
416,9839
417,9840
418,9841
419,9842
420,9843
421,9844
422,9845
423,9846
424,9847
425,9848
426,9849
427,9850
428,9851
429,9852
430,9853
-411,9854
-412,9855
-413,9856
-414,9857
-415,9858
-416,9859
-417,9860
-418,9861
-419,9862
-420,9863
-421,9864
-422,9865
-423,9866
-424,9867
-425,9868
-426,9869
-427,9870
-428,9871
-429,9872
-430,9873
431,9874
432,9875
433,9876
434,9877
435,9878
436,9879
437,9880
438,9881
439,9882
440,9883
441,9884
442,9885
443,9886
444,9887
445,9888
446,9889
447,9890
448,9891
449,9892
450,9893
-431,9894
-432,9895
-433,9896
-434,9897
-435,9898
-436,9899
-437,9900
-438,9901
-439,9902
-440,9903
-441,9904
-442,9905
-443,9906
-444,9907
-445,9908
-446,9909
-447,9910
-448,9911
-449,9912
-450,9913
451,9918
452,9919
453,9920
454,9921
455,9922
456,9923
457,9924
458,9925
459,9926
460,9927
461,9928
462,9929
463,9930
464,9931
465,9932
466,9933
467,9934
468,9935
469,9936
470,9937
471,9938
472,9939
473,9940
474,9941
475,9942
476,9943
477,9944
478,9945
479,9946
480,9947
481,9948
482,9949
483,9950
484,9951
485,9952
486,9953
487,9954
488,9955
489,9956
490,9957
491,9958
492,9959
493,9960
494,9961
495,9962
496,9963
497,9964
498,9965
499,9966
500,9967
501,9968
502,9969
503,9970
504,9971
505,9972
506,9973
507,9974
508,9975
509,9976
510,9977
511,9978
512,9979
513,9980
514,9981
515,9982
516,9983
517,9984
518,9985
519,9986
520,9987
521,9988
522,9989
523,9990
524,9991
525,9992
526,9993
527,9994
528,9995
529,9996
530,9997
531,9998
532,9999
533,10000
534,10001
535,10002
536,10003
537,10004
538,10005
539,10006
540,10007
541,10008
542,10009
543,10010
544,10011
545,10012
546,10013
547,10014
548,10015
549,10016
550,10017
551,10018
552,10019
553,10020
554,10021
555,10022
556,10023
557,10024
558,10025
559,10026
560,10027
561,10028
562,10029
563,10030
564,10031
565,10032
566,10033
567,10034
568,10035
569,10036
570,10037
571,10038
572,10039
573,10040
574,10041
575,10042
576,10043
577,10044
578,10045
579,10046
580,10047
581,10048
582,10049
583,10050
584,10051
585,10052
586,10053
587,10054
588,10055
589,10056
590,10057
591,10058
592,10059
593,10060
594,10061
595,10062
596,10063
597,10064
598,10065
599,10066
600,10067
-451,10068
-452,10069
-453,10070
-454,10071
-455,10072
-456,10073
-457,10074
-458,10075
-459,10076
-460,10077
-461,10078
-462,10079
-463,10080
-464,10081
-465,10082
-466,10083
-467,10084
-468,10085
-469,10086
-470,10087
-471,10088
-472,10089
-473,10090
-474,10091
-475,10092
-476,10093
-477,10094
-478,10095
-479,10096
-480,10097
-481,10098
-482,10099
-483,10100
-484,10101
-485,10102
-486,10103
-487,10104
-488,10105
-489,10106
-490,10107
-491,10108
-492,10109
-493,10110
-494,10111
-495,10112
-496,10113
-497,10114
-498,10115
-499,10116
-500,10117
-501,10118
-502,10119
-503,10120
-504,10121
-505,10122
-506,10123
-507,10124
-508,10125
-509,10126
-510,10127
-511,10128
-512,10129
-513,10130
-514,10131
-515,10132
-516,10133
-517,10134
-518,10135
-519,10136
-520,10137
-521,10138
-522,10139
-523,10140
-524,10141
-525,10142
-526,10143
-527,10144
-528,10145
-529,10146
-530,10147
-531,10148
-532,10149
-533,10150
-534,10151
-535,10152
-536,10153
-537,10154
-538,10155
-539,10156
-540,10157
-541,10158
-542,10159
-543,10160
-544,10161
-545,10162
-546,10163
-547,10164
-548,10165
-549,10166
-550,10167
-551,10168
-552,10169
-553,10170
-554,10171
-555,10172
-556,10173
-557,10174
-558,10175
-559,10176
-560,10177
-561,10178
-562,10179
-563,10180
-564,10181
-565,10182
-566,10183
-567,10184
-568,10185
-569,10186
-570,10187
-571,10188
-572,10189
-573,10190
-574,10191
-575,10192
-576,10193
-577,10194
-578,10195
-579,10196
-580,10197
-581,10198
-582,10199
-583,10200
-584,10201
-585,10202
-586,10203
-587,10204
-588,10205
-589,10206
-590,10207
-591,10208
-592,10209
-593,10210
-594,10211
-595,10212
-596,10213
-597,10214
-598,10215
-599,10216
-600,10217
601,11341
602,11342
603,11343
604,11344
605,11345
606,11346
607,11347
608,11348
609,11349
610,11350
611,11351
612,11352
613,11353
614,11354
615,11355
616,11356
617,11357
618,11358
619,11359
620,11360
621,11361
622,11362
623,11363
624,11364
625,11365
626,11366
627,11367
628,11368
629,11369
630,11370
631,11371
632,11372
633,11373
634,11374
635,11375
636,11376
637,11377
638,11378
639,11379
640,11380
641,11381
642,11382
643,11383
644,11384
645,11385
646,11386
647,11387
648,11388
649,11389
650,11390
651,11391
652,11392
653,11393
654,11394
655,11395
656,11396
657,11397
658,11398
659,11399
660,11400
661,11401
662,11402
663,11403
664,11404
665,11405
666,11406
667,11407
668,11408
669,11409
670,11410
671,11411
672,11412
673,11413
674,11414
675,11415
676,11416
677,11417
678,11418
679,11419
680,11420
681,11421
682,11422
683,11423
684,11424
685,11425
686,11426
687,11427
688,11428
689,11429
690,11430
691,11431
692,11432
693,11433
694,11434
695,11435
696,11436
697,11437
698,11438
699,11439
700,11440
701,11441
702,11442
703,11443
704,11444
705,11445
706,11446
707,11447
708,11448
709,11449
710,11450
711,11451
712,11452
713,11453
714,11454
715,11455
716,11456
717,11457
718,11458
719,11459
720,11460
721,11461
722,11462
723,11463
724,11464
725,11465
726,11466
727,11467
728,11468
729,11469
730,11470
731,11471
732,11472
733,11473
734,11474
735,11475
736,11476
737,11477
738,11478
739,11479
740,11480
741,11481
742,11482
743,11483
744,11484
745,11485
746,11486
747,11487
748,11488
749,11489
750,11490
751,11491
752,11492
753,11493
754,11494
755,11495
756,11496
757,11497
758,11498
759,11499
760,11500
761,11501
762,11502
763,11503
764,11504
765,11505
766,11506
767,11507
768,11508
769,11509
770,11510
771,11511
772,11512
773,11513
774,11514
775,11515
776,11516
777,11517
778,11518
779,11519
780,11520
781,11521
782,11522
783,11523
784,11524
785,11525
786,11526
787,11527
788,11528
789,11529
790,11530
791,11531
792,11532
793,11533
794,11534
795,11535
796,11536
797,11537
798,11538
799,11539
800,11540
801,11541
802,11542
803,11543
804,11544
805,11545
806,11546
807,11547
808,11548
809,11549
810,11550
811,11551
812,11552
813,11553
814,11554
815,11555
816,11556
817,11557
818,11558
819,11559
820,11560
821,11561
822,11562
823,11563
824,11564
825,11565
826,11566
827,11567
828,11568
829,11569
830,11570
831,11571
832,11572
833,11573
834,11574
835,11575
836,11576
837,11577
838,11578
839,11579
840,11580
841,11581
842,11582
843,11583
844,11584
845,11585
846,11586
847,11587
848,11588
849,11589
850,11590
851,11591
852,11592
853,11593
854,11594
855,11595
856,11596
857,11597
858,11598
859,11599
860,11600
861,11601
862,11602
863,11603
864,11604
865,11605
866,11606
867,11607
868,11608
869,11609
870,11610
871,11611
872,11612
873,11613
874,11614
875,11615
876,11616
877,11617
878,11618
879,11619
880,11620
881,11621
882,11622
883,11623
884,11624
885,11625
886,11626
887,11627
888,11628
889,11629
890,11630
891,11631
892,11632
893,11633
894,11634
895,11635
896,11636
897,11637
898,11638
899,11639
900,11640
-601,11641
-602,11642
-603,11643
-604,11644
-605,11645
-606,11646
-607,11647
-608,11648
-609,11649
-610,11650
-611,11651
-612,11652
-613,11653
-614,11654
-615,11655
-616,11656
-617,11657
-618,11658
-619,11659
-620,11660
-621,11661
-622,11662
-623,11663
-624,11664
-625,11665
-626,11666
-627,11667
-628,11668
-629,11669
-630,11670
-631,11671
-632,11672
-633,11673
-634,11674
-635,11675
-636,11676
-637,11677
-638,11678
-639,11679
-640,11680
-641,11681
-642,11682
-643,11683
-644,11684
-645,11685
-646,11686
-647,11687
-648,11688
-649,11689
-650,11690
-651,11691
-652,11692
-653,11693
-654,11694
-655,11695
-656,11696
-657,11697
-658,11698
-659,11699
-660,11700
-661,11701
-662,11702
-663,11703
-664,11704
-665,11705
-666,11706
-667,11707
-668,11708
-669,11709
-670,11710
-671,11711
-672,11712
-673,11713
-674,11714
-675,11715
-676,11716
-677,11717
-678,11718
-679,11719
-680,11720
-681,11721
-682,11722
-683,11723
-684,11724
-685,11725
-686,11726
-687,11727
-688,11728
-689,11729
-690,11730
-691,11731
-692,11732
-693,11733
-694,11734
-695,11735
-696,11736
-697,11737
-698,11738
-699,11739
-700,11740
-701,11741
-702,11742
-703,11743
-704,11744
-705,11745
-706,11746
-707,11747
-708,11748
-709,11749
-710,11750
-711,11751
-712,11752
-713,11753
-714,11754
-715,11755
-716,11756
-717,11757
-718,11758
-719,11759
-720,11760
-721,11761
-722,11762
-723,11763
-724,11764
-725,11765
-726,11766
-727,11767
-728,11768
-729,11769
-730,11770
-731,11771
-732,11772
-733,11773
-734,11774
-735,11775
-736,11776
-737,11777
-738,11778
-739,11779
-740,11780
-741,11781
-742,11782
-743,11783
-744,11784
-745,11785
-746,11786
-747,11787
-748,11788
-749,11789
-750,11790
-751,11791
-752,11792
-753,11793
-754,11794
-755,11795
-756,11796
-757,11797
-758,11798
-759,11799
-760,11800
-761,11801
-762,11802
-763,11803
-764,11804
-765,11805
-766,11806
-767,11807
-768,11808
-769,11809
-770,11810
-771,11811
-772,11812
-773,11813
-774,11814
-775,11815
-776,11816
-777,11817
-778,11818
-779,11819
-780,11820
-781,11821
-782,11822
-783,11823
-784,11824
-785,11825
-786,11826
-787,11827
-788,11828
-789,11829
-790,11830
-791,11831
-792,11832
-793,11833
-794,11834
-795,11835
-796,11836
-797,11837
-798,11838
-799,11839
-800,11840
-801,11841
-802,11842
-803,11843
-804,11844
-805,11845
-806,11846
-807,11847
-808,11848
-809,11849
-810,11850
-811,11851
-812,11852
-813,11853
-814,11854
-815,11855
-816,11856
-817,11857
-818,11858
-819,11859
-820,11860
-821,11861
-822,11862
-823,11863
-824,11864
-825,11865
-826,11866
-827,11867
-828,11868
-829,11869
-830,11870
-831,11871
-832,11872
-833,11873
-834,11874
-835,11875
-836,11876
-837,11877
-838,11878
-839,11879
-840,11880
-841,11881
-842,11882
-843,11883
-844,11884
-845,11885
-846,11886
-847,11887
-848,11888
-849,11889
-850,11890
-851,11891
-852,11892
-853,11893
-854,11894
-855,11895
-856,11896
-857,11897
-858,11898
-859,11899
-860,11900
-861,11901
-862,11902
-863,11903
-864,11904
-865,11905
-866,11906
-867,11907
-868,11908
-869,11909
-870,11910
-871,11911
-872,11912
-873,11913
-874,11914
-875,11915
-876,11916
-877,11917
-878,11918
-879,11919
-880,11920
-881,11921
-882,11922
-883,11923
-884,11924
-885,11925
-886,11926
-887,11927
-888,11928
-889,11929
-890,11930
-891,11931
-892,11932
-893,11933
-894,11934
-895,11935
-896,11936
-897,11937
-898,11938
-899,11939
-900,11940
