ID,PackageID,ItemID,ItemQuantity,DisplayType
737,132,81855,1,1
738,132,81856,1,1
739,132,81857,1,1
740,132,81858,1,1
741,132,81859,1,1
742,114,81548,1,1
743,114,81549,1,1
744,114,81550,1,1
745,114,81551,1,1
746,115,81552,1,1
747,115,81553,1,1
748,115,81554,1,1
749,115,81555,1,1
750,115,81556,1,1
751,115,81557,1,1
875,138,82487,1,0
876,138,82488,1,0
877,138,82489,1,0
878,138,82490,1,0
879,138,82491,1,0
880,138,82492,1,0
881,138,82493,1,0
882,138,82494,1,0
883,138,82495,1,0
884,139,82496,1,0
885,139,82497,1,0
886,139,82498,1,0
887,139,82499,1,0
888,139,82500,1,0
889,139,82501,1,0
890,139,82502,1,0
891,139,82503,1,0
892,139,82504,1,0
893,140,82505,1,0
894,140,82506,1,0
895,140,82507,1,0
896,140,82508,1,0
897,140,82509,1,0
898,140,82510,1,0
899,140,82511,1,0
900,140,82512,1,0
901,140,82513,1,0
902,141,82514,1,1
903,141,82515,1,1
904,141,82516,1,1
905,141,82517,1,1
906,141,82518,1,1
907,141,82519,1,1
908,141,82520,1,1
909,141,82521,1,1
910,141,82522,1,1
911,142,82523,1,0
912,142,82524,1,0
913,142,82525,1,0
914,142,82526,1,0
915,142,82527,1,0
916,142,82528,1,0
917,142,82529,1,0
918,142,82530,1,0
919,142,82531,1,0
920,143,82532,1,0
921,143,82533,1,0
922,143,82534,1,0
923,143,82535,1,0
924,143,82536,1,0
925,143,82537,1,0
926,143,82538,1,0
927,143,82539,1,0
928,143,82540,1,0
929,144,82541,1,1
930,144,82542,1,1
931,144,82543,1,1
932,144,82544,1,1
933,144,82545,1,1
934,144,82546,1,1
935,144,82547,1,1
936,144,82548,1,1
937,144,82549,1,1
938,145,82550,1,1
939,145,82551,1,1
940,145,82552,1,1
941,145,82553,1,1
942,145,82554,1,1
943,145,82555,1,1
944,145,82556,1,1
945,145,82557,1,1
946,145,82558,1,1
947,146,82559,1,0
948,146,82560,1,0
949,146,82561,1,0
950,146,82562,1,0
951,146,82563,1,0
952,147,82564,1,0
953,147,82565,1,0
954,147,82566,1,0
955,147,82567,1,0
956,147,82568,1,0
957,148,82569,1,0
958,148,82570,1,0
959,148,82571,1,0
960,148,82572,1,0
961,148,82573,1,0
962,149,82574,1,1
963,149,82575,1,1
964,149,82576,1,1
965,149,82577,1,1
966,149,82578,1,1
967,150,82579,1,1
968,150,82580,1,1
969,150,82581,1,1
970,150,82582,1,1
971,150,82583,1,1
972,151,82584,1,0
973,151,82585,1,0
974,151,82586,1,0
975,151,82587,1,0
976,151,82588,1,0
977,152,82589,1,1
978,152,82590,1,1
979,152,82591,1,1
980,152,82592,1,1
981,152,82593,1,1
982,152,82594,1,1
983,152,82595,1,1
984,152,82596,1,1
985,152,82597,1,1
986,152,82598,1,1
987,153,82599,1,1
988,153,82600,1,1
989,153,82601,1,1
990,153,82602,1,1
991,153,82603,1,1
992,153,82604,1,1
993,172,82891,1,1
994,172,82892,1,1
995,172,82893,1,1
996,172,82894,1,1
997,172,82895,1,1
998,173,49541,1,1
999,173,66022,1,1
1000,173,66031,1,1
1001,173,66040,1,1
1002,173,66045,1,1
1007,192,83983,1,1
1008,192,83984,1,1
1009,192,83985,1,1
1010,192,83986,1,1
1011,192,83987,1,1
1012,192,83988,1,1
1013,192,83989,1,1
1014,192,83990,1,1
1015,192,83991,1,1
1016,193,83992,1,1
1017,193,83993,1,1
1018,193,83994,1,1
1019,193,83995,1,1
1020,193,83996,1,1
1021,193,83997,1,1
1022,193,83998,1,1
1023,193,83999,1,1
1024,193,84000,1,1
1025,194,84001,1,1
1026,194,84002,1,1
1027,194,84003,1,1
1028,194,84004,1,1
1029,194,84005,1,1
1030,194,84006,1,1
1031,194,84007,1,1
1032,194,84008,1,1
1033,194,84009,1,1
1034,195,84010,1,1
1035,195,84011,1,1
1036,195,84012,1,1
1037,195,84013,1,1
1038,195,84014,1,1
1039,195,84015,1,1
1040,195,84016,1,1
1041,195,84017,1,1
1042,195,84018,1,1
1043,196,84019,1,1
1044,196,84020,1,1
1045,196,84021,1,1
1046,196,84022,1,1
1047,196,84023,1,1
1048,196,84024,1,1
1049,196,84025,1,1
1050,196,84026,1,1
1051,196,84027,1,1
1052,197,84028,1,1
1053,197,84029,1,1
1054,197,84030,1,1
1055,197,84031,1,1
1056,197,84032,1,1
1057,197,84033,1,1
1058,197,84034,1,1
1059,197,84035,1,1
1060,197,84036,1,1
1061,198,84037,1,1
1062,198,84038,1,1
1063,198,84039,1,1
1064,198,84040,1,1
1065,198,84041,1,1
1066,198,84042,1,1
1067,198,84043,1,1
1068,198,84044,1,1
1069,198,84045,1,1
1070,199,84046,1,1
1071,199,84047,1,1
1072,199,84048,1,1
1073,199,84049,1,1
1074,199,84050,1,1
1075,199,84051,1,1
1076,199,84052,1,1
1077,199,84053,1,1
1078,199,84054,1,1
1079,200,84055,1,1
1080,200,84056,1,1
1081,200,84057,1,1
1082,200,84058,1,1
1083,200,84059,1,1
1084,201,84060,1,1
1085,201,84061,1,1
1086,201,84062,1,1
1087,201,84063,1,1
1088,201,84064,1,1
1089,202,84065,1,1
1090,202,84066,1,1
1091,202,84067,1,1
1092,202,84068,1,1
1093,202,84069,1,1
1095,203,84071,1,1
1096,203,84072,1,1
1097,203,84073,1,1
1099,204,84075,1,1
1100,204,84076,1,1
1101,204,84077,1,1
1102,204,84078,1,1
1103,204,84079,1,1
1104,205,84080,1,1
1105,205,84081,1,1
1106,205,84082,1,1
1107,205,84083,1,1
1108,205,84084,1,1
1111,206,84087,1,1
1112,206,84088,1,1
1113,206,84089,1,1
1114,206,84090,1,1
1115,206,84091,1,1
1116,206,84092,1,1
1117,206,84093,1,1
1118,206,84094,1,1
1119,207,84095,1,1
1120,207,84096,1,1
1121,207,84097,1,1
1122,207,84098,1,1
1123,207,84099,1,1
1124,207,84100,1,1
1125,208,84243,1,0
1126,208,84244,1,0
1127,208,84245,1,0
1128,208,84246,1,0
1129,208,84247,1,0
1130,208,84248,1,0
1131,208,84249,1,0
1132,208,84250,1,0
1133,209,84251,1,1
1134,209,84252,1,1
1135,209,84253,1,1
1136,209,84254,1,1
1137,209,84255,1,1
1138,209,84256,1,1
1139,209,84257,1,1
1140,209,84258,1,1
1141,209,84259,1,1
1142,209,84260,1,1
1143,210,84261,1,1
1144,210,84262,1,1
1145,210,84263,1,1
1146,210,84264,1,1
1147,210,84265,1,1
1148,210,84266,1,1
1149,211,84272,1,0
1150,211,84273,1,0
1151,211,84274,1,0
1152,211,84275,1,0
1153,211,84276,1,0
1154,211,84277,1,0
1155,211,84278,1,0
1156,211,84279,1,0
1157,211,84280,1,0
1158,212,84281,1,0
1159,212,84282,1,0
1160,212,84283,1,0
1161,212,84284,1,0
1162,212,84285,1,0
1163,213,84286,1,1
1165,213,84288,1,1
1166,213,84289,1,1
1167,213,84290,1,1
1168,214,84291,1,0
1169,214,84292,1,0
1170,214,84293,1,0
1171,214,84294,1,0
1172,214,84295,1,0
1182,216,84333,1,0
1183,216,84332,1,0
1184,216,84331,1,0
1185,216,84330,1,0
1186,216,84329,1,0
1192,218,84343,1,0
1193,218,84342,1,0
1194,218,84341,1,0
1195,218,84340,1,0
1196,218,84339,1,0
1197,217,84338,1,1
1198,217,84337,1,1
1199,217,84336,1,1
1200,217,84335,1,1
1201,217,84334,1,1
1202,215,84320,1,0
1203,215,84321,1,0
1204,215,84322,1,0
1205,215,84323,1,0
1206,215,84324,1,0
1207,215,84325,1,0
1208,215,84326,1,0
1209,215,84327,1,0
1210,215,84328,1,0
1211,219,84509,1,0
1212,219,84510,1,0
1213,219,84511,1,0
1214,219,84512,1,0
1215,219,84513,1,0
1216,219,84514,1,0
1217,219,84515,1,0
1218,219,84516,1,0
1219,219,84517,1,0
1220,220,84518,1,0
1221,220,84519,1,0
1222,220,84520,1,0
1223,220,84521,1,0
1224,220,84522,1,0
1225,220,84523,1,0
1226,220,84524,1,0
1227,220,84525,1,0
1228,220,84526,1,0
1230,221,84528,1,1
1231,221,84529,1,1
1232,221,84530,1,1
1233,221,84531,1,1
1234,221,84532,1,1
1235,221,84533,1,1
1236,221,84534,1,1
1237,221,84535,1,1
1238,221,84536,1,1
1239,222,84537,1,1
1240,222,84538,1,1
1241,222,84539,1,1
1242,222,84540,1,1
1243,222,84541,1,1
1244,222,84542,1,1
1263,225,84605,1,1
1264,225,84606,1,1
1265,225,84607,1,1
1266,225,84608,1,1
1267,225,84609,1,1
1268,226,84610,1,1
1269,226,84611,1,1
1270,226,84612,1,1
1271,226,84613,1,1
1272,226,84614,1,1
1300,179,83671,1,1
1301,179,83672,1,1
1302,179,83673,1,1
1303,179,83674,1,1
1304,179,83675,1,1
1305,179,83676,1,1
1306,179,83677,1,1
1307,179,83678,1,1
1308,179,83679,1,1
1327,182,83698,1,1
1328,182,83699,1,1
1329,182,83700,1,1
1330,182,83701,1,1
1331,182,83702,1,1
1332,182,83703,1,1
1333,182,83704,1,1
1334,182,83705,1,1
1335,182,83706,1,1
1336,183,83707,1,1
1337,183,83708,1,1
1338,183,83709,1,1
1339,183,83710,1,1
1340,183,83711,1,1
1341,183,83712,1,1
1342,183,83713,1,1
1343,183,83714,1,1
1344,183,83715,1,1
1345,184,83716,1,1
1346,184,83717,1,1
1347,184,83718,1,1
1348,184,83719,1,1
1349,184,83720,1,1
1350,185,83721,1,1
1351,185,83722,1,1
1352,185,83723,1,1
1353,185,83724,1,1
1354,185,83725,1,1
1360,187,83731,1,1
1361,187,83732,1,1
1362,187,83733,1,1
1363,187,83734,1,1
1364,187,83735,1,1
1365,188,83736,1,1
1366,188,83737,1,1
1367,188,83738,1,1
1368,188,83739,1,1
1369,188,83740,1,1
1370,189,83741,1,1
1371,189,83742,1,1
1372,189,83743,1,1
1373,189,83744,1,1
1374,189,83745,1,1
1375,190,83746,1,1
1376,190,83747,1,1
1377,190,83748,1,1
1378,190,83749,1,1
1379,190,83750,1,1
1380,190,83751,1,1
1381,190,83752,1,1
1382,190,83753,1,1
1383,190,83754,1,1
1384,190,83755,1,1
1385,191,83756,1,1
1386,191,83757,1,1
1387,191,83758,1,1
1388,191,83759,1,1
1389,191,83760,1,1
1390,191,83761,1,1
1418,228,84617,1,1
1419,228,84618,1,1
1420,228,84619,1,1
1421,228,84620,1,1
1422,228,84621,1,1
1423,228,84622,1,1
1424,228,84623,1,1
1425,228,84624,1,1
1426,228,84625,1,1
1427,229,84626,1,1
1428,229,84627,1,1
1429,229,84628,1,1
1430,229,84629,1,1
1431,229,84630,1,1
1432,229,84631,1,1
1433,229,84632,1,1
1434,229,84633,1,1
1435,229,84634,1,1
1436,230,84635,1,1
1437,230,84636,1,1
1438,230,84637,1,1
1439,230,84638,1,1
1440,230,84639,1,1
1441,231,84640,1,1
1442,231,84641,1,1
1443,231,84642,1,1
1444,231,84643,1,1
1445,231,84644,1,1
1446,223,84587,1,1
1447,223,84588,1,1
1448,223,84589,1,1
1449,223,84590,1,1
1450,223,84591,1,1
1451,223,84592,1,1
1452,223,84593,1,1
1453,223,84594,1,1
1454,223,84595,1,1
1455,224,84596,1,1
1456,224,84597,1,1
1457,224,84598,1,1
1458,224,84599,1,1
1459,224,84600,1,1
1460,224,84601,1,1
1461,224,84602,1,1
1462,224,84603,1,1
1463,224,84604,1,1
1544,176,83653,1,1
1545,176,83654,1,1
1546,176,83655,1,1
1547,176,83656,1,1
1548,176,83657,1,1
1549,176,83658,1,1
1550,176,83659,1,1
1551,176,83660,1,1
1552,176,83661,1,1
1553,177,83644,1,1
1554,177,83645,1,1
1555,177,83646,1,1
1556,177,83647,1,1
1557,177,83648,1,1
1558,177,83649,1,1
1559,177,83650,1,1
1560,177,83651,1,1
1561,177,83652,1,1
1562,178,83680,1,1
1563,178,83681,1,1
1564,178,83682,1,1
1565,178,83683,1,1
1566,178,83684,1,1
1567,178,83685,1,1
1568,178,83686,1,1
1569,178,83687,1,1
1570,178,83688,1,1
1571,180,83662,1,1
1572,180,83663,1,1
1573,180,83664,1,1
1574,180,83665,1,1
1575,180,83666,1,1
1576,180,83667,1,1
1577,180,83668,1,1
1578,180,83669,1,1
1579,180,83670,1,1
1580,181,83726,1,1
1581,181,83727,1,1
1582,181,83728,1,1
1583,181,83729,1,1
1584,181,83730,1,1
1585,186,83689,1,1
1586,186,83690,1,1
1587,186,83691,1,1
1588,186,83692,1,1
1589,186,83693,1,1
1590,186,83694,1,1
1591,186,83695,1,1
1592,186,83696,1,1
1593,186,83697,1,1
1598,244,88018,1,0
1599,244,88017,1,0
1600,244,88016,1,0
1601,244,88015,1,0
1602,244,88014,1,0
1603,244,88013,1,0
1604,244,88012,1,0
1605,244,88011,1,0
1606,244,88010,1,0
1607,245,88027,1,0
1608,245,88026,1,0
1609,245,88025,1,0
1610,245,88024,1,0
1611,245,88023,1,0
1612,245,88022,1,0
1613,245,88021,1,0
1614,245,88020,1,0
1615,245,88019,1,0
1616,246,88034,1,0
1617,246,88033,1,0
1618,246,88032,1,0
1619,246,88031,1,0
1620,246,88030,1,0
1621,246,88029,1,0
1622,246,88028,1,0
1623,247,88043,1,0
1624,247,88042,1,0
1625,247,88041,1,0
1626,247,88040,1,0
1627,247,88039,1,0
1628,247,88038,1,0
1629,247,88037,1,0
1630,247,88036,1,0
1631,247,88035,1,0
1641,248,88052,1,0
1642,248,88051,1,0
1643,248,88050,1,0
1644,248,88049,1,0
1645,248,88048,1,0
1646,248,88047,1,0
1647,248,88046,1,0
1648,248,88045,1,0
1649,248,88044,1,0
1650,105,81493,1,0
1651,105,81492,1,0
1652,105,81491,1,0
1653,105,81490,1,0
1654,105,81489,1,0
1655,105,81488,1,0
1656,105,81487,1,0
1657,105,81486,1,0
1658,105,81485,1,0
1659,249,88061,1,0
1660,249,88060,1,0
1661,249,88059,1,0
1662,249,88058,1,0
1663,249,88057,1,0
1664,249,88056,1,0
1665,249,88055,1,0
1666,249,88054,1,0
1667,249,88053,1,0
1668,250,88070,1,0
1669,250,88069,1,0
1670,250,88068,1,0
1671,250,88067,1,0
1672,250,88066,1,0
1673,250,88065,1,0
1674,250,88064,1,0
1675,250,88063,1,0
1676,250,88062,1,0
1677,251,88079,1,0
1678,251,88078,1,0
1679,251,88077,1,0
1680,251,88076,1,0
1681,251,88075,1,0
1682,251,88074,1,0
1683,251,88073,1,0
1684,251,88072,1,0
1685,251,88071,1,0
1686,252,88086,1,0
1687,252,88085,1,0
1688,252,88084,1,0
1689,252,88083,1,0
1690,252,88082,1,0
1691,252,88081,1,0
1692,252,88080,1,0
1720,253,88095,1,1
1721,253,88094,1,1
1722,253,88093,1,1
1723,253,88092,1,1
1724,253,88091,1,1
1725,253,88090,1,1
1726,253,88089,1,1
1727,253,88088,1,1
1728,253,88087,1,1
1729,254,88104,1,1
1730,254,88103,1,1
1731,254,88102,1,1
1732,254,88101,1,1
1733,254,88100,1,1
1734,254,88099,1,1
1735,254,88098,1,1
1736,254,88097,1,1
1737,254,88096,1,1
1738,255,88113,1,1
1739,255,88112,1,1
1740,255,88111,1,1
1741,255,88110,1,1
1742,255,88109,1,1
1743,255,88108,1,1
1744,255,88107,1,1
1745,255,88106,1,1
1746,255,88105,1,1
1774,258,88122,1,1
1775,258,88121,1,1
1776,258,88120,1,1
1777,258,88119,1,1
1778,258,88118,1,1
1779,258,88117,1,1
1780,258,88116,1,1
1781,258,88115,1,1
1782,258,88114,1,1
1783,256,88131,1,1
1784,256,88130,1,1
1785,256,88129,1,1
1786,256,88128,1,1
1787,256,88127,1,1
1788,256,88126,1,1
1789,256,88125,1,1
1790,256,88124,1,1
1791,256,88123,1,1
1792,257,88140,1,1
1793,257,88139,1,1
1794,257,88138,1,1
1795,257,88137,1,1
1796,257,88136,1,1
1797,257,88135,1,1
1798,257,88134,1,1
1799,257,88133,1,1
1800,257,88132,1,1
1807,262,88693,1,0
1808,262,88692,1,0
1809,262,88694,1,0
1810,262,88698,1,0
1811,262,88697,1,0
1812,262,88696,1,0
1813,262,88695,1,0
1814,262,88690,1,0
1815,262,88691,1,0
1816,263,88706,1,0
1817,263,88707,1,0
1818,263,88708,1,0
1819,263,88704,1,0
1820,263,88705,1,0
1821,264,88701,1,0
1822,264,88702,1,0
1823,264,88703,1,0
1824,264,88699,1,0
1825,264,88700,1,0
1827,208,88709,1,0
1830,266,87301,1,1
1831,266,87302,1,1
1832,266,87303,1,1
1833,266,87304,1,1
1834,266,87305,1,1
1835,266,87306,1,1
1836,266,87307,1,1
1837,266,87308,1,1
1838,266,87309,1,1
1839,267,87310,1,1
1840,267,87311,1,1
1841,267,87312,1,1
1842,267,87313,1,1
1843,267,87314,1,1
1844,268,87283,1,1
1845,268,87284,1,1
1846,268,87285,1,1
1847,268,87286,1,1
