ID,LabelID,CreatureDifficultyID
88229,6532,1025
88231,6532,1544
88232,6532,329874
88233,6532,517
88234,6532,548
88235,6532,749
88236,6532,879
88237,6532,1028
88238,6532,2377
88239,6532,10323
88240,6532,171
88241,6532,645
88242,6532,239126
88243,6532,268298
88244,6532,1026
88245,6532,1083
88246,6532,2374
88247,6532,7015
88248,6532,238459
88250,6532,6243
88251,6532,238856
88252,6532,513
88253,6532,1911
88254,6532,1957
88255,6532,127
88256,6532,750
88257,6532,319125
88258,6532,1910
88259,6532,1958
88260,6532,2204
88261,6532,341675
88262,6532,2375
88263,6532,3737
88264,6532,4820
88265,6532,264576
88266,6532,238857
88267,6532,2202
88268,6532,2203
88269,6532,3654
88270,6532,239297
88271,6532,877
88272,6532,2207
88273,6532,2376
88274,6532,3742
88275,6532,4358
88276,6532,4818
88277,6532,264034
88278,6532,238854
88279,6532,14447
88280,6532,6136
88281,6532,391
88282,6532,544
88283,6532,950
88284,6532,4360
88285,6532,4460
88286,6532,4461
88287,6532,14270
88288,6532,234037
88289,6532,263966
88290,6532,340068
88291,6532,4363
88292,6532,4459
88293,6532,14487
88294,6532,234078
88295,6532,545
88296,6532,234077
88297,6532,319130
88298,6532,237429
88299,6532,327815
88300,6532,341676
88301,6532,873
88302,6532,4362
88303,6532,4819
88304,6532,264577
88305,6532,238855
88306,6532,6138
88307,6532,10643
88442,6543,833
88443,6543,2727
88444,6543,2730
88445,6543,2960
88446,6543,5449
88447,6543,327430
88449,6543,342447
88450,6543,342443
88451,6543,393
88452,6543,4245
88453,6543,5286
88454,6543,10644
88455,6543,343431
88456,6543,4491
88457,6543,1922
88458,6543,299
88459,6543,995
88460,6543,1508
88461,6543,317407
88462,6543,2728
88463,6543,69
88464,6543,1138
88465,6543,1509
88466,6543,342072
88467,6543,834
88468,6543,2959
88469,6543,3915
88470,6543,3939
88471,6543,329945
88472,6543,852
88473,6543,328795
88474,6543,3825
88475,6543,4244
88476,6543,4482
88477,6543,5356
88478,6543,321291
88479,6543,1764
88480,6543,2680
88481,6543,317408
88482,6543,2681
88483,6543,11871
88484,6543,14282
88485,6543,6772
88486,6543,1131
88487,6543,213
88488,6543,3861
88489,6543,239294
88490,6543,565
88491,6543,3823
88492,6543,3826
88494,6543,705
88495,6543,860
88496,6543,2274
88497,6543,14528
88498,6543,1979
88499,6543,1980
88500,6543,525
88501,6543,2958
88502,6543,4950
88504,6543,2729
88505,6543,317409
88506,6543,3824
88507,6543,5287
88508,6543,5288
88509,6543,11614
88510,6543,1817
88511,6543,8959
88512,6543,260659
88514,6543,341623
88515,6543,8960
88516,6543,8961
88517,6543,270796
88518,6543,704
88519,6543,1133
88520,6543,15466
88521,6543,258313
88522,6543,268763
88523,6543,344919
88524,6543,345501
88525,6543,346292
88526,6543,329145
88527,6543,1766
88528,6543,923
88529,6543,5058
88530,6543,239309
88531,6543,340084
88532,6543,3056
88533,6543,628
88534,6543,1923
88535,6543,7055
88536,6543,9696
88537,6543,239098
88538,6543,11024
88539,6543,4274
88540,6543,239366
88541,6543,9697
88542,6543,9690
88543,6543,2753
88544,6543,1258
88545,6543,10077
88546,6543,10221
88547,6543,239095
88548,6543,10259
88549,6543,10268
88550,6543,239099
88551,6543,10220
88552,6543,239096
88553,6543,185731
88554,6543,344901
88555,6543,347255
88556,6543,14892
88557,6543,10582
88558,6543,10981
88559,6543,12121
88560,6543,12122
88561,6543,332920
88562,6543,13618
88563,6543,2275
88564,6543,521
88565,6543,14339
88566,6543,2923
88567,6543,12431
88569,6543,8211
88571,6543,118
88572,6543,2925
88573,6543,2926
88574,6543,2924
88575,6543,9416
88576,6543,239097
88577,6543,9694
88578,6543,1765
88579,6543,3862
88580,6543,239221
88581,6543,1132
88582,6543,15065
88583,6543,329129
88584,6543,2983
88585,6543,3524
88586,6543,3863
88587,6543,239577
88588,6543,5097
88589,6543,239578
88590,6543,11027
88591,6543,269558
88592,6543,356
88593,6543,5194
88594,6543,5774
88596,6543,358
88597,6543,12353
88598,6543,359
88599,6543,5198
88600,6543,4268
88601,6543,5196
88602,6543,4270
88603,6543,5197
88604,6543,4271
88605,6543,12351
88606,6543,4272
88607,6543,5195
88608,6543,14329
88609,6543,14540
88610,6543,14541
88611,6543,14539
88612,6543,14744
88613,6543,327325
88619,6545,1689
88620,6545,3100
88621,6545,390
88622,6545,119
88623,6545,1126
88624,6545,3099
88625,6545,524
88626,6545,444
88627,6545,113
88628,6545,3098
88629,6545,335469
88630,6545,708
88631,6545,1125
88632,6545,345
88633,6545,341697
88634,6545,1190
88635,6545,4535
88636,6545,239353
88637,6545,5437
88640,6545,1127
88641,6545,3225
88642,6545,2809
88643,6545,1192
88644,6545,4422
88645,6545,239280
88646,6545,4514
88647,6545,239513
88648,6545,5992
88649,6545,237870
88650,6545,157
88651,6545,1191
88652,6545,338888
88653,6545,547
88654,6545,334414
88655,6545,4511
88656,6545,239512
88657,6545,4512
88658,6545,239346
88659,6545,6021
88660,6545,239350
88661,6545,7333
88662,6545,239699
88663,6545,16117
88664,6545,260551
88665,6545,7334
88666,6545,239706
88667,6545,1985
88668,6545,2954
88669,6545,341430
88670,6545,1984
88671,6545,2966
88672,6545,8303
88673,6545,330
88674,6545,454
88675,6545,341719
88676,6545,10685
88677,6545,272344
88678,6546,3111
88679,6546,3437
88680,6546,3112
88681,6546,3266
88682,6546,3457
88683,6546,3229
88684,6546,3232
88685,6546,3260
88686,6546,334418
88687,6546,335519
88688,6546,3259
88689,6546,6132
88690,6546,3430
88691,6546,5824
88692,6546,8554
88693,6546,334409
88694,6546,334734
88695,6546,4439
88696,6546,239409
88697,6546,4530
88698,6546,239283
88699,6546,7874
88700,6546,239449
88701,6546,3114
88702,6546,3456
88703,6546,3267
88704,6546,237413
88705,6546,2952
88706,6546,4531
88707,6546,239517
88708,6546,262060
88709,6546,262061
88710,6546,3258
88711,6546,3459
88712,6546,4438
88713,6546,239345
88714,6546,3265
88715,6546,4424
88716,6546,239526
88717,6546,4532
88718,6546,239235
88719,6546,3434
88720,6546,6035
88721,6546,239349
88722,6546,5859
88723,6546,3438
88724,6546,5863
88725,6546,5864
88726,6546,7356
88727,6546,239502
88728,6546,7354
88729,6546,239452
88730,6546,7332
88731,6546,239499
88732,6546,262035
88733,6546,4428
88734,6546,239477
88735,6546,4420
88736,6546,239525
88737,6546,334411
88738,6546,347032
88739,6546,4437
88740,6546,239516
88741,6546,4442
88742,6546,239419
88743,6546,4623
88744,6546,239518
88745,6546,3435
88746,6546,4427
88747,6546,239408
88748,6546,4436
88749,6546,239519
88750,6546,7873
88751,6546,239501
88752,6546,4435
88753,6546,239478
88754,6546,7329
88755,6546,239496
88756,6546,7328
88757,6546,239318
88758,6546,7327
88759,6546,239500
88760,6546,268433
88761,6546,317410
88762,6546,334412
88763,6546,4421
88764,6546,239206
88765,6546,3271
88766,6546,4520
88767,6546,239520
88768,6546,4525
88769,6546,239281
88770,6546,3261
88771,6546,334410
88772,6546,3113
88773,6546,2953
88774,6546,3263
88775,6546,3262
88776,6546,3269
88777,6546,3436
88778,6546,4515
88779,6546,239479
88780,6546,3270
88781,6546,3458
88782,6546,3268
88783,6546,4517
88784,6546,239411
88785,6546,4516
88786,6546,239480
88787,6546,7872
88788,6546,239498
88789,6546,268431
88790,6546,4518
88791,6546,239481
88792,6546,336609
88793,6546,4519
88794,6546,239522
88795,6546,268429
88796,6546,7335
88797,6546,239243
88798,6546,4625
88799,6546,239515
88800,6546,4842
88801,6546,239444
88802,6546,4522
88803,6546,239523
88804,6546,6168
88805,6546,239524
88806,6546,4523
88807,6546,239521
88808,6546,4440
88809,6546,239207
88810,6546,5826
88811,6546,265950
88812,6546,7337
88813,6546,239497
88814,6546,268430
88815,6546,16051
88816,6546,238981
88818,6545,5993
88836,6549,4250
88837,6549,4689
88838,6549,4690
88839,6549,4691
88840,6549,4688
88841,6549,4248
88842,6549,5829
88843,6549,4249
88844,6549,8300
88845,6549,4316
88846,6549,4534
88847,6549,239288
88848,6549,5425
88849,6549,8208
88850,6549,5426
88851,6549,4548
88852,6549,5427
88853,6549,4304
88854,6549,239369
88855,6549,6867
88856,6549,239435
88857,6549,10979
88858,6549,4662
88859,6549,5984
88860,6549,5985
88861,6549,14228
88862,6549,14274
88863,6549,5986
88864,6549,11885
88865,6549,4127
88866,6549,4660
88867,6549,4129
88868,6549,4128
88869,6549,12418
88870,6549,13036
88871,6549,239170
88872,6549,16095
88873,6549,238968
88874,6549,266910
88875,6550,329059
88876,6550,329058
88877,6550,333659
88878,6550,333721
88879,6550,342880
88880,6550,330541
88881,6550,335495
88882,6550,330478
88883,6550,330483
88884,6550,335909
88885,6550,330484
88886,6550,338924
88887,6550,330530
88888,6551,819
88889,6551,1549
88890,6551,7377
88892,6551,340691
88893,6551,7378
88894,6551,8596
88895,6551,8597
88896,6551,10356
88897,6551,8599
88898,6551,8921
88899,6551,238896
88900,6551,319413
88901,6551,319995
88902,6551,336350
88903,6551,336351
88904,6551,346777
88905,6551,347305
88906,6551,8922
88907,6551,238895
88908,6551,9042
88909,6551,238897
88910,6551,1548
88911,6551,1547
88912,6551,8598
88913,6551,15072
88914,6551,16038
88915,6551,16448
88916,6551,317553
88917,6551,16041
88961,6563,2748
88962,6563,239278
88963,6563,7011
88964,6563,239301
88965,6563,7396
88966,6563,239454
88967,6563,7076
88968,6563,239443
88969,6563,7012
88970,6563,239636
88971,6563,7397
88972,6563,239635
88973,6563,7077
88974,6563,239634
88975,6563,7309
88976,6563,239242
88977,6563,11920
88978,6563,15563
88979,6563,14862
88980,6563,12180
88981,6563,14471
88982,6563,15424
88983,6563,15311
88984,6563,314990
88985,6563,15277
88986,6563,314977
88987,6563,313534
88988,6563,314996
88989,6563,15264
88990,6563,314976
88991,6563,15355
88992,6563,315393
88993,6563,15743
88994,6563,15748
88995,6563,15807
88996,6563,15810
88997,6563,15751
88998,6563,15754
88999,6563,15758
89002,6563,7236
89004,6563,15339
89005,6563,315402
89006,6563,275906
89007,6563,2746
89008,6563,239637
89009,6563,2755
89010,6563,7228
89011,6563,239445
89013,6563,1163
89014,6564,1163
89015,6563,1165
89016,6564,1165
89017,6563,1399
89018,6564,1399
89019,6563,4852
89020,6564,4852
89021,6563,239639
89022,6564,239639
89023,6563,7321
89024,6564,7321
89025,6563,239641
89026,6564,239641
89027,6563,267437
89028,6564,267437
89029,6563,707
89030,6564,707
89031,6563,724
89032,6564,724
89033,6563,1206
89034,6564,1206
89035,6563,1207
89036,6564,1207
89037,6563,1393
89038,6564,1393
89039,6563,2889
89040,6564,2889
89041,6563,2891
89042,6564,2891
89043,6563,2894
89044,6564,2894
89045,6563,4851
89046,6564,4851
89047,6563,6733
89048,6564,6733
89049,6563,1164
89050,6564,1164
89051,6563,1167
89052,6564,1167
89053,6563,2890
89054,6564,2890
89055,6563,2892
89056,6564,2892
89057,6563,4850
89058,6564,4850
89059,6563,239223
89060,6564,239223
89061,6563,4856
89062,6564,4856
89063,6563,1118
89064,6564,1118
89065,6563,1115
89066,6564,1115
89067,6563,1116
89068,6564,1116
89069,6563,1117
89070,6564,1117
89071,6563,6210
89072,6564,6210
89073,6563,266151
89074,6564,266151
89075,6563,1718
89076,6564,1718
89077,6563,1161
89078,6564,1161
89079,6563,1197
89080,6564,1197
89081,6563,7175
89082,6564,7175
89083,6563,239638
89084,6564,239638
89085,6563,10799
89086,6564,10799
89087,6563,239107
89088,6564,239107
89089,6563,1162
89090,6564,1162
89091,6563,1166
89092,6564,1166
89093,6563,6207
89094,6564,6207
89095,6563,269612
89096,6564,269612
89097,6563,239659
89098,6564,239659
89099,6563,1119
89100,6564,1119
89101,6563,6206
89102,6564,6206
89103,6563,269613
89104,6564,269613
89105,6563,239658
89106,6564,239658
89107,6563,266152
89108,6564,266152
89109,6563,6209
89110,6564,6209
89111,6563,2160
89112,6564,2160
89113,6563,6329
89114,6564,6329
89115,6563,269625
89116,6564,269625
89117,6563,239233
89118,6564,239233
89119,6563,237988
89120,6564,237988
89121,6563,6213
89122,6564,6213
89123,6563,266150
89124,6564,266150
89125,6563,1205
89126,6564,1205
89127,6563,1398
89128,6564,1398
89129,6563,2893
89130,6564,2893
89131,6563,2945
89132,6564,2945
89133,6563,4853
89134,6564,4853
89135,6563,239364
89136,6564,239364
89137,6563,6208
89138,6564,6208
89139,6563,266153
89140,6564,266153
89141,6563,267075
89142,6564,267075
89143,6563,267226
89144,6564,267226
89145,6563,6910
89146,6564,6910
89147,6563,239436
89148,6564,239436
89149,6563,11657
89150,6564,11657
89151,6563,2159
89152,6564,2159
89153,6563,6214
89154,6564,6214
89155,6563,269623
89156,6564,269623
89157,6563,239660
89158,6564,239660
89159,6563,2158
89160,6564,2158
89161,6563,7361
89162,6564,7361
89163,6563,239688
89164,6564,239688
89165,6563,257653
89166,6564,257653
89167,6563,6211
89168,6564,6211
89169,6563,269614
89170,6564,269614
89171,6563,239758
89172,6564,239758
89173,6563,10987
89174,6564,10987
89175,6563,11599
89176,6564,11599
89177,6563,11600
89178,6564,11600
89179,6563,11601
89180,6564,11601
89181,6563,11602
89182,6564,11602
89183,6563,4854
89184,6564,4854
89185,6563,239642
89186,6564,239642
89187,6563,4855
89188,6564,4855
89189,6563,239305
89190,6564,239305
89191,6563,7320
89192,6564,7320
89193,6563,239640
89194,6564,239640
89195,6563,11318
89196,6564,11318
89197,6563,239753
89198,6564,239753
89199,6563,11319
89200,6564,11319
89201,6563,239472
89202,6564,239472
89203,6563,11517
89204,6564,11517
89205,6563,238211
89206,6564,238211
89207,6563,266771
89208,6564,266771
89210,6563,2611
89211,6563,6146
89212,6563,282086
89213,6563,7765
89214,6563,15208
89215,6563,14273
89216,6563,7428
89217,6563,2690
89218,6563,5469
89219,6563,11658
89220,6563,282471
89221,6563,279938
89223,6563,5357
89224,6563,2689
89225,6563,2754
89226,6563,2763
89227,6563,5468
89228,6563,10985
89229,6563,6646
89231,6563,10198
89232,6563,11988
89233,6563,208020
89234,6563,279633
89235,6563,279634
89236,6563,9016
89237,6563,238977
89238,6563,9938
89239,6563,238976
89240,6563,11659
89241,6563,282470
89242,6563,10119
89243,6563,11660
89244,6563,12203
89245,6563,208218
89246,6563,239833
89247,6563,12206
89248,6563,208219
89249,6563,239789
89250,6563,5358
89251,6563,6148
89252,6563,282088
89253,6563,6147
89254,6563,282087
89255,6563,15205
89256,6563,271181
89257,6563,7429
89258,6563,11676
89259,6563,5470
89260,6563,8215
89262,6563,14640
89263,6563,14604
89268,6563,6134
89270,6563,90
89271,6563,1494
89272,6563,5359
89273,6563,6144
89274,6563,1492
89275,6563,4687
89276,6563,5361
89277,6563,5466
89278,6563,2937
89279,6563,4686
89280,6563,1493
89281,6563,5360
89282,6563,5467
89283,6563,6143
89284,6563,342947
89285,6563,14603
89286,6563,14638
89287,6563,14639
89288,6563,16026
89290,6559,12201
89291,6559,208214
89292,6559,239811
89293,6559,92
89294,6559,1930
89295,6559,329
89296,6559,5889
89297,6559,5890
89298,6559,2359
89299,6559,4661
89300,6559,2735
89301,6559,4121
89302,6559,9396
89303,6559,283843
89304,6559,2258
89305,6559,2919
89306,6559,11747
89307,6559,331970
89308,6559,4035
89309,6559,5855
89310,6559,11321
89311,6559,239654
89312,6559,7031
89313,6559,332997
89314,6559,4033
89315,6559,4034
89316,6559,8206
89317,6559,273419
89318,6559,12806
89319,6559,2593
89320,6559,4499
89321,6559,7032
89322,6559,8278
89323,6559,9025
89324,6559,238944
89325,6559,12076
89326,6559,282460
89327,6559,12099
89328,6559,208535
89329,6559,279939
89330,6559,279940
89331,6559,279941
89332,6559,280058
89333,6559,280059
89334,6559,284573
89335,6559,2752
89336,6559,2791
89337,6559,5465
89338,6559,11746
89339,6559,4120
89340,6559,2592
89341,6559,328000
89342,6559,279945
89343,6559,2887
89344,6559,4528
89345,6559,239514
89346,6559,262057
89347,6559,262058
89348,6559,11777
89349,6559,208209
89350,6559,11778
89351,6559,208211
89352,6559,11779
89353,6559,208212
89354,6559,239813
89355,6559,11780
89356,6559,208208
89357,6559,239843
89358,6559,11781
89359,6559,208210
89360,6559,11782
89361,6559,208207
89362,6559,11784
89363,6559,208213
89364,6559,239814
89365,6559,278145
89367,6559,12057
89368,6559,208388
89369,6559,5891
89370,6559,279627
89371,6559,279628
89372,6559,12100
89373,6559,282459
89374,6559,11665
89375,6559,282461
89376,6559,12101
89377,6559,282462
89378,6559,283845
89379,6559,11783
89380,6559,239336
89381,6559,13256
89382,6559,2736
89383,6559,281862
89384,6559,14352
89385,6559,14462
89386,6559,15307
89387,6559,273417
89388,6559,14464
89389,6559,16043
89390,6559,284311
89391,6559,262042
89392,6559,331117
89393,6561,8906
89394,6561,211090
89395,6561,238959
89396,6561,9502
89397,6561,238962
89398,6561,8907
89399,6561,211083
89400,6561,238958
89401,6561,8923
89402,6561,238963
89403,6561,8982
89404,6561,211092
89405,6561,238957
89406,6561,2749
89407,6561,2157
89408,6561,2551
89409,6561,4860
89410,6561,239367
89411,6561,272603
89412,6561,346773
89413,6561,4872
89414,6561,7209
89415,6561,239632
89416,6561,7023
89417,6561,239211
89418,6561,2751
89419,6561,5853
89420,6561,10120
89421,6561,239401
89422,6561,6561
89424,6561,8908
89425,6561,211091
89426,6561,238960
89427,6561,8905
89428,6561,211084
89429,6561,238961
89430,6561,6560
89433,6561,7206
89434,6561,239375
89435,6561,2156
89436,6561,8279
89437,6561,5854
89438,6561,8981
89439,6561,2723
89440,6561,4857
89441,6561,239631
89442,6561,7039
89443,6561,8400
89444,6561,344542
89445,6561,343533
89591,6574,87
89592,6574,192
89593,6574,2534
89594,6574,1588
89595,6574,1589
89596,6574,1590
89597,6574,1591
89598,6574,1592
89599,6574,1594
89600,6574,1593
89601,6574,1490
89602,6574,994
89603,6574,5256
89604,6574,209316
89605,6574,239849
89606,6574,274382
89607,6574,11341
89608,6574,267527
89609,6574,275120
89610,6574,275121
89611,6574,275122
89612,6574,275123
89614,6574,8505
89615,6574,239247
89616,6574,274391
89617,6574,9268
89618,6574,239001
89619,6574,8580
89620,6574,239613
89621,6574,9028
89622,6574,238898
89623,6574,12159
89624,6574,268125
89625,6574,268139
89626,6574,8924
89627,6574,15082
89628,6574,284551
89629,6574,11292
89630,6574,12250
89631,6574,10984
89632,6574,13977
89633,6574,11352
89634,6574,211334
89635,6574,284237
89636,6574,14902
89638,6574,3287
89639,6574,12924
89640,6574,3400
89641,6574,4811
89642,6574,264402
89643,6574,238849
89644,6574,4810
89645,6574,264406
89646,6574,238850
89647,6574,5613
89648,6574,2552
89649,6574,2554
89650,6574,2553
89651,6574,2555
89652,6574,2556
89653,6574,2557
89654,6574,2558
89655,6574,2605
89656,6574,2703
89657,6574,2606
89658,6574,2706
89659,6574,3707
89660,6574,3140
89661,6574,3184
89662,6574,3188
89663,6574,3189
89664,6574,3194
89665,6574,3190
89666,6574,3206
89667,6574,3205
89668,6574,3207
89669,6574,3289
89670,6574,3933
89671,6574,3297
89672,6574,8017
89673,6574,3304
89674,6574,3428
89675,6574,3431
89676,6574,3484
89677,6574,12962
89678,6574,3482
89679,6574,3490
89680,6574,3487
89683,6574,3995
89684,6574,4197
89685,6574,237269
89686,6574,3406
89687,6574,3408
89688,6574,3410
89689,6574,346881
89690,6574,347574
89691,6574,347577
89692,6574,3401
89693,6574,3402
89694,6574,313761
89695,6574,314595
89696,6574,3409
89697,6574,5818
89698,6574,2519
89699,6574,5887
89700,6574,5892
89701,6574,5900
89702,6574,5904
89703,6574,2497
89704,6574,587
89705,6574,702
89706,6574,694
89707,6574,697
89708,6574,595
89709,6574,588
89710,6574,699
89711,6574,701
89712,6574,237417
89713,6574,597
89714,6574,671
89715,6574,660
89716,6574,1061
89717,6574,1062
89718,6574,5941
89719,6574,5965
89720,6574,5942
89721,6574,780
89722,6574,672
89723,6574,696
89919,6543,349462
89920,6543,349463
89924,6543,349466
90955,6545,350477
90958,6574,350496
90959,6545,350498
90969,6543,350504
90970,6543,350505
90982,6543,350621
90990,6520,350704
91027,6546,350933
91029,6546,350935
91069,6546,350941
91123,5588,351025
91491,6543,351829
91509,6746,346745
91510,6746,345571
91511,6746,344550
91512,6746,344238
91513,6746,343091
91514,6746,341126
91515,6746,340501
91516,6746,272574
91517,6746,272575
91518,6746,272576
91519,6746,328809
91520,6746,328810
91521,6746,328811
91522,6746,272581
91523,6746,272582
91524,6746,272583
91525,6746,15799
91526,6746,5839
91527,6746,9019
91528,6746,238900
91529,6746,8900
91530,6746,238908
91531,6746,5844
91532,6746,15692
91533,6746,8901
91534,6746,238921
91535,6746,6886
91536,6746,9039
91537,6746,238940
91538,6746,14626
91539,6746,4062
91540,6746,346704
91541,6746,1222
91542,6746,14624
91543,6746,8896
91544,6746,238907
91545,6746,9503
91546,6746,238995
91547,6746,8983
91548,6746,238935
91549,6746,9554
91550,6746,211093
91551,6746,238941
91552,6746,7091
91553,6746,239293
91554,6746,14567
91555,6746,1169
91556,6746,6212
91557,6746,269616
91558,6746,239289
91559,6746,2742
91560,6746,1052
91561,6746,8904
91562,6746,238909
91563,6746,10096
91564,6746,238920
91565,6746,14622
91566,6746,280291
91567,6746,5846
91568,6746,6124
91569,6746,4848
91570,6746,239222
91571,6746,9442
91572,6746,238928
91573,6746,8892
91574,6746,211105
91575,6746,238912
91576,6746,8903
91577,6746,211106
91578,6746,238915
91579,6746,8637
91580,6746,14635
91581,6746,8902
91582,6746,238906
91583,6746,8897
91584,6746,238903
91585,6746,4846
91586,6746,7038
91587,6746,8566
91588,6746,7233
91589,6746,2743
91590,6746,9035
91591,6746,238936
91592,6746,7030
91593,6746,239625
91594,6746,8894
91595,6746,211102
91596,6746,238916
91597,6746,9541
91598,6746,238943
91599,6746,9547
91600,6746,238904
91601,6746,6123
91602,6746,238215
91603,6746,8338
91604,6746,9056
91605,6746,238894
91606,6746,8888
91607,6746,9542
91608,6746,238993
91609,6746,208306
91610,6746,7290
91611,6746,239628
91612,6746,8889
91613,6746,211100
91614,6746,238918
91615,6746,231758
91616,6746,231759
91617,6746,15775
91618,6746,238899
91619,6746,14627
91620,6746,1051
91621,6746,1171
91622,6746,1666
91623,6746,239587
91624,6746,6523
91625,6746,2739
91626,6746,7291
91627,6746,239624
91628,6746,8337
91629,6746,9441
91630,6746,238925
91631,6746,5840
91632,6746,2149
91633,6746,9445
91634,6746,238927
91635,6746,8890
91636,6746,211098
91637,6746,238917
91638,6746,8504
91639,6746,9956
91640,6746,238905
91641,6746,8978
91642,6746,8891
91643,6746,211104
91644,6746,238910
91645,6746,9033
91646,6746,238938
91647,6746,9041
91648,6746,238930
91649,6746,2932
91650,6746,239629
91651,6746,9545
91652,6746,238902
91653,6746,4845
91654,6746,9319
91655,6746,238931
91656,6746,2577
91657,6746,14625
91658,6746,9037
91659,6746,238933
91660,6746,9438
91661,6746,238929
91662,6746,9439
91663,6746,238922
91664,6746,2575
91665,6746,238123
91666,6746,14621
91667,6746,2744
91668,6746,9537
91669,6746,238942
91670,6746,10637
91671,6746,9443
91672,6746,238923
91673,6746,9437
91674,6746,238924
91675,6746,7036
91676,6746,8893
91677,6746,211099
91678,6746,238913
91679,6746,9036
