ID,FileDataID,Roll,Pitch,Yaw,TextureFileDataID[0],TextureFileDataID[1],TextureFileDataID[2],TextureScrollRateU[0],TextureScrollRateU[1],TextureScrollRateU[2],TextureScrollRateV[0],TextureScrollRateV[1],TextureScrollRateV[2],TextureScaleU[0],TextureScaleU[1],TextureScaleU[2],TextureScaleV[0],TextureScaleV[1],TextureScaleV[2]
23,1101646,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
24,0,0,0,0,1147508,0,0,0,0,0,0,0,0,1,1,1,1,1,1
25,0,0,0,0,1121467,0,0,0,0,0,0,0,0,1,1,1,1,1,1
29,1003306,0,0,90,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
30,1003307,0,0,90,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
31,1101646,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
32,1003306,0,0,90,984065,0,0,0,0,0,0,0,0,1,1,1,1,1,1
33,1089052,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
37,959109,0,0,90,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
38,1003306,0,0,90,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
39,0,0,0,0,1147498,0,0,0,0,0,0,0,0,1,1,1,1,1,1
40,1127353,0,0,0,1147499,0,0,0,0,0,0,0,0,1,1,1,1,1,1
41,1127359,0,0,0,1147506,0,0,0,0,0,0,0,0,1,1,1,1,1,1
42,0,0,0,0,1147502,0,0,0,0,0,0,0,0,1,1,1,1,1,1
43,0,0,0,0,1147505,0,0,0,0,0,0,0,0,1,1,1,1,1,1
45,0,0,0,0,1147501,0,0,0,0,0,0,0,0,1,1,1,1,1,1
46,1127357,0,0,0,1147503,0,0,0,0,0,0,0,0,1,1,1,1,1,1
47,0,0,0,0,1147500,0,0,0,0,0,0,0,0,1,1,1,1,1,1
58,1121467,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
59,1101645,0,0,90,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
62,0,0,0,0,1147509,0,0,0,0,0,0,0,0,1,1,1,1,1,1
65,0,0,0,0,1147500,0,0,0,0,0,0,0,0,1,1,1,1,1,1
67,0,0,0,0,1147505,0,0,0,0,0,0,0,0,1,1,1,1,1,1
68,0,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
71,0,0,0,0,1127354,0,0,0,0,0,0,0,0,1,1,1,1,1,1
72,0,0,0,0,1127354,0,0,0,0,0,0,0,0,1,1,1,1,1,1
76,0,0,0,0,1237598,0,0,0,0,0,0,0,0,1,1,1,1,1,1
77,0,0,0,0,1147502,0,0,0,0,0,0,0,0,1,1,1,1,1,1
78,0,0,0,0,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
79,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
317,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
318,0,0,0,90,1101646,0,0,0,0,0,0,0,0,1,1,1,1,1,1
319,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
320,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
321,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
322,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
323,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
324,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
325,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
326,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
327,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
328,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
329,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
330,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
331,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
332,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
333,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
334,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
335,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
336,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
337,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
338,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
339,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
340,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
341,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
342,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
343,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
344,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
345,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
346,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
347,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
348,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
349,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
350,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
351,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
352,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
353,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
354,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
355,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
356,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
357,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
358,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
359,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
360,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
361,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
362,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
363,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
364,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
365,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
366,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
367,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
368,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
369,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
370,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
371,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
372,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
373,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
374,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
375,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
376,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
377,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
378,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
379,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
380,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
381,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
382,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
383,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
384,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
385,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
386,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
387,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
388,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
389,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
390,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
391,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
392,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
393,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
394,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
395,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
396,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
397,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
398,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
399,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
400,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
401,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
402,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
403,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
404,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
405,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
406,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
407,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
408,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
409,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
410,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
411,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
412,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
413,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
414,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
415,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
416,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
417,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
418,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
419,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
420,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
421,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
422,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
423,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
424,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
425,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
426,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
427,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
428,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
429,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
430,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
431,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
432,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
433,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
434,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
436,0,0,0,90,1101646,0,0,0,0,0,0,0,0,1,1,1,1,1,1
437,0,0,0,0,1147495,0,0,0,0,0,0,0,0,1,1,1,1,1,1
438,0,0,0,0,1147492,0,0,0,0,0,0,0,0,1,1,1,1,1,1
439,1089592,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
440,0,0,0,0,1147491,0,0,0,0,0,0,0,0,1,1,1,1,1,1
441,0,0,0,0,1147490,0,0,0,0,0,0,0,0,1,1,1,1,1,1
442,0,0,0,0,1147493,0,0,0,0,0,0,0,0,1,1,1,1,1,1
443,0,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
444,0,0,0,0,1147496,0,0,0,0,0,0,0,0,1,1,1,1,1,1
445,0,0,0,0,1147493,0,0,0,0,0,0,0,0,1,1,1,1,1,1
446,0,0,0,0,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
447,0,0,0,0,1387203,0,0,0,0,0,0,0,0,1,1,1,1,1,1
448,1003306,0,0,90,1147498,0,0,0,0,0,0,0,0,1,1,1,1,1,1
449,1101646,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
450,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
451,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
452,1101646,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
453,1121467,0,0,0,1147500,0,0,0,0,0,0,0,0,1,1,1,1,1,1
454,0,0,0,0,1147491,0,0,0,0,0,0,0,0,1,1,1,1,1,1
455,1101646,0,0,0,1260194,0,0,0,0,0,0,0,0,1,1,1,1,1,1
456,1101646,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
457,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
458,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
459,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
460,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
461,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
462,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
463,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
464,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
465,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
466,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
467,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
468,0,0,0,90,1254360,0,0,0,0,0,0,0,0,1,1,1,1,1,1
469,0,0,0,90,1254362,0,0,0,0,0,0,0,0,1,1,1,1,1,1
470,0,0,0,90,1254361,0,0,0,0,0,0,0,0,1,1,1,1,1,1
471,0,0,0,90,1254363,0,0,0,0,0,0,0,0,1,1,1,1,1,1
472,1101646,0,0,0,1255207,0,0,0,0,0,0,0,0,1,1,1,1,1,1
473,1121467,0,0,0,1147490,0,0,0,0,0,0,0,0,1,1,1,1,1,1
474,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
475,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
476,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
477,0,0,0,90,1254360,0,0,0,0,0,0,0,0,1,1,1,1,1,1
478,0,0,0,90,1260192,0,0,0,0,0,0,0,0,1,1,1,1,1,1
479,0,0,0,90,1260197,0,0,0,0,0,0,0,0,1,1,1,1,1,1
480,0,0,0,90,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
481,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
482,1089052,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
483,1121467,0,0,0,1147500,0,0,0,0,0,0,0,0,1,1,1,1,1,1
484,1089052,0,0,0,1260193,0,0,0,0,0,0,0,0,1,1,1,1,1,1
485,1121467,0,0,0,1147505,0,0,0,0,0,0,0,0,1,1,1,1,1,1
486,1121467,0,0,0,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
487,1121467,0,0,0,1147506,0,0,0,0,0,0,0,0,1,1,1,1,1,1
488,1101646,0,0,0,1260193,0,0,0,0,0,0,0,0,1,1,1,1,1,1
489,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
490,1121467,0,0,0,1147505,0,0,0,0,0,0,0,0,1,1,1,1,1,1
491,1121467,0,0,0,1147506,0,0,0,0,0,0,0,0,1,1,1,1,1,1
492,1121467,0,0,0,1147500,0,0,0,0,0,0,0,0,1,1,1,1,1,1
493,1121467,0,0,0,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
494,1121467,0,0,0,1255207,0,0,0,0,0,0,0,0,1,1,1,1,1,1
495,0,0,0,90,1147506,0,0,0,0,0,0,0,0,1,1,1,1,1,1
496,0,0,0,0,1147491,0,0,0,0,0,0,0,0,1,1,1,1,1,1
497,0,0,0,0,1147492,0,0,0,0,0,0,0,0,1,1,1,1,1,1
498,0,0,0,0,1147493,0,0,0,0,0,0,0,0,1,1,1,1,1,1
499,1121467,0,0,0,1147495,0,0,0,0,0,0,0,0,1,1,1,1,1,1
500,1089052,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
501,0,0,0,90,1089595,930327,930327,0,1,2,0,0,0,1,1,1,0.5,1,0.5
502,0,0,0,90,1260198,0,0,0,0,0,0,0,0,1,1,1,1,1,1
503,1101646,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
504,1101646,0,0,0,1268982,0,0,0,0,0,0,0,0,1,1,1,1,1,1
505,1101646,0,0,0,1147501,0,0,0,0,0,0,0,0,1,1,1,1,1,1
506,0,0,0,90,1260199,0,0,0,0,0,0,0,0,1,1,1,1,1,1
507,1121467,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
508,1121467,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
509,1089052,0,0,0,1147494,0,0,0,0,0,0,0,0,3,1,1,1,3,1
510,1121467,0,0,0,984065,0,0,0,0,0,0,0,0,1,1,1,1,1,1
511,1121467,0,0,0,1147500,0,0,0,0,0,0,0,0,1,1,1,1,1,1
512,1121467,0,0,0,959109,0,0,0,0,0,0,0,0,1,1,1,1,1,1
513,1089052,0,0,0,1147494,0,0,0,0,0,0,0,0,3,1,1,1,3,1
514,0,0,0,0,1305037,0,0,0,0,0,0,0,0,1,1,1,1,1,1
515,1121467,0,0,0,1260193,0,0,0,0,0,0,0,0,1,1,1,1,1,1
516,1089592,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
517,1121467,0,0,0,1255207,0,0,0,0,0,0,0,0,1,1,1,1,1,1
519,1121467,0,0,0,959109,0,0,0,0,0,0,0,0,1,1,1,1,1,1
520,1121467,0,0,0,1147499,0,0,0,0,0,0,0,0,2,1,1,1,2,1
521,1121467,0,0,0,1147506,0,0,0,0,0,0,0,0,1,1,1,1,1,1
522,1121467,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
523,1121467,0,0,0,959109,0,0,0,0,0,0,0,0,1,1,1,1,1,1
524,0,0,0,0,1147491,0,0,0,0,0,0,0,0,1,1,1,1,1,1
525,1121467,0,0,0,1147502,0,0,0,0,0,0,0,0,2,1,1,1,2,1
526,1121467,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
527,1121467,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
528,0,0,0,0,1280594,0,0,0,0,0,0,0,0,1,1,1,1,1,1
529,1121467,0,0,0,959109,0,0,0,0,0,0,0,0,2,1,1,1,2,1
530,1121467,0,0,0,1147491,0,0,0,0,0,0,0,0,1,1,1,1,1,1
531,0,0,0,90,1277880,0,0,0,0,0,0,0,0,1,1,1,1,1,1
532,0,0,0,90,1237598,0,0,0,0,0,0,0,0,1,1,1,1,1,1
533,0,0,0,90,1260197,0,0,0,0,0,0,0,0,1,1,1,1,1,1
534,1121467,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
535,0,0,0,90,1147502,0,0,0,0,0,0,0,0,1,1,1,1,1,1
536,0,0,0,90,1260195,1273162,987764,0,1,0,0,0,0,1,1,1,1,1,1
537,0,0,0,90,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
538,0,0,0,90,1260197,0,0,0,0,0,0,0,0,1,1,1,1,1,1
539,0,0,0,90,1260197,0,0,0,0,0,0,0,0,1,1,1,1,1,1
541,1121467,0,0,0,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
542,1121467,0,0,0,1147505,0,0,0,0,0,0,0,0,1,1,1,1,1,1
543,1101646,0,0,0,1260198,0,0,0,0,0,0,0,0,2.27,1,1,1,2.21,1
545,0,0,0,90,1147496,0,0,0,0,0,0,0,0,1,1,1,1,1,1
546,0,0,0,90,1260197,0,0,0,0,0,0,0,0,1,1,1,1,1,1
547,0,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
548,0,0,0,90,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
549,0,0,0,90,1334004,0,0,0,0,0,0,0,0,1,1,1,1,1,1
550,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
551,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
552,0,0,0,90,1339292,0,0,0,0,0,0,0,0,1,1,1,1,1,1
553,0,0,0,90,1339290,0,0,0,0,0,0,0,0,1,1,1,1,1,1
554,0,0,0,90,1339291,0,0,0,0,0,0,0,0,1,1,1,1,1,1
555,1003306,0,0,90,984065,0,0,0,0,0,0,0,0,1,1,1,1,1,1
556,1089052,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
557,0,0,0,90,1342609,961904,1109876,0,1,1,0,0.5,1.25,1,0.7,0.5,0.5,1,0.7
558,1089052,0,0,0,1147497,0,0,0,0,0,0,0,0,1,1,1,1,1,1
559,971054,0,0,90,1339292,0,0,0,0,0,0,0,0,1,1,1,1,1,1
560,1121467,0,0,0,1147494,0,0,0,0,0,0,0,0,1,1,1,1,1,1
561,0,0,0,90,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
562,971054,0,0,90,1147505,0,0,0,0,0,0,0,0,1,1,1,1,1,1
563,1121467,0,0,0,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
564,1121467,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
566,0,0,0,90,1342609,1353417,1353417,0,1.25,1.25,0,0.5,1.25,1,0.7,0.5,0.5,1,0.7
567,1121467,0,0,0,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
568,0,0,0,0,1360461,0,0,0,0,0,0,0,0,1,1,1,1,1,1
569,1003306,0,0,90,1147504,0,0,0,0,0,0,0,0,1,1,1,1,1,1
570,0,0,0,0,1147491,0,0,0,0,0,0,0,0,1,1,1,1,1,1
571,1089052,0,0,0,1147494,0,0,0,0,0,0,0,0,3,1,1,1,3,1
572,1003306,0,0,90,1147496,0,0,0,0,0,0,0,0,1,1,1,1,1,1
573,1003306,0,0,90,1260193,0,0,0,0,0,0,0,0,1,1,1,1,1,1
574,0,0,0,90,1339290,0,0,0,0,0,0,0,0,1,1,1,1,1,1
575,0,0,0,90,1339292,0,0,0,0,0,0,0,0,1,1,1,1,1,1
576,959109,0,0,90,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
577,1003306,0,0,90,1260193,0,0,0,0,0,0,0,0,1,1,1,1,1,1
578,0,0,0,90,1339292,0,0,0,0,0,0,0,0,1,1,1,1,1,1
579,0,0,0,90,1376516,0,0,0,0,0,0,0,0,1,1,1,1,1,1
580,0,0,0,0,1260197,0,0,0,0,0,0,0,0,1,1,1,1,1,1
581,0,0,0,90,1278112,0,0,0,0,0,0,0,0,1,1,1,1,1,1
583,0,0,0,0,1147501,0,0,0,0,0,0,0,0,1,1,1,1,1,1
584,1121467,0,0,0,1245031,0,0,0,0,0,0,0,0,1,1,1,1,1,1
585,0,0,0,0,1089595,0,0,0,0,0,0,0,0,1,1,1,1,1,1
586,0,0,0,90,1342609,961904,1109876,0,1,1,0,0.5,1.25,1,0.7,0.5,0.5,1,0.7
587,1089052,0,0,0,1147494,0,0,0,0,0,0,0,0,3,1,1,1,3,1
589,0,0,0,90,1255207,998940,998940,0,1.25,1.25,0,0.5,1.25,1,0.7,0.5,0.5,1,0.7
