ID,NameSubtext_lang,Description_lang,AuraDescription_lang
122,,Blasts enemies within $A1 yds of the caster for $122s1 Frost damage and freezes them in place for up to $122d.  Damage caused may interrupt the effect.,Frozen in place.
124,,Blesses all targets with a holy infusion of power or curse them with the bane of all raiders.,
126,Summon,"Summons an Eye of Kilrogg and binds your vision to it.  The eye $?s58081[flies very quickly][is stealthed and moves quickly] but is very fragile.$?s58081[

If you cast Demonic Circle: Summon while controlling an Eye of Kilrogg, the circle will appear where the eye is located.][]","Controlling Eye of Kilrogg.
Detecting Invisibility."
130,,Slows friendly party or raid target's falling speed for $d.,Slows falling speed.
133,,Hurls a fiery ball that causes $s1 Fire damage.,
134,,Surrounds an ally with a shield of flame that inflicts $3052s1 Fire damage to nearby enemies every $t1 sec.  Lasts $d.,Inflicting $3052s1 Fire damage to nearby enemies every $t1 sec.
136,,"Heals your pet for $?s56833[${$<total>+$56833m4}][$<total>]% of its total health over $d.$?s19573[  Each time Mend Pet heals your pet, it has a $19573s1% chance to cleanse $24406s1 Curse, Disease, Magic, or Poison effect.][]",Heals $w1% of the pets health every $t1 sec.
139,,Heals the target for $m1 every $t1 sec for $d.,Healing $w1 health every $t1 sec.
142,,,
172,,"Corrupts the target, causing $146739o1 Shadow damage over $146739d.$?(a104315&a138134)[

Generates ${$m2*1.1}.1 Demonic Fury each time it deals damage.]?a104315[

Generates $m2 Demonic Fury each time it deals damage.][]",
184,,Surrounds an ally with a shield of flame that inflicts Fire damage to nearby enemies every $t1 sec.  Lasts $d.,Inflicting Fire damage to nearby enemies every $t1 sec.
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
227,,,
228,Rank 2,"Transforms the enemy into a chicken that cannot cast, and does $s3% less damage for up to $d.",Cannot cast spells and damage reduced by $s3%.
246,,Slows the enemy's movement by $s2% and their attack speed by $s1% for $d.,"Movement speed reduced by $s2%.
Attack speed reduced by $s1%."
260,,,
261,,,
264,,,
265,,Kills all enemies in a 30 yard radius.  Cheater.,
266,,,
269,,,
271,,,
324,,"The caster is surrounded by a reactive lightning barrier. When a spell, melee or ranged attack hits the caster, the attacker will be struck for $26364s1 Nature damage. This effect may only occur once every few seconds. Lasts $d. 

Only one of your Elemental Shields can be active on you at once.",Deals Nature damage to attackers.
331,,"Heals a friendly target for $s1.$?s55440[  When you heal someone other than yourself, you are also healed for $55440s1% of the spell's effect.][]",
339,,"Roots the target in place for $d.  Damage caused may interrupt the effect.$?s106731&s106735[

|C0033AA11Tree of Life: Instant cast|R][]",Rooted.
348,,"Burns the enemy for $s2 Fire damage and then an additional $o1 Fire damage over $d.$?s108647[

Critical strikes generate Burning Embers.][]$?s348[][

Replaces Corruption.]",Suffering $w1 Fire damage every $t1 sec.
355,,"Taunts the target to attack you, and increases threat that you generate against the target by $s2% for $d.",Taunted.
370,,"Purges the enemy target, removing $m1 beneficial Magic $leffect:effects;.$?(s147762&s51530)
[ Successfully purging a target grants a stack of Maelstrom Weapon.][]",
379,,"Protects the target with an earthen shield, giving a chance of ignoring spell interruption when damaged and causing attacks to heal the shielded target.  This effect can only occur once every few seconds.  Limited charges. Earth Shield can only be placed on one target at a time and only one Elemental Shield can be active on a target at a time.",
403,,"Fires a bolt of lightning at the target, dealing $s1 Nature damage. Can be cast while moving.",
408,,"Finishing move that stuns the target.  Lasts longer per combo point:
   1 point  : 2 seconds
   2 points: 3 seconds
   3 points: 4 seconds
   4 points: 5 seconds
   5 points: 6 seconds","Stunned.$?$w2!=0[
Damage taken increased by $w2%.][]"
421,,"Hurls a lightning bolt at the enemy, dealing $s1 Nature damage and then jumping to additional nearby enemies.  Affects $x1 total targets.",
427,,Teleport to the Monastery!!!,
428,,,
430,,Restores ${$m2/5*18} mana over $d.  Must remain seated while drinking.,Restores ${$m2/5} mana per second.
431,,Restores ${$m2/5*21} mana over $d.  Must remain seated while drinking.,Restores ${$m2/5} mana per second.
432,,Restores ${$m2/5*24} mana over $d.  Must remain seated while drinking.,Restores ${$m2/5} mana per second.
433,,Restores ${$m1*18/5} health over $d.  Must remain seated while eating.,Restores ${$m1/5} health per second.
434,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
435,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
436,,Restores $s1 mana.,
437,,Restores $s1 mana.,
438,,Restores $s1 mana.,
439,,Restores $s1 health.,
440,,Restores $s1 health.,
441,,Restores $s1 health.,
442,,Teleport to Northshire Abbey!!!,
443,,Teleport to the Barracks!!!,
444,,Teleport to the Lighthouse!!!,
445,,Teleport to Darkshire!!!,
446,,Teleport to the Cemetary!!!,
447,,Teleport to the Treant!!!,
448,,,
454,,,
456,,,
458,,Summons and dismisses a rideable Brown Horse.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
459,,Summons and dismisses a rideable gray wolf.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
461,,,
463,,,
464,,,
468,,Summons and dismisses a rideable White Stallion.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
469,,"Increases the Stamina of all party and raid members within $a1 yards by $s1%. Lasts $d.

Generates ${$92049m1/10} Rage.",Stamina increased by $w1%.
470,,Summons and dismisses a rideable Black Stallion.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
471,,Summons and dismisses a rideable Palomino.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
472,,Summons and dismisses a rideable Pinto.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
475,,"Removes all Curses from a friendly target. $?s115700[If any Curses are successfully removed, you deal $115701s1% additional damage for $115701d.][]",
483,,,
498,,Reduces magical damage taken by $s1% $?s54924[and physical damage taken by $s2%][] for $d.,"Magical damage taken reduced by $w1%.$?$w2!=0[
Physical damage taken reduced by $w2%.][]"
512,Rank 2,"Forms icy chains around the enemy, locking the target in place for $d.",Rooted in place.
514,,,
515,Rank 1,Teaches Lesser Invisibility.,
518,,Summons a Spawn of Fankriss from the depths of Ahn'Qiraj.,
522,,,
527,,"Dispels harmful effects on the target, removing all Magic and Disease effects.",
528,,"Dispels Magic on the enemy target, removing $m1 beneficial Magic $leffect:effects;.",
530,,,
546,,Allows the friendly target to walk across water for $d.  Any damage will cancel the effect.,Allows walking over water.
550,Rank 1,Target is immune to poison for $d and is cured of any existing poisons.,Immune to Poison.
556,,Yanks the caster through the twisting nether back to $?s147787[your faction's Earthshrine.][$z.  Speak to an Innkeeper in a different place to change your home location.],
568,,"Deals $s1 Arcane damage to all enemies within $a1 yards, reducing their movement speed by $s3% and knocking them back.",Movement speed reduced by $s3%.
578,,Summons and dismisses a rideable Black Wolf.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
579,,Summons and dismisses a rideable red wolf.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
580,,Summons and dismisses a rideable Timber Wolf.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
581,,Summons and dismisses a rideable winter wolf.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
585,,Smite an enemy for $s1 Holy damage.$?s55692&!s139139[ Damage is increased by $55692s1% if the target is afflicted by Holy Fire.][]$?s55692&s139139[ Damage is increased by $55692s1% if the target is afflicted by Power Word: Solace][],
586,,"Fade out, temporarily removing all your threat$?s55684[ and reducing all damage taken by $55684s1%][] for $d.$?s108942[

$@spelldesc108942][]",Reduced threat level$?$w2=0[][ and $55684s1% less damage taken].
588,,"A burst of Holy energy fills the caster, increasing the armor value from items by $<innerfire>% and spell power by $s2%. $?s73413[

You can only have Inner Will or Inner Fire active at a time.][]",Increases armor from items by $w1% and spell power by $s2%.
589,,"A word of darkness that causes $s1 Shadow damage instantly, and an additional ${$o1-$m1} Shadow damage over $d.",$w1 Shadow damage every $t1 seconds.
596,,A powerful prayer heals the friendly target's party members within $A1 yards for $s1$?s55680[ and an additional $55680s1% over $56161d.][.],
603,Metamorphosis,"Inflicts impending doom upon the target, causing $o1 Shadow damage over $d. 

When Doom critically strikes, a Wild Imp will be summoned to attack the target.",Suffering $w1 Shadow damage every $t1 sec.
605,,Controls a mind up to level $s1 for $d.  Does not work versus Mechanical beings.,Charmed.
606,Rank 1,Drains $o1 mana from the target over $d.,"Mana drain, $s1 points every 5 seconds."
611,Rank 1,Teaches Seal of Sacrifice (Rank 1).,
633,,"Heals a friendly target for an amount equal to your maximum health$?s54939[ and causes you to regain $54986s1% of your maximum mana][].

Cannot be used on a target with Forbearance.  Causes Forbearance for $25771d.",
635,,Heals a friendly target for $s1.,
642,,"Protects you from all damage and spells for $d, but reduces all damage you deal by $s1%.  

Cannot be used on a target with Forbearance.  Causes Forbearance for $25771d.","Immune to all attacks and spells, but reduces all damage you deal by $s1%."
668,,,
669,,,
670,,,
671,,,
672,,,
673,,Increases your armor by $m1 for $d.  Guardian Elixir.,Armor increased by $w1.  Guardian Elixir.
674,Passive,Allows one-hand and off-hand weapons to be equipped in the off-hand.,
676,,Disarm the enemy's weapons and shield for $d. Disarmed creatures deal significantly reduced damage.,Disarmed!
686,,"Sends a shadowy bolt at the enemy, causing $s3 Shadow damage.$?(a104315&a138134)[

Generates ${$m2*1.1}.1 Demonic Fury.]?a104315[

Generates $m2 Demonic Fury.][]",
688,Summon,"Summons an Imp under the command of the Warlock. 

Imps cast ranged Firebolts$?s124538[, can heal their master over time][]$?s103150[, cleanse hostile magic effects][]$?s103127[ and provide a health boost to nearby allies.][.]$?s74434[

|cFFFFFFFFSoulburn:|r
|cFF8282FFInstant cast.|r][]",
689,,"Drains the life from the target, causing ${$689m1+0.334*$SP} Shadow damage and restoring $689s2% of the caster's total health every $689t1 sec. Lasts $689d.$?a104315&!a54879[

Generates $m3 Demonic Fury per second.|r][]$?s74434[

|cFFFFFFFFSoulburn:|r
|cFF8282FFHealing increased by ${$89420m2/$689m2*100-100}%.|R][]","Suffering $w1 Shadow damage every $t1 seconds. 

Restoring $689s2% of maximum health to the caster when Drain Life deals damage."
691,Summon,"Summons a Felhunter under the command of the Warlock.

Felhunters are drawn to magic$?s103135[, can interrupt spellcasting][] and heal themselves by consuming beneficial magic effects from enemies.$?s74434[

|cFFFFFFFFSoulburn:|r
|cFF8282FFInstant cast.|r][]",
692,,,
697,Summon,"Summons a Voidwalker under the command of the Warlock.

Voidwalkers can withstand heavy punishment$?s124539[, disarm melee attackers][]$?s103130[, deal Shadow damage to enemies who harm them][]$?s103142[, increase their health when near death][]$?s103128[ and taunt enemies attacking their master.][.] $?s74434[

|cFFFFFFFFSoulburn:|r
|cFF8282FFInstant cast.|r][]",
698,,"Begins a ritual that creates a summoning portal.  The summoning portal can be used by allies to summon a targeted party or raid member.

$@spellname118827
$@spelldesc118827",
700,Rank 1,Puts the enemy target to sleep for up to $d.  Any damage caused will awaken the target.  Only one target can be asleep at a time. Unreliable on targets above level 30.,Asleep.
703,,"Garrote the enemy, silencing them for $1330d and causing ${($m1+$AP*$<bonus>*0.078)*6} damage over $d, increased by your attack power.  Must be stealthed. Awards $s2 combo $lpoint:points;$?s138106[ and causes you to appear behind the target][].",$w1 damage every $t1 seconds.
710,,"Banishes an enemy Demon, Aberration or Elemental for up to $d.  

$@spellname118857
$@spelldesc118857","Invulnerable, but unable to act."
712,Summon,"Summons a Succubus under the command of the Warlock.

Succubi are dangerous, close-range spellcasters. They$?s103140[ turn invisible][]$?s103141[, knock away enemies][]$?s103140[ and][] seduce Humanoid creatures, preventing them from attacking. $?s74434[

|cFFFFFFFFSoulburn:|r
|cFF8282FFInstant cast.|r][]",
713,Summon,"Summons an Incubus under the command of the Warlock.

Incubi are dangerous, close-range spellcasters. They$?s103140[ turn invisible][]$?s103141[, knock away enemies][]$?s103140[ and][] seduce Humanoid creatures, preventing them from attacking. $?s74434[

|cFFFFFFFFSoulburn:|r
|cFF8282FFInstant cast.|r][]",
720,,"The lair of Fankriss the Unyielding pulls the target into the path of nearby silithid hatchlings, rooting it for $d.",Rooted.
724,,Creates a Holy Lightwell.  Friendly players can click the Lightwell to restore ${(($7001m1+($SP*.553)))*1.5} health every $7001t sec for $7001d.  Attacks done to you equal to $724s2% of your total health will cancel the effect. Lightwell lasts for $d or $?a55673[${$126150u+2}][$126150u] charges.,
731,,"The lair of Fankriss the Unyielding pulls the target into the path of nearby silithid hatchlings, rooting it for $d.",Rooted.
739,,,
740,,"Heals $740s3 ($740s4 in 25 player instances) nearby lowest health party or raid targets within $44203A1 yards with Tranquility every $740t1 sec for $740d. 

Tranquility heals for $44203s1 plus an additional $44203s2 every $44203t2 sec over $44203d. Stacks up to $44203u times. The Druid must channel to maintain the spell.",Heals nearby lowest health party or raid targets for $44203s1 plus an additional $44203s2 every $44203t2 sec over $44203d. Stacks up to $44203u times.
742,,,
744,,Inflicts Nature damage to an enemy every $t1 sec. for $d.,Nature damage inflicted every $t1 sec.
745,,"Casts a web over an enemy, immobilizing it for $d.",Immobilized.
746,Rank 1,Heals $o1 damage over $d.,Healing $w1 damage every second.
747,,Summons $s1 copies of the caster.,
750,,Allows you to equip Plate armor items.,
755,,"Sacrifices $s3% of your maximum health to restore $s1% of your summoned Demon's maximum health every $t1 sec. Lasts for $d.$?$m1=0[

$@spellname118782
$@spelldesc118782][] $?s103101[

|cFFFFFFFFSoulburn:|r
|cFF8282FFRestores $103101s1% more health and reduces damage taken by $104220s1% for $104220d.|R][]",Transferring Life.
759,,"Conjures a Mana Gem that can be used to $?s56363[restore $5405o2 mana over $5405d][instantly restore $5405s1 mana], and holds up to $s2 charges.

$@spellname118812
$@spelldesc118812",
768,Shapeshift,"Shapeshift into Cat Form, causing Agility to increase attack power, increasing autoattack damage by $s3%, and increasing movement speed by $113636s1% (cumulative with most other movement speed increases).$?s47180[  Additionally, all healing done to you is increased by $47180s1%.][]

Also protects the caster from Polymorph effects and allows the use of various cat abilities.

Energy regeneration continues while not in Cat Form.

The act of shapeshifting frees the caster of movement impairing effects.","Immune to Polymorph effects.  Causes Agility to increase attack power, increases autoattack damage by $s3%, and increases movement speed by $113636s1%.$?$w2=100[  Additionally, all healing done to you is increased by $47180s1%][]"
770,,"Faeries surround the target, preventing it from stealthing or turning invisible, and causing 3 applications of the Weakened Armor debuff.

Deals $770m2 damage$?s114237[, silences for $114238d,][] and has a $93622s1% chance to reset the cooldown on Mangle when cast from Bear Form.

|Tinterface\icons\ability_warrior_sunder.blp:24|t |cFFFFFFFFWeakened Armor|r
Weakens the armor of the target by $113746s1% for $113746d.  Stacks up to $113746u times.","While affected, the target cannot stealth or turn invisible."
774,,Heals the target for $s3 and an additional $s3 every $t1 sec for $d.,Heals $w1 damage every $t1 seconds.
779,,"Swipe nearby enemies, inflicting $s1 damage.

Deals $s2% increased damage against bleeding targets.",
781,,"You attempt to leap backwards$?s109215[, clearing movement impairing effects, and increasing your movement speed by $118922s1% for $118922d][]$?s109298[ and activating a web trap which encases all targets within $115928A1 yards in sticky webs, preventing movement for $136634d][]. $?s132106[Restores $115927s1% of your maximum health.][]",You attempt to leap backwards.
783,Shapeshift,"Shapeshift into travel form, increasing movement speed by $5419s1%.  Also protects the caster from Polymorph effects.  Only useable outdoors.

The act of shapeshifting frees the caster of movement impairing effects.",Immune to Polymorph effects.  Movement speed increased by $5419s1%.
785,,"Converted by the powers of the Prophet Skeram, the target is converted and filled with divine power. While converted, the target's spells are cast instantly, damage is increased by $s2%, all resistances increased by $2313s2 and movement speed is increased by $2313s3%. Lasts $d.","Charmed.
Damage increased by $s2%.
Spells cast instantly.
All resistances increased by $2313s2.
Movement speed increased by $2313s3%."
799,,,
800,,,
802,,Increases the health and damage of a nearby scarab.,"Health is increased by $s1%.
Damage dealt is increased by $s3%."
804,,"Infuses a scarab with energy, causing it to explode after $t1 sec.",Preparing to explode.
806,,Increases Strength by $s1 and does $s2 damage to you every $m2 sec for $d.,Increased Strength and periodic damage.
812,,Periodically casts mana burn.,Periodically casts mana burn.
813,,,
814,,,
815,,,
816,,,
817,,,
818,,Builds a campfire that increases the spirits of those nearby by 4 and allows cooking.,
822,Racial Passive,Reduces Arcane damage taken by $s1%.,
823,,,
824,Passive,,
825,Passive,,
826,Passive,,
827,,Increases riding speed by $s1.,
828,Passive,,
829,,,
830,,,
831,,,
833,,Instantly heals $s1 damage.  Also restores $o2 mana over $d.  Must remain seated while drinking.,Restores $/5;s2 mana per second.
835,,Stuns target for $d.  Increased chance to be resisted when used against targets over level 60.,Stunned.
836,,,
845,,"A sweeping attack that strikes the target and an additional nearby target, dealing $m1% weapon damage (${$m1*1.40}% if a one-handed weapon is equipped)$?s58366[ and reducing the target's movement speed by $129923s1% for $129923d][].

Use when you have more Rage than you can spend.",
851,Rank 3,Transforms the enemy into a helpless sheep that cannot cast spells or attack and movement speed is reduced by $s2% for up to $d.,"Cannot cast, attack or cast spells and movement speed is reduced by $s2%."
853,,Stuns the target for $d.,Stunned.
871,,Reduces all damage taken by $s1% for $d.,All damage taken reduced by $w1%.
879,,Forcefully attempt to expel the evil from the target with a blast of Holy Light. Causes $s1 Holy damage and generates a charge of Holy Power.,
883,,Summons your first pet to you.,
886,Rank 2,Teaches Invisibility.,
897,,,
898,,Creates a Potion of Fervor.,
921,,Pick the target's pocket.,
932,,Restores target's mana.,
952,,,
974,,"Protects the target with an earthen shield, increasing the effectiveness of Shaman healing spells on that target by $s2%, and causing attacks to heal the shielded target for $<heal>. $n charges. Lasts $d. This effect can only occur once every few seconds. 

Earth Shield can only be placed on one target at a time, only one Earth Shield may be on a target at a time, and only one of your Elemental Shields can be active on you at once.","Increases Shaman healing effects by $s2%.
Triggers a heal when struck by an attacker."
980,,"Inflicts increasing agony on the target, causing up to ${$o1*10} Shadow damage over $d.

This damage is dealt slowly at first and builds up each time it deals damage.","Suffering $w2 Shadow damage every $t1 sec.
Damage increases over time."
982,,"Revive your pet, returning it to life with $s1% of its base health.",
1022,,"Places a Hand on a party or raid member, protecting them from all physical attacks for $d, but during that time they cannot attack or use physical abilities.  Players may only have one Hand on them per Paladin at any one time.  

Cannot be used on a target with Forbearance.  Causes Forbearance for $25771d.",Immune to physical attacks.  Cannot attack or use physical abilities.
1038,,"Places a Hand on the party or raid member, temporarily removing all their threat for $d. Players may only have one Hand on them per Paladin at any one time.",All threat temporarily removed.
1044,,"Places a Hand on the friendly target, granting immunity to movement impairing effects for $d.  Players may only have one Hand on them per Paladin at any one time.",Immune to movement impairing effects.
1050,,,
1064,,"Heals the friendly target for $s1, then jumps to heal the most injured nearby targets.  If cast on a party or raid member, the heal will only jump to other members.$?a137039[  While outside of Arenas and Battlegrounds, each jump reduces the effectiveness of the heal by $s2%][]  Heals $x1 total targets.",
1066,Shapeshift,"Shapeshift into aquatic form, increasing swim speed by $5421s1% and allowing the Druid to breathe underwater.  Also protects the caster from Polymorph effects.

The act of shapeshifting frees the caster of movement impairing effects.",Immune to Polymorph effects.  Increases swim speed by $w2% and allows underwater breathing.
1079,,"Finishing move that causes Bleed damage over time.  Damage increases per combo point:

   1 point : ${$floor((($<combo>*1)*$<mods>)+$<base>)*8} damage over $d.
   2 points: ${$floor((($<combo>*2)*$<mods>)+$<base>)*8} damage over $d.
   3 points: ${$floor((($<combo>*3)*$<mods>)+$<base>)*8} damage over $d.
   4 points: ${$floor((($<combo>*4)*$<mods>)+$<base>)*8} damage over $d.
   5 points: ${$floor((($<combo>*5)*$<mods>)+$<base>)*8} damage over $d.

Each time you Shred, Ravage, or Mangle the target while in Cat Form the duration of your Rip on that target is extended by $s2 sec, up to a maximum of $s3 sec.",Bleeding for $w1 damage every $t1 seconds.
1090,Rank 2,Puts the enemy target to sleep for up to $d.  Any damage caused will awaken the target.  Only one target can be asleep at a time. Unreliable on targets above level 30.,Asleep.
1098,,"Subjugates the target demon, forcing it to do your bidding.  Lasts up to $d.

$@spellname119979
$@spelldesc119979",Subjugated.
1120,,"Drains the soul of the target, causing $<damage> Shadow damage every $t1 sec and energizing one Soul Shard after it deals damage twice. If the target dies and yields experience or honor, $s7 Soul Shards are energized. Lasts $d. 

If the target is at or below $s3% health when Drain Soul deals damage, it deals $s6% additional damage and causes all of your other periodic Affliction damage effects to instantly deal $s5% of their normal periodic damage.","Deals $w1 Shadow damage and causes all of the warlock's other periodic Affliction damage effects to instantly deal $s5% of their normal periodic damage, every $t1 seconds."
1121,,"The lair of Fankriss the Unyielding pulls the target into the path of nearby silithid hatchlings, rooting it for $d.",Rooted.
1122,Guardian,"Summons a meteor from the Twisting Nether, causing $22703s1 Fire damage and stunning all enemy targets in the area for $20310d.  An Infernal rises from the crater, under the command of the caster for $111685d.

The Infernal deals strong area of effect damage, and will be drawn to attack targets near the impact point.",
1126,,"Increases the friendly target's Strength, Agility, and Intellect by $s1% for $d.  

If target is in your party or raid, all party and raid members will be affected.","Strength, Agility, and Intellect increased by $s1%."
1127,,Restores ${$m1*5} health over $d.  Must remain seated while eating.,Restores ${$m1/5} health per second.
1129,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
1130,,"Places the Hunter's Mark on the target, increasing the ranged damage of all attackers against that target by $s2%. The target can always be seen and tracked by the Hunter.

Arcane Shot, Chimera Shot, Kill Command, and Explosive Shot automatically apply Hunter's Mark.

Lasts for $d.",All attackers gain $s2% increased ranged damage against this target. Can be seen while stealthed or invisible.
1131,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
1132,,,
1133,,Restores ${$m2/5*27} mana over $d.  Must remain seated while drinking.,Restores ${$m2/5} mana per second.
1135,,Restores ${$m2/5*30} mana over $d.  Must remain seated while drinking.,Restores ${$m2/5} mana per second.
1137,,Restores ${$m2/5*30} mana over $d.  Must remain seated while drinking.,Restores ${$m2/5} mana per second.
1138,,Increases Frost and Shadow resistance by $s1 for $d.,Increased Frost and Shadow resistance.
1139,,Increases time between target's attacks by $s1% for $d.,Slowed attack speed.
1159,Rank 2,Heals $o1 damage over $d.,Healing $s1 damage every $t1 seconds.
1160,,"Demoralizes all enemies within $A1 yards, reducing the damage they do to you by $s1% for $d.","Demoralized, dealing $s1% less damage to the shouting Warrior."
1178,,,
1180,,,
1234,,"Fatal damage is absorbed.
Health increased $s2%.
$s3% Health healed every $t3 sec.","Fatal damage is absorbed.
Health increased $s2%.
$s3% Health healed every $t3 sec."
1302,,,
1329,,Instantly attacks with both weapons for $5374m2% weapon damage plus an additional $5374s1 with each weapon. Awards $s1 combo $lpoint:points;.,
1330,,Silences an enemy for $d.,Silenced.
1364,Rank 4,,
1373,Summon,,
1386,Rank 4,,"Increases melee, ranged and spell damage dealt to Undead by $s1%."
1446,Shapeshift,,
1449,,"Causes an explosion of arcane magic around the caster, causing $s1 Arcane damage to all targets within $A1 yards. $?s114664[Refreshes Arcane Charges and has a $1449s2% chance to generate an Arcane Charge, if at least one target is hit.][]",
1454,,$?s63320[Places a stacking heal absorb effect on you for $d equal to $m3% of your total health and restores][Restores] ${$m1*$MHP*0.01} mana.$?s63320[ Lasts $d.][],Absorbs $w3 healing.
1459,,"Infuses the target with brilliance, increasing their spell power by $s1% and their critical strike chance by $s2% for $d.  

If target is in your party or raid, all party and raid members will be affected.","Increases spell power by $s1%.
Increases critical strike chance by $s2%."
1462,,"Gather information about the target beast.  The tooltip will display damage, health, armor, any special resistances, and diet.  In addition, Beast Lore will reveal whether or not the creature is tameable and what abilities the tamed creature has.",Lore revealed.
