ID,SpecID,ItemID
4934,258,81829
4935,262,81829
4936,264,81829
4938,62,81830
4939,63,81830
4940,64,81830
4941,265,81830
4942,266,81830
4943,267,81830
4944,62,81831
4945,63,81831
4946,64,81831
4947,103,81831
4948,104,81831
4949,253,81831
4950,254,81831
4951,255,81831
4952,259,81831
4953,260,81831
4955,66,81832
4956,73,81832
4957,250,81832
4958,70,81833
4959,71,81833
4960,72,81833
4961,251,81833
4962,252,81833
4963,65,81834
4964,102,81834
4965,105,81834
4966,256,81834
4967,257,81834
4968,258,81834
4969,262,81834
4970,264,81834
4972,62,81835
4973,63,81835
4974,64,81835
4975,265,81835
4976,266,81835
4977,267,81835
4978,103,81836
4979,104,81836
4980,253,81836
4981,254,81836
4982,255,81836
4983,259,81836
4984,260,81836
4985,261,81836
4986,263,81836
4987,268,81836
4989,66,81837
4990,73,81837
4991,250,81837
4992,70,81838
4993,71,81838
4994,72,81838
4995,251,81838
4996,252,81838
5093,253,82332
5094,254,82332
5095,255,82332
5470,65,82574
5471,102,82574
5472,105,82574
5473,256,82574
5474,257,82574
5475,258,82574
5476,262,82574
5477,264,82574
5479,62,82575
5480,63,82575
5481,64,82575
5482,265,82575
5483,266,82575
5484,267,82575
5485,103,82576
5486,104,82576
5487,253,82576
5488,254,82576
5489,255,82576
5490,259,82576
5491,260,82576
5492,261,82576
5493,263,82576
5494,268,82576
5496,66,82577
5497,73,82577
5498,250,82577
5499,70,82578
5500,71,82578
5501,72,82578
5502,251,82578
5503,252,82578
5504,65,82579
5505,102,82579
5506,105,82579
5507,256,82579
5508,257,82579
5509,258,82579
5510,262,82579
5511,264,82579
5513,62,82580
5514,63,82580
5515,64,82580
5516,265,82580
5517,266,82580
5518,267,82580
5519,103,82581
5520,104,82581
5521,253,82581
5522,254,82581
5523,255,82581
5524,259,82581
5525,260,82581
5526,261,82581
5527,263,82581
5528,268,82581
5530,66,82582
5531,73,82582
5532,250,82582
5533,70,82583
5534,71,82583
5535,72,82583
5536,251,82583
5537,252,82583
5972,65,82696
5973,102,82696
5974,105,82696
5975,256,82696
5976,257,82696
5977,258,82696
5978,262,82696
5979,264,82696
5981,62,82697
5982,63,82697
5983,64,82697
5984,265,82697
5985,266,82697
5986,267,82697
5987,103,82698
5988,104,82698
5989,253,82698
5990,254,82698
5991,255,82698
5992,259,82698
5993,260,82698
5994,261,82698
5995,263,82698
5996,268,82698
5998,66,82699
5999,73,82699
6000,250,82699
6001,70,82700
6002,71,82700
6003,72,82700
6004,251,82700
6005,252,82700
6152,62,82984
6153,63,82984
6154,64,82984
6155,102,83063
6156,105,83063
6157,269,83063
6180,270,81527
6181,269,81529
6182,258,81532
6183,269,81534
6208,270,81661
6209,269,81663
6236,270,81829
6237,261,81831
6238,270,81834
6239,269,81836
6266,270,82574
6267,269,82576
6268,270,82579
6269,269,82581
6294,270,82696
6295,269,82698
6683,62,83246
6684,63,83246
6685,64,83246
6686,265,83246
6687,266,83246
6688,267,83246
7211,65,83731
7212,102,83731
7213,105,83731
7214,256,83731
7215,257,83731
7216,258,83731
7217,262,83731
7218,264,83731
7220,62,83732
7221,63,83732
7222,64,83732
7223,265,83732
7224,266,83732
7225,267,83732
7226,103,83733
7227,104,83733
7228,253,83733
7229,254,83733
7230,255,83733
7231,259,83733
7232,260,83733
7233,261,83733
7234,263,83733
7235,268,83733
7237,66,83734
7238,73,83734
7239,250,83734
7240,70,83735
7241,71,83735
7242,72,83735
7243,251,83735
7244,252,83735
7245,65,83736
7246,102,83736
7247,105,83736
7248,256,83736
7249,257,83736
7250,258,83736
7251,262,83736
7252,264,83736
7254,62,83737
7255,63,83737
7256,64,83737
7257,265,83737
7258,266,83737
7259,267,83737
7260,103,83738
7261,104,83738
7262,253,83738
7263,254,83738
7264,255,83738
7265,259,83738
7266,260,83738
7267,261,83738
7268,263,83738
7269,268,83738
7271,66,83739
7272,73,83739
7273,250,83739
7274,70,83740
7275,71,83740
7276,72,83740
7277,251,83740
7278,252,83740
7748,65,84070
7749,102,84070
7750,105,84070
7751,256,84070
7752,257,84070
7753,258,84070
7754,262,84070
7755,264,84070
7757,62,84071
7758,63,84071
7759,64,84071
7760,65,84071
7761,70,84071
7762,71,84071
7763,103,84072
7764,104,84072
7765,253,84072
7766,254,84072
7767,255,84072
7768,259,84072
7769,260,84072
7770,261,84072
7771,263,84072
7772,268,84072
7774,66,84073
7775,73,84073
7776,250,84073
7777,70,84074
7778,71,84074
7779,72,84074
7780,251,84074
7781,252,84074
7782,65,84075
7783,102,84075
7784,105,84075
7785,256,84075
7786,257,84075
7787,258,84075
7788,262,84075
7789,264,84075
7791,62,84076
7792,63,84076
7793,64,84076
7794,265,84076
7795,266,84076
7796,267,84076
7797,103,84077
7798,104,84077
7799,253,84077
7800,254,84077
7801,255,84077
7802,259,84077
7803,260,84077
7804,261,84077
7805,263,84077
7806,268,84077
7808,66,84078
7809,73,84078
7810,250,84078
7811,70,84079
7812,71,84079
7813,72,84079
7814,251,84079
7815,252,84079
8071,62,84286
8072,63,84286
8073,64,84286
8074,65,84286
8075,102,84286
8076,105,84286
8077,256,84286
8078,257,84286
8080,62,84287
8081,63,84287
8082,64,84287
8083,265,84287
8084,266,84287
8085,267,84287
8086,103,84288
8087,104,84288
8088,253,84288
8089,254,84288
8090,255,84288
8091,259,84288
8092,260,84288
8093,261,84288
8094,263,84288
8095,268,84288
8097,66,84289
8098,73,84289
8099,250,84289
8100,70,84290
8101,71,84290
8102,72,84290
8103,251,84290
8104,252,84290
8343,65,84334
8344,102,84334
8345,105,84334
8346,256,84334
8347,257,84334
8348,258,84334
8349,262,84334
8350,264,84334
8352,62,84335
8353,63,84335
8354,64,84335
8355,265,84335
8356,266,84335
8357,267,84335
8358,104,84336
8359,253,84336
8360,254,84336
8361,255,84336
8362,259,84336
8363,260,84336
8364,261,84336
8365,263,84336
8366,268,84336
8367,269,84336
8369,66,84337
8370,73,84337
8371,250,84337
8372,70,84338
8373,71,84338
8374,72,84338
8375,251,84338
8376,252,84338
8827,269,71633
9093,65,83245
9094,102,83245
9095,105,83245
9096,256,83245
9097,257,83245
9098,258,83245
9099,262,83245
9100,264,83245
9101,270,83245
9114,270,83731
9115,270,83736
9120,270,84070
9121,270,84075
9124,258,84286
9130,270,84334
9158,103,83247
9159,104,83247
9160,253,83247
9161,254,83247
9162,255,83247
9163,259,83247
9164,260,83247
9165,261,83247
9166,263,83247
9167,268,83247
9168,269,83247
9183,269,83733
9184,269,83738
9189,269,84072
9190,269,84077
9193,269,84288
9199,103,84336
9211,66,83248
9212,73,83248
9213,250,83248
9227,70,83249
9228,71,83249
9229,72,83249
9230,251,83249
9231,252,83249
9303,62,85281
9304,63,85281
9305,64,85281
9306,256,85281
9307,257,85281
9308,258,85281
9309,265,85281
9310,266,85281
9311,267,85281
9315,104,85383
9316,268,85384
9317,104,85379
9318,104,85380
9319,104,85381
9320,104,85382
9321,268,85385
9322,268,85386
9323,268,85387
9324,268,85388
9325,72,40704
9326,260,40704
9327,261,40704
9328,263,40704
9329,268,40704
9330,269,40704
9373,105,30216
9374,105,30217
9375,105,30219
9376,105,30220
9377,105,30221
9378,104,30222
9379,103,30222
9380,103,30223
9381,104,30223
9382,103,30228
9383,104,30228
9384,103,30229
9385,104,30229
9386,103,30230
9387,104,30230
9388,102,30231
9389,102,30232
9390,102,30233
9391,102,30234
9392,102,30235
9396,103,69001
9397,104,69001
9398,253,69001
9399,254,69001
9400,255,69001
9401,259,69001
9402,260,69001
9403,261,69001
9404,263,69001
9405,268,69001
9406,269,69001
9407,62,68998
9408,63,68998
9409,64,68998
9410,65,68998
9411,102,68998
9412,105,68998
9413,256,68998
9414,257,68998
9415,258,68998
9416,262,68998
9417,264,68998
9418,265,68998
9419,266,68998
9420,267,68998
9421,270,68998
9422,70,69002
9423,71,69002
9424,72,69002
9425,251,69002
9426,252,69002
9427,66,68996
9428,73,68996
9429,104,68996
9430,250,68996
9431,268,68996
9460,259,19324
9461,260,19324
9462,261,19324
9465,66,30123
9466,66,30124
9467,66,30125
9468,66,30126
9469,66,30127
9470,70,30129
9471,70,30130
9472,70,30131
9473,70,30132
9474,70,30133
9475,73,30113
9476,73,30114
9477,73,30115
9478,73,30116
9479,73,30117
9480,71,30118
9481,72,30118
9482,71,30119
9483,72,30119
9484,71,30120
9485,72,30120
9486,71,30122
9487,72,30122
9488,71,30121
9489,72,30121
9521,65,30775
9522,66,30775
9523,73,30775
9524,262,30775
9525,264,30775
9559,259,86525
9560,260,86525
9561,261,86525
9562,263,86525
9563,269,86525
9564,253,86526
9565,254,86526
9566,255,86526
9570,65,86529
9571,102,86529
9572,105,86529
9573,256,86529
9574,257,86529
9575,258,86529
9576,262,86529
9577,264,86529
9578,270,86529
9600,62,44074
9601,63,44074
9602,64,44074
9603,65,44074
9604,66,44074
9605,70,44074
9606,71,44074
9607,72,44074
9608,73,44074
9609,102,44074
9610,103,44074
9611,104,44074
9612,105,44074
9613,250,44074
9614,251,44074
9615,252,44074
9616,253,44074
9617,254,44074
9618,255,44074
9619,256,44074
9620,257,44074
9621,258,44074
9622,259,44074
9623,260,44074
9624,261,44074
9625,262,44074
9626,263,44074
9627,264,44074
9628,265,44074
9629,266,44074
9630,267,44074
9631,270,44074
10330,102,48179
10331,102,48180
10332,102,48178
10333,102,48181
10334,102,48182
10335,105,48152
10336,105,48149
10337,105,48150
10338,105,48148
10339,105,48151
10340,256,48065
10341,257,48065
10342,256,48066
10343,257,48066
10344,256,48064
10345,257,48064
10346,256,48063
10347,257,48063
10348,256,48062
10349,257,48062
10350,258,48092
10351,258,48093
10361,65,62467
10362,105,62467
10363,256,62467
10364,257,62467
10365,264,62467
10366,270,62467
10372,62,62466
10373,63,62466
10374,64,62466
10375,65,62466
10376,66,62466
10377,70,62466
10378,71,62466
10379,72,62466
10380,73,62466
10381,102,62466
10382,103,62466
10383,104,62466
10384,105,62466
10385,250,62466
10386,251,62466
10387,252,62466
10388,253,62466
10389,254,62466
10390,255,62466
10391,256,62466
10392,257,62466
10393,258,62466
10394,259,62466
10395,260,62466
10396,261,62466
10397,262,62466
10398,263,62466
10399,264,62466
10400,265,62466
10401,266,62466
10402,267,62466
10403,268,62466
10404,269,62466
10405,270,62466
10406,252,62464
10407,70,62464
10408,71,62464
10409,72,62464
10410,251,62464
10411,62,62465
10412,63,62465
10413,64,62465
10414,102,62465
10415,258,62465
10416,262,62465
10417,265,62465
10418,266,62465
10419,267,62465
10420,268,62463
10421,269,62463
10422,103,62463
10423,104,62463
10424,253,62463
10425,254,62463
10426,255,62463
10427,259,62463
10428,260,62463
10429,261,62463
10430,263,62463
10431,262,48333
10432,262,48334
10433,262,48335
10434,262,48332
10435,262,48331
10436,264,48302
10437,264,48301
10438,264,48300
10439,264,48303
10440,264,48304
10619,264,48287
10620,264,48286
10621,264,48285
10622,264,48288
10623,264,48289
10624,262,48318
10625,262,48317
10626,262,48316
10627,262,48319
10628,262,48320
10646,256,46188
10647,257,46188
10648,256,46190
10649,257,46190
10650,256,46195
10651,257,46195
10652,256,46193
10653,257,46193
10654,256,46197
10655,257,46197
10656,258,46163
10657,258,46165
10658,258,46170
10671,256,45387
10672,257,45387
10673,256,45390
10674,257,45390
10675,256,45388
10676,257,45388
10677,256,45389
10678,257,45389
10679,256,45386
10680,257,45386
10681,258,45392
10682,258,45393
10683,258,45394
10684,258,45391
10697,256,40445
10698,257,40445
10699,256,40447
10700,257,40447
10701,256,40448
10702,257,40448
10703,256,40449
10704,257,40449
10705,256,40450
10706,257,40450
10707,258,40454
10708,258,40456
10709,258,40457
10807,264,31016
10808,264,31007
10809,264,31012
10810,264,31019
10811,264,31022
10812,262,31017
10813,262,31008
10814,262,31014
10815,262,31020
10816,262,31023
10817,105,31032
10818,105,31037
10819,105,31045
10820,105,31047
10821,105,31041
10822,103,31042
10823,104,31042
10824,103,31039
10825,104,31039
10826,103,31034
10827,104,31034
10828,103,31044
10829,104,31044
10830,103,31048
10831,104,31048
10832,102,31035
10833,102,31040
10834,102,31046
10835,102,31049
10836,102,31043
10840,258,31064
10841,256,31068
10842,257,31068
10843,256,31063
10844,257,31063
10845,256,31060
10846,257,31060
10847,256,31069
10848,257,31069
10849,256,31066
10850,257,31066
10858,70,29383
10859,71,29383
10860,72,29383
10861,103,29383
10862,251,29383
10863,252,29383
10864,253,29383
10865,254,29383
10866,255,29383
10867,259,29383
10868,260,29383
10869,261,29383
10870,263,29383
10871,269,29383
10876,66,29387
10877,73,29387
10878,104,29387
10879,250,29387
10880,268,29387
10906,62,35326
10907,63,35326
10908,64,35326
10909,65,35326
10910,66,35326
10911,70,35326
10912,71,35326
10913,72,35326
10914,73,35326
10915,102,35326
10916,103,35326
10917,104,35326
10918,105,35326
10919,250,35326
10920,251,35326
10921,252,35326
10922,253,35326
10923,254,35326
10924,255,35326
10925,256,35326
10926,257,35326
10927,258,35326
10928,259,35326
10929,260,35326
10930,261,35326
10931,262,35326
10932,263,35326
10933,264,35326
10934,265,35326
10935,266,35326
10936,267,35326
10937,268,35326
10938,269,35326
10939,270,35326
10940,62,34163
10941,63,34163
10942,64,34163
10943,65,34163
10944,66,34163
10945,70,34163
10946,71,34163
10947,72,34163
10948,73,34163
10949,102,34163
10950,103,34163
10951,104,34163
10952,105,34163
10953,250,34163
10954,251,34163
10955,252,34163
10956,253,34163
10957,254,34163
10958,255,34163
10959,256,34163
10960,257,34163
10961,258,34163
10962,259,34163
10963,260,34163
10964,261,34163
10965,262,34163
10966,263,34163
10967,264,34163
10968,265,34163
10969,266,34163
10970,267,34163
10971,268,34163
10972,269,34163
10973,270,34163
10974,62,34162
10975,63,34162
10976,64,34162
10977,65,34162
10978,66,34162
10979,70,34162
10980,71,34162
10981,72,34162
10982,73,34162
10983,102,34162
10984,103,34162
10985,104,34162
10986,105,34162
10987,250,34162
10988,251,34162
10989,252,34162
10990,253,34162
10991,254,34162
10992,255,34162
10993,256,34162
10994,257,34162
10995,258,34162
10996,259,34162
10997,260,34162
10998,261,34162
10999,262,34162
11000,263,34162
11001,264,34162
11002,265,34162
11003,266,34162
11004,267,34162
11005,268,34162
11006,269,34162
11007,270,34162
11008,70,33832
11009,71,33832
11010,72,33832
11011,103,33832
11012,251,33832
11013,252,33832
11014,253,33832
11015,254,33832
11016,255,33832
11017,259,33832
11018,260,33832
11019,261,33832
11020,263,33832
11021,269,33832
11213,70,32654
11214,71,32654
11215,72,32654
11216,103,32654
11217,251,32654
11218,252,32654
11219,253,32654
11220,254,32654
11221,255,32654
11222,259,32654
11223,260,32654
11224,261,32654
11225,263,32654
11226,269,32654
11258,62,32771
11259,63,32771
11260,64,32771
11261,65,32771
11262,102,32771
11263,105,32771
11264,256,32771
11265,257,32771
11266,258,32771
11267,262,32771
11268,264,32771
11269,265,32771
11270,266,32771
11271,267,32771
11272,270,32771
11273,70,32770
11274,71,32770
11275,72,32770
11276,103,32770
11277,104,32770
11278,251,32770
11279,252,32770
11280,253,32770
11281,254,32770
11282,255,32770
11283,259,32770
11284,260,32770
11285,261,32770
11286,263,32770
11287,268,32770
11288,269,32770
11298,103,58181
11299,104,58181
11300,253,58181
11301,254,58181
11302,255,58181
11303,259,58181
11304,260,58181
11305,261,58181
11306,263,58181
11307,268,58181
11308,269,58181
11309,62,58183
11310,63,58183
11311,64,58183
11312,65,58183
11313,102,58183
11314,105,58183
11315,256,58183
11316,257,58183
11317,258,58183
11318,262,58183
11319,264,58183
11320,265,58183
11321,266,58183
11322,267,58183
11323,66,58182
11324,73,58182
11325,104,58182
11326,250,58182
11327,268,58182
11328,70,58180
11329,71,58180
11330,72,58180
11331,251,58180
11332,252,58180
11336,65,62472
11337,102,62472
11338,105,62472
11339,256,62472
11340,257,62472
11341,258,62472
11342,262,62472
11343,264,62472
11344,270,62472
11345,62,62470
11346,63,62470
11347,64,62470
