ID,QuestID,QuestGiverCreatureID,QuestMapID,QuestPosition[0],QuestPosition[1],QuestPosition[2],CollectableSourceInfoID
22790,27649,46585,0,-4453.182,-4863.606,123.16422,50944
22791,27649,46175,0,-4759.78,-5225.33,117.406,50944
22792,27649,46583,0,-4628.08,-5200.03,108.484,50944
22793,27649,46627,0,-4644.93,-5101.93,126.491,50944
22794,26524,43156,0,-72.1545,-4028.66,122.178,50945
22795,25992,41811,0,-6816.5537,3761.7812,-403.66644,50946
22812,11969,26117,571,3570.397,6650.404,195.17989,41615
22828,24456,2948,1,-2341.4048,-445.44858,-6.500633,48558
22829,24456,2948,1,-2342.2449,-426.4705,-7.1939673,48558
22830,28453,48569,0,-7499.74,-2188.6,165.658,50952
22831,25622,40895,1,1938.8872,-338.85938,118.25216,48559
22833,10186,19570,530,3041.7979,3658.8542,143.32286,41617
22834,26999,44454,0,1792.4879,-1701.9531,60.179615,50954
22835,24524,37024,1,-798.2708,-486.75696,-32.275593,41618
22836,49781,134515,1642,1708.7361,1958.0538,22.307802,46258
22837,49781,130930,1642,1663.7848,2178.5244,69.643394,46258
22844,11694,25705,571,4175.8657,4338.285,36.128864,43870
22845,11677,25604,571,3988.356,4266.5537,26.141481,43870
22846,12610,28045,571,5929.838,-2378.663,293.84055,43871
22847,25921,41540,0,-6369.1216,3641.3586,-406.42593,50956
22848,27144,44451,0,1540.15,-1692.18,57.4205,50957
22849,27144,44451,0,1540.15,-1692.18,57.4205,50957
22861,24812,38442,1,-802.9844,-5555.7363,4.517709,41620
22862,24812,38442,1,-1257.2899,-5543.415,19.773994,41620
22863,26055,2769,0,-2072.4414,-2090.776,9.182963,50961
22864,13151,27915,595,1813.2976,1283.5775,142.24246,41621
22865,49299,125962,1643,850.6684,2200.132,2.4138002,48562
22866,28470,9298,1,6395.5728,-2536.7476,541.5351,43876
22867,27853,7623,0,-10460.976,-3319.0747,39.85372,50962
22868,30078,56133,870,-39.9375,-23.567709,154.1577,46260
22869,30078,56133,870,-692.3299,1418.3004,135.61324,46260
22870,30078,56133,870,534.4983,-603.684,258.393,46260
22871,30078,56133,870,517.3177,-693.7483,247.25313,46260
22872,30078,56133,870,-712.78644,1266.2552,136.0223,46260
22873,30078,56133,870,166.9427,-275.45834,236.26096,46260
22874,30078,56133,870,-698.1927,1413.1528,135.55466,46260
22875,30078,56133,870,-33.11632,-24.279514,154.61832,46260
22876,30078,56133,870,-195.22917,487.77432,189.64526,46260
22877,30078,56133,870,-197.79688,485.35416,187.18887,46260
22878,30078,56133,870,459.2396,-287.95486,204.76247,46260
22879,30078,56133,870,-709.3073,1264.6927,136.02353,46260
22880,14241,36112,648,1079.8698,3241.8135,80.75637,43877
22881,25628,40888,1,-6293.77,-4467.38,88.0657,46261
22882,25192,39326,1,49.171875,-4220.283,35.300808,41623
22884,10055,21209,530,-595.78796,2890.8972,59.204006,41625
22885,10086,21283,530,145.44577,2690.015,85.60006,41625
22887,28404,48558,1,-8988.87,26.1875,-18.0337,41626
22889,27838,46135,1,-9758.25,-914.427,57.0079,43878
22890,24486,1104,0,-6104.505,384.02957,395.54224,50966
22891,24486,1104,1723,-6104.505,384.02957,395.54224,50966
22892,27183,4792,1,-2952.756,-3885.405,34.225567,48565
22893,57269,157673,2222,-4038.9202,-5704.068,6731.0356,50967
22894,57269,157673,2222,-4098.9707,-4646.1196,6536.0015,50967
22895,57269,157673,2222,-4173.078,-5203.2085,6535.5146,50967
22896,57269,160637,2222,-4038.9202,-5704.0693,6731.04,50967
22897,57269,160637,2222,-4177.7134,-5502.1094,6501.854,50967
22898,57269,160637,2222,-4145.4863,-5016.566,6542.674,50967
22907,28612,49151,1,-8840.939,377.23785,353.62982,41627
22908,13947,34359,1,3026.303,-490.9462,203.03947,41628
22909,52,261,0,-9610.232,-1032.0521,41.222424,50970
22910,37530,89009,1220,-98.34375,6018.329,0.41978326,48567
22925,39438,95799,1220,5838.0176,4518.0454,612.22485,48568
22926,26369,42642,0,-240.44792,-4185.837,121.7982,50973
22927,13935,34377,1,2710.2534,-1891.0781,207.83743,46266
22928,24904,37783,654,-1369.1111,1209.8959,35.55965,48569
22929,24904,37783,654,-1369.1111,1209.8959,35.55965,48569
22936,42641,108072,1220,3026.7622,686.7656,17.678444,48571
22937,25790,41204,1,-5546.2344,-4451.401,86.14092,41630
22938,10188,19644,1621,723.42017,320.91495,352.9961,50975
22939,10188,19644,1621,745.8281,279.19272,352.99606,50975
22940,10188,19644,1621,736.92365,302.91495,352.99606,50975
22941,10188,19644,1621,748.40454,277.17883,352.99606,50975
22942,10188,19644,1621,750.50867,279.467,352.99606,50975
22943,10188,19644,1621,741.8299,326.18924,352.99606,50975
22946,26333,42491,0,-5142.26,499.502,395.545,50977
22950,10011,18417,530,-1545.3633,8785.48,35.184982,41631
22951,26535,43097,0,-13239.8,719.979,3.15644,50979
22952,11884,25812,571,3221.7798,5273.1157,47.84603,46268
22960,31241,63748,870,1838.0834,-516.28644,364.05774,46269
22961,26924,44452,0,1288.65,-1536.47,58.6853,50981
22962,26924,44452,0,1497.6,-1637.47,66.1473,50981
22963,26924,44452,0,1536.88,-1603.59,65.2389,50981
22964,26924,44452,0,1593.7,-1631.61,64.8275,50981
22965,42447,107498,1220,4007.7058,1898.0087,190.50534,41633
22966,42447,107498,1220,4007.7058,1898.0087,190.50534,41633
22967,42447,107498,1220,3914.6077,2144.3125,228.87437,41633
22968,34666,79188,1116,3019.9688,4800.1406,130.3107,46270
22969,31360,64432,994,-3964.3682,-2539.9915,27.802908,46271
22970,31360,64432,994,-4684.384,-2600.2327,28.399841,46271
22971,10318,20393,530,3884.9983,4013.0713,122.27984,48576
22972,12117,28382,571,2789.4253,4693.016,1.85994,41635
22973,12118,24810,571,743.7065,-2884.8398,7.171303,41635
22974,24910,38534,1,-7211.632,-3757.7432,9.208966,41634
22975,412,1269,0,-5636.55,-471,397.77,50982
22976,50446,131638,1643,674.6285,3430.9792,206.68875,46273
22977,50446,131638,1643,677.8143,3421.2014,206.7142,46273
22978,50446,131638,1643,490.23785,3525.23,189.8113,46273
22979,50446,131638,1643,107.39584,3501.073,197.21716,46273
22980,50446,131638,1643,78.697914,3466.6885,197.10744,46273
22981,50446,131638,1643,674.6285,3430.9792,206.68875,46273
22982,50446,131638,1643,120.09722,3512.1233,210.47893,46273
22983,50446,131638,1643,674.6285,3430.9792,206.68875,46273
22984,31262,58779,870,-1057.2673,2040.5677,148.64583,48577
22985,31262,58779,870,-914.50696,-222.38716,39.912437,48577
22987,14471,36746,1,3250.8628,-4978.1616,131.54294,43881
22997,27536,45786,0,-9784.71,-3916.3,21.6805,50985
22998,10898,22424,530,-3604.1555,4179.772,-0.471185,46274
23005,25626,39881,0,-6618.4585,4282.4634,-563.08405,50987
23006,25626,39881,0,-7182.625,4712.5,-595.90314,50987
23007,25626,39881,0,-7308.5815,5247.9116,-426.72342,50987
23008,25626,39881,0,-6618.4585,4282.4634,-563.08405,50987
23009,25626,39881,0,-7298.488,4779.0938,-426.72342,50987
23010,24852,2980,1,-3015.6355,-463.69965,45.334557,48580
23011,32816,70980,870,3622.5105,2024.9705,953.27875,43885
23012,32816,70980,870,3485.783,2100.9463,1084.0454,43885
23013,28098,47471,1,-4963.45,-998.292,3.02423,48581
23014,29865,56062,870,1520.257,-1792.2031,246.32916,48582
23015,29865,56062,870,1520.2743,-1792.1562,246.27531,48582
23020,27689,45675,0,-4474.2,-4354.51,322.317,50989
23021,48581,122009,1642,-1072.125,-8.048612,253.49287,43887
23022,48581,122009,1642,-1072.2848,-8.21007,253.48845,43887
23023,25931,41487,1,1058.7396,1949.8646,126.06367,41636
23025,49289,128925,1642,-2089.533,-656.8698,37.240685,41638
23026,49289,128925,1642,-2293.394,-236.57118,1.2952098,41638
23029,208,715,0,-11644.458,-67.8941,16.238565,50992
23030,31448,64563,1007,203.54861,103.22569,131.95256,48583
23031,24953,38706,1,-8696.94,-4076.49,40.4463,48584
23032,25727,41086,0,-4125.83,-2767.82,17.9303,50993
23033,35158,81361,1116,2015.8385,4553.1943,306.17157,41640
23034,34596,81144,1116,2015.6545,4537.835,306.3561,41640
23035,10240,19489,530,2248.7258,2273.0955,97.8306,41641
23036,60886,158007,2277,-4.7532554,-2.9129045,56.661983,50994
23037,60886,158007,2222,2067.5051,-1814.4166,3357.219,50994
23040,188,717,0,-11636.217,-80.828125,16.238565,50996
23043,27968,47006,33,-219.417,2137.05,80.8876,48585
23044,27968,47006,33,-239.936,2116.16,87.0038,48585
23045,27968,47006,33,-161.566,2179.09,151.906,48585
23046,27968,47006,33,-276.547,2298.07,96.7432,48585
23047,27968,47006,33,-172.833,2178.76,129.255,48585
23048,27968,47006,33,-241.061,2224.89,106.273,48585
23049,26092,41908,0,-6292.807,6486.7803,-864.82196,50998
23050,30618,59695,870,3041.3376,1227.5139,654.9926,48586
23051,35211,81443,1116,-2341.3003,1136.7899,21.897835,41645
23052,25791,41205,1,-5480.08,-4250.1196,87.16528,46277
23053,26676,273,0,-10517.462,-1158.6493,28.099522,50999
23054,35004,86355,1116,-114.46702,784.0226,73.35163,48587
23055,35004,80648,1116,-707.4323,628.42365,80.09858,48587
23056,35004,80648,1116,-477.70834,1839.8298,42.48508,48587
23057,35004,80648,1116,-192.02605,1016.1597,75.67939,48587
23059,48581,122009,1642,-1072.125,-8.048612,253.49287,41646
23060,48581,122009,1642,-1072.2848,-8.21007,253.48845,41646
23061,27085,44462,0,1590.27,-1628.93,64.8275,51001
23062,27085,44462,0,1546.52,-1597.72,64.7526,51001
23063,27085,44462,0,1520.25,-1617.86,65.0628,51001
23066,12164,26935,571,4001.8794,-4555.9976,196.4155,46280
23067,12164,26935,571,4072.431,-4130.4424,211.63779,46280
23068,12164,26935,571,4601.451,-5668.565,169.47226,46280
23069,12164,26935,451,7074.635,6609.1406,-113.5434,46280
23071,48519,126310,1643,-1040.868,1283.7466,6.8660183,48589
23085,11619,25435,571,1996.483,5853.8125,35.946625,41649
23090,26836,43897,646,1027.22,1895.48,308.116,41650
23091,27968,47006,33,-219.417,2137.05,80.8876,46281
23092,27968,47006,33,-239.936,2116.16,87.0038,46281
23093,27968,47006,33,-161.566,2179.09,151.906,46281
23094,27968,47006,33,-276.547,2298.07,96.7432,46281
23095,27968,47006,33,-172.833,2178.76,129.255,46281
23096,27968,47006,33,-241.061,2224.89,106.273,46281
23097,26180,2988,1,-2364.2344,-905.4393,-9.10583,43895
23099,12052,26647,571,4691.4497,571.6275,119.70081,48591
23107,35357,82094,1116,2599.856,5705.0728,100.59,41651
23108,35378,82080,1116,3260.4392,4620.981,144.84723,41651
23109,27530,45831,0,3143.53,-3402.09,139.792,51012
23110,29414,54567,860,1168.9445,3498.039,85.02966,41652
23111,29414,54567,860,1135.158,3432.9878,105.53221,41652
23112,29414,54567,860,1206.3091,3507.4636,85.90689,41652
23113,29414,59642,860,1135.151,3432.941,105.53177,41652
23114,12662,28480,571,5790.663,-3566.0833,386.52173,41653
23125,26781,44019,0,-12846.1,-437.988,12.9667,51014
23130,50594,134639,1643,3367.2727,-412.47916,11.893613,43898
23131,50594,134639,1643,3367.2727,-412.47916,11.893613,43898
23132,50594,134639,1643,3367.2727,-412.47916,11.893613,43898
23133,13321,30345,623,-47.6382,-0.582531,-4.981876,43899
23134,13356,30825,713,38.557537,-0.025193,10.188803,43899
23135,13356,30825,622,38.557537,-0.025193,10.188803,43899
23136,27531,45828,0,2954.96,-3002.88,126.971,51016
23137,10523,21291,530,-2817.21,1777.286,60.26143,43900
23138,27372,45729,0,2306.87,-5262.5,82.4512,51017
23139,27372,45729,0,3007.13,-3438.02,149.708,51017
23140,27372,45729,0,2295.67,-5341.89,90.7519,51017
23141,27372,45729,0,3162.91,-4320.87,131.629,51017
23142,27372,45429,0,2270.54,-5278.44,81.4475,51017
23143,27372,45429,0,1915.33,-2649.17,60.5409,51017
23144,27372,45429,0,1853.47,-3708.96,160.585,51017
23145,27372,45729,0,2542.57,-4769.43,105.24,51017
23146,27372,45429,0,1692.83,-3027.97,77.3576,51017
23147,27372,45729,0,3134.67,-3408.58,139.574,51017
23148,27068,40712,209,1229.18,839.988,8.93061,46285
23149,25792,40950,0,-5645.4395,-493.2986,396.60764,51018
23150,26858,44217,389,-18.9471,-54.3344,-21.5435,41655
23151,28405,164952,0,-8815.186,344.90973,107.04834,51019
23163,25768,40896,1,1164.5642,386.8837,84.299416,43902
23164,25682,41134,0,-10618.618,-3472.019,5.5939875,51023
23167,26858,44217,389,-18.9471,-54.3344,-21.5435,46288
23168,14249,37151,1,4606.8535,-5973.108,155.238,43905
23169,14249,35648,1,4606.8535,-5973.108,155.238,43905
23171,49400,128927,1643,-1836.7084,-750.2518,58.351013,41657
23172,28213,47696,1,5220.6,-704.363,344.002,48596
23173,26511,900,2300,-9221.353,-2216.4097,66.17977,51026
23174,26511,900,0,-9215.916,-2215.9072,66.439766,51026
23175,30608,59894,870,2945.0374,1674.9115,663.1058,48598
23176,30608,59894,870,2815.2935,1584.1858,653.9316,48598
23177,30608,59894,870,2723.2605,2159.6545,589.7054,48598
23178,30608,59894,870,2815.2935,1584.1858,653.9316,48598
23179,30608,59894,870,2945.9653,1964.3403,643.0445,48598
23191,9148,16183,530,8119.7144,-6899.6235,70.7596,43907
23192,25581,40644,0,-6930.915,5077.5835,-610.00415,51030
23193,25581,40644,0,-6604.1943,4271.224,-562.43115,51030
23194,47249,122688,1642,2667.9229,1367.6649,9.173337,43909
23195,47249,122614,1655,-7479.0728,2974.927,5,43909
23196,34422,78559,1265,3839.8586,-2777.1182,93.8413,46289
23197,34422,78559,1265,3936.718,-2505.2239,69.64744,46289
23214,10267,20066,530,3339.7688,2881.7463,144.2974,48601
23215,30694,59138,870,-1162.9548,1045.7396,21.903938,46290
23216,35265,80597,1116,4179.664,5238.654,65.45066,41660
23217,35330,82138,1116,4179.509,5238.367,65.45066,41660
23219,48581,122009,1642,-1072.125,-8.048612,253.49287,48602
23220,48581,122009,1642,-1072.2848,-8.21007,253.48845,48602
23221,27510,44640,0,544.45,1570.6,131.495,51034
23222,27510,176567,0,-176.30382,1273.651,47.89101,51034
23223,27510,44640,0,1401.24,1065.34,60.4784,51034
23224,27510,46125,0,-694.822,1545.62,28.0018,51034
23225,27510,44640,0,1376.38,1046.87,53.3625,51034
23226,27510,47294,33,-110.026,2158.99,155.679,51034
23227,27510,47294,33,-269.828,2293.46,77.4851,51034
23228,27510,44640,0,1376.38,1046.87,53.3625,51034
23229,27510,47294,33,-137.90799,2169.5833,137.54822,51034
23230,27510,45631,0,-180.2,1280.6,45.8342,51034
23231,25808,41277,1,413.62848,-349.46008,78.89207,41661
23232,10507,18530,530,-2272.6091,5576.3633,79.95411,41662
23233,27795,46676,0,-10140.5,-3791.99,17.3301,51035
23234,27854,7623,0,-10460.976,-3319.0747,39.85372,51035
23235,51472,137732,1643,-1226.981,3381.0833,159.1274,41663
23236,51472,137732,1643,-1871.0747,2891.941,129.74844,41663
23237,30694,59138,870,-1162.9548,1045.7396,21.903938,41664
23238,10857,20471,530,4157.7163,2991.2788,336.86206,48603
23239,30690,60161,870,1866.2048,2055.8645,455.69098,43912
23240,433,1977,0,-5714.723,-1579.9996,383.20425,51036
23241,47601,123544,1642,2571.112,-880.3524,2.4479496,41665
23247,44055,108504,1220,5070.529,5586.4165,114.36069,48607
23253,25449,40226,1,-4278.2134,2290.1562,9.409993,43914
23264,27206,44453,0,1291,-1530.75,58.6785,51044
23265,27206,44453,0,1375.3,-1299.39,56.9878,51044
23266,27206,44453,0,1347.3,-1349.02,49.2046,51044
23267,27206,44453,0,1347.3,-1349.02,49.2046,51044
23268,26369,42642,0,-240.44792,-4185.837,121.7982,51045
23269,26526,43156,0,-72.1545,-4028.66,122.178,51045
23270,9803,18003,530,280.4301,6046.5874,130.30762,43915
23274,45176,89398,1220,-90.15625,6978.989,12.414845,46294
23275,28051,47383,1,-6464.81,-3508.1,1.45823,41670
23277,60057,167584,2222,-3323.389,-4150.8125,6599.4136,51049
23278,33976,77082,1116,832.283,3159.5166,163.87926,43918
23279,48683,126979,1643,599.26215,1828.632,25.428074,43919
23280,48683,126979,1643,423.81076,1898.8629,2.6074097,43919
23281,48683,127418,1643,344.77432,2068.6077,8.543691,43919
23282,48683,127418,1643,344.77432,2068.6077,8.543691,43919
23284,34344,78208,1116,6627.257,4288.268,87.47389,43920
23285,11652,25329,571,2819.5122,6711.8027,10.697216,48608
23286,13644,33443,1,3182.605,537.309,12.599659,46298
23287,9437,17095,1,-3144.2388,-2857.6968,34.308857,46299
23288,27239,4968,1,-2875.0286,-3349.1404,35.870068,46299
23289,27239,4968,1,-3749.6685,-4454.0454,64.95336,46299
23290,50297,130929,1642,-616.69794,281.97397,169.20291,46300
23291,29414,54567,860,1135.158,3432.9878,105.53221,41671
23292,29414,54567,860,1168.9445,3498.039,85.02966,41671
23293,29414,54567,860,1206.3091,3507.4636,85.90689,41671
23294,29414,59642,860,1135.151,3432.941,105.53177,41671
23295,27195,45228,0,368.99,1102.56,106.266,51051
23296,14234,35650,648,606.9983,3124.7744,3.121289,46302
23298,13572,32968,1,4730.3794,199.46931,54.68633,46303
23299,28282,46591,0,-3202.55,-5020.97,119.807,51053
23300,28282,48472,0,-3368.34,-4446.6,171.267,51053
23301,28282,48173,0,-3202.53,-5020.92,119.809,51053
23302,28288,47341,1,4326.58,-742.314,284.448,46304
23303,28288,47341,1,5425.03,-419.405,272.244,46304
23304,27824,2860,0,-6607.66,-3417.49,279.286,51054
23305,27824,2860,0,-6610.99,-3421.93,279.277,51054
23306,32861,71424,870,736.9028,-501.4236,440.1542,9277
23307,32861,69782,870,831.52606,-166.76042,422.8123,9277
23308,12120,26886,571,4322.282,-4990.636,20.378008,43921
23311,30968,62275,870,1538.3021,4351.8203,112.79329,43922
23312,9937,18407,530,-1356.1178,7213.315,33.63369,43923
23313,9938,18408,530,-2568.9785,7271.639,15.478879,43923
23314,43331,110018,1220,-707.4653,4460.376,738.1264,46305
23315,24736,9998,1,-6986.238,-1073.6354,-269.70572,46306
23316,60886,158007,2277,-4.7532554,-2.9129045,56.661983,51056
23317,60886,158007,2222,2067.5051,-1814.4166,3357.219,51056
23318,9573,17445,530,-3368.1716,-12409.437,23.972858,41673
23319,9573,17445,530,-1968.9623,-11830.719,54.734028,41673
23320,58795,160037,2222,-1666.9896,-5785.9844,6827.192,51057
23321,58795,160037,2222,-1684.2344,-5768.8037,6823.9404,51057
23322,58795,160037,2222,-1590.9601,-5849.0156,6858.52,51057
23323,58795,160037,2222,-1596.6823,-5856.012,6858.6978,51057
23324,58795,160037,2222,-1686.0817,-5760.6597,6823.8174,51057
23325,44400,113813,1220,-956.05035,4327.4756,740.166,48612
23327,29599,17876,560,2231.5212,119.13487,82.29929,41675
23328,29599,17876,560,2062.934,229.14508,64.48779,41675
23329,29599,17876,560,2660.0847,659.54816,61.936985,41675
23330,29599,17876,560,2486.5637,624.09796,57.867546,41675
23334,28266,48133,0,-7693.36,-1431.48,140.935,51060
23340,25368,40131,1,-5278.078,858.66144,159.37894,46308
23341,25368,40131,1,-4960.8403,970.92017,155.95915,46308
23342,12609,28045,571,5929.838,-2378.663,293.84055,46309
23343,60886,158007,2277,-4.7532554,-2.9129045,56.661983,51063
23344,60886,158007,2222,2067.5051,-1814.4166,3357.219,51063
23345,25801,41297,0,-3740.4949,-848.11456,0.592884,51064
23346,49080,127961,1642,1986.1562,1376.8021,15.78753,43926
23347,49080,127961,1642,2901.007,3.5711806,2.7939599,43926
23348,49080,127961,1642,2593.092,474.8229,7.8056703,43926
23349,49080,127961,1642,3041.7551,374.86285,0.9608006,43926
23354,12843,29473,571,6113.3447,-1084.8303,402.8347,43927
23355,60886,158007,2277,-4.7532554,-2.9129045,56.661983,51066
23356,60886,158007,2222,2067.5051,-1814.4166,3357.219,51066
23357,10055,21209,530,-595.78796,2890.8972,59.204006,46310
23358,10086,21283,530,145.44577,2690.015,85.60006,46310
23359,58624,161865,2222,-2676.9497,5020.874,4021.8665,51067
23360,28441,48568,0,-7917.85,-1868.56,132.534,51068
23361,29865,56062,870,1520.2743,-1792.1562,246.27531,48616
23362,29865,56062,870,1520.257,-1792.2031,246.32916,48616
23363,26418,42898,0,-31.95139,-2801.7239,123.34666,51069
23365,27620,16116,0,1679.16,-5354.55,73.6122,51071
23366,27620,16116,0,1692.75,-5215.99,73.9574,51071
23368,26955,44456,0,1796.26,-1684.78,60.1698,51073
23369,28781,50038,755,-10696.311,-1311.6841,17.602869,48617
23370,30820,60436,870,4393.1426,886.3333,104.73474,41680
23371,30820,60436,870,4393.1426,886.3333,104.73474,41680
23372,83,278,0,-9530.045,-1222.5851,47.289505,51074
23374,27838,46135,1,-9758.25,-914.427,57.0079,46314
23375,12110,26873,571,3074.4487,1369.599,129.99083,46315
23376,12107,26873,571,3074.4487,1369.599,129.99083,46315
23377,43705,110695,1624,-3675.4114,-11541.087,-129.45828,51076
23378,25822,41229,1,270.9045,-290.42188,92.67478,43932
23379,12558,28031,571,5573.136,5767.5493,-75.20298,43933
23380,49377,130796,1642,531.30554,1188.0555,36.631157,41681
23381,49377,149183,1642,-960.48956,808.9375,401.04434,41681
23382,49377,130796,1642,-510.48438,1108.3524,348.806,41681
23383,49377,129165,1642,1681.816,128.61285,1.045139,41681
23384,49377,130796,1642,-519.69617,1112.7622,349.39212,41681
23385,49377,130796,1642,1815.5764,298.84723,1.5744084,41681
23386,49377,130796,1642,759.08856,1380.5677,19.464304,41681
23387,49377,130796,1642,644.75,1380.4115,1.307428,41681
23388,49377,130796,1642,-448.93576,1063.0486,413.0226,41681
23389,13542,3694,1,6276.5625,268.47623,18.218828,43934
23390,13542,3694,1,6402.9966,386.13022,7.479756,43934
23391,26569,43194,0,-9277.43,-2240.89,64.0326,51077
23392,25372,41381,719,4622.029,-2092.7952,1237.0648,43935
23393,27427,23568,1,-2894.4895,-3422.3142,44.824394,51078
23394,27427,23568,1749,-2894.4895,-3422.3142,44.824394,51078
23395,24701,38277,1,-6973.104,-1070.2014,-267.3867,41682
23396,30690,60161,870,1866.2048,2055.8645,455.69098,43938
23400,49302,128679,1643,1116.5486,2373.6216,2.2919495,43939
23401,49302,128679,1643,820.38715,2308.6858,45.153233,43939
23402,49302,128679,1643,820.38715,2308.6858,45.153233,43939
23403,49302,128679,1643,864.63715,1860.0521,2.1086,43939
23404,49302,128679,1643,1114.1892,2394.0557,0.3821011,43939
23406,57266,159583,2222,-4711.83,-5236.9272,6518.722,51081
23407,57266,159583,2222,-4778.837,-5335.991,6504.9673,51081
23408,29808,55564,601,435.06424,774.3768,827.3051,48619
23409,29808,55564,601,550.79517,337.19098,240.81564,48619
23410,24439,36730,1,2997.0208,-4145.4478,101.27128,41684
23411,315,1374,0,-5612.144,-516.9948,402.63516,51082
23412,25755,39881,0,-7308.5815,5247.9116,-426.72342,51083
23413,25755,39881,0,-7298.488,4779.0938,-426.72342,51083
23414,25755,39881,0,-6618.4585,4282.4634,-563.08405,51083
23415,25755,39881,0,-7182.625,4712.5,-595.90314,51083
23416,25755,39881,0,-6618.4585,4282.4634,-563.08405,51083
23417,25333,39653,1,-4913.0693,1488.4392,84.777725,43942
23418,25333,39653,1,-4632.1997,2244.7188,46.691296,43942
23419,29759,55196,870,-183.59201,-2331.5017,35.851112,48620
23420,30357,58745,870,-1130.356,-213.81076,31.36735,41685
23421,30357,58745,870,-1342.1997,2240.5105,23.351715,41685
23422,30357,58745,870,-1172.5192,1790.2986,18.161198,41685
23423,30357,58745,870,-1130.356,-213.81076,31.36735,41685
23424,26597,2486,0,-14433.2,458.988,15.4516,51084
23425,26597,2486,0,-14433.177,458.98785,15.45161,51084
23426,26597,2486,0,-14433.177,458.98785,15.45161,51084
23430,28713,2079,1,10322.895,820.3333,1326.1451,46320
23431,28713,2079,1,10312.696,830.1215,1326.4496,46320
23432,28713,2079,1,10312.728,830.05554,1326.4384,46320
23433,24993,1515,0,2275.0815,297.61285,33.64945,51086
23434,30078,56133,870,-39.9375,-23.567709,154.1577,41687
23435,30078,56133,870,-692.3299,1418.3004,135.61324,41687
23436,30078,56133,870,517.3177,-693.7483,247.25313,41687
23437,30078,56133,870,534.4983,-603.684,258.393,41687
23438,30078,56133,870,-712.78644,1266.2552,136.0223,41687
23439,30078,56133,870,166.9427,-275.45834,236.26096,41687
23440,30078,56133,870,-698.1927,1413.1528,135.55466,41687
23441,30078,56133,870,-33.11632,-24.279514,154.61832,41687
23442,30078,56133,870,-195.22917,487.77432,189.64526,41687
23443,30078,56133,870,-197.79688,485.35416,187.18887,41687
23444,30078,56133,870,459.2396,-287.95486,204.76247,41687
23445,30078,56133,870,-709.3073,1264.6927,136.02353,41687
23446,34999,81514,1116,-322.15277,929.6268,75.249374,46321
23447,30895,61066,870,1401.7812,2689.9722,321.8759,41689
23448,25462,39932,719,5267.788,-1508.8073,1366.207,41688
23458,30184,58421,870,-1062.5677,2050.7136,148.03165,41690
23459,30184,58421,870,-1062.5677,2050.7136,148.03165,41690
23460,30184,58421,870,-883.5677,1900.3993,162.363,41690
23461,50005,131684,1643,534.9323,870.9844,7.8214483,48621
23462,50005,131684,1643,470.5712,1256.5781,0.70238864,48621
23472,12707,28484,571,5797.7896,-3553.846,390.34384,41691
23473,49667,135355,1642,2679.3098,3420.6797,69.45783,41692
23479,30776,60684,870,2558.7466,3216.507,430.1049,48622
