ID,BattlePetAbilityID,OrderIndex,TurnTypeEnum,EventTypeEnum,BattlePetVisualID
441,260,3,0,255,0
444,263,1,0,255,623
445,264,1,0,255,0
446,265,1,0,255,323
448,267,1,0,255,535
449,268,1,0,255,534
457,270,1,0,255,385
458,271,1,0,255,0
463,273,1,0,255,366
464,274,1,0,255,0
465,274,2,0,255,367
466,275,1,0,255,24
467,276,1,0,255,611
468,234,2,0,255,0
471,277,1,0,255,382
472,278,1,0,255,0
473,278,2,0,255,0
474,278,3,0,255,549
475,279,1,0,255,482
478,281,1,0,255,0
479,282,1,0,255,48
480,283,1,0,255,64
481,284,1,0,255,0
482,286,1,0,255,53
483,287,1,0,255,54
484,289,1,0,255,0
485,290,1,0,255,36
486,291,1,0,255,0
487,292,1,0,255,22
488,293,1,0,255,150
490,295,1,0,255,22
491,296,1,0,255,0
492,297,1,0,255,538
493,298,1,0,255,540
494,299,1,0,255,235
495,300,1,0,255,0
496,301,1,0,255,537
497,302,1,0,255,0
498,303,1,0,255,411
499,304,1,0,255,22
502,157,1,0,255,0
503,305,1,0,255,553
504,306,1,0,255,0
505,307,1,0,255,588
506,308,1,0,255,69
507,309,1,0,255,0
508,310,1,0,255,58
509,311,1,0,255,0
510,312,1,0,255,68
511,313,1,0,255,0
512,314,1,0,255,620
513,315,1,0,255,56
514,316,0,1,1,0
515,317,0,1,1,0
516,318,1,0,255,602
517,319,1,0,255,196
518,320,1,0,255,0
519,321,1,0,255,490
520,322,1,0,255,0
521,323,1,0,255,497
522,324,1,0,255,0
523,325,1,0,255,156
525,327,1,0,255,500
526,328,1,0,255,0
527,328,2,0,255,0
528,328,3,0,255,0
529,329,1,0,255,502
530,329,2,0,255,502
531,330,1,0,255,425
535,332,1,0,255,430
537,334,1,0,255,236
542,339,1,0,255,305
543,340,1,0,255,0
544,341,1,0,255,0
548,345,1,0,255,640
550,347,1,0,255,525
551,348,1,0,255,600
552,349,1,0,255,304
553,350,1,0,255,524
554,351,1,0,255,102
555,352,1,0,255,102
556,353,1,0,255,1151
557,354,1,0,255,228
558,355,1,0,255,581
559,356,1,0,255,545
560,357,1,0,255,576
561,358,1,0,255,347
562,359,1,0,255,577
563,360,1,0,255,544
565,362,1,0,255,617
567,364,1,0,255,87
568,365,1,0,255,0
569,366,1,0,255,619
570,367,1,0,255,109
571,368,1,0,255,347
572,369,1,0,255,116
573,370,1,0,255,0
574,371,1,0,255,306
584,375,1,0,255,570
585,376,1,0,255,126
586,377,1,0,255,207
587,378,1,0,255,139
588,379,1,0,255,347
589,380,1,0,255,145
590,381,0,1,2,0
591,382,1,0,255,504
592,383,1,0,255,115
593,384,1,0,255,590
594,385,1,0,255,0
595,385,2,0,255,0
596,385,3,0,255,0
597,386,1,0,255,215
598,387,1,0,255,186
599,387,2,0,255,551
600,387,3,0,255,551
602,389,1,0,255,379
603,390,1,0,255,114
604,391,1,0,255,0
605,392,1,0,255,568
606,393,1,0,255,73
607,394,1,0,255,350
608,395,1,0,255,0
609,396,1,0,255,582
610,397,1,0,255,0
611,398,1,0,255,555
614,400,1,0,255,374
615,401,1,0,255,0
616,401,2,0,255,0
617,401,3,0,255,422
618,402,1,0,255,421
620,404,1,0,255,178
621,405,1,0,255,539
622,406,1,0,255,554
623,407,1,0,255,452
624,407,2,0,255,242
625,408,1,0,255,43
626,409,1,0,255,565
627,410,1,0,255,0
628,411,1,0,255,615
629,412,1,0,255,610
630,413,1,0,255,74
631,414,1,0,255,46
632,415,1,0,255,0
633,416,1,0,255,317
634,417,1,0,255,0
635,417,2,0,255,0
636,417,3,0,255,0
637,418,1,0,255,419
638,419,1,0,255,193
639,420,1,0,255,106
640,421,1,0,255,302
641,422,1,0,255,341
642,423,1,0,255,559
643,424,1,0,255,479
644,425,1,0,255,0
645,426,1,0,255,40
646,427,1,0,255,117
648,429,1,0,255,529
649,430,1,0,255,0
650,431,1,0,255,392
651,432,1,0,255,313
652,433,1,0,255,511
653,434,1,0,255,0
654,435,1,0,255,0
655,436,1,0,255,414
656,437,1,0,255,402
657,438,1,0,255,0
658,439,1,0,255,513
659,440,1,0,255,401
660,441,1,0,255,532
661,442,1,0,255,410
662,443,1,0,255,0
663,444,1,0,255,509
664,445,1,0,255,351
665,446,1,0,255,0
666,447,1,0,255,332
667,448,1,0,255,352
668,449,1,0,255,230
669,450,1,0,255,353
670,451,1,0,255,296
671,452,1,0,255,642
672,453,1,0,255,176
674,455,1,0,255,140
675,456,1,0,255,486
676,457,1,0,255,195
677,458,1,0,255,0
678,459,1,0,255,440
679,460,1,0,255,77
680,461,1,0,255,349
681,462,1,0,255,0
682,463,1,0,255,383
683,464,1,0,255,0
684,465,1,0,255,507
685,466,1,0,255,194
686,467,1,0,255,630
687,468,1,0,255,231
688,469,1,0,255,232
689,469,2,0,255,232
690,469,3,0,255,232
692,471,1,0,255,453
693,472,1,0,255,405
694,473,1,0,255,495
695,474,1,0,255,587
696,475,1,0,255,589
697,476,1,0,255,298
698,477,1,0,255,199
699,478,1,0,255,443
700,479,1,0,255,506
701,480,1,0,255,0
702,481,1,0,255,395
703,482,1,0,255,312
704,483,1,0,255,396
705,484,1,0,255,442
706,485,1,0,255,0
707,486,1,0,255,475
708,487,1,0,255,0
709,488,1,0,255,234
710,489,1,0,255,496
711,489,2,0,255,496
712,489,3,0,255,496
714,491,1,0,255,0
715,492,1,0,255,85
716,493,1,0,255,573
717,494,1,0,255,0
719,496,1,0,255,0
720,497,1,0,255,88
722,498,0,1,1,0
723,496,2,0,255,0
724,496,0,1,1,0
725,499,1,0,255,519
726,500,1,0,255,43
727,501,1,0,255,520
728,502,1,0,255,424
729,503,1,0,255,245
730,504,1,0,255,120
731,505,1,0,255,0
732,506,1,0,255,107
733,507,1,0,255,112
734,508,1,0,255,354
735,509,1,0,255,129
736,510,1,0,255,583
737,511,1,0,255,143
738,512,1,0,255,0
739,512,2,0,255,0
740,512,3,0,255,136
741,513,1,0,255,134
742,514,1,0,255,221
743,515,1,0,255,79
744,516,1,0,255,0
745,517,1,0,255,624
746,518,1,0,255,123
747,519,1,0,255,131
748,520,1,0,255,0
749,521,1,0,255,626
752,524,1,0,255,365
753,525,1,0,255,393
754,526,1,0,255,0
755,527,1,0,255,622
756,528,1,0,255,198
757,529,1,0,255,448
760,532,1,0,255,209
761,533,1,0,255,189
763,535,1,0,255,82
764,536,1,0,255,616
765,537,0,1,2,0
766,538,1,0,255,558
767,538,2,0,255,558
769,539,1,0,255,575
770,540,1,0,255,0
771,540,2,0,255,15
772,541,1,0,255,83
773,543,0,1,2,0
775,544,1,0,255,113
777,546,1,0,255,0
778,207,0,1,2,0
781,209,2,0,255,0
782,209,3,0,255,0
785,79,0,1,2,0
787,549,1,0,255,117
816,562,1,0,255,22
817,563,1,0,255,187
818,564,1,0,255,459
819,564,2,0,255,460
820,565,1,0,255,0
821,566,1,0,255,208
822,567,1,0,255,207
824,569,1,0,255,613
825,570,1,0,255,195
826,571,1,0,255,210
827,572,1,0,255,197
828,573,1,0,255,331
829,574,1,0,255,381
830,575,1,0,255,192
831,576,1,0,255,357
832,577,1,0,255,0
833,578,1,0,255,485
834,579,1,0,255,488
835,580,1,0,255,361
836,581,1,0,255,90
837,581,2,0,255,90
838,581,3,0,255,90
840,583,1,0,255,0
841,584,1,0,255,409
842,585,1,0,255,113
843,586,1,0,255,489
845,588,1,0,255,200
846,588,2,0,255,206
847,589,1,0,255,594
849,591,1,0,255,0
850,592,1,0,255,599
851,593,1,0,255,218
852,593,2,0,255,0
853,593,3,0,255,0
854,594,1,0,255,394
855,595,1,0,255,180
857,597,1,0,255,427
858,598,1,0,255,364
859,599,1,0,255,0
860,599,2,0,255,0
861,599,3,0,255,0
862,600,1,0,255,344
866,602,1,0,255,417
867,603,1,0,255,368
868,605,1,0,255,0
869,605,2,0,255,0
870,605,3,0,255,0
871,606,1,0,255,415
872,607,1,0,255,474
873,608,1,0,255,521
874,609,1,0,255,371
875,610,1,0,255,0
876,611,1,0,255,300
877,612,1,0,255,200
878,612,2,0,255,206
879,613,1,0,255,0
880,614,1,0,255,593
881,615,1,0,255,341
882,616,1,0,255,184
883,617,1,0,255,185
899,621,1,0,255,445
901,623,1,0,255,0
902,623,2,0,255,0
903,623,3,0,255,404
904,624,1,0,255,403
905,625,1,0,255,190
906,626,1,0,255,621
907,627,1,0,255,164
908,628,1,0,255,163
910,630,1,0,255,555
911,631,1,0,255,307
912,632,1,0,255,399
913,633,1,0,255,347
914,634,1,0,255,160
915,636,1,0,255,480
916,637,1,0,255,0
920,639,1,0,255,213
921,640,1,0,255,211
922,641,1,0,255,147
923,642,1,0,255,147
924,643,1,0,255,0
925,644,1,0,255,551
926,644,2,0,255,551
927,644,3,0,255,551
928,645,1,0,255,637
929,645,2,0,255,638
930,646,1,0,255,478
931,647,1,0,255,472
932,648,1,0,255,336
933,649,1,0,255,449
934,650,1,0,255,333
935,651,1,0,255,0
936,652,1,0,255,335
937,653,1,0,255,148
938,654,1,0,255,311
939,655,1,0,255,492
941,657,1,0,255,598
942,658,0,1,1,0
943,659,1,0,255,0
944,660,1,0,255,0
945,660,2,0,255,0
946,661,1,0,255,0
947,661,2,0,255,0
948,662,1,0,255,0
949,662,2,0,255,0
950,663,1,0,255,168
951,664,1,0,255,167
952,665,1,0,255,310
953,666,1,0,255,477
954,667,1,0,255,249
955,668,1,0,255,248
956,669,1,0,255,470
957,670,1,0,255,254
978,677,1,0,255,223
983,681,1,0,255,0
1004,684,1,0,255,22
1077,706,1,0,255,90
1078,706,2,0,255,90
1079,706,3,0,255,90
1080,84,0,1,8,0
1087,509,0,1,6,0
1088,509,0,1,7,0
1089,710,1,0,255,152
1090,711,1,0,255,154
1091,712,1,0,255,155
1092,713,1,0,255,629
1093,295,0,1,6,0
1094,295,0,1,7,0
1096,714,1,0,255,22
1097,714,0,1,6,0
1098,714,0,1,7,0
1103,635,0,1,10,162
1106,563,0,1,6,0
1107,563,0,1,7,0
1108,472,0,1,6,0
1109,472,0,1,1,0
1111,718,0,1,10,0
1115,720,0,1,6,0
1116,720,0,1,7,0
1118,616,0,1,6,0
1119,616,0,1,7,0
1120,722,1,0,255,22
1121,723,1,0,255,515
1122,724,1,0,255,340
1123,725,1,0,255,0
1125,726,1,0,255,0
1129,158,0,1,6,0
1130,158,0,1,1,0
1131,728,1,0,255,0
1140,733,1,0,255,22
1141,734,1,0,255,0
1143,522,1,0,255,247
1145,735,1,0,255,0
1149,737,1,0,255,0
1150,381,1,0,255,0
1151,738,1,0,255,0
1152,738,0,1,9,246
1153,668,2,0,255,248
1154,668,3,0,255,248
1155,739,1,0,255,0
1156,740,1,0,255,552
1157,741,1,0,255,253
1159,671,0,1,5,256
1160,671,1,0,255,0
1162,742,1,0,255,259
1163,743,1,0,255,258
1164,744,1,0,255,260
1165,745,1,0,255,438
1166,746,1,0,255,261
1167,747,1,0,255,0
1168,748,1,0,255,264
1169,747,2,0,255,0
1170,747,3,0,255,265
1173,751,1,0,255,266
1174,752,1,0,255,444
1175,753,1,0,255,267
1176,753,2,0,255,0
1177,753,3,0,255,0
1178,754,1,0,255,268
1179,755,1,0,255,562
1180,756,1,0,255,269
1181,757,1,0,255,360
1182,758,1,0,255,469
1183,760,1,0,255,270
1184,761,1,0,255,563
1185,761,2,0,255,564
1186,762,1,0,255,428
1187,763,1,0,255,586
1188,764,1,0,255,467
1189,765,1,0,255,272
1190,766,1,0,255,634
1191,767,1,0,255,275
1192,767,2,0,255,274
1193,768,1,0,255,276
1194,769,1,0,255,278
1195,770,1,0,255,277
1196,770,0,1,6,0
1197,770,0,1,7,0
1198,771,1,0,255,279
1199,772,1,0,255,280
1200,773,1,0,255,585
1201,773,2,0,255,281
1202,774,1,0,255,284
1203,775,1,0,255,282
1204,776,1,0,255,283
1205,776,0,1,6,0
1206,776,0,1,7,0
1208,777,1,0,255,346
1209,778,1,0,255,285
1210,778,0,1,6,0
1211,778,0,1,7,0
1212,779,1,0,255,286
1213,780,1,0,255,290
1214,781,1,0,255,259
1215,175,4,0,255,289
1216,782,1,0,255,291
1218,784,1,0,255,362
1219,786,1,0,255,466
1220,787,1,0,255,292
1221,785,1,0,255,0
1222,787,0,1,11,0
1223,242,0,1,5,0
1224,788,1,0,255,408
1225,789,1,0,255,464
1226,790,1,0,255,0
1227,791,1,0,255,432
1228,792,1,0,255,463
1229,794,1,0,255,462
1230,795,0,1,7,462
1231,796,1,0,255,294
1232,720,0,1,9,0
1234,798,0,1,5,0
1236,798,1,0,255,0
1237,799,0,1,6,0
1238,799,0,1,7,0
1239,799,0,1,9,0
1240,800,1,0,255,325
1241,801,1,0,255,378
1242,802,1,0,255,580
1243,802,2,0,255,580
1244,803,1,0,255,556
1245,804,1,0,255,0
1246,568,0,1,6,0
1253,490,0,1,7,0
1254,807,1,0,255,0
1256,809,1,0,255,299
1257,810,1,0,255,0
1258,810,0,1,5,437
1260,811,1,0,255,447
1261,812,1,0,255,435
1262,813,1,0,255,297
1263,814,1,0,255,431
1266,653,0,1,5,0
1268,160,0,1,6,0
1271,120,0,1,7,0
1274,633,0,1,2,648
1276,417,4,0,255,420
1278,383,0,1,2,0
1279,683,0,1,5,0
1280,682,0,1,5,127
1282,449,0,1,6,0
1284,490,1,0,255,400
1285,568,1,0,255,0
1286,220,0,1,10,0
1288,820,1,0,255,439
1292,303,0,1,5,412
1293,823,1,0,255,0
1294,459,0,1,5,441
1299,826,1,0,255,603
1300,827,1,0,255,457
1301,828,1,0,255,456
1302,830,1,0,255,0
1309,280,0,1,1,0
1310,831,1,0,255,0
1311,262,0,1,2,0
1313,637,0,1,5,481
1314,301,0,1,7,536
1316,203,0,1,2,546
1317,280,1,0,255,0
1319,671,0,1,9,0
1323,835,1,0,255,249
1324,836,1,0,255,560
1325,837,1,0,255,0
1326,838,1,0,255,87
1330,839,1,0,255,0
1332,841,1,0,255,0
1339,848,1,0,255,0
1341,297,0,1,7,607
1342,354,0,1,7,229
1343,849,1,0,255,556
1344,850,1,0,255,0
1345,851,1,0,255,87
1346,852,1,0,255,0
1348,439,0,1,6,0
1349,853,1,0,255,0
1351,717,0,1,10,0
1352,529,0,1,6,0
1353,529,0,1,7,0
1354,383,0,1,6,0
1355,171,1,0,255,0
1364,710,0,1,7,156
1365,810,0,1,9,0
1366,490,0,1,6,0
1383,860,1,0,255,650
1415,387,0,1,6,0
1416,387,0,1,7,0
1417,644,0,1,6,0
1418,644,0,1,7,0
1444,869,1,0,255,655
1445,870,1,0,255,90
1446,870,2,0,255,90
1447,870,3,0,255,90
1511,900,1,0,255,43
1512,901,1,0,255,679
1516,903,1,0,255,0
1517,385,4,0,255,217
1518,904,1,0,255,0
1519,905,1,0,255,680
1520,906,1,0,255,682
1521,907,0,1,1,0
1522,908,1,0,255,683
1523,909,1,0,255,684
1524,910,1,0,255,685
1526,912,1,0,255,687
1527,913,1,0,255,688
1528,914,1,0,255,689
1529,915,0,1,1,1218
1530,916,1,0,255,690
1531,916,2,0,255,690
1533,917,1,0,255,691
1534,918,1,0,255,0
1535,919,1,0,255,692
1536,920,1,0,255,693
1537,921,1,0,255,90
1538,921,2,0,255,90
1539,922,1,0,255,694
1540,923,1,0,255,695
1541,925,1,0,255,0
1545,498,0,1,5,0
1546,926,0,1,1,0
1547,926,0,1,5,0
1548,734,0,1,5,0
1549,927,1,0,255,0
1550,927,0,1,5,0
1551,929,1,0,255,697
1552,930,1,0,255,698
1553,822,0,1,5,0
1554,931,1,0,255,0
1555,932,1,0,255,699
1556,934,1,0,255,700
1557,935,1,0,255,0
1558,936,1,0,255,626
1559,937,1,0,255,701
1560,937,0,1,6,0
1561,938,1,0,255,683
1562,939,0,1,1,0
1563,940,1,0,255,702
1564,941,1,0,255,249
1565,942,1,0,255,545
1566,943,1,0,255,703
1567,944,0,1,1,0
1568,945,1,0,255,704
1569,399,1,0,255,0
1570,399,2,0,255,0
1589,954,1,0,255,0
1590,955,1,0,255,383
1591,957,1,0,255,708
1592,958,1,0,255,285
1593,958,0,1,6,0
1594,958,0,1,7,0
1595,959,1,0,255,0
1596,960,1,0,255,58
1597,961,1,0,255,0
1598,962,1,0,255,709
1599,963,1,0,255,0
1600,964,1,0,255,710
1605,967,1,0,255,0
1607,969,1,0,255,713
1608,971,1,0,255,320
1613,974,1,0,255,714
1614,975,1,0,255,717
1615,976,1,0,255,0
1616,977,1,0,255,806
1617,978,1,0,255,718
1618,979,1,0,255,719
1619,980,1,0,255,720
1620,981,1,0,255,0
1622,983,1,0,255,721
1625,653,0,1,7,0
1626,985,1,0,255,722
1627,986,1,0,255,723
1631,989,1,0,255,725
1645,996,1,0,255,728
1646,997,1,0,255,748
1647,998,1,0,255,729
1648,998,0,1,6,0
1649,998,0,1,7,0
1650,999,1,0,255,0
1651,1000,1,0,255,456
1652,1001,1,0,255,457
1653,1002,1,0,255,90
1654,1002,2,0,255,90
1655,1002,3,0,255,90
1656,1003,1,0,255,730
1657,1004,1,0,255,523
1658,1005,1,0,255,746
1659,1006,1,0,255,0
1660,1007,1,0,255,785
1661,1007,2,0,255,62
1662,1008,1,0,255,731
1663,1009,1,0,255,0
1664,1010,1,0,255,732
1665,1011,1,0,255,0
1666,1012,1,0,255,756
1667,1013,1,0,255,99
1668,1014,1,0,255,0
1669,1015,1,0,255,782
1670,1016,1,0,255,735
1671,1016,0,1,6,0
1678,1019,1,0,255,736
1679,1019,2,0,255,126
1680,1020,1,0,255,737
1681,1021,1,0,255,738
1682,1022,1,0,255,739
1683,1024,1,0,255,0
1684,1024,2,0,255,0
1685,1024,3,0,255,549
1686,1025,1,0,255,755
1687,1026,1,0,255,740
1688,1027,1,0,255,741
1689,1028,0,1,2,0
1690,1029,1,0,255,742
1691,1030,1,0,255,0
1692,1030,0,1,5,0
1694,1031,1,0,255,749
1695,1032,1,0,255,752
1696,1033,0,1,10,0
1697,1034,1,0,255,0
1698,1035,1,0,255,758
1699,1036,1,0,255,759
1704,1039,1,0,255,0
1705,1040,1,0,255,801
1706,1041,1,0,255,760
1707,1042,1,0,255,424
1708,1043,1,0,255,762
1709,1043,0,1,6,0
1710,1044,1,0,255,0
1711,1045,1,0,255,763
1712,1046,1,0,255,0
1713,1047,1,0,255,764
1714,1048,1,0,255,0
1715,1049,1,0,255,145
1716,1050,1,0,255,109
1717,1051,1,0,255,606
1718,1052,1,0,255,765
1719,1053,1,0,255,0
1720,1054,1,0,255,766
1721,1055,1,0,255,767
1722,1056,1,0,255,768
1723,1057,1,0,255,769
1724,1057,0,1,7,156
1725,1058,1,0,255,771
1726,1060,1,0,255,773
1727,1061,1,0,255,0
1728,1062,1,0,255,694
1729,1063,1,0,255,774
1730,1064,1,0,255,0
1731,1065,1,0,255,775
1732,1066,1,0,255,776
1733,1067,1,0,255,0
1734,1068,1,0,255,777
1735,1069,1,0,255,0
1736,1070,1,0,255,778
1737,1071,1,0,255,0
1738,1071,0,1,5,779
1739,1072,1,0,255,780
1740,1073,1,0,255,56
1741,1074,0,1,1,0
1742,1075,0,1,1,0
1743,1076,1,0,255,786
1744,1077,1,0,255,783
1745,1078,1,0,255,784
1746,1079,1,0,255,788
1747,1080,1,0,255,789
1748,1081,0,1,10,162
1749,1082,1,0,255,791
1750,1083,1,0,255,0
1751,1084,1,0,255,0
1752,1084,0,1,6,0
1753,1084,0,1,7,0
1754,1085,1,0,255,793
1757,1087,1,0,255,794
1761,1086,0,1,1,0
1762,1088,1,0,255,795
1763,1091,1,0,255,796
1764,1092,1,0,255,797
1765,1093,1,0,255,90
1766,1093,2,0,255,90
1767,1093,3,0,255,90
1768,1094,1,0,255,798
1770,1095,1,0,255,532
1781,1099,1,0,255,810
1782,1100,1,0,255,811
1783,1101,1,0,255,812
1785,1103,1,0,255,828
1788,1104,1,0,255,0
1789,1105,1,0,255,814
1790,1106,1,0,255,816
1792,81,0,1,1,0
1793,1107,1,0,255,817
1794,1108,1,0,255,819
1795,1109,1,0,255,820
1796,1110,1,0,255,99
1797,1111,1,0,255,0
1798,1112,1,0,255,568
1802,1116,1,0,255,822
1807,1119,1,0,255,0
1809,1120,0,1,2,0
1810,1103,0,1,6,0
1811,1103,0,1,7,0
1812,1104,0,1,1,0
1813,1121,1,0,255,829
1814,1122,1,0,255,0
1815,1123,1,0,255,586
1816,1124,1,0,255,0
1817,1125,1,0,255,832
1818,1125,0,1,6,0
1819,1125,0,1,7,0
1822,1128,1,0,255,0
1823,1085,0,1,6,0
1824,1085,0,1,7,0
2021,1223,1,0,255,836
2026,819,0,1,5,473
2038,1231,1,0,255,838
2039,1232,1,0,255,839
2040,1233,1,0,255,17
2049,1238,1,0,255,70
2118,1273,1,0,255,844
2143,1287,1,0,255,847
2152,1292,1,0,255,0
2169,1301,1,0,255,858
2171,1302,1,0,255,0
2172,1303,1,0,255,0
2174,1304,1,0,255,0
2175,1305,1,0,255,0
2232,1334,1,0,255,854
2233,1335,1,0,255,853
2234,1336,1,0,255,855
2235,1337,1,0,255,0
2236,1338,1,0,255,680
2245,1343,1,0,255,126
2246,1344,1,0,255,852
2247,1345,1,0,255,0
2248,1346,1,0,255,0
2249,1347,1,0,255,856
2250,1348,0,1,1,0
2259,1353,1,0,255,82
2260,1354,1,0,255,861
2261,1355,1,0,255,430
2262,1356,1,0,255,863
2263,1357,1,0,255,864
2264,1359,1,0,255,866
2265,1360,1,0,255,867
2266,1360,2,0,255,126
2275,1365,0,1,5,0
2276,1366,0,1,5,127
2277,1367,1,0,255,131
2278,1368,1,0,255,644
2279,1369,1,0,255,555
2280,1370,1,0,255,17
2281,1371,1,0,255,109
2282,1372,1,0,255,109
2291,1377,1,0,255,574
2292,1378,1,0,255,868
2293,1378,0,1,6,0
2294,1378,0,1,7,0
2295,1379,1,0,255,0
2296,1380,1,0,255,58
2297,1381,1,0,255,870
2298,1381,2,0,255,869
2299,1382,1,0,255,0
2300,1382,0,1,2,0
2309,1387,1,0,255,0
2310,1388,1,0,255,0
2311,1389,1,0,255,0
2312,1390,1,0,255,0
2314,1392,1,0,255,320
2323,1397,1,0,255,871
2324,1398,1,0,255,872
2325,1399,1,0,255,0
2326,1400,1,0,255,126
2327,1401,1,0,255,68
2328,1402,1,0,255,820
2337,1407,1,0,255,516
2338,1408,1,0,255,875
2339,1409,1,0,255,0
2340,1409,2,0,255,0
2341,1409,3,0,255,0
2342,1410,1,0,255,876
2343,1411,1,0,255,877
2344,1412,1,0,255,448
2345,1412,0,1,6,0
2346,1412,0,1,7,0
2355,820,0,1,5,0
2356,1418,1,0,255,0
2357,1418,0,1,5,0
2358,1389,0,1,10,0
2360,1389,0,1,0,0
2361,1389,0,1,6,0
2362,1418,0,1,6,0
2397,1438,1,0,255,285
2406,1443,1,0,255,878
2414,568,0,1,12,0
2455,1464,1,0,255,883
2456,1465,1,0,255,883
2457,1466,1,0,255,885
2458,1466,2,0,255,885
2459,1466,3,0,255,885
2492,1483,1,0,255,886
2557,1516,1,0,255,0
2558,1517,1,0,255,887
2559,1518,1,0,255,529
2584,1531,1,0,255,891
2585,1532,1,0,255,894
2586,1533,1,0,255,897
2587,1533,2,0,255,897
2588,1533,3,0,255,897
2589,1534,1,0,255,0
2590,1535,1,0,255,895
2591,1536,1,0,255,898
2608,1545,1,0,255,899
2609,1546,1,0,255,0
2626,1555,1,0,255,900
2627,1556,1,0,255,901
2628,1557,1,0,255,902
2630,1558,1,0,255,0
2631,1559,1,0,255,904
2632,1560,1,0,255,905
2633,1560,2,0,255,126
2634,1561,1,0,255,0
2651,1570,1,0,255,479
2652,1572,1,0,255,907
2653,1573,1,0,255,908
2662,1578,1,0,255,909
2671,1583,1,0,255,0
2672,1583,0,1,6,0
2673,1583,0,1,12,0
2674,1584,1,0,255,0
2675,1585,1,0,255,910
2686,1587,1,0,255,911
2692,1588,0,1,7,48
2703,1593,1,0,255,0
2704,1593,2,0,255,0
2705,1593,3,0,255,0
2706,1593,4,0,255,0
2707,1593,5,0,255,48
2708,1594,1,0,255,913
2709,1595,1,0,255,913
2710,1595,0,1,5,0
2711,1596,1,0,255,98
2713,1597,1,0,255,496
2715,1598,1,0,255,682
2716,1599,0,1,1,0
2766,1625,1,0,255,914
2767,1626,1,0,255,915
2768,1627,1,0,255,916
2769,1628,1,0,255,0
