ID,PlayerLevelToItemLevelCurveID,Minlevel,Maxlevel,Bonus[0],Bonus[1],Bonus[2],Bonus[3],Bonus[4],Bonus[5],Bonus[6],Bonus[7],Bonus[8],Bonus[9],StatID[0],StatID[1],StatID[2],StatID[3],StatID[4],StatID[5],StatID[6],StatID[7],StatID[8],StatID[9]
305,0,0,80,5259,5259,3506,5259,0,0,0,0,0,0,5,7,32,35,-1,-1,-1,-1,-1,-1
306,0,0,80,5259,5259,3506,5258,0,0,0,0,0,0,5,7,32,35,-1,-1,-1,-1,-1,-1
311,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
331,0,0,80,5259,7889,5259,0,0,0,0,0,0,0,3,7,32,-1,-1,-1,-1,-1,-1,-1
332,0,0,80,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
333,0,0,80,5996,5996,5258,0,0,0,0,0,0,0,4,7,32,-1,-1,-1,-1,-1,-1,-1
334,0,0,80,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
335,0,0,80,5259,7888,5259,0,0,0,0,0,0,0,3,7,31,-1,-1,-1,-1,-1,-1,-1
336,0,0,80,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
351,0,0,80,5259,3506,7889,3506,0,0,0,0,0,0,3,36,7,32,-1,-1,-1,-1,-1,-1
352,0,0,80,5259,3506,7889,3506,0,0,0,0,0,0,3,32,7,36,-1,-1,-1,-1,-1,-1
371,0,0,80,7266,4106,4789,0,0,0,0,0,0,0,32,31,7,-1,-1,-1,-1,-1,-1,-1
393,0,20,85,6153,3996,3997,5258,0,0,0,0,0,0,45,7,5,6,-1,-1,-1,-1,-1,-1
396,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,4,7,32,31,-1,-1,-1,-1,-1,-1
397,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,3,7,36,31,-1,-1,-1,-1,-1,-1
398,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,6,32,-1,-1,-1,-1,-1,-1
399,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,3,7,32,31,-1,-1,-1,-1,-1,-1
400,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,6,32,-1,-1,-1,-1,-1,-1
401,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,32,36,-1,-1,-1,-1,-1,-1
402,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,4,7,32,37,-1,-1,-1,-1,-1,-1
403,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,3,7,32,36,-1,-1,-1,-1,-1,-1
404,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,6,32,-1,-1,-1,-1,-1,-1
405,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,3,7,32,36,-1,-1,-1,-1,-1,-1
406,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,6,32,-1,-1,-1,-1,-1,-1
407,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,32,36,-1,-1,-1,-1,-1,-1
408,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,4,7,32,31,-1,-1,-1,-1,-1,-1
409,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,3,7,32,36,-1,-1,-1,-1,-1,-1
410,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,32,36,-1,-1,-1,-1,-1,-1
411,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,4,7,32,36,-1,-1,-1,-1,-1,-1
412,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,3,7,32,36,-1,-1,-1,-1,-1,-1
413,0,1,85,5259,7888,3506,3506,0,0,0,0,0,0,5,7,32,36,-1,-1,-1,-1,-1,-1
416,0,0,80,15000,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
417,0,0,80,5259,7889,5259,0,0,0,0,0,0,0,4,7,13,-1,-1,-1,-1,-1,-1,-1
418,0,0,80,5259,7889,5259,0,0,0,0,0,0,0,4,7,14,-1,-1,-1,-1,-1,-1,-1
419,0,0,85,5259,7889,3761,3076,0,0,0,0,0,0,4,7,14,31,-1,-1,-1,-1,-1,-1
420,0,0,85,5259,7889,3610,3332,0,0,0,0,0,0,4,7,14,37,-1,-1,-1,-1,-1,-1
421,0,0,85,5259,7889,3997,2664,0,0,0,0,0,0,4,7,13,31,-1,-1,-1,-1,-1,-1
422,0,0,80,5259,7889,5259,0,0,0,0,0,0,0,4,7,14,-1,-1,-1,-1,-1,-1,-1
423,0,0,85,5259,7889,3661,3246,0,0,0,0,0,0,4,7,13,37,-1,-1,-1,-1,-1,-1
521,0,0,80,7889,5259,3506,3506,0,0,0,0,0,0,7,3,32,36,-1,-1,-1,-1,-1,-1
600,0,0,80,5259,3506,7889,3506,0,0,0,0,0,0,3,36,7,31,-1,-1,-1,-1,-1,-1
619,0,0,85,4106,7266,3193,0,0,0,0,0,0,0,3,32,35,-1,-1,-1,-1,-1,-1,-1
620,0,0,85,5259,7888,5259,0,0,0,0,0,0,0,4,7,32,-1,-1,-1,-1,-1,-1,-1
621,0,0,85,7889,5259,3506,3506,0,0,0,0,0,0,7,3,32,36,-1,-1,-1,-1,-1,-1
622,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,4,7,14,-1,-1,-1,-1,-1,-1,-1
623,0,0,85,5259,3506,7889,3506,0,0,0,0,0,0,3,32,7,36,-1,-1,-1,-1,-1,-1
624,0,0,85,5259,3506,7889,3506,0,0,0,0,0,0,3,36,7,32,-1,-1,-1,-1,-1,-1
625,0,0,85,5259,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1
626,0,0,85,7888,5259,5258,30121,0,0,0,0,0,0,7,31,35,45,-1,-1,-1,-1,-1,-1
627,0,0,85,6666,6666,3554,70282,0,0,0,0,0,0,7,35,6,45,-1,-1,-1,-1,-1,-1
628,0,0,85,7266,4789,4106,0,0,0,0,0,0,0,4,7,35,-1,-1,-1,-1,-1,-1,-1
629,0,0,85,5259,7888,5258,0,0,0,0,0,0,0,3,7,35,-1,-1,-1,-1,-1,-1,-1
630,0,0,85,5067,7601,2700,70282,0,0,0,0,0,0,7,5,32,45,-1,-1,-1,-1,-1,-1
631,0,0,85,7150,5850,4766,30121,0,0,0,0,0,0,7,5,32,45,-1,-1,-1,-1,-1,-1
632,0,0,85,5259,5259,5259,0,0,0,0,0,0,0,3,32,31,-1,-1,-1,-1,-1,-1,-1
633,0,0,85,5259,7888,5259,0,0,0,0,0,0,0,3,7,32,-1,-1,-1,-1,-1,-1,-1
634,0,0,85,6554,5362,3193,0,0,0,0,0,0,0,3,32,31,-1,-1,-1,-1,-1,-1,-1
635,0,0,85,5259,3506,7889,3506,0,0,0,0,0,0,3,36,7,31,-1,-1,-1,-1,-1,-1
636,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
637,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
638,0,0,85,5259,5259,3506,5258,0,0,0,0,0,0,5,7,32,35,-1,-1,-1,-1,-1,-1
639,0,0,85,7266,4106,4789,0,0,0,0,0,0,0,3,31,7,-1,-1,-1,-1,-1,-1,-1
640,0,0,85,5259,7888,5259,0,0,0,0,0,0,0,3,7,31,-1,-1,-1,-1,-1,-1,-1
641,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
642,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
643,0,0,85,5259,5259,3506,5259,0,0,0,0,0,0,5,7,32,35,-1,-1,-1,-1,-1,-1
644,0,0,85,6666,6666,4767,0,0,0,0,0,0,0,3,7,35,-1,-1,-1,-1,-1,-1,-1
645,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
646,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,32,-1,-1,-1,-1,-1,-1,-1
647,0,0,85,6666,6666,4444,0,0,0,0,0,0,0,3,7,35,-1,-1,-1,-1,-1,-1,-1
648,0,0,85,5259,5259,7889,0,0,0,0,0,0,0,3,32,7,-1,-1,-1,-1,-1,-1,-1
649,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,3,7,32,-1,-1,-1,-1,-1,-1,-1
650,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,35,-1,-1,-1,-1,-1,-1,-1
651,0,0,85,6666,6666,4445,0,0,0,0,0,0,0,4,7,32,-1,-1,-1,-1,-1,-1,-1
652,0,0,85,5996,5996,5258,0,0,0,0,0,0,0,4,7,32,-1,-1,-1,-1,-1,-1,-1
653,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,4,7,13,-1,-1,-1,-1,-1,-1,-1
654,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,4,7,14,-1,-1,-1,-1,-1,-1,-1
655,0,0,85,4444,6666,4444,4444,0,0,0,0,0,0,5,7,32,35,-1,-1,-1,-1,-1,-1
656,0,0,85,5259,7888,5258,0,0,0,0,0,0,0,4,7,35,-1,-1,-1,-1,-1,-1,-1
657,0,0,85,6666,0,0,0,0,0,0,0,0,0,36,-1,-1,-1,-1,-1,-1,-1,-1,-1
658,0,0,85,6666,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
659,0,0,85,6667,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1
660,0,0,85,6667,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1
661,0,0,85,6667,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1
662,0,0,85,6667,0,0,0,0,0,0,0,0,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1
663,0,0,85,5259,5259,7889,0,0,0,0,0,0,0,4,14,7,-1,-1,-1,-1,-1,-1,-1
664,0,0,85,7889,5259,5259,0,0,0,0,0,0,0,7,5,6,-1,-1,-1,-1,-1,-1,-1
665,0,0,85,5259,7889,5259,0,0,0,0,0,0,0,5,7,36,-1,-1,-1,-1,-1,-1,-1
