ID,VendorMapID,VendorPosition[0],VendorPosition[1],VendorPosition[2],VendorItemID,CreatureID,AreaTableID,WMOGroupID,CollectableSourceInfoID
238886,0,2656,-4008,105,192093,185791,139,0,175727
238887,0,-6443,-1110,309,192094,185791,51,0,175728
238888,1,-7992,1565,5,192094,185791,1377,0,175728
238889,0,2656,-4008,105,192094,185791,139,0,175728
238890,0,-6443,-1110,309,192095,185791,51,0,175729
238891,1,-7992,1565,5,192095,185791,1377,0,175729
238892,0,2656,-4008,105,192095,185791,139,0,175729
238893,0,-6443,-1110,309,192096,185791,51,0,175730
238894,1,-7992,1565,5,192096,185791,1377,0,175730
238895,0,2656,-4008,105,192096,185791,139,0,175730
238896,0,-6443,-1110,309,192097,185791,51,0,175731
238897,1,-7992,1565,5,192097,185791,1377,0,175731
238898,0,2656,-4008,105,192097,185791,139,0,175731
238899,0,-6443,-1110,309,192098,185791,51,0,175732
238900,1,-7992,1565,5,192098,185791,1377,0,175732
238901,0,2656,-4008,105,192098,185791,139,0,175732
238902,0,-6443,-1110,309,192099,185791,51,0,175733
238903,1,-7992,1565,5,192099,185791,1377,0,175733
238904,0,2656,-4008,105,192099,185791,139,0,175733
238905,0,-6443,-1110,309,192100,185791,51,0,175734
238906,1,-7992,1565,5,192100,185791,1377,0,175734
238907,0,2656,-4008,105,192100,185791,139,0,175734
238908,0,-6443,-1110,309,192101,185791,51,0,175735
238909,1,-7992,1565,5,192101,185791,1377,0,175735
238910,0,2656,-4008,105,192101,185791,139,0,175735
238911,0,-6443,-1110,309,192102,185791,51,0,175736
238912,1,-7992,1565,5,192102,185791,1377,0,175736
238913,0,2656,-4008,105,192102,185791,139,0,175736
238914,0,-6443,-1110,309,192103,185791,51,0,175737
238915,1,-7992,1565,5,192103,185791,1377,0,175737
238916,0,2656,-4008,105,192103,185791,139,0,175737
238917,0,-6443,-1110,309,192104,185791,51,0,175738
238918,1,-7992,1565,5,192104,185791,1377,0,175738
238919,0,2656,-4008,105,192104,185791,139,0,175738
238920,0,-6443,-1110,309,192105,185791,51,0,175739
238921,1,-7992,1565,5,192105,185791,1377,0,175739
238922,0,2656,-4008,105,192105,185791,139,0,175739
238923,0,-6443,-1110,309,192106,185791,51,0,175740
238924,1,-7992,1565,5,192106,185791,1377,0,175740
238925,0,2656,-4008,105,192106,185791,139,0,175740
238926,0,-6443,-1110,309,192107,185791,51,0,175741
238927,1,-7992,1565,5,192107,185791,1377,0,175741
238928,0,2656,-4008,105,192107,185791,139,0,175741
238929,0,-6443,-1110,309,192108,185791,51,0,175742
238930,1,-7992,1565,5,192108,185791,1377,0,175742
238931,0,2656,-4008,105,192108,185791,139,0,175742
238932,0,-6443,-1110,309,192109,185791,51,0,175743
238933,1,-7992,1565,5,192109,185791,1377,0,175743
238934,0,2656,-4008,105,192109,185791,139,0,175743
238935,0,-6443,-1110,309,192110,185791,51,0,175744
238936,1,-7992,1565,5,192110,185791,1377,0,175744
238937,0,2656,-4008,105,192110,185791,139,0,175744
238938,0,-6443,-1110,309,192111,185791,51,0,175745
238939,1,-7992,1565,5,192111,185791,1377,0,175745
238940,0,2656,-4008,105,192111,185791,139,0,175745
238941,0,-6443,-1110,309,192112,185791,51,0,175746
238942,1,-7992,1565,5,192112,185791,1377,0,175746
238943,0,2656,-4008,105,192112,185791,139,0,175746
238944,0,-6443,-1110,309,192113,185791,51,0,175747
238945,1,-7992,1565,5,192113,185791,1377,0,175747
238946,0,2656,-4008,105,192113,185791,139,0,175747
238947,0,-6443,-1110,309,192114,185791,51,0,175748
238948,1,-7992,1565,5,192114,185791,1377,0,175748
238949,0,2656,-4008,105,192114,185791,139,0,175748
238950,0,-6443,-1110,309,192115,185791,51,0,175749
238951,1,-7992,1565,5,192115,185791,1377,0,175749
238952,0,2656,-4008,105,192115,185791,139,0,175749
238953,0,-6443,-1110,309,192116,185791,51,0,175750
238954,1,-7992,1565,5,192116,185791,1377,0,175750
238955,0,2656,-4008,105,192116,185791,139,0,175750
238956,0,-6443,-1110,309,192117,185791,51,0,175751
238957,1,-7992,1565,5,192117,185791,1377,0,175751
238958,0,2656,-4008,105,192117,185791,139,0,175751
238959,0,-6443,-1110,309,192118,185791,51,0,175752
238960,1,-7992,1565,5,192118,185791,1377,0,175752
238961,0,2656,-4008,105,192118,185791,139,0,175752
238962,0,-6443,-1110,309,192119,185791,51,0,175753
238963,1,-7992,1565,5,192119,185791,1377,0,175753
238964,0,2656,-4008,105,192119,185791,139,0,175753
238965,0,-6443,-1110,309,192120,185791,51,0,175754
238966,1,-7992,1565,5,192120,185791,1377,0,175754
238967,0,2656,-4008,105,192120,185791,139,0,175754
238968,0,-6443,-1110,309,192121,185791,51,0,175755
238969,1,-7992,1565,5,192121,185791,1377,0,175755
238970,0,2656,-4008,105,192121,185791,139,0,175755
238971,0,-6443,-1110,309,192122,185791,51,0,175756
238972,1,-7992,1565,5,192122,185791,1377,0,175756
238973,0,2656,-4008,105,192122,185791,139,0,175756
238974,0,-6443,-1110,309,192123,185791,51,0,175757
238975,1,-7992,1565,5,192123,185791,1377,0,175757
238976,0,2656,-4008,105,192123,185791,139,0,175757
238977,0,-6443,-1110,309,192124,185791,51,0,175758
238978,1,-7992,1565,5,192124,185791,1377,0,175758
238979,0,2656,-4008,105,192124,185791,139,0,175758
238980,0,-6443,-1110,309,192125,185791,51,0,175759
238981,1,-7992,1565,5,192125,185791,1377,0,175759
238982,0,2656,-4008,105,192125,185791,139,0,175759
238983,0,-6443,-1110,309,192126,185791,51,0,175760
238984,1,-7992,1565,5,192126,185791,1377,0,175760
238985,0,2656,-4008,105,192126,185791,139,0,175760
238986,0,-6443,-1110,309,192127,185791,51,0,175761
238987,1,-7992,1565,5,192127,185791,1377,0,175761
238988,0,2656,-4008,105,192127,185791,139,0,175761
238989,0,-6443,-1110,309,192128,185791,51,0,175762
238990,1,-7992,1565,5,192128,185791,1377,0,175762
238991,0,2656,-4008,105,192128,185791,139,0,175762
238992,0,-6443,-1110,309,192139,185791,51,0,175763
238993,1,-7992,1565,5,192139,185791,1377,0,175763
238994,0,2656,-4008,105,192139,185791,139,0,175763
238995,0,-6443,-1110,309,192140,185791,51,0,175764
238996,1,-7992,1565,5,192140,185791,1377,0,175764
238997,0,2656,-4008,105,192140,185791,139,0,175764
238998,0,-6443,-1110,309,192141,185791,51,0,175765
238999,1,-7992,1565,5,192141,185791,1377,0,175765
239000,0,2656,-4008,105,192141,185791,139,0,175765
239001,0,-6443,-1110,309,192142,185791,51,0,175766
239002,1,-7992,1565,5,192142,185791,1377,0,175766
239003,0,2656,-4008,105,192142,185791,139,0,175766
239004,0,-6443,-1110,309,192143,185791,51,0,175767
239005,1,-7992,1565,5,192143,185791,1377,0,175767
239006,0,2656,-4008,105,192143,185791,139,0,175767
239007,0,-6443,-1110,309,192144,185791,51,0,175768
239008,1,-7992,1565,5,192144,185791,1377,0,175768
239009,0,2656,-4008,105,192144,185791,139,0,175768
239010,0,-6443,-1110,309,192145,185791,51,0,175769
239011,1,-7992,1565,5,192145,185791,1377,0,175769
239012,0,2656,-4008,105,192145,185791,139,0,175769
239013,0,-6443,-1110,309,192146,185791,51,0,175770
239014,1,-7992,1565,5,192146,185791,1377,0,175770
239015,0,2656,-4008,105,192146,185791,139,0,175770
239022,0,-6443,-1110,309,192149,185791,51,0,175773
239023,1,-7992,1565,5,192149,185791,1377,0,175773
239024,0,2656,-4008,105,192149,185791,139,0,175773
239025,0,-6443,-1110,309,192150,185791,51,0,175774
239026,1,-7992,1565,5,192150,185791,1377,0,175774
239027,0,2656,-4008,105,192150,185791,139,0,175774
239028,0,-6443,-1110,309,192151,185791,51,0,175775
239029,1,-7992,1565,5,192151,185791,1377,0,175775
239030,0,2656,-4008,105,192151,185791,139,0,175775
239031,0,-6443,-1110,309,192152,185791,51,0,175776
239032,1,-7992,1565,5,192152,185791,1377,0,175776
239033,0,2656,-4008,105,192152,185791,139,0,175776
239034,0,-6443,-1110,309,192153,185791,51,0,175777
239035,1,-7992,1565,5,192153,185791,1377,0,175777
239036,0,2656,-4008,105,192153,185791,139,0,175777
239037,0,-6443,-1110,309,192154,185791,51,0,175778
239038,1,-7992,1565,5,192154,185791,1377,0,175778
239039,0,2656,-4008,105,192154,185791,139,0,175778
239040,0,-6443,-1110,309,192155,185791,51,0,175779
239041,1,-7992,1565,5,192155,185791,1377,0,175779
239042,0,2656,-4008,105,192155,185791,139,0,175779
239043,0,-6443,-1110,309,192156,185791,51,0,175780
239044,1,-7992,1565,5,192156,185791,1377,0,175780
239045,0,2656,-4008,105,192156,185791,139,0,175780
239052,0,-6443,-1110,309,192159,185791,51,0,175783
239053,1,-7992,1565,5,192159,185791,1377,0,175783
239054,0,2656,-4008,105,192159,185791,139,0,175783
239055,0,-6443,-1110,309,192160,185791,51,0,175784
239056,1,-7992,1565,5,192160,185791,1377,0,175784
239057,0,2656,-4008,105,192160,185791,139,0,175784
239058,0,-6443,-1110,309,192161,185791,51,0,175785
239059,1,-7992,1565,5,192161,185791,1377,0,175785
239060,0,2656,-4008,105,192161,185791,139,0,175785
239061,0,-6443,-1110,309,192162,185791,51,0,175786
239062,1,-7992,1565,5,192162,185791,1377,0,175786
239063,0,2656,-4008,105,192162,185791,139,0,175786
239064,0,-6443,-1110,309,192163,185791,51,0,175787
239065,1,-7992,1565,5,192163,185791,1377,0,175787
239066,0,2656,-4008,105,192163,185791,139,0,175787
239067,0,-6443,-1110,309,192164,185791,51,0,175788
239068,1,-7992,1565,5,192164,185791,1377,0,175788
239069,0,2656,-4008,105,192164,185791,139,0,175788
239070,0,-6443,-1110,309,192165,185791,51,0,175789
239071,1,-7992,1565,5,192165,185791,1377,0,175789
239072,0,2656,-4008,105,192165,185791,139,0,175789
239073,0,-6443,-1110,309,192166,185791,51,0,175790
239074,1,-7992,1565,5,192166,185791,1377,0,175790
239075,0,2656,-4008,105,192166,185791,139,0,175790
239076,0,-6443,-1110,309,192167,185791,51,0,175791
239077,1,-7992,1565,5,192167,185791,1377,0,175791
239078,0,2656,-4008,105,192167,185791,139,0,175791
239079,0,-6443,-1110,309,192168,185791,51,0,175792
239080,1,-7992,1565,5,192168,185791,1377,0,175792
239081,0,2656,-4008,105,192168,185791,139,0,175792
239082,0,-6443,-1110,309,192170,185791,51,0,175793
239083,1,-7992,1565,5,192170,185791,1377,0,175793
239084,0,2656,-4008,105,192170,185791,139,0,175793
239085,0,-6443,-1110,309,192171,185791,51,0,175794
239086,1,-7992,1565,5,192171,185791,1377,0,175794
239087,0,2656,-4008,105,192171,185791,139,0,175794
239088,0,-6443,-1110,309,192172,185791,51,0,175795
239089,1,-7992,1565,5,192172,185791,1377,0,175795
239090,0,2656,-4008,105,192172,185791,139,0,175795
239091,0,-6443,-1110,309,192173,185791,51,0,175796
239092,1,-7992,1565,5,192173,185791,1377,0,175796
239093,0,2656,-4008,105,192173,185791,139,0,175796
239094,0,-6443,-1110,309,192174,185791,51,0,175797
239095,1,-7992,1565,5,192174,185791,1377,0,175797
239096,0,2656,-4008,105,192174,185791,139,0,175797
239097,0,-6443,-1110,309,192175,185791,51,0,175798
239098,1,-7992,1565,5,192175,185791,1377,0,175798
239099,0,2656,-4008,105,192175,185791,139,0,175798
239100,0,-6443,-1110,309,192176,185791,51,0,175799
239101,1,-7992,1565,5,192176,185791,1377,0,175799
239102,0,2656,-4008,105,192176,185791,139,0,175799
239103,0,-6443,-1110,309,192177,185791,51,0,175800
239104,1,-7992,1565,5,192177,185791,1377,0,175800
239105,0,2656,-4008,105,192177,185791,139,0,175800
239106,0,-6443,-1110,309,192178,185791,51,0,175801
239107,1,-7992,1565,5,192178,185791,1377,0,175801
239108,0,2656,-4008,105,192178,185791,139,0,175801
239124,0,-6443,-1110,309,174355,185791,51,0,175807
239125,1,-7992,1565,5,174355,185791,1377,0,175807
239126,0,2656,-4008,105,174355,185791,139,0,175807
239127,0,-6443,-1110,309,174356,185791,51,0,175808
239128,1,-7992,1565,5,174356,185791,1377,0,175808
239129,0,2656,-4008,105,174356,185791,139,0,175808
239130,0,-6443,-1110,309,174358,185791,51,0,175809
239131,1,-7992,1565,5,174358,185791,1377,0,175809
239132,0,2656,-4008,105,174358,185791,139,0,175809
239133,0,-6443,-1110,309,174359,185791,51,0,175810
239134,1,-7992,1565,5,174359,185791,1377,0,175810
239135,0,2656,-4008,105,174359,185791,139,0,175810
239136,0,-6443,-1110,309,174360,185791,51,0,175811
239137,1,-7992,1565,5,174360,185791,1377,0,175811
239138,0,2656,-4008,105,174360,185791,139,0,175811
239139,0,-6443,-1110,309,174361,185791,51,0,175812
239140,1,-7992,1565,5,174361,185791,1377,0,175812
239141,0,2656,-4008,105,174361,185791,139,0,175812
239142,0,-6443,-1110,309,174362,185791,51,0,175813
239143,1,-7992,1565,5,174362,185791,1377,0,175813
239144,0,2656,-4008,105,174362,185791,139,0,175813
239145,0,-6443,-1110,309,174363,185791,51,0,175814
239146,1,-7992,1565,5,174363,185791,1377,0,175814
239147,0,2656,-4008,105,174363,185791,139,0,175814
239148,0,-6443,-1110,309,174364,185791,51,0,175815
239149,1,-7992,1565,5,174364,185791,1377,0,175815
239150,0,2656,-4008,105,174364,185791,139,0,175815
239151,0,-6443,-1110,309,174365,185791,51,0,175816
239152,1,-7992,1565,5,174365,185791,1377,0,175816
239153,0,2656,-4008,105,174365,185791,139,0,175816
239154,0,-6443,-1110,309,174366,185791,51,0,175817
239155,1,-7992,1565,5,174366,185791,1377,0,175817
239156,0,2656,-4008,105,174366,185791,139,0,175817
239157,0,-6443,-1110,309,174367,185791,51,0,175818
239158,1,-7992,1565,5,174367,185791,1377,0,175818
239159,0,2656,-4008,105,174367,185791,139,0,175818
239160,0,-6443,-1110,309,174373,185791,51,0,175819
239161,1,-7992,1565,5,174373,185791,1377,0,175819
239162,0,2656,-4008,105,174373,185791,139,0,175819
239163,0,-6443,-1110,309,174374,185791,51,0,175820
239164,1,-7992,1565,5,174374,185791,1377,0,175820
239165,0,2656,-4008,105,174374,185791,139,0,175820
239166,0,-6443,-1110,309,174375,185791,51,0,175821
239167,1,-7992,1565,5,174375,185791,1377,0,175821
239168,0,2656,-4008,105,174375,185791,139,0,175821
239169,0,-6443,-1110,309,174368,185791,51,0,175822
239170,1,-7992,1565,5,174368,185791,1377,0,175822
239171,0,2656,-4008,105,174368,185791,139,0,175822
239172,0,-6443,-1110,309,174369,185791,51,0,175823
239173,1,-7992,1565,5,174369,185791,1377,0,175823
239174,0,2656,-4008,105,174369,185791,139,0,175823
239175,0,-6443,-1110,309,174390,185791,51,0,175824
239176,1,-7992,1565,5,174390,185791,1377,0,175824
239177,0,2656,-4008,105,174390,185791,139,0,175824
239178,0,-6443,-1110,309,174391,185791,51,0,175825
239179,1,-7992,1565,5,174391,185791,1377,0,175825
239180,0,2656,-4008,105,174391,185791,139,0,175825
239181,0,-6443,-1110,309,174376,185791,51,0,175826
239182,1,-7992,1565,5,174376,185791,1377,0,175826
239183,0,2656,-4008,105,174376,185791,139,0,175826
239184,0,-6443,-1110,309,174377,185791,51,0,175827
239185,1,-7992,1565,5,174377,185791,1377,0,175827
239186,0,2656,-4008,105,174377,185791,139,0,175827
239187,0,-6443,-1110,309,174378,185791,51,0,175828
239188,1,-7992,1565,5,174378,185791,1377,0,175828
239189,0,2656,-4008,105,174378,185791,139,0,175828
239190,0,-6443,-1110,309,174379,185791,51,0,175829
239191,1,-7992,1565,5,174379,185791,1377,0,175829
239192,0,2656,-4008,105,174379,185791,139,0,175829
239199,0,-6443,-1110,309,176521,185791,51,0,175832
239200,1,-7992,1565,5,176521,185791,1377,0,175832
239201,0,2656,-4008,105,176521,185791,139,0,175832
239205,0,-6443,-1110,309,176523,185791,51,0,175834
239206,1,-7992,1565,5,176523,185791,1377,0,175834
239207,0,2656,-4008,105,176523,185791,139,0,175834
239211,0,-6443,-1110,309,176526,185791,51,0,175836
239212,1,-7992,1565,5,176526,185791,1377,0,175836
239213,0,2656,-4008,105,176526,185791,139,0,175836
239214,0,-6443,-1110,309,176527,185791,51,0,175837
239215,1,-7992,1565,5,176527,185791,1377,0,175837
239216,0,2656,-4008,105,176527,185791,139,0,175837
239220,0,-6443,-1110,309,176529,185791,51,0,175839
239221,1,-7992,1565,5,176529,185791,1377,0,175839
239222,0,2656,-4008,105,176529,185791,139,0,175839
239223,0,-6443,-1110,309,176530,185791,51,0,175840
239224,1,-7992,1565,5,176530,185791,1377,0,175840
239225,0,2656,-4008,105,176530,185791,139,0,175840
239226,0,-6443,-1110,309,176531,185791,51,0,175841
239227,1,-7992,1565,5,176531,185791,1377,0,175841
239228,0,2656,-4008,105,176531,185791,139,0,175841
239229,0,-6443,-1110,309,176532,185791,51,0,175842
239230,1,-7992,1565,5,176532,185791,1377,0,175842
239231,0,2656,-4008,105,176532,185791,139,0,175842
239232,0,-6443,-1110,309,176533,185791,51,0,175843
239233,1,-7992,1565,5,176533,185791,1377,0,175843
239234,0,2656,-4008,105,176533,185791,139,0,175843
239235,0,-6443,-1110,309,176534,185791,51,0,175844
239236,1,-7992,1565,5,176534,185791,1377,0,175844
239237,0,2656,-4008,105,176534,185791,139,0,175844
239238,0,-6443,-1110,309,176535,185791,51,0,175845
239239,1,-7992,1565,5,176535,185791,1377,0,175845
239240,0,2656,-4008,105,176535,185791,139,0,175845
239241,0,-6443,-1110,309,176536,185791,51,0,175846
239242,1,-7992,1565,5,176536,185791,1377,0,175846
239243,0,2656,-4008,105,176536,185791,139,0,175846
239244,0,-6443,-1110,309,176537,185791,51,0,175847
239245,1,-7992,1565,5,176537,185791,1377,0,175847
239246,0,2656,-4008,105,176537,185791,139,0,175847
239247,0,-6443,-1110,309,176538,185791,51,0,175848
239248,1,-7992,1565,5,176538,185791,1377,0,175848
239249,0,2656,-4008,105,176538,185791,139,0,175848
239250,0,-6443,-1110,309,176539,185791,51,0,175849
239251,1,-7992,1565,5,176539,185791,1377,0,175849
239252,0,2656,-4008,105,176539,185791,139,0,175849
239256,0,-6443,-1110,309,176541,185791,51,0,175851
239257,1,-7992,1565,5,176541,185791,1377,0,175851
239258,0,2656,-4008,105,176541,185791,139,0,175851
239262,0,-6443,-1110,309,176543,185791,51,0,175853
239263,1,-7992,1565,5,176543,185791,1377,0,175853
239264,0,2656,-4008,105,176543,185791,139,0,175853
239265,0,-6443,-1110,309,176544,185791,51,0,175854
239266,1,-7992,1565,5,176544,185791,1377,0,175854
239267,0,2656,-4008,105,176544,185791,139,0,175854
239277,0,-6443,-1110,309,176550,185791,51,0,175858
239278,1,-7992,1565,5,176550,185791,1377,0,175858
239279,0,2656,-4008,105,176550,185791,139,0,175858
239280,0,-6443,-1110,309,181347,185791,51,0,175859
239281,1,-7992,1565,5,181347,185791,1377,0,175859
239282,0,2656,-4008,105,181347,185791,139,0,175859
239283,0,-6443,-1110,309,181348,185791,51,0,175860
239284,1,-7992,1565,5,181348,185791,1377,0,175860
239285,0,2656,-4008,105,181348,185791,139,0,175860
239286,0,-6443,-1110,309,181349,185791,51,0,175861
239287,1,-7992,1565,5,181349,185791,1377,0,175861
239288,0,2656,-4008,105,181349,185791,139,0,175861
239292,0,-6443,-1110,309,181351,185791,51,0,175863
239293,1,-7992,1565,5,181351,185791,1377,0,175863
239294,0,2656,-4008,105,181351,185791,139,0,175863
239298,0,-6443,-1110,309,181353,185791,51,0,175865
239299,1,-7992,1565,5,181353,185791,1377,0,175865
239300,0,2656,-4008,105,181353,185791,139,0,175865
239304,0,-6443,-1110,309,181355,185791,51,0,175867
239305,1,-7992,1565,5,181355,185791,1377,0,175867
239306,0,2656,-4008,105,181355,185791,139,0,175867
239310,0,-6443,-1110,309,189225,185791,51,0,175869
239311,1,-7992,1565,5,189225,185791,1377,0,175869
239312,0,2656,-4008,105,189225,185791,139,0,175869
239313,0,-6443,-1110,309,189226,185791,51,0,175870
239314,1,-7992,1565,5,189226,185791,1377,0,175870
239315,0,2656,-4008,105,189226,185791,139,0,175870
239316,0,-6443,-1110,309,192283,185791,51,0,175871
239317,1,-7992,1565,5,192283,185791,1377,0,175871
239318,0,2656,-4008,105,192283,185791,139,0,175871
239319,0,-6443,-1110,309,192286,185791,51,0,175872
239320,1,-7992,1565,5,192286,185791,1377,0,175872
239321,0,2656,-4008,105,192286,185791,139,0,175872
239322,0,-6443,-1110,309,192287,185791,51,0,175873
239323,1,-7992,1565,5,192287,185791,1377,0,175873
239324,0,2656,-4008,105,192287,185791,139,0,175873
239325,0,-6443,-1110,309,192288,185791,51,0,175874
239326,1,-7992,1565,5,192288,185791,1377,0,175874
239327,0,2656,-4008,105,192288,185791,139,0,175874
239328,0,-6443,-1110,309,192289,185791,51,0,175875
239329,1,-7992,1565,5,192289,185791,1377,0,175875
239330,0,2656,-4008,105,192289,185791,139,0,175875
239331,0,-6443,-1110,309,192290,185791,51,0,175876
239332,1,-7992,1565,5,192290,185791,1377,0,175876
239333,0,2656,-4008,105,192290,185791,139,0,175876
239334,0,-6443,-1110,309,192291,185791,51,0,175877
239335,1,-7992,1565,5,192291,185791,1377,0,175877
239336,0,2656,-4008,105,192291,185791,139,0,175877
239337,0,-6443,-1110,309,192292,185791,51,0,175878
239338,1,-7992,1565,5,192292,185791,1377,0,175878
239339,0,2656,-4008,105,192292,185791,139,0,175878
239340,0,-6443,-1110,309,192293,185791,51,0,175879
239341,1,-7992,1565,5,192293,185791,1377,0,175879
239342,0,2656,-4008,105,192293,185791,139,0,175879
239343,0,-6443,-1110,309,192294,185791,51,0,175880
239344,1,-7992,1565,5,192294,185791,1377,0,175880
239345,0,2656,-4008,105,192294,185791,139,0,175880
239346,0,-6443,-1110,309,192295,185791,51,0,175881
239347,1,-7992,1565,5,192295,185791,1377,0,175881
239348,0,2656,-4008,105,192295,185791,139,0,175881
239349,0,-6443,-1110,309,192296,185791,51,0,175882
239350,1,-7992,1565,5,192296,185791,1377,0,175882
239351,0,2656,-4008,105,192296,185791,139,0,175882
239352,0,-6443,-1110,309,192297,185791,51,0,175883
239353,1,-7992,1565,5,192297,185791,1377,0,175883
239354,0,2656,-4008,105,192297,185791,139,0,175883
239355,0,-6443,-1110,309,192298,185791,51,0,175884
239356,1,-7992,1565,5,192298,185791,1377,0,175884
239357,0,2656,-4008,105,192298,185791,139,0,175884
239358,0,-6443,-1110,309,192299,185791,51,0,175885
239359,1,-7992,1565,5,192299,185791,1377,0,175885
239360,0,2656,-4008,105,192299,185791,139,0,175885
239361,0,-6443,-1110,309,192300,185791,51,0,175886
239362,1,-7992,1565,5,192300,185791,1377,0,175886
239363,0,2656,-4008,105,192300,185791,139,0,175886
239364,0,-6443,-1110,309,192301,185791,51,0,175887
239365,1,-7992,1565,5,192301,185791,1377,0,175887
239366,0,2656,-4008,105,192301,185791,139,0,175887
239367,0,-6443,-1110,309,192302,185791,51,0,175888
239368,1,-7992,1565,5,192302,185791,1377,0,175888
239369,0,2656,-4008,105,192302,185791,139,0,175888
239370,0,-6443,-1110,309,192303,185791,51,0,175889
239371,1,-7992,1565,5,192303,185791,1377,0,175889
239372,0,2656,-4008,105,192303,185791,139,0,175889
239373,0,-6443,-1110,309,192304,185791,51,0,175890
239374,1,-7992,1565,5,192304,185791,1377,0,175890
239375,0,2656,-4008,105,192304,185791,139,0,175890
239376,0,-6443,-1110,309,192305,185791,51,0,175891
239377,1,-7992,1565,5,192305,185791,1377,0,175891
239378,0,2656,-4008,105,192305,185791,139,0,175891
239379,0,-6443,-1110,309,192306,185791,51,0,175892
239380,1,-7992,1565,5,192306,185791,1377,0,175892
239381,0,2656,-4008,105,192306,185791,139,0,175892
239382,0,-6443,-1110,309,192307,185791,51,0,175893
239383,1,-7992,1565,5,192307,185791,1377,0,175893
239384,0,2656,-4008,105,192307,185791,139,0,175893
239385,0,-6443,-1110,309,192308,185791,51,0,175894
239386,1,-7992,1565,5,192308,185791,1377,0,175894
239387,0,2656,-4008,105,192308,185791,139,0,175894
239388,0,-6443,-1110,309,192309,185791,51,0,175895
239389,1,-7992,1565,5,192309,185791,1377,0,175895
239390,0,2656,-4008,105,192309,185791,139,0,175895
239391,0,-6443,-1110,309,192310,185791,51,0,175896
239392,1,-7992,1565,5,192310,185791,1377,0,175896
239393,0,2656,-4008,105,192310,185791,139,0,175896
239394,0,-6443,-1110,309,192311,185791,51,0,175897
239395,1,-7992,1565,5,192311,185791,1377,0,175897
239396,0,2656,-4008,105,192311,185791,139,0,175897
239397,0,-6443,-1110,309,192312,185791,51,0,175898
239398,1,-7992,1565,5,192312,185791,1377,0,175898
239399,0,2656,-4008,105,192312,185791,139,0,175898
239400,0,-6443,-1110,309,192313,185791,51,0,175899
239401,1,-7992,1565,5,192313,185791,1377,0,175899
239402,0,2656,-4008,105,192313,185791,139,0,175899
239403,0,-6443,-1110,309,192314,185791,51,0,175900
239404,1,-7992,1565,5,192314,185791,1377,0,175900
239405,0,2656,-4008,105,192314,185791,139,0,175900
239406,0,-6443,-1110,309,192315,185791,51,0,175901
239407,1,-7992,1565,5,192315,185791,1377,0,175901
239408,0,2656,-4008,105,192315,185791,139,0,175901
239409,0,-6443,-1110,309,192316,185791,51,0,175902
239410,1,-7992,1565,5,192316,185791,1377,0,175902
239411,0,2656,-4008,105,192316,185791,139,0,175902
239412,0,-6443,-1110,309,192317,185791,51,0,175903
