ID,Name,Flags,SkyboxFileDataID,CelestialSkyboxFileDataID
86,ENVIRONMENTS\Stars\AuroraOrange.mdx,2,0,0
87,ENVIRONMENTS\Stars\AuroraOrange.mdx,2,0,0
88,ENVIRONMENTS\Stars\AuroraOrange.mdx,2,0,0
89,ENVIRONMENTS\Stars\AuroraOrange.mdx,2,0,0
90,ENVIRONMENTS\Stars\DeathSkybox.mdx,0,0,0
91,ENVIRONMENTS\Stars\DeathSkybox.mdx,0,0,0
92,ENVIRONMENTS\Stars\UlduranCloudySky.mdx,1,0,0
93,ENVIRONMENTS\Stars\UlduranCloudySky.mdx,1,0,0
94,ENVIRONMENTS\Stars\DalaranSkyBox.mdx,1,0,0
95,ENVIRONMENTS\Stars\DalaranSkyBox.mdx,1,0,0
96,ENVIRONMENTS\Stars\StormPeaks_SkyB_Storm.mdx,1,0,0
97,ENVIRONMENTS\Stars\NexusRaid_StarrySky.mdx,0,0,0
98,ENVIRONMENTS\Stars\NexusRaid_NebulaSky.mdx,0,0,0
99,ENVIRONMENTS\Stars\NexusRaid_StarrySky.mdx,0,0,0
100,ENVIRONMENTS\Stars\NexusRaid_NebulaSky.mdx,0,0,0
101,ENVIRONMENTS\Stars\NexusRaid_Wormhole.mdx,0,0,0
102,ENVIRONMENTS\Stars\NexusRaid_RuneEffects_Nebula.mdx,0,0,0
103,ENVIRONMENTS\Stars\NexusRaid_RuneEffects_Starry.mdx,0,0,0
104,ENVIRONMENTS\Stars\NexusRaid_StarrySky.mdx,0,0,0
105,ENVIRONMENTS\Stars\NexusRaid_StarrySky.mdx,0,0,0
106,ENVIRONMENTS\Stars\NexusRaid_NebulaSky.mdx,0,0,0
107,ENVIRONMENTS\Stars\NexusRaid_Wormhole.mdx,0,0,0
108,ENVIRONMENTS\Stars\NexusRaid_NebulaSky.mdx,0,0,0
109,ENVIRONMENTS\Stars\NexusRaid_RuneEffects_Nebula.mdx,0,0,0
110,ENVIRONMENTS\Stars\NexusRaid_StarrySky.mdx,0,0,0
111,ENVIRONMENTS\Stars\NexusRaid_RuneEffects_Nebula.mdx,0,0,0
112,ENVIRONMENTS\Stars\ZulDrakSkyB.mdx,0,0,0
113,ENVIRONMENTS\Stars\ZulDrakSkyA.mdx,1,0,0
114,Environments\Stars\IceCrownStormySky.mdx,1,0,0
115,ENVIRONMENTS\Stars\StormPeaks_SkyB_Storm.mdx,1,0,0
116,ENVIRONMENTS\Stars\StormPeaks_SkyC_Ulduar.mdx,1,0,0
117,ENVIRONMENTS\Stars\IceCrownCitadelSky.mdx,1,0,0
118,ENVIRONMENTS\Stars\NexusRaid_Wormhole.mdx,0,0,0
119,ENVIRONMENTS\Stars\AzjolNerub_SkyA.mdx,0,0,0
120,ENVIRONMENTS\Stars\StormPeaks_SkyC_Ulduar.mdx,1,0,0
121,ENVIRONMENTS\Stars\AzjolNerub_SkyA.mdx,0,0,0
122,ENVIRONMENTS\Stars\StormPeaks_SkyC_Ulduar.mdx,1,0,0
123,Environments\Stars\AuroraYellowGreen.mdx,2,0,0
124,Environments\Stars\Battlefield_Dirty_SkyBox.mdx,2,0,0
125,Environments\Stars\AuroraOrange.mdx,2,0,0
126,Environments\Stars\IceCrownSky.mdx,0,0,0
127,Environments\Stars\Battlefield_Dirty_SkyBox.mdx,2,0,0
128,Environments\Stars\Hyjal_SkyBox.mdx,0,0,0
129,Environments\Stars\HellfireSkyBox.mdx,0,0,0
130,Environments\Stars\LostIsleSkyBox.mdx,3,0,0
131,environments\stars\lostislegloomyskybox.mdx,2,0,0
132,environments\stars\firelandssky01.mdx,0,0,0
133,Environments\Stars\KezanSkyBox.mdx,1,0,0
134,Environments\Stars\IceCrownStormySky.mdx,1,0,0
135,Environments\Stars\IceCrownRaidSky01.mdx,0,0,0
136,Environments\Stars\IceCrownSky.mdx,1,0,0
137,Environments\Stars\IceCrownSky.mdx,1,0,0
138,Environments\Stars\IceCrownStarrySky.mdx,1,0,0
139,Environments\Stars\IceCrownSky.mdx,1,0,0
140,Environments\Stars\IceCrownSky.mdx,1,0,0
141,Environments\Stars\IceCrownCitadelSky.mdx,0,0,0
142,Environments\Stars\IceCrownRaidSky01.mdx,0,0,0
143,Environments\Stars\IceCrownStormySky.mdx,1,0,0
144,Environments\Stars\IceCrownStormySky.mdx,1,0,0
145,Environments\Stars\IceCrownRaidSky02.mdx,0,0,0
146,Environments\Stars\RubySanctumSky.mdx,1,0,0
147,Environments\Stars\SkywallSkyBox.mdx,1,0,0
148,Environments\Stars\RubySanctumSky.mdx,0,0,0
149,environments\stars\uldum_sky01.mdx,3,0,0
150,environments\stars\uldum_sky01.mdx,3,0,0
151,environments\stars\nexusraid_runeeffects_starry.mdx,0,0,0
152,environments\stars\deepholm_sky01.mdx,1,0,0
153,environments\stars\twilightshammersky.mdx,2,0,0
154,environments\stars\lostislevocanoskybox.mdx,0,0,0
155,world\kalimdor\hyjal\passivedoodads\smoke\hyjal_smokeclouds.mdx,0,0,0
156,environments\stars\maelstrom_sky01.mdx,0,0,0
157,environments\stars\uldum_sky01.mdx,3,0,0
158,environments\stars\skywallraidskybox.mdx,1,0,0
159,environments\stars\twilighthighlandssky.mdx,2,0,0
160,environments\stars\twilighthighlandssky.mdx,2,0,0
161,environments\stars\twilighthighlandssky.mdx,2,0,0
162,environments\stars\twilightshammersky.mdx,0,0,0
163,environments\stars\twilightshammersky.mdx,2,0,0
164,environments\stars\skywallraidstormyskybox.mdx,0,0,0
165,environments\stars\twilighthighlandssky2.mdx,2,0,0
171,environments\stars\firelandssky01.mdx,0,0,0
172,environments\stars\coldarralunareclipsesky.mdx,0,0,0
175,world\expansion03\doodads\firelands\fogsphere\firelandsfogsphere.mdx,0,0,0
176,environments\stars\fallofazeroth01.mdx,0,0,0
177,environments\stars\wellofeternity01.mdx,0,0,0
178,environments\stars\hour_twilight_rewind_time.mdx,0,0,0
181,environments\stars\stars.mdx,0,0,0
182,environments\stars\twilightrealmsky01.mdx,2,0,0
183,environments\stars\twilightrealmsky01.mdx,2,0,0
187,environments\stars\nexus_arcane_sanctum.mdx,0,0,0
188,environments\stars\maelstrom_sky02_deathwingfight.mdx,0,0,0
194,environments\stars\fallofazeroth01.mdx,0,0,0
195,environments\stars\zuldrakskyb.mdx,0,0,0
196,environments\stars\darkmoonsky01.mdx,1,0,0
197,environments\stars\darkmoonsky01.mdx,1,0,0
198,environments\stars\maelstrom_sky03_stormbreak.mdx,2,0,0
199,environments\stars\maelstrom_sky01.mdx,0,0,0
200,environments\stars\maelstrom_sky03_stormbreak.mdx,2,0,0
