ID,Field_12_0_0_63534_000,Field_12_0_0_63534_001,HouseThemeID,TextureAFileDataID,TextureBFileDataID
336,2445789800307233535,3,6,6125295,0
337,2445789800307233535,3,20,6125295,6125321
338,2445789800307233535,3,7,6125295,6125347
339,481376406106055472,0,6,6125297,0
340,481376406106055472,0,20,6125297,6125323
341,481376406106055472,0,7,6125297,6125349
342,481376406106055472,1,6,6125298,0
343,481376406106055472,1,20,6125298,6125324
344,481376406106055472,1,7,6125298,6125350
345,481376406106055472,2,6,6125279,0
346,481376406106055472,2,20,6125279,6125305
347,481376406106055472,2,7,6125279,6125331
348,481376406106055472,3,6,6125299,0
349,481376406106055472,3,20,6125299,6125325
350,481376406106055472,3,7,6125299,6125351
351,480392343198995852,0,6,6125292,0
352,480392343198995852,0,20,6125292,6125318
353,480392343198995852,0,7,6125292,6125344
354,480392343198995852,1,6,6125295,0
355,480392343198995852,1,20,6125295,6125321
356,480392343198995852,1,7,6125295,6125347
357,480392343198995852,2,6,6125299,0
358,480392343198995852,2,20,6125299,6125325
359,480392343198995852,2,7,6125299,6125351
360,480395641733880485,0,6,6125280,0
361,480395641733880485,0,20,6125280,6125306
362,480395641733880485,0,7,6125280,6125332
363,480395641733880485,1,6,6125281,0
364,480395641733880485,1,20,6125281,6125307
365,480395641733880485,1,7,6125281,6125333
366,480387945152483008,0,6,6234490,0
367,480387945152483008,0,20,6234490,6234494
368,480387945152483008,0,7,6234490,6234499
369,480387945152483008,1,6,6234491,0
370,480387945152483008,1,20,6234491,6234495
371,480387945152483008,1,7,6234491,6234500
372,480387945152483008,2,6,6125279,0
373,480387945152483008,2,20,6125279,6125305
374,480387945152483008,2,7,6125279,6125331
375,468984910058577427,0,6,6234492,0
376,468984910058577427,0,20,6234492,6234496
377,468984910058577427,0,7,6234492,6234501
378,468984910058577427,1,6,6234493,0
379,468984910058577427,1,20,6234493,6234497
380,468984910058577427,1,7,6234493,6234502
381,18266622398618656894,0,6,6980579,0
382,18266622398618656894,0,20,6980579,6980579
383,18266622398618656894,0,7,6980579,6980579
384,18266622398618656894,1,6,6980579,0
385,18266622398618656894,1,20,6980579,6980579
386,18266622398618656894,1,7,6980579,6980579
387,18266622398618656894,2,6,6980580,0
388,18266622398618656894,2,20,6980580,6980580
389,18266622398618656894,2,7,6980580,6980580
390,18266622398618656894,3,6,6125279,0
391,18266622398618656894,3,20,6125279,6125279
392,18266622398618656894,3,7,6125279,6125279
393,18266625697153541527,0,6,6980582,0
394,18266625697153541527,0,20,6980582,6980582
395,18266625697153541527,0,7,6980582,6980582
396,18266625697153541527,1,6,6980582,0
397,18266625697153541527,1,20,6980582,6980582
398,18266625697153541527,1,7,6980582,6980582
399,18266625697153541527,2,6,6980579,0
400,18266625697153541527,2,20,6980579,6980579
401,18266625697153541527,2,7,6980579,6980579
402,18266625697153541527,3,6,6125279,0
403,18266625697153541527,3,20,6125279,6125279
404,18266625697153541527,3,7,6125279,6125279
633,13833330919815159545,0,6,6125277,0
634,13833330919815159545,0,20,6125277,6125303
635,13833330919815159545,0,7,6125277,6234498
636,13833330919815159545,1,6,6125278,0
637,13833330919815159545,1,20,6125278,6125304
638,13833330919815159545,1,7,6125278,6125330
639,13833330919815159545,2,6,6125279,0
640,13833330919815159545,2,20,6125279,6125305
641,13833330919815159545,2,7,6125279,6125331
642,13833330919815159545,3,6,6125299,0
643,13833330919815159545,3,20,6125299,6125325
644,13833330919815159545,3,7,6125299,6125351
645,17914529662226858330,0,6,6125280,0
646,17914529662226858330,0,20,6125280,6125306
647,17914529662226858330,0,7,6125280,6125332
648,17914529662226858330,1,6,6125281,0
649,17914529662226858330,1,20,6125281,6125307
650,17914529662226858330,1,7,6125281,6125333
651,17914529662226858330,2,6,6125279,0
652,17914529662226858330,2,20,6125279,6125305
653,17914529662226858330,2,7,6125279,6125331
654,12945596521068445983,0,6,6125282,0
655,12945596521068445983,0,20,6125282,6125308
656,12945596521068445983,0,7,6125282,6125334
657,12945596521068445983,1,6,6125283,0
658,12945596521068445983,1,20,6125283,6125309
659,12945596521068445983,1,7,6125283,6125335
660,12945596521068445983,2,6,6125279,0
661,12945596521068445983,2,20,6125279,6125305
662,12945596521068445983,2,7,6125279,6125331
663,5878232155493172496,0,6,6125284,0
664,5878232155493172496,0,20,6125284,6125310
665,5878232155493172496,0,7,6125284,6125336
666,5878232155493172496,1,6,6125285,0
667,5878232155493172496,1,20,6125285,6125311
668,5878232155493172496,1,7,6125285,6125337
669,5878232155493172496,2,6,6125286,0
670,5878232155493172496,2,20,6125286,6125312
671,5878232155493172496,2,7,6125286,6125338
672,6216671258131611221,0,6,6125287,0
673,6216671258131611221,0,20,6125287,6125313
674,6216671258131611221,0,7,6125287,6125339
675,16918558698674828022,0,6,6125288,0
676,16918558698674828022,0,20,6125288,6125314
677,16918558698674828022,0,7,6125288,6125340
678,9402779620829495526,0,6,6125289,0
679,9402779620829495526,0,20,6125289,6125315
680,9402779620829495526,0,7,6125289,6125341
681,9402779620829495526,1,6,6125290,0
682,9402779620829495526,1,20,6125290,6125316
683,9402779620829495526,1,7,6125290,6125342
684,9402779620829495526,2,6,6125291,0
685,9402779620829495526,2,20,6125291,6125317
686,9402779620829495526,2,7,6125291,6125343
687,9402779620829495526,3,6,6125279,0
688,9402779620829495526,3,20,6125279,6125305
689,9402779620829495526,3,7,6125279,6125331
690,12951058536144240069,0,6,6125292,0
691,12951058536144240069,0,20,6125292,6125318
692,12951058536144240069,0,7,6125292,6125344
693,12951058536144240069,1,6,6125293,0
694,12951058536144240069,1,20,6125293,6125319
695,12951058536144240069,1,7,6125293,6125345
696,12951058536144240069,2,6,6125294,0
697,12951058536144240069,2,20,6125294,6125320
698,12951058536144240069,2,7,6125294,6125346
699,12951058536144240069,3,6,6125295,0
700,12951058536144240069,3,20,6125295,6125321
701,12951058536144240069,3,7,6125295,6125347
702,10281601367650462396,0,6,6125296,0
703,10281601367650462396,0,20,6125296,6125322
704,10281601367650462396,0,7,6125296,6125348
705,8127783322575060939,0,6,6125282,0
706,8127783322575060939,0,20,6125282,6125308
707,8127783322575060939,0,7,6125282,6125334
708,8127783322575060939,1,6,6125283,0
709,8127783322575060939,1,20,6125283,6125309
710,8127783322575060939,1,7,6125283,6125335
711,2393801513782369890,0,6,6125280,0
712,2393801513782369890,0,20,6125280,6125306
713,2393801513782369890,0,7,6125280,6125332
714,2393801513782369890,1,6,6125281,0
715,2393801513782369890,1,20,6125281,6125307
716,2393801513782369890,1,7,6125281,6125333
717,5001018693998539873,0,6,6125297,0
718,5001018693998539873,0,20,6125297,6125323
719,5001018693998539873,0,7,6125297,6125349
720,5001018693998539873,1,6,6125298,0
721,5001018693998539873,1,20,6125298,6125324
722,5001018693998539873,1,7,6125298,6125350
723,5001018693998539873,2,6,6125279,0
724,5001018693998539873,2,20,6125279,6125305
725,5001018693998539873,2,7,6125279,6125331
726,5001018693998539873,3,6,6125299,0
727,5001018693998539873,3,20,6125299,6125325
728,5001018693998539873,3,7,6125299,6125351
729,16683110323707478520,0,6,6125299,0
730,16683110323707478520,0,20,6125299,6125325
731,16683110323707478520,0,7,6125299,6125351
732,16683110323707478520,1,6,6125300,0
733,16683110323707478520,1,20,6125300,6125326
734,16683110323707478520,1,7,6125300,6125352
735,16683110323707478520,2,6,6125279,0
736,16683110323707478520,2,20,6125279,6125305
737,16683110323707478520,2,7,6125279,6125331
738,6713845204225781447,0,6,6125289,0
739,6713845204225781447,0,20,6125289,6125315
740,6713845204225781447,0,7,6125289,6125341
741,6713845204225781447,1,6,6125290,0
742,6713845204225781447,1,20,6125290,6125316
743,6713845204225781447,1,7,6125290,6125342
744,6713845204225781447,2,6,6125291,0
745,6713845204225781447,2,20,6125291,6125317
746,6713845204225781447,2,7,6125291,6125343
747,6713845204225781447,3,6,6125299,0
748,6713845204225781447,3,20,6125299,6125325
749,6713845204225781447,3,7,6125299,6125351
750,17612705675080523406,0,6,6125289,0
751,17612705675080523406,0,20,6125289,6125315
752,17612705675080523406,0,7,6125289,6125341
753,10219267650459059405,0,6,6125301,0
754,10219267650459059405,0,20,6125301,6125327
755,10219267650459059405,0,7,6125301,6125353
756,10219267650459059405,1,6,6125302,0
757,10219267650459059405,1,20,6125302,6125328
758,10219267650459059405,1,7,6125302,6125354
759,16272070783121231598,0,6,6125292,0
760,16272070783121231598,0,20,6125292,6125318
761,16272070783121231598,0,7,6125292,6125344
762,16272070783121231598,1,6,6125295,0
763,16272070783121231598,1,20,6125295,6125321
764,16272070783121231598,1,7,6125295,6125347
765,16272070783121231598,2,6,6125299,0
766,16272070783121231598,2,20,6125299,6125325
767,16272070783121231598,2,7,6125299,6125351
768,16888300788904833651,0,6,6125287,0
769,16888300788904833651,0,20,6125287,6125313
770,16888300788904833651,0,7,6125287,6125339
771,7224234471067223780,0,6,6125280,0
772,7224234471067223780,0,20,6125280,6125306
773,7224234471067223780,0,7,6125280,6125332
774,7224234471067223780,1,6,6125281,0
775,7224234471067223780,1,20,6125281,6125307
776,7224234471067223780,1,7,6125281,6125333
777,9121943916883099401,0,6,6234490,0
778,9121943916883099401,0,20,6234490,6234494
779,9121943916883099401,0,7,6234490,6234499
780,9121943916883099401,1,6,6234491,0
781,9121943916883099401,1,20,6234491,6234495
782,9121943916883099401,1,7,6234491,6234500
783,9121943916883099401,2,6,6125279,0
784,9121943916883099401,2,20,6125279,6125305
785,9121943916883099401,2,7,6125279,6125331
786,2814029873765345834,0,6,6234492,0
787,2814029873765345834,0,20,6234492,6234496
788,2814029873765345834,0,7,6234492,6234501
789,2814029873765345834,1,6,6234493,0
790,2814029873765345834,1,20,6234493,6234497
791,2814029873765345834,1,7,6234493,6234502
792,12073912357736609194,0,6,6125277,0
793,12073912357736609194,0,20,6125277,6125303
794,12073912357736609194,0,7,6125277,6234498
795,12073912357736609194,1,6,6125278,0
796,12073912357736609194,1,20,6125278,6125304
797,12073912357736609194,1,7,6125278,6125330
798,12073912357736609194,2,6,6125279,0
799,12073912357736609194,2,20,6125279,6125305
800,12073912357736609194,2,7,6125279,6125331
801,12073912357736609194,3,6,6125299,0
802,12073912357736609194,3,20,6125299,6125325
803,12073912357736609194,3,7,6125299,6125351
804,10122025211496289647,0,6,6125280,0
805,10122025211496289647,0,20,6125280,6125306
806,10122025211496289647,0,7,6125280,6125332
807,10122025211496289647,1,6,6125281,0
808,10122025211496289647,1,20,6125281,6125307
809,10122025211496289647,1,7,6125281,6125333
810,10122025211496289647,2,6,6125279,0
811,10122025211496289647,2,20,6125279,6125305
812,10122025211496289647,2,7,6125279,6125331
813,1589318313493406396,0,6,6125282,0
814,1589318313493406396,0,20,6125282,6125308
815,1589318313493406396,0,7,6125282,6125334
816,1589318313493406396,1,6,6125283,0
817,1589318313493406396,1,20,6125283,6125309
818,1589318313493406396,1,7,6125283,6125335
819,1589318313493406396,2,6,6125279,0
820,1589318313493406396,2,20,6125279,6125305
821,1589318313493406396,2,7,6125279,6125331
822,9726428075197806945,0,6,6125284,0
823,9726428075197806945,0,20,6125284,6125310
824,9726428075197806945,0,7,6125284,6125336
825,9726428075197806945,1,6,6125285,0
826,9726428075197806945,1,20,6125285,6125311
827,9726428075197806945,1,7,6125285,6125337
828,9726428075197806945,2,6,6125286,0
829,9726428075197806945,2,20,6125286,6125312
830,9726428075197806945,2,7,6125286,6125338
831,16380701142850695550,0,6,6125287,0
832,16380701142850695550,0,20,6125287,6125313
833,16380701142850695550,0,7,6125287,6125339
834,5963044332642675123,0,6,6125288,0
835,5963044332642675123,0,20,6125288,6125314
836,5963044332642675123,0,7,6125288,6125340
837,9797766067590404675,0,6,6125289,0
838,9797766067590404675,0,20,6125289,6125315
839,9797766067590404675,0,7,6125289,6125341
840,9797766067590404675,1,6,6125290,0
841,9797766067590404675,1,20,6125290,6125316
842,9797766067590404675,1,7,6125290,6125342
843,9797766067590404675,2,6,6125291,0
844,9797766067590404675,2,20,6125291,6125317
845,9797766067590404675,2,7,6125291,6125343
846,9797766067590404675,3,6,6125279,0
847,9797766067590404675,3,20,6125279,6125305
848,9797766067590404675,3,7,6125279,6125331
849,12928638729377824782,0,6,6125292,0
850,12928638729377824782,0,20,6125292,6125318
851,12928638729377824782,0,7,6125292,6125344
852,12928638729377824782,1,6,6125293,0
853,12928638729377824782,1,20,6125293,6125319
854,12928638729377824782,1,7,6125293,6125345
855,12928638729377824782,2,6,6125294,0
856,12928638729377824782,2,20,6125294,6125320
857,12928638729377824782,2,7,6125294,6125346
858,12928638729377824782,3,6,6125295,0
859,12928638729377824782,3,20,6125295,6125321
860,12928638729377824782,3,7,6125295,6125347
861,15301291429259733477,0,6,6125296,0
862,15301291429259733477,0,20,6125296,6125322
863,15301291429259733477,0,7,6125296,6125348
864,13978444982934094720,0,6,6125282,0
865,13978444982934094720,0,20,6125282,6125308
866,13978444982934094720,0,7,6125282,6125334
867,13978444982934094720,1,6,6125283,0
868,13978444982934094720,1,20,6125283,6125309
869,13978444982934094720,1,7,6125283,6125335
870,7206810033733472887,0,6,6125280,0
871,7206810033733472887,0,20,6125280,6125306
872,7206810033733472887,0,7,6125280,6125332
873,7206810033733472887,1,6,6125281,0
874,7206810033733472887,1,20,6125281,6125307
875,7206810033733472887,1,7,6125281,6125333
876,4496078483012299730,0,6,6125297,0
877,4496078483012299730,0,20,6125297,6125323
878,4496078483012299730,0,7,6125297,6125349
879,4496078483012299730,1,6,6125298,0
880,4496078483012299730,1,20,6125298,6125324
881,4496078483012299730,1,7,6125298,6125350
882,4496078483012299730,2,6,6125279,0
883,4496078483012299730,2,20,6125279,6125305
884,4496078483012299730,2,7,6125279,6125331
885,4496078483012299730,3,6,6125299,0
886,4496078483012299730,3,20,6125299,6125325
887,4496078483012299730,3,7,6125299,6125351
888,4140395204372665481,0,6,6125299,0
889,4140395204372665481,0,20,6125299,6125325
890,4140395204372665481,0,7,6125299,6125351
891,4140395204372665481,1,6,6125300,0
892,4140395204372665481,1,20,6125300,6125326
893,4140395204372665481,1,7,6125300,6125352
894,4140395204372665481,2,6,6125279,0
895,4140395204372665481,2,20,6125279,6125305
896,4140395204372665481,2,7,6125279,6125331
897,9162132866225951108,0,6,6125289,0
898,9162132866225951108,0,20,6125289,6125315
899,9162132866225951108,0,7,6125289,6125341
900,9162132866225951108,1,6,6125290,0
901,9162132866225951108,1,20,6125290,6125316
902,9162132866225951108,1,7,6125290,6125342
903,9162132866225951108,2,6,6125291,0
904,9162132866225951108,2,20,6125291,6125317
905,9162132866225951108,2,7,6125291,6125343
906,9162132866225951108,3,6,6125299,0
907,9162132866225951108,3,20,6125299,6125325
908,9162132866225951108,3,7,6125299,6125351
909,10620020414317268907,0,6,6125289,0
910,10620020414317268907,0,20,6125289,6125315
911,10620020414317268907,0,7,6125289,6125341
912,3857232084532901334,0,6,6125301,0
913,3857232084532901334,0,20,6125301,6125327
914,3857232084532901334,0,7,6125301,6125353
915,3857232084532901334,1,6,6125302,0
916,3857232084532901334,1,20,6125302,6125328
917,3857232084532901334,1,7,6125302,6125354
918,2579402257614020619,0,6,6125292,0
919,2579402257614020619,0,20,6125292,6125318
920,2579402257614020619,0,7,6125292,6125344
921,2579402257614020619,1,6,6125295,0
922,2579402257614020619,1,20,6125295,6125321
923,2579402257614020619,1,7,6125295,6125347
924,2579402257614020619,2,6,6125299,0
925,2579402257614020619,2,20,6125299,6125325
926,2579402257614020619,2,7,6125299,6125351
927,8421785976017821352,0,6,6125287,0
928,8421785976017821352,0,20,6125287,6125313
929,8421785976017821352,0,7,6125287,6125339
930,11494124696701840013,0,6,6125280,0
931,11494124696701840013,0,20,6125280,6125306
932,11494124696701840013,0,7,6125280,6125332
933,11494124696701840013,1,6,6125281,0
934,11494124696701840013,1,20,6125281,6125307
935,11494124696701840013,1,7,6125281,6125333
936,6774464150485754458,0,6,6234490,0
937,6774464150485754458,0,20,6234490,6234494
938,6774464150485754458,0,7,6234490,6234499
939,6774464150485754458,1,6,6234491,0
940,6774464150485754458,1,20,6234491,6234495
941,6774464150485754458,1,7,6234491,6234500
942,6774464150485754458,2,6,6125279,0
943,6774464150485754458,2,20,6125279,6125305
944,6774464150485754458,2,7,6125279,6125331
945,9280838906598121439,0,6,6234492,0
946,9280838906598121439,0,20,6234492,6234496
947,9280838906598121439,0,7,6234492,6234501
948,9280838906598121439,1,6,6234493,0
949,9280838906598121439,1,20,6234493,6234497
950,9280838906598121439,1,7,6234493,6234502
951,3980323375124421868,0,6,6980579,0
952,3980323375124421868,0,20,6980579,6980579
953,3980323375124421868,0,7,6980579,6980579
954,3980323375124421868,1,6,6980579,0
955,3980323375124421868,1,20,6980579,6980579
956,3980323375124421868,1,7,6980579,6980579
957,3980323375124421868,2,6,6980580,0
958,3980323375124421868,2,20,6980580,6980580
959,3980323375124421868,2,7,6980580,6980580
960,3980323375124421868,3,6,6125279,0
961,3980323375124421868,3,20,6125279,6125279
962,3980323375124421868,3,7,6125279,6125279
963,7695322070807032081,0,6,6980582,0
964,7695322070807032081,0,20,6980582,6980582
965,7695322070807032081,0,7,6980582,6980582
966,7695322070807032081,1,6,6980582,0
967,7695322070807032081,1,20,6980582,6980582
968,7695322070807032081,1,7,6980582,6980582
969,7695322070807032081,2,6,6980579,0
970,7695322070807032081,2,20,6980579,6980579
971,7695322070807032081,2,7,6980579,6980579
972,7695322070807032081,3,6,6125279,0
973,7695322070807032081,3,20,6125279,6125279
974,7695322070807032081,3,7,6125279,6125279
975,5235394728480893495,0,8,6856592,0
976,2906876479718359642,0,8,7570326,0
977,2202902440920951891,0,8,7535056,0
978,14775043624135278320,0,8,6217486,0
979,5776747085936181833,0,8,6217487,0
980,5776747085936181833,1,8,6217488,0
981,5776747085936181833,2,8,6217489,0
982,5776747085936181833,3,8,6217490,0
983,2836200446420699802,0,8,6217487,0
984,2836200446420699802,1,8,6217488,0
985,2836200446420699802,2,8,6217491,0
986,2836200446420699802,3,8,6217490,0
987,218305749846164747,0,8,6217492,0
988,218305749846164747,1,8,6217493,0
989,218305749846164747,2,8,6217489,0
990,218305749846164747,3,8,6217494,0
991,6137356794505582516,0,8,6217495,0
992,6137356794505582516,1,8,6217496,0
993,6137356794505582516,2,8,6217489,0
994,6871782926012524989,0,8,6217497,0
995,6871782926012524989,1,8,6217498,0
996,637213248262567565,0,8,6217491,0
997,637213248262567565,1,8,6217499,0
998,637213248262567565,2,8,6217500,0
999,637213248262567565,3,8,6217500,0
1000,7369102740760368516,0,8,6217491,0
1001,7369102740760368516,1,8,6217501,0
1002,7369102740760368516,2,8,6217489,0
1003,7369102740760368516,3,8,6217491,0
1004,1880936779610732063,0,8,6217502,0
1005,2765300404950186494,0,8,6217503,0
1006,7844684435437506888,0,8,6217504,0
1007,8307304423867301123,0,8,6217487,0
1008,8307304423867301123,1,8,6217505,0
1009,8307304423867301123,3,8,6217506,0
1010,5096204752297315730,0,8,6217504,0
1011,17096041929114789669,0,8,6217516,0
1012,17096041929114789669,1,8,6217520,0
1013,17096041929114789669,2,8,6217489,0
1014,17096041929114789669,3,8,6217521,0
1015,9166781415549125340,0,8,6217487,0
1016,9166781415549125340,1,8,6217505,0
1017,9166781415549125340,2,8,6217490,0
1018,5476334423518069692,0,8,6217487,0
1019,5476334423518069692,1,8,6217505,0
1020,5476334423518069692,2,8,6217488,0
1021,6983574322268100997,0,8,6217491,0
1022,6983574322268100997,1,8,6217499,0
1023,6983574322268100997,2,8,6217491,0
1024,6983574322268100997,3,8,6217499,0
1025,13147441923022165462,0,8,6217522,0
1026,13147441923022165462,1,8,6217523,0
1027,13147441923022165462,2,8,6217489,0
1028,13147441923022165462,3,8,6217524,0
1029,7996479924220772599,0,8,6217525,0
1030,7996479924220772599,1,8,6217526,0
1031,7996479924220772599,2,8,6217489,0
1032,7996479924220772599,3,8,6217527,0
1033,11822690365303168096,0,8,6217528,0
1034,11822690365303168096,1,8,6217529,0
1035,11822690365303168096,2,8,6217530,0
1036,8722799569454561721,0,8,6856593,0
1037,13866992446041475722,0,8,7492723,0
1038,13866992446041475722,1,8,7492723,0
1039,13866992446041475722,2,8,7083863,0
1040,9185597533366094587,0,8,6217523,0
1041,9185597533366094587,1,8,6217522,0
1042,9185597533366094587,2,8,6217489,0
1043,5235394728480893495,0,12,5658169,0
1044,5235394728480893495,0,28,5658169,6986816
1045,5235394728480893495,0,13,5658169,6986816
1046,2906876479718359642,0,12,5658170,0
1047,2906876479718359642,0,28,5658170,6986850
1048,2906876479718359642,0,13,5658170,6986850
1049,2202902440920951891,0,12,7535056,0
1050,2202902440920951891,0,28,7535056,6986817
1051,2202902440920951891,0,13,7535056,6986817
1052,15378845446823558603,0,12,6986815,0
1053,15378845446823558603,0,28,6986815,7254915
1054,15378845446823558603,0,13,6986815,6986815
1055,15378845446823558603,1,12,6986816,0
1056,15378845446823558603,1,28,6986816,6986816
1057,15378845446823558603,1,13,6986816,6986816
1058,2385212250581607502,0,12,6986817,0
1059,2385212250581607502,0,28,6986817,7254916
1060,2385212250581607502,0,13,6986817,7254932
1061,16127543996943607809,0,12,6986818,0
1062,16127543996943607809,0,28,6986818,7254917
1063,16127543996943607809,0,13,6986818,7254933
1064,16127543996943607809,1,12,6986834,0
1065,16127543996943607809,1,28,6986834,7254918
1066,16127543996943607809,1,13,6986834,7254934
1067,16127543996943607809,2,12,6986834,0
1068,16127543996943607809,2,28,6986834,7254918
1069,16127543996943607809,2,13,6986834,7254934
1070,16127543996943607809,3,12,6986818,0
1071,16127543996943607809,3,28,6986818,7254917
1072,16127543996943607809,3,13,6986818,7254933
1073,3162842767978622134,0,12,6986842,0
1074,3162842767978622134,0,28,6986842,7254919
1075,3162842767978622134,0,13,6986842,7254935
1076,3162842767978622134,1,12,6986843,0
1077,3162842767978622134,1,28,6986843,7254920
1078,3162842767978622134,1,13,6986843,7254936
1079,13036768828780840429,0,12,6986845,0
1080,13036768828780840429,0,28,6986845,7254921
1081,13036768828780840429,0,13,6986845,7254937
1082,13036768828780840429,1,12,6986845,0
1083,13036768828780840429,1,28,6986845,7254921
1084,13036768828780840429,1,13,6986845,7254937
1085,13036768828780840429,2,12,6986845,0
1086,13036768828780840429,2,28,6986845,7254921
1087,13036768828780840429,2,13,6986845,7254937
1088,13036768828780840429,3,12,6986846,0
1089,13036768828780840429,3,28,6986846,7254922
1090,13036768828780840429,3,13,6986846,7254938
1091,17973685443599905768,0,12,6986815,0
1092,17973685443599905768,0,28,6986815,7254915
1093,17973685443599905768,0,13,6986815,6986815
1094,1190492560216545090,0,12,6986847,0
1095,1190492560216545090,0,28,6986847,7254923
1096,1190492560216545090,0,13,6986847,7254939
1097,13924584395432988125,0,12,6986848,0
1098,13924584395432988125,0,28,6986848,7254924
1099,13924584395432988125,0,13,6986848,7254940
1100,12813235724576086286,0,12,6986845,0
1101,12813235724576086286,0,28,6986845,7254921
1102,12813235724576086286,0,13,6986845,7254937
1103,12813235724576086286,1,12,6986845,0
1104,12813235724576086286,1,28,6986845,7254921
1105,12813235724576086286,1,13,6986845,7254937
1106,12813235724576086286,2,12,6986849,0
1107,12813235724576086286,2,28,6986849,6986849
1108,12813235724576086286,2,13,6986849,6986849
1109,12813235724576086286,3,12,6986846,0
1110,12813235724576086286,3,28,6986846,7254922
1111,12813235724576086286,3,13,6986846,7254938
1112,15778455390530835339,0,12,6986845,0
1113,15778455390530835339,0,28,6986845,7254921
1114,15778455390530835339,0,13,6986845,7254937
1115,15778455390530835339,1,12,6986849,0
1116,15778455390530835339,1,28,6986849,6986849
1117,15778455390530835339,1,13,6986849,6986849
1118,15778455390530835339,2,12,6986849,0
1119,15778455390530835339,2,28,6986849,6986849
1120,15778455390530835339,2,13,6986849,6986849
1121,15778455390530835339,3,12,6986846,0
1122,15778455390530835339,3,28,6986846,7254922
1123,15778455390530835339,3,13,6986846,7254938
1124,15915588564473044436,0,12,6986850,0
1125,15915588564473044436,0,28,6986850,7254925
1126,15915588564473044436,0,13,6986850,7254941
1127,15915588564473044436,1,12,6986866,0
1128,15915588564473044436,1,28,6986866,7254926
1129,15915588564473044436,1,13,6986866,7254942
1130,15915588564473044436,2,12,6986845,0
1131,15915588564473044436,2,28,6986845,7254921
1132,15915588564473044436,2,13,6986845,7254937
1133,15915588564473044436,3,12,6986869,0
1134,15915588564473044436,3,28,6986869,7254927
1135,15915588564473044436,3,13,6986869,7254943
1136,1381538930439830329,0,12,6986870,0
1137,1381538930439830329,0,28,6986870,7570385
1138,1381538930439830329,0,13,6986870,7254944
1139,9346995473572636887,0,12,6986872,0
1140,9346995473572636887,0,28,6986872,7254928
1141,9346995473572636887,0,13,6986872,7254945
1142,6308677679426739408,0,12,6986873,0
1143,6308677679426739408,0,28,6986873,7254929
1144,6308677679426739408,0,13,6986873,7254946
1145,6308677679426739408,1,12,6986873,0
1146,6308677679426739408,1,28,6986873,7254929
1147,6308677679426739408,1,13,6986873,7254946
1148,18420545436663833205,0,12,6986845,0
1149,18420545436663833205,0,28,6986845,7254921
1150,18420545436663833205,0,13,6986845,7254937
1151,18420545436663833205,1,12,6986849,0
1152,18420545436663833205,1,28,6986849,6986849
1153,18420545436663833205,1,13,6986849,6986849
