ID,ItemLevel,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6]
43,43,4.0491023,6.252053,6.748504,7.8947344,8.856142,8.856142,8.856142
44,44,4.1908274,6.4984136,6.984712,8.054693,9.015065,9.015065,9.015065
45,45,4.320534,6.748504,7.201029,8.21693,9.176267,9.176267,9.176267
46,46,4.43926,6.984712,7.3986974,8.377303,9.33954,9.33954,9.33954
47,47,4.546175,7.201029,7.5768895,8.536018,9.502606,9.502606,9.502606
48,48,4.6416945,7.3986974,7.736019,8.696184,9.666916,9.666916,9.666916
49,49,4.7367992,7.5768895,7.8947344,8.856142,9.831432,9.831432,9.831432
50,50,4.8327327,7.736019,8.054693,9.015065,9.994292,9.994292,9.994292
51,51,4.9301167,7.8947344,8.21693,9.176267,10.157358,10.157358,10.157358
52,52,5.026465,8.054693,8.377303,9.33954,10.321047,10.321047,10.321047
53,53,5.1215696,8.21693,8.536018,9.502606,10.486599,10.486599,10.486599
54,54,5.2177105,8.377303,8.696184,9.666916,10.654431,10.654431,10.654431
55,55,5.313644,8.536018,8.856142,9.831432,10.826614,10.826614,10.826614
56,56,5.409163,8.696184,9.015065,9.994292,11.000455,11.000455,11.000455
57,57,5.505718,8.856142,9.176267,10.157358,11.177404,11.177404,11.177404
58,58,5.6147056,9.030397,9.357981,10.855208,12.352435,12.352435,12.352435
59,59,5.725972,9.209211,9.543218,11.011436,12.479656,12.479656,12.479656
60,60,5.8351665,9.384709,9.72514,11.221331,12.717522,12.717522,12.717522
61,61,5.9462256,9.563523,9.910376,11.378595,12.846814,12.846814,12.846814
62,62,6.05542,9.739021,10.092298,11.587453,13.082608,13.082608,13.082608
63,63,6.166479,9.917628,10.277328,11.745546,13.213765,13.213765,13.213765
64,64,6.2754664,10.093126,10.459249,11.953368,13.447695,13.447695,13.447695
65,65,6.3867326,10.27194,10.644485,12.112705,13.580924,13.580924,13.580924
66,66,6.395021,10.285408,10.658368,11.76088,13.598536,13.598536,13.598536
67,67,6.403309,10.298669,10.672251,11.776212,13.616355,13.616355,13.616355
68,68,6.411597,10.312137,10.686132,11.791545,13.633967,13.633967,13.633967
69,69,6.420092,10.325812,10.700222,11.807085,13.651994,13.651994,13.651994
70,70,6.42838,10.339073,10.714105,11.822417,13.669813,13.669813,13.669813
71,71,6.4368753,10.352541,10.727987,11.83775,13.687425,13.687425,13.687425
72,72,6.4451632,10.366009,10.742077,11.853291,13.705451,13.705451,13.705451
73,73,6.4536586,10.379684,10.756166,11.868831,13.723477,13.723477,13.723477
74,74,6.4619465,10.393152,10.770049,11.884163,13.74109,13.74109,13.74109
75,75,6.470442,10.40662,10.784139,11.899703,13.759116,13.759116,13.759116
76,76,6.4789367,10.420295,10.798228,11.915243,13.777143,13.777143,13.777143
77,77,6.487432,10.43397,10.812318,11.930783,13.794962,13.794962,13.794962
78,78,6.4959273,10.447438,10.826407,11.946323,13.812988,13.812988,13.812988
79,79,6.5042152,10.461114,10.840497,11.961864,13.831015,13.831015,13.831015
80,80,6.5129175,10.474789,10.854794,11.977611,13.849248,13.849248,13.849248
81,81,6.521413,10.488464,10.868883,11.993151,13.867274,13.867274,13.867274
82,82,6.5297008,10.502139,10.882973,12.008898,13.885094,13.885094,13.885094
83,83,6.538403,10.515815,10.897269,12.024645,13.903327,13.903327,13.903327
84,84,6.5468984,10.529696,10.911567,12.040392,13.921561,13.921561,13.921561
85,85,6.5553937,10.543165,10.925656,12.432622,13.939588,13.939588,13.939588
86,86,6.563889,10.557047,10.939953,12.826095,13.957821,13.957821,13.957821
87,87,6.5725913,10.57093,10.954249,12.842877,13.976054,13.976054,13.976054
88,88,6.5810866,10.584605,10.968547,13.237801,13.994288,13.994288,13.994288
89,89,6.589789,10.598487,10.982843,13.633967,14.012522,14.012522,14.012522
90,90,6.598284,10.612163,10.99714,13.651579,14.030755,14.030755,14.030755
91,91,6.606779,10.626045,11.011436,13.580717,13.580717,13.580717,13.580717
92,92,6.716181,10.80175,11.193565,14.178489,13.805322,13.805322,13.805322
93,93,6.82724,10.980357,11.378595,13.947875,13.580924,13.580924,13.580924
94,94,7.0472865,11.334461,11.745546,14.314826,13.947875,13.947875,13.947875
95,95,7.156688,11.510167,11.927675,14.536944,14.164192,14.164192,14.164192
96,96,7.26754,11.688773,12.112705,14.315034,14.315034,14.315034,14.315034
97,97,7.4877934,12.042878,12.479656,14.314826,14.314826,14.314826,14.314826
98,98,7.597195,12.218791,12.661992,14.524098,14.896437,14.896437,14.896437
99,99,7.7080474,12.39719,12.846814,14.315034,14.681985,14.681985,14.681985
100,100,7.744307,12.455621,12.907317,14.751189,14.751189,14.751189,14.751189
101,101,7.780567,12.513844,12.967612,14.820188,15.19066,15.19066,15.19066
102,102,7.8168273,12.572067,13.028114,14.889185,15.261523,15.261523,15.261523
103,103,7.8532944,12.630705,13.088824,14.958597,15.706589,15.706589,15.706589
104,104,7.8897614,12.689342,13.149533,15.403663,15.779523,15.779523,15.779523
105,105,7.928301,12.751295,13.213765,15.048936,15.783046,15.783046,15.783046
106,106,7.964561,12.809726,13.274268,15.117933,15.855358,15.855358,15.855358
107,107,8.001028,12.868156,13.334977,15.187139,16.298351,16.298351,16.298351
108,108,8.037703,12.927208,13.396102,15.256758,16.372944,16.372944,16.372944
109,109,8.074377,12.986467,13.457433,15.326584,16.44795,16.44795,16.44795
110,110,8.111465,13.045727,13.518971,15.396618,16.898817,16.898817,16.898817
111,111,8.148555,13.105607,13.580924,15.049143,16.517363,16.517363,16.517363
112,112,8.17031,13.140624,13.617184,15.08934,16.929483,16.929483,16.929483
113,113,8.192066,13.175641,13.653444,15.49856,16.974653,16.974653,16.974653
114,114,8.214029,13.210865,13.689911,15.54,17.389881,17.389881,17.389881
115,115,8.235992,13.246089,13.726585,15.952536,17.436502,17.436502,17.436502
116,116,8.257956,13.28152,13.76326,15.995218,17.483122,17.483122,17.483122
117,117,8.27992,13.316951,13.799934,16.037695,17.529741,17.529741,17.529741
118,118,8.30209,13.35259,13.836816,16.080585,17.576569,17.576569,17.576569
119,119,8.32426,13.388021,13.873697,16.123476,17.623396,17.623396,17.623396
120,120,8.346431,13.423866,13.910787,16.166573,17.670431,17.670431,17.670431
121,121,8.368808,13.459712,13.947875,15.783046,17.251265,17.251265,17.251265
122,122,8.380826,13.479189,13.967974,15.805838,17.276129,17.276129,17.276129
123,123,8.39305,13.498666,13.988279,15.828836,17.3012,17.3012,17.3012
124,124,8.405068,13.518143,14.008378,15.851629,17.326063,17.326063,17.326063
125,125,8.417293,13.53762,14.028684,15.874628,17.351343,17.351343,17.351343
126,126,8.429311,13.557303,14.048988,15.897627,17.376413,17.376413,17.376413
127,127,8.441535,13.57678,14.069294,15.920419,17.401485,17.401485,17.401485
128,128,8.45376,13.596464,14.0896,15.943419,17.426556,17.426556,17.426556
129,129,8.465984,13.616148,14.109905,15.966417,17.451628,17.451628,17.451628
130,130,8.4782095,13.635625,14.130211,15.989417,17.476906,17.476906,17.476906
131,131,8.490435,13.655516,14.150724,16.012623,17.502184,17.502184,17.502184
132,132,8.502659,13.674993,14.17103,16.035622,17.527256,17.527256,17.527256
133,133,8.514884,13.694884,14.191543,16.058828,17.55274,17.55274,17.55274
134,134,8.527316,13.714568,14.212055,16.082035,17.57802,17.57802,17.57802
135,135,8.539541,13.734459,14.232568,16.105242,17.603504,17.603504,17.603504
136,136,8.551765,13.754143,14.25308,16.128448,17.628782,17.628782,17.628782
137,137,8.564198,13.774241,14.273801,16.151861,17.654476,17.654476,17.654476
138,138,8.57663,13.793925,14.294313,16.551344,17.679754,17.679754,17.679754
139,139,8.589062,13.814024,14.315034,16.150204,17.251472,17.251472,17.251472
140,140,8.643556,13.90167,14.405787,16.252768,17.360874,17.360874,17.360874
141,141,8.698463,13.989937,14.49737,16.355953,17.471104,17.471104,17.471104
142,142,8.753578,14.078826,14.589366,16.45976,17.581957,17.581957,17.581957
143,143,8.809108,14.168129,14.681985,16.150204,17.251265,17.251265,17.251265
144,144,8.882042,14.285197,14.803404,16.283848,17.394026,17.394026,17.394026
145,145,8.930942,14.363933,14.884833,16.373358,17.489752,17.489752,17.489752
146,146,9.029569,14.522441,15.049143,16.150204,17.251472,17.251472,17.251472
147,147,9.13897,14.698354,15.23148,16.346008,17.460537,17.460537,17.460537
148,148,9.249616,14.876546,15.416095,16.150204,17.251265,17.251265,17.251265
149,149,9.359224,15.052666,15.598638,16.34145,17.455564,17.455564,17.455564
150,150,9.469869,15.230858,15.783253,16.150204,17.251472,17.251472,17.251472
151,151,9.57927,15.406771,15.965589,16.336891,17.450798,17.450798,17.450798
152,152,9.690123,15.584963,16.150204,16.150204,17.251265,17.251265,17.251265
153,153,9.799731,15.761083,16.332747,16.332747,17.446447,17.446447,17.446447
154,154,9.910376,15.939275,16.517363,16.150412,17.251472,17.251472,17.251472
155,155,9.937726,15.982993,16.562738,16.194752,17.298922,17.298922,17.298922
156,156,9.965076,16.027126,16.608324,16.2393,17.346369,17.346369,17.346369
157,157,9.992427,16.071054,16.653908,16.283848,17.394026,17.394026,17.394026
158,158,10.019777,16.115187,16.699697,16.328604,17.441889,17.441889,17.441889
159,159,10.047336,16.159529,16.745697,16.745697,17.48996,17.48996,17.48996
160,160,10.0751,16.204283,16.791903,16.791903,17.538237,17.538237,17.538237
161,161,10.102865,16.24883,16.838108,17.21231,17.586514,17.586514,17.586514
162,162,10.13063,16.293379,16.884314,16.884314,17.251265,17.251265,17.251265
163,163,10.157773,16.3371,16.929691,17.297678,17.297678,17.297678,17.297678
164,164,10.185123,16.381231,16.975275,17.344297,17.344297,17.344297,17.344297
165,165,10.212681,16.425365,17.021065,17.761185,17.391125,17.391125,17.391125
166,166,10.240031,16.4695,17.066856,17.80884,17.80884,17.80884,17.80884
167,167,10.267796,16.51384,17.112856,18.228834,17.85691,17.85691,17.85691
168,168,10.295354,16.558388,17.158854,18.27794,17.904982,17.904982,17.904982
169,169,10.323118,16.602936,17.20506,18.327047,17.95305,17.95305,17.95305
170,170,10.350883,16.647692,17.251472,17.985582,17.618423,17.618423,17.618423
171,171,10.352955,16.650799,17.254787,17.989103,17.621946,17.621946,17.621946
172,172,10.35482,16.654114,17.258102,17.992418,17.625261,17.625261,17.625261
173,173,10.356892,16.657223,17.261417,17.995941,17.995941,17.995941,17.995941
174,174,10.358964,16.660746,17.26494,17.999672,17.999672,17.999672,17.999672
175,175,10.361036,16.663853,17.268255,18.37056,18.002987,18.002987,18.002987
176,176,10.362901,16.667168,17.27157,18.37408,18.006508,18.006508,18.006508
177,177,10.364973,16.670277,17.274885,18.377604,18.01003,18.01003,18.01003
178,178,10.367044,16.673592,17.278408,18.381334,18.013762,18.013762,18.013762
179,179,10.369117,16.676907,17.281723,18.384855,18.017076,18.017076,18.017076
180,180,10.370981,16.680014,17.285038,18.388378,18.388378,18.388378,18.388378
181,181,10.373054,16.68333,17.288353,18.391901,18.391901,18.391901,18.391901
182,182,10.375126,16.686646,17.291876,18.39563,18.39563,18.39563,18.39563
183,183,10.377197,16.68996,17.29519,18.76714,18.399153,18.399153,18.399153
184,184,10.379063,16.693068,17.298506,18.770662,18.402676,18.402676,18.402676
185,185,10.381134,16.696177,17.30182,18.774391,18.406199,18.406199,18.406199
186,186,10.383206,16.699697,17.305344,18.778122,18.409927,18.409927,18.409927
187,187,10.385279,16.702806,17.308659,18.781645,18.781645,18.781645,18.781645
188,188,10.387143,16.706121,17.311974,18.785374,18.785374,18.785374,18.785374
189,189,10.389215,16.709436,17.315496,18.789103,18.789103,18.789103,18.789103
190,190,10.391287,16.712751,17.318811,18.792833,18.792833,18.792833,18.792833
191,191,10.393359,16.71586,17.322126,18.796354,18.796354,18.796354,18.796354
192,192,10.395224,16.718967,17.325443,18.799877,18.799877,18.799877,18.799877
193,193,10.397296,16.72249,17.328964,18.803814,18.803814,18.803814,18.803814
194,194,10.399368,16.7256,17.33228,18.807337,19.176153,19.176153,19.176153
195,195,10.40144,16.728914,17.335596,18.811066,19.179882,19.179882,19.179882
196,196,10.403512,16.73223,17.339117,18.814796,19.183613,19.183613,19.183613
197,197,10.405376,16.735544,17.342432,18.81832,19.187342,19.187342,19.187342
198,198,10.407449,16.738651,17.345749,18.822048,19.19107,19.19107,19.19107
199,199,10.409521,16.741966,17.34927,18.825777,19.195007,19.195007,19.195007
200,200,10.411592,16.745283,17.352585,19.19853,19.19853,19.19853,19.19853
201,201,10.413458,16.74839,17.355902,19.20226,19.571491,19.571491,19.571491
202,202,10.415737,16.751913,17.359423,19.206198,19.575428,19.575428,19.575428
203,203,10.417602,16.75502,17.362738,19.209927,19.579157,19.579157,19.579157
204,204,10.419674,16.758335,17.366055,19.21345,19.583094,19.583094,19.583094
205,205,10.421745,16.761652,17.369576,19.217386,19.58703,19.58703,19.58703
206,206,10.423818,16.76476,17.37289,19.221115,19.59076,19.59076,19.59076
207,207,10.425682,16.768074,17.376207,19.224638,19.964134,19.964134,19.964134
208,208,10.427754,16.771389,17.379728,19.228575,19.968279,19.968279,19.968279
209,209,10.429827,16.774704,17.383043,19.232304,19.972008,19.972008,19.972008
210,210,10.431898,16.777813,17.386358,19.236034,19.975739,19.975739,19.975739
211,211,10.43397,16.781336,17.389881,19.239971,19.979881,19.979881,19.979881
212,212,10.435835,16.784443,17.393196,19.243492,19.983612,19.983612,19.983612
213,213,10.437907,16.787552,17.396511,19.247223,20.357607,20.357607,20.357607
214,214,10.43998,16.791073,17.400034,19.25116,20.361752,20.361752,20.361752
215,215,10.442051,16.794182,17.403349,19.254683,20.365688,20.365688,20.365688
216,216,10.444123,16.797705,17.406872,19.25862,20.369831,20.369831,20.369831
217,217,10.446196,16.800812,17.410187,19.262348,20.373562,20.373562,20.373562
218,218,10.44806,16.804127,17.413502,19.266077,20.377499,20.377499,20.377499
219,219,10.450132,16.807442,17.417025,19.269808,20.381643,20.381643,20.381643
220,220,10.452204,16.81055,17.42034,19.273537,20.38558,20.38558,20.38558
221,221,10.454276,16.813866,17.423655,19.277266,20.389309,20.389309,20.389309
222,222,10.456348,16.81718,17.427177,19.281202,20.393454,20.393454,20.393454
223,223,10.458213,16.820496,17.430492,19.284725,20.39739,20.39739,20.39739
224,224,10.460492,16.82381,17.434015,19.288662,20.401533,20.401533,20.401533
225,225,10.462357,16.827126,17.43733,19.292393,20.40547,20.40547,20.40547
226,226,10.464429,16.830235,17.440645,19.296122,20.4092,20.4092,20.4092
227,227,10.466501,16.83355,17.444168,19.29985,20.413343,20.413343,20.413343
228,228,10.468573,16.836864,17.447483,19.303581,20.41728,20.41728,20.41728
229,229,10.470645,16.84018,17.451006,19.307518,20.421425,20.421425,20.421425
230,230,10.472509,16.843494,17.45432,19.311247,20.425362,20.425362,20.425362
231,231,10.474789,16.846811,17.457844,19.314978,20.429298,20.429298,20.429298
232,232,10.476654,16.849918,17.461159,19.318707,20.433235,20.433235,20.433235
233,233,10.478725,16.853233,17.464474,19.322435,20.437172,20.437172,20.437172
234,234,10.480798,16.856548,17.467997,19.326372,20.441317,20.441317,20.441317
235,235,10.482869,16.859863,17.471312,19.329895,20.445253,20.445253,20.445253
236,236,10.484941,16.863178,17.474834,19.333832,20.44919,20.44919,20.44919
237,237,10.486807,16.866495,17.47815,19.33756,20.453127,20.453127,20.453127
238,238,10.489085,16.86981,17.48167,19.3415,20.45727,20.45727,20.45727
239,239,10.490951,16.872917,17.484987,19.34502,20.461206,20.461206,20.461206
240,240,10.493022,16.876232,17.488302,19.348751,20.464937,20.464937,20.464937
241,241,10.495094,16.879547,17.491823,19.352688,20.46908,20.46908,20.46908
242,242,10.497167,16.882864,17.49514,19.356417,20.473017,20.473017,20.473017
243,243,10.499238,16.886179,17.498661,19.360146,20.477161,20.477161,20.477161
244,244,10.501103,16.889494,17.501976,19.363876,20.481098,20.481098,20.481098
245,245,10.503383,16.892809,17.505499,19.367813,20.485243,20.485243,20.485243
246,246,10.505247,16.895916,17.508814,19.371542,20.488972,20.488972,20.488972
247,247,10.507319,16.899439,17.512337,19.375273,20.493116,20.493116,20.493116
248,248,10.509391,16.902548,17.515652,19.379002,20.497053,20.497053,20.497053
249,249,10.511463,16.906069,17.519175,19.382938,20.501196,20.501196,20.501196
250,250,10.513535,16.909178,17.52249,19.386667,20.505133,20.505133,20.505133
251,251,10.515607,16.9127,17.526012,19.390398,20.509071,20.509071,20.509071
252,252,10.517679,16.915808,17.529327,19.394127,20.513008,20.513008,20.513008
253,253,10.519752,16.919123,17.53285,19.398064,20.51715,20.51715,20.51715
254,254,10.521616,16.922438,17.536165,19.401794,20.521088,20.521088,20.521088
255,255,10.523895,16.925755,17.539688,19.405523,20.525232,20.525232,20.525232
256,256,10.52576,16.92907,17.543003,19.409252,20.528961,20.528961,20.528961
257,257,10.527832,16.932384,17.546524,19.413189,20.533106,20.533106,20.533106
258,258,10.529904,16.9357,17.54984,19.41692,20.537043,20.537043,20.537043
259,259,10.531976,16.939014,17.553362,19.420649,20.541187,20.541187,20.541187
260,260,10.534048,16.942122,17.556677,19.42438,20.545124,20.545124,20.545124
261,261,10.53612,16.945644,17.5602,19.428316,20.549267,20.549267,20.549267
262,262,10.538192,16.948753,17.563515,19.432045,20.552998,20.552998,20.552998
263,263,10.540264,16.952274,17.567038,19.435774,20.55714,20.55714,20.55714
264,264,10.542129,16.955383,17.570353,19.439505,20.561077,20.561077,20.561077
265,265,10.544408,16.958698,17.573875,19.443441,20.565222,20.565222,20.565222
266,266,10.546273,16.962013,17.57719,19.44717,20.56895,20.56895,20.56895
267,267,10.548345,16.965328,17.580713,19.4509,20.573095,20.573095,20.573095
268,268,10.550417,16.968643,17.584028,19.45463,20.577032,20.577032,20.577032
269,269,10.552488,16.97196,17.587551,19.458567,20.581177,20.581177,20.581177
270,270,10.554561,16.975481,17.591072,19.462503,20.58532,20.58532,20.58532
271,271,10.556633,16.97859,17.594387,19.466232,20.589256,20.589256,20.589256
272,272,10.558704,16.981905,17.59791,19.469963,20.593401,20.593401,20.593401
273,273,10.560777,16.98522,17.601225,19.473692,20.59713,20.59713,20.59713
274,274,10.562849,16.988535,17.604748,19.477629,20.601274,20.601274,20.601274
275,275,10.56492,16.99185,17.608063,19.481358,20.605211,20.605211,20.605211
276,276,10.566993,16.995165,17.611586,19.485088,20.609356,20.609356,20.609356
277,277,10.568857,16.998482,17.6149,19.488817,20.613085,20.613085,20.613085
278,278,10.571136,17.001797,17.618423,19.086643,20.187704,20.187704,20.187704
279,279,10.591028,17.033705,17.651575,19.122488,20.225828,20.225828,20.225828
280,280,10.610712,17.065613,17.68452,19.158333,20.263538,20.263538,20.263538
281,281,10.630811,17.097729,17.717878,19.194386,20.301662,20.301662,20.301662
282,282,10.650702,17.129845,17.751032,19.230232,20.339788,20.339788,20.339788
283,283,10.670593,17.161963,17.78439,19.266493,20.377913,20.377913,20.377913
284,284,10.690691,17.194078,17.817749,19.302546,20.416245,20.416245,20.416245
285,285,10.710583,17.2264,17.851109,19.338804,20.45437,20.45437,20.45437
286,286,10.730888,17.258724,17.884676,19.375065,20.492908,20.492908,20.492908
287,287,10.750986,17.291048,17.918242,19.411531,20.53124,20.53124,20.53124
288,288,10.771085,17.323578,17.951809,19.447792,20.56978,20.56978,20.56978
289,289,10.79139,17.356108,17.985582,19.086643,20.18791,20.18791,20.18791
290,290,10.864118,17.473175,18.107,19.21552,20.324247,20.324247,20.324247
291,291,10.937674,17.591488,18.229456,19.345642,20.833754,20.833754,20.833754
292,292,11.011436,17.710213,18.352533,19.086643,20.554861,20.554861,20.554861
293,293,11.085821,17.829767,18.476439,19.21552,20.693686,20.693686,20.693686
294,294,11.160828,17.950357,18.60138,19.345436,20.833546,20.833546,20.833546
295,295,11.23169,18.064318,18.719484,19.086435,20.554655,20.554655,20.554655
296,296,11.341299,18.240644,18.902235,19.272915,20.755432,20.755432,20.755432
297,297,11.451944,18.418629,19.086643,19.086643,20.554861,20.554861,20.554861
298,298,11.529229,18.54295,19.21552,19.21552,20.693686,20.693686,20.693686
299,299,11.607344,18.668306,19.345436,19.345436,20.833546,20.833546,20.833546
300,300,11.672197,18.772734,19.453594,19.453594,20.554655,20.554655,20.554655
301,301,11.715917,18.843182,19.526527,19.526527,20.631733,20.631733,20.631733
302,302,11.759843,18.91363,19.59967,19.59967,20.709019,20.709019,20.709019
303,303,11.80377,18.984493,19.673018,19.673018,20.78651,20.78651,20.78651
304,304,11.84811,19.055563,19.746782,19.746782,20.864626,20.864626,20.864626
305,305,11.892451,19.127047,19.820751,19.820751,20.921812,20.921812,20.921812
306,306,11.895352,19.131811,19.825726,19.825726,20.9272,20.9272,20.9272
307,307,11.89846,19.136578,19.830698,19.830698,20.93238,20.93238,20.93238
308,308,11.901361,19.141344,19.83567,19.83567,20.93756,20.93756,20.93756
309,309,11.904469,19.146317,19.840643,19.840643,20.942947,20.942947,20.942947
310,310,11.90737,19.151081,19.845615,19.845615,20.948128,20.948128,20.948128
311,311,11.910271,19.155848,19.85059,19.85059,20.953308,20.953308,20.953308
312,312,11.913379,19.160612,19.855562,19.855562,20.958694,20.958694,20.958694
313,313,11.916279,19.165379,19.860535,19.860535,20.963875,20.963875,20.963875
314,314,11.919387,19.170351,19.865715,19.865715,20.96947,20.96947,20.96947
315,315,11.922495,19.175117,19.870687,19.870687,20.97465,20.97465,20.97465
316,316,11.925396,19.18009,19.87566,19.87566,20.979828,20.979828,20.979828
317,317,11.928297,19.184855,19.880632,20.248827,20.985216,20.985216,20.985216
318,318,11.931405,19.189621,19.885605,20.2538,20.990396,20.990396,20.990396
319,319,11.934305,19.194386,19.89058,20.25898,21.363977,21.363977,21.363977
320,320,11.937413,19.199152,19.895552,20.263952,21.369366,21.369366,21.369366
321,321,11.940314,19.203918,19.900524,20.269133,21.374544,21.374544,21.374544
322,322,11.943422,19.209097,19.905704,20.274313,21.380138,21.380138,21.380138
323,323,11.946323,19.213863,19.910677,20.279493,21.385527,21.385527,21.385527
324,324,11.949431,19.218628,19.91565,20.284466,21.390913,21.390913,21.390913
325,325,11.952332,19.223394,19.920622,20.658463,21.396301,21.396301,21.396301
326,326,11.95544,19.22816,19.925594,20.663641,21.401482,21.401482,21.401482
327,327,11.958341,19.232925,19.930569,20.668821,21.406868,21.406868,21.406868
328,328,11.961449,19.237898,19.935747,20.67421,21.412462,21.412462,21.412462
329,329,11.96435,19.24287,19.940722,20.679182,21.41785,21.41785,21.41785
330,330,11.967458,19.247637,19.945694,20.684362,21.423237,21.423237,21.423237
331,331,11.970359,19.252403,19.950666,20.68954,21.428417,21.428417,21.428417
332,332,11.973467,19.257168,19.955639,20.694721,21.80345,21.80345,21.80345
333,333,11.976574,19.26214,19.96082,21.069754,21.809044,21.809044,21.809044
334,334,11.979475,19.266907,19.965792,21.074934,21.81443,21.81443,21.81443
335,335,11.982376,19.27188,19.970764,21.08032,21.819818,21.819818,21.819818
336,336,11.985484,19.276646,19.975739,21.0855,21.825413,21.825413,21.825413
337,337,11.988385,19.28141,19.980711,21.090681,21.8308,21.8308,21.8308
338,338,11.991493,19.286383,19.985891,21.096275,21.836393,21.836393,21.836393
339,339,11.994601,19.29115,19.990864,21.101456,21.841782,21.841782,21.841782
340,340,11.997501,19.295914,19.995836,21.106636,21.847376,21.847376,21.847376
341,341,12.000402,19.30068,20.000809,21.112022,21.852762,21.852762,21.852762
342,342,12.00351,19.30586,20.00599,21.117409,21.858356,21.858356,21.858356
343,343,12.006618,19.310625,20.010962,21.12259,21.863745,21.863745,21.863745
344,344,12.00952,19.315392,20.015934,21.127977,21.869339,21.869339,21.869339
345,345,12.012628,19.320364,20.021114,21.133364,21.874933,21.874933,21.874933
346,346,12.015736,19.32513,20.026087,21.509432,22.251207,22.251207,22.251207
347,347,12.018636,19.329895,20.03106,21.51482,22.256802,22.256802,22.256802
348,348,12.021537,19.334867,20.036034,21.520206,22.26219,22.26219,22.26219
349,349,12.024645,19.33984,20.041212,21.5258,22.267992,22.267992,22.267992
350,350,12.027753,19.344606,20.046186,21.531187,22.273586,22.273586,22.273586
