OffsetPos[0],OffsetPos[1],OffsetPos[2],OffsetRot[0],OffsetRot[1],OffsetRot[2],ID,ComponentType,ExteriorComponentID
-6.9667,-23.7667,0,0,0,90,2600,11,147
1.8333,18.1222,4.9944,0,0,0,2604,12,147
8.9333,8.8556,4.9944,0,0,0,2605,12,147
1.8333,-0.1916,4.9944,0,0,0,2606,12,147
6.5528,-3.9528,4.9944,0,0,-90,2607,12,147
18.2556,-11.9195,4.9944,0,0,0,2608,12,147
5.0139,-19.8305,4.9944,0,0,90,2609,12,147
-7.2833,-19.8305,4.9944,0,0,90,2610,12,147
5.0139,-19.9778,10.9806,0,0,90,2611,12,147
-7.2833,-19.9778,10.9806,0,0,90,2612,12,147
11.0639,-11.9167,10.6111,0,0,0,2613,12,147
6.5528,-3.5472,10.6083,0,0,-90,2618,12,147
12.8222,8.8556,0,0,0,0,2621,11,148
22.1861,-11.9195,0,0,0,0,2622,11,148
4.8972,-23.7667,0,0,0,90,2623,11,148
-6.9667,-23.7667,0,0,0,90,2624,11,148
-5.2833,26.0445,0,0,0,-90,2626,11,148
1.8333,18.1222,4.9944,0,0,0,2628,12,148
8.9333,8.8556,4.9944,0,0,0,2629,12,148
1.8333,-0.1916,4.9944,0,0,0,2630,12,148
6.5528,-3.9528,4.9944,0,0,-90,2631,12,148
18.2556,-11.9195,4.9944,0,0,0,2632,12,148
5.0139,-19.8305,4.9944,0,0,90,2633,12,148
-7.2833,-19.8305,4.9944,0,0,90,2634,12,148
5.0139,-19.9778,10.9806,0,0,90,2635,12,148
-7.2833,-19.9778,10.9806,0,0,90,2636,12,148
11.0639,-11.9167,10.6111,0,0,0,2637,12,148
6.5528,-3.5472,10.6083,0,0,-90,2642,12,148
-5.2833,22.1111,4.8556,0,0,-90,2643,12,148
5.9,17,23.3,0,0,-180,5444,16,568
0,17,23.3,0,0,-180,5445,16,568
-5.9,17,23.3,0,0,-180,5446,16,568
0,3.4,12,0,0,90,5447,16,568
0,-17.8,12.7,0,0,90,5448,16,568
0,-7.4,12,0,0,90,5449,16,568
-7.7,-12.5,10.3,0,0,-180,5450,16,568
-0.2,-12.5,12.7,0,0,90,5451,16,568
8.6,-12.5,10.9,0,0,-180,5452,16,568
14.1,-12.5,11.2,0,0,-180,5453,16,568
-0.2,-2,12.1,0,0,90,5454,16,568
5.5,22.4,22.1,0,0,0,5455,14,568
5.4,12.2,22.2,0,0,-180,5456,14,568
-5.2,22.4,22.1,0,0,0,5457,14,568
-5.3,11.9,22.1,0,0,-180,5458,14,568
-0.1,22.1,22.7,0,0,0,5459,14,568
-0.1,11.9,22.7,0,0,-180,5460,14,568
-3.5,3.3,11.5,0,0,-90,5461,14,568
4.4,8.2,10.6,0,0,90,5462,14,568
-3.4,7.6,11,0,0,-90,5463,14,568
4.4,-1.9,10.4,0,0,90,5464,14,568
-3.2,-1.2,11.2,0,0,-90,5465,14,568
-10.1,-16.2,10.1,0,0,-180,5466,14,568
-10.1,-9.2,10.3,0,0,0,5467,14,568
14.7,-16.6,10,0,0,-180,5468,14,568
14.7,-8.3,10.3,0,0,0,5469,14,568
8.9,-16.6,10,0,0,-180,5470,14,568
8.8,-8.3,9.9,0,0,0,5471,14,568
3,-5.9,11.2,0,0,90,5472,14,568
3.1,-18.7,11.4,0,0,90,5473,14,568
-3.4,-5.9,10.8,0,0,-90,5474,14,568
-3.5,-18.9,11.1,0,0,-90,5475,14,568
-0.2,-12.5,0,0,0,0,5476,15,568
0,17,11.3,0,0,-90,5477,15,568
-7.7,-12.5,10.3,0,0,-180,5478,16,569
0,-17.8,12.7,0,0,90,5479,16,569
0,-12.5,12.7,0,0,90,5480,16,569
0,-7.4,12,0,0,90,5481,16,569
-0.2,-2,12.1,0,0,90,5482,16,569
0,3.4,12,0,0,90,5483,16,569
-5.9,17,24.1,0,0,-180,5484,16,569
0,17,25.7,0,0,-180,5485,16,569
8.6,-12.5,10.9,0,0,-180,5486,16,569
14.1,-12.5,11.2,0,0,-180,5487,16,569
-3.3,-18.9,11.1,0,0,-90,5488,14,569
-3.4,-5.9,10.8,0,0,-90,5489,14,569
3,-18.7,11.4,0,0,90,5490,14,569
2.9,-5.9,11.2,0,0,90,5491,14,569
8.7,-8.3,10,0,0,0,5492,14,569
8.8,-16.6,10.1,0,0,-180,5493,14,569
14.6,-8.3,10.3,0,0,0,5494,14,569
14.6,-16.6,10,0,0,-180,5495,14,569
-10.2,-9.2,10.3,0,0,0,5496,14,569
-10.2,-16.2,10.1,0,0,-180,5497,14,569
-3.1,-1.2,11.2,0,0,-90,5498,14,569
4.4,-1.9,10.4,0,0,90,5499,14,569
-3.1,7.6,11,0,0,-90,5500,14,569
3.9,8.2,10.6,0,0,90,5501,14,569
-3.4,3.3,11.5,0,0,-90,5502,14,569
-0.2,13.2,24.1,0,0,-180,5503,14,569
-0.1,21.2,24.2,0,0,0,5504,14,569
-5.6,11.9,22.7,0,0,-180,5505,14,569
-5.9,22.3,22.5,0,0,0,5506,14,569
5.4,12.2,22.8,0,0,-180,5507,14,569
5.7,22.3,22.5,0,0,0,5508,14,569
-0.2,-12.5,0,0,0,0,5509,15,569
0,17,12.6,0,0,-90,5510,15,569
5.9,17,24.1,0,0,-180,5511,16,569
0,3.4,12,0,0,90,5697,16,576
0,-17.8,12.7,0,0,90,5698,16,576
14.3,-12.5,11.2,0,0,-180,5699,16,576
0.1,17,23.3,0,0,-180,5700,16,576
-5.8,17,23.3,0,0,-180,5701,16,576
0,-7.4,12,0,0,90,5702,16,576
-3.4,-18.9,11.1,0,0,-90,5703,14,576
-3.2,-5.9,10.8,0,0,-90,5704,14,576
3.2,-18.7,11.4,0,0,90,5705,14,576
3.1,-5.9,11.2,0,0,90,5706,14,576
9,-8.3,9.9,0,0,0,5707,14,576
9,-16.6,10,0,0,-180,5708,14,576
14.8,-8.3,10.3,0,0,0,5709,14,576
14.9,-16.6,10.1,0,0,-180,5710,14,576
-9.9,-9.2,10.3,0,0,0,5711,14,576
-9.9,-16.2,10.1,0,0,-180,5712,14,576
-3.2,-1.2,11.2,0,0,-90,5713,14,576
4.6,-1.9,10.4,0,0,90,5714,14,576
-3.3,7.6,11,0,0,-90,5715,14,576
4.5,8.2,10.6,0,0,90,5716,14,576
-3.5,3.3,11.5,0,0,-90,5717,14,576
0,11.9,22.7,0,0,-180,5718,14,576
0.1,22.1,22.7,0,0,0,5719,14,576
-5.1,11.9,22.1,0,0,-180,5720,14,576
-5.1,22.4,22.1,0,0,0,5721,14,576
5.6,12.2,22.2,0,0,-180,5722,14,576
5.7,22.4,22.1,0,0,0,5723,14,576
5.9,17,23.3,0,0,-180,5724,16,576
-7.7,-12.5,10.3,0,0,-180,5725,16,576
-0.2,-12.5,12.7,0,0,90,5726,16,576
8.6,-12.5,10.9,0,0,-180,5727,16,576
-0.2,-2,12.1,0,0,90,5728,16,576
5.5,22.4,22.1,0,0,0,5729,14,576
5.4,12.2,22.2,0,0,-180,5730,14,576
-5.2,22.4,22.1,0,0,0,5731,14,576
-5.3,11.9,22.1,0,0,-180,5732,14,576
-0.1,22.1,22.7,0,0,0,5733,14,576
-0.1,11.9,22.7,0,0,-180,5734,14,576
-3.5,3.3,11.5,0,0,-90,5735,14,576
4.4,8.2,10.6,0,0,90,5736,14,576
-3.4,7.6,11,0,0,-90,5737,14,576
4.4,-1.9,10.4,0,0,90,5738,14,576
-3.2,-1.2,11.2,0,0,-90,5739,14,576
-10.1,-16.2,10.1,0,0,-180,5740,14,576
-10.1,-9.2,10.3,0,0,0,5741,14,576
14.7,-16.6,10,0,0,-180,5742,14,576
14.7,-8.3,10.3,0,0,0,5743,14,576
8.9,-16.6,10,0,0,-180,5744,14,576
8.8,-8.3,9.9,0,0,0,5745,14,576
3,-5.9,11.2,0,0,90,5746,14,576
3.1,-18.7,11.4,0,0,90,5747,14,576
-3.4,-5.9,10.8,0,0,-90,5748,14,576
-3.5,-18.9,11.1,0,0,-90,5749,14,576
-0.2,-12.5,0,0,0,0,5750,15,576
0,17.1,11.3,0,0,-90,5751,15,576
20.1,-12.5,0,0,0,0,5752,11,577
-10.8,17,0,0,0,-180,5753,11,577
11.5,17,0,0,0,0,5754,11,577
0.1,22.3,0,0,0,-90,5755,11,577
-12.7,-12.4,0,0,0,-180,5756,11,577
-4.8,3.2,0,0,0,-180,5757,11,577
4.8,3.2,0,0,0,0,5758,11,577
-5.1,6,5.1,0,0,-180,5759,12,577
14.9,-6.2,5.1,0,0,-90,5760,12,577
10.8,-6.2,5.1,0,0,-90,5761,12,577
8.8,-6.2,5.1,0,0,-90,5762,12,577
16.8,-6.2,5.1,0,0,-90,5763,12,577
20.2,-12.5,5.1,0,0,0,5764,12,577
20.2,-14.9,5.1,0,0,0,5765,12,577
20.2,-10.1,5.1,0,0,0,5766,12,577
-9.2,-18.7,5.1,0,0,90,5767,12,577
-9.2,-6.2,5.1,0,0,-90,5768,12,577
-5.1,3.3,5.1,0,0,-180,5769,12,577
-5.1,8.9,5.1,0,0,-180,5770,12,577
-5.1,-2.4,5.1,0,0,-180,5771,12,577
-5.1,0.4,5.1,0,0,-180,5772,12,577
-0.1,-21.6,5.1,0,0,90,5773,12,577
-1.8,-21.6,5.1,0,0,90,5774,12,577
1.6,-21.6,5.1,0,0,90,5775,12,577
12.9,-18.7,5.1,0,0,90,5776,12,577
16.8,-18.7,5.1,0,0,90,5777,12,577
8.8,-18.7,5.1,0,0,90,5778,12,577
5.1,3.2,5.1,0,0,0,5779,12,577
5.1,0.5,5.1,0,0,0,5780,12,577
5.1,-2.4,5.1,0,0,0,5781,12,577
5.1,8.9,5.1,0,0,0,5782,12,577
5.1,6,5.1,0,0,0,5783,12,577
-12.8,-10.1,5.1,0,0,-180,5784,12,577
-12.8,-14.9,5.1,0,0,-180,5785,12,577
-12.8,-12.5,5.1,0,0,-180,5786,12,577
10.8,-18.7,5.1,0,0,90,5787,12,577
14.9,-18.7,5.1,0,0,90,5788,12,577
12.9,-6.2,5.1,0,0,-90,5789,12,577
2.6,22.4,5.1,0,0,-90,5790,12,577
-2.6,22.4,5.1,0,0,-90,5791,12,577
-5.3,22.4,5.1,0,0,-90,5792,12,577
5.3,22.4,5.1,0,0,-90,5793,12,577
0,22.4,5.1,0,0,-90,5794,12,577
2.6,22.1,13.4,0,0,-90,5795,12,577
-2.6,22.1,13.4,0,0,-90,5796,12,577
-5.3,22.1,13.4,0,0,-90,5797,12,577
5.3,22.1,13.4,0,0,-90,5798,12,577
0,22.1,13.4,0,0,-90,5799,12,577
2.6,22.1,16.4,0,0,-90,5800,12,577
-2.6,22.1,16.4,0,0,-90,5801,12,577
0,22.1,16.4,0,0,-90,5802,12,577
2.6,11.8,17,0,0,90,5803,12,577
-2.6,11.8,17,0,0,90,5804,12,577
0,11.8,17,0,0,90,5805,12,577
9.7,17.1,4.6,0,0,0,5806,12,577
9.7,14.7,4.6,0,0,0,5807,12,577
9.7,19.4,4.6,0,0,0,5808,12,577
-9.6,17.1,4.6,0,0,-180,5809,12,577
-9.6,14.7,4.6,0,0,-180,5810,12,577
-9.6,19.4,4.6,0,0,-180,5811,12,577
-9.5,17.1,10.7,0,0,-180,5812,12,577
-9.5,14.7,10.7,0,0,-180,5813,12,577
-9.5,19.4,10.7,0,0,-180,5814,12,577
-9.5,17.1,13.8,0,0,-180,5815,12,577
-9.5,14.7,13.8,0,0,-180,5816,12,577
-9.5,19.4,13.8,0,0,-180,5817,12,577
9.5,17.1,10.7,0,0,0,5818,12,577
9.5,14.7,10.7,0,0,0,5819,12,577
9.5,19.4,10.7,0,0,0,5820,12,577
9.5,17.1,13.8,0,0,0,5821,12,577
9.5,14.7,13.8,0,0,0,5822,12,577
9.5,19.4,13.8,0,0,0,5823,12,577
5.1,3.2,6.7,0,0,0,5824,12,577
-12.7,-12.6,0,0,0,-180,5825,11,578
5,3.2,0,0,0,0,5826,11,578
-10.8,17,0,0,0,-180,5827,11,578
11.5,17,0,0,0,0,5828,11,578
0.1,22.3,0,0,0,-90,5829,11,578
-4.8,3.2,0,0,0,-180,5830,11,578
-5.1,6,6,0,0,-180,5831,12,578
14.9,-6.2,5.1,0,0,-90,5832,12,578
10.8,-6.2,5.1,0,0,-90,5833,12,578
8.8,-6.2,5.1,0,0,-90,5834,12,578
16.8,-6.2,5.1,0,0,-90,5835,12,578
20.2,-12.5,5.1,0,0,0,5836,12,578
20.2,-14.9,5.1,0,0,0,5837,12,578
20.2,-10.1,5.1,0,0,0,5838,12,578
-9.2,-18.7,5.1,0,0,90,5839,12,578
-9.2,-6.2,5.1,0,0,-90,5840,12,578
-0.1,12.1,5.1,0,0,-90,5841,12,578
1.7,12.1,5.1,0,0,-90,5842,12,578
-1.8,12.1,5.1,0,0,-90,5843,12,578
-5.1,3.3,6,0,0,-180,5844,12,578
-5.1,8.9,6,0,0,-180,5845,12,578
-5.1,-2.4,6,0,0,-180,5846,12,578
-5.1,0.4,6,0,0,-180,5847,12,578
-0.1,-21.6,5.1,0,0,90,5848,12,578
-1.8,-21.6,5.1,0,0,90,5849,12,578
1.6,-21.6,5.1,0,0,90,5850,12,578
16.8,-18.7,5.1,0,0,90,5851,12,578
8.8,-18.7,5.1,0,0,90,5852,12,578
5.1,0.5,6,0,0,0,5853,12,578
5.1,-2.4,6,0,0,0,5854,12,578
5.1,8.9,6,0,0,0,5855,12,578
5.1,6,6,0,0,0,5856,12,578
-12.8,-10.1,5.1,0,0,-180,5857,12,578
-12.8,-14.9,5.1,0,0,-180,5858,12,578
-12.8,-12.5,5.1,0,0,-180,5859,12,578
10.8,-18.7,5.1,0,0,90,5860,12,578
14.9,-18.7,5.1,0,0,90,5861,12,578
12.9,-6.2,5.1,0,0,-90,5862,12,578
2.6,22.4,5.1,0,0,-90,5863,12,578
-2.6,22.4,5.1,0,0,-90,5864,12,578
-5.3,22.4,5.1,0,0,-90,5865,12,578
5.3,22.4,5.1,0,0,-90,5866,12,578
0,22.4,5.1,0,0,-90,5867,12,578
2.6,22.1,13.4,0,0,-90,5868,12,578
-2.6,22.1,13.4,0,0,-90,5869,12,578
-5.3,22.1,13.4,0,0,-90,5870,12,578
5.3,22.1,13.4,0,0,-90,5871,12,578
0,22.1,13.4,0,0,-90,5872,12,578
2.6,22.1,16.4,0,0,-90,5873,12,578
-2.6,22.1,16.4,0,0,-90,5874,12,578
0,22.1,16.4,0,0,-90,5875,12,578
2.6,11.8,17,0,0,90,5876,12,578
-2.6,11.8,17,0,0,90,5877,12,578
0,11.8,17,0,0,90,5878,12,578
9.7,17.1,4.6,0,0,0,5879,12,578
9.7,14.7,4.6,0,0,0,5880,12,578
9.7,19.4,4.6,0,0,0,5881,12,578
-9.6,17.1,4.6,0,0,-180,5882,12,578
-9.6,14.7,4.6,0,0,-180,5883,12,578
-9.6,19.4,4.6,0,0,-180,5884,12,578
-9.5,17.1,10.7,0,0,-180,5885,12,578
-9.5,14.7,10.7,0,0,-180,5886,12,578
-9.5,19.4,10.7,0,0,-180,5887,12,578
-9.5,17.1,13.8,0,0,-180,5888,12,578
-9.5,14.7,13.8,0,0,-180,5889,12,578
-9.5,19.4,13.8,0,0,-180,5890,12,578
9.5,17.1,10.7,0,0,0,5891,12,578
9.5,14.7,10.7,0,0,0,5892,12,578
9.5,19.4,10.7,0,0,0,5893,12,578
9.5,17.1,13.8,0,0,0,5894,12,578
9.5,14.7,13.8,0,0,0,5895,12,578
-5.3,22.1,16.4,0,0,-90,5896,12,578
5.3,22.1,16.4,0,0,-90,5897,12,578
20.1,-12.5,0,0,0,0,5898,11,578
5.1,3.2,7.3,0,0,0,5899,12,578
5.1,3.2,6,0,0,0,5900,12,578
12.9,-18.7,5.1,0,0,90,5901,12,578
9.5,19.4,13.8,0,0,0,5902,12,578
-12.8,-12.6,0,0,0,-180,5991,11,585
4.9,3.2,0,0,0,0,5992,11,585
-10.9,17,0,0,0,-180,5993,11,585
11.4,17,0,0,0,0,5994,11,585
0,22.3,0,0,0,-90,5995,11,585
-4.9,3.2,0,0,0,-180,5996,11,585
20,-12.5,0,0,0,0,5997,11,585
-5.1,6,5.1,0,0,-180,5998,12,585
14.9,-6.2,5.1,0,0,-90,5999,12,585
10.8,-6.2,5.1,0,0,-90,6000,12,585
8.8,-6.2,5.1,0,0,-90,6001,12,585
16.8,-6.2,5.1,0,0,-90,6002,12,585
20.2,-12.5,5.1,0,0,0,6003,12,585
20.2,-14.9,5.1,0,0,0,6004,12,585
20.2,-10.1,5.1,0,0,0,6005,12,585
-9.2,-18.7,5.1,0,0,90,6006,12,585
-9.2,-6.2,5.1,0,0,-90,6007,12,585
-5.1,3.3,5.1,0,0,-180,6008,12,585
-5.1,8.9,5.1,0,0,-180,6009,12,585
-5.1,-2.4,5.1,0,0,-180,6010,12,585
-5.1,0.4,5.1,0,0,-180,6011,12,585
-0.1,-21.6,5.1,0,0,90,6012,12,585
-1.9,-21.6,5.1,0,0,90,6013,12,585
1.6,-21.6,5.1,0,0,90,6014,12,585
12.8,-18.7,5.1,0,0,90,6015,12,585
16.8,-18.7,5.1,0,0,90,6016,12,585
8.8,-18.7,5.1,0,0,90,6017,12,585
5,3.2,5.1,0,0,0,6018,12,585
5,0.5,5.1,0,0,0,6019,12,585
5,-2.4,5.1,0,0,0,6020,12,585
5,8.9,5.1,0,0,0,6021,12,585
5,6,5.1,0,0,0,6022,12,585
-12.9,-10.1,5.1,0,0,-180,6023,12,585
-12.9,-14.9,5.1,0,0,-180,6024,12,585
-12.9,-12.5,5.1,0,0,-180,6025,12,585
10.8,-18.7,5.1,0,0,90,6026,12,585
14.9,-18.7,5.1,0,0,90,6027,12,585
12.8,-6.2,5.1,0,0,-90,6028,12,585
2.5,22.4,5.1,0,0,-90,6029,12,585
-2.7,22.4,5.1,0,0,-90,6030,12,585
-5.3,22.4,5.1,0,0,-90,6031,12,585
5.2,22.4,5.1,0,0,-90,6032,12,585
-0.1,22.4,5.1,0,0,-90,6033,12,585
2.5,22.1,13.4,0,0,-90,6034,12,585
-2.7,22.1,13.4,0,0,-90,6035,12,585
-5.3,22.1,13.4,0,0,-90,6036,12,585
5.2,22.1,13.4,0,0,-90,6037,12,585
-0.1,22.1,13.4,0,0,-90,6038,12,585
2.5,22.1,16.4,0,0,-90,6039,12,585
-2.7,22.1,16.4,0,0,-90,6040,12,585
-0.1,22.1,16.4,0,0,-90,6041,12,585
2.5,11.8,17,0,0,90,6042,12,585
-2.7,11.8,17,0,0,90,6043,12,585
-0.1,11.8,17,0,0,90,6044,12,585
9.7,17.1,4.6,0,0,0,6045,12,585
9.7,14.7,4.6,0,0,0,6046,12,585
9.7,19.4,4.6,0,0,0,6047,12,585
-9.7,17.1,4.6,0,0,-180,6048,12,585
-9.7,14.7,4.6,0,0,-180,6049,12,585
-9.7,19.4,4.6,0,0,-180,6050,12,585
-9.5,17.1,10.7,0,0,-180,6051,12,585
-9.5,14.7,10.7,0,0,-180,6052,12,585
-9.5,19.4,10.7,0,0,-180,6053,12,585
-9.5,17.1,13.8,0,0,-180,6054,12,585
-9.5,14.7,13.8,0,0,-180,6055,12,585
-9.5,19.4,13.8,0,0,-180,6056,12,585
9.4,17.1,10.7,0,0,0,6057,12,585
9.4,14.7,10.7,0,0,0,6058,12,585
9.4,19.4,10.7,0,0,0,6059,12,585
9.4,17.1,13.8,0,0,0,6060,12,585
9.4,14.7,13.8,0,0,0,6061,12,585
9.4,19.4,13.8,0,0,0,6062,12,585
5,3.2,7,0,0,0,6063,12,585
0,0,0,0,0,-22.5,6064,14,621
0,0,0,0,0,0,6065,14,621
0,0,0,0,0,22.5,6066,14,621
0,0,0,0,0,45,6067,14,621
0,0,0,0,0,67.5,6068,14,621
0,0,0,0,0,90,6069,14,621
0,0,0,0,0,112.5,6070,14,621
0,0,0,0,0,135,6071,14,621
0,0,0,0,0,157.5,6072,14,621
0,0,0,0,0,180,6073,14,621
0,0,0,0,0,-157.5,6074,14,621
0,0,0,0,0,-135,6075,14,621
0,0,0,0,0,-112.5,6076,14,621
0,0,0,0,0,-67.5,6077,14,621
0,0,0,0,0,-90,6078,14,621
0,0,0,0,0,-45,6079,14,621
4.4,4.4,14.2,0,0,135,6080,15,621
6.2,0,14.2,0,0,-180,6081,15,621
4.4,-4.4,14.2,0,0,-135,6082,15,621
0,-6.2,14.2,0,0,-90,6083,15,621
-4.4,-4.4,14.2,0,0,-45,6084,15,621
-6.2,0,14.2,0,0,0,6085,15,621
-4.4,4.4,14.2,0,0,45,6086,15,621
0,6.2,14.2,0,0,90,6087,15,621
19.6,0,18.6,0,0,-180,6088,15,621
0,5.3,0,0,0,90,6089,16,622
3.8,-3.8,0,0,0,-135,6090,16,622
5.3,0,0,0,0,-180,6091,16,622
3.8,3.8,0,0,0,135,6092,16,622
-3.8,3.8,0,0,0,45,6093,16,622
-5.3,0,0,0,0,0,6094,16,622
-3.8,-3.8,0,0,0,-45,6095,16,622
0,-5.3,0,0,0,-90,6096,16,622
0,0,0,0,0,-180,6097,12,622
0,0,0,0,0,-135,6098,12,622
0,0,0,0,0,-90,6099,12,622
0,0,0,0,0,-45,6100,12,622
0,0,0,0,0,0,6101,12,622
0,0,0,0,0,45,6102,12,622
0,0,0,0,0,90,6103,12,622
0,0,0,0,0,135,6104,12,622
-5.4,0,0,0,0,0,6105,11,622
0,5.3,0,0,0,90,6106,11,622
5.2,0,0,0,0,-180,6107,11,622
0,-5.3,0,0,0,-90,6108,11,622
-0.9,1.5,14.2,0,0,60,6109,15,623
-1.5,0.9,14.2,0,0,30,6110,15,623
-0.9,-1.5,14.2,0,0,-60,6111,15,623
1.8,0,14.2,0,0,180,6112,15,623
-2.5,2.5,14.2,0,0,-135,6113,15,623
0.1,12.5,14.2,0,0,165,6114,15,623
-12.5,-0.1,14.2,0,0,-75,6115,15,623
0,-1.8,14.2,0,0,-90,6116,15,623
-1.8,0,14.2,0,0,0,6117,15,623
-1.5,-0.9,14.2,0,0,-30,6118,15,623
0,19.5,24.1,0,0,90,6119,15,623
1.4,-5.3,3.6,0,0,75,6120,14,623
2.7,-4.7,3.6,0,0,60,6121,14,623
4.7,-2.7,3.6,0,0,30,6122,14,623
3.8,-3.9,3.6,0,0,45,6123,14,623
5.3,-1.4,3.6,0,0,15,6124,14,623
5.4,0,3.6,0,0,0,6125,14,623
5.2,1.4,3.6,0,0,-15,6126,14,623
4.6,2.7,3.6,0,0,-30,6127,14,623
3.8,3.8,3.6,0,0,-45,6128,14,623
2.7,4.6,3.6,0,0,-60,6129,14,623
1.4,5.2,3.6,0,0,-75,6130,14,623
0,5.3,3.6,0,0,-90,6131,14,623
-10.5,7.3,3.6,0,0,-75,6132,14,623
-9.1,7.3,3.6,0,0,-105,6133,14,623
-7.9,7.9,3.6,0,0,-135,6134,14,623
-7.3,9.1,3.6,0,0,-165,6135,14,623
-7.3,10.5,3.6,0,0,165,6136,14,623
-5.3,0,3.6,0,0,-180,6137,14,623
-5.2,-1.4,3.6,0,0,165,6138,14,623
-27.1,-13.1,22.7,0,0,0,6139,15,624
0,0,0,0,0,0,6140,16,624
0,0,0,0,0,45,6141,16,624
0,0,0,0,0,90,6142,16,624
0,0,0,0,0,150,6143,16,624
-4.3,4.3,0,0,0,-135,6144,16,624
3.2,-4.2,0,0,0,52.5,6145,12,624
3.2,4.2,0,0,0,-52.5,6146,12,624
4.6,2.7,0,0,0,-30,6147,12,624
0,5.3,0,0,0,-90,6148,12,624
-10.5,7.5,0,0,0,-75,6149,12,624
-7.5,10.5,0,0,0,165,6150,12,624
-4.6,-2.7,0,0,0,150,6151,12,624
0,0,0,0,0,90,6152,11,624
-4.2,4.2,0,0,0,-135,6153,11,624
0,0,0,0,0,-90,6154,11,624
0,0,0,0,0,-30,6155,16,624
0,0,0,0,0,-45,6156,16,624
0,0,0,0,0,-60,6157,16,624
0,0,0,0,0,30,6158,16,624
0,0,0,0,0,60,6159,16,624
0,0,0,0,0,180,6160,16,624
-2.3,11.8,0,0,0,165,6161,16,624
-11.8,2.3,0,0,0,-75,6162,16,624
0,0,0,0,0,-90,6163,16,624
3.8,-3.8,0,0,0,45,6164,12,624
4.2,-3.2,0,0,0,37.5,6165,12,624
4.6,-2.7,0,0,0,30,6166,12,624
2.7,-4.6,0,0,0,60,6167,12,624
2.7,4.6,0,0,0,-60,6168,12,624
3.8,3.8,0,0,0,-45,6169,12,624
4.2,3.2,0,0,0,-37.5,6170,12,624
-8.1,8.1,0,0,0,-135,6171,12,624
-5.3,0,0,0,0,-180,6172,12,624
0,-5.3,0,0,0,90,6173,12,624
-0.1,0,0,0,0,-180,6174,11,624
-0.1,0,0,0,0,0,6175,11,624
