ID,DisplayType,ItemDisplayInfoID,DefaultIconFileDataID,UiOrder,TransmogPlayerConditionID
63425,3,12723,132742,0,0
63426,13,2210,134955,0,0
63427,0,15298,133132,0,0
63428,0,15282,133070,0,0
63429,11,6447,134298,0,0
63430,11,2767,132417,0,0
63431,11,4770,133481,0,0
63432,3,19035,132658,0,0
63433,4,15767,132518,0,0
63434,11,20391,135469,0,0
63435,8,1796,132951,0,0
63436,8,5444,132939,0,0
63437,7,11387,132603,0,0
63438,5,15673,134582,0,0
63439,8,17057,132947,0,0
63440,11,20377,135153,0,0
63441,11,19290,135424,0,0
63442,7,12741,132615,0,0
63443,9,23014,134354,0,0
63444,8,4583,132939,0,0
63445,8,3085,132939,0,0
63446,3,4589,135009,0,0
63447,5,8409,134586,0,0
63448,6,4463,132540,0,0
63449,8,9374,132952,0,0
63450,4,5728,132513,0,0
63451,7,5578,132609,0,0
63452,6,12850,132543,0,0
63453,9,23090,133762,0,0
63454,8,11051,132952,0,0
63455,5,9187,134589,0,0
63456,3,12426,132662,0,0
63457,11,5197,133482,0,0
63458,11,453,135421,0,0
63459,11,1546,135274,0,0
63460,11,19247,132392,0,0
63461,11,20087,135277,0,0
63462,11,18437,135159,0,0
63463,11,1595,133046,0,0
63464,11,5542,135473,0,0
63465,11,1115,133485,0,0
63466,5,2201,134581,0,0
63467,11,5540,135143,0,0
63468,11,5638,135129,0,0
63469,11,20442,135139,0,0
63470,11,20074,135276,0,0
63471,11,1547,135274,0,0
63472,11,19525,133046,0,0
63473,11,19613,133052,0,0
63474,11,8501,135424,0,0
63475,4,4473,132513,0,0
63476,6,4472,132540,0,0
63477,7,4471,132604,0,0
63478,9,23058,133766,0,0
63479,8,4470,132952,0,0
63480,5,4469,134586,0,0
63481,3,5558,135009,0,0
63482,6,6019,132543,0,0
63483,8,9791,132952,0,0
63484,5,8265,134591,0,0
63485,3,5861,135010,0,0
63486,5,16733,134585,0,0
63487,13,25943,134949,0,0
63488,11,8570,133048,0,0
63489,1,8019,135038,0,0
63490,6,2229,132535,0,0
63491,8,2231,132938,0,0
63492,11,8457,132415,0,0
63493,11,22214,135562,0,0
63494,11,19683,133476,0,0
63495,11,3272,133053,0,0
63496,11,19136,135421,0,0
63497,11,20109,135356,0,0
63498,11,19375,135424,0,0
63499,11,6475,135651,0,0
63500,11,20154,135325,0,0
63501,11,20402,135145,0,0
63502,8,16710,132940,0,0
63503,11,9381,133057,0,0
63504,11,25595,132404,0,0
63505,11,20089,135311,0,0
63506,11,9117,133045,0,0
63507,11,9122,135466,0,0
63508,11,7464,135127,0,0
63509,3,8267,135006,0,0
63510,3,3082,132624,0,0
63511,3,4597,132723,0,0
63512,11,5165,135325,0,0
63513,6,16553,132539,0,0
63514,9,23094,133754,0,0
63515,8,2193,132952,0,0
63516,5,14309,134591,0,0
63517,3,14013,135020,0,0
63518,4,16947,132515,0,0
63519,6,14846,132539,0,0
63520,7,17024,132606,0,0
63521,9,23008,133760,0,0
63522,8,17077,132952,0,0
63523,5,16658,134588,0,0
63524,3,14978,135009,0,0
63525,11,19775,133052,0,0
63526,11,20173,135274,0,0
63527,11,19226,135423,0,0
63528,11,20092,135276,0,0
63529,11,19533,133053,0,0
63530,11,20421,135146,0,0
63531,11,8486,135419,0,0
63532,11,19306,132409,0,0
63533,11,22239,135128,0,0
63534,11,5534,133489,0,0
63535,11,20395,135154,0,0
63536,13,21551,135940,0,0
63537,13,18456,134955,0,0
63538,6,16856,132579,0,0
63539,3,10895,132654,0,0
63540,11,20078,135326,0,0
63541,11,2807,132397,0,0
63542,11,20188,135323,0,0
63543,11,20272,136163,0,0
63544,11,19743,133729,0,0
63545,11,28470,135140,0,0
63546,0,15305,133071,0,0
63547,11,26586,135356,0,0
63548,11,3889,132395,0,0
63549,11,3797,132409,0,0
63550,8,1795,132938,0,0
63551,11,18289,135165,0,0
63552,3,2898,132628,0,0
63553,6,11269,132535,0,0
63554,11,2382,133476,0,0
63555,11,19304,132408,0,0
63556,3,16667,132658,0,0
63557,5,3826,134586,0,0
63558,11,21460,135162,0,0
63559,11,8581,133046,0,0
63560,11,15467,133041,0,0
63561,11,5289,135125,0,0
63562,11,5166,135327,0,0
63563,11,19997,135323,0,0
63564,4,3254,132495,0,0
63565,6,233,132535,0,0
63566,7,2219,132602,0,0
63567,9,15272,133760,0,0
63568,8,976,132938,0,0
63569,5,687,134583,0,0
63570,3,977,132624,0,0
63571,9,15065,133765,0,0
63572,1,6914,135038,0,0
63573,9,15074,133764,0,0
63574,9,15181,133768,0,0
63575,6,7578,132543,0,0
63576,9,23095,133767,0,0
63577,8,2213,132952,0,0
63578,5,1818,134589,0,0
63579,1,16786,135040,0,0
63580,3,1817,135025,0,0
63581,6,3757,132539,0,0
63582,9,23093,133768,0,0
63583,8,2300,132952,0,0
63584,5,2299,134591,0,0
63585,1,9999,135040,0,0
63586,3,5783,135023,0,0
63587,6,15450,132579,0,0
63588,9,23102,133766,0,0
63589,8,3052,132952,0,0
63590,5,2629,134582,0,0
63591,1,5094,135040,0,0
63592,3,5729,135031,0,0
63593,4,2849,132512,0,0
63594,6,2560,132592,0,0
63595,7,2561,132607,0,0
63596,9,23032,133762,0,0
63597,8,972,132939,0,0
63598,5,704,134706,0,0
63599,3,14197,132760,0,0
63600,4,3358,132513,0,0
63601,6,3715,132540,0,0
63602,7,17015,132601,0,0
63603,8,17066,132952,0,0
63604,5,5605,134589,0,0
63605,1,12916,135039,0,0
63606,3,2082,132724,0,0
63607,4,4590,132513,0,0
63608,6,945,132543,0,0
63609,7,2118,132600,0,0
63610,9,23006,133758,0,0
63611,8,3992,132952,0,0
63612,5,683,134589,0,0
63613,1,14205,135039,0,0
63614,3,13181,132725,0,0
63615,11,20037,135276,0,0
63616,11,19245,135423,0,0
63617,11,20413,135145,0,0
63618,11,19534,133053,0,0
63619,11,1556,135274,0,0
63620,11,20183,135276,0,0
63621,11,19535,133052,0,0
63622,11,1766,135274,0,0
63623,11,20385,135145,0,0
63624,11,6794,133485,0,0
63625,11,19292,132409,0,0
63626,11,19784,133046,0,0
63627,11,8587,133046,0,0
63628,11,19369,132414,0,0
63629,11,15591,135325,0,0
63630,11,4129,135276,0,0
63631,11,20361,135145,0,0
63632,5,16844,134586,0,0
63633,4,7746,132493,0,0
63634,7,10016,132603,0,0
63635,4,3247,132515,0,0
63636,7,2178,132601,0,0
63637,4,3253,132512,0,0
63638,7,3704,132607,0,0
63639,7,13617,132606,0,0
63640,4,14853,132495,0,0
63641,7,11582,132603,0,0
63642,7,2980,132606,0,0
63643,11,1593,135274,0,0
63644,11,7485,135325,0,0
63645,11,1596,133040,0,0
63646,11,1597,133040,0,0
63647,11,2701,132392,0,0
63648,11,1201,135145,0,0
63649,11,3297,132392,0,0
63650,11,7494,134520,0,0
63651,11,1839,133476,0,0
63652,11,2698,135651,0,0
63653,11,2781,135340,0,0
63654,11,5218,133481,0,0
63655,11,19276,132402,0,0
63656,11,20415,135155,0,0
63657,5,8420,134582,0,0
63658,9,23067,133763,0,0
63659,11,20418,135150,0,0
63660,5,4312,134582,0,0
63661,11,20471,135660,0,0
63662,11,20399,135641,0,0
63663,11,5040,135325,0,0
63664,11,8565,133052,0,0
63665,8,14843,132938,0,0
63666,8,4255,132955,0,0
63667,11,8279,135325,0,0
63668,6,3334,132535,0,0
63669,13,1684,134955,0,0
63670,11,1515,133718,0,0
63671,13,1685,134955,0,0
63672,8,3846,132939,0,0
63673,7,16901,132606,0,0
63674,11,20179,135326,0,0
63675,11,8590,133053,0,0
63676,8,12813,132938,0,0
63677,13,3127,134948,0,0
63678,3,2982,132741,0,0
63679,11,20191,135272,0,0
63680,11,1627,135274,0,0
63681,13,1706,134950,0,0
63682,11,20638,135313,0,0
63683,8,15497,132956,0,0
63684,11,5533,133481,0,0
63685,15,21609,133731,0,0
63686,11,19127,132407,0,0
63687,3,16670,132663,0,0
63688,11,20356,135155,0,0
63689,11,20251,135278,0,0
63690,11,20120,135325,0,0
63691,11,20373,135163,0,0
63692,11,5176,135313,0,0
63693,11,19255,132408,0,0
63694,3,1727,132624,0,0
63695,7,1965,132602,0,0
63696,11,20088,135317,0,0
63697,13,18650,134321,0,0
63698,11,1733,135130,0,0
63699,11,22096,135353,0,0
63700,11,22115,132394,0,0
63701,11,8593,133046,0,0
63702,11,22119,133052,0,0
63703,11,19281,132417,0,0
63704,11,22145,135147,0,0
63705,7,11905,132609,0,0
63706,6,8354,132542,0,0
63707,3,10720,132645,0,0
63708,11,5161,135321,0,0
63709,8,17054,132939,0,0
63710,6,11447,132535,0,0
63711,13,18399,134962,0,0
63712,3,1330,132722,0,0
63713,11,20379,135147,0,0
63714,11,19220,132397,0,0
63715,11,1386,135419,0,0
63716,11,1758,133057,0,0
63717,13,1755,134955,0,0
63718,13,1757,134955,0,0
63719,11,8478,132410,0,0
63720,11,20175,135274,0,0
63721,11,19532,133053,0,0
63722,9,22991,133756,0,0
63723,11,19650,133052,0,0
63724,11,20212,135357,0,0
63725,11,19203,132402,0,0
63726,11,20431,135152,0,0
63727,3,16868,132760,0,0
63728,11,20363,135141,0,0
63729,11,19134,132395,0,0
63730,11,20168,135324,0,0
63731,11,28578,135468,0,0
63732,11,20157,135321,0,0
63733,11,19637,133048,0,0
63734,11,19400,132402,0,0
63735,11,20152,135311,0,0
63736,3,2250,132760,0,0
63737,11,6455,133723,0,0
63738,11,20407,135637,0,0
63739,11,2704,135641,0,0
63740,12,28718,135617,0,0
63741,12,28636,135618,0,0
63742,12,8095,135615,0,0
63743,2,10005,135018,0,0
63744,3,1967,132760,0,0
63745,3,8845,132663,0,0
63746,3,13929,132725,0,0
63747,3,8862,132674,0,0
63748,6,16045,132543,0,0
63749,8,11981,132952,0,0
63750,5,8969,134582,0,0
63751,3,16575,135029,0,0
63752,4,4102,132515,0,0
63753,6,5598,132540,0,0
63754,7,11414,132611,0,0
63755,8,8449,132952,0,0
63756,5,7834,134590,0,0
63757,3,8417,135010,0,0
63758,13,18662,134955,0,0
63759,11,22075,135274,0,0
63760,11,20438,135139,0,0
63761,11,19204,132410,0,0
63762,11,2705,135637,0,0
63763,11,2717,135641,0,0
63764,11,22135,135650,0,0
63765,11,2706,135637,0,0
63766,3,989,132724,0,0
63767,4,4592,132513,0,0
63768,6,2355,132541,0,0
63769,7,2992,132603,0,0
63770,8,2358,132955,0,0
63771,5,691,134589,0,0
63772,11,4788,135325,0,0
63773,4,2985,132493,0,0
63774,6,2986,132535,0,0
63775,7,2987,132602,0,0
63776,8,2988,132938,0,0
63777,5,2989,134583,0,0
63778,6,5459,132543,0,0
63779,8,2609,132957,0,0
63780,5,2610,134587,0,0
63781,3,2645,135006,0,0
63782,11,20291,135302,0,0
63783,11,20312,135311,0,0
63784,5,685,134583,0,0
63785,8,3990,132955,0,0
63786,6,11470,132537,0,0
63787,11,2707,135641,0,0
63788,4,6055,132495,0,0
63789,11,8534,135424,0,0
63790,11,1926,135145,0,0
63791,11,1927,135145,0,0
63792,11,1928,135271,0,0
63793,11,1929,135274,0,0
63794,11,1930,135277,0,0
63795,11,3092,135273,0,0
63796,11,1022,133041,0,0
63797,11,7427,132392,0,0
63798,11,1938,135613,0,0
63799,11,3940,133043,0,0
63800,11,2738,135641,0,0
63801,11,7462,133974,0,0
63802,11,7443,133964,0,0
63803,11,4843,134714,0,0
63804,11,6535,134719,0,0
63805,11,6532,134717,0,0
63806,11,6534,134719,0,0
63807,11,7463,133974,0,0
63808,11,3375,132417,0,0
63809,11,20038,135321,0,0
63810,11,20153,135351,0,0
63811,11,22137,135640,0,0
63812,11,22142,135302,0,0
63813,11,22139,135342,0,0
63814,13,2552,134955,0,0
63815,13,18656,134955,0,0
63816,13,2553,134955,0,0
63817,13,17884,134955,0,0
63818,13,18670,134955,0,0
63819,13,18486,134955,0,0
63820,13,18665,134949,0,0
63821,11,20451,135641,0,0
63822,13,18485,134955,0,0
63823,13,18729,134949,0,0
63824,13,18484,134955,0,0
63825,11,20470,135650,0,0
63826,11,20372,135468,0,0
63827,11,22219,135562,0,0
63828,8,3985,132939,0,0
63829,3,16671,132666,0,0
63830,6,4272,132539,0,0
63831,5,8152,134592,0,0
63832,3,4270,135020,0,0
63833,11,20598,135651,0,0
63834,11,20345,135638,0,0
63835,5,2628,134582,0,0
63836,5,8953,134588,0,0
63837,9,23021,133753,0,0
63838,9,15042,133756,0,0
63839,11,19729,133489,0,0
63840,11,3447,135316,0,0
63841,0,15506,133073,0,0
63842,2,1184,132759,0,0
63843,11,8687,133041,0,0
63844,11,5221,133729,0,0
63845,11,4995,135148,0,0
63846,11,19623,133053,0,0
63847,11,8470,132408,0,0
63848,11,5170,135321,0,0
63849,1,8807,135039,0,0
63850,11,8472,132410,0,0
63851,11,20341,135644,0,0
63852,11,20213,135357,0,0
63853,11,20346,135168,0,0
63854,3,16114,132626,0,0
63855,6,13318,132543,0,0
63856,5,3173,134581,0,0
63857,1,3169,135049,0,0
63858,11,20370,135143,0,0
63859,11,20211,135357,0,0
63860,4,10616,132494,0,0
63861,11,19305,132406,0,0
63862,3,12217,132677,0,0
63863,11,19389,132393,0,0
63864,3,9502,132724,0,0
63865,6,2083,132538,0,0
63866,6,9512,132540,0,0
63867,9,23028,133762,0,0
63868,6,5853,132539,0,0
63869,9,23010,133150,0,0
63870,3,6026,132760,0,0
63871,8,5406,132939,0,0
63872,3,5655,132725,0,0
63873,6,4956,132539,0,0
63874,3,9521,132718,0,0
63875,7,11760,132611,0,0
63876,7,17023,132606,0,0
63877,11,2776,133052,0,0
63878,13,18730,134955,0,0
63879,3,9171,135011,0,0
63880,5,14159,134586,0,0
63881,6,7949,132543,0,0
63882,8,13503,132957,0,0
63883,3,16871,132719,0,0
63884,4,16187,132492,0,0
63885,5,18452,134706,0,0
63886,6,16387,132592,0,0
63887,7,16371,132601,0,0
63888,8,16388,132952,0,0
63889,13,18672,134950,0,0
63890,3,954,132624,0,0
63891,6,3533,132535,0,0
63892,7,2230,132604,0,0
63893,3,1511,132624,0,0
63894,8,2220,132938,0,0
63895,3,2968,132747,0,0
63896,5,2969,134583,0,0
63897,4,2970,132492,0,0
63898,6,4028,132535,0,0
63899,7,2972,132606,0,0
63900,8,3979,132938,0,0
63901,3,2974,132748,0,0
63902,4,2975,132492,0,0
63903,5,2976,134583,0,0
63904,6,2977,132535,0,0
63905,7,2978,132602,0,0
63906,8,3978,132938,0,0
63907,3,2663,135018,0,0
63908,5,1863,134590,0,0
63909,6,1861,132539,0,0
63910,8,3212,132952,0,0
63911,3,16769,135021,0,0
63912,5,7592,134588,0,0
63913,6,8418,132539,0,0
63914,8,10376,132952,0,0
63915,13,18749,134949,0,0
63916,13,18733,134952,0,0
63917,13,18732,134949,0,0
63918,13,18772,134952,0,0
63919,3,70729,132725,0,0
63920,4,8396,132492,0,0
63921,5,8416,134586,0,0
63922,6,8369,132542,0,0
63923,7,10464,132601,0,0
63924,8,11554,132959,0,0
63925,3,8331,132646,0,0
63926,4,7748,132505,0,0
63927,5,5680,134589,0,0
63928,6,14295,132542,0,0
63929,7,13015,132602,0,0
63930,8,1657,132939,0,0
63931,11,8512,132402,0,0
63932,11,19601,133481,0,0
63933,11,22112,132401,0,0
63934,11,12992,135434,0,0
63935,11,22121,133053,0,0
63936,11,22136,135641,0,0
63937,11,1768,135145,0,0
63938,12,8104,135493,0,0
63939,12,20723,135490,0,0
63940,12,20722,135499,0,0
63941,12,20714,135489,0,0
63942,12,2409,135610,0,0
63943,12,1136,135611,0,0
63944,12,20728,135613,0,0
63945,14,2414,132382,0,0
63946,14,2418,132384,0,0
63947,11,12284,135275,0,0
63948,11,22084,135327,0,0
63949,11,7590,135419,0,0
63950,11,22216,135576,0,0
63951,11,6795,133486,0,0
63952,11,22133,133040,0,0
63953,11,22141,135651,0,0
63954,11,22150,135469,0,0
63955,11,22098,135313,0,0
63956,11,22105,132392,0,0
63957,11,22111,135424,0,0
63958,11,22120,133487,0,0
63959,11,22134,133054,0,0
63960,11,22140,135341,0,0
63961,11,20389,135151,0,0
63962,5,2922,134583,0,0
63963,4,3121,132498,0,0
63964,11,15430,135162,0,0
63965,12,10671,135531,0,0
63966,11,2466,133041,0,0
63967,11,7442,133041,0,0
63968,11,2469,135145,0,0
63969,15,6488,133941,0,0
63970,8,4485,132941,0,0
63971,15,6555,135124,0,0
63972,3,16666,132643,0,0
63973,11,20590,135651,0,0
63974,3,10708,135009,0,0
63975,6,15682,132543,0,0
63976,6,2166,132543,0,0
63977,3,10621,132659,0,0
63978,2,10840,135029,0,0
63979,2,10705,135030,0,0
63980,2,10667,135023,0,0
63981,3,7811,132715,0,0
63982,2,10861,135024,0,0
63983,9,23105,133759,0,0
63984,3,10849,132680,0,0
63985,6,5380,132543,0,0
63986,9,23144,133762,0,0
63987,3,10896,132654,0,0
63988,3,22033,132664,0,0
63989,2,10798,135025,0,0
63990,3,10626,132674,0,0
63991,3,8849,132665,0,0
63992,3,16614,132679,0,0
63993,3,10462,132679,0,0
63994,3,8855,132645,0,0
63995,3,10461,132681,0,0
63996,3,3946,132673,0,0
63997,0,15284,133756,0,0
63998,0,15293,133132,0,0
63999,0,11275,133072,0,0
64000,0,15336,132767,0,0
64001,0,15547,133072,0,0
64002,11,20473,135637,0,0
64003,9,15082,133768,0,0
64004,9,15089,133754,0,0
64005,11,20441,134298,0,0
64006,4,13165,132495,0,0
64007,5,24717,134583,0,0
64008,11,18494,132795,0,0
64009,11,24594,132791,0,0
64010,11,24595,132800,0,0
64011,11,7454,133941,0,0
64012,11,7456,133938,0,0
64013,11,6560,133941,0,0
64014,11,6549,133941,0,0
64015,11,6582,134249,0,0
64016,11,6581,134249,0,0
64017,11,6530,0,0,0
64018,11,6529,0,0,0
64019,11,7457,0,0,0
64020,0,16826,133118,0,0
64021,11,20117,135276,0,0
64022,11,20383,135651,0,0
64023,11,2708,135641,0,0
64024,12,2786,135493,0,0
64025,12,20654,135612,0,0
64026,12,2787,135493,0,0
64027,12,20712,135490,0,0
64028,12,20738,135610,0,0
64029,12,20671,135491,0,0
64030,12,20717,135610,0,0
64031,12,20668,135493,0,0
64032,12,7531,135610,0,0
64033,11,20534,135644,0,0
64034,3,9897,132689,0,0
64035,11,5188,135280,0,0
64036,9,23084,133756,0,0
64037,11,5122,132418,0,0
64038,11,7479,136040,0,0
64039,11,1160,133491,0,0
64040,11,8465,132417,0,0
64041,11,19669,133482,0,0
64042,3,9727,135014,0,0
64043,5,1963,134582,0,0
64044,11,6443,135641,0,0
64045,11,19633,133052,0,0
64046,11,20091,135355,0,0
64047,11,19236,132397,0,0
64048,12,6235,135500,0,0
64049,12,20552,135497,0,0
64050,11,8463,132417,0,0
64051,11,4805,135327,0,0
64052,11,5198,133483,0,0
64053,11,19929,132408,0,0
64054,4,23529,132491,0,0
64055,5,13095,134583,0,0
64056,7,4331,132602,0,0
64057,7,17518,132602,0,0
64058,4,19499,132492,0,0
64059,3,22458,132738,0,0
64060,5,4333,134583,0,0
64061,3,4407,132630,0,0
64062,7,19677,132606,0,0
64063,3,4412,132631,0,0
64064,3,9695,132750,0,0
64065,11,20151,135324,0,0
64066,11,2428,132405,0,0
64067,15,13109,135466,0,0
64068,11,18575,133714,0,0
64069,3,2967,132624,0,0
64070,4,15837,132490,0,0
64071,13,18481,134955,0,0
64072,9,23099,133758,0,0
64073,12,8107,135490,0,0
64074,12,20732,135612,0,0
64075,11,8513,135419,0,0
64076,11,20605,135651,0,0
64077,6,2928,132535,0,0
64078,4,4297,132493,0,0
64079,11,20320,135652,0,0
64080,1,16828,135036,0,0
64081,11,19664,133039,0,0
64082,13,2934,134948,0,0
64083,11,20359,135654,0,0
64084,11,3007,132938,0,0
64085,15,21596,134335,0,0
64086,15,21597,134336,0,0
64087,12,16752,135641,0,0
64088,12,16754,135426,0,0
64089,6,4314,132541,0,0
64090,11,20378,135152,0,0
64091,3,3040,132760,0,0
64092,9,23077,133757,0,0
64093,5,14615,134588,0,0
64094,0,16545,133132,0,0
64095,3,8960,132647,0,0
64096,5,8263,134590,0,0
64097,6,14525,132543,0,0
64098,8,14299,132955,0,0
64099,3,16875,135013,0,0
64100,5,17160,134586,0,0
64101,6,16980,132543,0,0
64102,8,17053,132952,0,0
64103,3,22677,132624,0,0
64104,5,7193,134583,0,0
64105,6,10559,132589,0,0
64106,8,10790,132962,0,0
64107,3,5866,132647,0,0
64108,5,7950,134590,0,0
64109,6,5868,132543,0,0
64110,8,11035,132955,0,0
64111,3,70730,132760,0,0
64112,5,10450,134706,0,0
64113,6,8086,132592,0,0
64114,8,8087,132939,0,0
64115,8,1407,132939,0,0
64116,3,14549,132649,0,0
64117,5,4765,134581,0,0
64118,6,4614,132539,0,0
64119,8,14119,132952,0,0
64120,3,9739,132724,0,0
64121,5,10220,134582,0,0
64122,6,8443,132539,0,0
64123,8,9587,132952,0,0
64124,3,12295,132628,0,0
64125,5,25768,134582,0,0
64126,6,12087,132588,0,0
64127,8,12296,132944,0,0
64128,3,1995,132724,0,0
64129,0,10998,133126,0,0
64130,9,23027,134367,0,0
64131,3,9446,132679,0,0
64132,0,21292,133117,0,0
64133,12,3187,135499,0,0
64134,5,16534,134582,0,0
64135,12,20727,135612,0,0
64136,12,20726,135612,0,0
64137,12,20725,135612,0,0
64138,12,20675,135490,0,0
64139,12,20670,135489,0,0
