ID,ParentWidgetID,MapID
4837,852,1191
4838,853,1191
4839,854,1191
4840,855,1191
4841,856,1191
4842,857,1191
4843,858,1191
4844,859,1191
4845,860,1191
4846,861,1191
4847,862,1191
4848,863,1191
4849,864,1191
4850,865,1191
4851,866,1191
4852,867,1191
4853,868,1191
4854,869,1191
4855,870,1191
4856,871,1191
4857,872,1191
4858,873,1191
4859,874,1191
4860,875,1228
4861,876,1228
4862,877,1116
4863,878,1191
4864,879,1191
4865,880,1191
4866,881,1191
4867,882,1191
4868,883,1191
4869,884,1191
4870,885,1153
4871,886,1153
4872,887,1153
4873,888,1153
4874,889,1451
4875,890,1116
4876,891,1116
4877,892,1461
4878,893,1461
4879,894,1461
4880,895,1171
4881,896,1171
4882,897,1171
4883,898,1191
4884,899,1191
4885,900,1552
4886,901,1552
4887,902,1552
4888,903,1504
4889,904,1504
4890,905,1504
4891,906,1477
4892,907,1544
4893,908,1220
4894,909,1220
4895,910,1626
4896,911,0
4897,912,0
4898,913,728
4901,916,1505
4902,917,1505
4903,918,1505
4904,919,1505
4905,920,1505
4908,923,1170
4909,924,1170
4910,925,1170
4911,926,1170
4912,927,1672
4913,928,1672
4914,929,1672
4915,930,1672
4916,931,1672
4917,932,531
4918,933,531
4919,934,509
4920,935,509
4921,936,1
4922,937,1
4923,938,1740
4924,939,1740
4925,940,1749
4926,941,1749
4927,942,1749
4928,943,761
4929,944,1749
4930,945,1749
4931,946,1749
4932,947,1749
4933,948,1749
4934,949,1744
4935,950,1765
4936,951,1712
4937,952,1765
4938,953,1765
4939,954,1765
4940,955,1765
4941,956,1765
4942,957,1765
4943,958,1765
4946,961,1765
4947,962,1765
4948,963,1765
4951,966,1691
4952,967,1691
4953,968,1715
4954,969,1715
4955,970,1740
4956,971,1876
4957,972,1876
4958,973,1876
4959,974,1876
4960,975,1876
4961,976,1876
4962,977,1876
4963,978,1642
4964,982,1116
4965,983,1876
4966,984,1943
4970,988,1955
4977,995,1876
4978,996,1876
4979,997,1876
4980,998,1876
4981,999,1876
4982,1000,1876
4983,1001,1876
4984,1002,1876
4985,1003,1876
4986,1004,1876
4987,1005,1876
4988,1006,1876
4989,1007,1876
4990,1008,1876
4991,1009,1876
4992,1010,1876
4993,1011,1876
4994,1012,1876
4995,1013,1876
4996,1014,1876
4997,1015,1876
4998,1016,1876
4999,1017,1876
5000,1018,1876
5001,1019,1876
5002,1020,1876
5003,1021,1876
5004,1022,1876
5005,1023,1876
5006,1024,1876
5007,1025,1876
5008,1026,1876
5009,1027,1876
5010,1028,1876
5011,1029,1876
5012,1030,1876
5013,1031,1876
5014,1032,1876
5015,1033,1876
5016,1034,1876
5017,1035,1876
5018,1036,1876
5019,1037,1876
5020,1039,1876
5021,1040,1876
5022,1041,1552
5023,1042,1552
5024,1043,1876
5025,1044,1876
5026,1045,1876
5027,1046,1876
5028,1047,1876
5029,1125,1876
5030,1126,1876
5031,1127,1876
5032,1128,1876
5033,1129,1876
5034,1130,1876
5035,1131,1876
5036,1132,1876
5037,1133,1876
5038,1134,1876
5039,1135,1876
5040,1136,1876
5041,1137,1876
5042,1138,1876
5043,1139,1876
5044,1140,1876
5045,1141,1876
5046,1142,1911
5047,1143,1911
5048,1144,1911
5049,1145,1825
5050,1146,1825
5051,1147,1825
5052,1148,1943
5053,1149,1943
5054,1150,1943
5055,1151,1943
5056,1152,1943
5057,1153,1943
5058,1154,1943
5059,1155,1943
5060,1156,1943
5061,1157,1943
5062,1158,1943
5063,1159,1943
5064,1160,1943
5065,1161,1943
5066,1162,1943
5067,1163,1943
5068,1164,1943
5069,1165,1943
5070,1166,1943
5071,1167,1943
5072,1168,1943
5073,1169,1943
5074,1170,1943
5075,1171,1943
5076,1172,1943
5077,1173,1943
5078,1174,1943
5079,1175,1943
5080,1176,1943
5081,1177,1943
5082,1178,1943
5083,1179,1943
5084,1180,1943
5085,1181,1943
5086,1182,1943
5087,1183,1943
5088,1184,1943
5089,1185,1943
5090,1186,1943
5091,1187,1943
5092,1188,1943
5093,1189,1943
5094,1190,1943
5095,1191,1943
5096,1192,1943
5097,1193,1943
5098,1194,1943
5099,1195,1943
5100,1196,1943
5101,1197,1943
5102,1198,1943
5103,1199,1943
5104,1200,1943
5105,1201,1943
5106,1202,1943
5107,1203,1943
5108,1204,1943
5109,1205,1943
5110,1206,1943
5111,1207,1943
5112,1208,1943
5113,1209,1943
5114,1210,1943
5115,1211,1943
5116,1212,1943
5117,1213,1943
5118,1214,1943
5119,1216,1876
5120,1217,1943
5121,1218,1642
5125,1224,1876
5126,1225,1943
5131,1232,1876
5132,1233,1943
5133,1234,1876
5134,1235,1943
5139,1242,1876
5140,1243,1943
5141,1244,1876
5142,1245,1943
5143,1246,1642
5144,1247,1642
5149,1254,1876
5150,1255,1943
5151,1256,1876
5152,1257,1943
5157,1264,1876
5158,1265,1943
5159,1266,1876
5160,1267,1943
5165,1274,1876
5166,1275,1943
5167,1276,1876
5168,1277,1943
5169,1278,1876
5170,1279,1876
5171,1280,1876
5172,1281,1876
5173,1282,1876
5174,1283,1876
5175,1284,1943
5176,1285,1943
5177,1286,1943
5178,1287,1943
5179,1288,1943
5180,1289,1943
5181,1290,1642
5182,1291,1642
5183,1292,1642
5184,1293,1642
5185,1294,1642
5186,1295,1642
5187,1296,1642
5188,1297,1642
5189,1298,1642
5190,1299,1642
5191,1300,1642
5192,1301,1642
5193,1302,1642
5194,1303,1642
5195,1304,1642
5196,1305,1642
5197,1306,1642
5198,1307,1642
5199,1308,1642
5200,1309,1642
5201,1310,1642
5202,1311,1643
5203,1312,1643
5204,1313,1642
5205,1314,1642
5206,1315,1643
5207,1316,1643
5208,1317,1642
5209,1318,1642
5210,1319,1643
5211,1320,1643
5214,1325,2105
5215,1326,2105
5218,8,1955
5219,8,1898
5220,8,1892
5221,8,1882
5222,8,1883
5223,8,1897
5224,8,1893
5225,9,1898
5226,9,1892
5227,9,1882
5228,9,1883
5229,9,1897
5230,9,1893
5231,9,1813
5232,10,1882
5233,10,1883
5234,10,1892
5235,10,1893
5236,10,1897
5237,10,1898
5238,10,1955
5239,1218,1643
5240,1246,1643
5241,1247,1643
5242,1290,1643
5243,1291,1643
5244,1292,1643
5245,1293,1643
5246,1294,1643
5247,1295,1643
5248,1296,1643
5249,1297,1643
5250,1298,1643
5251,1299,1643
5252,1300,1643
5253,1301,1643
5254,1302,1643
5255,1303,1643
5256,1304,1643
5257,1305,1643
5258,1306,1643
5259,1307,1643
5260,1308,1643
5261,1328,2105
5262,1329,2111
5263,1330,2105
5264,1331,2105
5268,1335,2105
5270,1336,2105
5271,1337,2105
5272,1338,2105
5273,1339,2105
5274,1340,2105
5275,1341,2105
5276,1342,2105
5277,1343,2105
5278,1344,2105
5279,1345,2105
5280,1346,2105
5282,1348,2105
5283,1349,2105
5284,1350,2105
5285,1351,2105
5286,1352,2105
5287,1353,2105
5288,1354,2105
5289,1355,2105
5290,1356,2105
5291,1357,2105
5292,1358,2105
5296,1362,2105
5297,1363,2105
5298,1364,2105
5299,1365,2105
5300,1366,2105
5301,1367,2105
5302,1368,2105
5303,1369,2105
5304,1370,2105
5305,1371,2105
5306,1372,2105
5307,1373,2105
5308,1374,2105
5309,1375,2105
5310,1376,2105
5311,1377,2105
5312,1378,2105
5314,1380,2105
5315,1381,2105
5316,1382,2105
5317,1383,2105
5318,1384,2111
5322,1388,2105
5323,1389,2105
5324,1390,2105
5325,1391,2105
5326,1392,2105
5327,1393,2105
5328,1394,2105
5329,1395,2105
5330,1396,2105
5331,1397,2105
5332,1398,2105
5333,1399,2105
5334,1400,2105
5335,1401,2105
5336,1402,2105
5337,1403,2105
5338,1404,2105
5339,1405,2105
5340,1406,2105
5341,1407,2105
5342,1408,2105
5343,1409,2105
5344,1410,2105
5345,1411,2105
5346,1412,2105
5347,1413,2105
5348,1414,2105
5349,1415,2105
5350,1416,2105
5351,1417,2105
5352,1418,2105
5353,1419,2105
5354,1420,2105
5355,1421,2105
5356,1422,2105
5357,1423,2105
5358,1424,2105
5359,1425,0
5362,1427,1642
5365,1428,2114
5370,2,2106
5371,6,2106
5373,1430,1643
5374,1431,1643
5375,1432,1643
5376,1433,1643
5377,1434,1643
5378,1435,1643
5379,1436,1642
5380,1437,1642
5381,1438,1642
5382,1439,1642
5383,1440,1642
5384,1441,1642
5385,1442,1876
5386,1443,1876
5387,1444,1876
5388,1445,1876
5389,1446,1876
5390,1447,1943
5391,1448,1943
5392,1449,1943
5393,1450,1943
5394,1451,1943
5395,1452,1876
5396,1452,1943
5397,1452,2105
5398,1452,2111
5399,1453,1876
5400,1453,1943
5401,1454,1876
5402,1454,1943
5403,1455,1876
5404,1455,1943
5405,1456,1876
5406,1456,1943
5407,1457,1876
5408,1457,1943
5409,1458,1876
5410,1458,1943
5411,1459,1876
5412,1459,1943
5413,1460,1876
5414,1460,1943
5415,1461,1876
5417,1462,1876
5419,1463,1876
5421,1464,1876
5422,1465,1876
5423,1466,1876
5424,1467,1943
5425,1468,1943
5426,1469,1943
5427,1470,1943
5428,1471,1943
5429,1472,2105
5430,1473,2105
5431,1474,2105
5432,1475,2105
5433,1476,2105
5434,1477,2105
5435,1478,2105
5436,1479,2105
5437,1480,2105
5438,1481,2105
5439,1482,2105
5440,1483,2105
5441,1484,2105
5442,1485,2105
5443,1486,2105
5444,1487,2105
5445,1455,2105
5446,1455,2111
5447,1456,2105
5448,1456,2111
5449,1457,2105
5450,1457,2111
5451,1458,2105
5452,1458,2111
5453,1459,2105
5454,1459,2111
5455,1460,2105
5456,1460,2111
5457,1488,2105
5458,1489,2105
5459,1490,2105
5460,1491,2105
5461,1492,2105
5462,1493,2105
5463,1313,1643
5464,1314,1643
5465,1315,1642
5466,1316,1642
5467,1430,1642
5468,1431,1642
5469,1436,1643
5470,1437,1643
5471,1494,1642
5472,1367,2111
5473,1495,2111
5474,1496,2111
5475,1497,2111
5476,1498,2111
5477,1351,2111
5478,1352,2111
5479,1353,2111
5480,1354,2111
5482,1326,2111
5483,1499,2111
5484,1500,2111
5485,1501,2111
5487,1503,2111
5488,1504,2111
5489,1505,2111
5490,1506,2111
5491,1507,2111
5492,1508,2111
5493,1509,2111
5494,1510,2111
5495,1363,2111
5496,1368,2111
5497,1369,2111
5498,1370,2111
5501,1511,2111
5502,1512,2111
5504,1513,2111
5505,1514,2111
5506,1515,2111
5507,1516,2111
5508,1517,2111
5509,1518,2111
5510,1519,2111
5511,1520,2111
5512,1521,2111
5513,1522,2111
5514,1523,2111
5515,1524,2111
5516,1525,2111
5517,1526,2111
5518,1527,2111
5519,1528,2111
5520,1529,2105
5521,1530,2111
5522,1384,2105
5523,1531,2105
5524,1532,2111
5525,1409,2111
5526,1410,2111
5527,1411,2111
5528,1412,2111
5529,1414,2111
5530,1533,2111
5531,1534,2111
5532,1535,2111
5533,1536,2111
5534,1537,2111
5537,1540,2111
5538,1541,2111
5540,1346,2111
5541,1340,2111
5542,1339,2111
5543,1543,2111
5544,1544,2111
5545,1545,2111
5547,1546,2111
5548,1547,2111
5549,1349,2111
5550,1548,2111
5551,1399,2111
5552,1549,2111
5553,1424,2111
5554,1550,2111
5555,1374,2111
5556,1375,2111
5557,1376,2111
5558,1377,2111
5559,1378,2111
5560,1551,2111
5561,1372,2111
5562,1552,2111
5563,1553,2111
5564,1554,2111
5565,1555,2111
5566,1556,2111
5567,1557,2111
5568,1558,2111
5569,1559,2111
5570,1560,2111
5571,1561,2111
5572,1562,2111
5573,1563,2111
5574,1564,2111
5575,1565,2111
5576,1566,2111
5577,1567,2111
5578,1568,2111
5580,1344,2111
5582,1570,1718
5583,8,1814
5584,8,1879
5585,1571,2160
5586,1572,2160
5587,1573,0
5588,1574,2111
5589,1575,2111
5590,1576,2111
5591,1577,2111
5592,1578,2111
5593,1579,2111
5594,1580,2111
5595,1581,2111
5596,1582,2111
5597,1583,2111
5598,1584,1718
5602,1588,2105
5603,1589,2111
5604,1590,2111
5605,1591,1718
5606,1592,1718
5607,1593,2105
5612,1594,1643
5613,1595,1643
5614,1596,1642
5615,1596,1643
5616,1597,1643
5617,1597,1642
5618,1598,1643
5619,1598,1642
5620,1599,1643
5621,1599,1642
5622,1600,1643
5623,1600,1642
5624,1601,1643
5625,1601,1642
5626,1602,1643
5627,1603,1643
5628,540,2118
5629,562,2118
5630,1604,1643
5631,1605,1643
5633,543,2118
5634,542,2118
5635,564,2118
5636,1606,1643
5637,1607,1643
5638,7,1814
5639,7,1879
5640,7,1882
5641,7,1883
5642,7,1892
5643,7,1893
5644,7,1897
5645,7,1898
5646,7,1907
5647,9,1814
5648,9,1879
5649,10,1814
5650,10,1879
5651,1608,1718
5664,1610,1718
5675,1612,2118
5676,1613,1718
5677,1615,1643
5680,1616,1643
5681,1617,1643
5691,1618,1642
5697,1621,1718
5698,1622,1718
5699,1623,1718
5700,1624,1718
5701,1625,1718
5704,1628,974
5705,1629,974
5706,1630,1718
5707,1631,1718
5708,1632,974
5713,7,2124
5714,7,1907
5715,10,2124
5716,10,1907
5717,9,2124
5718,9,1907
5719,8,2124
5720,8,1907
5726,6,726
5727,2,726
5732,1640,489
5733,1640,726
5734,1640,2106
5735,1641,1643
5736,1642,1643
5738,1644,1718
5739,1645,2107
5740,1645,529
5742,1645,1681
5743,1646,1718
5744,1647,1643
5745,1648,1643
5746,1649,1643
5747,1650,1643
5748,1651,1643
5749,1652,1643
5750,1653,1643
5751,1654,1643
5752,1655,1643
5753,1656,1643
5754,1657,1643
5755,1658,1643
5756,1659,1643
5757,1660,1643
5759,1670,761
5760,1671,761
5761,1671,529
5762,1671,2107
5763,1671,1686
5764,1671,1681
5765,1671,566
5766,1671,968
5767,1672,566
5768,1672,968
5776,1683,998
5780,1684,30
5781,1671,1105
5782,1685,628
5783,1686,1105
5784,1687,727
5785,1688,1803
5786,1689,998
5787,1690,2107
5788,1691,2107
5789,1691,1681
5790,1691,529
5791,1690,1681
5792,1690,529
5793,1692,2107
5794,1692,1681
5795,1692,529
5796,1693,1681
5797,1693,2107
5798,1693,529
5799,1694,2107
5800,1694,1681
5801,1694,529
5802,1695,1681
5803,1695,2107
5804,1695,529
5805,1696,2107
5806,1696,1681
5807,1696,529
5808,1697,1681
5809,1697,2107
5810,1697,529
5811,1698,2107
5812,1698,1681
5813,1698,529
5814,1699,1681
5815,1699,2107
5816,1699,529
5818,1700,727
5825,1699,1686
5826,1690,1686
5827,1692,1686
5828,1645,1686
5829,1695,1686
5830,1698,1686
5831,1691,1686
5832,1694,1686
5833,1696,1686
5834,1693,1686
5835,1697,1686
5841,1705,1803
5850,1710,2164
5851,1711,2164
5852,1712,2164
5853,1713,2164
5855,1715,1643
5856,1716,1643
5863,1727,1643
5864,1728,1643
5865,1683,1105
5866,1729,1643
5867,1730,1643
5868,1731,1643
5869,1732,1643
5870,1733,1643
5871,1734,1643
5872,1735,1643
5873,1736,1643
5874,1737,1643
5875,1738,1643
5876,1739,1643
5877,1740,1643
5878,1671,2177
5879,1645,2177
5880,1741,1457
5883,1744,1457
5884,1745,1457
5885,1746,1457
5886,1747,1457
5887,1748,1457
5888,1749,1457
5889,1750,1457
5890,1751,1457
5891,1752,1457
5892,1753,1457
5895,1758,1457
5896,1759,1457
5897,1760,1191
5938,1900,2164
5939,1901,2164
5940,1902,2164
5941,1904,2164
5942,1905,2164
5943,1903,2164
5944,1906,2164
5945,1907,1718
5946,1908,1718
5947,1909,1718
5955,1911,1457
5958,1915,1718
5959,1916,1718
5960,1917,1718
5961,1918,1718
5962,1919,1718
5963,1920,1718
5964,1921,1718
5965,1922,1718
5966,1923,1718
5967,1924,1718
5968,1925,1718
5969,1926,1718
5970,1927,1718
5971,1928,1718
5972,1929,1718
5973,1930,1718
5974,1931,1718
5975,1932,1718
5976,1933,1718
5977,1934,1718
5979,1936,0
5981,1937,1718
5983,1939,1457
5984,1940,1718
5985,1941,1718
5993,1949,1718
5996,1952,1718
5997,1953,1718
5998,1954,1718
5999,1955,1718
6000,1956,1718
6009,1961,30
6011,1963,30
6012,1962,1191
6013,1964,1191
6015,1966,1718
6016,1967,1718
6017,1968,1718
6018,1969,1718
6019,1970,1718
6020,1971,1718
6021,1972,1718
6022,1973,2212
6026,1977,1643
6027,1978,1718
6028,1979,1718
6029,1980,1718
6030,1981,1718
6031,1982,1718
6032,1984,1718
6046,1997,1191
6047,1998,1
6049,2000,1191
6050,2001,1191
6053,2004,2212
6054,2005,2212
6055,2006,2212
6056,2007,2212
6057,2008,2212
6058,2009,2212
6059,2010,2212
6060,2011,2212
6061,2012,2212
6062,2013,2212
6063,2014,2212
6064,2015,2212
6065,2016,2212
6069,2022,2212
6070,2023,2212
6071,2025,30
6072,2024,30
6073,2026,1457
6074,2029,2106
6075,2030,2106
6076,2029,726
6077,2029,489
6078,2030,489
6079,2030,726
6080,2031,1681
6081,2031,2107
6082,2031,2177
6083,2031,529
6084,2031,1105
6085,2031,566
6086,2031,968
6087,2032,566
6088,2032,2107
6089,2032,2177
6090,2032,1681
6091,2032,529
6092,2032,1105
6093,2032,968
6094,2033,628
6095,2034,628
6096,2032,761
6097,2031,761
6098,2035,1803
6099,2036,1803
6100,2037,998
6101,2038,998
6102,2039,727
6103,2040,727
6104,2041,1191
6105,2042,1191
6106,2043,2164
6119,2054,1876
6120,2055,1943
6125,2060,2222
6126,2061,1718
6127,2062,1718
6128,2063,1718
6129,2064,1718
6130,2065,1718
6131,2066,1718
6133,2067,2222
6135,2069,2167
6136,2070,2167
6137,2071,2167
6141,2072,2245
6142,2073,2245
6144,2074,2245
6147,2076,1643
6154,2080,1718
6155,2081,1718
6156,2082,1718
6157,2083,1718
6158,2084,1718
6159,2085,1718
6161,2087,1642
6162,2087,1643
6163,2088,1642
6164,2088,1643
6165,2089,1642
6166,2089,1643
6167,2090,1642
6168,2090,1643
6169,2091,1642
6170,2091,1643
6171,2092,1642
6172,2092,1643
6173,2093,2212
6174,2094,2212
6178,2098,1718
6182,2102,1691
6183,2103,1691
6184,2104,1280
6185,2105,1280
6200,2118,1457
6202,2120,2212
6203,2121,2212
6204,2122,2212
6206,2124,2212
6207,2125,2212
6208,2126,2212
6209,2127,2212
6216,2130,2222
6220,2134,2222
6221,2135,2222
6222,2136,2222
6223,2002,2213
6224,2137,2213
6225,2138,2213
6226,2139,2213
6230,2143,2213
6231,2144,2213
6232,2145,2213
6233,2146,2213
6234,2147,2213
6235,2148,2213
6239,2152,2213
6240,2153,2213
6241,2154,2213
6245,2158,2213
6246,2159,2213
6247,2160,2213
6252,2165,2222
6253,2166,2222
6254,2167,2222
6261,2168,1643
6263,2169,2222
6264,1626,974
6265,1627,974
6266,2170,2222
6315,2214,2222
6335,2219,2222
6336,2220,2222
6337,2221,2222
6338,2222,2222
6339,2223,2222
6367,2227,2212
6368,2228,2212
6369,2229,2212
6370,2230,2212
6371,2231,2212
6372,2232,2212
6373,2233,2212
6374,2234,2212
6375,2235,2212
6376,2236,2212
6377,2237,2212
6378,2238,2212
6379,2239,2212
6380,2240,2212
6381,2241,2212
6382,2242,2212
6383,2243,2212
6384,2244,2212
6385,2245,2212
6386,2246,2212
6387,2247,2212
6388,2248,2212
6389,2249,2212
6390,2250,2212
6391,2251,2212
6392,2252,2212
6393,2253,2212
6394,2254,2212
6395,2255,2213
6396,2256,2213
6398,2258,2213
6399,2259,2213
6400,2260,2213
6401,2261,2213
6402,2262,2213
6403,2257,2213
6405,2264,2213
6406,2265,2213
6407,2266,2213
6408,2267,2213
6410,2269,2213
6411,2270,2213
6412,2271,2213
6414,2273,2213
6415,2274,2213
6416,2275,2213
6418,2277,2213
6419,2278,2213
6420,2279,2213
6421,2280,2213
6422,2281,2213
6423,2282,2213
6424,2283,2213
6425,2284,2213
6426,2285,2213
6427,2286,2213
6428,2287,2213
6429,2288,2213
6430,2289,2213
6431,2290,2213
6432,2291,2213
6433,2292,2213
6434,2293,2213
6435,2294,2213
6436,2296,2162
6439,2299,2222
6442,2302,2222
6443,2303,1457
6444,2304,2212
6445,2304,2213
6446,2305,2212
6447,2305,2213
6448,2306,2212
6449,2306,2213
6450,2307,2212
6451,2307,2213
6452,2308,2212
6453,2308,2213
6454,2309,2212
6455,2309,2213
6458,2311,2212
6459,2311,2213
6460,2312,2212
6461,2312,2213
6462,2313,2212
6463,2313,2213
6464,2314,2274
6465,2314,2275
6466,2315,2274
6467,2315,2275
6468,2316,2274
6469,2316,2275
6470,2317,2162
6471,2318,2162
6472,2319,2162
6474,2321,2162
6475,2322,2187
6476,2323,2212
6477,2323,2213
6478,2324,2212
6479,2324,2213
6480,2325,2212
6481,2325,2213
6482,2326,2212
6483,2326,2213
6484,2327,2212
6485,2327,2213
6486,2328,2212
6487,2328,2213
6490,2330,2212
6491,2330,2213
6492,2331,2212
6493,2331,2213
6494,2332,2212
6495,2332,2213
6497,2334,451
6502,2339,2245
6503,2334,2241
6504,2334,1795
6505,2334,870
6506,2340,2222
6507,2341,1457
6508,2342,2241
6520,2359,2222
6521,2360,2222
6522,2361,2222
6523,2362,2222
6524,2363,2222
6525,2364,2222
6526,2365,2162
6527,2366,2222
6532,2371,2222
6543,2380,2296
6545,2382,2162
6550,2387,2222
6551,2388,2222
6552,2389,2222
6555,2391,0
6559,2394,2222
6560,2395,2222
6561,2396,2287
6564,2399,2296
6565,2400,2296
6566,2401,2296
6568,2403,2360
6569,2404,2360
6570,2405,2360
6571,2406,2360
6572,2407,2360
6573,2408,2222
6581,2416,2222
6582,2417,2222
6583,2418,2222
6584,2419,2222
6585,2420,2222
6586,2421,2222
6587,2422,2222
6588,2423,2222
6589,2424,2222
6590,2425,2222
6591,2426,2222
6592,2427,2222
6593,2428,2222
6594,2429,2222
6595,2430,2222
6596,2431,2222
6597,2432,2222
6598,2433,2222
6599,2434,2222
6600,2435,2222
6601,2436,2296
6602,2437,2296
6603,2438,2296
6604,2439,2296
6605,2440,2222
6606,2441,2222
6607,2442,2222
6608,2443,2222
6609,2444,2222
6610,2445,2222
6611,2446,2222
6612,2447,2222
6613,2448,2222
6614,2449,2222
6615,2450,2222
6616,2451,2222
6617,2452,2222
6618,2453,2222
6619,2454,2222
6620,2455,2222
6621,2456,2296
6622,2457,2296
6623,2458,2296
6624,2459,2296
6625,2460,2296
6626,2461,2296
6627,2462,2296
6628,2463,2296
6629,2464,2360
6630,2465,2360
6631,2466,2360
6632,2467,2360
6633,2468,2360
6634,2469,2360
6635,2470,2360
6636,2471,2360
6637,2472,2360
6638,2473,2360
6639,2474,2360
6640,2475,2360
6641,2476,2360
6642,2477,2360
6643,2478,2360
6644,2479,2360
6645,2480,2360
6646,2481,2360
6647,2482,2360
6648,2483,2360
6649,2484,2360
6650,2485,2360
6651,2486,2360
6652,2487,2360
6653,2488,2360
