ID,JournalEncounterID,DifficultyID,CollectableSourceInfoID
2957,1525,0,19986
2958,1521,0,19987
2959,1523,0,19988
2960,1526,0,19989
2961,1522,0,19990
2962,1520,0,19991
2963,1524,0,19992
2964,1519,0,19993
2965,1521,0,19994
2966,1521,0,19995
2967,1519,0,19996
2968,1526,0,19997
2969,1522,0,19998
2970,1520,0,19999
2971,1525,0,20000
2972,1536,0,20001
2973,1531,0,20002
2974,1532,0,20003
2975,1533,0,20003
2976,1534,0,20003
2977,1536,0,20004
2978,1528,0,20005
2979,1535,0,20006
2980,1530,0,20007
2981,1529,0,20008
2982,1536,0,20009
2983,1531,0,20010
2984,1532,0,20011
2985,1533,0,20011
2986,1534,0,20011
2987,1536,0,20012
2988,1528,0,20013
2989,1530,0,20014
2990,1529,0,20015
2991,1531,0,20016
2992,1532,0,20017
2993,1533,0,20017
2994,1534,0,20017
2995,1536,0,20018
2996,1528,0,20019
2997,1536,0,20020
2998,1535,0,20021
2999,1529,0,20022
3000,1531,0,20023
3001,1532,0,20024
3002,1533,0,20024
3003,1534,0,20024
3004,1536,0,20025
3005,1528,0,20026
3006,1536,0,20027
3007,1535,0,20028
3008,1530,0,20029
3009,1529,0,20030
3010,1531,0,20031
3011,1532,0,20032
3012,1533,0,20032
3013,1534,0,20032
3014,1536,0,20033
3015,1528,0,20034
3016,1536,0,20035
3017,1535,0,20036
3018,1530,0,20037
3019,1529,0,20038
3020,1529,0,20039
3021,1530,0,20040
3022,1535,0,20041
3023,1528,0,20042
3024,1536,0,20043
3025,1532,0,20044
3026,1533,0,20044
3027,1534,0,20044
3028,1531,0,20045
3029,1536,0,20046
3030,1529,0,20047
3031,1530,0,20048
3032,1535,0,20049
3033,1528,0,20050
3034,1536,0,20051
3035,1532,0,20052
3036,1533,0,20052
3037,1534,0,20052
3038,1531,0,20053
3039,1536,0,20054
3040,1529,0,20055
3041,1530,0,20056
3042,1535,0,20057
3043,1528,0,20058
3044,1536,0,20059
3045,1532,0,20060
3046,1533,0,20060
3047,1534,0,20060
3048,1531,0,20061
3049,1536,0,20062
3050,1529,0,20063
3051,1530,0,20064
3052,1535,0,20065
3053,1528,0,20066
3054,1536,0,20067
3055,1532,0,20068
3056,1533,0,20068
3057,1534,0,20068
3058,1531,0,20069
3059,1536,0,20070
3060,1522,0,20071
3061,1520,0,20072
3062,1522,0,20073
3063,1526,0,20074
3064,1520,0,20075
3065,1525,0,20076
3066,1528,0,20077
3067,1519,0,20078
3068,1521,0,20078
3069,1523,0,20078
3070,1525,0,20078
3071,1528,0,20079
3072,1526,0,20080
3073,1528,0,20081
3074,1522,0,20082
3075,1528,0,20083
3076,1528,0,20084
3077,431,0,20085
3078,431,0,20086
3079,431,0,20087
3080,431,0,20088
3081,425,0,20089
3082,425,0,20090
3083,425,0,20091
3084,430,0,20092
3085,430,0,20093
3086,430,0,20094
3087,429,0,20095
3088,429,0,20096
3089,429,0,20097
3090,428,0,20098
3091,428,0,20099
3092,428,0,20100
3093,423,0,20101
3094,423,0,20102
3095,424,0,20103
3096,424,0,20104
3097,424,0,20105
3098,424,0,20106
3099,427,0,20107
3100,427,0,20108
3101,427,0,20109
3102,431,0,20110
3103,431,0,20111
3104,429,0,20112
3105,380,0,20113
3106,380,0,20114
3107,486,0,20115
3108,486,0,20116
3109,1520,0,20117
3110,1520,0,20118
3111,404,0,20119
3112,403,0,20120
3113,402,0,20121
3114,403,0,20122
3115,402,0,20123
3116,405,0,20124
3117,405,0,20125
3118,404,0,20126
3119,405,0,20127
3120,402,0,20128
3121,405,0,20129
3122,402,0,20130
3123,405,0,20131
3124,403,0,20132
3125,402,0,20133
3126,403,0,20134
3127,404,0,20135
3128,405,0,20136
3129,405,0,20137
3130,405,0,20138
3131,407,0,20139
3132,407,0,20140
3133,408,0,20141
3134,408,0,20142
3135,406,0,20143
3136,406,0,20144
3137,409,0,20145
3138,410,0,20146
3139,408,0,20147
3140,410,0,20148
3141,410,0,20149
3142,407,0,20150
3143,410,0,20151
3144,409,0,20152
3145,410,0,20153
3146,410,0,20154
3147,407,0,20155
3148,409,0,20156
3149,409,0,20157
3150,407,0,20158
3151,410,0,20159
3152,409,0,20160
3153,406,0,20161
3154,409,0,20162
3155,410,0,20163
3156,406,0,20164
3157,409,0,20165
3158,410,0,20166
3159,412,0,20167
3160,411,0,20168
3161,413,0,20168
3162,414,0,20168
3163,411,0,20169
3164,413,0,20169
3165,414,0,20169
3166,415,0,20170
3167,416,0,20171
3168,411,0,20172
3169,413,0,20172
3170,414,0,20172
3171,411,0,20173
3172,413,0,20173
3173,414,0,20173
3174,411,0,20174
3175,413,0,20174
3176,414,0,20174
3177,416,0,20175
3178,416,0,20176
3179,416,0,20177
3180,416,0,20178
3181,411,0,20179
3182,413,0,20179
3183,414,0,20179
3184,411,0,20180
3185,413,0,20180
3186,414,0,20180
3187,411,0,20181
3188,413,0,20181
3189,414,0,20181
3190,411,0,20182
3191,413,0,20182
3192,414,0,20182
3193,411,0,20183
3194,413,0,20183
3195,414,0,20183
3196,415,0,20184
3197,415,0,20185
3198,415,0,20186
3199,415,0,20187
3200,417,0,20188
3201,417,0,20189
3202,417,0,20190
3203,417,0,20191
3204,417,0,20192
3205,417,0,20193
3206,416,0,20194
3207,448,0,20195
3208,449,0,20196
3209,449,0,20197
3210,449,0,20198
3211,446,0,20199
3212,454,0,20200
3213,454,0,20201
3214,454,0,20202
3215,454,0,20203
3216,451,0,20204
3217,451,0,20205
3218,453,0,20206
3219,453,0,20207
3220,453,0,20208
3221,452,0,20209
3222,452,0,20210
3223,452,0,20211
3224,1527,0,20212
3225,1527,0,20213
3226,1527,0,20214
3227,1527,0,20215
3228,1527,0,20216
3229,1527,0,20217
3230,1527,0,20218
3231,1527,0,20219
3232,1528,0,20220
3233,1528,0,20221
3234,1520,0,20222
3235,1522,0,20222
3236,1524,0,20222
3237,1526,0,20222
3238,1520,0,20223
3239,1522,0,20223
3240,1524,0,20223
3241,1526,0,20223
3242,1520,0,20224
3243,1522,0,20224
3244,1524,0,20224
3245,1526,0,20224
3246,1520,0,20225
3247,1522,0,20225
3248,1524,0,20225
3249,1526,0,20225
3250,1522,0,20226
3251,1526,0,20227
3252,1519,0,20228
3253,1520,0,20228
3254,1521,0,20228
3255,1522,0,20228
3256,1523,0,20228
3257,1524,0,20228
3258,1525,0,20228
3259,1526,0,20228
3260,1519,0,20229
3261,1521,0,20229
3262,1523,0,20229
3263,1525,0,20229
3264,1519,0,20230
3265,1521,0,20230
3266,1523,0,20230
3267,1525,0,20230
3268,1519,0,20231
3269,1521,0,20231
3270,1523,0,20231
3271,1525,0,20231
3272,1519,0,20232
3273,1521,0,20232
3274,1523,0,20232
3275,1525,0,20232
3276,1520,0,20233
3277,1522,0,20233
3278,1524,0,20233
3279,1526,0,20233
3280,1528,0,20234
3281,1527,0,20235
3282,1520,0,20236
3283,1522,0,20236
3284,1524,0,20236
3285,1526,0,20236
3286,1520,0,20237
3287,1522,0,20237
3288,1524,0,20237
3289,1526,0,20237
3290,1520,0,20238
3291,1522,0,20238
3292,1524,0,20238
3293,1526,0,20238
3294,1519,0,20239
3295,1521,0,20239
3296,1523,0,20239
3297,1525,0,20239
3298,1521,0,20240
3299,1519,0,20240
3300,1523,0,20240
3301,1525,0,20240
3302,1529,0,20241
3303,1529,0,20242
3304,1530,0,20243
3305,1535,0,20244
3306,1530,0,20245
3307,1535,0,20246
3308,1531,0,20247
3309,1531,0,20248
3310,1535,0,20249
3311,1532,0,20250
3312,1533,0,20250
3313,1534,0,20250
3314,1532,0,20251
3315,1533,0,20251
3316,1534,0,20251
3317,1536,0,20252
3318,1534,0,20253
3319,1536,0,20254
3320,1535,0,20255
3321,1536,0,20256
3322,1536,0,20257
3323,1532,0,20258
3324,1534,0,20259
3325,1533,0,20260
3326,1529,0,20261
3327,1529,0,20262
3328,1530,0,20263
3329,1531,0,20264
3330,1531,0,20265
3331,1536,0,20266
3332,1536,0,20267
3333,1536,0,20268
3334,1536,0,20269
3335,1535,0,20270
3336,1535,0,20271
3337,1535,0,20272
3338,1535,0,20273
3339,1535,0,20274
3340,1535,0,20275
3341,1535,0,20276
3342,1535,0,20277
3343,1535,0,20278
3344,1532,0,20279
3345,1533,0,20279
3346,1534,0,20279
3347,1532,0,20280
3348,1533,0,20280
3349,1534,0,20280
3350,1532,0,20281
3351,1532,0,20282
3352,1532,0,20283
3353,1532,0,20284
3354,1532,0,20285
3355,1533,0,20286
3356,1533,0,20287
3357,1534,0,20288
3358,1534,0,20289
3359,1551,0,20290
3360,1543,0,20291
3361,1551,0,20292
3362,1542,0,20293
3363,1542,0,20294
3364,1542,0,20295
3365,1539,0,20296
3366,1542,0,20297
3367,1542,0,20298
3368,1542,0,20299
3369,1542,0,20300
3370,1542,0,20301
3371,1542,0,20302
3372,1542,0,20303
3373,1542,15,20304
3374,1542,16,20304
3375,1542,0,20305
3376,1541,0,20306
3377,1539,0,20307
3378,1539,0,20308
3379,1539,0,20309
3380,1539,0,20310
3381,1539,0,20311
3382,1539,0,20312
3383,1539,1,20313
3384,1539,2,20313
3385,1539,23,20313
3387,1539,0,20314
3388,1539,0,20315
3389,1541,0,20316
3390,1539,0,20317
3391,1541,0,20317
3392,1541,0,20318
3393,1541,0,20319
3394,1541,0,20320
3395,1540,0,20321
3396,1540,0,20322
3397,1540,0,20323
3398,1540,0,20324
3399,1540,0,20325
3400,1540,0,20326
3401,1538,0,20327
3402,1538,0,20328
3403,1538,0,20329
3404,1538,0,20330
3405,1538,0,20331
3406,1538,0,20332
3407,1537,0,20333
3408,1537,0,20334
3409,1537,0,20335
3410,1537,0,20336
3411,1537,0,20337
3412,1537,0,20338
3413,1551,14,20339
3414,1551,15,20339
3415,1551,16,20339
3416,1551,14,20340
3417,1551,15,20340
3418,1551,16,20340
3419,1551,17,20341
3420,1551,17,20342
3421,1551,14,20343
3422,1551,15,20343
3423,1551,16,20343
3424,1549,14,20344
3425,1549,15,20344
3426,1549,16,20344
3427,1549,17,20345
3428,1549,17,20346
3429,1549,17,20347
3430,1549,17,20348
3431,1547,17,20349
3432,1549,17,20350
3433,1549,17,20351
3434,1549,17,20352
3435,1549,14,20353
3436,1549,15,20353
3437,1549,16,20353
3438,1549,14,20354
3439,1549,15,20354
3440,1549,16,20354
3441,1550,17,20355
3442,1550,14,20356
3443,1550,15,20356
3444,1550,16,20356
3445,1550,14,20357
3446,1550,15,20357
3447,1550,16,20357
3448,1546,17,20358
3449,1546,14,20359
3450,1546,15,20359
3451,1546,16,20359
3452,1546,14,20360
3453,1546,15,20360
3454,1546,16,20360
3455,1546,14,20361
3456,1546,15,20361
3457,1546,16,20361
3458,1546,14,20362
3459,1546,15,20362
3460,1546,16,20362
3461,1548,14,20363
3462,1548,15,20363
3463,1548,16,20363
3464,1548,14,20364
3465,1548,15,20364
3466,1548,16,20364
3467,1548,17,20365
3468,1548,0,20366
3469,1545,0,20367
3470,1545,0,20368
3471,1545,0,20369
3472,1545,0,20370
3473,1544,0,20371
3474,1545,0,20372
3475,1545,0,20373
3476,1545,0,20374
3477,1545,0,20375
3478,1545,0,20376
3479,1544,0,20377
3480,1544,0,20378
3481,1544,0,20379
3482,1544,0,20380
3483,1544,0,20381
3484,1544,0,20382
3485,1544,0,20383
3486,1544,0,20384
3487,1544,0,20385
3488,1544,0,20386
3489,1549,0,20387
3490,1547,0,20388
3491,1547,0,20389
3492,1547,0,20390
3493,1547,0,20391
3494,1547,0,20392
3495,1547,0,20393
3496,1547,0,20394
3497,1547,0,20395
3498,1547,0,20396
3499,1547,0,20397
3500,1547,0,20398
3501,1547,0,20399
3502,1547,0,20400
3503,1543,0,20401
3504,1543,0,20402
3505,1543,0,20403
3506,1543,17,20404
3507,1543,17,20405
3508,1543,17,20406
3509,1543,17,20407
3510,1543,17,20408
3511,1542,14,20409
3512,1542,15,20409
3513,1542,16,20409
3514,1543,17,20410
3515,1551,17,20411
3516,381,1,20412
3517,381,2,20412
3518,381,23,20412
3520,387,1,20413
3521,387,2,20413
3522,387,23,20413
3524,386,1,20414
3525,386,2,20414
3526,386,23,20414
3528,381,1,20415
3529,381,2,20415
3530,381,23,20415
3532,376,1,20416
3533,376,2,20416
3534,376,23,20416
3536,390,1,20417
3537,390,2,20417
3538,390,23,20417
3540,392,1,20418
3541,392,2,20418
3542,392,23,20418
3544,370,1,20419
3545,370,2,20419
3546,370,23,20419
3548,369,1,20420
3549,369,2,20420
3550,369,23,20420
3552,375,1,20421
3553,375,2,20421
3554,375,23,20421
3556,372,1,20422
3557,372,2,20422
3558,372,23,20422
3560,373,1,20423
3561,373,2,20423
3562,373,23,20423
3564,370,1,20424
3565,370,2,20424
3566,370,23,20424
3568,386,1,20425
3569,386,2,20425
3570,386,23,20425
3572,394,1,20426
3573,394,2,20426
3574,394,23,20426
3576,446,1,20427
3577,446,2,20427
3578,446,23,20427
3580,446,1,20428
3581,446,2,20428
3582,446,23,20428
3584,450,1,20429
3585,450,2,20429
3586,450,23,20429
3588,446,1,20430
3589,446,2,20430
3590,446,23,20430
3592,456,1,20431
3593,456,2,20431
3594,456,23,20431
3596,456,1,20432
3597,456,2,20432
3598,456,23,20432
3600,456,1,20433
3601,456,2,20433
3602,456,23,20433
3604,456,1,20434
3605,456,2,20434
3606,456,23,20434
3608,456,1,20435
3609,456,2,20435
3610,456,23,20435
3612,1551,1,20436
3613,1551,2,20436
3614,1551,23,20436
3616,1551,1,20437
3617,1551,2,20437
3618,1551,23,20437
3620,1550,1,20438
3621,1550,2,20438
3622,1550,23,20438
3623,527,1,20439
3624,527,1,20440
3625,527,1,20441
3626,527,1,20442
3627,527,1,20443
3628,529,1,20444
3629,529,1,20445
3630,529,1,20446
3631,529,1,20447
3632,528,1,20448
3633,529,1,20449
3634,528,1,20450
3635,528,1,20451
3636,528,1,20452
3637,529,1,20453
3638,529,1,20454
3639,570,1,20455
3640,570,1,20456
3641,570,1,20457
3642,570,1,20458
3643,570,1,20459
3644,572,1,20460
3645,572,1,20461
3646,572,1,20462
3647,572,1,20463
3648,572,1,20464
3649,571,1,20465
3650,571,1,20466
3651,571,1,20467
3652,571,1,20468
3653,555,1,20469
3654,555,1,20470
3655,555,1,20471
3656,556,1,20472
3681,534,1,20497
3682,534,1,20498
3683,534,1,20499
3684,534,1,20500
3685,535,1,20501
3686,535,1,20502
3687,535,1,20503
3688,535,1,20504
3689,535,1,20505
3690,535,1,20506
3691,537,1,20507
3692,537,1,20508
3693,537,1,20509
3694,537,1,20510
3695,523,1,20511
3696,523,3,20512
3697,523,4,20513
3698,523,4,20514
3699,524,4,20515
3700,524,3,20516
3701,524,3,20517
3702,524,3,20518
3703,538,3,20519
3704,538,4,20520
3705,538,3,20521
3706,538,3,20522
3707,539,3,20523
3708,539,3,20524
3709,539,3,20525
3710,539,3,20526
3711,539,3,20527
3712,540,3,20528
3713,540,4,20529
3714,540,4,20530
3715,527,4,20531
3716,527,3,20532
3717,527,3,20533
3718,527,3,20534
3719,527,4,20535
3720,529,3,20536
3721,529,3,20537
3722,529,4,20538
3723,529,3,20539
3724,529,4,20540
3725,529,3,20541
3726,529,4,20542
3727,529,4,20543
3728,528,4,20544
3729,528,4,20545
3730,528,4,20546
3731,528,4,20547
3732,528,4,20548
3733,546,4,20549
3734,728,4,20550
3735,573,4,20551
3736,528,3,20552
3737,528,4,20553
3738,528,3,20554
3739,555,3,20555
3740,555,4,20556
3741,555,4,20557
3742,555,3,20558
3743,556,4,20559
3744,556,4,20560
3745,556,4,20561
3746,523,4,20562
3747,556,4,20563
3748,557,3,20564
3749,557,4,20565
3750,557,4,20566
3751,557,4,20567
3752,573,3,20568
3753,553,4,20569
3754,575,4,20570
3755,557,3,20571
3756,557,4,20572
3757,566,4,20573
3758,566,4,20574
3759,566,4,20575
3760,566,3,20576
3761,568,4,20577
3762,568,4,20578
3763,568,4,20579
3764,568,4,20580
3765,569,4,20581
3766,569,4,20582
3767,569,4,20583
3768,569,4,20584
3769,566,4,20585
3770,569,3,20586
3771,728,4,20587
3772,569,4,20588
3773,569,3,20589
3774,528,3,20590
3775,569,3,20591
3776,570,4,20592
3777,570,3,20593
3778,570,3,20594
3779,570,3,20595
3780,571,4,20596
3781,571,3,20597
3782,571,4,20598
3783,571,3,20599
3784,572,4,20600
3785,572,4,20601
3786,572,4,20602
3787,572,4,20603
3788,572,4,20604
3789,575,3,20605
3790,575,3,20606
3791,561,4,20607
3792,572,4,20608
3793,572,4,20609
3794,576,4,20610
3795,576,3,20611
3796,576,4,20612
3797,576,4,20613
3798,576,3,20614
3799,577,4,20615
3800,577,4,20616
3801,577,4,20617
3802,577,4,20618
3803,578,3,20619
3804,578,4,20620
3805,578,4,20621
3806,578,3,20622
3807,579,4,20623
3808,579,3,20624
3809,579,4,20625
3810,579,4,20626
3811,579,3,20627
3812,546,4,20628
3813,543,3,20629
3814,547,4,20630
3815,579,4,20631
3816,573,3,20632
3817,574,4,20633
3818,557,4,20634
3819,573,3,20635
3820,574,4,20636
3821,574,4,20637
3822,574,4,20638
3823,574,4,20639
3824,574,3,20640
3825,572,4,20641
3826,537,3,20642
3827,575,4,20643
3828,572,4,20644
3829,575,4,20645
3830,569,4,20646
3831,547,3,20647
3832,575,4,20648
3833,573,3,20649
3834,534,3,20650
3835,534,4,20651
3836,534,4,20652
3837,534,4,20653
3838,534,4,20654
3839,535,4,20655
3840,535,4,20656
3841,535,4,20657
3842,535,4,20658
3843,535,3,20659
3844,537,4,20660
3845,537,4,20661
3846,537,3,20662
3847,537,4,20663
3848,537,4,20664
3849,543,3,20665
3850,554,4,20666
3851,537,4,20667
3852,537,4,20668
3853,537,4,20669
3854,537,4,20670
3855,523,3,20671
3856,523,3,20672
3857,523,4,20673
3858,556,3,20674
3859,523,3,20675
3860,523,4,20676
3861,524,4,20677
3862,568,4,20678
3863,524,4,20679
3864,524,3,20680
3865,552,3,20681
3866,575,4,20682
3867,543,3,20683
3868,544,4,20684
3869,544,4,20685
3870,544,4,20686
3871,544,3,20687
3872,544,3,20688
3873,545,4,20689
3874,545,4,20690
3875,545,4,20691
3876,546,3,20692
3877,546,4,20693
3878,565,4,20694
3879,546,4,20695
3880,547,4,20696
3881,547,4,20697
3882,547,3,20698
3883,528,4,20699
3884,579,3,20700
3885,544,3,20701
3886,546,4,20702
3887,547,3,20703
3888,540,4,20704
3889,547,3,20705
3890,547,4,20706
3891,541,3,20707
3892,541,4,20708
3893,541,4,20709
3894,541,4,20710
3895,542,4,20711
3896,579,4,20712
3897,543,3,20713
3898,543,4,20714
3899,552,3,20715
3900,543,3,20716
