ID,ClassID,SexID,OutfitID,PetDisplayID,PetFamilyID,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],ItemID[17],ItemID[18],ItemID[19],ItemID[20],ItemID[21],ItemID[22],ItemID[23],RaceID
37,4,1,0,0,0,58234,47,48,0,25,0,50055,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,5,1,0,0,0,6098,52,0,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,8,1,0,0,0,56,1395,55,35,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,9,1,0,4449,23,57,0,1396,35,59,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1,1,0,0,0,58245,139,140,6948,12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
42,3,1,0,744,5,58247,6137,6138,0,0,6948,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
43,4,1,0,0,0,58246,120,121,0,37,0,50055,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,7,1,0,0,0,52544,52545,6948,0,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46,9,1,0,4449,23,52543,52679,0,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
47,1,1,0,0,0,58231,39,40,0,12282,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48,2,1,0,0,0,58233,44,43,0,52557,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49,3,1,0,822,4,58232,147,129,0,0,0,0,2508,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,3
50,5,1,0,0,0,6098,0,52,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
52,8,1,0,0,0,56,1395,0,35,55,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53,1,1,0,0,0,49778,58244,6121,6122,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
54,3,1,0,17090,2,0,58232,147,129,0,2504,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,4
55,4,1,0,0,0,25,58234,48,47,0,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
56,5,1,0,0,0,3661,6119,52,51,0,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
58,1,1,0,0,0,58231,39,40,49778,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
59,4,1,0,0,0,2092,58234,48,47,0,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
60,5,1,0,0,0,6144,0,52,35,0,0,51,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
61,8,1,0,0,0,6140,1395,0,35,55,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
62,9,1,0,4449,23,6129,1396,59,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
63,1,1,0,0,0,58245,139,140,12282,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
64,3,1,0,29057,12,58247,6137,6948,0,6138,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
66,7,1,0,0,0,52544,52545,6948,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
79,2,0,0,0,0,58233,43,44,6948,52557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,11,0,0,0,0,35,6139,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
285,11,1,0,0,0,35,6139,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
286,11,0,0,0,0,3661,6123,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
287,11,1,0,0,0,3661,6123,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
288,4,0,0,0,0,36,58234,48,47,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
289,4,1,0,0,0,36,58234,48,47,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
291,1,0,0,0,0,58231,39,40,0,49778,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
292,1,0,0,0,0,12282,140,58245,139,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
293,4,0,0,0,0,58234,48,47,25,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
294,8,0,0,0,0,56,1395,0,55,0,35,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
295,9,0,0,4449,23,57,0,1396,59,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
296,4,0,0,0,0,2092,0,58246,120,121,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
297,3,0,0,23518,11,0,0,0,0,2504,6137,58247,6138,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
298,5,0,0,0,0,35,0,0,52547,0,52680,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
300,7,0,0,0,0,36,0,0,52544,52545,2362,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
304,4,1,0,0,0,58234,48,47,25,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
306,8,1,0,0,0,56,1395,0,55,0,35,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
308,9,1,0,4449,23,57,0,1396,59,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
309,4,1,0,0,0,2092,0,58246,120,121,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
310,3,1,0,23518,11,0,0,0,0,2504,6137,58247,6138,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
311,5,1,0,0,0,35,0,0,52547,0,52680,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
312,7,1,0,0,0,36,0,0,52544,52545,2362,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
314,1,1,0,0,0,58231,39,40,0,49778,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
316,1,1,0,0,0,12282,140,58245,139,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
317,8,0,0,0,0,52546,52681,0,0,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
318,8,1,0,0,0,52546,52681,0,0,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
320,4,0,0,0,0,20977,58238,20896,20898,0,50057,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
321,5,0,0,0,0,20891,0,52,20978,0,0,51,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
322,9,0,0,4449,23,20892,1396,59,20978,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
323,8,0,0,0,0,20893,20894,0,20978,20895,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
325,4,1,0,0,0,20977,58238,20896,20898,0,50057,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
326,5,1,0,0,0,20891,0,52,20978,0,0,51,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
327,8,1,0,0,0,20893,20894,0,20978,20895,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
328,9,1,0,4449,23,20892,1396,59,20978,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
329,3,0,0,23515,30,58235,20899,20900,0,0,6948,0,20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
330,3,1,0,23515,30,58235,20899,20900,0,0,6948,0,20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
331,1,0,0,0,0,58243,23474,23475,23346,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
332,1,1,0,0,0,58243,23474,23475,23346,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
333,2,0,0,0,0,58242,23477,2361,52533,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
334,2,1,0,0,0,58242,23477,2361,52533,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
335,3,0,0,29056,37,58240,23344,0,23348,6948,0,0,23347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
336,3,1,0,29056,37,58240,23344,0,23348,6948,0,0,23347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
339,5,0,0,0,0,1396,0,3661,23322,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
340,5,1,0,0,0,1396,0,3661,23322,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
341,8,0,0,0,0,23478,23479,3661,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
342,8,1,0,0,0,23478,23479,3661,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
343,2,0,0,0,0,58237,24145,24146,23346,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
344,2,1,0,0,0,58237,24145,24146,23346,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
345,7,0,0,0,0,52534,52535,0,6948,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
346,7,1,0,0,0,52534,52535,0,6948,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
348,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,6
349,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,6
350,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,7
351,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,7
352,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,1
353,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,1
354,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,2
355,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,2
356,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,3
357,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,3
358,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,4
359,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,4
360,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,5
361,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,5
362,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,8
363,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,8
364,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,10
365,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,10
366,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,11
367,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,11
368,1,0,0,0,0,49567,49576,49579,23346,6948,0,49578,49577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
370,3,0,0,27692,8,49502,49503,49504,0,0,6948,0,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
371,3,1,0,27692,8,49502,49503,49504,0,0,6948,0,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
372,8,0,0,0,0,49505,49506,0,49508,0,0,0,6948,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
373,8,1,0,0,0,49505,49506,0,49508,0,0,0,6948,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
374,5,0,0,0,0,35,0,0,49510,0,49512,6948,0,49531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
375,5,1,0,0,0,35,0,0,49510,0,49512,6948,0,49531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
376,4,0,0,0,0,49514,49515,49516,0,36,0,6948,50055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
377,4,1,0,0,0,49514,49515,49516,0,36,0,6948,50055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
378,7,0,0,0,0,52550,52551,6948,52552,36,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
379,7,1,0,0,0,52550,52551,6948,52552,36,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
380,9,0,0,4449,23,49520,49521,49522,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
381,9,1,0,4449,23,49520,49521,49522,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
382,1,0,0,0,0,49528,49524,49527,6948,2361,0,0,49529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
383,1,1,0,0,0,49528,49524,49527,6948,2361,0,0,49529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
384,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,9
385,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,9
386,6,0,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,22
387,6,1,0,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,22
388,11,0,0,0,0,35,49563,49564,0,0,49565,6948,49566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
389,11,1,0,0,0,35,49563,49564,0,0,49565,6948,49566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
390,3,0,0,30221,1,0,49567,49568,49569,0,2508,0,0,0,49570,6948,49571,0,0,0,0,0,0,0,0,0,0,0,0,22
391,3,1,0,30221,1,0,49567,49568,49569,0,2508,0,0,0,49570,6948,49571,0,0,0,0,0,0,0,0,0,0,0,0,22
392,8,0,0,0,0,49399,49400,49401,0,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
393,8,1,0,0,0,49399,49400,49401,0,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
394,5,0,0,0,0,49403,49404,0,49406,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
395,5,1,0,0,0,49403,49404,0,49406,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
396,4,0,0,0,0,49572,49567,49575,0,37,50055,49574,6948,49573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
397,4,1,0,0,0,49572,49567,49575,0,37,50055,49574,6948,49573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
398,9,0,0,4449,23,49407,49408,49409,0,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
399,9,1,0,4449,23,49407,49408,49409,0,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
400,3,0,0,903,1,58232,147,129,0,23347,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,3,1,0,903,1,58232,147,129,0,23347,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,1,0,0,0,0,20904,20902,20903,0,23346,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
403,1,1,0,0,0,20904,20902,20903,0,23346,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
404,7,0,0,0,0,52538,52539,52540,36,2362,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
405,7,1,0,0,0,52538,52539,52540,36,2362,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
406,5,0,0,0,0,6098,52,0,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
407,5,1,0,0,0,6098,52,0,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
408,8,0,0,0,0,52553,1395,52554,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
409,8,1,0,0,0,52553,1395,52554,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
410,8,0,0,0,0,52546,52681,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
411,8,1,0,0,0,52546,52681,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
412,2,0,0,0,0,58248,52549,2361,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
413,2,1,0,0,0,58248,52549,2361,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
414,5,0,0,0,0,52547,52680,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
415,5,1,0,0,0,52547,52680,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
416,11,0,0,0,0,6948,35,6124,6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
417,11,1,0,0,0,6948,35,6124,6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
418,3,0,0,368,3,58232,147,129,0,23347,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
419,3,1,0,368,3,58232,147,129,0,23347,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
421,1,1,0,0,0,49567,49576,49579,23346,6948,0,49578,49577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
422,9,0,0,4449,23,52543,52679,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
423,9,1,0,4449,23,52543,52679,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
424,9,0,0,4449,23,57,1396,59,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
425,9,1,0,4449,23,57,1396,59,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
426,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
427,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
428,10,0,0,0,0,73209,72019,72020,77526,77509,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
429,10,1,0,0,0,73209,72019,72020,77526,77509,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
430,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
433,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
436,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
437,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
438,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
439,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
440,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
441,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
442,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
443,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
444,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
445,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
