CastOffset[0],CastOffset[1],CastOffset[2],ImpactOffset[0],ImpactOffset[1],ImpactOffset[2],ID,SpellVisualEffectNameID,SoundEntriesID,Attachment,DestinationAttachment,CastPositionerID,ImpactPositionerID,FollowGroundHeight,FollowGroundDropSpeed,FollowGroundApproach,Flags,SpellMissileMotionID,AnimKitID,ClutterLevel,DecayTimeAfterImpact,Field_12_1_5_69594_017,Field_12_1_5_69594_018,Field_12_1_5_69594_019,Field_12_1_5_69594_020,Field_12_1_5_69594_021,SpellVisualMissileSetID
0,0,0,0,0,0,11629,675,3134,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9821
0,0,0,0,0,0,11630,694,200864,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9822
0,0,0,0,0,0,11631,1179,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9823
0,0,0,0,0,0,11632,2998,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9824
0,0,0,0,0,0,11633,17,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9825
0,0,0,0,0,0,11634,2998,0,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9826
0,0,0,0,0,0,11635,259,3013,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9827
0,0,0,0,0,0,11636,188,1454,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9829
0,0,0,0,0,0,11637,151,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9830
0,0,0,0,0,0,11638,2042,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9831
0,0,0,0,0,0,11639,151,3015,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9832
0,0,0,0,0,0,11640,2682,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9833
0,0,0,0,0,0,11641,365,3011,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9834
0,0,0,0,0,0,11642,259,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9835
0,0,0,0,0,0,11643,675,3134,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9836
0,0,0,0,0,0,11644,259,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9837
0,0,0,0,0,0,11645,675,3318,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9838
0,0,0,0,0,0,11646,523,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9839
0,0,0,0,0,0,11647,1863,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840
0,0,0,0,0,0,11648,405,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9841
0,0,0,0,0,0,11649,525,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9842
0,0,0,0,0,0,11650,523,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9843
0,0,0,0,0,0,11651,1180,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9844
0,0,0,0,0,0,11652,1962,0,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9845
0,0,0,0,0,0,11653,694,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9846
0,0,0,0,0,0,11654,2002,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9847
0,0,0,0,0,0,11655,2002,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9848
0,0,0,0,0,0,11656,2997,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9849
0,0,0,0,0,0,11657,914,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9850
0,0,0,0,0,0,11658,1179,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9851
0,0,0,0,0,0,11659,914,7674,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9852
0,0,0,0,0,0,11660,259,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9853
0,0,0,0,0,0,11661,2042,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9854
0,0,0,0,0,0,11662,3006,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9855
0,0,0,0,0,0,11663,3008,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9856
0,0,0,0,0,0,11664,258,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9857
0,0,0,0,0,0,11665,675,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858
0,0,0,0,0,0,11666,675,274345,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859
0,0,0,0,0,0,11667,675,275022,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9860
0,0,0,0,0,0,11668,2997,3012,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9861
0,0,0,0,0,0,11669,2997,3012,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862
0,0,0,0,0,0,11670,525,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9863
0,0,0,0,0,0,11671,528,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9864
0,0,0,0,0,0,11672,3011,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9865
0,0,0,0,0,0,11673,2262,0,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9866
0,0,0,0,0,0,11674,3006,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9867
0,0,0,0,0,0,11675,1522,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9868
0,0,0,0,0,0,11676,151,2560,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9869
0,0,0,0,0,0,11677,3001,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9870
0,0,0,0,0,0,11678,3030,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9871
0,0,0,0,0,0,11679,2042,743,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9872
0,0,0,0,0,0,11680,694,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9873
0,0,0,0,0,0,11681,258,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9874
0,0,0,0,0,0,11682,2622,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9875
0,0,0,0,0,0,11683,503,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9876
0,0,0,0,0,0,11684,3061,196725,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9877
0,0,0,0,0,0,11685,618,252872,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9878
0,0,0,0,0,0,11686,2997,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9879
0,0,0,0,0,0,11687,157,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9880
0,0,0,0,0,0,11688,157,0,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881
0,0,0,0,0,0,11689,1179,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9882
0,0,0,0,0,0,11690,1863,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9883
0,0,0,0,0,0,11691,675,0,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9884
0,0,0,0,0,0,11692,1546,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9885
0,0,0,0,0,0,11693,1547,3013,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9886
0,0,0,0,0,0,11694,224,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9887
0,0,0,0,0,0,11695,157,350129,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9888
0,0,0,0,0,0,11696,362,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889
0,0,0,0,0,0,11697,188,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9890
0,0,0,0,0,0,11698,256,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9891
0,0,0,0,0,0,11699,1179,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9892
0,0,0,0,0,0,11700,1342,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9893
0,0,0,0,0,0,11701,2662,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9894
0,0,0,0,0,0,11702,1782,5057,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9895
0,0,0,0,0,0,11703,618,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9896
0,0,0,0,0,0,11704,405,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9897
0,0,0,0,0,0,11705,2997,3012,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9898
0,0,0,0,0,0,11706,528,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9899
0,0,0,0,0,0,11707,2042,196407,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900
0,0,0,0,0,0,11708,1884,3087,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9901
0,0,0,0,0,0,11709,675,348980,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9902
0,0,0,0,0,0,11710,243,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9903
0,0,0,0,0,0,11711,2042,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9904
0,0,0,0,0,0,11712,618,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9905
0,0,0,0,0,0,11713,2002,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906
0,0,0,0,0,0,11714,2662,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9907
0,0,0,0,0,0,11715,587,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908
0,0,0,0,0,0,11716,365,274791,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9909
0,0,0,0,0,0,11717,675,274340,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9910
0,0,0,0,0,0,11718,151,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9911
0,0,0,0,0,0,11719,3011,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9912
0,0,0,0,0,0,11720,3011,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9913
0,0,0,0,0,0,11721,151,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9914
0,0,0,0,0,0,11722,3008,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9915
0,0,0,0,0,0,11723,0,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9916
0,0,0,0,0,0,11724,157,0,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9917
0,0,0,0,0,0,11725,405,0,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9918
0,0,0,0,0,0,11726,1180,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9919
0,0,0,0,0,0,11727,503,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9920
0,0,0,0,0,0,11728,258,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9921
0,0,0,0,0,0,11729,2002,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9922
0,0,0,0,0,0,11730,2002,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923
0,0,0,0,0,0,11731,259,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9924
0,0,0,0,0,0,11732,618,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9925
0,0,0,0,0,0,11733,2997,3012,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9926
0,0,0,0,0,0,11734,675,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9927
0,0,0,0,0,0,11735,675,274856,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9928
0,0,0,0,0,0,11736,694,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9929
0,0,0,0,0,0,11737,365,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9930
0,0,0,0,0,0,11738,365,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9931
0,0,0,0,0,0,11739,405,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9932
0,0,0,0,0,0,11740,406,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9933
0,0,0,0,0,0,11741,407,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9934
0,0,0,0,0,0,11742,408,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9935
0,0,0,0,0,0,11743,365,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936
0,0,0,0,0,0,11744,258,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9937
0,0,0,0,0,0,11745,243,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9938
0,0,0,0,0,0,11746,914,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9939
0,0,0,0,0,0,11747,675,348980,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9940
0,0,0,0,0,0,11748,1546,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9941
0,0,0,0,0,0,11749,694,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9942
0,0,0,0,0,0,11750,675,3134,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9943
0,0,0,0,0,0,11751,2962,3318,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9944
0,0,0,0,0,0,11752,55421,3318,22,34,0,0,0,0,0,1048582,0,0,0,0,0,0,0,0,0,9945
0,0,0,0,0,0,11753,1863,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9946
0,0,0,0,0,0,11754,524,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9947
0,0,0,0,0,0,11755,151,3015,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9948
0,0,0,0,0,0,11756,2622,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9949
0,0,0,0,0,0,11757,2002,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9950
0,0,0,0,0,0,11758,694,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9951
0,0,0,0,0,0,11759,675,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9952
0,0,0,0,0,0,11760,523,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9953
0,0,0,0,0,0,11761,2842,3228,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9954
0,0,0,0,0,0,11762,2865,3087,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9955
0,0,0,0,0,0,11763,1783,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9956
0,0,0,0,0,0,11764,2972,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9957
0,0,0,0,0,0,11765,1179,265107,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9958
0,0,0,0,0,0,11766,503,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9959
0,0,0,0,0,0,11767,1179,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9960
0,0,0,0,0,0,11768,523,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9961
0,0,0,0,0,0,11769,1179,3011,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9962
0,0,0,0,0,0,11770,259,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9963
0,0,0,0,0,0,11771,694,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9964
0,0,0,0,0,0,11772,151,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9965
0,0,0,0,0,0,11773,258,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9966
0,0,0,0,0,0,11774,618,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9967
0,0,0,0,0,0,11775,503,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9968
0,0,0,0,0,0,11776,523,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9969
0,0,0,0,0,0,11777,524,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9970
0,0,0,0,0,0,11778,151,1641,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9971
0,0,0,0,0,0,11779,1547,0,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9972
0,0,0,0,0,0,11780,2222,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9973
0,0,0,0,0,0,11781,914,7674,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9974
0,0,0,0,0,0,11782,2662,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9975
0,0,0,0,0,0,11783,188,290853,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9976
0,0,0,0,0,0,11784,151,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9977
0,0,0,0,0,0,11785,546,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9978
0,0,0,0,0,0,11786,503,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9979
0,0,0,0,0,0,11787,234,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9980
0,0,0,0,0,0,11788,1180,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9981
0,0,0,0,0,0,11789,2002,0,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9982
0,0,0,0,0,0,11790,1884,3087,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9983
0,0,0,0,0,0,11791,1179,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9984
0,0,0,0,0,0,11792,2662,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9985
0,0,0,0,0,0,11793,2662,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9986
0,0,0,0,0,0,11794,694,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9987
0,0,0,0,0,0,11795,675,274856,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9988
0,0,0,0,0,0,11796,1522,274853,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9989
0,0,0,0,0,0,11797,2002,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9990
0,0,0,0,0,0,11798,258,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9991
0,0,0,0,0,0,11799,675,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9992
0,0,0,0,0,0,11800,618,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9993
0,0,0,0,0,0,11801,3055,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9994
0,0,0,0,0,0,11802,3043,9059,17,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9995
0,0,0,0,0,0,11803,2262,0,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9996
0,0,0,0,0,-2,11804,440,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9997
0,0,0,0,0,0,11805,1782,3011,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9998
0,0,0,0,0,0,11806,1962,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
0,0,0,0,0,0,11807,1522,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
0,0,0,0,0,0,11808,1602,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001
0,0,0,0,0,0,11809,1603,3013,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10002
0,0,0,0,0,0,11810,675,3134,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10003
0,0,0,0,0,0,11811,151,3015,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10004
0,0,0,0,0,0,11812,188,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10005
0,0,0,0,0,0,11813,503,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10006
0,0,0,0,0,0,11814,258,3011,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10007
0,0,0,0,0,0,11815,151,315952,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10008
0,0,0,0,0,0,11816,365,304053,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10009
0,0,0,0,0,0,11817,188,3011,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010
0,0,0,0,0,0,11818,224,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10011
0,0,0,0,0,0,11819,675,341875,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012
0,0,0,0,0,0,11820,157,3087,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013
0,0,0,0,0,0,11821,525,3223,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10014
0,0,0,0,0,0,11822,32,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10015
0,0,0,0,0,0,11823,32,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016
0,0,0,0,0,0,11824,32,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017
0,0,0,0,0,0,11825,2042,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018
0,0,0,0,0,0,11826,237,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019
0,0,0,0,0,0,11827,225,3012,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10020
0,0,0,0,0,0,11828,232,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021
0,0,0,0,0,0,11829,1843,3318,-1,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10022
0,0,0,0,0,0,11830,675,274338,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023
0,0,0,0,0,0,11831,3001,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024
0,0,0,0,0,0,11832,675,274580,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025
0,0,0,0,0,0,11833,2662,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10026
0,0,0,0,0,0,11834,2682,274379,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10027
0,0,0,0,0,0,11835,2,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028
0,0,0,0,0,0,11836,259,0,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10029
0,0,0,0,0,0,11837,1602,3014,-1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10030
0,0,0,0,0,0,12572,46909,4222,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10633
0,0,0,0,0,0,12574,0,3318,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10634
0,0,0,0,0,0,12575,0,0,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10635
0,0,0,0,0,0,12577,55662,0,-1,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10636
