ID,DifficultyID,ConeDegrees,MaxTargets,MaxTargetLevel,TargetCreatureType,Targets,Width,SpellID
246,0,0,0,0,0,64,0,6535
247,0,0,0,0,0,64,0,6620
248,0,0,0,0,0,16384,0,6658
249,0,0,0,0,0,64,0,6725
250,0,0,0,0,0,256,0,6743
251,0,0,0,0,0,256,0,6744
252,0,0,0,0,0,256,0,6745
253,0,0,0,0,0,256,0,6746
256,0,0,0,0,0,64,0,6758
257,0,0,0,0,71,0,0,6770
258,0,0,0,0,0,16384,0,6802
259,0,0,0,0,0,16384,0,6805
260,0,0,0,0,0,16384,0,6974
262,0,0,0,0,0,16384,0,7023
263,0,0,0,0,0,16,0,7216
264,0,0,0,0,0,16,0,7218
265,0,0,0,0,0,16,0,7220
266,0,0,0,0,0,16384,0,7285
269,0,53,0,0,0,0,0,7342
275,0,0,0,0,0,16,0,7418
276,0,0,0,0,0,16,0,7420
277,0,0,0,0,0,16,0,7426
278,0,0,0,0,0,16,0,7428
279,0,0,0,0,0,16,0,7443
281,0,0,0,0,0,16,0,7457
286,0,0,0,0,0,16,0,7745
287,0,0,0,0,0,16,0,7748
288,0,0,0,0,0,256,0,7763
289,0,0,0,0,0,16,0,7766
290,0,90,1,0,0,0,0,7769
291,0,0,0,0,0,16,0,7771
292,0,0,0,0,0,16,0,7776
293,0,0,0,0,0,16,0,7779
294,0,0,0,0,0,16,0,7782
295,0,0,0,0,0,16,0,7786
296,0,0,0,0,0,16,0,7788
297,0,0,0,0,0,16,0,7793
298,0,0,0,0,0,256,0,7829
299,0,0,0,0,0,16,0,7857
300,0,0,0,0,0,16,0,7859
302,0,0,0,0,0,16,0,7863
303,0,0,0,0,0,16,0,7867
304,0,0,0,0,0,256,0,7874
305,0,0,0,0,0,256,0,7875
309,0,0,0,0,0,64,0,8000
310,0,0,0,0,0,16384,0,8001
314,0,0,0,0,0,16,0,8087
315,0,0,0,0,0,16,0,8088
316,0,0,0,0,0,16,0,8089
317,0,0,0,0,0,16,0,8090
321,0,0,0,0,0,64,0,8293
322,0,0,0,0,0,64,0,8331
324,0,0,0,0,0,32768,0,8342
325,0,0,0,0,256,0,0,8344
326,0,0,0,0,256,0,0,8345
327,0,0,0,0,256,0,0,8346
328,0,0,0,0,256,0,0,8347
331,0,71,0,0,0,0,0,8374
333,0,0,0,0,0,16384,0,8386
339,0,53,0,0,0,0,0,8435
356,0,0,0,0,0,16384,0,8517
357,0,0,0,0,0,16,0,8532
358,0,0,0,0,0,1024,0,8613
361,0,0,0,0,0,1024,0,8617
362,0,0,0,0,0,1024,0,8618
366,0,0,0,0,0,64,0,8800
367,0,0,0,0,0,64,0,8814
369,0,53,0,0,0,0,0,8873
370,0,0,0,0,0,64,0,8901
371,0,0,0,0,0,16,0,9092
372,0,0,0,0,0,64,0,9143
373,0,0,0,0,0,16384,0,9172
376,0,0,0,0,0,64,0,9478
377,0,0,0,0,32,0,0,9484
378,0,0,0,0,0,64,0,9489
379,0,53,0,0,0,0,0,9573
380,0,0,0,0,0,16384,0,9577
381,0,0,0,0,2,0,0,9712
382,0,0,0,49,0,0,0,9736
383,0,0,0,255,0,0,0,9773
384,0,0,0,255,0,0,0,9779
385,0,0,0,0,0,16,0,9781
386,0,0,0,0,0,16,0,9783
387,0,0,0,0,0,256,0,9786
388,0,0,0,0,0,16,0,9900
389,0,0,0,0,0,16,0,9903
390,0,0,0,49,0,0,0,9976
391,0,0,0,49,0,0,0,9991
392,0,0,0,49,0,0,0,9999
396,0,0,0,0,0,64,0,10094
429,0,0,0,0,0,256,0,10227
431,0,0,0,0,0,256,0,10239
432,0,0,0,0,0,256,0,10244
433,0,0,0,0,0,256,0,10245
434,0,0,0,0,0,256,0,10246
435,0,0,0,0,0,16384,0,10248
436,0,0,0,49,0,0,0,10267
437,0,0,0,49,0,0,0,10268
439,0,0,6,0,16420,0,0,10326
440,0,0,0,0,0,16,0,10344
443,0,0,0,49,0,0,0,10723
444,0,53,0,0,0,0,0,10733
445,0,0,0,0,0,16384,0,10738
446,0,0,0,0,0,1024,0,10768
449,0,0,0,0,0,256,0,10843
450,0,0,0,0,0,256,0,10847
451,0,0,0,0,0,32768,0,10850
454,0,0,0,0,0,256,0,10863
455,0,0,0,0,0,256,0,10908
456,0,0,0,0,0,256,0,10921
457,0,71,0,0,0,0,0,11019
458,0,53,0,0,0,0,0,11082
459,0,0,0,0,0,256,0,11132
460,0,0,0,0,0,256,0,11203
461,0,0,0,0,0,256,0,11204
462,0,0,0,0,0,256,0,11205
463,0,0,0,0,0,64,0,11433
464,0,0,0,0,0,16384,0,11434
465,0,0,0,0,0,16384,0,11437
466,0,0,0,0,32,0,0,11444
467,0,0,0,0,0,256,0,11512
468,0,0,0,0,0,256,0,11519
469,0,0,0,0,0,256,0,11520
470,0,0,0,0,0,256,0,11522
471,0,0,0,0,0,256,0,11525
472,0,0,0,0,0,256,0,11528
473,0,0,0,0,0,16384,0,11535
474,0,0,0,0,0,256,0,11545
475,0,0,0,0,0,256,0,11595
477,0,0,3,0,0,0,0,11790
478,0,0,0,0,0,16384,0,11792
481,0,53,0,0,0,0,0,11837
483,0,0,0,0,0,16384,0,11993
485,0,0,0,0,0,256,0,12118
486,0,0,0,0,0,256,0,12127
487,0,0,0,0,0,256,0,12128
488,0,0,0,0,0,256,0,12130
489,0,0,0,0,0,256,0,12131
490,0,0,0,0,0,256,0,12181
492,0,0,0,0,0,16384,0,12253
493,0,53,0,0,0,0,0,12278
494,0,0,0,0,0,16384,0,12304
495,0,0,0,49,0,0,0,12332
496,0,0,0,0,0,64,0,12419
497,0,0,0,49,0,64,0,12421
498,0,0,0,0,0,16,0,12459
499,0,0,0,0,0,16,0,12460
500,0,0,0,0,0,64,0,12468
501,0,53,0,0,0,0,0,12533
502,0,0,0,0,0,16384,0,12534
503,0,0,0,0,0,64,0,12543
504,0,53,0,0,0,0,0,12549
505,0,53,0,0,0,0,0,12557
506,0,0,0,49,0,64,0,12562
507,0,0,0,0,0,256,0,12578
508,0,53,0,0,0,0,0,12611
510,0,0,0,0,0,64,0,12684
511,0,0,0,0,0,256,0,12821
512,0,71,0,0,0,0,0,12882
513,0,53,0,0,0,0,0,12884
514,0,71,0,0,0,0,0,12887
515,0,53,0,0,0,0,0,12891
516,0,0,0,0,0,256,0,12998
517,0,0,0,0,0,256,0,13029
518,0,0,0,0,0,16384,0,13143
519,0,0,0,49,64,0,0,13180
520,0,0,0,0,64,0,0,13181
521,0,53,0,0,0,0,0,13184
523,0,0,0,0,0,64,0,13237
524,0,0,0,0,0,16,0,13262
526,0,0,0,0,0,16,0,13378
527,0,0,0,0,0,16,0,13380
528,0,0,0,0,0,16,0,13419
529,0,0,0,0,0,16,0,13421
530,0,0,0,0,0,16,0,13464
531,0,0,0,0,0,16384,0,13478
532,0,0,0,0,291,0,0,13481
533,0,0,0,0,0,16384,0,13484
534,0,0,0,0,0,16,0,13485
535,0,0,0,0,0,64,0,13487
536,0,0,0,0,0,32,0,13488
537,0,0,0,0,0,16,0,13501
538,0,0,0,0,0,16,0,13503
540,0,0,0,0,0,16,0,13529
542,0,0,0,0,0,16,0,13536
543,0,0,0,0,0,16,0,13538
544,0,0,0,0,0,16384,0,13564
545,0,0,0,0,0,16384,0,13565
546,0,0,0,0,0,16,0,13607
547,0,0,0,0,0,16,0,13612
548,0,0,0,0,0,16,0,13617
549,0,0,0,0,0,16,0,13620
550,0,0,0,0,0,16,0,13622
551,0,0,0,0,0,16,0,13626
552,0,0,0,0,0,16,0,13631
553,0,0,0,0,0,16,0,13635
554,0,0,0,0,0,16,0,13637
555,0,0,0,0,0,16,0,13640
556,0,0,0,0,0,16,0,13642
557,0,0,0,0,0,16,0,13644
558,0,0,0,0,0,16,0,13646
559,0,0,0,0,0,16,0,13648
560,0,0,0,0,0,16,0,13653
561,0,0,0,0,0,16,0,13655
563,0,0,0,0,0,16,0,13659
564,0,0,0,0,0,16,0,13661
565,0,0,0,0,0,16,0,13663
566,0,0,0,0,0,16,0,13687
567,0,0,0,0,0,16,0,13689
568,0,0,0,0,0,16,0,13693
569,0,0,0,0,0,16,0,13695
570,0,0,0,0,0,16,0,13698
571,0,0,0,0,0,16,0,13700
573,0,0,0,0,0,16,0,13746
575,0,0,0,0,0,64,0,13808
576,0,0,0,0,0,64,0,13810
578,0,0,0,0,0,16,0,13815
579,0,0,0,0,0,16,0,13817
580,0,0,0,0,0,16,0,13822
581,0,0,0,0,0,16,0,13836
582,0,0,0,0,0,16,0,13841
583,0,0,0,0,0,16,0,13846
584,0,0,0,0,0,16,0,13858
585,0,0,0,0,0,16,0,13868
586,0,0,0,0,0,16,0,13882
587,0,0,0,0,0,16,0,13887
588,0,0,0,0,0,16,0,13890
589,0,0,0,0,0,64,0,13895
590,0,0,0,0,0,16,0,13898
591,0,0,0,0,0,64,0,13899
592,0,0,0,0,0,64,0,13900
593,0,0,0,0,0,16,0,13905
594,0,0,0,0,4,0,0,13907
595,0,0,10,0,0,0,0,13910
596,0,0,0,0,0,32,0,13912
597,0,0,0,0,0,16,0,13915
598,0,0,0,0,0,16,0,13917
600,0,0,0,0,0,16,0,13931
602,0,0,0,0,0,16,0,13935
603,0,0,0,0,0,16,0,13937
604,0,0,0,0,0,16,0,13939
605,0,0,0,0,0,16,0,13941
606,0,0,0,0,0,16,0,13943
607,0,0,0,0,0,16,0,13945
608,0,0,0,0,0,16,0,13947
609,0,0,0,0,0,16,0,13948
610,0,0,0,0,0,64,0,14008
611,0,0,0,0,0,16384,0,14125
612,0,0,0,0,0,64,0,14814
614,0,0,0,0,0,256,0,14894
617,0,0,0,0,256,0,0,15057
618,0,0,0,0,0,256,0,15065
619,0,0,0,0,0,64,0,15066
620,0,0,0,0,0,256,0,15120
621,0,0,0,0,0,32,0,15167
622,0,0,0,0,0,256,0,15187
623,0,0,0,0,0,256,0,15211
625,0,53,0,0,0,0,0,15244
626,0,0,0,0,0,64,0,15252
627,0,0,0,0,0,16384,0,15276
628,0,0,0,0,0,16,0,15340
629,0,0,0,0,0,256,0,15342
630,0,0,0,0,0,256,0,15343
631,0,0,0,0,0,256,0,15344
632,0,0,0,0,0,16,0,15389
633,0,0,0,0,0,16,0,15391
634,0,0,0,0,0,16,0,15394
635,0,0,0,0,0,16,0,15397
637,0,0,0,0,0,16,0,15400
638,0,0,0,0,0,16,0,15402
639,0,0,0,0,0,16,0,15404
640,0,0,0,0,0,16,0,15406
651,0,0,0,0,211,0,0,15534
652,0,0,0,0,0,64,0,15668
653,0,0,0,0,0,16384,0,15748
654,0,0,0,0,0,64,0,15783
655,0,-82,0,0,0,0,0,15847
656,0,53,0,0,0,0,0,15851
657,0,0,0,0,0,64,0,16005
658,0,0,0,0,0,128,0,16007
659,0,0,0,0,0,16384,0,16028
660,0,0,0,0,0,256,0,16029
661,0,0,0,0,0,32,0,16037
662,0,0,0,0,2,0,0,16053
663,0,53,0,0,0,0,0,16054
664,0,71,0,0,0,0,0,16094
665,0,71,0,0,0,0,0,16099
666,0,0,0,0,0,64,0,16102
667,0,53,0,0,0,0,0,16104
668,0,0,0,0,0,16,0,16138
669,0,71,0,0,0,0,0,16169
670,0,71,0,0,0,0,0,16340
671,0,71,0,0,0,0,0,16350
672,0,0,0,0,0,256,0,16351
673,0,71,0,0,0,0,0,16359
674,0,71,0,0,0,0,0,16390
675,0,82,0,0,0,0,0,16396
676,0,0,0,0,0,64,0,16419
679,0,0,0,0,0,64,0,16497
680,0,0,0,0,0,16,0,16622
681,0,0,0,0,0,16,0,16623
683,0,0,0,0,0,64,0,16914
684,0,0,0,0,0,16384,0,16996
685,0,0,0,0,0,16384,0,17015
687,0,0,0,0,32,0,0,17147
688,0,0,0,0,32,0,0,17149
689,0,0,0,0,0,16384,0,17155
690,0,0,0,0,0,16384,0,17176
691,0,0,0,0,0,16384,0,17199
692,0,53,0,0,0,0,0,17283
693,0,0,0,0,32,64,0,17291
694,0,53,0,0,0,0,0,17294
695,0,0,0,0,0,16384,0,17432
696,0,0,0,0,0,64,0,17441
697,0,53,0,0,0,0,0,17446
698,0,0,0,0,0,256,0,17451
699,0,0,0,0,0,256,0,17452
700,0,0,0,0,0,16384,0,17474
703,0,0,0,0,0,16384,0,17667
704,0,0,0,0,0,256,0,17672
705,0,0,0,0,0,64,0,17678
707,0,0,0,0,0,256,0,17961
708,0,71,0,0,0,0,0,18144
711,0,0,0,0,0,64,0,18399
712,0,82,0,0,0,0,0,18500
713,0,0,0,0,0,16384,0,18559
714,0,0,0,0,0,256,0,18631
715,0,0,0,0,0,256,0,18632
716,0,0,0,0,0,16384,0,18762
717,0,0,0,0,0,16384,0,18952
718,0,0,0,0,0,256,0,18996
719,0,0,0,0,0,256,0,19027
721,0,0,0,0,0,16,0,19057
722,0,0,0,0,0,256,0,19179
724,0,0,0,0,0,256,0,19437
725,0,0,0,0,0,16384,0,19470
729,0,0,0,0,0,64,0,19513
730,0,0,0,0,1,0,0,19548
731,0,0,0,0,0,64,0,19561
734,0,82,0,0,0,0,0,19630
735,0,82,0,0,0,0,0,19641
736,0,0,0,0,1,0,0,19674
737,0,0,0,0,1,0,0,19687
738,0,0,0,0,1,0,0,19688
739,0,0,0,0,1,0,0,19689
740,0,0,0,0,1,0,0,19692
741,0,0,0,0,1,0,0,19693
742,0,0,0,0,1,0,0,19694
743,0,0,0,0,1,0,0,19696
744,0,0,0,0,1,0,0,19697
745,0,0,0,0,1,0,0,19699
746,0,0,0,0,1,0,0,19700
747,0,0,0,0,0,64,0,19717
748,0,0,0,0,32,0,0,19725
749,0,0,0,49,0,64,0,19769
750,0,0,0,0,0,256,0,19770
751,0,0,0,49,0,64,0,19784
752,0,0,0,0,0,256,0,19797
753,0,0,0,0,0,64,0,19805
754,0,180,0,0,0,0,0,19813
755,0,0,0,0,0,64,0,19821
756,0,0,0,0,2,0,0,19872
759,0,0,0,0,0,16,0,20008
760,0,0,0,0,0,16,0,20009
761,0,0,0,0,0,16,0,20010
762,0,0,0,0,0,16,0,20011
763,0,0,0,0,0,16,0,20012
764,0,0,0,0,0,16,0,20013
766,0,0,0,0,0,16,0,20015
767,0,0,0,0,0,16,0,20016
768,0,0,0,0,0,16,0,20017
769,0,0,0,0,0,16,0,20020
770,0,0,0,0,0,16,0,20023
771,0,0,0,0,0,16,0,20024
772,0,0,0,0,0,16,0,20025
773,0,0,0,0,0,16,0,20026
774,0,0,0,0,0,16,0,20028
775,0,0,0,0,0,16,0,20029
776,0,0,0,0,0,16,0,20030
777,0,0,0,0,0,16,0,20031
778,0,0,0,0,0,16,0,20032
779,0,0,0,0,0,16,0,20033
780,0,0,0,0,0,16,0,20034
781,0,0,0,0,0,16,0,20035
782,0,0,0,0,0,16,0,20036
783,0,0,1,0,118,0,0,20066
786,0,0,0,0,0,16384,0,20269
787,0,0,0,0,0,16384,0,20274
788,0,0,0,0,0,64,0,20296
789,0,53,0,0,0,0,0,20299
791,0,0,0,0,0,16384,0,20364
793,0,0,0,0,0,16384,0,20513
794,0,0,5,0,0,0,0,20549
795,0,0,0,0,96,0,0,20577
798,0,0,0,0,0,64,0,20680
801,0,82,0,0,0,0,0,20712
802,0,0,0,0,0,64,0,20713
804,0,71,0,0,0,0,0,20717
807,0,0,0,0,0,64,0,20754
808,0,0,0,0,0,64,0,20794
809,0,0,0,0,0,64,0,20813
810,0,0,0,0,0,64,0,20827
811,0,53,0,0,0,0,0,20828
812,0,0,0,0,4,0,0,20882
813,0,0,0,0,1,0,0,20893
814,0,82,0,0,0,0,0,21071
816,0,0,0,0,0,64,0,21096
817,0,0,0,0,0,64,0,21097
818,0,82,0,0,0,0,0,21099
819,0,0,0,0,0,256,0,21100
820,0,0,0,0,0,64,0,21152
821,0,0,0,0,0,256,0,21164
822,0,0,0,0,0,64,0,21188
823,0,71,0,0,0,0,0,21189
824,0,0,0,0,0,16384,0,21248
825,0,0,0,0,0,16384,0,21288
826,0,180,0,0,0,0,0,21333
827,0,0,0,0,0,256,0,21356
828,0,0,0,0,0,256,0,21357
829,0,0,0,0,0,16384,0,21358
830,0,0,0,0,0,64,0,21367
831,0,0,0,0,0,256,0,21368
832,0,0,0,0,0,256,0,21372
835,0,0,0,0,0,256,0,21465
838,0,0,0,60,0,0,0,21544
840,0,0,0,0,256,0,0,21556
841,0,53,0,0,0,0,0,21559
843,0,0,0,0,256,0,0,21566
844,0,0,0,0,0,16384,0,21651
845,0,0,0,0,0,16384,0,21652
847,0,0,0,0,0,64,0,21688
848,0,0,0,0,0,256,0,21731
849,0,0,0,0,0,256,0,21732
850,0,0,0,0,0,256,0,21734
851,0,0,0,0,0,256,0,21735
853,0,0,0,0,0,64,0,21855
856,0,0,0,0,0,16,0,21931
858,0,0,0,0,0,256,0,21939
859,0,0,0,0,0,256,0,21979
860,0,0,0,0,0,1024,0,22012
861,0,0,0,0,0,512,0,22027
872,0,0,1,0,0,0,0,22096
882,0,0,0,0,0,256,0,22108
883,0,0,0,0,0,256,0,22109
884,0,0,0,0,0,256,0,22110
885,0,0,0,0,0,256,0,22111
886,0,0,0,0,0,256,0,22112
887,0,0,0,0,0,256,0,22113
888,0,0,0,0,0,256,0,22114
889,0,0,0,0,0,256,0,22115
890,0,0,0,0,0,256,0,22116
891,0,0,0,0,0,256,0,22117
892,0,0,0,0,0,256,0,22118
893,0,0,0,0,0,256,0,22119
895,0,0,0,0,0,256,0,22207
900,0,0,0,0,0,256,0,22227
902,0,0,0,0,211,0,0,22274
903,0,0,0,0,0,64,0,22275
904,0,0,0,0,0,64,0,22334
905,0,71,0,0,0,0,0,22479
906,0,82,0,0,0,0,0,22539
907,0,71,0,0,0,0,0,22558
908,0,71,0,0,0,0,0,22559
909,0,71,0,0,0,0,0,22560
910,0,71,0,0,0,0,0,22561
911,0,0,0,0,0,256,0,22565
912,0,0,0,0,0,16,0,22593
913,0,0,0,0,0,16,0,22594
914,0,0,0,0,0,16,0,22596
915,0,0,0,0,0,16,0,22597
916,0,0,0,0,0,16,0,22598
917,0,0,0,0,0,16,0,22599
918,0,71,0,0,0,0,0,22642
919,0,0,0,0,0,64,0,22700
920,0,0,0,0,0,64,0,22703
921,0,0,0,0,0,16,0,22725
922,0,53,0,0,0,0,0,22741
923,0,53,0,0,0,0,0,22746
924,0,0,0,0,0,16,0,22749
925,0,0,0,0,0,16,0,22750
926,0,0,0,0,0,256,0,22752
927,0,0,0,0,0,16,0,22756
928,0,0,0,0,0,16,0,22779
931,0,0,0,0,0,16384,0,22810
932,0,0,0,0,0,256,0,22814
936,0,0,0,0,0,16,0,22840
937,0,0,0,0,0,16,0,22844
938,0,0,0,0,0,16,0,22846
939,0,0,0,0,0,256,0,22864
940,0,0,5,0,0,0,0,22884
941,0,0,0,0,0,64,0,22908
950,0,0,0,0,0,32768,0,22999
951,0,0,0,0,0,64,0,23000
952,0,53,0,0,0,0,0,23011
953,0,53,4,0,0,0,0,23023
954,0,0,0,0,0,64,0,23056
955,0,0,0,0,0,16384,0,23058
956,0,0,0,0,0,256,0,23059
957,0,0,0,0,0,16384,0,23061
958,0,0,0,0,0,16384,0,23062
959,0,0,0,0,0,64,0,23063
960,0,0,0,0,0,64,0,23105
965,0,0,0,0,0,64,0,23204
966,0,0,0,0,1023,0,0,23298
967,0,82,0,0,0,0,0,23339
969,0,0,0,0,1,0,0,23356
970,0,-82,0,0,0,0,0,23364
971,0,0,0,0,0,256,0,23460
972,0,82,0,0,0,0,0,23461
973,0,0,0,0,0,64,0,23466
974,0,0,0,0,0,256,0,23490
975,0,0,0,0,0,256,0,23491
976,0,0,0,0,0,256,0,23621
977,0,0,0,0,0,256,0,23622
978,0,0,0,0,0,256,0,23623
979,0,0,0,0,0,256,0,23625
980,0,0,0,0,0,256,0,23626
981,0,0,0,0,0,256,0,23627
983,0,0,0,0,0,16,0,23799
984,0,0,0,0,0,16,0,23800
985,0,0,0,0,0,16,0,23801
986,0,0,0,0,0,16,0,23802
987,0,0,0,0,0,16,0,23803
988,0,0,0,0,0,16,0,23804
989,0,82,0,0,0,0,0,23919
990,0,0,0,0,2,0,0,23967
999,0,53,0,0,0,0,0,24011
1012,0,0,5,0,0,0,0,24054
1029,0,0,4,0,0,0,0,24083
1030,0,0,0,0,0,16,0,24149
1031,0,0,0,0,0,16,0,24160
1032,0,0,0,0,0,16,0,24161
1033,0,0,0,0,0,16,0,24162
1034,0,0,0,0,0,16,0,24163
1035,0,0,0,0,0,16,0,24164
1036,0,0,0,0,0,16,0,24165
1037,0,0,0,0,0,16,0,24167
1038,0,0,0,0,0,16,0,24168
1039,0,82,0,0,0,0,0,24192
1042,0,0,0,0,0,16,0,24302
1043,0,53,0,0,0,0,0,24334
1044,0,0,0,0,0,64,0,24340
1045,0,0,0,0,0,32768,0,24341
1046,0,0,10,0,0,0,0,24415
1047,0,0,0,0,0,16,0,24420
1048,0,0,0,0,0,16,0,24421
1049,0,0,0,0,0,16,0,24422
1050,0,0,0,0,0,64,0,24612
1051,0,0,0,0,0,64,0,24669
1052,0,0,0,0,0,64,0,24670
1054,0,82,0,0,0,0,0,24682
1055,0,0,0,0,0,64,0,24683
1056,0,0,0,0,0,64,0,24706
1057,0,0,0,0,0,256,0,24802
1059,0,82,0,0,0,0,0,24818
1061,0,45,0,0,0,0,0,24821
1062,0,135,0,0,0,0,0,24822
1063,0,90,0,0,0,0,0,24823
1064,0,180,0,0,0,0,0,24835
1065,0,225,0,0,0,0,0,24836
1066,0,270,0,0,0,0,0,24837
1067,0,315,0,0,0,0,0,24838
1068,0,82,0,0,0,0,0,24839
1069,0,0,0,0,0,256,0,24872
1070,0,0,0,0,0,256,0,24873
1072,0,7,1,0,0,0,0,24933
1080,0,0,0,0,0,64,0,25019
1081,0,0,1,0,0,0,0,25024
1082,0,0,1,0,0,0,0,25026
1083,0,0,1,0,0,0,0,25027
1084,0,53,0,0,0,0,0,25029
1085,0,71,1,0,0,0,0,25030
1086,0,0,1,0,0,0,0,25031
1087,0,0,1,0,0,0,0,25032
1088,0,0,0,0,0,64,0,25033
1089,0,53,0,0,0,0,0,25034
1090,0,0,0,0,0,16,0,25072
1091,0,0,0,0,0,16,0,25073
1092,0,0,0,0,0,16,0,25074
1093,0,0,0,0,0,16,0,25078
