ID,Name,Pos[0],Pos[1],Pos[2],LookAt[0],LookAt[1],LookAt[2],Up[0],Up[1],Up[2],UiCameraTypeID,AnimID,AnimFrame,AnimVariation,Flags
242,Transmog-Weapon-1HAxe,0.30263114,-0.07236796,-0.03289467,1.504276,-1.0647004,0,0,0,0,16,0,-1,-1,1
243,Transmog-Weapon-2HAxe,0.25,-0.20394646,-0.23684312,1.4400003,-1.0799989,0,0,0,0,16,0,-1,-1,1
244,Transmog-Weapon-1HMace,0.91447395,-0.05921276,-0.04605279,1.4400003,-1.0799989,0,0,0,0,16,0,-1,-1,1
245,Transmog-Weapon-2HMace,0.75,-0.1973681,-0.23684214,1.4900002,-1.0199989,0,0,0,0,16,0,-1,-1,1
246,Transmog-Weapon-Staff,0.5,-0.30920988,-0.41447398,1.5300002,-0.97999835,0,0,0,0,16,0,-1,-1,1
247,Transmog-Weapon-Polearm,-0.75,-0.2434202,-0.27631623,1.4700005,-0.93999904,0,0,0,0,16,0,-1,-1,1
248,Transmog-Weapon-FistWeapon,0.5,0.039471872,-0.013159574,1.5089414,-2.557492,0,0,0,0,16,0,-1,-1,1
249,Transmog-Weapon-Shield,0.75,0.019737182,-0.0065795323,-1.3750156,-1.396468,0,0,0,0,16,0,-1,-1,1
250,Transmog-Weapon-Offhand,1,-0.019735614,-0.02631434,1.3599987,-0.88999987,0,0,0,0,16,0,-1,-1,1
251,Transmog-Weapon-Bow,-1.0460532,0.059211817,-0.06578723,-7.5200005,-11.650028,0.2899994,0,0,0,16,0,-1,-1,1
252,Transmog-Weapon-Gun,-0.2236842,-0.04605281,1.4570542E-06,1.0400003,-13.370008,0.2899994,0,0,0,16,0,-1,-1,1
253,Transmog-Weapon-Crossbow,-0.13157982,-0.05263155,0.019739116,2.4171374,-13.383227,0.2899994,0,0,0,16,0,-1,-1,1
274,Transmog-Human-Female-Head,3.4517534,0.07894854,-1.7631576,-0.54468507,-0.10666689,0.097777404,0,0,0,15,0,0,0,0
275,Transmog-Human-Female-Shoulder,3.348683,-0.16447243,-1.5723674,-0.33487055,0,0,0,0,0,15,0,0,0,0
276,Transmog-Human-Female-Back,3.1776319,0.0065802764,-1.171052,-2.6480181,0,0,0,0,0,15,0,0,0,0
277,Transmog-Human-Female-Robe,3.1907892,0.013157443,-1.2631578,-0.30999997,0,0,0,0,0,15,0,0,0,0
278,Transmog-Human-Female-Shirt,3.2236838,0.0197366,-1.3749987,-0.30999997,0,0,0,0,0,15,0,0,0,0
279,Transmog-Human-Female-Tabard,3.2565787,0.02631729,-1.2960508,-0.22801934,0,0,0,0,0,15,0,0,0,0
280,Transmog-Human-Female-Wrist,3.4356718,0.15789562,-1.0592097,0.84553725,0,0,0,0,0,15,0,0,0,0
281,Transmog-Human-Female-Hands,3.2748525,-0.11184116,-0.97368395,-0.81666636,0,0.15111057,0,0,0,15,0,0,0,0
282,Transmog-Human-Female-Waist,3.2404969,0.013159413,-1.124999,0.008242881,0,0.053332523,0,0,0,15,0,1934,0,0
283,Transmog-Human-Female-Legs,2.9078941,-0.013158254,-0.7171048,-0.044664554,-0.027137756,0,0,0,0,15,0,4033,0,0
284,Transmog-Human-Female-Feet,3.1513157,0.013159611,-0.230263,-0.477778,0,0,0,0,0,15,0,0,0,0
309,Transmog-Worgen-Male-Head,2.4407883,0.098683216,-2.1052642,-0.41135162,-0.24888822,0,0,0,0,15,0,0,0,0
310,Transmog-Worgen-Male-Shoulder,2.072368,-0.53947484,-1.9868418,0.1741537,-0.2933334,0,0,0,0,15,0,0,0,0
311,Transmog-Worgen-Male-Back,1.6973697,-0.1447375,-1.5197344,-2.6480181,0,0,0,0,0,15,0,0,0,0
312,Transmog-Worgen-Male-Robe,2.1381571,0.046053182,-1.5789473,-0.37784362,-0.22388764,0.061060183,0,0,0,15,0,1758,0,0
313,Transmog-Worgen-Male-Shirt,2.3026314,-0.013155568,-1.822366,-0.44007254,-0.39510003,0.04749207,0,0,0,15,0,0,0,0
314,Transmog-Worgen-Male-Tabard,2.447368,-0.072367676,-1.4999973,-0.23690787,-0.37333354,0,0,0,0,15,0,0,0,0
315,Transmog-Worgen-Male-Wrist,2.5657885,0.5855287,-1.407895,0.8384263,0,0,0,0,0,15,0,0,0,0
316,Transmog-Worgen-Male-Hands,2.2565787,-0.6513152,-1.1513156,-0.29222226,-0.17777832,0,0,0,0,15,0,0,0,0
317,Transmog-Worgen-Male-Waist,2.9473689,0.0065792003,-1.3684194,0.08124035,0,0,0,0,0,15,0,904,0,0
318,Transmog-Worgen-Male-Legs,2.289473,0.01315803,-1.0131563,-0.49777848,-0.20444486,0,0,0,0,15,0,0,0,0
319,Transmog-Worgen-Male-Feet,2.2302623,-0.20394692,-0.4144736,-0.48362207,-0.13732193,0.10292847,0,0,0,15,0,0,0,0
320,Transmog-Worgen-Female-Head,3.2105265,0.11842231,-2.2105262,-0.35801867,-0.20444395,0.10666687,0,0,0,15,0,0,0,0
321,Transmog-Worgen-Female-Shoulder,2.710526,-0.30921122,-1.9078939,0.01625786,0,0,0,0,0,15,0,0,0,0
322,Transmog-Worgen-Female-Back,2.3749998,-0.0065782457,-1.3355258,-2.6924627,-0.008888859,0,0,0,0,15,0,0,0,0
323,Transmog-Worgen-Female-Robe,2.743421,0.08552637,-1.6249995,-0.061110817,0,0.071111456,0,0,0,15,0,0,0,0
324,Transmog-Worgen-Female-Shirt,2.947368,0.059212696,-1.7565778,-0.17246366,0,0,0,0,0,15,0,0,0,0
325,Transmog-Worgen-Female-Tabard,2.796053,0.06579255,-1.6052614,0.16309153,0,0,0,0,0,15,0,0,0,0
326,Transmog-Worgen-Female-Wrist,3.3618402,0.4407905,-1.3289491,0.8899818,0,0,0,0,0,15,0,0,0,0
327,Transmog-Worgen-Female-Hands,2.835527,-0.3421044,-1.2499996,-0.31678525,0,0,0,0,0,15,0,0,0,0
328,Transmog-Worgen-Female-Waist,3.1315794,0.08553002,-1.3947356,0.24475528,0,0.074630134,0,0,0,15,0,0,0,0
329,Transmog-Worgen-Female-Legs,2.440788,0.07236656,-0.9276301,-0.13333364,-0.21333314,-0.06105958,0,0,0,15,0,0,0,0
330,Transmog-Worgen-Female-Feet,2.927631,-0.065789424,-0.45394665,-0.28222236,0,0,0,0,0,15,0,0,0,0
331,Transmog-Draenei-Male-Head,2.7697363,0.25000107,-2.3618424,-0.4469076,-0.16000001,0.088888556,0,0,0,15,0,0,0,0
332,Transmog-Draenei-Male-Shoulder,1.9539471,-0.28947306,-2.1381578,-0.6141942,-0.088888556,0.035555422,0,0,0,15,0,0,0,0
333,Transmog-Draenei-Male-Back,2.4407914,0.08552771,-1.4999992,-3.4847987,-0.17777857,-0.0063132076,0,0,0,15,0,0,0,0
334,Transmog-Draenei-Male-Robe,1.5526323,0.3486833,-1.5460536,-0.8370196,0,0,0,0,0,15,0,0,0,0
335,Transmog-Draenei-Male-Shirt,2.0526314,0.42105496,-1.8289468,-0.89739305,-0.06222229,0.07999939,0,0,0,15,0,0,0,0
336,Transmog-Draenei-Male-Tabard,1.796052,0.17105459,-1.5592085,-0.33327186,0,0,0,0,0,15,0,0,0,0
337,Transmog-Draenei-Male-Wrist,2.7763147,0.026319534,-1.4671066,0.799314,-0.05511082,0.0035534822,0,0,0,15,0,0,0,0
338,Transmog-Draenei-Male-Hands,2.5065794,-0.4144742,-1.3684212,-0.3277777,-0.24000004,0.07999999,0,0,0,15,0,0,0,0
339,Transmog-Draenei-Male-Waist,2.453948,0.17105424,-1.2960519,-0.3332732,0,0.012626342,0,0,0,15,0,0,0,0
340,Transmog-Draenei-Male-Legs,1.7828944,-0.11842091,-1.085526,0.1953045,-0.27555573,0.026666865,0,0,0,15,0,0,0,0
341,Transmog-Draenei-Male-Feet,2.2565765,-0.06578844,-0.24999774,0.1719424,0.03181826,0.09941254,0,0,0,15,0,0,0,0
342,Transmog-Draenei-Female-Head,3.35,0.03,-2.2,-0.4,-0.222222,0.03,0,0,0,15,0,0,0,0
343,Transmog-Draenei-Female-Shoulder,3.2368417,-0.13815694,-1.9868422,-0.46823388,-0.03555572,0.13333283,0,0,0,15,0,0,0,0
345,Transmog-Draenei-Female-Back,2.993421,-0.032892514,-1.5065771,-3.0587919,0,0,0,0,0,15,0,0,0,0
347,Transmog-Draenei-Female-Robe,2.92763,0.05,-1.65,-0.363334,-0.062222,0.0392932,0,0,0,15,0,0,0,0
348,Transmog-Draenei-Female-Shirt,2.9,0.07,-1.68421,-0.412464,0,0,0,0,0,15,0,0,0,0
349,Transmog-Draenei-Female-Tabard,3.039473,0.006580778,-1.5526296,-0.1650756,-0.09777771,0.046077877,0,0,0,15,0,0,0,0
350,Transmog-Draenei-Female-Wrist,3.3377182,0.08187223,-1.3706155,0.98064774,0,0,0,0,0,15,0,0,0,0
352,Transmog-Draenei-Female-Hands,3.144736,-0.13815634,-1.2565793,-0.89666617,2.9522926E-07,0.03555543,0,0,0,15,0,885,0,0
355,Transmog-Draenei-Female-Waist,3.2039485,-0.006577907,-1.4078935,-0.06801933,-0.1492569,0.07952942,0,0,0,15,0,0,0,0
356,Transmog-Draenei-Female-Legs,2.6249995,0.01315864,-0.97368354,-0.2058267,-0.10666613,0.019411642,0,0,0,15,0,0,0,0
358,Transmog-Draenei-Female-Feet,3.11842,0,-0.296053,-1.53327,0.135689,0,0,0,0,15,0,0,0,0
363,Transmog-Dwarf-Male-Head,2.9539475,0.0197399,-1.3881574,-0.31357375,-0.11555573,0.027828362,0,0,0,15,0,0,0,0
364,Transmog-Dwarf-Male-Shoulder,2.598684,-0.39473593,-1.2368417,-0.19402981,0,0,0,0,0,15,0,0,0,0
365,Transmog-Dwarf-Male-Back,2.75,0.05,-0.815788,-3.1,0,0,0,0,0,15,0,0,0,0
366,Transmog-Dwarf-Male-Robe,2.5526314,0.006579659,-0.88157755,-0.38205436,0,0,0,0,0,15,0,0,0,0
367,Transmog-Dwarf-Male-Shirt,2.6973681,0.05263388,-1.0526304,-0.3680193,0,0,0,0,0,15,0,0,0,0
368,Transmog-Dwarf-Male-Tabard,2.6315787,-0.013156094,-0.8618408,0.04778693,0,0,0,0,0,15,0,0,0,0
369,Transmog-Dwarf-Male-Wrist,2.9605243,0.25658047,-0.7631591,0.7957592,0,0,0,0,0,15,0,0,0,0
370,Transmog-Dwarf-Male-Hands,2.8552632,-0.40789482,-0.65131533,-0.30999997,0,0,0,0,0,15,0,0,0,0
371,Transmog-Dwarf-Male-Waist,2.8815794,-0.013155317,-0.7894726,0.0828724,-0.19555572,0,0,0,0,15,0,0,0,0
372,Transmog-Dwarf-Male-Legs,2.4144735,-0.019739054,-0.453948,-0.37685153,-0.10993317,0.071110845,0,0,0,15,0,0,0,0
373,Transmog-Dwarf-Male-Feet,2.6381578,0.032894585,-0.22368342,-0.7746289,0,0,0,0,0,15,0,0,0,0
374,Transmog-Dwarf-Female-Head,3.3771918,0.05263273,-1.3750005,-0.37579682,-0.07111069,0.07111148,0,0,0,15,0,0,0,0
375,Transmog-Dwarf-Female-Shoulder,3.249999,-0.26973522,-1.1710513,-0.31966662,0,0,0,0,0,15,0,0,0,0
376,Transmog-Dwarf-Female-Back,3.1578956,-0.026315387,-0.8157884,-3.213673,0,0,0,0,0,15,0,0,0,0
377,Transmog-Dwarf-Female-Robe,3.2039473,0.039474037,-0.875,-0.30999997,0,0,0,0,0,15,0,0,0,0
378,Transmog-Dwarf-Female-Shirt,3.217105,0.03947546,-0.9999988,-0.3680193,0,0,0,0,0,15,0,0,0,0
379,Transmog-Dwarf-Female-Tabard,3.217104,0.013159118,-0.85526085,-0.017702635,0,0,0,0,0,15,0,0,0,0
380,Transmog-Dwarf-Female-Wrist,3.4590623,0.16739969,-0.7690068,0.88820434,0,0,0,0,0,15,0,0,0,0
381,Transmog-Dwarf-Female-Hands,3.3157895,-0.23026417,-0.68420964,-0.5233337,0,0,0,0,0,15,0,0,0,0
382,Transmog-Dwarf-Female-Waist,3.1535084,0.006580707,-0.7499982,-0.0069597582,0,0,0,0,0,15,0,0,0,0
383,Transmog-Dwarf-Female-Legs,3.0131578,0.0065785646,-0.48684204,-0.08888946,-0.27555507,0.013096927,0,0,0,15,0,0,0,0
384,Transmog-Dwarf-Female-Feet,3.125,0.06578968,-0.20394638,-0.79777783,-0.08,0.04444458,0,0,0,15,0,0,0,0
385,Transmog-Gnome-Male-Head,2.9802628,0.026319116,-0.96710443,-0.49301675,-0.072888635,0.017778315,0,0,0,15,0,0,0,0
386,Transmog-Gnome-Male-Shoulder,3.0526323,-0.27631807,-0.73684156,-0.1760295,0,-0.00888916,0,0,0,15,0,0,0,0
387,Transmog-Gnome-Male-Back,3.0986845,-0.013157666,-0.48684037,-2.8379803,0,0.05427612,0,0,0,15,0,0,0,0
389,Transmog-Gnome-Male-Robe,3.0263164,-0.006579097,-0.5328944,-0.48077318,0,0,0,0,0,15,0,0,0,0
390,Transmog-Gnome-Male-Shirt,3.1644733,0.00658239,-0.6249987,-0.3680193,0,0,0,0,0,15,0,0,0,0
393,Transmog-Gnome-Male-Tabard,3.1447368,-0.0065779877,-0.5526301,0.10601936,0,0,0,0,0,15,0,243,0,0
394,Transmog-Gnome-Male-Wrist,3.631575,0.28289443,-0.44736823,0.468648,0,0.29866636,0,0,0,15,0,0,0,0
395,Transmog-Gnome-Male-Hands,3.2434225,-0.30920947,-0.38815776,-0.50555485,0,0,0,0,0,15,0,0,0,0
396,Transmog-Gnome-Male-Waist,3.1710527,0.0065804143,-0.4210516,-0.04494804,-0.0711113,0.021333002,0,0,0,15,0,0,0,0
397,Transmog-Gnome-Male-Legs,3.05921,0,-0.28947395,-0.35555565,0,0,0,0,0,15,0,0,0,0
398,Transmog-Gnome-Male-Feet,3.1710515,-0.0328938,-0.12499935,-0.9844425,0.062221844,0.071110226,0,0,0,15,0,0,0,0
399,Transmog-Gnome-Female-Head,3.27632,0.03,-0.755,-0.375797,-0.142222,0.0977771,0,0,0,15,0,0,0,0
400,Transmog-Gnome-Female-Shoulder,3.1513147,-0.23026478,-0.657893,-0.12015497,0,0,0,0,0,15,0,0,0,0
401,Transmog-Gnome-Female-Back,3.5263157,0.026317764,-0.4802627,-2.6480181,0,0,0,0,0,15,0,0,0,0
402,Transmog-Gnome-Female-Robe,3.3092098,0.03947413,-0.49999988,-0.3507068,0,0,0,0,0,15,0,0,0,0
403,Transmog-Gnome-Female-Shirt,3.401316,0.046054285,-0.5921026,-0.3680193,0,0,0,0,0,15,0,0,0,0
404,Transmog-Gnome-Female-Tabard,3.3289466,-0.013156121,-0.48683974,0.11926215,0,0,0,0,0,15,0,243,0,0
405,Transmog-Gnome-Female-Wrist,3.74415,0.192252,-0.42,0.582426,0,0,0,0,0,15,0,0,0,0
406,Transmog-Gnome-Female-Hands,3.476608,-0.17105605,-0.3684213,-0.52333367,0,0,0,0,0,15,0,0,0,0
407,Transmog-Gnome-Female-Waist,3.4203203,-0.003652432,-0.41300967,-0.015195228,-0.017777707,0.014221802,0,0,0,15,0,0,0,0
408,Transmog-Gnome-Female-Legs,3.30263,0.03,-0.25,-0.325333,-0.0711113,0,0,0,0,15,0,0,0,0
409,Transmog-Gnome-Female-Feet,3.4108174,0.07894764,-0.1249987,-0.92457783,-0.027137743,0.08819581,0,0,0,15,0,0,0,0
410,Transmog-NightElf-Male-Head,3.1118422,0.059212793,-2.2434218,-0.4557969,-0.08000015,0.035555422,0,0,0,15,0,0,0,0
411,Transmog-NightElf-Male-Shoulder,2.467104,-0.3618419,-2.0131571,-0.26542294,0,0,0,0,0,15,0,0,0,0
412,Transmog-NightElf-Male-Back,2.4407892,-0.026315473,-1.394736,-2.8218074,0,0,0,0,0,15,0,0,0,0
413,Transmog-NightElf-Male-Robe,2.7697372,0.07894651,-1.6578958,-0.3357245,-0.11555576,0.080000006,0,0,0,15,0,0,0,0
414,Transmog-NightElf-Male-Shirt,2.8157883,0.06579177,-1.7960516,-0.369652,0,0,0,0,0,15,0,0,0,0
415,Transmog-NightElf-Male-Tabard,2.8026319,-0.006577773,-1.6315771,0.015717844,-0.05333343,0,0,0,0,15,0,0,0,0
416,Transmog-NightElf-Male-Wrist,3.0921037,0.28289613,-1.388159,0.84553814,0,0,0,0,0,15,0,0,0,0
417,Transmog-NightElf-Male-Hands,2.7105255,-0.34210533,-1.1973674,-0.5144439,0,0,0,0,0,15,0,0,0,0
418,Transmog-NightElf-Male-Waist,3.0921042,0.006580264,-1.4078933,-0.006960369,0,0.054276124,0,0,0,15,0,0,0,0
419,Transmog-NightElf-Male-Legs,2.243421,-0.026315488,-0.92105263,0,-0.097778015,0,0,0,0,15,0,0,0,0
420,Transmog-NightElf-Male-Feet,2.6052628,2.891291E-06,-0.3552629,-0.61111104,0,0,0,0,0,15,0,0,0,0
421,Transmog-NightElf-Female-Head,3.184211,0.046054494,-2.0986838,-0.41135105,-0.12444428,0.079999395,0,0,0,15,0,0,0,0
422,Transmog-NightElf-Female-Shoulder,2.888158,-0.28289434,-1.8881567,-0.3161503,0,0,0,0,0,15,0,0,0,0
423,Transmog-NightElf-Female-Back,3.0394747,-0.046051536,-1.4605244,-2.8524625,0,0,0,0,0,15,0,0,0,0
424,Transmog-NightElf-Female-Robe,2.8223686,0.019735886,-1.5723691,-0.30999997,0,0,0,0,0,15,0,0,0,0
425,Transmog-NightElf-Female-Shirt,2.9342108,0.03947357,-1.6776308,-0.29923278,0,0.033921506,0,0,0,15,0,0,0,0
426,Transmog-NightElf-Female-Tabard,2.8223677,-0.006576016,-1.5855228,-0.006269468,0,0.013568725,0,0,0,15,0,0,0,0
427,Transmog-NightElf-Female-Wrist,3.2434206,0.20394869,-1.3289478,0.61798096,0,0,0,0,0,15,0,0,0,0
428,Transmog-NightElf-Female-Hands,2.7960525,-0.21052624,-1.223684,-0.8255561,0,0,0,0,0,15,0,0,0,0
429,Transmog-NightElf-Female-Waist,3.1315794,-0.032891378,-1.3947346,0.026491782,0,-0.054275513,0,0,0,15,0,0,0,0
430,Transmog-NightElf-Female-Legs,2.3815777,0,-1.0065781,-0.071111076,0,0,0,0,0,15,0,0,0,0
431,Transmog-NightElf-Female-Feet,2.907894,0.08552677,-0.22368342,-0.70000017,0,0,0,0,0,15,0,0,0,0
432,Transmog-Goblin-Male-Head,2.8486843,0.01315934,-1.1381574,-0.3313515,-0.08000091,0.017777711,0,0,0,15,0,0,0,0
433,Transmog-Goblin-Male-Shoulder,2.9802637,-0.31578946,-0.90789473,-0.13768104,-0.053333133,0,0,0,0,15,0,0,0,0
434,Transmog-Goblin-Male-Back,2.625,-0.03947263,-0.5855255,-2.7991295,0,0,0,0,0,15,0,0,0,0
435,Transmog-Goblin-Male-Robe,2.8684216,-0.013157453,-0.63815784,0.08277696,0,0,0,0,0,15,0,0,0,0
436,Transmog-Goblin-Male-Shirt,2.9736834,-0.013155104,-0.7434193,-0.17246367,0,0,0,0,0,15,0,0,0,0
437,Transmog-Goblin-Male-Tabard,2.9999993,-0.006577632,-0.6644711,0.20169407,0,0,0,0,0,15,0,0,0,0
438,Transmog-Goblin-Male-Wrist,3.269735,0.3618441,-0.5592112,0.9806485,0,0,0,0,0,15,0,0,0,0
439,Transmog-Goblin-Male-Hands,2.8157897,-0.26315767,-0.4605273,-0.6922222,0,0,0,0,0,15,0,0,0,0
440,Transmog-Goblin-Male-Waist,3.2434216,1.1073425E-06,-0.49341908,0.21736637,-0.05427582,-0.013568118,0,0,0,15,0,0,0,0
441,Transmog-Goblin-Male-Legs,3.0526326,-0.0065776575,-0.32236752,-0.4631964,0,0,0,0,0,15,0,0,0,0
442,Transmog-Goblin-Male-Feet,2.8618412,-0.013157396,-0.15131365,-0.753112,0,0,0,0,0,15,0,0,0,0
443,Transmog-Goblin-Female-Head,3.0526316,0.06579116,-1.1315789,-0.47357303,-4.5727938E-07,0.07111021,0,0,0,15,0,0,0,0
444,Transmog-Goblin-Female-Shoulder,3.0986843,-0.30263233,-0.92105097,-0.19453059,0,0.044444587,0,0,0,15,0,0,0,0
445,Transmog-Goblin-Female-Back,3.0526316,-0.026313487,-0.6184201,-2.8349059,0,0,0,0,0,15,0,0,0,0
446,Transmog-Goblin-Female-Robe,3.164473,0.046050843,-0.70394784,-0.32356933,0,0,0,0,0,15,0,0,0,0
447,Transmog-Goblin-Female-Shirt,3.203947,0.039474983,-0.7565775,-0.37480336,0,0,0,0,0,15,0,0,0,0
448,Transmog-Goblin-Female-Tabard,3.243421,0.013159895,-0.67762923,-0.09584833,0,0,0,0,0,15,0,0,0,0
449,Transmog-Goblin-Female-Wrist,3.5592086,0.2368434,-0.4407889,0.783315,0.30222183,0.238222,0,0,0,15,0,0,0,0
450,Transmog-Goblin-Female-Hands,3.0592103,-0.21710503,-0.35526294,-0.6211113,0.20444457,-0.23111203,0,0,0,15,0,0,0,0
451,Transmog-Goblin-Female-Waist,3.2697375,0.006580836,-0.56578845,-0.11293328,-0.088888556,0.074629515,0,0,0,15,0,0,0,0
452,Transmog-Goblin-Female-Legs,2.9539468,0.013158809,-0.36842048,-0.18666682,-0.12444428,0.008889774,0,0,0,15,0,0,0,0
453,Transmog-Goblin-Female-Feet,3.2697358,-0.059211217,-0.098684885,0.67777854,0.05333298,0.062221676,0,0,0,15,0,0,0,0
454,Transmog-BloodElf-Male-Head,3.3289478,0.12500067,-1.9144738,-0.36690703,-0.11555556,0.062221684,0,0,0,15,0,0,0,0
455,Transmog-BloodElf-Male-Shoulder,2.7500005,-0.23026197,-1.7171037,0.0711924,0,0,0,0,0,15,0,0,0,0
456,Transmog-BloodElf-Male-Back,2.7763157,-0.032893814,-1.2631569,-2.4987595,0,0,0,0,0,15,0,1189,0,0
457,Transmog-BloodElf-Male-Robe,2.9013157,0.12499932,-1.4276321,-0.07888916,0,0,0,0,0,15,0,0,0,0
458,Transmog-BloodElf-Male-Shirt,2.940789,0.1381577,-1.532894,-0.048018582,0,0.040706787,0,0,0,15,0,0,0,0
459,Transmog-BloodElf-Male-Tabard,2.960525,0.09868568,-1.427629,0.35117164,-0.062222295,0,0,0,0,15,0,608,0,0
460,Transmog-BloodElf-Male-Wrist,3.2565765,0.33552757,-1.1644741,0.8668696,0,0,0,0,0,15,0,0,0,0
461,Transmog-BloodElf-Male-Hands,2.8552632,-0.1578945,-1.124999,-0.71,0,0,0,0,0,15,0,1002,0,0
462,Transmog-BloodElf-Male-Waist,3.1710544,0.11184466,-1.2302616,0.286847,-0.026666412,0.061060183,0,0,0,15,0,1133,0,0
463,Transmog-BloodElf-Male-Legs,2.6184218,0.092104614,-0.9210522,0.10666718,-0.09777772,-0.08141297,0,0,0,15,0,814,0,0
464,Transmog-BloodElf-Male-Feet,2.6710525,-0.026315555,-0.24999836,-0.70000017,0,0,0,0,0,15,0,0,0,0
465,Transmog-BloodElf-Female-Head,3.4473684,0.046054773,-1.7894738,-0.60690755,-0.09777741,0.053333133,0,0,0,15,0,0,0,0
466,Transmog-BloodElf-Female-Shoulder,3.3684204,-0.20394887,-1.5855259,-0.17889152,0,0,0,0,0,15,0,0,0,0
467,Transmog-BloodElf-Female-Back,3.1184206,0.032894444,-1.1907885,-2.9691496,0,0,0,0,0,15,0,1410,0,0
468,Transmog-BloodElf-Female-Robe,3.125,0.019736592,-1.3026323,-0.49666685,0,0,0,0,0,15,0,599,0,0
469,Transmog-BloodElf-Female-Shirt,3.256578,0.059213515,-1.3881568,-0.465797,0,0.054276127,0,0,0,15,0,0,0,0
470,Transmog-BloodElf-Female-Tabard,3.1973677,0.026319403,-1.3223664,-0.22801934,0,0,0,0,0,15,0,0,0,0
471,Transmog-BloodElf-Female-Wrist,3.4466352,0.11842235,-1.1447369,0.7246482,0,0,0,0,0,15,0,0,0,0
472,Transmog-BloodElf-Female-Hands,3.230263,-0.14473557,-1.0131577,-0.8255551,0,-0.017777137,0,0,0,15,0,1970,0,0
473,Transmog-BloodElf-Female-Waist,3.2668123,-0.010961853,-1.1710514,-0.2989496,-0.1529953,-0.12212037,0,0,0,15,0,0,0,0
474,Transmog-BloodElf-Female-Legs,2.9013157,0.032895256,-0.8421057,-0.35442486,0,0.12070625,0,0,0,15,0,0,0,0
475,Transmog-BloodElf-Female-Feet,3.1578944,0.07236845,-0.23026267,-1.6043435,0.05942703,0.07274465,0,0,0,15,0,0,0,0
476,Transmog-Orc-Male-Head,2.5986843,0.21710755,-1.9539478,-0.45579633,-0.09777802,0.053333737,0,0,0,15,0,0,0,0
477,Transmog-Orc-Male-Shoulder,1.9342107,-0.53289515,-1.8947366,-0.23175226,-0.09777741,0,0,0,0,15,0,0,0,0
478,Transmog-Orc-Male-Back,2.3223686,-0.019737039,-1.3223673,-2.8302238,0,-0.074628904,0,0,0,15,0,0,0,0
479,Transmog-Orc-Male-Robe,2.2631576,0.09868561,-1.4736848,-0.5876911,-0.3111109,0.20444396,0,0,0,15,0,0,0,0
480,Transmog-Orc-Male-Shirt,2.6907902,0.15789863,-1.6578935,-0.5275478,-0.39111122,0.2577777,0,0,0,15,0,0,0,0
481,Transmog-Orc-Male-Tabard,2.6907892,0.052631956,-1.4342086,-0.06544549,-0.40493134,0.034141123,0,0,0,15,0,0,0,0
482,Transmog-Orc-Male-Wrist,2.7105248,0.4802657,-1.085527,0.8597574,0.035555415,0.09244506,0,0,0,15,0,0,0,0
483,Transmog-Orc-Male-Hands,2.3618417,-0.46710593,-1.0131572,-0.44518536,0,0,0,0,0,15,0,0,0,0
484,Transmog-Orc-Male-Waist,3.006578,0.032895964,-1.276314,-0.11083062,-0.19860196,0.027138673,0,0,0,15,0,0,0,0
