ID,CooldownSetID,SpellID,Category,PlayerConditionID,OrderIndex,Flags,SpellCategoryID,EquipSlot,Field_12_1_0_68209_009
199300,5234,3140,2,163950,98,2,0,0,0
199301,5234,8400,2,163951,99,2,0,0,0
199302,5234,8401,2,163952,100,2,0,0,0
199303,5234,8402,2,163953,101,2,0,0,0
199304,5234,10148,2,163954,102,2,0,0,0
199305,5234,10149,2,163955,103,2,0,0,0
199306,5234,10150,2,163956,104,2,0,0,0
199307,5234,10151,2,164133,105,2,0,0,0
199308,5234,11366,2,163957,106,2,0,0,0
199309,5234,12505,2,163958,107,2,0,0,0
199310,5234,12522,2,163959,108,2,0,0,0
199311,5234,12523,2,163960,109,2,0,0,0
199312,5234,12524,2,163961,110,2,0,0,0
199313,5234,12525,2,163962,111,2,0,0,0
199314,5234,12526,2,163963,112,2,0,0,0
199315,5234,18809,2,164134,113,2,0,0,0
199316,5234,11095,2,0,58,0,0,0,0
199317,5234,401502,2,163964,114,2,0,0,0
199318,5234,1237312,2,163965,115,2,0,0,0
199319,5234,1237313,2,164135,116,2,0,0,0
199320,5234,7302,2,163926,130,2,0,0,0
199321,5234,7320,2,163927,131,2,0,0,0
199322,5234,10219,2,163928,132,2,0,0,0
199323,5234,10220,2,164128,133,2,0,0,0
199324,5234,11103,2,0,60,0,0,0,0
199325,5234,11185,2,0,61,2,0,0,0
199326,5234,11071,2,0,56,0,0,0,0
199327,5234,12042,0,0,18,0,0,0,0
199328,5234,12043,0,0,17,0,0,0,0
199329,5234,11129,0,0,19,0,0,0,0
199330,5234,11255,2,0,59,2,0,0,0
199331,5234,116,2,163966,66,2,0,0,0
199332,5234,205,2,163967,67,2,0,0,0
199333,5234,837,2,163968,68,2,0,0,0
199334,5234,7322,2,163969,69,2,0,0,0
199335,5234,8406,2,163970,70,2,0,0,0
199336,5234,8407,2,163971,71,2,0,0,0
199337,5234,8408,2,163972,72,2,0,0,0
199338,5234,10179,2,163973,73,2,0,0,0
199339,5234,10180,2,163974,74,2,0,0,0
199340,5234,10181,2,163975,75,2,0,0,0
199341,5234,25304,2,164136,76,2,0,0,0
199342,5234,400574,2,0,53,0,0,0,0
199343,5234,1318827,1,164072,40,0,0,0,0
199344,5234,118,2,163976,44,0,0,0,0
199345,5234,12824,2,163977,45,0,0,0,0
199346,5234,12825,2,163978,46,0,0,0,0
199347,5234,1320379,2,164137,47,0,0,0,0
199349,5234,1459,2,163932,134,2,0,0,0
199350,5234,1460,2,163933,135,2,0,0,0
199351,5234,1461,2,163934,136,2,0,0,0
199352,5234,10156,2,163935,137,2,0,0,0
199353,5234,10157,2,164130,138,2,0,0,0
199354,5234,604,2,163936,139,2,0,0,0
199355,5234,8450,2,163937,140,2,0,0,0
199356,5234,8451,2,163938,141,2,0,0,0
199357,5234,10173,2,163939,142,2,0,0,0
199358,5234,10174,2,164131,143,2,0,0,0
199359,5234,1008,2,163929,144,2,0,0,0
199360,5234,8455,2,163930,145,2,0,0,0
199361,5234,10169,2,163931,146,2,0,0,0
199362,5234,10170,2,164129,147,2,0,0,0
199363,5235,5211,1,0,48,0,0,0,0
199364,5235,5211,2,0,141,2,0,0,0
199365,5235,6798,2,0,142,2,0,0,0
199366,5235,8983,2,0,143,2,0,0,0
199367,5235,5209,1,0,50,0,0,0,0
199368,5235,5209,2,0,136,2,0,0,0
199369,5235,8998,1,0,51,2,0,0,0
199370,5235,9000,1,0,52,2,0,0,0
199371,5235,9892,1,0,53,2,0,0,0
199372,5235,1850,1,164155,46,0,0,0,0
199373,5235,9821,1,164156,47,0,0,0,0
199374,5235,1850,2,164155,144,2,0,0,0
199375,5235,9821,2,164156,145,2,0,0,0
199376,5235,99,2,164157,130,2,0,0,0
199377,5235,1735,2,164158,131,2,0,0,0
199378,5235,9490,2,164159,132,2,0,0,0
199379,5235,9747,2,164160,133,2,0,0,0
199380,5235,9898,2,164161,134,2,0,0,0
199381,5235,5229,2,0,137,0,0,0,0
199382,5235,5229,1,0,54,0,0,0,0
199383,5235,22842,1,0,56,0,0,0,0
199384,5235,22842,2,0,129,0,0,0,0
199385,5235,6795,1,0,49,0,0,0,0
199386,5235,6795,2,0,135,2,0,0,0
199387,5235,5215,2,164162,110,2,0,0,0
199388,5235,6783,2,164163,111,2,0,0,0
199389,5235,9913,2,164164,112,2,0,0,0
199390,5235,5217,0,0,43,0,0,0,0
199391,5235,5217,2,0,138,0,0,0,0
199392,5235,2893,2,0,146,0,0,0,0
199393,5235,29166,1,0,62,0,0,0,0
199394,5235,29166,2,0,188,0,0,0,0
199395,5235,1126,2,164165,147,2,0,0,0
199396,5235,5232,2,164166,148,2,0,0,0
199397,5235,6756,2,164167,149,2,0,0,0
199398,5235,5234,2,164168,150,2,0,0,0
199399,5235,8907,2,164169,151,2,0,0,0
199400,5235,9884,2,164170,152,2,0,0,0
199401,5235,9885,2,164171,153,2,0,0,0
199402,5235,20484,1,164172,63,0,0,0,0
199403,5235,20739,1,164173,64,0,0,0,0
199404,5235,20742,1,164174,65,0,0,0,0
199405,5235,20747,1,164175,66,0,0,0,0
199406,5235,20748,1,164176,67,0,0,0,0
199407,5235,8936,2,164177,171,2,0,0,0
199408,5235,8938,2,164178,172,2,0,0,0
199409,5235,8939,2,164179,173,2,0,0,0
199410,5235,8940,2,164180,174,2,0,0,0
199411,5235,8941,2,164181,175,2,0,0,0
199412,5235,9750,2,164182,176,2,0,0,0
199413,5235,9856,2,164183,177,2,0,0,0
199414,5235,9857,2,164184,178,2,0,0,0
199415,5235,9858,2,164185,179,2,0,0,0
199416,5235,774,2,164186,160,2,0,0,0
199417,5235,1058,2,164187,161,2,0,0,0
199418,5235,1430,2,164188,162,2,0,0,0
199419,5235,2090,2,164189,163,2,0,0,0
199420,5235,2091,2,164190,164,2,0,0,0
199421,5235,3627,2,164191,165,2,0,0,0
199422,5235,8910,2,164192,166,2,0,0,0
199423,5235,9839,2,164193,167,2,0,0,0
199424,5235,9840,2,164194,168,2,0,0,0
199425,5235,9841,2,164195,169,2,0,0,0
199426,5235,25299,2,164196,170,2,0,0,0
199427,5235,740,1,164197,58,0,0,0,0
199428,5235,8918,1,164198,59,0,0,0,0
199429,5235,9862,1,164199,60,0,0,0,0
199430,5235,9863,1,164200,61,0,0,0,0
199431,5235,740,2,164197,183,2,0,0,0
199432,5235,8918,2,164198,184,2,0,0,0
199433,5235,9862,2,164199,185,2,0,0,0
199434,5235,9863,2,164200,186,2,0,0,0
199435,5235,22812,1,0,55,0,0,0,0
199436,5235,22812,2,0,103,0,0,0,0
199437,5235,339,2,164201,90,2,0,0,0
199438,5235,1062,2,164202,91,2,0,0,0
199439,5235,5195,2,164203,92,2,0,0,0
199440,5235,5196,2,164204,93,2,0,0,0
199441,5235,9852,2,164205,94,2,0,0,0
199442,5235,9853,2,164206,95,2,0,0,0
199443,5235,770,2,164207,86,0,0,0,0
199444,5235,778,2,164208,87,0,0,0,0
199445,5235,9749,2,164209,88,0,0,0,0
199446,5235,9907,2,164210,89,0,0,0,0
199447,5235,2637,2,164211,97,2,0,0,0
199448,5235,18657,2,164212,98,2,0,0,0
199449,5235,18658,2,164213,99,2,0,0,0
199450,5235,5570,2,164214,81,2,0,0,0
199451,5235,24974,2,164215,82,2,0,0,0
199452,5235,24975,2,164216,83,2,0,0,0
199453,5235,24976,2,164217,84,2,0,0,0
199454,5235,24977,2,164218,85,2,0,0,0
199455,5235,8921,2,164219,71,2,0,0,0
199456,5235,8924,2,164220,72,2,0,0,0
199457,5235,8925,2,164221,73,2,0,0,0
199458,5235,8926,2,164222,74,2,0,0,0
199459,5235,8927,2,164223,75,2,0,0,0
199460,5235,8928,2,164224,76,2,0,0,0
199461,5235,8929,2,164225,77,2,0,0,0
199462,5235,9833,2,164226,78,2,0,0,0
199463,5235,9834,2,164227,79,2,0,0,0
199464,5235,9835,2,164228,80,2,0,0,0
199465,5235,16689,2,164229,104,0,0,0,0
199466,5235,16810,2,164230,105,0,0,0,0
199467,5235,16811,2,164231,106,0,0,0,0
199468,5235,16812,2,164232,107,0,0,0,0
199469,5235,16813,2,164233,108,0,0,0,0
199470,5235,17329,2,164234,109,0,0,0,0
199471,5235,2908,2,164235,100,2,0,0,0
199472,5235,8955,2,164236,101,2,0,0,0
199473,5235,9901,2,164237,102,2,0,0,0
199474,5235,467,2,164238,154,2,0,0,0
199475,5235,782,2,164239,155,2,0,0,0
199476,5235,1075,2,164240,156,2,0,0,0
199477,5235,8914,2,164241,157,2,0,0,0
199478,5235,9756,2,164242,158,2,0,0,0
199479,5235,9910,2,164243,159,2,0,0,0
199480,5235,16864,2,0,68,0,0,0,0
199481,5235,407995,0,164244,32,0,0,0,0
199482,5235,1238069,0,164245,33,0,0,0,0
199483,5235,1238070,0,164246,34,0,0,0,0
199484,5235,1238073,0,164247,35,0,0,0,0
199485,5235,417141,0,0,44,0,0,0,0
199486,5235,417141,2,0,139,2,0,0,0
199487,5235,18562,0,0,42,0,0,0,0
199488,5235,17116,1,0,57,0,0,0,0
199489,5235,17116,2,0,187,0,0,0,0
199490,5235,408120,0,164248,39,0,0,0,0
199491,5235,408120,2,164248,180,2,0,0,0
199492,5235,9005,2,164251,128,2,0,0,0
199493,5235,9823,2,164252,127,2,0,0,0
199494,5235,9827,2,164253,126,2,0,0,0
199495,5235,1822,2,164254,113,2,0,0,0
199496,5235,1823,2,164255,114,2,0,0,0
199497,5235,1824,2,164256,115,2,0,0,0
199498,5235,9904,2,164257,116,2,0,0,0
199499,5235,1079,2,164258,117,2,0,0,0
199500,5235,9492,2,164259,118,2,0,0,0
199501,5235,9493,2,164260,119,2,0,0,0
199502,5235,9752,2,164261,120,2,0,0,0
199503,5235,9894,2,164262,121,2,0,0,0
199504,5235,9896,2,164263,122,2,0,0,0
199505,5235,16850,2,0,96,0,0,0,0
199506,5235,408248,2,0,69,0,0,0,0
199507,5235,1319289,2,164358,189,2,0,0,0
199509,5235,1319309,2,164363,190,2,0,0,0
199510,5235,1238122,2,0,140,2,0,0,0
199525,5235,1238122,1,0,45,0,0,0,0
199526,5235,1822,0,164254,15,0,0,0,0
199527,5235,1823,0,164255,16,0,0,0,0
199528,5235,1824,0,164256,17,0,0,0,0
199529,5235,9904,0,164257,18,0,0,0,0
199530,5235,1079,0,164258,19,0,0,0,0
199531,5235,9492,0,164259,20,0,0,0,0
199532,5235,9493,0,164260,21,0,0,0,0
199533,5235,9752,0,164261,22,0,0,0,0
199534,5235,9894,0,164262,23,0,0,0,0
199535,5235,9896,0,164263,24,0,0,0,0
199536,5235,9835,0,164228,9,0,0,0,0
199537,5235,9834,0,164227,8,0,0,0,0
199538,5235,9833,0,164226,7,0,0,0,0
199539,5235,8929,0,164225,6,0,0,0,0
199540,5235,8928,0,164224,5,0,0,0,0
199541,5235,8927,0,164223,4,0,0,0,0
199542,5235,8926,0,164222,3,0,0,0,0
199543,5235,8925,0,164221,2,0,0,0,0
199544,5235,8924,0,164220,1,0,0,0,0
199545,5235,8921,0,164219,0,0,0,0,0
199546,5235,24977,0,164218,14,0,0,0,0
199547,5235,24976,0,164217,13,0,0,0,0
199548,5235,24975,0,164216,12,0,0,0,0
199549,5235,24974,0,164215,11,0,0,0,0
199550,5235,5570,0,164214,10,0,0,0,0
199551,5235,414644,0,164376,36,0,0,0,0
199552,5235,1235826,0,164378,37,0,0,0,0
199553,5235,1235827,0,164379,38,0,0,0,0
199554,5235,414644,2,164376,123,2,0,0,0
199555,5235,1235826,2,164378,124,2,0,0,0
199556,5235,1235827,2,164379,125,2,0,0,0
199557,5236,7384,0,164385,26,0,0,0,0
199558,5236,694,1,164395,84,2,0,0,0
199559,5236,6343,2,164389,132,2,0,0,0
199560,5236,7887,0,164386,27,0,0,0,0
199561,5236,11584,0,164387,28,0,0,0,0
199562,5236,11585,0,164388,29,0,0,0,0
199563,5236,7400,1,164424,85,2,0,0,0
199564,5236,7402,1,164425,86,2,0,0,0
199565,5236,20559,1,164398,87,2,0,0,0
199566,5236,20560,1,164427,88,2,0,0,0
199567,5236,694,2,164395,138,2,0,0,0
199568,5236,7400,2,164424,139,2,0,0,0
199569,5236,7402,2,164425,140,2,0,0,0
199570,5236,20559,2,164398,141,2,0,0,0
199571,5236,20560,2,164427,142,2,0,0,0
199572,5236,8198,2,164390,133,2,0,0,0
199573,5236,8204,2,164391,134,2,0,0,0
199574,5236,8205,2,164392,135,2,0,0,0
199575,5236,11580,2,164393,136,2,0,0,0
199576,5236,11581,2,164394,137,2,0,0,0
199577,5236,11581,0,164394,41,0,0,0,0
199578,5236,11580,0,164393,40,0,0,0,0
199579,5236,8205,0,164392,39,0,0,0,0
199580,5236,8204,0,164391,38,0,0,0,0
199581,5236,8198,0,164390,37,0,0,0,0
199582,5236,6343,0,164389,36,0,0,0,0
199583,5236,1310222,0,0,65,0,0,0,0
199584,5236,402927,1,0,90,0,0,0,0
199585,5236,12294,0,164400,42,1,0,0,0
199586,5236,21551,0,164401,43,1,0,0,0
199587,5236,21552,0,164402,44,1,0,0,0
199588,5236,21553,0,164403,45,1,0,0,0
199589,5236,21553,2,164403,146,2,0,0,0
199590,5236,21552,2,164402,145,2,0,0,0
199591,5236,21551,2,164401,144,2,0,0,0
199592,5236,12294,2,164400,143,2,0,0,0
199593,5236,1240193,0,164404,60,0,0,0,0
199594,5236,1464,0,164405,61,0,0,0,0
199595,5236,8820,0,164406,62,0,0,0,0
199596,5236,11604,0,164407,63,0,0,0,0
199597,5236,11605,0,164408,64,0,0,0,0
199598,5236,1680,0,0,59,0,0,0,0
199599,5236,23881,0,164409,46,1,0,0,0
199600,5236,23892,0,164410,47,1,0,0,0
199601,5236,23893,0,164411,48,1,0,0,0
199602,5236,23894,0,164412,49,1,0,0,0
199603,5236,23894,2,164412,155,2,0,0,0
199604,5236,23893,2,164411,156,2,0,0,0
199605,5236,23892,2,164410,157,2,0,0,0
199606,5236,23881,2,164409,158,2,0,0,0
199607,5236,12328,0,0,67,0,0,0,0
199608,5236,12328,2,0,108,0,0,0,0
199609,5236,20230,1,0,94,0,0,0,0
199610,5236,871,1,0,95,0,0,0,0
199611,5236,1719,1,0,96,0,0,0,0
199612,5236,20230,2,0,116,2,0,0,0
199613,5236,871,2,0,118,2,0,0,0
199614,5236,1719,2,0,117,2,0,0,0
199615,5236,6572,0,164413,30,2,0,0,0
199616,5236,6574,0,164414,31,2,0,0,0
199617,5236,7379,0,164415,32,2,0,0,0
199618,5236,11600,0,164416,33,2,0,0,0
199619,5236,11601,0,164417,34,2,0,0,0
199620,5236,25288,0,164418,35,2,0,0,0
199621,5236,23922,0,164419,50,0,0,0,0
199622,5236,23923,0,164420,51,0,0,0,0
199623,5236,23924,0,164421,52,0,0,0,0
199624,5236,23925,0,164422,53,0,0,0,0
199625,5236,100,1,164428,68,0,0,0,0
199626,5236,6178,1,164429,69,0,0,0,0
199627,5236,11578,1,164430,70,0,0,0,0
199628,5236,11578,2,164430,121,2,0,0,0
199629,5236,6178,2,164429,120,2,0,0,0
199630,5236,100,2,164428,119,2,0,0,0
199631,5236,18499,1,0,91,0,0,0,0
199632,5236,18499,2,0,101,0,0,0,0
199633,5236,20252,1,164431,71,0,0,0,0
199634,5236,20616,1,164432,72,0,0,0,0
199635,5236,20617,1,164433,73,0,0,0,0
199636,5236,20617,2,164433,152,2,0,0,0
199637,5236,20616,2,164432,153,2,0,0,0
199638,5236,20252,2,164431,154,2,0,0,0
199639,5236,1161,1,0,89,2,0,0,0
199640,5236,1161,2,0,102,2,0,0,0
199641,5236,5246,1,0,82,0,0,0,0
199642,5236,5246,2,0,103,0,0,0,0
199643,5236,6552,1,164434,74,2,0,0,0
199644,5236,6554,1,164435,75,2,0,0,0
199645,5236,12319,2,0,107,0,0,0,0
199646,5236,12317,2,0,106,0,0,0,0
199647,5236,16487,2,0,105,2,0,0,0
199648,5236,2687,2,0,111,2,0,0,0
199649,5236,2687,1,0,92,0,0,0,0
199650,5236,72,1,164436,76,0,0,0,0
199651,5236,1671,1,164437,77,0,0,0,0
199652,5236,1672,1,164438,78,0,0,0,0
199653,5236,12975,1,0,93,0,0,0,0
199654,5236,12975,2,0,113,2,0,0,0
199656,5236,772,2,164439,122,2,0,0,0
199657,5236,6546,2,164440,123,2,0,0,0
199658,5236,6547,2,164441,124,2,0,0,0
199659,5236,6548,2,164442,125,2,0,0,0
199660,5236,11572,2,164443,126,2,0,0,0
199661,5236,11573,2,164444,127,2,0,0,0
199662,5236,11574,2,164445,128,2,0,0,0
199663,5236,12834,2,0,97,2,0,0,0
199664,5236,1715,2,164446,129,2,0,0,0
199665,5236,7372,2,164447,130,2,0,0,0
199666,5236,7373,2,164448,131,2,0,0,0
199667,5236,676,2,0,112,2,0,0,0
199668,5236,676,1,0,81,0,0,0,0
199669,5236,12289,2,0,100,2,0,0,0
199670,5236,12323,2,0,104,2,0,0,0
199671,5236,1160,2,164449,147,2,0,0,0
199672,5236,6190,2,164450,148,2,0,0,0
199673,5236,11554,2,164451,149,2,0,0,0
199674,5236,11555,2,164452,150,2,0,0,0
199675,5236,11556,2,164453,151,2,0,0,0
199677,5236,12311,2,0,115,2,0,0,0
199678,5236,7386,2,164454,159,0,0,0,0
199679,5236,7405,2,164455,160,0,0,0,0
199680,5236,7386,2,164456,161,0,0,0,0
199681,5236,7386,2,164457,162,0,0,0,0
199682,5236,7386,2,164458,163,0,0,0,0
199683,5236,7386,0,164458,54,2,0,0,0
199684,5236,7386,0,164457,55,2,0,0,0
199685,5236,7386,0,164456,56,2,0,0,0
199686,5236,7405,0,164455,57,2,0,0,0
199687,5236,7386,0,164454,58,2,0,0,0
199688,5236,6673,2,164459,164,2,0,0,0
199689,5236,5242,2,164460,165,2,0,0,0
199690,5236,6192,2,164461,166,2,0,0,0
199691,5236,11549,2,164462,167,2,0,0,0
199692,5236,11550,2,164463,168,2,0,0,0
199693,5236,11551,2,164464,169,2,0,0,0
199694,5236,25289,2,164465,170,2,0,0,0
199695,5236,1289682,2,0,98,0,0,0,0
199696,5236,12292,0,0,66,2,0,0,0
199697,5236,12292,2,0,99,0,0,0,0
199698,5236,12809,1,0,80,0,0,0,0
199699,5236,12809,2,0,114,2,0,0,0
199700,5236,78,0,164471,7,0,0,0,0
199701,5236,284,0,164472,8,0,0,0,0
199702,5236,285,0,164473,9,0,0,0,0
199703,5236,1608,0,164474,10,0,0,0,0
199704,5236,11564,0,164475,11,0,0,0,0
199705,5236,11565,0,164476,12,0,0,0,0
199706,5236,11566,0,164477,13,0,0,0,0
199707,5236,11567,0,164478,14,0,0,0,0
199708,5236,25286,0,164479,15,0,0,0,0
199709,5236,5308,0,164466,21,0,0,0,0
199710,5236,20658,0,164467,22,0,0,0,0
199711,5236,20660,0,164468,23,0,0,0,0
199712,5236,20661,0,164469,24,0,0,0,0
199713,5236,20662,0,164470,25,0,0,0,0
199714,5236,355,1,0,83,0,0,0,0
199715,5236,355,2,0,109,0,0,0,0
199716,5236,1319507,2,0,171,2,0,0,0
199717,5237,710,2,164542,100,0,0,0,0
199718,5237,18647,2,164543,101,0,0,0,0
199719,5237,6201,1,164548,45,0,0,0,0
199720,5237,6202,1,164549,46,0,0,0,0
199721,5237,5699,1,164550,47,0,0,0,0
199722,5237,11729,1,164551,48,0,0,0,0
199723,5237,11730,1,164552,49,0,0,0,0
199724,5237,693,1,164553,50,0,0,0,0
199725,5237,20752,1,164554,51,0,0,0,0
199726,5237,20755,1,164555,52,0,0,0,0
199727,5237,20756,1,164556,53,0,0,0,0
199728,5237,20757,1,164557,54,0,0,0,0
199729,5237,687,2,164561,102,2,0,0,0
199730,5237,696,2,164562,103,2,0,0,0
199731,5237,706,2,164563,104,2,0,0,0
199732,5237,1086,2,164564,105,2,0,0,0
199733,5237,11733,2,164565,106,2,0,0,0
199734,5237,11734,2,164566,107,2,0,0,0
199735,5237,11735,2,164567,108,2,0,0,0
199736,5237,132,2,164568,109,2,0,0,0
199737,5237,2970,2,164569,110,2,0,0,0
199738,5237,11743,2,164570,111,2,0,0,0
199739,5237,1122,1,0,44,2,0,0,0
199740,5237,6229,2,164571,112,2,0,0,0
199741,5237,11739,2,164572,113,2,0,0,0
199742,5237,11740,2,164573,114,2,0,0,0
199743,5237,6229,1,164571,40,0,0,0,0
199744,5237,11739,1,164572,41,0,0,0,0
199745,5237,11740,1,164573,42,0,0,0,0
199762,5237,172,2,164583,67,2,0,0,0
199763,5237,6222,2,164584,68,2,0,0,0
199764,5237,6223,2,164585,69,2,0,0,0
199765,5237,7648,2,164586,70,2,0,0,0
199766,5237,11671,2,164587,71,2,0,0,0
199767,5237,11672,2,164588,72,2,0,0,0
199768,5237,25311,2,164589,73,2,0,0,0
199769,5237,172,0,164583,0,0,0,0,0
199770,5237,6222,0,164584,1,0,0,0,0
199771,5237,6223,0,164585,2,0,0,0,0
199772,5237,7648,0,164586,3,0,0,0,0
199773,5237,11671,0,164587,4,0,0,0,0
199774,5237,11672,0,164588,5,0,0,0,0
199775,5237,25311,0,164589,6,0,0,0,0
199776,5237,1319652,2,164730,56,2,0,0,0
199777,5237,1319759,2,164834,55,2,0,0,0
199778,5237,6789,1,164602,37,0,0,0,0
199779,5237,17925,1,164603,38,0,0,0,0
199780,5237,17926,1,164604,39,0,0,0,0
199781,5237,17926,2,164604,79,2,0,0,0
199782,5237,17925,2,164603,80,2,0,0,0
199783,5237,6789,2,164602,81,2,0,0,0
199784,5237,5782,2,164605,74,0,0,0,0
199785,5237,6213,2,164606,75,0,0,0,0
199786,5237,6215,2,164607,76,0,0,0,0
199787,5237,5484,1,164608,35,0,0,0,0
199788,5237,17928,1,164609,36,0,0,0,0
199789,5237,5484,2,164608,77,2,0,0,0
199790,5237,17928,2,164609,78,2,0,0,0
199791,5237,1293817,0,164610,20,0,0,0,0
199792,5237,1293818,0,164611,21,0,0,0,0
199793,5237,17962,0,164612,22,0,0,0,0
199794,5237,18930,0,164613,23,0,0,0,0
199795,5237,18931,0,164614,24,0,0,0,0
199796,5237,18932,0,164615,25,0,0,0,0
199797,5237,348,0,164616,12,0,0,0,0
199798,5237,707,0,164617,13,0,0,0,0
199799,5237,1094,0,164618,14,0,0,0,0
199800,5237,2941,0,164619,15,0,0,0,0
199801,5237,11665,0,164620,16,0,0,0,0
199802,5237,11667,0,164621,17,0,0,0,0
199803,5237,11668,0,164616,18,0,0,0,0
199804,5237,25309,0,164623,19,0,0,0,0
199805,5237,348,2,164616,86,2,0,0,0
199806,5237,707,2,164617,87,2,0,0,0
199807,5237,1094,2,164618,88,2,0,0,0
199808,5237,2941,2,164619,89,2,0,0,0
199809,5237,11665,2,164620,90,2,0,0,0
199810,5237,11667,2,164621,91,2,0,0,0
199811,5237,11668,2,164616,92,2,0,0,0
199812,5237,25309,2,164623,93,2,0,0,0
199813,5237,6353,0,164624,32,0,0,0,0
199814,5237,17924,0,164625,33,0,0,0,0
199817,5237,437032,2,0,57,0,0,0,0
199818,5237,18288,1,0,43,0,0,0,0
199819,5237,18288,2,0,58,2,0,0,0
199820,5237,18094,2,0,59,0,0,0,0
199821,5237,18788,2,0,65,2,0,0,0
199822,5237,440870,2,0,64,0,0,0,0
199823,5237,19028,2,0,66,2,0,0,0
