ID,FileDataID,Locale,BytesRequired
153,131169,-1,0
154,131170,-1,0
155,131171,-1,0
156,131172,-1,0
157,131173,-1,0
158,131174,-1,0
159,131175,-1,0
160,131176,-1,0
161,321206,-1,0
162,131177,-1,0
163,131178,-1,0
164,131028,-1,0
165,131338,-1,0
166,131623,-1,0
167,131624,-1,0
168,131625,-1,0
169,131626,-1,0
170,131627,-1,0
171,131628,-1,0
172,131629,-1,0
173,131630,-1,0
174,131809,-1,0
175,1620539,-1,0
176,131812,-1,0
177,131905,-1,0
178,131906,-1,0
179,131907,-1,0
180,651555,-1,0
181,651554,-1,0
182,651556,-1,0
183,651558,-1,0
184,651557,-1,0
185,651559,-1,0
186,651561,-1,0
187,651560,-1,0
188,651562,-1,0
192,804870,-1,0
193,804871,-1,0
194,804872,-1,0
195,804868,-1,0
196,804869,-1,0
197,804881,-1,0
198,804877,-1,0
199,804878,-1,0
200,804880,-1,0
201,804884,-1,0
202,948541,-1,0
203,948506,-1,0
204,948510,-1,0
205,804879,-1,0
206,804876,-1,0
208,804885,-1,0
209,804886,-1,0
210,804891,-1,0
211,804893,-1,0
212,804889,-1,0
213,804883,-1,0
214,804882,-1,0
215,804896,-1,0
216,804892,-1,0
217,804895,-1,0
218,804899,-1,0
219,804900,-1,0
220,804897,-1,0
221,874336,-1,0
222,874337,-1,0
223,804888,-1,0
224,804890,-1,0
225,804904,-1,0
226,804901,-1,0
229,804907,-1,0
230,804911,-1,0
231,804905,-1,0
232,804894,-1,0
233,841768,-1,0
234,804913,-1,0
235,804910,-1,0
236,804909,-1,0
237,804915,-1,0
238,804918,-1,0
239,804912,-1,0
242,804921,-1,0
243,804917,-1,0
244,804916,-1,0
245,804923,-1,0
250,876736,-1,0
251,876557,-1,0
254,804930,-1,0
255,804925,-1,0
256,132049,-1,0
257,458233,-1,0
258,132077,-1,0
259,343036,-1,0
260,132078,-1,0
261,343037,-1,0
262,132079,-1,0
263,343038,-1,0
264,132083,-1,0
265,132084,-1,0
266,132085,-1,0
267,132086,-1,0
268,132080,-1,0
269,132081,-1,0
270,132082,-1,0
271,136497,-1,0
272,136502,-1,0
273,948935,-1,0
274,948934,-1,0
275,947039,-1,0
276,948936,-1,0
277,937641,-1,0
278,937639,-1,0
279,937657,-1,0
280,937642,-1,0
281,926444,-1,0
282,926415,-1,0
283,937656,-1,0
284,937633,-1,0
285,948937,-1,0
286,948933,-1,0
287,948938,-1,0
288,136544,-1,0
289,136564,-1,0
290,136569,-1,0
291,136580,-1,0
292,460823,-1,0
293,136809,-1,0
294,136810,-1,0
295,237669,-1,0
296,464020,-1,0
297,137047,-1,0
298,464021,-1,0
299,137056,-1,0
300,137057,-1,0
301,137085,-1,0
302,137086,-1,0
304,145289,-1,0
305,145515,-1,0
2267,165860,-1,0
2268,167008,-1,0
2269,167034,-1,0
2270,167084,-1,0
2271,165433,-1,0
2272,492178,-1,0
2273,123933,-1,0
2274,165424,-1,0
2281,186183,-1,0
2284,731053,-1,0
2285,764428,-1,0
2286,344039,-1,0
2287,344040,-1,0
2288,449495,-1,0
2289,374447,-1,0
2294,615974,64,0
2295,615963,256,0
2299,615966,4,0
2300,615972,4,0
2301,615975,4,0
2302,615976,8192,0
2303,615971,8192,0
2306,1620538,127990,0
2311,1989276,127990,0
2312,1989363,127990,0
2444,1709409,-1,0
3799,1090585,-1,0
3800,841736,-1,0
3801,1967885,-1,0
3802,1345445,-1,0
3803,1720650,-1,0
3804,841775,-1,0
3805,1580806,-1,0
3806,2068619,-1,0
3807,1302844,-1,0
3808,841719,-1,0
3809,1018786,-1,0
3810,841751,-1,0
3811,841725,-1,0
3812,841681,-1,0
3813,1858977,-1,0
3814,841774,-1,0
3815,841685,-1,0
3816,1587032,-1,0
3817,939228,-1,0
3818,1089546,-1,0
3819,959088,-1,0
3820,1259145,-1,0
3821,1394447,-1,0
3822,1383759,-1,0
3823,841711,-1,0
3824,841779,-1,0
3825,841694,-1,0
3826,1936173,-1,0
3827,841738,-1,0
3828,841708,-1,0
3829,1341962,-1,0
3830,2127316,-1,0
3831,841781,-1,0
3832,2145611,-1,0
3833,1251650,-1,0
3834,2138389,-1,0
3835,1785470,-1,0
3836,841766,-1,0
3837,1387410,-1,0
3838,841787,-1,0
3839,841758,-1,0
3840,940322,-1,0
3841,1882188,-1,0
3842,1687977,-1,0
3843,841664,-1,0
3844,841785,-1,0
3845,903168,-1,0
3846,1445682,-1,0
3847,841753,-1,0
3848,1579620,-1,0
3849,841730,-1,0
3850,841793,-1,0
3851,1116204,-1,0
3852,841712,-1,0
3853,2138386,-1,0
3854,841760,-1,0
3855,1665006,-1,0
3856,841761,-1,0
3857,1387406,-1,0
3858,2144079,-1,0
3859,841770,-1,0
3860,2002958,-1,0
3861,841668,-1,0
3862,841750,-1,0
3863,1299691,-1,0
3864,1967927,-1,0
3865,841783,-1,0
3866,841767,-1,0
3867,841763,-1,0
3868,841756,-1,0
3869,841764,-1,0
3870,841772,-1,0
3871,1090582,-1,0
3872,1535381,-1,0
3873,1450132,-1,0
3874,1084640,-1,0
3875,1241035,-1,0
3876,2108653,-1,0
3877,841745,-1,0
3878,841778,-1,0
3879,1983864,-1,0
3880,841673,-1,0
4359,1094398,-1,0
4360,2025078,-1,0
4361,1687988,-1,0
4362,1722459,-1,0
4363,1722456,-1,0
4364,1524823,-1,0
4365,1622888,-1,0
4366,2176472,-1,0
4367,2176466,-1,0
4368,2176467,-1,0
4769,2176481,-1,0
4770,2176476,-1,0
4771,2176478,-1,0
4772,2176457,-1,0
4773,2176456,-1,0
4774,2176458,-1,0
4775,2176473,-1,0
4776,2176471,-1,0
4777,2176455,-1,0
4778,2176480,-1,0
4779,2176479,-1,0
4780,2176459,-1,0
4781,2176470,-1,0
4782,2176463,-1,0
4783,2176460,-1,0
4784,2176461,-1,0
4785,2176462,-1,0
4786,2176465,-1,0
4787,2176464,-1,0
4788,2176469,-1,0
4789,2176482,-1,0
4790,2176483,-1,0
5329,1343308,-1,0
5331,1611874,-1,0
5335,892585,-1,0
5336,892586,-1,0
5338,1375579,-1,0
5339,1375580,-1,0
5340,1334669,-1,0
5341,1375802,-1,0
5342,1337833,-1,0
5343,1399953,-1,0
5344,1398908,-1,0
5345,1598732,-1,0
5346,1092317,-1,0
5347,1092316,-1,0
5348,1693131,-1,0
5349,1271601,-1,0
5350,1267066,-1,0
5351,1237434,-1,0
5352,1237436,-1,0
5353,1307289,-1,0
5354,1237435,-1,0
5355,1302850,-1,0
5356,1302851,-1,0
5357,1729547,-1,0
5358,1729546,-1,0
5541,1336156,-1,0
5542,1283026,-1,0
5543,1283027,-1,0
5544,1722455,-1,0
5545,1991317,-1,0
5546,804926,-1,0
5547,2021650,-1,0
5548,1539318,-1,0
5591,2176468,-1,0
5592,2176474,-1,0
5593,2176475,-1,0
5594,2176477,-1,0
5623,1539317,-1,0
5624,1539321,-1,0
5749,841600,-1,0
5750,1303235,-1,0
5751,1336153,-1,0
5752,1336160,-1,0
5753,1524822,-1,0
5754,1524824,-1,0
5755,1539319,-1,0
5756,1545809,-1,0
5757,1561727,-1,0
5758,1561729,-1,0
5759,1587037,-1,0
5760,1622615,-1,0
5761,1622617,-1,0
5762,1622620,-1,0
5763,1622887,-1,0
5764,1687981,-1,0
5765,1706486,-1,0
5766,2022692,-1,0
5767,2168459,-1,0
5768,2356932,-1,0
5993,374154,-1,0
5994,804875,-1,0
5995,1094399,-1,0
5996,1261456,-1,0
5997,1303236,-1,0
5998,1336154,-1,0
5999,1336158,-1,0
6000,1539315,-1,0
6001,1539316,-1,0
6002,1539320,-1,0
6003,1542606,-1,0
6004,1665034,-1,0
6005,1687982,-1,0
6006,1687986,-1,0
6007,1687992,-1,0
6008,1706484,-1,0
6009,1722460,-1,0
6010,1847992,-1,0
6011,1852000,-1,0
6012,1852002,-1,0
6013,1926568,-1,0
6014,1991313,-1,0
6015,2168461,-1,0
6016,2168463,-1,0
6131,1524820,-1,0
6132,1543040,-1,0
6133,1979732,-1,0
6200,130829,-1,0
6201,130924,-1,0
6202,130925,-1,0
6203,374155,-1,0
6204,615965,-1,0
6205,1723833,-1,0
6206,1979731,-1,0
6207,1995523,-1,0
6208,2325366,-1,0
6281,136548,-1,0
6282,251963,-1,0
6283,251966,-1,0
6284,1723831,-1,0
6285,1723832,-1,0
6286,2325363,-1,0
6353,130629,-1,0
6354,220021,-1,0
6355,220022,-1,0
6356,347399,-1,0
6357,768431,-1,0
6358,1797551,-1,0
6359,1844666,-1,0
6460,130628,-1,0
6461,130630,-1,0
6462,186179,-1,0
6463,186180,-1,0
6464,186182,-1,0
6465,186220,-1,0
6466,186221,-1,0
6467,186225,-1,0
6468,481075,-1,0
6469,985799,-1,0
6470,1067600,-1,0
6471,1273707,-1,0
6532,1140733,-1,0
6533,1344773,-1,0
7070,2125610,127990,1048576
7071,2125419,127990,262144
7076,2925096,-1,0
7084,2747253,-1,0
7092,2925092,-1,0
7100,2925086,-1,0
7108,2925098,-1,0
7116,2910344,-1,0
7124,2911778,-1,0
7132,2905650,-1,0
7140,2925102,-1,0
7148,2764562,-1,0
7156,903162,-1,0
7164,2764563,-1,0
7172,2764561,-1,0
7180,2764554,-1,0
7188,2764553,-1,0
7196,1682557,-1,0
7204,929740,-1,0
7212,903165,-1,0
7220,2764556,-1,0
7228,903167,-1,0
7236,940320,-1,0
7244,903164,-1,0
7252,903166,-1,0
7260,903163,-1,0
7268,940321,-1,0
7276,2764559,-1,0
7284,1682555,-1,0
7292,929741,-1,0
7300,3006806,-1,0
7308,2916008,-1,0
7313,1305138,127990,0
7315,1305137,127990,0
7599,131022,127990,0
7600,131055,127990,0
7626,5319042,127990,0
7627,5216544,127990,0
