ID,AttachmentOffset[0],AttachmentOffset[1],AttachmentOffset[2],CameraOffset[0],CameraOffset[1],CameraOffset[2],Flags,FlagsB,FlagsC,AttachmentID,EnterPreDelay,EnterSpeed,EnterGravity,EnterMinDuration,EnterMaxDuration,EnterMinArcHeight,EnterMaxArcHeight,EnterAnimStart,EnterAnimLoop,RideAnimStart,RideAnimLoop,RideUpperAnimStart,RideUpperAnimLoop,ExitPreDelay,ExitSpeed,ExitGravity,ExitMinDuration,ExitMaxDuration,ExitMinArcHeight,ExitMaxArcHeight,ExitAnimStart,ExitAnimLoop,ExitAnimEnd,VehicleEnterAnim,VehicleEnterAnimBone,VehicleExitAnim,VehicleExitAnimBone,VehicleRideAnimLoop,VehicleRideAnimLoopBone,PassengerAttachmentID,PassengerYaw,PassengerPitch,PassengerRoll,VehicleEnterAnimDelay,VehicleExitAnimDelay,VehicleAbilityDisplay,EnterUISoundID,ExitUISoundID,UiSkinFileDataID,CameraEnteringDelay,CameraEnteringDuration,CameraExitingDelay,CameraExitingDuration,CameraPosChaseRate,CameraFacingChaseRate,CameraEnteringZoom,CameraSeatZoomMin,CameraSeatZoomMax,EnterAnimKitID,RideAnimKitID,ExitAnimKitID,VehicleEnterAnimKitID,VehicleRideAnimKitID,VehicleExitAnimKitID,CameraModeID
24258,-0.75,0,-0.5,0,0,0,-2147392498,-2113928704,8,1,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0.6457718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24259,-0.37,0.25,-0.75,0,0,0,-2147392498,-2113928704,8,1,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,1.0821041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24260,-0.25,-0.25,-0.75,0,0,0,-1073650674,-2113928704,8,1,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,-0.57595867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24273,-0.3,0,0,0,0,0,-2147392498,-2113928704,8,1,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,-0.57595867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24329,0,0,0,0,0,0,1107339791,-2113929216,524288,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24330,0,0,0,0,0,0,1048576,0,8,-1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24684,-0.5,0,0,0,0,0,565263,-2113929216,8,4,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,1.5707964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24871,0,0,0,0,0,0,40975,-2113929216,8,6,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24878,0,0,0,0,0,0,33587209,33554432,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24884,0,0,-0.25,0,0,0,4235278,-2113928960,0,3,0,7,19.29,0,0,1,4,37,38,-1,143,9,9,0,7,19.29,0,0,1,4,37,38,39,21,-1,-1,-1,-1,-1,-1,0,1.5707964,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
24905,-0.2,0.15,-0.2,10,0,2,40975,-2113901056,0,4,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0.7853982,0,0,1,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
24917,0,0,0,0,0,0,32782,33582080,0,5,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
25141,0,0,0,0,0,0,139010567,-2113404863,136,2,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,148,-1,148,-1,-1,-1,-1,0,-1.5707964,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25160,-0.5,0,0,0,0,0,565263,-2113929216,8,4,0,7,19.29,0,0,1,4,37,38,-1,41,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,1.5707964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25161,0,0,0,0,0,0,33587215,33554432,0,3,0,7,19.29,0,0,1,4,37,38,42,42,8,8,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25162,0,0,0,0,0,0,33587215,33554432,0,13,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25233,0,0,3.5,0,0,0,1081358,33554436,0,27,0,7,19.29,0,0,5,5,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25259,0,0,0,0,0,0,33570823,33554432,589824,4,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25262,-1,0,-1.8,10,0,2,40975,-2113901056,0,1,0,7,19.29,0,0,1,4,37,38,269,40,40,40,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0.43633232,0,0,0,1,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
25263,0,0,0,0,0,0,32782,33582080,0,5,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
25337,0,0,0,0,0,0,32783,-2113929184,0,27,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,102,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25356,2.5,0,-2,0,0,0,34635791,33554432,0,10,0,7,19.29,0,0,1,4,37,38,-1,14,26,26,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,16,0,1.5707964,3.1415927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25393,0,0,0,0,0,-0.7,-1040122871,33800216,16384,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,4,0,0,0,0,0,0,1357
25464,0,0.1,-0.28,0,0,0,33587215,33554432,0,4,0,7,19.29,0,0,1,4,37,38,-1,42,-1,40,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25491,0,0,0,0,0,0,1711310863,35651584,0,13,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,534046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25513,-0.12,0,0.1,0,0,0,34635787,33554432,0,10,0,7,19.29,0,0,1,4,37,38,29,29,29,29,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,34,0,-0.6981317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25520,-1.1,0,-2.65,0,0,0,33587351,33554432,8,1,0,7,19.29,0,0,1,4,37,38,40,40,125,125,0,7,19.29,1,2,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25537,-1.2,3,0.9,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,-1,-1,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,2.9670596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25540,-5.1,0.47,1.5,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25541,-1.2,-2.8,0.9,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25544,-5.1,-0.25,1.5,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25548,2,0,0,0,0,0,33587209,33554432,0,26,0,7,19.29,0,0,1,4,37,38,484,484,484,484,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25567,0,0,0,0,0,0,1711310863,35651584,0,13,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,534046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25568,-1.2,3,0.9,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,-1,-1,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,2.9670596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25569,-5.1,0.47,1.5,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25570,-1.2,-2.8,0.9,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25571,-5.1,-0.25,1.5,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25572,-2.3,0,2.5,0,0,0,33587215,33554432,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,-1,-1,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,-0.2617994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25592,0,0,0,0,0,0,33587209,33554432,0,26,0,7,19.29,0,0,1,4,37,38,484,484,484,484,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25593,0,0,0,0,0,0,33587209,33554432,0,26,0,7,19.29,0,0,1,4,37,38,484,484,484,484,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25594,0,0,0,0,0,0,1711310863,35651584,0,13,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,534046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25595,-1.2,3,0.9,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,-1,-1,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,2.9670596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25596,-5.1,0.47,1.5,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25597,-1.2,-2.8,0.9,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25598,-5.1,-0.25,1.5,0,0,0,33587209,35651584,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25599,-4.5,0,1.85,0,0,0,33587215,33554432,0,2,0,7,19.29,0,0,1,4,37,38,-1,-1,-1,-1,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,-0.2617994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25683,0,0,0.1,0,0,0,33587351,33554432,8,27,0,7,19.29,0,0,1,4,37,38,91,91,91,91,0,7,19.29,1,2,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25686,-1,0,-1.8,10,0,2,40975,-2113925632,0,1,0,7,19.29,0,0,1,4,37,38,269,40,40,40,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0.43633232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25687,0,0,0,0,0,0,32782,33582080,0,5,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
25736,0,0,-0.5,0,0,0,50364439,-2113929184,8,14,0,7,19.29,0,0,1,4,37,38,102,102,104,104,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,102,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1362
25737,0,0,-0.5,0,0,0,33587223,-2113929184,8,15,0,7,19.29,0,0,1,4,37,38,102,102,104,104,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,102,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362
25738,0,0,-0.5,0,0,0,33587223,-2113929184,8,16,0,7,19.29,0,0,1,4,37,38,102,102,104,104,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,102,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362
25739,0,0,-0.5,0,0,0,33587223,-2113929184,8,17,0,7,19.29,0,0,1,4,37,38,102,102,104,104,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,102,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362
25740,-0.2,0,-0.4,0,0,0,33587215,33554432,0,13,0,7,19.29,0,0,1,4,37,38,-1,102,97,97,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360
25741,0,0,-0.5,0,0,0,33587223,-2113929184,8,19,0,7,19.29,0,0,1,4,37,38,102,102,104,104,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,102,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362
25744,0,0,0,0,0,0,33587209,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,34,0,-1.5707964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25746,0,0,5,0,0,0,33587209,33554432,0,2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25783,0,0,0,0,0,0,33587215,33554432,0,27,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25784,0.85,-0.2,-1.25,0,0,0,304250902,33554432,0,10,0,7,19.29,0,0,1,4,-1,-1,132,132,132,132,0,7,19.29,0,0,1,4,6,-1,6,-1,-1,107,4,1740,1,-1,5.5850534,0.2617994,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25802,0,1,-1,0,0,0,33587215,33554432,0,10,0,12,30,0,0,1,4,37,38,37,38,37,38,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25805,-1.7,0.7,0,8,0,1,33562631,-1040163328,8,2,0,7,19.29,0,0,0,0,114,115,120,120,120,120,0,7,19.29,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,40,0,0,0,0,0,0,0,1364
25807,0,0,0,0,0,0,33587215,33554432,0,5,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25808,0,0,0,0,0,0,33587215,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25809,-1.6,0,-1,0,0,0,33587215,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,143,128,143,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25825,0,0,0,0,0,0,33587215,33554432,0,27,0,7,19.29,0,0,1,4,37,38,91,91,91,91,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25917,-2,0,-14,0,0,0,33587215,33554432,32,5,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25932,0,0,-0.25,0,0,0,33603599,33554432,65536,27,0,7,19.29,0,0,1,4,37,38,-1,102,0,-1,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26018,2,0,0,0,0,0,33587215,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26019,0,-2,0,0,0,0,33587215,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26020,-2,0,0,0,0,0,33587215,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26021,0,2,0,0,0,0,33587215,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26022,2,-2,0,0,0,0,33587215,33554432,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
