ID,MapID,ObjectID,PlayerConditionID,ValueFalse,ValueTrue
612,2552,842062,117044,1000,1000
613,2552,842063,117044,1000,1000
614,2552,842064,117044,1000,1000
616,2552,842066,117044,1000,1000
617,2552,842067,117044,1000,1000
618,2552,842068,117044,1000,1000
619,2552,842069,117044,1000,1000
620,2552,842070,117044,1000,1000
626,2552,842076,117044,1000,1000
627,2552,842077,117044,1000,1000
628,2552,842078,117044,1000,1000
629,2552,842079,117044,1000,1000
631,2552,842081,117044,1000,1000
633,2552,842083,117044,1000,1000
634,2552,842084,117044,1000,1000
636,2552,842086,117044,1000,1000
639,2552,842089,117044,1000,1000
640,2552,842090,117044,1000,1000
641,2552,842091,117044,1000,1000
646,2552,842110,117044,1000,1000
647,2552,842112,117044,1000,1000
648,2552,842113,117044,1000,1000
649,2552,842114,117044,1000,1000
650,2552,842115,117044,1000,1000
651,2552,842116,117044,1000,1000
652,2552,842117,117044,1000,1000
653,2552,842267,117044,1000,1000
654,2552,842270,117044,1000,1000
655,2552,842271,117044,1000,1000
656,2552,842274,117044,1000,1000
657,2552,842276,117044,1000,1000
658,2552,842281,117044,1000,1000
659,2601,842779,121378,1000,1000
660,2601,842780,121378,1000,1000
661,2601,842781,121378,1000,1000
662,2601,842782,121378,1000,1000
663,2601,842783,121378,1000,1000
664,2601,842784,121378,1000,1000
665,2601,842785,121378,1000,1000
666,2601,842786,121378,1000,1000
667,2601,842787,121378,1000,1000
668,2601,842788,121378,1000,1000
669,2601,842789,121378,1000,1000
670,2601,842790,121378,1000,1000
671,2601,842791,121378,1000,1000
672,2601,842792,121378,1000,1000
673,2601,842793,121378,1000,1000
674,2552,842796,117044,1000,1000
675,2552,842797,117044,1000,1000
676,2552,842798,117044,1000,1000
677,2552,842799,117044,1000,1000
678,2552,842800,117044,1000,1000
679,2552,842096,117044,1000,1000
680,2552,842104,117044,1000,1000
681,2552,842802,117044,1000,1000
682,2552,842803,117044,1000,1000
683,2552,842804,117044,1000,1000
684,2552,842805,117044,1000,1000
685,2552,842806,117044,1000,1000
686,2552,842810,117044,1000,1000
687,2552,842811,117044,1000,1000
688,2552,842812,117044,1000,1000
689,2552,842813,117044,1000,1000
690,2552,842814,117044,1000,1000
691,2552,842815,117044,1000,1000
692,2552,842816,117044,1000,1000
693,2552,842818,117044,1000,1000
694,2552,842819,117044,1000,1000
695,2601,842881,120809,1000,1000
696,2601,842896,120810,1000,1000
697,2601,842897,120810,1000,1000
698,2601,842882,120809,1000,1000
699,2601,842883,120809,1000,1000
700,2601,842884,120809,1000,1000
701,2601,842885,120809,1000,1000
702,2601,842886,120809,1000,1000
703,2601,842887,120809,1000,1000
704,2601,842888,120809,1000,1000
705,2601,842889,120809,1000,1000
706,2601,842890,120809,1000,1000
707,2601,842891,120809,1000,1000
708,2601,842892,120809,1000,1000
709,2601,842893,120809,1000,1000
710,2601,842894,120809,1000,1000
711,2601,842895,120809,1000,1000
712,2552,842906,117044,1000,1000
713,2552,842907,117044,1000,1000
714,2552,842908,117044,1000,1000
715,2552,842909,117044,1000,1000
716,2552,842910,117044,1000,1000
717,2552,842911,117044,1000,1000
718,2552,868982,122367,1000,1000
719,2552,868983,122367,1000,1000
720,2552,868984,122367,1000,1000
721,2552,868985,122367,1000,1000
722,2552,868986,122367,1000,1000
723,2552,868987,122367,1000,1000
724,2552,868988,122367,1000,1000
725,2552,868989,122367,1000,1000
726,2552,868990,122367,1000,1000
727,2552,868991,122367,1000,1000
728,2552,868992,122367,1000,1000
729,2552,868993,122367,1000,1000
730,2552,868994,122367,1000,1000
731,2552,868995,122367,1000,1000
732,2552,868996,122367,1000,1000
733,2552,868997,122367,1000,1000
734,2552,868998,122367,1000,1000
735,2552,868999,122367,1000,1000
736,2552,869341,122367,1000,1000
738,2648,871540,117044,1000,1000
739,2648,871541,117044,1000,1000
740,2648,871542,117044,1000,1000
741,2648,871543,117044,1000,1000
742,2648,871544,117044,1000,1000
743,2648,871545,117044,1000,1000
744,2648,871547,117044,1000,1000
745,2648,871549,117044,1000,1000
746,2648,871554,117044,1000,1000
747,2648,871555,117044,1000,1000
748,2648,871557,117044,1000,1000
749,2648,871560,117044,1000,1000
750,2648,871564,117044,1000,1000
751,2648,871570,117044,1000,1000
752,2648,871572,117044,1000,1000
753,2648,871573,117044,1000,1000
754,2648,871579,117044,1000,1000
755,2648,871584,117044,1000,1000
756,2648,871586,117044,1000,1000
757,2648,871588,117044,1000,1000
758,2648,871590,117044,1000,1000
759,2648,871591,117044,1000,1000
760,2648,871592,117044,1000,1000
761,2648,871593,117044,1000,1000
762,2648,871594,117044,1000,1000
763,2648,871595,117044,1000,1000
764,2648,871596,117044,1000,1000
765,2648,871602,117044,1000,1000
766,2648,871603,117044,1000,1000
767,2648,871604,117044,1000,1000
768,2648,871605,117044,1000,1000
769,2648,871608,117044,1000,1000
770,2648,871609,117044,1000,1000
771,2648,871610,117044,1000,1000
772,2648,871612,117044,1000,1000
773,2648,871613,117044,1000,1000
774,2648,871614,117044,1000,1000
775,2648,871615,117044,1000,1000
776,2648,871616,117044,1000,1000
777,2648,871618,117044,1000,1000
778,2648,871619,117044,1000,1000
779,2648,871621,117044,1000,1000
780,2648,871622,117044,1000,1000
781,2648,871623,117044,1000,1000
782,2648,871624,117044,1000,1000
783,2648,871625,117044,1000,1000
784,2648,871626,117044,1000,1000
785,2648,871631,117044,1000,1000
786,2648,871632,117044,1000,1000
787,2648,871633,117044,1000,1000
788,2648,871638,117044,1000,1000
789,2648,871639,117044,1000,1000
790,2648,871640,117044,1000,1000
791,2648,871643,117044,1000,1000
792,2648,871644,117044,1000,1000
793,2648,871645,117044,1000,1000
794,2648,871646,117044,1000,1000
795,2648,871647,117044,1000,1000
796,2648,871649,117044,1000,1000
797,2648,871655,117044,1000,1000
798,2648,871656,117044,1000,1000
799,2648,871673,117044,1000,1000
800,2648,871741,117044,1000,1000
801,2648,871776,117044,1000,1000
802,2648,872160,117044,1000,1000
803,2648,872176,117044,1000,1000
804,2648,872180,117044,1000,1000
805,2648,872197,117044,1000,1000
806,2648,872209,117044,1000,1000
807,2648,872243,117044,1000,1000
808,2648,872245,117044,1000,1000
809,2648,872286,117044,1000,1000
812,2552,842120,117044,1000,1000
813,2552,842119,117044,1000,1000
814,2552,842121,117044,1000,1000
815,2552,824999,117044,1000,1000
816,2552,824996,117044,1000,1000
817,2552,824997,117044,1000,1000
818,2552,825001,117044,1000,1000
819,2552,825002,117044,1000,1000
820,2552,825005,117044,1000,1000
821,2601,874508,119773,1000,1000
822,2601,874509,119773,1000,1000
823,2601,885350,124455,1000,1000
824,2601,885351,124455,1000,1000
825,2601,885352,124455,1000,1000
826,2601,885353,124455,1000,1000
827,2601,885354,124455,1000,1000
828,2601,885355,124455,1000,1000
829,2601,885356,124455,1000,1000
833,2552,887979,118328,1000,1000
834,2552,887980,118328,1000,1000
835,2552,887981,118328,1000,1000
836,2552,887982,118328,1000,1000
837,2552,887983,118328,1000,1000
838,2552,887984,118328,1000,1000
839,2552,887985,118328,1000,1000
840,2552,887986,118328,1000,1000
841,2552,887987,118328,1000,1000
842,2601,888091,118328,1000,1000
843,2601,888093,118328,1000,1000
844,2601,888094,118328,1000,1000
845,2601,888095,118328,1000,1000
846,2601,888096,118328,1000,1000
904,2662,894285,120490,1000,1000
905,2662,894287,120490,1000,1000
906,2662,894288,120490,1000,1000
907,2662,894293,120490,1000,1000
908,2662,894295,120490,1000,1000
909,2662,894296,120490,1000,1000
910,2662,894297,120490,1000,1000
911,2662,894298,120490,1000,1000
912,2662,894299,120490,1000,1000
913,2662,894723,120490,1000,1000
914,2662,894724,120490,1000,1000
915,2662,894731,120490,1000,1000
916,2662,894734,120490,1000,1000
917,2662,894737,120490,1000,1000
918,2662,895072,120490,1000,1000
919,2662,895073,120490,1000,1000
920,2662,895074,120490,1000,1000
921,2662,895077,120490,1000,1000
922,2662,895078,120490,1000,1000
923,2662,895081,120490,1000,1000
924,2662,895307,120490,1000,1000
925,2662,895335,120490,1000,1000
926,2662,895342,120809,1000,1000
927,2662,895344,120809,1000,1000
928,2662,895346,120809,1000,1000
929,2662,895347,120490,1000,1000
930,2662,895348,120809,1000,1000
931,2662,895360,120809,1000,1000
932,2662,895362,120809,1000,1000
933,2662,895373,120809,1000,1000
934,2662,895374,120809,1000,1000
935,2662,895393,120809,1000,1000
936,2662,895396,120809,1000,1000
937,2662,895398,120809,1000,1000
938,2662,895399,120809,1000,1000
939,2662,895401,120809,1000,1000
940,2662,895405,120809,1000,1000
941,2662,895406,120810,1000,1000
942,2662,895407,120810,1000,1000
943,2662,895409,120809,1000,1000
961,2713,880665,128905,1000,0
962,2127,908751,129880,1000,1000
963,2127,908752,129879,1000,1000
964,2127,908753,129879,1000,1000
965,1,919485,126131,1000,1000
966,1,919486,126131,1000,1000
967,1,919487,126131,1000,1000
969,1,919489,126131,1000,1000
970,1,919490,126131,1000,1000
971,1,919491,126131,1000,1000
972,1,919492,126131,1000,1000
973,1,919493,126131,1000,1000
977,1,919497,126131,1000,1000
978,1,919498,126131,1000,1000
979,1,919499,126131,1000,1000
983,1,919503,126131,1000,1000
984,1,919504,126131,1000,1000
985,1,919505,126131,1000,1000
986,1,919506,126131,1000,1000
987,1,919507,126131,1000,1000
988,1,919508,126131,1000,1000
993,1,919513,126131,1000,1000
994,1,919514,126131,1000,1000
997,1,919517,126131,1000,1000
998,1,919518,126131,1000,1000
999,1,919519,126131,1000,1000
1000,1,919520,126131,1000,1000
1001,1,919521,126131,1000,1000
1002,1,919522,126131,1000,1000
1003,1,919523,126131,1000,1000
1004,1,919524,126131,1000,1000
1005,1,919525,126131,1000,1000
1006,1,919526,126131,1000,1000
1007,1,919527,126131,1000,1000
1009,1,919529,126131,1000,1000
1010,1,919530,126131,1000,1000
1011,1,919531,126131,1000,1000
1012,1,919532,126131,1000,1000
1013,1,919533,126131,1000,1000
1014,1,919534,126131,1000,1000
1015,1,919535,126131,1000,1000
1016,1,919536,126131,1000,1000
1018,1,919538,126131,1000,1000
1019,1,919539,126131,1000,1000
1021,1,919541,126131,1000,1000
1022,1,919542,126131,1000,1000
1023,1,919543,126131,1000,1000
1024,1,919544,126131,1000,1000
1025,1,919545,126131,1000,1000
1026,1,919546,126131,1000,1000
1027,1,919547,126131,1000,1000
1028,1,919548,126131,1000,1000
1030,1,919550,126131,1000,1000
1031,1,919551,126131,1000,1000
1033,1,920083,126131,1000,1000
1034,1,920084,126131,1000,1000
1035,1,920085,126131,1000,1000
1036,1,920086,126131,1000,1000
1037,1,920087,126131,1000,1000
1038,1,920088,126131,1000,1000
1039,1,920089,126131,1000,1000
1040,1,920090,126131,1000,1000
1041,1,920091,126131,1000,1000
1043,1,920093,126131,1000,1000
1044,1,920094,126131,1000,1000
1045,1,920095,126131,1000,1000
1046,1,920096,126131,1000,1000
1047,1,920097,126131,1000,1000
1048,1,920098,126131,1000,1000
1049,1,920099,126131,1000,1000
1050,1,920100,126131,1000,1000
1051,1,920101,126131,1000,1000
1052,1,920102,126131,1000,1000
1053,1,920103,126131,1000,1000
1054,1,920104,126131,1000,1000
1055,1,920105,126131,1000,1000
1056,1,920106,126131,1000,1000
1057,1,920107,126131,1000,1000
1058,1,920108,126131,1000,1000
1059,1,920109,126131,1000,1000
1060,1,920110,126131,1000,1000
1064,2796,992192,133189,1000,1000
1065,2796,992193,133192,1000,1000
1066,2796,992194,133189,1000,1000
1067,2796,992195,133196,1000,1000
1068,2796,992196,133194,1000,1000
1069,2796,992197,133196,1000,1000
1070,2796,992198,133189,1000,1000
1071,2796,992199,133197,1000,1000
1072,2796,992200,133196,1000,1000
1073,2796,992201,133196,1000,1000
1074,2796,992202,133197,1000,1000
1075,2796,992203,133197,1000,1000
1076,2796,992207,133194,1000,1000
1077,2796,992208,133194,1000,1000
1078,2796,992209,133194,1000,1000
1079,2796,992347,133192,1000,1000
1080,2827,997183,134825,1000,1000
1081,2827,997184,134824,1000,1000
1082,2827,997185,134824,1000,1000
1083,2827,997186,134821,1000,1000
1084,2827,997187,134823,1000,1000
1085,2827,997188,134822,1000,1000
1086,2827,997189,134821,1000,1000
1087,2827,997190,134823,1000,1000
1088,2827,997191,134822,1000,1000
1089,2827,997192,134822,1000,1000
1090,2827,997193,134821,1000,1000
1091,2828,997587,134830,1000,1000
1092,2828,997608,134827,1000,1000
1093,2828,997630,134829,1000,1000
1094,2828,997637,134828,1000,1000
1095,2828,997652,134826,1000,1000
1096,2828,997654,134826,1000,1000
1097,2828,997655,134826,1000,1000
1098,2828,997656,134826,1000,1000
1099,2828,997657,134826,1000,1000
1101,0,1000846,135741,1000,1000
1102,0,1000847,135741,1000,1000
1103,0,1000848,135741,1000,1000
1104,0,1000849,135741,1000,1000
1105,0,1000850,135741,1000,1000
1106,0,1000851,135741,1000,1000
1107,0,1000860,135741,1000,1000
1108,2706,1000392,135364,1000,1000
1109,0,1000861,135741,1000,1000
1110,0,1000862,135741,1000,1000
1111,0,1000863,135741,1000,1000
1112,0,1000864,135741,1000,1000
1113,0,1000865,135741,1000,1000
1114,0,1000866,135741,1000,1000
1115,0,1000867,135741,1000,1000
1116,0,1000868,135741,1000,1000
1117,0,1000869,135741,1000,1000
1118,2584,1001023,124455,1000,1000
1119,2584,1001039,124455,1000,1000
1120,2584,1001040,124455,1000,1000
1121,2584,1001045,124455,1000,1000
1122,1,1001113,135741,1000,1000
1123,1,1001114,135741,1000,1000
1124,1,1001115,135741,1000,1000
1125,1,1001116,135741,1000,1000
1126,1,1001117,135741,1000,1000
1127,1,1001118,135741,1000,1000
1128,1,1001119,135741,1000,1000
1129,1,1001120,135741,1000,1000
1130,1,1001121,135741,1000,1000
1131,1,1001122,135741,1000,1000
1132,1,1001123,135741,1000,1000
1133,1,1001124,135741,1000,1000
1152,2552,1002150,135741,1000,1000
1153,2552,1002151,135741,1000,1000
1154,2552,1002152,135741,1000,1000
1155,2552,1002153,135741,1000,1000
1156,2552,1002154,135741,1000,1000
1157,2552,1002155,135741,1000,1000
1158,2552,1002156,135741,1000,1000
1159,2552,1002157,135741,1000,1000
1160,2552,1002158,135741,1000,1000
1236,0,1019424,140793,1000,1000
1239,0,1019427,140794,1000,1000
1240,0,1019428,140793,1000,1000
1241,0,1019429,140793,1000,1000
1244,0,1019432,140794,1000,1000
1246,0,1019439,140795,1000,1000
1247,0,1019440,140793,1000,1000
1248,0,1019441,140794,1000,1000
1249,0,1019442,140795,1000,1000
1251,0,1019444,140795,1000,1000
1252,0,1019445,140795,1000,1000
1253,0,1019446,140795,1000,1000
1254,0,1019447,140794,1000,1000
1255,0,1019448,140794,1000,1000
1256,0,1019449,140794,1000,1000
1259,0,1019452,140794,1000,1000
1261,0,1019454,140794,1000,1000
1263,0,1019456,140793,1000,1000
1266,0,1019459,140794,1000,1000
1267,0,1019460,140795,1000,1000
1268,0,1019461,140795,1000,1000
1269,0,1019462,140795,1000,1000
1270,0,1019463,140795,1000,1000
1271,0,1019464,140795,1000,1000
1272,0,1019465,140793,1000,1000
1273,0,1019466,140793,1000,1000
1275,0,1019468,140795,1000,1000
1276,0,1019469,140795,1000,1000
1277,0,1019470,140793,1000,1000
1278,0,1019471,140793,1000,1000
1279,0,1019472,140793,1000,1000
1280,0,1019473,140793,1000,1000
1281,0,1019474,140793,1000,1000
1283,0,1019965,140795,1000,1000
1284,0,1019966,140795,1000,1000
1285,0,1019967,140795,1000,1000
1286,0,1019968,140795,1000,1000
1287,0,1019969,140793,1000,1000
1288,0,1020030,140794,1000,1000
1289,0,1020031,140794,1000,1000
1290,0,1021348,140795,1000,1000
1291,0,1021349,140794,1000,1000
1292,0,1021350,140794,1000,1000
1294,0,1021352,140795,1000,1000
1295,0,1021353,140794,1000,1000
1296,0,1021354,140795,1000,1000
1297,0,1021355,140795,1000,1000
1298,0,1021356,140795,1000,1000
1299,0,1020057,139089,1000,1000
1300,0,1020063,139089,1000,1000
1301,0,1020062,139089,1000,1000
1302,0,1020064,139089,1000,1000
1303,0,1020073,139089,1000,1000
1304,0,1019848,139089,1000,1000
1305,0,1019850,139089,1000,1000
1306,0,1020061,139089,1000,1000
1307,0,1019849,139089,1000,1000
1308,0,1020060,139089,1000,1000
1309,0,1020071,139089,1000,1000
1310,0,1020072,139089,1000,1000
1311,0,1021719,140796,1000,1000
1312,0,1021720,140796,1000,1000
1313,0,1021721,140796,1000,1000
1314,0,1021722,140796,1000,1000
1315,0,1022470,140795,1000,1000
1316,0,1022471,140795,1000,1000
1317,0,1022472,140796,1000,1000
1318,0,1022473,140796,1000,1000
1319,0,1022474,140796,1000,1000
1320,0,1022475,140796,1000,1000
1321,0,1020068,139089,1000,1000
1322,0,1020070,139089,1000,1000
1323,0,1019855,139089,1000,1000
1324,0,1019853,139089,1000,1000
1325,0,1019845,139089,1000,1000
1326,0,1019852,139089,1000,1000
1327,0,1019854,139089,1000,1000
1328,0,1020056,139089,1000,1000
1329,0,1020075,139089,1000,1000
1330,0,1020059,139089,1000,1000
1331,0,1019857,139089,1000,1000
1332,0,1019856,139089,1000,1000
1333,0,1020074,139089,1000,1000
1334,0,1020058,139089,1000,1000
1335,0,1019861,139089,1000,1000
1336,0,1019843,139089,1000,1000
1337,0,1019862,139089,1000,1000
1338,0,1020066,139089,1000,1000
1339,0,1019858,139089,1000,1000
1340,0,1019859,139089,1000,1000
1341,0,1020065,139089,1000,1000
1342,0,1019847,139089,1000,1000
1343,0,1020067,139089,1000,1000
1344,0,1019846,139089,1000,1000
1345,0,1019851,139089,1000,1000
1346,0,1020069,139089,1000,1000
1347,0,1019860,139089,1000,1000
1348,0,1019844,139089,1000,1000
1349,1,1022356,9485,1000,1000
1350,1,1022354,9485,1000,1000
1351,1,1022341,9485,1000,1000
1352,1,1022357,9485,1000,1000
1353,1,1022359,9485,1000,1000
1354,1,1022347,9485,1000,1000
1355,1,1022352,9485,1000,1000
1356,1,1022343,9485,1000,1000
1357,1,1022351,9485,1000,1000
1358,1,1022350,9485,1000,1000
1359,1,1022345,9485,1000,1000
1360,1,1022344,9485,1000,1000
1361,1,1022342,9485,1000,1000
1362,1,1022348,9485,1000,1000
1363,1,1022355,9485,1000,1000
1364,1,1022340,9485,1000,1000
1365,1,1022358,9485,1000,1000
1366,1,1022346,9485,1000,1000
1367,1,1022353,9485,1000,1000
1368,1,1022349,9485,1000,1000
1369,1,1024938,9485,1000,1000
1370,1,1024939,9485,1000,1000
1371,1,1024940,9485,1000,1000
1372,0,1027029,139089,1000,1000
1474,2551,1038950,123108,1000,1000
1475,2551,1038951,123108,1000,1000
1476,2551,1038962,123108,1000,1000
1477,2551,1038963,123108,1000,1000
1478,2551,1038964,123108,1000,1000
1479,2551,1038966,123108,1000,1000
1480,2551,1038967,123108,1000,1000
1481,2551,1038968,123108,1000,1000
1482,2551,1038969,123108,1000,1000
1483,2551,1038970,123108,1000,1000
1484,2551,1038972,123108,1000,1000
1485,2551,1038973,123108,1000,1000
1668,2912,1048070,123108,1000,1000
1670,2912,1048072,123108,1000,1000
1671,2912,1048073,123108,1000,1000
1672,2912,1048074,123108,1000,1000
1673,2912,1048075,123108,1000,1000
1674,2912,1048076,123108,1000,1000
1675,2912,1048077,123108,1000,1000
1676,2912,1048078,123108,1000,1000
1677,2912,1048079,123108,1000,1000
1678,2912,1048081,123108,1000,1000
1679,2912,1048082,123108,1000,1000
1680,2912,1048083,123108,1000,1000
1681,2912,1048084,123108,1000,1000
1682,2912,1048086,123108,1000,1000
1683,2912,1048087,123108,1000,1000
1684,2912,1048088,123108,1000,1000
1685,2912,1048089,123108,1000,1000
1686,2912,1048090,123108,1000,1000
1687,2912,1048091,123108,1000,1000
1688,2912,1048092,123108,1000,1000
1689,2912,1048093,123108,1000,1000
1690,2912,1048094,123108,1000,1000
1691,2912,1048095,123108,1000,1000
1692,2912,1048096,123108,1000,1000
1693,2912,1048097,123108,1000,1000
1694,2912,1048098,123108,1000,1000
1695,2912,1048099,123108,1000,1000
1696,2912,1048100,123108,1000,1000
1697,2912,1048101,123108,1000,1000
1698,2912,1048102,123108,1000,1000
1699,2912,1048103,123108,1000,1000
1700,2912,1048104,123108,1000,1000
1701,2912,1048105,123108,1000,1000
1702,2912,1048106,123108,1000,1000
1703,2912,1048107,123108,1000,1000
1704,2912,1048108,123108,1000,1000
1705,2912,1048109,123108,1000,1000
1706,2912,1048110,123108,1000,1000
1707,2912,1048111,123108,1000,1000
1708,2912,1048112,123108,1000,1000
1709,2912,1048113,123108,1000,1000
1710,2912,1048114,123108,1000,1000
1711,2912,1048115,123108,1000,1000
1712,2912,1048116,123108,1000,1000
1713,2912,1048117,123108,1000,1000
1714,2912,1048118,123108,1000,1000
1715,2912,1048119,123108,1000,1000
1716,2912,1048120,123108,1000,1000
1717,2912,1048121,123108,1000,1000
1718,2912,1048122,123108,1000,1000
1719,2912,1048123,123108,1000,1000
1720,2912,1048124,123108,1000,1000
1721,2912,1048125,123108,1000,1000
1722,2912,1048126,123108,1000,1000
1723,2912,1048129,123108,1000,1000
1725,2912,1049551,123108,1000,1000
1728,2912,1049555,123108,1000,1000
1736,2912,1049569,123108,1000,1000
1739,2912,1049581,123108,1000,1000
1752,2912,1049607,123108,1000,1000
1754,2912,1049609,123108,1000,1000
1755,2912,1049610,123108,1000,1000
1760,2912,1049615,123108,1000,1000
1767,2912,1049622,123108,1000,1000
1769,2912,1049624,123108,1000,1000
1770,2912,1049625,123108,1000,1000
1781,2912,1049639,123108,1000,1000
1783,2912,1049641,123108,1000,1000
1789,2912,1049647,123108,1000,1000
1793,2912,1049652,123108,1000,1000
1798,2912,1049658,123108,1000,1000
1799,2912,1049659,123108,1000,1000
1800,2912,1049660,123108,1000,1000
1801,2912,1049661,123108,1000,1000
1802,2912,1049662,123108,1000,1000
1804,2912,1049664,123108,1000,1000
1805,2912,1049665,123108,1000,1000
1807,2912,1049667,123108,1000,1000
1809,2912,1049669,123108,1000,1000
1810,2912,1049670,123108,1000,1000
1811,2912,1049671,123108,1000,1000
1812,2912,1049672,123108,1000,1000
1813,2912,1049673,123108,1000,1000
1814,2912,1049674,123108,1000,1000
1815,2912,1049675,123108,1000,1000
1816,2912,1049676,123108,1000,1000
1817,2912,1049677,123108,1000,1000
1818,2912,1049678,123108,1000,1000
1819,2912,1049679,123108,1000,1000
1820,2912,1049680,123108,1000,1000
1821,2912,1049681,123108,1000,1000
1822,2912,1049682,123108,1000,1000
1823,2912,1049683,123108,1000,1000
1824,2912,1049684,123108,1000,1000
1825,2912,1049685,123108,1000,1000
1826,2912,1049686,123108,1000,1000
1827,2912,1049687,123108,1000,1000
1828,2912,1049688,123108,1000,1000
1829,2912,1049689,123108,1000,1000
1830,2912,1049690,123108,1000,1000
1831,2912,1049691,123108,1000,1000
1832,2912,1049692,123108,1000,1000
1833,2912,1049693,123108,1000,1000
