ID,SoundKitID,FileDataID,Frequency,Volume,PlayerConditionID
286530,1323,540842,1,1,0
286531,1324,540844,1,1,0
286532,1324,540843,1,1,0
286533,1324,540840,1,1,0
286534,1325,540836,1,1,0
286535,1326,540838,1,1,0
286536,1327,540841,1,1,0
286537,1328,540839,1,1,0
286538,1329,540851,1,1,0
286539,1329,540847,1,1,0
286540,1329,540848,1,1,0
286541,1330,540850,1,1,0
286542,1330,540854,1,1,0
286543,1330,540853,1,1,0
286544,1331,540846,1,1,0
286545,1332,540852,1,1,0
286546,1333,540855,1,1,0
286547,1334,540849,1,1,0
286548,1335,540861,1,1,0
286549,1335,540862,1,1,0
286550,1335,540856,1,1,0
286551,1336,540859,1,1,0
286552,1336,540858,1,1,0
286553,1336,540860,1,1,0
286554,1337,540857,1,1,0
286555,1338,540863,1,1,0
286556,1339,540861,1,1,0
286557,1340,540862,1,1,0
286558,1341,541311,1,1,0
286559,1341,541309,1,1,0
286560,1341,541314,1,1,0
286561,850,567490,1,1,0
286562,851,567464,1,1,0
286563,852,567481,1,1,0
286564,853,567481,1,1,0
286565,854,567481,1,1,0
286566,855,567481,1,1,0
286567,89,567464,1,1,0
286568,8374,562420,1,1,0
286569,8375,562414,1,1,0
286570,860,567512,1,1,0
286571,861,567407,1,1,0
286572,862,567461,1,1,0
286573,863,567512,1,1,0
286574,864,567483,1,1,0
286575,865,567501,1,1,0
286576,866,567501,1,1,0
286577,867,567453,1,1,0
286578,868,567520,1,1,0
286579,869,567453,1,1,0
286580,870,567520,1,1,0
286581,871,567453,1,1,0
286582,872,567520,1,1,0
286583,873,567453,1,1,0
286584,1302,540816,1,1,0
286585,1302,540822,1,1,0
286586,1302,540823,1,1,0
286587,1304,540819,1,1,0
286588,1305,540825,1,1,0
286589,1306,540824,1,1,0
286590,1307,540955,1,1,0
286591,1307,540946,1,1,0
286592,1307,540953,1,1,0
286593,1308,540949,1,1,0
286594,1308,540951,1,1,0
286595,1308,540950,1,1,0
286596,6396,543332,1,1,0
286597,6396,543282,1,1,0
286598,6396,543309,1,1,0
286599,2387,541203,1,1,0
286600,2387,541177,1,1,0
286601,2387,541220,1,1,0
286602,2053,540600,1,1,0
286603,2053,540564,1,1,0
286604,2054,542633,1,1,0
286605,2054,542631,1,1,0
286606,2055,542623,1,1,0
286607,2055,542666,1,1,0
286608,2056,542632,1,1,0
286609,574,546876,1,1,0
286610,574,546881,1,1,0
286611,574,546874,1,1,0
286612,574,546885,1,1,0
286613,574,546879,1,1,0
286614,576,546880,1,1,0
286615,576,546877,1,1,0
286616,576,546883,1,1,0
286617,577,546882,1,1,0
286618,578,546878,1,1,0
286619,579,546884,1,1,0
286620,580,551590,1,1,0
286621,580,551594,1,1,0
286622,580,551596,1,1,0
286623,580,551595,1,1,0
286624,581,551591,1,1,0
286625,581,551599,1,1,0
286626,581,551592,1,1,0
286627,582,551597,1,1,0
286628,583,551593,1,1,0
286629,584,551598,1,1,0
286630,586,564143,1,1,0
286631,586,564138,1,1,0
286632,586,564136,1,1,0
286633,586,564140,1,1,0
286634,586,564137,1,1,0
286635,587,564139,1,1,0
286636,587,564142,1,1,0
286637,587,564134,1,1,0
286638,588,564135,1,1,0
286639,589,564132,1,1,0
286640,590,564141,1,1,0
286641,591,564133,1,1,0
286642,592,554443,1,1,0
286643,592,554444,1,1,0
286644,592,554442,1,1,0
286645,593,554450,1,1,0
286646,593,554447,1,1,0
286647,593,554446,1,1,0
286648,594,554449,1,1,0
286649,595,554451,1,1,0
286650,596,554448,1,1,0
286651,1342,541307,1,1,0
286652,1342,541313,1,1,0
286653,1342,541310,1,1,0
286654,1343,541305,1,1,0
286655,1344,541308,1,1,0
286656,1345,541312,1,1,0
286657,1346,541306,1,1,0
286658,1347,539957,1,1,0
286659,1347,539961,1,1,0
286660,1347,539960,1,1,0
286661,1348,539956,1,1,0
286662,1348,539953,1,1,0
286663,1348,539962,1,1,0
286664,1349,539962,1,1,0
286665,1350,539958,1,1,0
286666,1351,539955,1,1,0
286667,1352,539959,1,1,0
286668,1353,542443,1,1,0
286669,1353,542442,1,1,0
286670,1353,542446,1,1,0
286671,1353,542445,1,1,0
286672,1354,542448,1,1,0
286673,1354,542444,1,1,0
286674,1354,542449,1,1,0
286675,1354,542440,1,1,0
286676,1355,542441,1,1,0
286677,1356,542447,1,1,0
286678,1584,539911,1,1,0
286679,2102,542658,1,1,0
286680,2103,542673,1,1,0
286681,2104,542648,1,1,0
286682,2104,542619,1,1,0
286683,2105,542661,1,1,0
286684,2105,542642,1,1,0
286685,2105,542626,1,1,0
286686,2106,542612,1,1,0
286687,2107,542620,1,1,0
286688,2636,542629,1,1,0
286689,2636,542647,1,1,0
286690,2637,542654,1,1,0
286691,2637,542611,1,1,0
286692,2638,542645,1,1,0
286693,2638,542672,1,1,0
286694,2640,540964,1,1,0
286695,1309,540958,1,1,0
286696,1310,540954,1,1,0
286697,1315,542492,1,1,0
286698,1315,542488,1,1,0
286699,1315,542495,1,1,0
286700,1315,542493,1,1,0
286701,1316,542497,1,1,0
286702,1316,542489,1,1,0
286703,1316,542498,1,1,0
286704,1317,542487,1,1,0
286705,1318,542490,1,1,0
286706,1319,541226,1,1,0
286707,1319,541237,1,1,0
286708,1319,541227,1,1,0
286709,1319,541231,1,1,0
286710,876,567508,1,1,0
286711,1774,540283,1,1,0
286712,1774,540310,1,1,0
286713,1774,540311,1,1,0
286714,1775,540309,1,1,0
286715,1588,539904,1,1,0
286716,1588,539893,1,1,0
286717,1588,539915,1,1,0
286718,1589,539941,1,1,0
286719,1589,539895,1,1,0
286720,1590,539948,1,1,0
286721,1590,539946,1,1,0
286722,1590,539945,1,1,0
286723,1591,539898,1,1,0
286724,1592,539909,1,1,0
286725,1592,539897,1,1,0
286726,1592,539951,1,1,0
286727,1593,539940,1,1,0
286728,1595,539901,1,1,0
286729,1596,565344,1,1,0
286730,1598,539907,1,1,0
286731,1598,539908,1,1,0
286732,1601,539928,1,1,0
286733,1602,539913,1,1,0
286734,1604,565472,1,1,0
286735,1605,539933,1,1,0
286736,1605,539899,1,1,0
286737,1606,539938,1,1,0
286738,1606,539934,1,1,0
286739,1607,539936,1,1,0
286740,1607,539923,1,1,0
286741,1607,539914,1,1,0
286742,1608,539913,1,1,0
286743,597,554445,1,1,0
286744,600,567522,1,1,0
286745,602,567419,1,1,0
286746,603,567440,1,1,0
286747,604,567496,1,1,0
286748,605,567472,1,1,0
286749,616,567461,1,1,0
286750,617,567512,1,1,0
286751,618,567400,1,1,0
286752,619,567439,1,1,0
286753,620,567504,1,1,0
286754,621,567508,1,1,0
286755,623,567437,1,1,0
286756,624,567481,1,1,0
286757,639,549297,1,1,0
286758,639,549295,1,1,0
286759,639,549293,1,1,0
286760,640,549291,1,1,0
286761,640,549296,1,1,0
286762,640,549290,1,1,0
286763,641,549292,1,1,0
286764,642,549294,1,1,0
286765,643,562394,1,1,0
286766,643,562385,1,1,0
286767,643,562393,1,1,0
286768,643,562386,1,1,0
286769,644,562390,1,1,0
286770,644,562392,1,1,0
286771,644,562389,1,1,0
286772,645,562395,1,1,0
286773,646,562391,1,1,0
286774,647,562391,1,1,0
286775,648,562388,1,1,0
286776,1406,564066,1,1,0
286777,1407,564075,1,1,0
286778,1408,564072,1,1,0
286779,1409,550518,1,1,0
286780,1409,550525,1,1,0
286781,1409,550521,1,1,0
286782,1410,550519,1,1,0
286783,1410,550522,1,1,0
286784,1410,550520,1,1,0
286785,1411,550524,1,1,0
286786,1412,550524,1,1,0
286787,2642,540967,1,1,0
286788,2644,541016,1,1,0
286789,2646,540977,1,1,0
286790,2647,541002,1,1,0
286791,2647,540986,1,1,0
286792,2648,540998,1,1,0
286793,2648,541000,1,1,0
286794,2649,540976,1,1,0
286795,2649,540959,1,1,0
286796,2651,550249,1,1,0
286797,2651,550255,1,1,0
286798,2651,550250,1,1,0
286799,2652,550257,1,1,0
286800,2652,550258,1,1,0
286801,2652,550256,1,1,0
286802,2653,550252,1,1,0
286803,2654,550251,1,1,0
286804,2655,550254,1,1,0
286805,2656,550253,1,1,0
286806,2657,540936,1,1,0
286807,2659,540933,1,1,0
286808,2661,540924,1,1,0
286809,2663,540894,1,1,0
286810,2664,540883,1,1,0
286811,2664,540922,1,1,0
286812,2665,540912,1,1,0
286813,2665,540885,1,1,0
286814,2666,540923,1,1,0
286815,2666,540921,1,1,0
286816,2670,540696,1,1,0
286817,2670,540717,1,1,0
286818,2671,540692,1,1,0
286819,2671,540678,1,1,0
286820,2672,540686,1,1,0
286821,2672,540713,1,1,0
286822,6117,540460,1,1,0
286823,6117,540416,1,1,0
286824,6117,540414,1,1,0
286825,6117,540407,1,1,0
286826,6120,540408,1,1,0
286827,6120,540437,1,1,0
286828,6120,540410,1,1,0
286829,6121,540417,1,1,0
286830,6121,540448,1,1,0
286831,6121,540411,1,1,0
286832,6122,540432,1,1,0
286833,6122,540449,1,1,0
286834,6122,540420,1,1,0
286835,6122,540415,1,1,0
286836,1609,539929,1,1,0
286837,1612,539924,1,1,0
286838,1612,539916,1,1,0
286839,1613,539921,1,1,0
286840,1614,539912,1,1,0
286841,1614,539906,1,1,0
286842,1615,539896,1,1,0
286843,1615,539890,1,1,0
286844,1616,539926,1,1,0
286845,1617,539898,1,1,0
286846,1618,539937,1,1,0
286847,1618,539932,1,1,0
286848,1620,565972,1,1,0
286849,1621,566806,1,1,0
286850,1622,539937,1,1,0
286851,1624,539910,1,1,0
286852,1624,539905,1,1,0
286853,1624,539939,1,1,0
286854,1625,539902,1,1,0
286855,1625,539935,1,1,0
286856,1626,539912,1,1,0
286857,1626,539900,1,1,0
286858,1626,539906,1,1,0
286859,5911,547886,1,1,0
286860,5911,547877,1,1,0
286861,5911,547884,1,1,0
286862,5911,547881,1,1,0
286863,5912,547879,1,1,0
286864,5912,547883,1,1,0
286865,5912,547889,1,1,0
286866,1788,540304,1,1,0
286867,1457,560768,1,1,0
286868,2227,542540,1,1,0
286869,2228,542587,1,1,0
286870,2228,542567,1,1,0
286871,2229,540930,1,1,0
286872,2229,540907,1,1,0
286873,2230,540892,1,1,0
286874,2230,540938,1,1,0
286875,2231,540896,1,1,0
286876,2232,540889,1,1,0
286877,2232,540934,1,1,0
286878,6336,559624,1,1,0
286879,6337,559627,1,1,0
286880,8278,558980,1,1,0
286881,8279,554312,1,1,0
286882,8281,563246,1,1,0
286883,8283,563243,1,1,0
286884,8284,563247,1,1,0
286885,8285,563244,1,1,0
286886,8286,545650,1,1,0
286887,8287,545649,1,1,0
286888,8288,556362,1,1,0
286889,8289,556384,1,1,0
286890,8290,556382,1,1,0
286891,8291,556380,1,1,0
286892,8292,556356,1,1,0
286893,877,567508,1,1,0
286894,878,567439,1,1,0
286895,879,567508,1,1,0
286896,880,567451,1,1,0
286897,881,567451,1,1,0
286898,882,567490,1,1,0
286899,888,569593,1,1,0
286900,890,567400,1,1,0
286901,891,567483,1,1,0
286902,892,567501,1,1,0
286903,895,567428,1,1,0
286904,900,567520,1,1,0
286905,902,567489,1,1,0
286906,903,567524,1,1,0
286907,905,567407,1,1,0
286908,6125,540490,1,1,0
286909,6125,540505,1,1,0
286910,6125,540469,1,1,0
286911,6125,540485,1,1,0
286912,6128,540496,1,1,0
286913,6128,540514,1,1,0
286914,6128,540506,1,1,0
286915,2475,542944,1,1,0
286916,2476,542951,1,1,0
286917,2477,542825,1,1,0
286918,2478,542873,1,1,0
286919,2478,542835,1,1,0
286920,2479,542950,1,1,0
286921,2479,542906,1,1,0
286922,856,567407,1,1,0
286923,857,567407,1,1,0
