ID,Offset[0],Offset[1],Offset[2],ObjectEffectGroupID,TriggerType,EventType,EffectRecType,EffectRecID,Attachment,ObjectEffectModifierID
603,0,0,0,441,2,0,1,13978,0,0
623,0,0,0,461,2,0,1,13977,0,0
624,0,0,0,462,1,0,1,13973,0,0
625,0,0,0,463,1,0,1,13974,0,0
626,0,0,0,464,2,0,1,15903,0,0
643,0,30,0,464,2,0,1,15903,0,0
644,0,-30,0,464,2,0,1,15903,0,0
663,0,0,0,481,1,0,1,15859,0,0
683,0,0,0,501,1,0,1,15325,0,0
703,0,0,0,421,2,0,1,15916,0,0
723,0,0,0,521,2,0,1,15281,0,0
743,0,0,0,541,2,0,1,15274,0,161
763,0,0,0,561,2,0,1,16449,0,0
783,0,0,0,282,2,0,1,15013,0,181
784,0,0,0,281,2,0,1,16534,0,182
786,0,0,0,582,2,0,1,17187,0,184
803,0,0,0,581,2,0,1,17188,0,201
804,0,0,0,601,1,0,1,17207,0,0
805,0,0,0,602,2,0,1,17209,0,202
806,0,0,0,603,1,0,1,17208,0,0
807,0,0,0,602,1,0,1,17207,0,0
808,0,0,0,602,3,0,1,17208,0,0
814,0,0,0,608,1,0,1,17473,0,0
815,0,0,0,608,3,0,1,17474,0,0
816,0,0,-10,608,2,0,1,17469,0,0
819,-6,0,0,609,2,0,1,15344,0,0
820,6,0,0,609,2,0,1,15344,0,0
821,0,6,0,609,2,0,1,15344,0,0
822,0,-6,0,609,2,0,1,15344,0,0
823,0,0,0,610,2,0,1,17478,0,0
824,0,0,0,611,2,0,1,17477,0,0
826,0,0,0,611,2,0,1,17477,0,0
827,0,0,0,611,2,0,1,17477,0,0
828,0,0,0,611,2,0,1,17477,0,0
830,0,0,0,612,2,0,1,18097,0,0
832,0,0,0,614,2,0,1,18096,0,0
833,0,0,0,614,2,0,1,18099,0,0
836,0,0,0,612,2,0,1,18099,0,0
837,0,0,0,612,2,0,1,18095,0,0
838,0,0,0,614,2,0,1,18095,0,0
841,0,0,0,615,2,0,1,18099,0,0
842,0,0,0,615,2,0,1,18095,0,0
843,0,0,0,615,2,0,1,18097,0,0
844,0,0,0,615,1,0,1,0,0,0
846,0,0,0,616,2,0,1,18099,0,0
847,0,0,0,616,2,0,1,18095,0,0
848,0,0,0,616,2,0,1,18097,0,0
849,0,0,0,616,1,0,1,18266,0,0
855,0,0,0,617,1,0,1,18266,0,0
857,0,0,0,619,2,0,1,18229,0,0
858,0,0,0,620,1,0,1,18232,0,0
859,0,0,0,621,1,0,1,18230,0,0
860,0,0,0,622,1,0,1,18271,0,0
861,0,0,0,623,1,0,1,18267,0,0
862,0,0,0,614,1,0,1,18271,0,0
864,0,0,0,618,2,0,1,26911,0,0
866,0,0,0,624,2,0,1,18367,0,0
867,0,0,0,624,2,0,1,18365,0,0
868,0,0,0,624,2,0,1,18368,0,0
869,0,0,0,624,1,0,1,18366,0,0
870,0,0,0,625,2,0,1,18370,0,0
871,0,0,0,626,2,0,1,18377,0,0
872,0,0,0,627,2,0,1,0,0,0
873,0,0,0,628,1,0,1,18380,0,0
874,0,0,0,629,2,0,1,0,0,0
875,0,0,0,630,2,0,1,18381,0,0
876,0,0,0,631,2,0,1,18386,0,0
877,0,0,0,631,2,0,1,18388,0,0
879,0,0,0,632,2,0,1,18387,0,0
881,0,0,0,632,2,0,1,18388,0,0
882,0,0,0,632,2,0,1,18386,0,0
883,0,0,0,633,1,0,1,18384,0,0
884,0,0,0,634,2,0,1,18388,0,0
885,0,0,0,635,2,0,1,18392,0,0
886,0,0,0,636,2,0,1,18404,0,0
889,0,0,0,637,2,0,1,18405,0,0
890,0,0,0,638,1,0,1,18406,0,0
892,0,0,0,639,1,0,1,18410,0,0
893,0,0,0,640,2,0,1,18412,0,0
894,0,0,0,641,2,0,1,18401,0,0
895,0,0,0,641,3,0,1,18402,0,0
896,0,0,0,641,1,0,1,18403,0,0
898,0,0,0,643,2,0,1,0,0,0
899,0,0,0,643,2,0,1,20677,0,0
900,21,0,0,643,2,0,1,20677,0,0
901,-20,0,0,643,2,0,1,20677,0,0
902,0,0,0,624,1,0,1,18370,0,0
903,0,0,0,644,2,0,1,21779,0,0
907,0,0,0,645,2,0,1,21780,0,0
908,0,0,0,646,1,0,1,21782,0,0
909,0,0,0,647,2,0,1,21779,0,0
910,0,0,0,648,1,0,1,21781,0,0
911,0,0,0,649,1,0,1,18266,0,0
912,0,0,0,650,1,0,1,21929,0,0
913,0,0,0,651,2,0,1,21779,0,0
914,0,0,0,651,1,0,1,21782,0,0
915,0,0,0,651,1,0,1,21781,0,0
916,0,0,0,652,2,0,1,21780,0,0
918,0,0,0,654,2,0,1,7180,0,0
919,0,0,0,654,1,0,1,7181,0,0
920,0,0,0,654,3,0,1,7182,0,0
921,0,0,0,655,1,0,1,5900,0,0
922,0,0,0,655,2,0,1,5902,0,0
923,0,0,0,655,3,0,1,5901,0,0
944,0,0,0,191,2,0,1,12315,0,0
945,0,0,0,190,2,0,1,12315,0,0
946,0,0,0,666,2,0,1,12301,0,0
956,0,0,0,671,1,0,1,23775,0,0
957,0,0,0,672,1,0,1,23964,0,0
958,0,0,0,673,1,0,1,383,0,0
959,0,0,0,674,2,0,1,11783,0,0
960,0,0,0,675,2,0,1,11783,0,0
961,0,0,0,675,1,0,1,10905,0,0
1076,0,0,0,758,2,0,1,35218,0,0
1077,0,0,0,759,2,0,1,28777,0,0
1078,0,0,0,760,2,0,1,27203,0,0
1081,0,0,0,761,1,0,1,26912,0,0
1082,0,0,0,762,4,1,1,11672,0,0
1083,0,0,0,763,2,0,1,28484,0,0
1084,0,0,0,764,2,0,1,28644,0,0
1085,0,0,0,765,1,0,1,28647,0,0
1086,0,0,0,766,1,0,1,28721,0,0
1087,0,0,0,767,2,0,1,27166,0,0
1091,0,0,0,770,2,0,1,29477,39,0
1093,0,0,0,772,2,0,1,29479,0,0
1094,0,0,0,773,3,1,1,29480,0,0
1095,0,0,0,773,1,1,1,29480,0,0
1096,0,0,0,770,2,0,1,29481,0,0
1099,0,0,0,774,2,0,1,29481,0,0
1102,0,0,0,771,2,0,1,29481,0,0
1103,0,0,0,775,1,0,1,29483,0,0
1104,0,0,0,776,2,0,1,29484,0,0
1105,0,0,0,777,1,0,1,29486,0,0
1106,0,0,0,778,1,0,1,29485,0,0
1107,0,0,0,775,3,0,1,29483,0,0
1108,0,0,0,778,3,0,1,29485,0,0
1109,0,0,0,773,3,1,1,29920,0,0
1110,0,0,0,772,2,0,1,29921,0,0
1112,0,0,0,771,2,0,1,29922,39,0
1113,0,0,0,780,2,0,1,30050,0,0
1114,0,0,0,781,1,0,1,31111,0,0
1115,0,0,0,782,1,0,1,31113,0,0
1116,0,0,0,783,1,0,1,28983,0,0
1117,0,0,0,784,1,0,1,29224,0,0
1118,0,0,0,785,2,0,1,31885,0,0
1119,0,0,0,786,2,0,1,31886,0,0
1120,0,0,0,787,2,0,1,31094,0,0
1121,0,0,0,788,2,0,1,31093,0,0
1122,0,0,0,778,2,0,1,31098,0,0
1124,0,0,0,777,2,0,1,31098,0,0
1126,0,0,0,777,3,0,1,29486,0,0
1127,0,0,0,789,2,0,1,31098,0,0
1128,0,0,0,789,3,0,1,31099,0,0
1129,0,0,0,771,2,0,1,29478,0,0
1130,0,0,0,774,2,0,1,29482,0,0
1131,0,0,0,790,2,0,1,29481,20,0
1132,0,0,0,790,2,0,1,29477,39,0
1134,0,0,0,791,2,0,1,29921,0,0
1135,0,0,0,792,2,0,1,29481,0,0
1136,0,0,0,792,2,0,1,29922,39,0
1137,0,0,0,793,1,0,1,31098,0,0
1138,0,0,0,794,2,0,1,29222,0,0
1139,0,0,0,795,3,0,1,29223,0,0
1140,0,0,0,796,2,0,1,29221,0,0
1141,0,0,0,797,1,0,1,31948,0,0
1142,0,0,0,798,2,0,1,31995,20,0
1143,0,0,0,799,2,0,1,28703,0,0
1144,0,0,0,800,1,0,1,12143,0,0
1146,0,0,0,802,2,0,1,32421,50,0
1149,0,0,0,801,2,0,1,32416,0,0
1150,0,0,0,803,1,0,1,32424,0,0
1151,0,0,0,804,1,0,1,32425,0,0
1152,0,0,0,805,1,0,1,30257,0,0
1153,0,0,0,806,1,0,1,28954,0,0
1154,0,0,0,807,1,0,1,28955,0,0
1155,0,0,0,808,2,0,1,28956,0,0
1156,0,0,0,809,2,0,1,28957,0,0
1157,0,0,0,810,1,0,1,27166,0,0
1158,0,0,0,811,2,0,1,32727,19,0
1159,0,0,0,812,3,0,1,32728,20,0
1160,0,0,0,812,2,0,1,32728,20,0
1161,0,0,0,812,1,0,1,32730,0,0
1162,0,0,0,812,3,0,1,32730,0,0
1163,0,0,0,813,2,0,1,32729,20,0
1164,0,0,0,814,2,0,1,28988,20,0
1165,0,0,0,815,1,0,1,32737,20,0
1166,0,0,0,816,1,0,1,32072,0,0
1167,0,0,0,817,1,0,1,32759,0,0
1168,0,0,0,818,2,0,1,32763,0,0
1169,0,0,0,819,2,0,1,32764,0,0
1170,0,0,0,820,2,0,1,32765,0,0
1171,0,0,0,820,2,0,1,32766,0,0
1172,0,0,0,821,1,0,1,17471,0,0
1173,0,0,0,822,2,0,1,32767,0,0
1174,0,0,0,822,2,0,1,32768,0,0
1175,0,0,0,823,1,0,1,17471,0,0
1176,0,0,0,824,2,0,1,32800,0,0
1177,0,0,0,825,2,0,1,32811,0,0
1178,0,0,0,826,3,0,1,32812,0,0
1179,0,0,0,827,1,0,1,32813,34,0
1181,0,0,0,827,3,0,1,32813,0,0
1182,0,0,0,828,1,0,1,32227,0,0
1185,0,0,0,829,1,0,1,32813,0,0
1186,0,0,0,829,3,0,1,32813,0,0
1187,0,0,0,829,1,0,1,32815,0,0
1188,0,0,0,830,1,0,1,32801,0,0
1189,0,0,0,831,2,0,1,32816,0,0
1190,0,0,0,832,2,0,1,32817,0,0
1191,0,0,0,833,1,0,1,32818,0,0
1192,0,0,0,834,1,0,1,32820,0,0
1193,0,0,0,835,1,0,1,32832,0,0
1194,0,0,0,836,1,0,1,32813,0,0
1195,0,0,0,836,3,0,1,32813,0,0
1196,0,0,0,837,1,0,1,29484,0,0
1197,0,0,0,838,3,0,1,29484,0,0
1198,0,0,0,839,2,0,1,32832,0,0
1199,0,0,0,840,2,0,1,32832,0,0
1200,0,0,0,841,1,0,1,32860,0,0
1204,0,0,0,845,3,0,1,32934,0,0
1206,0,0,0,843,1,0,1,32934,0,0
1207,0,0,0,847,2,0,1,32928,0,0
1208,0,0,0,848,1,0,1,29480,0,0
1209,0,0,0,849,3,0,1,32938,0,0
1210,0,0,0,850,2,0,1,32766,0,0
1211,0,0,0,851,1,0,1,32954,0,0
1212,0,0,0,852,1,0,1,29480,0,0
1213,0,0,0,853,3,0,1,29480,0,0
1214,0,0,0,854,2,0,1,32953,0,0
1215,0,0,0,855,3,0,1,32955,0,0
1216,0,0,0,856,1,0,1,32955,0,0
1217,0,0,0,857,1,0,1,29480,0,0
1218,0,0,0,858,1,0,1,28145,0,0
1219,0,0,0,859,2,0,1,32832,0,0
1220,0,0,0,860,1,0,1,28511,0,0
1221,0,0,0,860,1,0,1,27912,0,0
1222,0,0,0,861,1,0,1,31109,0,0
1223,0,0,0,862,2,0,1,33058,0,0
1224,0,0,0,863,2,0,1,33086,0,0
1225,0,0,0,863,2,0,1,33087,0,0
1226,0,0,0,864,2,0,1,31956,0,0
1227,0,0,0,865,2,0,1,33169,0,0
1228,0,0,0,866,2,0,1,33188,0,0
1230,0,0,0,868,2,0,1,32276,0,0
1231,0,0,0,869,2,0,1,32032,0,0
1232,0,0,0,870,2,0,1,33342,0,0
1233,0,0,0,871,2,0,1,33423,0,0
1234,0,0,0,872,2,0,1,33443,0,0
1235,0,0,0,873,1,0,1,30013,0,0
1236,0,0,0,873,1,0,1,33487,0,0
1237,0,0,0,874,2,0,1,33351,0,0
1238,0,0,0,874,2,0,1,33842,0,0
1239,0,0,0,875,2,0,1,33932,0,0
1240,0,0,0,876,2,0,1,33958,0,0
1243,0,0,0,878,2,0,1,29949,0,0
1245,0,0,0,879,1,0,1,31068,0,0
1248,0,0,0,880,2,0,1,34794,0,0
1249,0,0,0,881,2,0,1,34795,0,0
1251,0,0,0,883,1,0,1,34806,12,0
1252,0,0,0,884,2,0,1,34807,0,0
1253,0,0,0,885,2,0,1,34794,0,0
1254,0,0,0,886,2,0,1,34795,0,0
1255,0,0,0,887,2,0,1,34808,0,0
1256,0,0,0,888,2,0,1,34809,0,0
1257,0,0,0,882,3,0,1,34805,0,0
1258,0,0,0,889,1,0,1,34805,0,0
1259,0,0,0,890,1,0,1,34814,0,0
1260,0,0,0,891,2,0,1,32019,0,0
1261,0,0,0,892,2,0,1,36220,0,0
1262,0,0,0,892,3,0,1,36220,0,0
1263,0,0,0,893,1,0,1,36580,20,0
1264,0,0,0,893,3,0,1,24029,20,0
1265,0,0,0,894,1,0,1,36690,20,0
1266,0,0,0,894,1,0,1,36691,20,0
1267,0,0,0,895,1,0,1,36692,20,0
1268,0,0,0,895,1,0,1,36568,20,0
1269,0,0,0,896,1,0,1,28137,20,0
1270,0,0,0,897,1,0,1,36728,20,0
1271,0,0,0,898,2,0,1,36938,0,0
1273,0,0,0,899,2,0,1,36939,0,0
1274,0,0,0,900,1,0,1,36958,0,0
1275,0,0,0,901,1,0,1,36960,0,0
1276,0,0,0,902,1,0,1,36969,0,0
1277,0,0,0,903,2,0,1,37047,0,0
1278,0,0,0,904,1,0,1,37044,0,0
1279,0,0,0,904,3,0,1,37044,0,0
1280,0,0,0,905,2,0,1,37047,0,0
1281,0,0,0,905,2,0,1,37046,0,0
1282,0,0,0,904,1,0,1,37047,0,0
1283,0,0,0,904,2,0,1,37048,0,0
1284,0,0,0,903,1,0,1,37048,0,0
1306,0,0,0,912,3,1,1,37109,0,0
1307,0,0,0,912,1,1,1,37109,0,0
1308,0,0,0,912,3,1,1,36220,0,0
1309,0,0,0,913,2,0,1,29482,0,0
1310,0,0,0,913,2,0,1,36212,0,0
1311,0,0,0,914,1,0,1,37111,0,0
1313,0,0,0,916,2,0,1,37229,20,0
1315,0,0,0,915,1,0,1,37234,0,0
1316,0,0,0,915,3,0,1,37234,0,0
1318,0,0,0,917,2,0,1,37462,0,0
1320,0,0,0,919,1,0,1,37460,0,0
1322,0,0,0,920,2,0,1,37327,0,0
1324,0,0,0,921,1,0,1,37378,0,0
1325,0,0,0,922,3,0,1,37456,20,0
1326,0,0,0,923,1,0,1,37453,0,0
1327,0,0,0,924,1,0,1,37454,0,0
1328,0,0,0,918,1,0,1,37455,0,0
1329,0,0,0,925,1,0,1,37457,0,0
1330,0,0,0,926,2,0,1,37458,0,0
1331,0,0,0,927,1,0,1,37459,0,0
1332,0,0,0,928,2,0,1,37565,0,0
1333,0,0,0,929,2,0,1,37590,0,0
1334,0,0,0,930,1,0,1,37604,0,0
1335,0,0,0,931,3,0,1,37589,0,0
1336,0,0,0,932,1,0,1,37618,0,0
1337,0,0,0,933,1,0,1,37618,0,0
1338,0,0,0,934,1,0,1,37618,0,0
1339,0,0,0,935,1,0,1,37618,0,0
1340,0,0,0,936,1,0,1,37618,0,0
1341,0,0,0,937,1,0,1,37618,0,0
1342,0,0,0,938,1,0,1,37454,0,0
1343,0,0,0,939,1,0,1,37454,0,0
1344,0,0,0,940,1,0,1,37454,0,0
1345,0,0,0,941,1,0,1,37234,0,0
1346,0,0,0,942,2,0,1,37682,0,0
1347,0,0,0,943,2,0,1,37683,0,0
1348,0,0,0,944,2,0,1,37683,0,0
1349,0,0,0,945,2,0,1,37682,0,0
1350,0,0,0,946,2,0,1,1103,0,0
1354,0,0,0,950,2,0,1,39558,1,0
1355,0,0,0,951,2,0,1,39557,34,0
1356,0,0,0,952,2,0,1,38251,1,0
1357,0,0,0,953,2,0,1,38331,0,0
1358,0,0,0,954,2,0,1,38330,0,0
1359,0,0,0,955,2,0,1,38332,0,0
1360,0,0,0,956,2,0,1,38333,0,0
1361,0,0,0,957,2,0,1,38334,0,0
1362,0,0,0,958,2,0,1,38335,0,0
1363,0,0,0,959,2,0,1,38339,0,0
1364,0,0,0,960,1,0,1,38350,0,0
1365,0,0,0,961,1,0,1,38351,0,0
1366,0,0,0,954,1,0,1,38356,0,0
1367,0,0,0,955,1,0,1,38356,0,0
1368,0,0,0,956,1,0,1,38358,0,0
1369,0,0,0,958,1,0,1,38356,0,0
1370,0,0,0,959,1,0,1,38356,0,0
1371,0,0,0,961,1,0,1,38356,0,0
1372,0,0,0,956,3,0,1,38359,0,0
1373,0,0,0,958,1,0,1,22030,0,0
1375,0,0,0,962,1,0,1,38355,6,0
1376,0,0,0,958,2,0,1,38532,0,0
1377,0,0,0,963,1,0,1,38688,20,0
1378,0,0,0,964,1,0,1,38723,0,0
1379,0,0,0,965,1,0,1,38721,20,0
1380,0,0,0,964,1,0,1,38750,0,0
1381,0,0,0,966,1,0,1,38691,0,0
1382,0,0,0,964,3,0,1,38792,0,0
1383,0,0,0,967,1,0,1,38693,20,0
1386,0,0,0,968,3,0,1,38808,0,0
1387,0,0,0,968,1,0,1,38702,0,0
1388,0,0,0,968,1,0,1,38802,0,0
1389,0,0,0,969,1,0,1,38803,20,0
1390,0,0,0,970,1,0,1,38698,0,0
1391,0,0,0,971,1,0,1,39000,34,0
1392,0,0,0,972,1,0,1,38810,0,0
1393,0,0,0,973,1,0,1,38628,0,0
1394,0,0,0,974,2,0,1,39312,0,0
1395,0,0,0,975,1,0,1,39329,5,0
1396,0,0,0,976,1,0,1,39410,0,0
1397,0,0,0,977,2,0,1,39418,0,0
1398,0,0,0,978,2,0,1,39422,2,0
1401,0,0,0,979,2,0,1,39423,39,0
1402,0,0,0,979,2,0,1,39426,0,0
1403,0,0,0,980,3,0,1,39427,0,0
1404,0,0,0,981,1,0,1,39433,0,0
1405,0,0,0,982,2,0,1,39428,0,0
1406,0,0,0,983,2,0,1,39429,0,0
1407,0,0,0,983,2,0,1,25598,0,0
1408,0,0,0,984,2,0,1,39160,0,0
1409,0,0,0,985,2,0,1,39161,0,0
1410,0,0,0,986,2,0,1,39483,20,0
1412,0,0,0,987,2,0,1,38254,0,0
1413,0,0,0,988,1,0,1,39558,1,0
1414,0,0,0,989,2,0,1,39557,2,0
1415,0,0,0,990,2,0,1,37887,0,0
1416,0,0,0,991,2,0,1,37481,0,0
1417,0,0,0,992,1,0,1,4785,0,0
1418,0,0,0,993,1,0,1,39723,0,0
1419,0,0,0,994,2,0,1,39766,0,0
1422,0,0,0,997,1,0,1,39359,20,0
1425,0,0,0,1000,1,0,1,40345,0,0
1426,0,0,0,1001,2,0,1,40348,0,0
1427,0,0,0,1002,2,0,1,40365,20,0
1428,0,0,0,1003,1,0,1,40359,0,0
1429,0,0,0,1002,1,0,1,40359,0,0
1430,0,0,0,1002,2,0,1,40357,0,0
1431,0,0,0,1002,3,0,1,40358,0,0
1432,0,0,0,1004,1,0,1,40365,20,0
1433,0,0,0,1004,2,0,1,40357,0,0
1434,0,0,0,1005,2,0,1,40365,20,0
1435,0,0,0,1006,2,0,1,40367,0,0
1436,0,0,0,1005,1,0,1,40370,0,0
1445,0,0,0,1013,2,0,1,40520,0,0
1446,0,0,0,1014,1,0,1,40583,0,0
1447,0,0,0,1015,2,0,1,40520,0,0
1448,0,0,0,1013,1,0,1,40582,0,0
1449,0,0,0,1015,1,0,1,40582,0,0
1450,0,0,0,1016,1,0,1,40649,0,0
1470,0,0,0,1034,2,0,1,41578,0,0
1473,0,0,0,1037,2,0,1,41580,0,0
1475,0,0,0,1039,2,0,1,41599,0,0
1476,0,0,0,1040,2,0,1,41596,0,0
1477,0,0,0,1040,1,0,1,37234,0,0
1478,0,0,0,1039,2,0,1,41599,0,0
1479,0,0,0,1040,2,0,1,41596,0,0
1480,0,0,0,1041,1,0,1,41600,0,0
1481,0,0,0,1042,2,0,1,41599,0,0
1482,0,0,0,1042,1,0,1,41594,0,0
1483,0,0,0,1043,2,0,1,41599,0,0
1484,0,0,0,1043,2,0,1,41596,0,0
1485,0,0,0,1043,1,0,1,41602,0,0
2816,0,0,0,2091,1,0,1,80029,0,0
2817,0,0,0,2092,3,0,1,85490,12,0
2818,0,0,0,2092,1,0,1,85488,12,0
4456,0,0,0,3135,1,0,1,191955,0,0
4723,0,0,0,3366,1,0,1,208026,0,0
4724,0,0,0,3366,1,0,1,208027,0,0
4725,0,0,0,3366,1,0,1,208028,0,0
4726,0,0,0,3366,1,0,1,208030,0,0
4727,0,0,0,3366,1,0,1,208032,0,0
4728,0,0,0,3366,1,0,1,208040,0,0
4729,0,0,0,3367,2,0,1,208207,0,0
4731,0,0,0,3367,2,0,1,208206,0,0
4732,0,0,0,3368,2,0,1,208207,0,0
4733,0,0,0,3368,2,0,1,208206,0,0
4734,0,0,0,3369,1,0,1,208196,0,0
5132,0,0,0,3692,1,0,1,237681,0,0
5133,0,0,0,3693,1,0,1,237682,0,0
5134,0,0,0,3694,1,0,1,237683,0,0
5135,0,0,0,3695,1,0,1,237684,0,0
5138,0,0,0,3697,1,0,1,237832,0,0
5139,0,0,0,3698,1,0,1,237836,0,0
5140,0,0,0,3699,1,0,1,237836,0,0
5737,0,0,0,4077,2,0,1,270822,0,0
5744,0,0,0,4077,2,0,1,270828,0,0
5745,0,0,0,4077,2,0,1,270822,0,0
5746,0,0,0,4077,2,0,1,270823,0,0
5748,0,0,0,4077,2,0,1,270826,0,0
5816,0,0,0,4118,1,0,1,270917,0,0
5845,0,0,0,4141,1,0,1,274046,20,0
5846,0,0,0,4142,2,0,1,274112,20,0
5847,0,0,0,4143,1,0,1,274126,0,0
5848,0,0,0,4143,3,0,1,274126,0,0
5849,0,0,0,4143,1,0,1,274127,0,0
5850,0,0,0,4143,3,0,1,274127,0,0
5851,0,0,0,4144,2,0,1,274129,0,0
5852,0,0,0,4144,2,0,1,274130,0,0
5853,0,0,0,4145,1,0,1,274133,0,0
5855,0,0,0,4147,1,0,1,274135,0,0
5860,0,0,0,4152,1,0,1,274135,0,0
5896,0,0,0,4167,2,0,1,274852,0,0
5897,0,0,0,4168,1,0,1,274858,0,0
5898,0,0,0,4169,2,0,1,274869,0,0
5899,0,0,0,4170,1,0,1,274871,0,0
5905,0,0,0,4176,1,0,1,274898,0,0
5906,0,0,0,4177,2,0,1,274899,0,0
5907,0,0,0,4178,2,0,1,274900,20,0
5908,0,0,0,4179,1,0,1,274901,0,0
5909,0,0,0,4180,2,0,1,274932,0,0
5910,0,0,0,4181,2,0,1,274933,0,0
5911,0,0,0,4181,2,0,1,274934,0,0
