ID,Field_12_0_0_64741_000[0],Field_12_0_0_64741_000[1],Field_12_0_0_64741_001[0],Field_12_0_0_64741_001[1],SpellVisualKitID,DecalPropertiesID,Field_12_0_0_64741_004,Field_12_0_0_64741_005,Radius,Field_12_0_0_64741_007,Field_12_0_0_64741_008,Field_12_0_0_64741_009,Priority,FadeIn,FadeOut,ArbitraryBoxHeight,Field_12_0_0_64741_014,SpellID
130,0,0,0,0,261776,757,-1,0,1.5,0,0,0,-1,0.3,0.3,0,0,0
132,0,0,0,0,261972,837,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1290215
133,0,0,0,0,261994,745,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
134,0,0,0,0,262060,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1289994
137,0,0,0,0,262100,741,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1291598
138,0,0,0,0,262105,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1290409
139,0,0,0,0,262118,789,-1,0,3,0,0,0,-1,0.3,0.3,0,0,0
140,0,0,0,0,259426,795,-1,0,6,0,0,0,-1,0.3,0.3,50,0,0
144,0,0,0,0,262272,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1290562
145,0,0,0,0,219734,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,474768
148,0,0,0,0,262154,863,-1,0,1,0,0,0,-1,0.25,1,0,0,0
149,0,0,0,0,262487,758,-1,0,60,0,0,0,200,0.3,0.3,25,0,0
151,0,0,0,0,262796,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1292766
152,0,0,0,0,239280,796,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
154,0,0,0,0,263146,775,-1,0,3,0,0,0,-1,0.3,0.3,0,0,0
156,0,0,0,0,256324,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1282288
157,0,0,0,0,223057,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,474457
158,0,0,0,0,263348,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1286885
159,0,0,0,0,263461,776,-1,0,3,0,0,0,-1,0.3,0.3,0,0,0
162,0,0,0,0,263498,737,19,0,0,0,0,0,-1,0.3,0.3,0,0,1292476
164,0,0,0,0,263606,775,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
165,0,0,0,0,225279,737,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
166,0,0,0,0,263625,775,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
167,0,0,0,0,263646,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1292585
169,0,0,0,0,105260,775,-1,0,4,0,0,0,-1,0.3,0.3,8,0,0
172,0,0,0,0,263958,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1293146
173,0,0,0,0,245357,793,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1258624
175,0,0,0,0,264077,599,-1,0,6,0,0,0,-1,0.2,1,0,0,0
176,0,0,0,0,264098,737,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
178,0,0,0,0,254891,795,-1,0,8,0,0,0,-1,0.3,0.3,0,0,0
179,0,0,0,0,196075,791,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
181,0,0,0,0,264261,789,-1,0,6,0,0,0,-1,0.3,0.3,0,0,0
182,0,0,0,0,264350,741,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1293652
183,0,0,0,0,52269,741,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
184,0,0,0,0,99952,741,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
186,0,0,0,0,171834,792,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
187,0,0,0,0,164485,792,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
189,0,0,0,0,264692,737,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
193,0,0,0,0,0,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1294432
195,0,0,0,0,196075,791,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
200,0,0,0,0,265198,759,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1294836
202,0,0,0,0,0,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1294920
203,0,0,0,0,0,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1294920
204,0,0,0,0,0,753,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
205,0,0,0,0,0,741,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
206,0,0,0,0,0,737,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
207,0,0,0,0,265402,791,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1295060
208,0,0,0,0,265410,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1295073
209,0,0,0,0,0,789,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
210,0,0,0,0,98000,757,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
211,0,0,0,0,98028,775,-1,0,18,0,0,0,-1,0.3,0.3,0,0,0
212,0,0,0,0,236824,776,-1,0,3,0,0,0,-1,0.3,0.3,0,0,0
213,0,0,0,0,265674,790,-1,0,0,0,0.75,0,-1,0.3,0.3,0,0,1289875
215,0,0,0,0,248899,759,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1216947
216,0,0,0,0,265746,760,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1295455
217,0,0,0,0,265755,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1295457
218,0,0,0,0,98513,757,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
221,0,0,0,0,265898,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1294846
222,0,0,0,0,266341,790,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
223,0,0,0,0,266416,855,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
225,0,0,0,0,260571,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1287578
226,0,0,0,0,266556,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1287578
229,0,0,0,0,266538,927,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1296134
230,0,0,0,0,266686,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1296392
232,0,0,0,0,266700,789,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
233,0,0,0,0,266702,790,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
235,0,0,0,0,217670,778,-1,0,0,0,0,0,-1,0.3,0.3,0,0,472054
236,0,0,0,0,257024,775,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1283357
237,0,0,0,0,96035,758,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
238,0,0,0,0,234337,752,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1239871
239,0,0,0,0,232242,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1235635
240,0,0,0,0,267038,778,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1247366
241,0,0,0,0,98209,653,-1,0,10,0,0,0,-1,0.4,1,0,0,0
242,0,0,0,0,267266,796,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1296963
243,0,0,0,0,267272,796,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1296963
244,0,0,0,0,258551,761,19,0,0,0,0,0,-1,0.3,0.3,0,0,1285443
245,0,0,0,0,267401,761,19,0,0,0,0,0,-1,0.3,0.3,0,0,1285443
246,0,0,0,0,267411,761,19,0,0,0,0,0,-1,0.3,0.3,0,0,1285443
247,0,0,0,0,267413,759,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1297118
248,0,0,0,0,267759,775,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1297691
249,0,0,0,0,267762,759,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1297695
252,0,0,0,0,267796,830,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1297723
254,0,0,0,0,268062,855,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
255,0,0,0,0,268063,855,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
257,0,0,0,0,98538,737,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
259,0,0,0,0,268145,737,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
261,0,0,0,0,268234,756,-1,0,20,0,0,0,-1,0.3,0.3,0,0,0
262,0,0,0,0,268347,753,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1298453
263,0,0,0,0,268685,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1287578
264,0,0,0,0,268742,778,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1298933
265,0,0,0,0,268777,921,-1,0,1,0,0,0,0,0.25,0.75,5,0,0
267,0,0,0,0,268923,775,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1299145
268,0,0,0,0,268953,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1299188
269,0,0,0,0,269000,776,-1,0,6,0,0,0,-1,0.3,0.3,0,0,0
272,0,0,0,0,269029,752,-1,0,6,0,0,0,-1,0.3,0.3,0,0,0
274,0,0,0,0,269440,795,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1299913
276,0,0,0,0,269480,789,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
280,0,0,0,0,269546,739,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
281,0,0,0,0,269558,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1300137
282,0,0,0,0,269572,795,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1300156
283,0,0,0,0,269565,795,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1300156
285,0,0,0,0,269595,349,-1,0,4,0,0,0,-1,2.5,1,0,0,0
287,0,0,0,0,269691,795,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1300372
288,0,0,0,0,262940,741,-1,0,6,0,0,0,-1,0.3,0.3,0,0,0
289,0,0,0,0,269870,756,-1,0,10,0,0,0,-1,0.3,0.3,45,0,0
291,0,0,0,0,269902,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1300709
293,0,0,0,0,270061,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1298610
294,0,0,0,0,270189,741,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1301253
295,0,0,0,0,270322,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1301504
296,0,0,0,0,270325,927,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1296134
297,0,0,0,0,270458,762,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1300163
299,0,0,0,0,270574,737,-1,0,0,0,40,0,-1,0.3,0.3,0,0,1298585
300,0,0,0,0,269680,927,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1299396
302,0,0,0,0,269389,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1283623
303,0,0,0,0,257203,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1283623
304,0,0,0,0,269136,927,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1299396
306,0,0,0,0,271069,753,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1302761
308,0,0,0,0,97425,775,-1,0,0,0,0,0,-1,0.3,0.3,0,0,268795
310,0,0,0,0,271218,757,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1302945
311,0,0,0,0,271256,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1302982
312,0,0,0,0,271353,762,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1303115
315,0,0,0,0,263487,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1292441
318,0,0,0,0,271623,778,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1303414
319,0,0,0,0,271624,778,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1303414
320,0,0,0,0,271659,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1303452
321,0,0,0,0,271738,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1303555
330,0,0,0,0,266535,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1304491
332,0,0,0,0,272513,737,-1,0,0,0,40,0,-1,0.3,0.3,0,0,1304666
340,0,0,0,0,259929,927,-1,0,0,0,0,0,0,0.3,0.3,0,0,1292899
342,0,0,0,0,273089,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1305637
343,0,0,0,0,273086,762,-1,0,8,0,0,0,-1,0.3,0.3,0,0,0
344,0,0,0,0,263255,741,-1,0,2,0,0,0,-1,0.3,0.3,0,0,0
346,0,0,0,0,158730,790,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1305923
347,0,0,0,0,158891,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,373977
348,0,0,0,0,158889,790,-1,0,0,0,0,0,-1,0.3,0.3,0,0,373973
349,0,0,0,0,273283,737,19,0,0,0,0,0,-1,0.3,0.3,0,0,1293146
351,0,0,0,0,273309,752,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
352,0,0,0,0,273310,737,-1,0,6,0,0,0,-1,0.3,0.3,0,0,0
353,0,0,0,0,273319,778,-1,0,8,0,0,0,-1,0.3,0.3,0,0,0
355,0,0,0,0,273360,785,19,0,0,0,0,0,-1,0.3,0.3,0,0,1305878
356,0,0,0,0,273362,785,19,0,0,0,0,0,-1,0.3,0.3,0,0,1305878
357,0,0,0,0,260818,775,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1287633
358,0,0,0,0,158233,789,-1,0,0,0,0,0,-1,0.3,0.3,50,0,372819
359,0,0,0,0,157708,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1306272
360,0,0,0,0,273501,737,-1,0,2.5,0,0,0,-1,0.3,0.3,0,0,0
361,0,0,0,0,158249,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,372863
362,0,0,0,0,267703,737,-1,0,2,0,0,0,-1,0.3,0.3,0,0,0
363,0,0,0,0,170440,790,-1,0,0,0,0,0,-1,0.3,0.3,0,0,381864
365,0,0,0,0,266982,737,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
368,0,0,0,0,273840,945,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1306876
372,0,0,0,0,273976,775,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
373,0,0,0,0,273989,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1307128
374,0,0,0,0,274006,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1307138
375,0,0,0,0,250487,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1249238
376,0,0,0,0,274052,927,-1,0,3,0,0,0,-1,0.3,0.3,0,0,0
377,0,0,0,0,274063,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1307193
380,0,0,0,0,274316,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1307573
381,0,0,0,0,274364,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1307573
382,0,0,0,0,274377,785,-1,0,2,0,0,0,-1,0.3,0.3,0,0,0
383,0,0,0,0,274459,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1275606
384,0,0,0,0,274464,790,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1275613
385,0,0,0,0,274465,775,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1307915
386,0,0,0,0,274551,739,-1,0,0,0,0,0,-1,0.3,0.3,0,0,273225
389,0,0,0,0,125317,759,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
390,0,0,0,0,274335,737,-1,0,14,0,0,0,-1,0.3,0.3,0,0,0
393,0,0,0,0,274808,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1290409
394,0,0,0,0,274809,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1290409
397,0,0,0,0,274893,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1308556
400,0,0,0,0,165806,776,-1,0,15,0,0,0,-1,0.3,0.3,0,0,0
401,0,0,0,0,91639,776,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
403,0,0,0,0,275096,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1289994
404,0,0,0,0,261502,741,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1291734
406,0,0,0,0,275248,775,-1,0,14,0,0,0,-1,0.3,0.3,0,0,0
409,0,0,0,0,275357,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1309235
414,0,0,0,0,275481,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1309398
416,0,0,0,0,275597,790,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1309540
417,0,0,0,0,162189,789,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
419,0,0,0,0,158676,789,-1,0,0,0,0,0,-1,0.3,0.3,50,0,373614
423,0,0,0,0,234589,757,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1240280
426,0,0,0,0,255451,830,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1280118
427,0,0,0,0,244664,830,-1,0,2.2,0,0,0,-1,0.3,0.3,0,0,0
428,0,0,0,0,232918,762,-1,0,7,0,0,0,-1,0.3,0.3,0,0,0
431,0,0,0,0,276219,775,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1310489
434,0,0,0,0,276257,756,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1309759
437,0,0,0,0,276364,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1310738
438,0,0,0,0,276381,927,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
443,0,0,0,0,259941,737,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
451,0,0,0,0,275386,756,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1300137
453,0,0,0,0,276918,741,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1311712
454,0,0,0,0,240100,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1275606
456,0,0,0,0,277036,790,-1,0,0,0,0,0,-1,0.3,0.3,0,0,267639
459,0,0,0,0,277061,741,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
464,0,0,0,0,277218,737,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
469,0,0,0,0,277393,789,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
473,0,0,0,0,277540,789,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1312594
479,0,0,0,0,242222,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1247030
480,0,0,0,0,238614,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1247030
481,0,0,0,0,277698,759,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
483,0,0,0,0,158408,789,-1,0,0,0,0,0,-1,0.3,0.3,50,0,373087
484,0,0,0,0,260584,737,-1,0,4,0,0,0,-1,0.3,0.3,0,0,0
492,0,0,0,0,278338,785,19,0,0,0,0,0,-1,0.3,0.3,0,0,1305878
495,0,0,0,0,278798,737,-1,0,5,0,0,0,-1,0.3,0.3,0,0,0
561,0,0,0,0,246873,785,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1261013
566,0,0,0,0,266364,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1295804
574,0,0,0,0,220405,760,-1,0,0,0,0,0,-1,0.3,0.3,0,0,474457
581,0,0,0,0,234248,739,-1,0,5.5,0,0,0,-1,0.3,0.3,0,0,0
582,0,0,0,0,234229,761,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
583,0,0,0,0,234231,761,-1,0,10,0,0,0,-1,0.3,0.3,0,0,0
600,0,0,0,0,281719,737,-1,0,0,0,0,0,-1,0.3,0.3,0,0,1289994
