ID,ModelID,SoundID,SizeClass,CreatureModelScale,CreatureModelAlpha,BloodID,ExtendedDisplayInfoID,NPCSoundID,ParticleColorID,PortraitCreatureDisplayInfoID,PortraitTextureFileDataID,ObjectEffectPackageID,AnimReplacementSetID,Flags,StateSpellVisualKitID,PlayerOverrideScale,PetInstanceScale,UnarmedWeaponType,MountPoofSpellVisualKitID,DissolveEffectID,Gender,DissolveOutEffectID,CreatureModelMinLod,ConditionalCreatureModelID,MountMaxBankingAngle,Field_11_0_0_54210_026,TextureVariationFileDataID[0],TextureVariationFileDataID[1],TextureVariationFileDataID[2],TextureVariationFileDataID[3]
23,23,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
26,8379,0,0,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1139486,1139485,0,0
31,31,0,1,1,255,0,0,453,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1113058,0,0,0
33,33,0,3,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125281,0,0,0
38,11306,0,-1,1.25,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2324105,0,0,0
40,40,0,3,1,255,0,0,264,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126216,126217,0,0
42,42,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126257,0,0,0
49,49,0,1,1,255,0,0,0,0,0,0,0,443,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
50,50,0,1,1,255,0,0,0,0,0,0,0,444,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
51,51,0,1,1,255,0,0,0,0,0,0,0,445,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
52,52,0,1,1,255,0,0,0,0,0,0,0,446,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
53,53,0,1,1,255,0,0,0,0,0,0,0,447,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
54,54,0,1,1,255,0,0,0,0,0,0,0,448,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
55,55,0,1,1,255,0,0,0,0,0,0,0,449,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
56,56,0,1,1,255,0,0,0,0,0,0,0,450,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
57,57,0,1,1,255,0,0,0,0,0,0,0,451,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
58,58,0,1,1,255,0,0,0,0,0,0,0,452,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
59,59,0,1,1,255,0,0,0,0,0,0,0,453,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
60,60,0,1,1,255,0,0,0,0,0,0,0,454,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
62,62,0,-1,1.3,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124583,0,0,0
64,8231,8001,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
65,10140,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1620524,0,0,0
68,68,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1115875,1115878,0,0
69,11177,0,1,1.1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2101164,0,0,0
71,10838,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2102425,0,0,0
73,73,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123398,123399,0,0
74,22,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
80,10087,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,1608763,0,0,0
86,22,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
87,22,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
88,22,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
89,89,0,1,1,255,0,0,161,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124510,124511,0,0
91,91,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125906,0,0,0
92,92,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125927,0,0,0
93,93,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124445,0,0,0
94,94,0,1,1,255,0,0,46,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124453,0,0,0
95,95,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124460,0,0,0
96,96,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124464,0,0,0
97,97,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124469,0,0,0
98,98,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124474,0,0,0
99,99,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124476,0,0,0
100,100,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124479,0,0,0
101,22,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
102,102,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124491,0,0,0
103,103,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124504,0,0,0
104,104,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124542,0,0,0
105,105,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124548,0,0,0
106,22,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
107,107,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124545,0,0,0
108,108,0,1,1,255,0,0,48,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124487,0,0,0
109,109,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124450,0,0,0
110,11244,0,1,1.5,255,0,0,0,2096,0,0,1347,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2168192,2168551,0,0
112,112,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125376,0,0,0
113,113,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125371,0,0,0
115,5408,0,1,1,255,0,23,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
125,125,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124502,0,0,0
126,22,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
127,127,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124518,0,0,0
128,128,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124525,0,0,0
129,129,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124537,0,0,0
130,130,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123674,123676,0,0
134,134,0,0,1.3,255,0,0,547,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1129452,0,0,0
137,45,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1574553,0,0,0
138,40,0,3,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126216,126217,0,0
139,8379,0,0,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1139486,1139485,0,0
141,1,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123033,123022,0,0
143,47,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123561,123545,0,0
145,8,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124121,124128,0,0
146,9,0,-1,1,128,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124157,0,0,0
148,12,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124330,0,0,0
149,16,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124554,0,0,0
150,8433,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1245235,1245243,1245229,0
152,29,0,-1,1,255,0,0,214,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124810,124816,124822,0
157,36,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125887,0,0,0
158,11308,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2323990,0,0,0
159,37,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,1380284,0,0,0
160,10075,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1604200,0,0,0
161,43,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,126494,126495,0,0
162,93,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124447,0,0,0
163,8379,5281,0,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1139484,1139485,0,0
164,126,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124493,0,0,0
165,43,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,126498,126499,0,0
166,105,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124548,0,0,0
167,42,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
168,2,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123113,123114,0,0
169,24,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124638,0,0,0
170,35,0,-1,2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125831,125833,0,0
171,11177,0,1,0.75,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2101164,0,0,0
172,3,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123188,0,0,0
173,107,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124545,0,0,0
175,12643,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,3886649,3886644,0,0
176,7599,0,1,1,255,0,469,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
177,47,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123563,123547,0,0
178,11306,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2324101,0,0,0
179,8910,0,3,1,255,0,0,93,0,0,0,2750,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1344782,0,0,0
180,34,0,1,0.6,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125563,0,0,0
181,47,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123564,123548,0,0
182,47,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123568,123552,0,0
184,16,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124556,0,0,0
186,99,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124476,0,0,0
188,31,0,1,1.1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1113057,0,0,0
190,108,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124488,0,0,0
191,19,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
193,12740,0,0,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,3978451,0,0,0
194,42,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
195,42,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126253,0,0,0
196,47,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123562,123546,0,0
197,125,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124502,0,0,0
198,108,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124487,0,0,0
200,11308,0,1,0.85,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2323989,0,0,0
201,11308,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2323995,0,0,0
202,44,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126508,0,0,0
203,44,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126507,0,0,0
204,12643,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,3886649,3886644,0,0
207,217,0,1,1.2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123422,123399,0,0
208,16,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124555,0,0,0
210,16,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124557,0,0,0
211,102,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124492,0,0,0
212,105,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124549,0,0,0
213,97,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124470,0,0,0
214,102,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124491,0,0,0
215,94,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124454,0,0,0
218,22,0,1,1,255,0,0,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124577,0,0,0
221,10170,0,1,1,255,0,0,885,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1622512,0,0,0
224,100,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124479,0,0,0
225,96,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124465,0,0,0
226,107,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124546,0,0,0
227,103,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124504,0,0,0
228,96,0,1,1,255,0,0,46,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124464,0,0,0
229,10140,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1620526,0,0,0
231,16,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124560,0,0,0
232,97,97,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124469,0,0,0
235,10140,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1620530,0,0,0
236,10140,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1519808,0,0,0
237,10140,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1620531,0,0,0
238,10140,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1620534,0,0,0
240,112,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125376,0,0,0
242,101,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124484,0,0,0
243,17,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124562,0,0,0
244,113,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125371,0,0,0
245,76,0,-1,1.25,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124005,0,0,0
246,73,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123398,123399,0,0
247,217,0,1,1.2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123421,123397,0,0
257,10087,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,1608765,0,0,0
258,109,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124450,0,0,0
262,10170,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1622510,0,0,0
263,108,0,1,1.1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124489,0,0,0
267,101,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124483,0,0,0
275,12643,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,3925236,3886643,0,0
277,108,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124486,0,0,0
278,109,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124451,0,0,0
280,23,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
282,104,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124542,0,0,0
283,30,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,53,45,0,1513653,0,0,0
285,97,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124471,0,0,0
286,105,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124549,0,0,0
295,791,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,126541,126544,0,0
298,119,0,-1,1.25,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126261,0,0,0
299,118,0,-1,1.25,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126262,0,0,0
300,16,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124559,0,0,0
301,74,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124513,0,0,0
302,7599,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
304,111,0,0,1,255,0,0,186,0,0,0,1289,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1521062,0,0,0
308,74,0,-1,1,255,0,0,161,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124510,0,0,0
309,74,0,1,1,255,0,0,161,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124510,0,0,0
310,74,0,-1,1,255,0,0,161,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124510,0,0,0
312,5408,0,1,1,255,0,23,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
314,116,0,-1,1.25,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126256,0,0,0
316,119,0,-1,1.25,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126265,0,0,0
317,116,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126264,0,0,0
320,82,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,126184,0,0,0
321,82,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,126178,0,0,0
322,34,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125562,0,0,0
326,33,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125287,0,0,0
327,93,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124446,0,0,0
328,114,0,0,1,255,0,0,797,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1112986,0,0,0
330,98,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124474,0,0,0
332,47,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123564,123548,0,0
336,63,0,1,1,255,0,0,0,0,0,0,1648,0,0,0,0,1,-1,0,0,2,0,0,102,45,0,1513661,0,0,0
337,118,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,126266,0,0,0
338,10170,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1622514,0,0,0
341,74,0,1,1,255,0,0,161,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124514,0,0,0
342,132,0,0,1,255,0,0,793,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1516994,0,0,0
344,10087,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,1608764,0,0,0
346,31,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1113060,0,0,0
347,124,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123363,0,0,0
348,130,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123674,123676,0,0
351,127,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,124518,0,0,0
352,131,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124200,0,0,0
355,12643,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,3886650,3886644,0,0
358,81,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125962,0,0,0
360,81,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125960,0,0,0
363,47,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,123567,123551,0,0
365,8379,0,0,0.85,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1139486,1139485,0,0
366,63,0,1,0.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,105,45,0,1513663,0,0,0
