ID,AttachmentID,DisplayWeaponSubclassID,SpellVisualKitID,AttachmentModelFileID,Scale,ItemVisualsID
151,5,-1,0,165995,1,27
152,5,-1,0,166027,1,28
153,1,-1,0,166035,1,29
154,2,-1,0,166035,1,29
155,3,-1,0,166035,1,29
156,4,-1,0,166035,1,29
157,5,-1,0,166035,1,29
158,1,-1,0,166014,1,30
159,2,-1,0,166035,1,30
160,3,-1,0,166035,1,30
161,4,-1,0,166035,1,30
162,5,-1,0,166035,1,30
163,1,-1,0,166013,1,31
164,2,-1,0,166013,1,31
165,3,-1,0,166013,1,31
166,4,-1,0,166013,1,31
167,5,-1,0,166013,1,31
168,4,-1,0,166016,1,32
169,4,-1,0,166017,1,33
170,1,-1,0,166008,1,128
171,2,-1,0,166008,1,128
172,3,-1,0,166008,1,128
173,4,-1,0,166008,1,128
174,1,-1,0,165997,1,42
175,2,-1,0,165997,1,42
176,3,-1,0,165997,1,42
177,4,-1,0,165997,1,42
178,5,-1,0,165997,1,42
179,4,-1,0,166018,1,132
180,4,-1,0,166019,1,131
181,2,-1,0,166012,1,101
182,3,-1,0,166012,1,101
183,4,-1,0,166012,1,101
184,5,-1,0,166012,1,101
185,1,-1,0,166031,1,104
186,2,-1,0,166031,1,104
187,3,-1,0,166031,1,104
188,4,-1,0,166031,1,104
189,5,-1,0,166031,1,104
190,1,-1,0,166009,1,105
191,2,-1,0,166009,1,105
192,3,-1,0,166009,1,105
193,4,-1,0,166009,1,105
194,5,-1,0,166009,1,105
195,1,-1,0,166004,1,106
196,2,-1,0,166004,1,106
197,3,-1,0,166004,1,106
198,4,-1,0,166004,1,106
199,5,-1,0,166004,1,106
200,1,-1,0,166010,1,107
201,2,-1,0,166010,1,107
202,3,-1,0,166010,1,107
203,4,-1,0,166010,1,107
204,5,-1,0,166010,1,107
205,1,-1,0,166030,1,126
206,2,-1,0,166030,1,126
207,3,-1,0,166030,1,126
208,4,-1,0,166030,1,126
209,5,-1,0,166030,1,126
210,4,-1,0,166003,1,127
211,5,-1,0,166003,1,127
212,1,-1,0,165993,1,123
213,2,-1,0,165993,1,123
214,3,-1,0,165993,1,123
215,4,-1,0,165993,1,123
216,5,-1,0,165993,1,123
217,1,-1,0,165992,1,124
218,2,-1,0,165992,1,124
219,3,-1,0,165992,1,124
220,4,-1,0,165992,1,124
221,5,-1,0,165992,1,124
222,1,-1,0,165991,1,130
223,2,-1,0,165991,1,130
224,3,-1,0,165991,1,130
225,4,-1,0,165991,1,130
226,5,-1,0,165991,1,130
227,4,-1,0,166023,1,134
228,1,-1,0,166126,1,146
229,2,-1,0,166126,1,146
230,3,-1,0,166126,1,146
231,4,-1,0,166126,1,146
232,5,-1,0,166126,1,146
233,1,-1,0,166415,1,147
234,2,-1,0,166415,1,147
235,3,-1,0,166415,1,147
236,4,-1,0,166415,1,147
237,5,-1,0,166415,1,147
238,3,-1,0,166492,1,137
239,3,-1,0,166073,1,141
240,1,-1,0,166060,1,142
241,2,-1,0,166060,1,142
242,3,-1,0,166060,1,142
243,4,-1,0,166060,1,142
244,5,-1,0,166060,1,142
245,4,-1,0,166109,1,143
246,5,-1,0,166109,1,143
247,1,-1,0,166109,1,139
248,2,-1,0,166109,1,139
249,3,-1,0,166109,1,139
250,4,-1,0,166109,1,139
251,5,-1,0,166109,1,139
252,1,-1,0,166838,1,140
253,2,-1,0,166838,1,140
254,3,-1,0,166838,1,140
255,4,-1,0,166838,1,140
256,5,-1,0,166838,1,140
257,4,-1,0,166024,1,161
258,1,-1,0,166813,1,138
259,2,-1,0,166813,1,138
260,3,-1,0,166813,1,138
261,4,-1,0,166813,1,138
262,5,-1,0,166813,1,138
263,1,-1,0,166067,1,145
264,2,-1,0,166067,1,145
265,3,-1,0,166067,1,145
266,4,-1,0,166067,1,145
267,5,-1,0,166067,1,145
268,1,-1,0,166006,1,155
269,2,-1,0,166006,1,155
270,3,-1,0,166006,1,155
271,4,-1,0,166006,1,155
272,5,-1,0,166006,1,155
273,1,-1,0,166013,1,156
274,2,-1,0,166013,1,156
275,3,-1,0,166015,1,156
276,4,-1,0,166013,1,156
277,5,-1,0,166015,1,156
278,1,-1,0,166026,1,157
279,2,-1,0,166026,1,157
280,3,-1,0,166026,1,157
281,4,-1,0,166026,1,157
282,5,-1,0,166026,1,157
283,1,-1,0,166029,1,158
284,2,-1,0,166029,1,158
285,3,-1,0,166029,1,158
286,4,-1,0,166029,1,158
287,5,-1,0,166029,1,158
288,1,-1,0,165990,1,159
289,2,-1,0,165990,1,159
290,3,-1,0,165990,1,159
291,4,-1,0,165990,1,159
292,5,-1,0,165990,1,159
293,1,-1,0,166028,1,160
294,2,-1,0,166028,1,160
295,3,-1,0,166028,1,160
296,4,-1,0,166028,1,160
297,5,-1,0,166028,1,160
298,2,-1,0,166000,1,162
299,3,-1,0,166000,1,162
300,4,-1,0,165816,1,148
301,5,-1,0,165816,1,148
302,3,-1,0,165956,1,149
303,4,-1,0,165956,1,149
304,5,-1,0,165956,1,149
305,3,-1,0,165943,1,150
306,4,-1,0,165943,1,150
307,5,-1,0,165943,1,150
308,4,-1,0,166336,1,151
309,5,-1,0,167152,1,152
310,3,-1,0,166991,1,153
311,4,-1,0,166991,1,153
312,5,-1,0,166991,1,153
313,3,-1,0,166899,1,154
314,5,-1,0,166899,1,154
315,3,-1,0,166813,1,168
316,6,-1,0,166109,1,172
317,1,-1,0,166001,1,164
318,2,-1,0,166001,1,164
319,3,-1,0,166001,1,164
320,4,-1,0,166001,1,164
321,5,-1,0,166001,1,164
322,1,-1,0,166000,1,165
323,2,-1,0,166000,1,165
324,3,-1,0,166000,1,165
325,4,-1,0,166000,1,165
326,5,-1,0,166000,1,165
327,5,-1,0,165552,1,170
328,5,-1,0,166648,1,171
329,1,-1,0,166336,1,185
330,3,-1,0,166336,1,185
331,5,-1,0,166336,1,185
332,1,-1,0,166158,1,183
333,2,-1,0,166158,1,183
334,3,-1,0,166158,1,183
335,4,-1,0,166158,1,183
336,5,-1,0,166158,1,183
337,5,-1,0,195541,1,191
338,1,-1,0,166006,1,186
339,2,-1,0,165995,1,186
340,3,-1,0,165997,1,186
341,4,-1,0,165995,1,186
342,5,-1,0,165997,1,186
343,1,-1,0,367439,1,189
344,2,-1,0,367439,1,189
345,3,-1,0,367439,1,189
346,4,-1,0,367439,1,189
347,5,-1,0,367439,1,189
348,1,-1,0,166010,1,184
349,2,-1,0,165995,1,184
350,3,-1,0,166005,1,184
351,4,-1,0,166035,1,184
352,5,-1,0,166032,1,184
353,1,-1,0,462739,1,192
354,2,-1,0,462739,1,192
355,3,-1,0,462739,1,192
356,4,-1,0,462739,1,192
357,5,-1,0,462739,1,192
358,1,-1,0,165995,1,200
359,2,-1,0,165990,1,200
360,3,-1,0,165995,1,200
361,4,-1,0,165990,1,200
362,5,-1,0,165995,1,200
363,1,-1,0,463430,1,193
364,2,-1,0,166009,1,193
365,3,-1,0,463430,1,193
366,4,-1,0,166009,1,193
367,5,-1,0,463430,1,193
368,1,-1,0,462741,1,194
369,2,-1,0,462741,1,194
370,3,-1,0,462741,1,194
371,4,-1,0,462741,1,194
372,5,-1,0,462741,1,194
373,1,-1,0,166029,1,195
374,2,-1,0,463287,1,195
375,3,-1,0,166033,1,195
376,4,-1,0,463287,1,195
377,5,-1,0,166033,1,195
378,1,-1,0,462737,1,196
379,2,-1,0,462737,1,196
380,3,-1,0,462737,1,196
381,4,-1,0,462737,1,196
382,5,-1,0,462737,1,196
383,1,-1,0,166006,1,197
384,2,-1,0,165995,1,197
385,3,-1,0,165995,1,197
386,4,-1,0,165995,1,197
387,5,-1,0,165995,1,197
388,1,-1,0,463287,1,198
389,2,-1,0,463430,1,198
390,3,-1,0,462737,1,198
391,4,-1,0,462739,1,198
392,5,-1,0,462741,1,198
393,1,-1,0,462739,1,199
394,2,-1,0,166032,1,199
395,3,-1,0,166032,1,199
396,4,-1,0,166032,1,199
397,5,-1,0,166032,1,199
398,1,-1,0,527951,1,221
399,2,-1,0,527951,1,221
400,3,-1,0,527951,1,221
401,4,-1,0,527951,1,221
402,5,-1,0,527951,1,221
403,3,-1,0,166020,1,229
404,3,-1,0,166029,1,242
405,4,-1,0,166029,1,242
406,5,-1,0,166029,1,242
407,1,-1,0,166028,1,235
408,2,-1,0,165995,1,235
409,3,-1,0,166028,1,235
410,4,-1,0,165995,1,235
411,5,-1,0,166028,1,235
412,1,-1,0,166029,1,236
413,2,-1,0,166011,1,236
414,3,-1,0,166011,1,236
415,4,-1,0,166010,1,236
416,5,-1,0,166009,1,236
417,1,-1,0,165995,1,237
418,2,-1,0,622694,1,237
419,3,-1,0,165995,1,237
420,4,-1,0,622694,1,237
421,5,-1,0,165995,1,237
422,1,-1,0,622696,1,238
423,2,-1,0,622696,1,238
424,3,-1,0,622696,1,238
425,4,-1,0,622696,1,238
426,5,-1,0,622696,1,238
427,1,-1,0,166838,1,250
428,2,-1,0,166838,1,250
429,3,-1,0,166838,1,250
430,4,-1,0,166838,1,250
431,5,-1,0,166838,1,250
432,3,-1,0,531943,1,248
433,1,-1,0,464036,1,249
434,2,-1,0,464036,1,249
435,3,-1,0,464036,1,249
436,4,-1,0,464036,1,249
437,5,-1,0,464036,1,249
438,2,-1,0,610475,1,246
439,4,-1,0,610475,1,246
440,1,-1,0,622152,1,251
441,1,-1,0,166026,1,252
442,2,-1,0,166035,1,252
443,3,-1,0,166035,1,252
444,4,-1,0,166026,1,252
445,5,-1,0,166035,1,252
446,2,-1,0,531943,1,258
447,4,-1,0,531943,1,258
448,4,-1,0,166023,1,263
449,1,-1,0,794788,1,264
450,2,-1,0,794788,1,264
451,3,-1,0,794788,1,264
452,4,-1,0,794788,1,264
453,5,-1,0,794788,1,264
454,1,-1,0,796582,1,255
455,2,-1,0,622862,1,267
456,1,-1,0,166336,1,271
457,1,-1,0,166331,1,272
458,1,-1,0,166016,1,273
459,2,-1,0,166018,1,273
460,3,-1,0,166017,1,273
461,4,-1,0,166021,1,273
462,5,-1,0,166023,1,273
463,5,-1,0,527951,1,274
464,3,-1,0,953311,1,280
465,1,-1,0,969717,1,281
466,2,-1,0,969717,1,281
467,3,-1,0,969717,1,281
468,4,-1,0,969717,1,281
469,5,-1,0,969717,1,281
470,1,-1,0,943270,1,322
471,2,-1,0,943270,1,322
472,3,-1,0,943270,1,322
473,4,-1,0,943270,1,322
474,5,-1,0,943270,1,322
475,1,-1,0,937077,1,324
476,2,-1,0,937077,1,324
477,5,-1,0,937077,1,324
478,1,-1,0,1058981,1,329
479,1,-1,0,165995,1,283
480,2,-1,0,166026,1,283
481,3,-1,0,165995,1,283
482,4,-1,0,166026,1,283
483,5,-1,0,165995,1,283
484,1,-1,0,970098,1,284
485,2,-1,0,970098,1,284
486,3,-1,0,970096,1,284
487,4,-1,0,970096,1,284
488,5,-1,0,970098,1,284
489,1,-1,0,969717,1,285
490,2,-1,0,969717,1,285
491,3,-1,0,969719,1,285
492,4,-1,0,969719,1,285
493,5,-1,0,969717,1,285
494,1,-1,0,969798,1,286
495,2,-1,0,969798,1,286
496,3,-1,0,970258,1,286
497,4,-1,0,969798,1,286
498,5,-1,0,166015,1,286
499,1,-1,0,969796,1,287
500,2,-1,0,969796,1,287
501,3,-1,0,969794,1,287
502,4,-1,0,969794,1,287
503,5,-1,0,969796,1,287
504,5,-1,0,586025,1,294
505,1,-1,0,970096,1,295
506,2,-1,0,970096,1,295
507,3,-1,0,970096,1,295
508,4,-1,0,970096,1,295
509,5,-1,0,970096,1,295
510,1,-1,0,970098,1,296
511,2,-1,0,970098,1,296
512,3,-1,0,970098,1,296
513,4,-1,0,970098,1,296
514,5,-1,0,970098,1,296
515,1,-1,0,969719,1,297
516,2,-1,0,969719,1,297
517,3,-1,0,969719,1,297
518,4,-1,0,969719,1,297
519,5,-1,0,969719,1,297
520,1,-1,0,953311,1,298
521,2,-1,0,953311,1,298
522,3,-1,0,953294,1,298
523,4,-1,0,953294,1,298
524,5,-1,0,953311,1,298
525,4,-1,0,969719,1,299
526,4,-1,0,969719,1,300
527,5,-1,0,969719,1,300
528,1,-1,0,969794,1,301
529,2,-1,0,969794,1,301
530,3,-1,0,969794,1,301
531,4,-1,0,969794,1,301
532,5,-1,0,969794,1,301
533,3,-1,0,969796,1,302
534,4,-1,0,969796,1,302
535,1,-1,0,796544,1,303
536,2,-1,0,796544,1,303
537,3,-1,0,796544,1,303
538,4,-1,0,796544,1,303
539,5,-1,0,796544,1,303
540,2,-1,0,1031587,1,307
541,1,-1,0,425966,1,311
542,2,-1,0,425966,1,311
543,3,-1,0,425966,1,311
544,4,-1,0,425966,1,311
545,5,-1,0,425966,1,311
546,1,-1,0,166838,1,312
547,2,-1,0,166838,1,312
548,3,-1,0,166838,1,312
549,4,-1,0,166838,1,312
550,5,-1,0,166838,1,312
551,1,-1,0,970422,1,313
552,2,-1,0,970422,1,313
553,3,-1,0,970422,1,313
554,4,-1,0,970422,1,313
555,5,-1,0,970422,1,313
556,3,-1,0,943270,1,316
557,1,-1,0,937221,1,317
558,2,-1,0,937221,1,317
559,3,-1,0,937221,1,317
560,4,-1,0,937221,1,317
561,5,-1,0,937221,1,317
562,3,-1,0,1058981,1,328
563,5,-1,0,1058981,1,328
564,5,-1,0,796544,1,282
565,2,-1,0,166017,1,306
566,1,-1,0,1087046,1,314
567,2,-1,0,1087046,1,314
568,3,-1,0,1087046,1,314
569,4,-1,0,1087046,1,314
570,5,-1,0,1087046,1,314
571,1,-1,0,469750,1,315
572,5,-1,0,166335,1,320
573,4,-1,0,1109483,1,321
574,3,-1,0,804539,1,325
575,4,-1,0,804539,1,325
576,1,-1,0,1315161,1,327
577,2,-1,0,1315161,1,327
578,3,-1,0,1315161,1,327
579,4,-1,0,1315161,1,327
580,5,-1,0,1315161,1,327
581,1,-1,0,166006,1,275
582,2,-1,0,165990,1,275
583,3,-1,0,165990,1,275
584,4,-1,0,166006,1,275
585,5,-1,0,165990,1,275
586,1,-1,0,165995,1,276
587,2,-1,0,165994,1,276
588,3,-1,0,165995,1,276
589,4,-1,0,165995,1,276
590,5,-1,0,165995,1,276
591,1,-1,0,166006,1,290
592,2,-1,0,166006,1,290
593,3,-1,0,166006,1,290
594,4,-1,0,166006,1,290
595,5,-1,0,166006,1,290
596,1,-1,0,166930,1,291
597,2,-1,0,166930,1,291
598,3,-1,0,166930,1,291
599,4,-1,0,166930,1,291
600,5,-1,0,166930,1,291
601,1,-1,0,651668,1,292
602,2,-1,0,651668,1,292
603,3,-1,0,651668,1,292
604,4,-1,0,651668,1,292
605,5,-1,0,651668,1,292
606,1,-1,0,971061,1,304
607,1,-1,0,970422,1,305
608,2,-1,0,970422,1,305
609,3,-1,0,970422,1,305
610,4,-1,0,970422,1,305
611,5,-1,0,970422,1,305
612,5,-1,0,166060,1,308
613,1,-1,0,943270,1,310
614,1,-1,0,984698,1,323
615,2,-1,0,984698,1,323
616,3,-1,0,984698,1,323
617,4,-1,0,984698,1,323
618,5,-1,0,984698,1,323
619,1,-1,0,1036812,1,330
620,1,-1,0,1315161,1,336
621,2,-1,0,1315161,1,336
622,3,-1,0,1315161,1,336
623,4,-1,0,1315161,1,336
624,1,-1,0,462739,1,339
625,2,-1,0,462739,1,339
626,3,-1,0,462739,1,339
627,4,-1,0,462739,1,339
628,5,-1,0,462739,1,339
629,1,-1,0,166336,1,340
630,1,-1,0,166336,1,341
631,4,-1,0,166336,1,341
632,5,-1,0,166336,1,341
633,1,-1,0,970419,1,343
634,2,-1,0,970419,1,343
635,3,-1,0,970419,1,343
636,4,-1,0,970419,1,343
637,5,-1,0,970419,1,343
638,2,-1,0,166813,1,333
639,4,-1,0,166813,1,333
640,4,-1,0,166336,1,334
641,4,-1,0,166813,1,335
642,1,-1,0,1315162,1,337
643,2,-1,0,1315162,1,337
644,3,-1,0,1315162,1,337
645,4,-1,0,1315162,1,337
646,5,-1,0,1315162,1,337
647,5,-1,0,804539,1,342
648,4,-1,0,794788,1,332
649,1,-1,0,166030,1,338
650,1,-1,0,1392610,1,346
651,2,-1,0,1392610,1,346
652,3,-1,0,1392610,1,346
653,4,-1,0,1392610,1,346
654,5,-1,0,1392610,1,346
655,1,-1,0,1392611,1,347
656,2,-1,0,1392611,1,347
657,3,-1,0,1392611,1,347
658,4,-1,0,1392611,1,347
659,5,-1,0,1392611,1,347
660,1,-1,0,166008,1,344
661,2,-1,0,166008,1,344
662,3,-1,0,166008,1,344
663,4,-1,0,166008,1,344
664,5,-1,0,166008,1,344
665,1,-1,0,166003,1,345
666,2,-1,0,166003,1,345
667,3,-1,0,166003,1,345
668,4,-1,0,166003,1,345
669,5,-1,0,166003,1,345
670,1,-1,0,1601594,1,348
671,2,-1,0,1601594,1,348
672,3,-1,0,1601594,1,348
673,4,-1,0,1601594,1,348
674,5,-1,0,1601594,1,348
675,1,-1,0,1990243,1,352
676,2,-1,0,1990235,1,352
677,3,-1,0,1990234,1,352
678,4,-1,0,1990236,1,352
679,5,-1,0,1990231,1,352
680,3,-1,0,2086123,1,453
681,1,-1,0,166006,1,465
682,2,-1,0,166006,1,465
683,3,-1,0,166006,1,465
684,4,-1,0,166006,1,465
685,5,-1,0,166006,1,465
686,1,-1,0,1315163,1,454
687,2,-1,0,1315163,1,454
688,3,-1,0,1315163,1,454
689,4,-1,0,1315163,1,454
690,5,-1,0,1315163,1,454
691,6,10,118221,3059437,1,467
692,7,15,118256,3059440,1,468
693,6,4,118261,3059439,1,469
694,7,2,118264,2831353,1,470
696,6,2,118264,2831353,1,470
697,6,6,118304,3059437,1,471
698,6,18,118332,3059436,1,472
699,6,3,118336,3059436,1,473
700,7,15,118339,3059436,1,474
701,7,0,118341,3059439,1,475
702,7,19,118342,3059436,1,476
703,7,7,118105,3059438,1,475
704,7,2,118264,3059436,1,475
705,6,2,118264,3059436,1,475
706,7,7,118105,3059438,1,477
707,6,0,118341,3059439,1,477
708,7,2,118264,3059436,1,477
709,6,2,118264,3059436,1,477
710,6,18,118332,3059436,1,477
711,7,15,118256,3059440,1,477
712,7,13,118339,3059436,1,477
713,5,3,118336,3059436,1,477
714,6,4,118261,3059439,1,477
715,6,6,121534,3059437,1,477
716,6,10,118221,3059437,1,477
717,7,19,118342,3059436,1,477
718,7,8,118402,3059438,1,477
719,6,5,118424,3059439,1,477
720,7,7,118581,3067301,1,478
721,6,0,118670,3059439,1,478
722,7,2,118673,3059436,1,478
723,6,2,118673,3059436,1,478
724,6,18,118689,3059436,1,478
726,7,15,118690,3059436,1,478
727,5,3,118694,3059436,1,478
728,6,4,118691,3059439,1,478
729,6,6,118304,3059437,1,478
730,6,10,118668,3059437,1,478
731,7,19,118692,3059436,1,478
732,7,8,118650,3059438,1,478
733,6,5,118693,3059439,1,478
734,7,15,118671,3059440,1,478
735,7,7,118581,3067301,1,479
736,6,0,118670,3067302,1,479
737,7,2,118673,3067300,1,479
738,6,2,118673,3067300,1,479
739,6,18,118689,3067300,1,479
740,7,13,118690,3067300,1,479
741,8,3,118694,3067300,1,479
742,6,4,118691,3067302,1,479
743,6,6,118304,3067343,1,479
744,6,10,118668,3067343,1,479
745,7,19,118692,3067300,1,479
746,7,8,118650,3067301,1,479
747,6,5,118693,3067343,1,479
748,7,15,118671,3067344,1,479
749,7,7,118581,3067301,1,480
750,6,0,118670,3067302,1,480
751,7,2,118673,3067300,1,480
752,6,2,118673,3067300,1,480
753,6,18,118689,3067300,1,480
754,7,13,118690,3067300,1,480
755,6,3,118694,3067300,1,480
756,6,4,118691,3067302,1,480
757,6,6,118304,3067343,1,480
758,6,10,118668,3067343,1,480
759,7,19,118692,3067300,1,480
760,7,8,118650,3067301,1,480
761,6,5,118693,3067302,1,480
762,7,15,118671,3067344,1,480
781,6,-1,123414,0,1,483
787,7,7,124826,0,1,484
788,6,0,124839,0,1,484
789,7,2,124842,0,1,484
790,6,2,124842,0,1,484
791,6,18,124847,0,1,484
792,7,13,124837,0,1,484
793,7,3,118694,0,1,484
794,6,4,124839,0,1,484
795,6,6,124839,0,1,484
796,6,10,124839,0,1,484
797,7,19,124837,0,1,484
798,7,8,124826,0,1,484
799,6,5,124839,0,1,484
800,7,15,124826,0,1,484
801,6,1,124839,0,1,484
802,6,-1,124908,0,1,485
803,7,7,124980,2831356,1,486
804,6,1,125323,2831355,1,486
805,6,0,125323,2831355,1,486
806,7,2,125332,2831353,1,486
807,6,2,125332,2831353,1,486
808,6,18,125336,2831353,1,486
809,7,13,125342,2831353,1,486
810,7,3,124980,2831353,1,486
811,6,4,125323,2831355,1,486
812,6,6,125323,2831357,1,486
813,6,10,125323,2831357,1,486
814,7,19,125338,2831353,1,486
815,7,8,124980,2831356,1,486
816,6,5,125323,2831355,1,486
817,7,15,124980,2831354,1,486
818,7,7,126240,3486624,1,487
819,6,1,126371,3486625,1,487
820,6,0,126371,3486625,1,487
821,7,2,126240,3486622,1,487
822,6,2,126240,3486622,1,487
823,6,18,126371,3486622,1,487
824,7,13,126371,3486622,1,487
825,7,3,126240,3486622,1,487
826,6,4,126371,3486625,1,487
827,6,6,126371,3486623,1,487
828,6,10,126371,3486623,1,487
829,7,19,126240,3486622,1,487
830,7,8,126240,3486624,1,487
831,6,5,126371,3486625,1,487
832,7,15,126240,3486626,1,487
848,7,7,126513,0,1,489
849,6,1,126516,0,1,489
850,6,0,126516,0,1,489
851,7,2,126521,0,1,489
852,6,2,126521,0,1,489
853,6,18,126520,0,1,489
854,7,13,126518,0,1,489
855,7,3,126513,0,1,489
856,6,4,126516,0,1,489
857,6,6,126516,0,1,489
858,6,10,126516,0,1,489
859,7,19,126519,0,1,489
860,7,8,126513,0,1,489
861,6,5,126516,0,1,489
862,7,15,126513,0,1,489
863,7,7,126240,0,1,490
864,6,1,126371,0,1,490
865,6,0,126371,0,1,490
866,7,2,126240,0,1,490
867,6,2,126240,0,1,490
868,6,18,126371,0,1,490
869,7,13,126371,0,1,490
870,7,3,126240,0,1,490
871,6,4,126371,0,1,490
872,6,6,126371,0,1,490
873,6,10,126371,0,1,490
874,7,19,126240,0,1,490
875,7,8,126240,0,1,490
876,6,5,126371,0,1,490
877,7,15,126240,0,1,490
878,0,-1,0,0,1,491
879,0,-1,0,0,0,491
880,0,-1,0,0,0,491
881,4,-1,0,1601594,1,491
882,5,-1,0,970419,1,491
883,7,7,130890,3582597,1,492
884,6,0,130761,3582598,1,492
885,7,2,130890,3582595,1,492
886,6,2,0,3582595,1,492
887,6,18,131072,3582595,1,492
888,7,13,130813,3582595,1,492
889,8,3,130761,3582595,1,492
890,6,4,130761,3582598,1,492
891,6,6,130761,3582596,1,492
892,6,10,130761,3582596,1,492
893,7,19,130761,3582595,1,492
894,7,8,130890,3582597,1,492
895,6,5,130761,3582596,1,492
896,7,15,130890,3582599,1,492
897,7,7,130890,3582597,1,493
898,6,1,130761,3582595,1,493
899,6,0,130761,3582595,1,493
900,7,2,130890,3582595,1,493
901,6,2,130890,3582595,1,493
902,6,18,131072,3582595,1,493
903,7,13,130813,3582595,1,493
904,7,3,130761,3582595,1,493
905,6,4,130761,3582598,1,493
906,6,6,130761,3582596,1,493
907,6,10,130761,3582596,1,493
908,7,19,130761,3582595,1,493
909,7,8,130890,3582597,1,493
910,6,5,130761,3582596,1,493
911,7,15,130890,3582599,1,493
912,7,7,130890,0,1,494
913,6,1,130761,0,1,494
914,6,0,130761,0,1,494
