ID,ParentAnimKitID,OrderIndex,AnimID,AnimStartTime,AnimKitConfigID,StartCondition,StartConditionParam,StartConditionDelay,EndCondition,EndConditionParam,EndConditionDelay,Speed,SegmentFlags,ForcedVariation,OverrideConfigFlags,LoopToSegmentIndex,BlendInTimeMs,BlendOutTimeMs,Field_9_0_1_34278_018
25560,13414,0,69,0,341,0,0,0,0,0,0,0.618,6,0,0,0,0,0,1
25561,13414,1,69,120,412,0,0,0,0,0,0,0,6,0,0,0,0,0,1
25677,13465,0,51,0,893,0,0,0,0,0,0,1,0,0,805306368,0,0,0,1
26371,13839,0,54,0,893,0,0,0,3,0,600,1,512,0,4096,-1,150,250,1
26993,13839,1,54,0,1210,0,0,0,0,0,0,1,0,0,0,-1,150,0,1
27327,14310,0,1106,0,755,0,0,0,3,0,1500,0.099999994,0,0,0,-1,0,0,1
27328,14310,1,726,0,513,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
27596,14453,0,201,0,367,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
27597,14453,1,202,0,367,2,0,0,0,0,0,1,0,0,0,1,0,0,1
36403,18695,0,0,0,1403,0,0,0,0,0,0,1,1280,0,0,-1,100,0,1
37594,19284,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37595,19285,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
37608,19291,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37609,19292,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
37610,19293,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37611,19294,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
37612,19295,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37613,19296,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
37614,19297,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37615,19298,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
37616,19299,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37617,19300,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
37618,19301,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37619,19302,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
37620,19303,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
37621,19304,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
42240,21551,0,15,0,513,0,0,0,0,0,0,1,0,0,8388608,0,0,0,1
42517,21551,1,518,0,977,0,0,0,0,0,0,1,0,0,8388608,2,0,0,1
42518,21551,2,520,0,977,2,1,0,0,0,0,1,0,0,8388608,2,0,0,1
42714,21808,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
42715,21809,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
42716,21810,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
42717,21811,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
42718,21812,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
42719,21813,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
42720,21814,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
42721,21815,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
42722,21816,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
42723,21817,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
42724,21818,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
42725,21819,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
43769,22294,0,115,0,822,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
43770,22294,1,68,0,695,0,0,0,0,0,0,1.5,0,0,0,-1,0,0,1
43906,22346,0,79,0,822,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
43907,22346,1,68,0,695,0,0,0,0,0,0,1.5,0,0,0,-1,0,0,1
44025,22403,0,79,0,822,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
44026,22403,1,28,0,695,0,0,0,0,0,0,1.5,0,0,8388608,-1,0,0,1
44136,22464,0,111,0,664,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1
46610,23768,0,6,0,366,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46692,23815,0,0,2000,341,0,0,0,0,0,0,0,16,0,0,0,0,0,1
46693,23816,0,0,0,341,0,0,0,0,0,0,2,2,1,0,-1,0,0,1
46698,23819,0,32,0,348,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
46719,23831,0,0,100,341,0,0,0,2,0,2900,0.29999998,0,0,0,-1,0,0,1
46833,23907,0,82,0,1429,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
46954,23983,0,133,0,341,0,0,0,0,0,0,1,0,0,8388608,-1,0,0,1
46955,23983,1,134,0,341,2,0,0,1,0,0,1,0,0,8388608,-1,0,0,1
46957,23985,0,125,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
47030,24015,0,77,0,341,0,0,0,0,0,0,1,0,0,8388608,0,0,0,1
47035,24019,0,0,0,341,0,0,0,0,0,0,1,2,1,0,-1,0,0,1
47037,24021,0,194,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
47060,24033,0,0,0,366,0,0,0,2,0,100,0.01,0,0,0,0,0,0,1
47071,24035,0,29,0,1430,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
47072,24036,0,161,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
47073,24037,0,105,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
47074,24037,1,109,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
47080,24039,0,48,0,1430,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
47081,24040,0,106,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
47082,24040,1,110,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
47131,24078,0,26,0,1430,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
47132,24079,0,27,0,1430,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
47192,24108,0,108,0,1430,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
47208,24120,0,1,0,366,0,0,0,0,0,0,1,16,0,0,-1,0,0,1
47249,24140,0,0,0,341,0,0,0,0,0,0,2,0,0,0,-1,0,0,1
47250,24140,1,159,0,341,2,0,0,0,0,0,2,0,0,0,-1,0,0,1
47347,24180,0,1,0,366,0,0,0,0,0,0,1,16,0,33587200,-1,0,60000,1
48633,24843,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48634,24844,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
48635,24845,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48636,24846,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
48637,24847,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48638,24848,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
48639,24849,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48640,24850,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
48641,24851,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48642,24852,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
48643,24853,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48644,24854,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
48646,24855,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48647,24856,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
48650,24858,0,0,0,1409,0,0,0,0,0,0,1,37,0,0,0,0,0,1
48651,24859,0,0,0,1409,0,0,0,1,0,0,1,17,0,0,-1,0,0,1
50708,25936,0,69,0,977,0,0,0,0,0,0,0.35,6,0,0,0,1000,1000,1
50709,25936,1,716,100,404,1,0,0,0,0,0,0.01,38,0,0,1,300,300,0.5
50710,25936,2,0,0,343,0,0,0,0,0,0,1,2,0,0,2,0,0,1
50711,25936,3,69,0,409,0,0,0,0,0,0,0.39999998,768,1,0,3,1000,1000,0.5
50712,25936,4,1108,0,732,0,0,1000,0,0,0,1,6,0,8388608,-1,0,500,1
50715,25936,5,203,0,732,2,4,0,0,0,0,1,6,0,8388608,4,0,500,1
50927,26044,0,1064,500,348,0,0,0,3,0,1000,-0.75,2560,0,8388608,-1,0,300,1
50928,26044,1,62,0,1252,1,0,0,5,0,100,-0.5,0,0,8388608,-1,0,0,1
52280,26761,0,155,0,815,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
52439,26850,0,0,0,341,0,0,0,0,0,0,0.099999994,0,0,0,0,0,0,1
52532,26879,0,158,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
52654,26947,0,16,0,341,0,0,0,0,0,0,1,2,2,0,-1,0,0,1
53418,27324,0,8,0,348,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
53486,27352,0,17,0,341,0,0,0,0,0,0,1,0,2,0,-1,0,0,1
53487,27352,1,87,0,341,2,0,0,0,0,0,1,0,0,0,0,0,0,1
55088,28204,0,0,0,341,0,0,0,0,0,0,2,2,2,0,-1,0,0,1
55663,28526,0,115,0,1447,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
55963,28686,0,0,0,366,0,0,0,2,0,3000,1,0,0,0,0,0,0,1
55964,28687,0,0,0,1431,0,0,0,0,0,0,1,2,0,0,0,0,0,1
55965,28688,0,9,0,1431,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
55974,28693,0,0,0,1431,0,0,0,0,0,0,2,2,0,0,-1,0,0,1
55982,28699,0,5,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
55990,28704,0,16,330,366,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56088,28760,0,0,0,1431,0,0,0,0,0,0,1,2,1,0,0,0,0,1
56089,28761,0,0,2000,341,0,0,0,0,0,0,0,2,1,0,0,0,0,1
56090,28762,0,0,0,1431,0,0,0,2,0,3000,1,2,0,0,-1,0,0,1
56091,28762,1,0,2000,341,0,0,0,0,0,0,0,2,1,0,1,0,0,1
56140,28790,0,0,0,341,0,0,0,1,0,0,0,16,0,0,-1,0,0,1
56157,28799,0,10,0,1431,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
56247,28843,0,16,0,341,0,0,0,0,0,0,1,6,0,16777216,0,0,0,1
56249,28845,0,20,0,341,0,0,0,0,0,0,0.29999998,0,0,0,-1,0,0,1
56265,28853,0,0,0,341,0,0,0,1,0,0,5,0,0,0,-1,0,0,1
56347,28887,0,16,0,341,0,0,0,4,0,1000,0.25,2,1,0,-1,0,0,1
56348,28888,0,40,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
56379,28905,0,16,0,341,0,0,0,0,0,0,1,2,0,0,-1,0,0,1
56421,28887,1,16,250,341,2,0,0,4,1,2000,0.01,2,1,0,-1,0,0,1
56422,28887,2,16,1000,341,2,1,0,4,2,3000,0.049999997,2,1,0,-1,0,0,1
56479,28956,0,99,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
56480,28956,1,100,0,341,2,0,0,0,0,0,1,0,0,0,1,0,0,1
56512,28968,0,148,0,341,0,0,0,0,0,0,1,0,1,0,-1,0,0,1
56517,28968,1,149,0,341,2,0,0,0,0,0,0,0,1,0,1,0,0,1
56521,28970,0,146,0,341,0,0,0,0,0,0,1,0,1,0,-1,0,0,1
56564,28989,0,0,0,341,0,0,0,4,0,2000,1,0,0,0,0,0,0,1
56569,28993,0,0,0,1431,0,0,0,0,0,0,1,2,0,0,-1,0,0,1
56571,28995,0,115,0,361,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56572,28995,1,61,0,348,0,0,0,0,0,0,1,0,0,0,1,0,0,1
56581,29001,0,115,0,361,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56582,29001,1,77,0,348,0,0,0,0,0,0,1,0,0,0,1,0,0,1
56605,29011,0,0,700,341,0,0,0,1,0,0,-0.79999995,0,0,0,0,0,0,1
56608,29013,0,0,0,341,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1
56707,29062,0,18,200,341,0,0,0,4,0,300,1,22,0,16777216,-1,0,0,1
56708,29062,1,18,200,341,2,0,600,5,1,0,1,18,1,16777216,-1,0,0,1
56709,29063,0,18,70,341,0,0,0,4,0,330,0.25,22,0,16777216,-1,0,0,1
56710,29063,1,18,330,341,2,0,0,5,1,0,1,18,0,16777216,-1,0,0,1
56711,29063,2,18,530,341,2,1,0,4,2,400,0,18,0,16777216,-1,0,0,1
56722,29070,0,16,0,341,0,0,0,0,0,0,1,2,0,0,-1,0,0,1
56831,29126,0,16,0,341,0,0,0,0,0,0,2,2,0,0,-1,0,0,1
56994,29215,0,0,0,341,0,0,0,0,0,0,0.099999994,0,0,0,0,0,0,1
57000,29219,0,0,400,341,0,0,0,0,0,0,0.29999998,0,0,0,0,0,0,1
57058,29243,0,14,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,0.5
57131,29284,0,0,400,341,0,0,0,0,0,0,0,3840,0,0,0,2000,2000,1
57138,29289,0,97,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
57355,29408,0,132,0,366,0,0,0,1,0,0,1,0,0,0,0,0,0,1
57416,29440,0,0,0,341,0,0,0,3,0,6000,1,2,0,0,1,0,0,1
57488,29479,0,1,2000,341,0,0,0,1,0,0,0,0,0,0,0,0,0,1
57685,29571,0,107,0,1449,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
57740,29608,0,0,0,0,0,0,0,0,0,0,-0.099999994,0,0,0,-1,0,0,1
57757,29618,0,0,1400,341,0,0,0,1,0,0,0.099999994,0,0,1056768,0,0,0,1
57769,29625,0,0,0,341,0,0,0,2,0,3000,1,0,0,0,-1,0,0,1
57796,29640,0,0,0,341,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1
57797,29641,0,0,0,341,0,0,0,0,0,0,0.19999999,0,0,0,0,0,0,1
57829,29660,0,0,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
57848,29677,0,0,0,341,0,0,0,0,0,0,0.5,2,0,0,0,0,0,1
57871,29688,0,17,0,341,0,0,0,2,0,370,0.35,2,1,0,-1,0,0,1
57872,29688,1,17,400,341,2,0,0,0,0,0,1,2,1,0,-1,0,0,1
57873,29689,0,17,570,341,0,0,0,2,0,370,0.35,2,1,0,-1,0,0,1
57874,29689,1,17,800,341,0,0,0,1,0,0,-0.75,2,1,0,-1,0,0,1
57881,29440,1,0,5000,341,2,0,0,3,0,6000,1,0,0,0,1,0,0,1
57890,29696,0,0,0,341,0,0,0,2,0,1000,1,0,0,0,-1,0,0,1
57910,29710,0,0,1500,341,0,0,0,1,0,0,0.75,0,0,1056768,0,0,0,1
57914,29712,0,144,100,341,0,0,0,4,0,650,1,0,0,0,0,0,0,1
57928,29720,0,37,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
57929,29720,1,39,0,341,2,0,0,0,0,0,0.79999995,0,0,0,-1,0,0,1
58016,29762,0,1,0,341,0,0,0,4,0,2970,1,0,0,0,-1,0,0,1
58022,29762,1,1,2970,341,2,0,0,4,1,1200,-0.59999996,0,0,0,-1,0,0,1
58073,29790,0,158,0,1431,0,0,0,0,0,0,1,2,0,0,0,0,0,1
58168,29847,0,0,4900,161,0,0,800,0,0,0,0.01,2,0,0,-1,3000,3000,1
58171,29848,0,0,2000,162,0,0,1,0,1,0,0.5,2,0,0,0,3000,3000,1
59188,30401,0,0,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59308,30477,0,18,200,341,0,0,0,4,0,2100,0.29999998,22,1,16777216,-1,0,0,1
