ID,AreaID,WMOAreaID,PhaseID,PhaseGroupID,PhaseUseFlags,ZoneIntroMusicID,ZoneMusicID,SoundAmbienceID,SoundProviderPreferencesID,UWZoneIntroMusicID,UWZoneMusicID,UWSoundAmbienceID,UWSoundProviderPreferencesID
257,9042,0,11227,0,0,0,2226,0,0,0,0,0,0
258,9798,0,11227,0,0,0,2226,0,0,0,0,0,0
259,10388,0,11227,0,0,0,2226,0,0,0,0,0,0
260,9699,0,12593,0,0,0,2226,0,0,0,0,0,0
261,9011,0,12255,0,0,0,2224,0,0,0,0,0,0
262,9714,0,12472,0,0,0,2226,0,0,0,0,0,0
263,9046,0,12472,0,0,0,2226,0,0,0,0,0,0
264,9045,0,12472,0,0,0,2226,0,0,0,0,0,0
265,9011,0,12139,0,0,0,2224,0,0,0,0,0,0
266,10339,0,12472,0,0,0,2226,0,0,0,0,0,0
267,9789,0,12472,0,0,0,2226,0,0,0,0,0,0
268,8896,0,12472,0,0,0,2226,0,0,0,0,0,0
269,8719,0,12472,0,0,0,2226,0,0,0,0,0,0
270,8850,0,12472,0,0,0,2226,0,0,0,0,0,0
271,10291,0,12544,0,0,0,2226,0,0,0,0,0,0
272,8947,0,12544,0,0,0,2226,0,0,0,0,0,0
273,9435,0,12544,0,0,0,2226,0,0,0,0,0,0
274,9577,0,12544,0,0,0,2226,0,0,0,0,0,0
275,9951,0,12544,0,0,0,2226,0,0,0,0,0,0
276,9669,0,12544,0,0,0,2226,0,0,0,0,0,0
277,8502,0,12544,0,0,0,2226,0,0,0,0,0,0
278,9178,0,12544,0,0,0,2226,0,0,0,0,0,0
279,8897,0,12544,0,0,0,2226,0,0,0,0,0,0
280,10014,0,12544,0,0,0,2226,0,0,0,0,0,0
281,9795,0,12544,0,0,0,2226,0,0,0,0,0,0
282,9393,0,12093,0,0,0,2225,0,0,0,0,0,0
283,9433,0,12093,0,0,0,2225,0,0,0,0,0,0
284,10086,0,12093,0,0,0,2225,0,0,0,0,0,0
285,10026,0,12093,0,0,0,2225,0,0,0,0,0,0
286,8567,0,12093,0,0,0,2225,0,0,0,0,0,0
287,8903,0,12093,0,0,0,2225,0,0,0,0,0,0
288,9602,0,12093,0,0,0,2225,0,0,0,0,0,0
289,9602,0,12368,0,0,0,2225,0,0,0,0,0,0
290,9655,0,12538,0,0,0,2225,0,0,0,0,0,0
291,9608,0,12538,0,0,0,2225,0,0,0,0,0,0
292,9339,0,12538,0,0,0,2225,0,0,0,0,0,0
293,9269,0,12538,0,0,0,2225,0,0,0,0,0,0
294,10388,0,12379,0,0,0,2225,0,0,0,0,0,0
295,9042,0,12379,0,0,0,2225,0,0,0,0,0,0
296,9697,0,12379,0,0,0,2225,0,0,0,0,0,0
297,9698,0,12379,0,0,0,2225,0,0,0,0,0,0
298,9696,0,12379,0,0,0,2225,0,0,0,0,0,0
299,9795,0,12478,0,0,0,2225,0,0,0,0,0,0
300,8947,0,12478,0,0,0,2225,0,0,0,0,0,0
301,9951,0,12478,0,0,0,2225,0,0,0,0,0,0
302,9669,0,12478,0,0,0,2225,0,0,0,0,0,0
303,8502,0,12478,0,0,0,2225,0,0,0,0,0,0
304,10291,0,12478,0,0,0,2225,0,0,0,0,0,0
305,10291,0,12528,0,0,0,2225,0,0,0,0,0,0
310,8726,0,12202,0,0,0,2235,0,0,0,0,0,0
312,8726,0,12549,0,0,0,2251,0,0,0,0,0,0
313,8726,0,12204,0,0,0,2236,0,0,0,0,0,0
314,8726,0,12203,0,0,0,2237,0,0,0,0,0,0
315,8726,0,12205,0,0,0,2238,0,0,0,0,0,0
317,8726,0,12215,0,0,0,2253,0,0,0,0,0,0
318,9802,0,12610,0,0,1469,2239,0,0,0,0,0,0
319,9366,0,12806,0,0,1472,2240,0,0,0,0,0,0
320,9366,0,12807,0,0,1472,2240,0,0,0,0,0,0
321,10369,0,12603,0,0,0,2241,0,0,0,0,0,0
322,9965,0,12858,0,0,1470,0,0,0,0,0,0,0
323,9965,0,12862,0,0,1470,0,0,0,0,0,0,0
324,9578,0,12920,0,0,0,2243,0,0,0,0,0,0
325,9578,0,12921,0,0,0,2244,0,0,0,0,0,0
326,10454,0,12970,0,0,0,2245,0,0,0,0,0,0
327,9802,0,12881,0,0,1471,2246,0,0,0,0,0,0
329,10017,0,12881,0,0,1471,2246,0,0,0,0,0,0
331,9358,0,12625,0,0,0,2247,0,0,0,0,0,0
332,9173,0,12094,0,0,0,2248,0,0,0,0,0,0
333,8726,0,12094,0,0,0,2248,0,0,0,0,0,0
334,8726,0,12161,0,0,0,2249,0,0,0,0,0,0
335,9173,0,12161,0,0,0,2249,0,0,0,0,0,0
336,8726,0,12470,0,0,0,2249,0,0,0,0,0,0
337,9173,0,12470,0,0,0,2249,0,0,0,0,0,0
338,9172,0,12733,0,0,0,2249,0,0,0,0,0,0
339,8726,0,12233,0,0,0,2237,0,0,0,0,0,0
340,9661,0,12470,0,0,0,2249,0,0,0,0,0,0
341,9665,0,12470,0,0,0,2249,0,0,0,0,0,0
342,9662,0,12470,0,0,0,2249,0,0,0,0,0,0
343,9173,0,12733,0,0,0,2249,0,0,0,0,0,0
344,8726,0,12555,0,0,0,2251,0,0,0,0,0,0
347,8726,0,12556,0,0,0,2251,0,0,0,0,0,0
348,8726,0,12557,0,0,0,2251,0,0,0,0,0,0
349,8726,0,12235,0,0,0,2250,0,0,0,0,0,0
352,8670,0,12883,0,0,0,2252,0,0,0,0,0,0
353,6298,0,12186,0,0,0,2233,0,0,0,0,0,0
360,11375,0,13135,0,0,0,0,2163,0,0,0,2148,0
361,11375,0,13139,0,0,0,0,2164,0,0,0,2148,0
362,10425,0,13139,0,0,0,0,2164,0,0,0,2148,0
363,10425,0,13135,0,0,0,0,2163,0,0,0,2148,0
364,222,0,12753,0,0,0,2280,1925,0,0,0,0,0
365,1638,0,12782,0,0,0,2280,1925,0,0,0,0,0
367,10290,0,13657,0,0,1492,2292,0,0,0,0,0,0
368,362,0,13624,0,0,1511,2325,2173,0,0,0,0,0
369,362,0,13604,0,0,0,2325,2173,0,0,0,0,0
372,4982,0,13624,0,0,0,2325,2173,0,0,0,0,0
373,14,0,13604,0,0,0,2325,0,0,0,0,0,0
376,11401,0,13624,0,0,0,2325,2173,0,0,0,0,0
378,11401,0,13709,0,0,0,2325,2173,0,0,0,0,0
379,11401,0,13687,0,0,0,2326,0,0,0,0,0,0
380,11401,0,13686,0,0,0,2326,0,0,0,0,0,0
381,11401,0,13746,0,0,0,2326,0,0,0,0,0,0
382,11402,0,13805,0,0,0,2327,0,0,0,0,0,0
383,11401,0,13805,0,0,0,2327,2173,0,0,0,0,0
384,11402,0,13882,0,0,0,2326,0,0,0,0,0,0
385,362,0,0,0,0,791,0,0,0,0,0,0,0
386,6747,0,0,0,0,791,0,0,0,0,0,0,0
387,5168,0,14647,0,0,0,2348,0,0,0,0,0,0
388,10522,0,14046,0,0,0,2373,0,0,0,0,0,0
389,4658,0,15282,0,0,0,0,2318,0,0,0,0,0
390,4671,0,15282,0,0,0,0,2318,0,0,0,0,0
391,4669,0,15282,0,0,0,0,2318,0,0,0,0,0
392,4673,0,15282,0,0,0,0,2318,0,0,0,0,0
393,4667,0,15282,0,0,0,0,2318,0,0,0,0,0
394,4672,0,15282,0,0,0,0,2318,0,0,0,0,0
395,4670,0,15282,0,0,0,0,2318,0,0,0,0,0
396,10529,0,15356,0,0,0,2387,0,0,0,0,0,0
397,10529,0,15355,0,0,0,2262,0,0,0,0,0,0
398,10588,0,15355,0,0,0,2262,0,0,0,0,0,0
399,10588,0,15356,0,0,0,2387,0,0,0,0,0,0
400,10530,0,15356,0,0,0,2387,0,0,0,0,0,0
401,10530,0,15278,0,0,0,2262,0,0,0,0,0,0
402,10568,0,15355,0,0,0,2262,0,0,0,0,0,0
403,10568,0,15356,0,0,0,2387,0,0,0,0,0,0
404,10424,0,15274,0,0,0,2390,0,0,0,0,0,0
405,10424,0,15278,0,0,0,2389,0,0,0,0,0,0
407,10568,0,15275,0,0,0,2387,0,0,0,0,0,0
408,10568,0,15492,0,0,0,2262,0,0,0,0,0,0
409,10530,0,15492,0,0,0,2262,0,0,0,0,0,0
410,10530,0,15275,0,0,0,2387,0,0,0,0,0,0
411,10529,0,13794,0,0,0,2387,0,0,0,0,0,0
412,10529,0,15330,0,0,0,2262,0,0,0,0,0,0
413,10588,0,15330,0,0,0,2262,0,0,0,0,0,0
414,10588,0,13794,0,0,0,2387,0,0,0,0,0,0
415,10453,0,15274,0,0,0,2390,0,0,0,0,0,0
416,10453,0,15278,0,0,0,2389,0,0,0,0,0,0
417,10452,0,15274,0,0,0,2390,0,0,0,0,0,0
418,10452,0,15278,0,0,0,2389,0,0,0,0,0,0
420,12875,0,14514,0,0,0,2518,0,0,0,0,0,0
421,11531,0,16003,0,0,0,2519,0,0,0,0,0,0
422,10986,0,14093,0,0,0,2439,0,0,0,0,0,0
423,10990,0,15179,0,0,1569,0,0,0,0,0,0,0
425,11400,0,16062,0,0,0,2520,0,0,0,0,0,0
427,11400,0,15683,0,0,1570,2520,0,0,0,0,0,0
428,11400,0,15684,0,0,1570,2520,0,0,0,0,0,0
429,13437,0,15684,0,0,1570,2520,0,0,0,0,0,0
430,13437,0,14914,0,0,0,2520,0,0,0,0,0,0
431,13437,0,16054,0,0,0,2520,0,0,0,0,0,0
432,11012,0,14729,0,0,0,2405,0,0,0,0,0,0
433,11012,0,15624,0,0,0,2405,0,0,0,0,0,0
435,11012,0,15238,0,0,0,2524,0,0,0,0,0,0
436,11513,0,16782,0,0,0,2489,0,0,0,0,0,0
438,13387,0,16336,0,0,0,2525,0,0,0,0,0,0
439,11510,0,17030,0,0,0,2530,0,0,0,0,0,0
440,13664,0,17275,0,0,0,2533,0,0,0,0,0,0
441,11378,0,17152,0,0,0,2534,0,0,0,0,0,0
442,11378,0,17060,0,0,0,2534,0,0,0,0,0,0
443,8556,0,17071,0,0,0,2535,0,0,0,0,0,0
448,10989,0,17062,0,0,0,2552,0,0,0,0,0,0
449,13537,0,17209,0,0,0,2552,0,0,0,0,0,0
450,10565,0,17163,0,0,0,2553,0,0,0,0,0,0
451,13625,0,17530,0,0,0,2555,0,0,0,0,0,0
453,12902,0,17243,0,0,0,2550,0,0,0,0,0,0
454,12902,0,17401,0,0,0,2550,0,0,0,0,0,0
457,13791,0,17794,0,0,1601,0,0,0,0,0,0,0
458,13924,0,17794,0,0,1602,0,0,0,0,0,0,0
459,13705,0,17794,0,0,1603,0,0,0,0,0,0,0
460,13757,0,17644,0,0,0,2625,0,0,0,0,0,0
462,13979,0,18151,0,0,0,2628,0,0,0,0,0,0
463,13979,0,18128,0,0,0,2628,0,0,0,0,0,0
466,13979,0,18231,0,0,0,2628,0,0,0,0,0,0
467,13979,0,18130,0,0,0,2628,0,0,0,0,0,0
468,13979,0,18242,0,0,0,2628,0,0,0,0,0,0
469,13808,0,17747,0,0,0,2688,0,0,0,0,0,0
470,13810,0,18745,0,0,1608,0,0,0,0,0,0,0
471,13810,0,17747,0,0,0,2688,0,0,0,0,0,0
472,13874,0,17747,0,0,0,2688,0,0,0,0,0,0
473,13764,0,18235,0,0,0,2663,0,0,0,0,0,0
474,14092,0,19909,0,0,0,2707,0,0,0,0,0,0
475,14498,0,19051,0,0,0,2731,0,0,0,0,0,0
476,14498,0,19052,0,0,0,2732,0,0,0,0,0,0
477,14498,0,19053,0,0,0,2733,0,0,0,0,0,0
478,14498,0,19054,0,0,0,2734,0,0,0,0,0,0
479,14498,0,19055,0,0,0,2735,0,0,0,0,0,0
480,14498,0,19056,0,0,0,2736,0,0,0,0,0,0
481,14498,0,19057,0,0,0,2737,0,0,0,0,0,0
482,13761,0,18929,0,0,0,2662,0,0,0,0,0,0
483,13834,0,18912,0,0,0,2646,0,0,0,0,0,0
484,13834,0,19743,0,0,0,2748,0,0,0,0,0,0
485,14355,0,20515,0,0,0,2751,0,0,0,0,0,0
486,14355,0,20366,0,0,0,2752,0,0,0,0,0,0
487,14104,0,20366,0,0,0,2752,0,0,0,0,0,0
488,13782,0,20001,0,0,0,2753,0,0,0,0,0,0
493,14104,0,20697,0,0,0,2754,0,0,0,0,0,0
494,14104,0,20365,0,0,0,2752,0,0,0,0,0,0
496,362,0,20139,0,0,0,2758,0,0,0,0,0,0
497,14690,0,20737,0,0,0,2770,0,0,0,0,0,0
499,513,0,1403,0,0,0,2786,0,0,0,0,0,0
500,14520,0,20401,0,0,0,2787,0,0,0,0,0,0
501,172,0,20268,0,0,0,2807,0,0,0,0,0,0
502,232,0,20268,0,0,0,2807,0,0,0,0,0,0
503,170,0,20268,0,0,0,2807,0,0,0,0,0,0
504,1338,0,20268,0,0,0,2807,0,0,0,0,0,0
505,172,0,20773,0,0,0,2808,0,0,0,0,0,0
506,232,0,20773,0,0,0,2808,0,0,0,0,0,0
507,1338,0,20773,0,0,0,2808,0,0,0,0,0,0
509,14020,0,21011,0,0,0,2809,0,0,0,0,0,0
510,14020,0,21203,0,0,0,2810,0,0,0,0,0,0
512,14489,0,21016,0,0,0,2811,0,0,0,0,0,0
513,14489,0,21215,0,0,1626,0,0,0,0,0,0,0
514,14905,0,21657,0,0,0,2846,0,0,0,0,0,0
515,14904,0,21303,0,0,0,2845,0,0,0,0,0,0
516,14863,0,21605,0,0,0,2847,0,0,0,0,0,0
517,14915,0,21930,0,0,0,2849,0,0,0,0,0,0
518,14865,0,21930,0,0,0,2849,0,0,0,0,0,0
519,14913,0,21930,0,0,0,2849,0,0,0,0,0,0
520,14969,0,21313,0,0,0,2850,0,0,0,0,0,0
521,14861,0,21611,0,0,0,2852,0,0,0,0,0,0
522,14974,0,22001,0,0,0,2852,0,0,0,0,0,0
523,14915,0,21364,0,0,0,2853,0,0,0,0,0,0
524,14904,0,21603,0,0,0,2846,0,0,0,0,0,0
525,15177,0,23086,0,0,0,2912,0,0,0,0,0,0
526,15177,0,23079,0,0,0,2913,0,0,0,0,0,0
527,14771,0,23465,0,0,0,3050,0,0,0,0,0,0
528,14776,0,22911,0,0,0,3051,0,0,0,0,0,0
530,14781,0,22861,0,0,0,3053,0,0,0,0,0,0
531,15157,0,22861,0,0,0,3053,0,0,0,0,0,0
537,14800,0,23606,0,0,0,3057,0,0,0,0,0,0
539,14800,0,23612,0,0,0,3057,0,0,0,0,0,0
540,14838,0,24637,0,0,0,3025,0,0,0,0,0,0
542,15107,0,24637,0,0,0,3024,0,0,0,0,0,0
543,14930,0,24636,0,0,0,2868,0,0,0,0,0,0
548,14848,0,24637,0,0,0,2864,0,0,0,0,0,0
549,15097,0,24637,0,0,0,3026,0,0,0,0,0,0
552,14925,0,22806,0,0,0,3022,0,0,0,0,0,0
553,14917,0,24637,0,0,0,2928,0,0,0,0,0,0
554,15337,0,24637,0,0,0,3027,0,0,0,0,0,0
555,14918,0,24637,0,0,0,3027,0,0,0,0,0,0
556,14950,0,22594,0,0,0,3062,0,0,0,0,0,0
557,14949,0,22594,0,0,0,3062,0,0,0,0,0,0
558,14949,0,22595,0,0,0,3062,0,0,0,0,0,0
559,14951,0,22594,0,0,0,3062,0,0,0,0,0,0
560,14951,0,22595,0,0,0,3062,0,0,0,0,0,0
561,14951,0,22596,0,0,0,3062,0,0,0,0,0,0
562,15038,0,24637,0,0,0,3026,0,0,0,0,0,0
563,14926,0,24637,0,0,0,3022,0,0,0,0,0,0
567,14809,0,23085,0,0,0,3068,0,0,0,0,0,0
569,14848,0,23094,0,0,0,3069,0,0,0,0,0,0
570,15033,0,23094,0,0,0,3069,0,0,0,0,0,0
571,15176,0,23094,0,0,0,3069,0,0,0,0,0,0
573,15035,0,24637,0,0,0,3022,0,0,0,0,0,0
574,14850,0,24637,0,0,0,2869,0,0,0,0,0,0
575,14851,0,24637,0,0,0,2869,0,0,0,0,0,0
576,15094,0,24637,0,0,0,2869,0,0,0,0,0,0
577,14854,0,24637,0,0,0,2869,0,0,0,0,0,0
578,15037,0,24637,0,0,0,2869,0,0,0,0,0,0
579,14852,0,24637,0,0,0,2869,0,0,0,0,0,0
580,15024,0,24637,0,0,0,2869,0,0,0,0,0,0
581,15025,0,24637,0,0,0,2869,0,0,0,0,0,0
582,15166,0,24637,0,0,0,2869,0,0,0,0,0,0
583,15106,0,24637,0,0,0,3026,0,0,0,0,0,0
584,15326,0,24637,0,0,0,3074,0,0,0,0,0,0
585,14916,0,24637,0,0,0,3024,0,0,0,0,0,0
586,15033,0,24637,0,0,0,2864,0,0,0,0,0,0
587,15176,0,24637,0,0,0,2864,0,0,0,0,0,0
588,14919,0,24637,0,0,0,3074,0,0,0,0,0,0
589,15034,0,24637,0,0,0,3024,0,0,0,0,0,0
590,14922,0,24637,0,0,0,2928,0,0,0,0,0,0
591,14928,0,24637,0,0,0,3019,0,0,0,0,0,0
592,15179,0,24637,0,0,0,3022,0,0,0,0,0,0
593,14925,0,23235,0,0,0,3077,0,0,0,0,0,0
594,10416,0,24877,0,0,0,3085,0,0,0,0,0,0
