ID,SpellID,EquippedItemClass,EquippedItemInvTypes,EquippedItemSubclass
167948,4476,2,0,32
167949,4477,2,0,32
167952,4334,2,0,1
167959,4384,2,0,32768
167967,4386,2,0,32768
167985,4387,2,0,32768
167990,5357,2,0,256
168000,4341,2,0,1
168006,4339,2,0,1
168016,4493,2,0,1024
168056,4420,2,0,256
168078,4421,2,0,256
168125,5455,2,0,256
168138,4448,2,0,2
168142,4366,2,0,16
168155,4382,2,0,32768
168158,4414,2,0,2
168177,4479,2,0,32
168199,4416,2,0,2
168207,4488,2,0,1024
168208,4340,2,0,1
168236,4445,2,0,2
168237,4446,2,0,2
168250,4417,2,0,2
168251,4418,2,0,256
168269,4440,2,0,2
168311,4373,2,0,16
168312,4374,2,0,16
168323,4447,2,0,2
168324,4371,2,0,16
168332,4428,2,0,32
168333,4429,2,0,32
168344,4372,2,0,16
168359,4370,2,0,16
168374,4368,2,0,16
168375,4369,2,0,16
168379,4357,2,0,128
168398,5345,2,0,2
168407,5454,2,0,256
168424,5116,2,0,262156
168435,5341,2,0,2
168451,5358,2,0,256
168466,4760,4,0,64
168468,4762,4,0,64
168469,4915,2,0,4
168470,4917,2,0,4
168471,4918,2,0,4
168526,5431,2,0,1
168536,5354,2,0,32
168540,5635,2,0,8
168548,5743,2,0,4
168549,5744,2,0,4
168569,5528,2,0,32
168570,5529,2,0,32
168585,5430,2,0,1
168586,5343,2,0,2
168587,5344,2,0,2
168593,5715,2,0,1024
168596,5554,2,0,16
168603,14516,2,0,173555
168608,5481,2,0,128
168609,5716,2,0,1024
168625,5742,2,0,4
168626,5355,2,0,256
168631,6057,2,0,524288
168633,5969,2,0,262144
168662,5342,2,0,2
168671,5717,2,0,1024
168720,4490,2,0,1024
168725,4913,2,0,65536
168757,5340,2,0,2
168768,4924,2,0,8
168774,4335,2,0,1
168782,5482,2,0,128
168790,4491,2,0,1024
168791,4492,2,0,1024
168831,4909,2,0,65536
168859,5359,2,0,256
168860,5360,2,0,256
168861,5361,2,0,256
168862,5483,2,0,128
168870,5346,2,0,2
168886,4763,4,0,64
168901,5009,2,0,524288
168904,5011,2,0,262144
168911,5510,2,0,1
168912,5511,2,0,1
168933,5019,2,0,524288
168941,4472,2,0,32
168943,4474,2,0,32
168965,5513,2,0,1
168989,4307,2,0,1
168990,4308,2,0,1
168997,5348,2,0,32
168998,4921,2,0,8
169016,5356,2,0,256
169019,5349,2,0,32
169036,4464,2,0,256
169045,4914,2,0,65536
169053,5642,2,0,8
169065,5749,2,0,4
169066,5750,2,0,4
169084,5973,2,0,262144
169085,5974,2,0,262144
169098,5972,2,0,262144
169126,6097,2,0,524288
169127,5789,4,0,96
169161,5752,2,0,4
169170,5353,2,0,32
169174,5751,2,0,4
169179,5975,2,0,262144
169180,5976,2,0,262144
169182,5449,2,0,128
169183,5450,2,0,128
169191,5796,4,0,64
169224,5643,2,0,8
169226,5631,2,0,8
169227,5632,2,0,8
169229,5786,4,0,96
169234,5626,2,0,8
169258,5971,2,0,262144
169260,5432,2,0,1
169263,5448,2,0,128
169264,6476,4,65536,31
169269,5795,4,0,64
169313,5761,2,0,173555
169342,5788,4,0,96
169385,5638,2,0,8
169386,5639,2,0,8
169390,5640,2,0,8
169397,5553,2,0,16
169407,5641,2,0,8
169416,5745,2,0,4
169417,5746,2,0,4
169428,5547,2,0,16
169444,5545,2,0,16
169453,6098,2,0,524288
169455,5427,2,0,2
169456,5428,2,0,1
169458,5350,2,0,32
169460,5958,2,0,65536
169464,6546,2,0,173555
169484,5755,2,0,4
169501,5756,2,0,4
169522,5351,2,0,32
169523,5352,2,0,32
169525,5451,2,0,128
169526,5452,2,0,128
169534,5953,2,0,65536
169536,5956,2,0,65536
169537,5957,2,0,65536
169551,5954,2,0,65536
169554,5955,2,0,65536
169567,5546,2,0,16
169571,5977,2,0,262144
169590,5453,2,0,128
169593,5548,2,0,16
169604,5550,2,0,16
169606,5952,2,0,65536
169610,5551,2,0,16
169618,5466,2,0,2
169619,5467,2,0,2
169620,5468,2,0,2
169634,5585,2,0,32768
169641,5527,2,0,32
169647,5979,2,0,262144
169656,5549,2,0,16
169663,5552,2,0,16
169665,5753,2,0,4
169666,5754,2,0,4
169682,5569,2,0,173555
169685,5787,4,0,96
169699,5429,2,0,1
169766,6548,2,0,173555
169791,6770,2,0,173555
169798,6296,2,0,189939
169838,6572,2,0,173555
169840,6547,2,0,173555
169845,8018,2,0,173555
169856,6466,2,0,65536
169875,7384,2,0,173555
169898,7451,4,1048608,31
169942,6979,2,0,262156
169943,6980,2,0,262156
169973,91,2,0,3
169974,7216,4,0,96
169984,6760,2,0,173555
170036,6660,2,0,262156
170083,5790,4,0,96
170088,5633,2,0,8
170089,5634,2,0,8
170180,6650,2,0,173555
170195,6761,2,0,173555
170196,6762,2,0,173555
170236,5792,4,0,96
170252,6984,2,0,262156
170271,5791,4,0,96
170298,5630,2,0,8
170312,5747,2,0,4
170313,5748,2,0,4
170327,5970,2,0,262144
170328,5793,4,0,96
170343,5794,4,0,64
170356,5586,2,0,32768
170357,5587,2,0,32768
170368,14517,2,0,173555
170414,7793,2,0,1378
170427,7776,4,1048608,31
170432,5636,2,0,8
170433,5637,2,0,8
170435,7745,2,0,1378
170490,7738,2,0,1048576
170492,7786,2,0,189939
170510,7373,2,0,173555
170512,7788,2,0,189939
170536,107,4,0,96
170538,4923,2,0,8
170540,5938,2,0,173555
170563,7887,2,0,173555
170570,8375,4,1024,30
170571,8682,2,0,262156
170599,7402,2,0,173555
170602,7407,2,0,33219
170645,8017,2,0,173555
170665,7859,4,512,31
170695,8027,2,0,173555
170698,8038,2,0,173555
170716,7448,4,1048608,31
170750,7732,2,0,1048576
170763,5456,2,0,256
170764,7863,4,256,31
170778,7748,4,1048608,31
170790,7105,2,0,262156
170791,6985,2,0,262156
170797,7220,2,0,173555
170798,7420,4,1048608,31
170800,7620,2,0,1048576
170802,8024,2,0,173555
170804,7867,4,256,31
170844,7379,2,0,173555
170846,5433,2,0,1
170848,7865,4,65536,31
170870,7731,2,0,1048576
170885,7400,2,0,173555
170904,7428,4,512,31
170906,7771,4,65536,31
170912,7861,4,65536,31
170914,7218,2,0,354
170939,7855,4,1048608,31
170941,7857,4,1048608,31
170960,8030,2,0,173555
171026,8532,2,0,1048576
171035,8676,2,0,32768
171063,9077,4,0,4
171064,9078,4,0,2
171086,8629,2,0,173555
171088,8242,4,0,96
171160,8232,2,0,173555
171164,7454,4,65536,31
171166,7457,4,512,31
171179,8235,2,0,173555
171197,8737,4,0,8
171222,8639,2,0,173555
171223,8623,2,0,173555
171231,7853,4,1048608,31
171249,8033,2,0,173555
171302,8640,2,0,173555
171329,7779,4,512,31
171331,7439,4,65536,31
171350,7766,4,512,31
171359,7769,4,512,31
171364,7369,2,0,173555
171382,7426,4,1048608,31
171391,6574,2,0,173555
171397,7418,4,512,31
171401,7918,2,0,8
171415,8380,2,0,173555
171443,8087,2,0,1048576
171456,8688,2,0,173555
171459,8643,2,0,173555
171462,8647,2,0,173555
171495,8679,2,0,173555
171504,7372,2,0,173555
171530,7782,4,512,31
171558,8686,2,0,173555
171587,8693,2,0,173555
171627,14518,2,0,173555
171659,7405,2,0,173555
171667,8725,2,0,32768
171779,8088,2,0,1048576
171783,9781,4,0,96
171798,7919,2,0,262144
171863,8019,2,0,173555
171961,8649,2,0,173555
172004,8627,2,0,173555
172010,8823,2,0,173555
172011,8824,2,0,173555
172085,8820,2,0,173555
172093,7443,4,1048608,31
172105,8621,2,0,173555
172109,9092,2,0,1048576
172111,9903,2,0,9264
172142,8997,2,0,262156
172171,8995,2,0,262156
172172,8996,2,0,262156
172183,8650,2,0,173555
172201,8624,2,0,173555
172233,9783,4,256,0
172270,8089,2,0,1048576
172275,8724,2,0,32768
172298,7434,2,0,173555
172322,8090,2,0,1048576
172373,9900,2,0,33219
172410,11273,2,0,173555
172417,11275,2,0,173555
172432,9132,2,0,327692
172486,11274,2,0,173555
172571,694,2,0,173555
172577,10399,2,0,173555
172658,9008,2,0,262156
172706,9080,2,0,173555
172708,9125,4,0,33
172739,10344,4,1050016,30
172746,8721,2,0,32768
172757,9124,4,0,32
172921,10332,2,0,173555
172924,10456,2,0,173555
172994,11356,2,0,173555
173012,11977,2,0,173555
173027,11604,2,0,173555
173058,10336,2,0,173555
173105,11605,2,0,173555
173137,10333,2,0,173555
173139,11596,2,0,173555
173181,9116,4,0,64
173189,11198,2,0,173555
173223,12551,2,0,262156
173234,11399,2,0,173555
173241,11585,2,0,173555
173255,11597,2,0,173555
173264,12281,2,0,384
173281,11567,2,0,173555
173284,11279,2,0,32768
173302,11280,2,0,32768
173358,10486,2,0,173555
173439,11976,2,0,173555
173467,11300,2,0,173555
173489,11202,2,0,173555
173513,11608,2,0,173555
173570,10277,2,0,65536
173643,11299,2,0,173555
173655,12284,2,0,1072
173659,12054,2,0,173555
173687,12294,2,0,173555
173708,11565,2,0,173555
173710,12540,2,0,173555
173718,29467,4,8,30
173725,11566,2,0,173555
173750,11971,2,0,173555
173753,12322,2,0,173555
173774,11972,4,0,64
173841,10337,2,0,173555
173878,12057,2,0,173555
173886,15496,2,0,173555
173890,11564,2,0,173555
173930,11600,2,0,173555
173933,12163,2,0,136546
173973,11573,2,0,173555
173974,11574,2,0,173555
173983,11601,2,0,173555
174022,11397,2,0,262156
174045,11294,2,0,173555
174063,11572,2,0,173555
174090,11584,2,0,173555
174105,12320,2,0,173555
174122,11609,2,0,173555
174153,11340,2,0,173555
174165,11268,2,0,32768
174166,12700,2,0,131139
174182,11355,2,0,173555
174192,11197,2,0,173555
174200,11293,2,0,173555
174209,12460,2,0,262156
174244,12169,4,0,96
174245,12170,2,0,173555
174280,11269,2,0,32768
174325,13631,4,0,64
174332,13553,2,0,262156
174344,13695,2,0,1378
174347,13522,4,65536,31
174377,13225,2,0,173555
174384,12792,4,0,64
174387,13529,2,0,1378
174389,13935,4,256,30
174391,13887,4,1024,31
174394,12198,2,0,262156
174399,12809,2,0,173555
174403,13646,4,512,30
174408,13620,4,1024,31
174412,13226,2,0,173555
174414,13622,4,512,31
174426,13648,4,512,30
174457,11281,2,0,32768
174469,15631,2,0,262156
174491,11998,2,0,173555
174495,14267,2,0,173555
174496,13890,4,256,30
174500,11267,2,0,32768
174501,13905,4,0,64
174528,13501,4,512,31
174530,15629,2,0,262156
174531,12459,2,0,262156
174537,14524,2,0,524288
174541,15663,2,0,173555
174548,13380,2,0,1378
174549,12834,2,0,173555
174551,13503,2,0,189939
174576,13939,4,512,30
174612,14261,2,0,173555
174618,13378,4,0,64
174650,14824,2,0,8
174667,11286,2,0,173555
174676,11285,2,0,173555
174705,15284,2,0,173555
174714,11297,2,0,173555
174733,13227,2,0,173555
174762,14268,2,0,173555
174767,15630,2,0,262156
174769,13555,2,0,262156
174798,11338,2,0,173555
174801,15632,2,0,262156
174812,15691,2,0,173555
174813,13612,4,1024,31
174833,13635,4,65536,30
174854,13552,2,0,262156
174924,11339,2,0,173555
174939,14284,2,0,262156
174962,14272,2,0,173555
174977,13841,4,1024,31
174978,13815,4,1024,31
174983,13607,4,1048608,31
174984,13941,4,1048608,31
174989,13419,2,65536,0
174997,14279,2,0,262156
174998,13626,4,1048608,31
175000,14285,2,0,262156
175004,13817,4,0,64
175008,13485,4,16384,0
175015,14280,2,0,262156
175017,14278,2,0,173555
175025,13464,4,16384,0
175029,13421,4,65536,0
175033,13947,4,1024,31
175035,13706,2,0,40960
175038,14286,2,0,262156
175039,13661,4,512,30
175107,13822,4,512,30
175117,14287,2,0,262156
175122,15667,2,0,173555
175137,13898,2,0,189939
175142,13794,4,65536,30
175156,13663,4,1048608,30
175160,13836,4,256,30
175172,13933,4,0,64
175191,14895,2,0,173555
175193,13700,4,1048608,31
175211,13687,4,256,30
175215,14260,2,0,173555
175218,13953,2,0,173555
175219,14273,2,0,173555
175220,14274,2,0,262156
175242,14281,2,0,262156
175247,13536,4,512,31
175255,13917,4,1048608,31
175274,13943,2,0,189939
175283,13538,4,1048608,31
175293,13931,4,512,30
175297,13945,4,512,30
175306,13637,4,256,31
175307,13707,2,0,8192
175323,13709,2,0,48
175354,14294,2,0,262156
175360,13219,2,0,173555
175391,13737,2,0,173555
175404,13640,4,1048608,30
175405,13968,2,0,8192
175425,13967,2,0,8192
175432,13705,2,0,173555
175444,13398,2,0,65536
175453,13693,2,0,189939
175462,13689,4,0,64
175469,13554,2,0,262156
175474,13642,4,512,30
175482,13966,2,0,8192
175492,13915,2,0,189939
175500,15655,4,0,96
175523,14264,2,0,173555
175524,14265,2,0,173555
175525,14266,2,0,173555
175527,13846,4,512,30
175541,13551,2,0,262156
175542,13617,4,1024,31
175552,13937,2,0,1378
175557,13549,2,0,262156
175558,13550,2,0,262156
175562,14262,2,0,173555
175563,14263,2,0,173555
175564,13644,4,256,30
175587,15062,4,0,64
175665,15402,4,130,30
175713,15397,4,130,30
175722,750,4,0,16
175818,15580,2,0,173555
175822,14825,2,0,8
175823,14826,2,0,8
175824,14827,2,0,8
175825,14828,2,0,8
175850,13882,4,65536,30
175858,15400,4,130,30
175860,15572,2,0,173555
175911,14282,2,0,262156
175934,13746,4,65536,30
175987,13653,2,0,189939
175989,13655,2,0,189939
176017,14874,2,0,173555
176037,14283,2,0,262156
176042,14902,2,0,173555
176060,13858,4,1048608,31
176096,14829,2,0,8
176137,15394,4,130,30
176179,13969,2,0,8192
176196,6090,2,0,524288
176220,13948,4,1024,31
176236,15976,2,0,173555
176237,15708,2,0,173555
176283,15622,2,0,173555
176284,15340,4,130,30
176287,21008,2,0,173555
176294,16538,4,0,64
176297,13868,4,1024,31
176298,13657,4,65536,30
176313,15463,4,128,30
176314,13659,4,0,64
176316,14296,2,0,262156
176319,6092,2,0,524288
176320,6093,2,0,524288
176338,13698,4,1024,31
176375,14903,2,0,173555
176442,15439,4,128,30
176447,16001,2,0,65536
176458,14443,2,0,262156
176462,15623,2,0,173555
176473,14295,2,0,262156
176493,17171,2,0,262156
176498,15391,4,130,30
176528,15444,4,128,30
176552,15590,2,0,8192
176571,1540,2,0,4
176579,15427,4,128,30
176589,6091,2,0,524288
176594,17174,2,0,262156
176603,15502,2,0,173555
176607,15458,4,128,30
176610,15404,4,130,30
176661,15583,2,0,173555
176667,15619,2,0,65536
176668,15620,2,0,262156
176702,16623,4,0,96
176707,15406,4,130,30
176729,15795,2,0,65536
176758,15581,2,0,173555
176786,14847,2,0,173555
176795,15441,4,128,30
176808,15547,2,0,262156
176838,15389,4,130,30
176859,15446,4,128,30
176863,16723,2,0,262156
176882,16779,2,0,262156
176901,16315,2,0,173555
176939,16777,2,0,262156
176985,23959,2,0,32768
177000,16044,2,0,173555
177002,16511,2,0,173555
177015,16314,2,0,173555
177044,14873,2,0,173555
177081,16772,2,0,262156
177099,18819,2,0,173555
177109,15449,4,128,30
177157,16316,2,0,173555
177162,16100,2,0,262156
177266,16341,2,0,173811
177276,15490,4,128,30
177291,15692,2,0,173555
177296,16572,2,0,262156
177301,16509,2,0,173555
177307,16356,2,0,173555
177314,16138,2,0,33219
177318,16362,2,0,173555
177375,16145,2,0,173555
177404,16000,2,0,65536
177429,15754,2,0,173555
177448,15607,2,0,65536
177480,17143,2,0,173555
177498,17353,2,0,262156
177584,16756,2,0,262156
177611,16622,2,0,9264
177655,16496,2,0,262156
177672,15429,4,128,30
177717,16767,2,0,262156
177718,16856,2,0,173555
177835,15860,2,0,65536
177838,17281,2,0,173555
177844,16768,2,0,262156
177851,16339,2,0,173555
177865,16776,2,0,262156
177956,16255,2,0,173555
177980,17284,2,0,173555
178019,16775,2,0,262156
178043,16778,2,0,262156
178056,16355,2,0,173555
178072,16780,2,0,262156
178115,17198,2,0,173555
178702,18545,2,0,262156
178738,18651,2,0,262156
178749,19384,2,0,173555
178808,19385,2,0,173555
178866,18248,2,0,1048576
178937,19383,2,0,173555
178966,19801,2,0,262156
179078,17945,2,2236416,0
179175,17947,2,2236416,0
179183,23920,4,0,64
179184,23923,4,0,64
179302,20662,2,0,173555
179362,20016,4,0,64
179402,18848,2,0,173555
179434,17949,2,2236416,0
179437,19130,2,0,173555
179516,20010,4,512,30
179543,20015,4,65536,30
179667,18561,2,0,262156
179673,19434,2,0,262156
179695,18802,2,0,262156
179696,18649,2,0,262156
179702,19767,2,0,262156
179715,19381,2,0,173555
179823,19382,2,0,173555
179851,20017,4,0,64
179906,19503,2,0,262156
179961,20026,4,1048608,31
179963,20028,4,1048608,31
179969,19507,2,0,262156
179999,20035,2,0,1378
180005,20013,4,1024,31
180014,20036,2,0,1378
180057,20605,2,0,173555
180064,19927,2,0,173555
180081,20029,2,0,189939
180134,19932,4,65536,30
180165,19777,2,0,173555
180180,20025,4,1048608,31
180197,20111,2,0,136546
180251,20008,4,512,30
180252,20009,4,512,30
180263,20012,4,1024,31
180287,20023,4,256,30
180309,20014,4,65536,30
180352,19730,2,0,173555
180433,20024,4,256,30
180475,19057,4,1050016,30
180481,20020,4,256,30
180483,20011,4,512,30
180507,20928,4,0,64
180516,20688,2,0,262156
180546,21553,2,0,173555
180582,20900,2,0,262156
180583,20902,2,0,262156
180584,20904,2,0,262156
180590,22105,4,1024,31
180614,19785,2,0,65536
180737,20033,2,0,189939
180761,20030,2,0,1378
180821,20031,2,0,189939
180843,19881,2,0,524288
180846,20243,4,0,64
180864,20569,2,0,173555
180879,19781,2,0,65536
180908,20117,2,0,173555
180920,20684,2,0,173555
180940,20032,2,0,189939
180971,20196,2,0,43153
181011,20736,2,0,262156
181065,22101,4,256,30
181072,20034,2,0,189939
181088,22844,4,130,31
181115,22100,4,0,64
181179,22572,2,0,173555
181190,20735,2,0,262156
181191,22779,2,0,262156
181192,22780,2,0,262156
181218,20660,2,0,173555
181219,20463,2,0,262156
181255,22052,4,512,30
181256,22089,4,1048608,31
181310,22104,4,1024,31
181311,22106,4,1024,31
181418,20658,2,0,173555
181421,20661,2,0,173555
181444,21551,2,0,173555
181467,21552,2,0,173555
181484,22846,4,130,31
181486,20925,4,0,64
181513,22095,2,0,173555
181565,22054,4,512,30
181576,21390,2,0,262156
181587,22102,4,256,30
181593,20559,2,0,173555
181629,20666,2,0,173555
181684,22597,4,8,30
181685,22598,4,8,30
181725,20560,2,0,173555
181790,22051,4,512,30
181815,22750,2,0,58867
181853,22053,4,512,30
181908,22411,2,0,262156
181909,22591,2,0,173555
181911,22599,4,8,30
181929,22593,4,8,30
181950,22596,4,8,30
181967,23073,2,0,262156
181977,20927,4,0,64
181984,22840,4,130,31
182054,22121,2,0,262156
182101,20901,2,0,262156
182106,22091,4,65536,30
182107,22092,4,65536,30
182115,20903,2,0,262156
182135,22749,2,0,58867
182163,21931,2,0,196083
182178,22090,4,1048608,31
182289,22594,4,8,30
182311,22907,2,0,262156
182313,24120,2,0,173555
182331,22914,2,0,262156
182374,23799,2,0,58867
182375,23800,2,0,58867
182381,24165,4,130,31
182414,23142,2,0,173555
182433,22098,4,0,64
182448,22099,4,0,64
182457,23801,4,512,30
182474,23143,2,0,42483
182511,23141,2,0,173555
182529,23144,2,0,42483
182538,23337,2,0,262156
182598,23804,2,0,58867
182615,22094,2,0,1378
182657,22725,4,1050016,30
182660,22540,2,0,173555
182685,22103,4,256,30
182702,23803,2,0,58867
182774,22755,2,0,42483
182792,22756,2,0,42483
182803,22887,2,0,65536
182847,22574,2,0,173555
182883,22908,2,0,262156
182907,24119,2,0,173555
183002,25300,2,0,32768
183005,24302,2,0,1048576
183006,23960,2,0,173555
183023,24420,4,8,30
183058,24118,2,0,173555
183078,24161,4,130,31
183116,24422,4,8,30
183127,23601,2,0,262156
183137,24049,2,0,65536
183142,23802,4,512,30
183226,24573,2,0,173555
183236,22859,2,0,173555
183248,24393,2,0,173555
183253,24421,4,8,30
183348,24162,4,130,31
183349,24163,4,130,31
183381,24164,4,130,31
183392,24335,2,0,262156
183516,24160,4,130,31
183545,23967,2,0,173555
183554,23848,2,0,173555
183556,23850,2,0,173555
183570,24407,2,0,173555
183631,25123,2,6430720,0
183640,25288,2,0,173555
183764,23922,4,0,64
183774,27632,2,0,262156
183781,23924,4,0,64
183782,23925,4,0,64
183865,24698,2,0,173555
183910,26019,4,256,30
183918,24018,2,0,3
183931,24167,4,130,31
183932,24168,4,130,31
184038,23921,4,0,64
184056,25351,2,0,173555
184092,25117,2,6430720,0
184093,25118,2,6430720,0
184094,25119,2,6430720,0
184109,25120,2,6430720,0
184173,24149,4,130,31
184239,25083,4,65536,31
184247,26020,4,1024,30
184266,25295,2,0,262156
184431,25086,4,65536,31
184445,25081,4,65536,31
184505,25200,2,0,262156
184514,25084,4,65536,31
184523,25079,4,1024,31
184524,25080,4,1024,31
184530,25082,4,65536,31
184547,25072,4,1024,31
184548,25073,4,1024,31
184549,25074,4,1024,31
184584,25712,2,0,173555
184659,25121,2,6430720,0
184676,25122,2,6430720,0
184692,25078,4,1024,31
184707,25286,2,0,173555
184840,25710,2,0,173555
184929,27580,2,0,173555
184948,26613,2,0,173555
185015,27093,2,0,175603
185055,27764,4,0,256
185090,27763,4,0,512
185091,27762,4,0,128
185128,26652,2,0,173555
185139,26350,2,0,173555
185212,27338,2,0,1024
185229,27611,2,0,173555
185230,26282,2,0,262156
185241,27634,2,0,262156
185296,27584,2,0,173555
185343,28317,2,0,262156
185560,27120,4,65536,31
185565,28163,4,130,31
185577,28437,2,0,173555
185587,27121,4,65536,31
185602,27122,4,65536,31
185720,28161,4,130,31
185831,27837,2,0,1378
185858,28165,4,130,31
185878,27104,2,0,189939
185908,26743,2,0,175603
185928,27116,4,512,30
185950,27825,2,0,173555
185991,27117,4,0,64
186008,27118,4,65536,31
186009,27119,4,65536,31
186022,27113,4,1024,31
186023,27114,4,1024,31
186024,27115,4,512,30
186052,27102,2,0,189939
186089,27633,2,0,173555
186105,27107,4,1048608,31
186109,27109,4,1024,31
186122,27108,4,1024,31
186126,26793,2,0,175603
186127,27110,4,1024,31
186128,27111,4,1024,31
186129,27112,4,1024,31
186137,26792,2,0,175603
186179,27615,2,0,173555
186219,30187,4,1024,31
186221,30190,4,1024,31
186249,29082,2,0,44083
186261,29084,2,0,44083
186343,28891,2,0,1097203
186431,29480,4,8,30
186432,29483,4,8,30
186437,30183,2,0,189939
186440,30229,2,0,136290
186537,27991,2,0,173555
186546,29086,2,0,44083
186565,29087,2,0,44083
186566,29088,2,0,44083
186789,28898,2,6430720,0
186884,29415,2,0,262148
186885,29416,2,0,262148
186886,29417,2,0,262148
186887,29418,2,0,262148
186912,29413,2,0,262148
186966,29414,2,0,262148
187031,29475,4,8,30
187039,31016,2,0,173555
226942,365663,2,0,173555
251218,398196,2,0,262156
251226,398538,4,512,31
251232,398608,2,0,173555
251235,399699,4,2,30
251236,399956,2,0,32768
251237,399960,2,0,32768
251238,399961,2,0,32768
251240,399985,2,0,173555
251242,400009,2,0,262156
251247,400080,4,1048608,30
251248,400081,4,128,30
251249,400082,4,1048608,30
251253,400093,4,256,30
251254,400094,4,1024,30
251255,400095,4,1048608,30
251256,400096,4,64,30
251258,400099,4,128,30
251259,400101,4,64,30
251260,400102,4,128,30
251261,400104,4,128,30
251262,400105,4,1024,30
251296,401488,4,128,30
251305,401722,4,65536,30
251306,401749,4,2,30
251307,401752,4,256,30
251308,401754,4,2,30
251310,401757,4,1024,30
251311,401759,4,1048608,30
251312,401760,4,1024,30
251313,401761,4,512,30
251314,401762,4,64,30
251315,401763,4,64,30
251316,401764,4,65536,30
251317,401765,4,1048608,30
251318,401767,4,1048608,30
