ID,AzeritePowerSetID,AzeritePowerID,Class,Tier,OrderIndex
198,9,13,3,0,0
199,9,14,7,1,0
200,9,17,7,1,1
201,9,30,7,2,0
202,9,19,7,2,1
203,9,21,7,2,2
204,9,40,7,3,0
205,9,23,7,3,1
206,9,32,7,3,2
207,9,25,7,3,3
208,9,14,3,1,0
209,9,16,3,1,1
210,9,30,3,2,0
211,9,21,3,2,1
212,9,22,3,2,2
213,9,40,3,3,0
214,9,35,3,3,1
215,9,27,3,3,2
216,9,29,3,3,3
217,10,13,7,0,0
218,10,13,3,0,0
219,10,44,7,1,0
220,10,15,7,1,1
224,10,82,7,3,0
225,10,416,7,3,1
226,10,179,7,3,2
227,10,422,7,3,3
228,10,44,3,1,0
229,10,15,3,1,1
233,10,82,3,3,0
234,10,161,3,3,1
235,10,370,3,3,2
236,10,373,3,3,3
237,11,13,5,0,0
238,11,44,5,1,0
239,11,15,5,1,1
243,11,82,5,3,0
244,11,398,5,3,1
245,11,114,5,3,2
246,11,404,5,3,3
247,11,13,9,0,0
248,11,44,9,1,0
249,11,15,9,1,1
251,11,13,8,0,0
252,11,44,8,1,0
253,11,15,8,1,1
257,11,82,8,3,0
258,11,88,8,3,1
259,11,377,8,3,2
260,11,380,8,3,3
263,11,82,9,3,0
264,11,425,9,3,1
265,11,130,9,3,2
266,11,232,9,3,3
267,12,13,1,0,0
268,12,44,1,1,0
269,12,15,1,1,1
273,12,82,1,3,0
274,12,434,1,3,1
275,12,176,1,3,2
276,12,441,1,3,3
277,12,13,2,0,0
278,12,44,2,1,0
279,12,15,2,1,1
281,12,13,6,0,0
282,12,15,6,1,0
283,12,44,6,1,1
287,12,82,6,3,0
288,12,140,6,3,1
289,12,346,6,3,2
290,12,351,6,3,3
293,12,82,2,3,0
294,12,452,2,3,1
295,12,234,2,3,2
296,12,396,2,3,3
327,14,13,4,0,0
328,14,15,4,1,0
329,14,44,4,1,1
333,14,82,4,3,0
334,14,408,4,3,1
335,14,180,4,3,2
336,14,413,4,3,3
337,14,13,10,0,0
338,14,15,10,1,0
339,14,44,10,1,1
343,14,82,10,3,0
344,14,116,10,3,1
345,14,185,10,3,2
346,14,117,10,3,3
347,14,13,11,0,0
348,14,15,11,1,0
349,14,44,11,1,1
353,14,82,11,3,0
354,14,250,11,3,1
355,14,209,11,3,2
356,14,241,11,3,3
357,14,13,12,0,0
358,14,44,12,1,0
359,14,15,12,1,1
363,14,82,12,3,0
364,14,220,12,3,1
365,14,355,12,3,2
375,15,13,6,0,0
376,15,13,2,0,0
377,15,13,1,0,0
379,15,505,1,3,4
381,15,485,1,3,1
382,15,176,1,3,2
383,15,520,1,3,3
384,15,106,6,3,1
385,15,108,6,3,2
386,15,244,6,3,3
387,15,125,2,3,1
388,15,479,2,3,2
389,15,133,2,3,3
391,14,210,11,3,4
392,15,18,6,2,0
393,15,18,2,2,1
394,15,18,1,2,0
395,15,15,2,1,0
396,15,15,1,1,0
397,15,15,6,1,0
398,15,44,1,1,1
399,15,14,1,1,2
400,15,83,1,1,3
401,15,98,1,2,1
402,16,13,5,0,0
403,16,44,5,1,0
404,16,15,5,1,1
405,16,19,5,2,0
406,16,42,5,2,1
407,16,21,5,2,2
408,16,82,5,3,0
409,16,399,5,3,1
410,16,402,5,3,2
411,16,405,5,3,3
412,16,13,9,0,0
413,16,44,9,1,0
414,16,15,9,1,1
415,16,18,9,2,0
416,16,13,8,0,0
417,16,44,8,1,0
418,16,15,8,1,1
419,16,18,8,2,0
420,16,31,8,2,1
421,16,21,8,2,2
422,16,82,8,3,0
423,16,127,8,3,1
424,16,376,8,3,2
425,16,225,8,3,3
426,16,31,9,2,1
427,16,21,9,2,2
428,16,82,9,3,0
429,16,426,9,3,1
430,16,429,9,3,2
431,16,432,9,3,3
432,15,101,1,2,2
433,17,13,7,0,0
434,17,13,3,0,0
435,17,10,7,1,0
436,17,11,7,1,1
437,17,5,7,2,0
438,17,6,7,2,1
439,17,7,7,2,2
440,17,1,7,3,0
441,17,8,7,3,1
442,17,3,7,3,2
443,17,2,7,3,3
444,17,10,3,1,0
445,17,11,3,1,1
446,17,5,3,2,0
447,17,6,3,2,1
448,17,7,3,2,2
449,17,90,3,3,0
450,17,8,3,3,1
451,17,3,3,3,2
452,17,2,3,3,3
453,18,13,7,0,0
454,18,13,3,0,0
455,18,10,7,1,0
456,18,11,7,1,1
457,18,5,7,2,0
458,18,6,7,2,1
459,18,7,7,2,2
460,18,1,7,3,0
461,18,8,7,3,1
462,18,3,7,3,2
463,18,2,7,3,3
464,18,10,3,1,0
465,18,11,3,1,1
466,18,5,3,2,0
467,18,6,3,2,1
468,18,7,3,2,2
469,18,92,3,3,0
470,18,8,3,3,1
471,18,3,3,3,2
472,18,2,3,3,3
473,19,13,7,0,0
474,19,13,3,0,0
475,19,10,7,1,0
476,19,11,7,1,1
477,19,5,7,2,0
478,19,6,7,2,1
479,19,7,7,2,2
480,19,1,7,3,0
481,19,8,7,3,1
482,19,3,7,3,2
483,19,2,7,3,3
484,19,10,3,1,0
485,19,11,3,1,1
486,19,5,3,2,0
487,19,6,3,2,1
488,19,7,3,2,2
489,19,94,3,3,0
490,19,8,3,3,1
491,19,3,3,3,2
492,19,2,3,3,3
493,20,13,7,0,0
494,20,13,3,0,0
495,20,10,7,1,0
496,20,11,7,1,1
497,20,5,7,2,0
498,20,6,7,2,1
499,20,7,7,2,2
500,20,1,7,3,0
501,20,8,7,3,1
502,20,3,7,3,2
503,20,2,7,3,3
504,20,10,3,1,0
505,20,11,3,1,1
506,20,5,3,2,0
507,20,6,3,2,1
508,20,7,3,2,2
509,20,93,3,3,0
510,20,8,3,3,1
511,20,3,3,3,2
512,20,2,3,3,3
513,21,13,7,0,0
514,21,13,3,0,0
515,21,10,7,1,0
516,21,11,7,1,1
517,21,5,7,2,0
518,21,6,7,2,1
519,21,7,7,2,2
520,21,1,7,3,0
521,21,8,7,3,1
522,21,3,7,3,2
523,21,2,7,3,3
524,21,10,3,1,0
525,21,11,3,1,1
526,21,5,3,2,0
527,21,6,3,2,1
528,21,7,3,2,2
529,21,91,3,3,0
530,21,8,3,3,1
531,21,3,3,3,2
532,21,2,3,3,3
534,15,104,2,2,0
535,16,102,5,2,3
536,15,105,2,2,2
537,23,13,7,0,0
538,23,13,3,0,0
539,23,44,7,1,0
540,23,15,7,1,1
541,23,31,7,2,0
542,23,21,7,2,1
543,23,19,7,2,2
544,23,82,7,3,0
545,23,222,7,3,1
546,23,223,7,3,2
547,23,224,7,3,3
548,23,44,3,1,0
549,23,15,3,1,1
550,23,31,3,2,0
551,23,21,3,2,1
552,23,18,3,2,2
553,23,195,3,3,0
554,23,366,3,3,1
555,23,370,3,3,2
556,23,373,3,3,3
557,24,172,11,3,4
558,24,15,12,1,1
559,24,43,12,2,0
560,24,31,12,2,1
561,24,21,12,2,2
562,24,82,12,3,0
563,24,126,12,3,1
564,24,355,12,3,2
565,24,13,4,0,0
566,24,15,4,1,0
567,24,44,4,1,1
568,24,18,4,2,0
569,24,31,4,2,1
570,24,21,4,2,2
571,24,82,4,3,0
572,24,181,4,3,1
573,24,410,4,3,2
574,24,413,4,3,3
575,24,13,10,0,0
576,24,15,10,1,0
577,24,44,10,1,1
578,24,43,10,2,0
579,24,19,10,2,1
580,24,21,10,2,2
581,24,82,10,3,0
582,24,116,10,3,1
583,24,385,10,3,2
584,24,388,10,3,3
585,24,13,11,0,0
586,24,15,11,1,0
587,24,44,11,1,1
588,24,43,11,2,0
589,24,463,11,2,1
590,24,21,11,2,2
591,24,95,11,3,0
592,24,173,11,3,1
593,24,359,11,3,2
594,24,112,11,3,3
595,24,13,12,0,0
596,24,44,12,1,0
607,25,13,2,0,0
608,25,44,2,1,0
609,25,15,2,1,1
610,25,43,2,2,0
621,25,19,2,2,1
622,25,21,2,2,2
623,25,82,2,3,0
624,25,139,2,3,1
625,25,133,2,3,2
626,25,125,2,3,3
747,30,13,2,0,0
748,30,85,2,1,0
749,30,83,2,1,1
750,30,99,2,2,0
751,30,104,2,2,1
752,30,30,2,2,2
753,30,156,2,3,0
754,30,143,2,3,1
755,30,454,2,3,2
756,30,453,2,3,3
757,31,87,2,1,0
758,31,86,2,1,1
759,31,20,2,2,0
760,31,102,2,2,1
761,31,31,2,2,2
762,31,193,2,3,0
763,31,144,2,3,1
764,31,148,2,3,2
765,31,152,2,3,3
766,31,13,2,0,0
767,32,84,2,1,0
768,32,14,2,1,1
769,32,89,2,2,0
770,32,103,2,2,1
771,32,22,2,2,2
772,32,157,2,3,0
773,32,145,2,3,1
774,32,149,2,3,2
775,32,153,2,3,3
776,32,13,2,0,0
777,33,15,2,1,0
778,33,83,2,1,1
779,33,101,2,2,0
780,33,105,2,2,1
781,33,18,2,2,2
782,33,157,2,3,0
783,33,146,2,3,1
784,33,150,2,3,2
785,33,154,2,3,3
786,33,13,2,0,0
809,35,13,5,0,0
810,35,87,5,1,0
811,35,14,5,1,1
812,35,193,5,3,0
813,35,113,5,3,1
814,35,228,5,3,2
815,35,236,5,3,3
816,35,13,9,0,0
817,35,87,9,1,0
818,35,14,9,1,1
819,35,13,8,0,0
820,35,87,8,1,0
821,35,14,8,1,1
822,35,193,8,3,0
823,35,127,8,3,1
824,35,215,8,3,2
825,35,379,8,3,3
826,35,193,9,3,0
827,35,442,9,3,1
828,35,428,9,3,2
829,35,432,9,3,3
831,36,13,7,0,0
832,36,13,3,0,0
833,36,87,7,1,0
834,36,14,7,1,1
835,36,193,7,3,0
836,36,178,7,3,1
837,36,137,7,3,2
838,36,224,7,3,3
839,36,87,3,1,0
840,36,14,3,1,1
841,36,193,3,3,0
842,36,366,3,3,1
843,36,369,3,3,2
844,36,371,3,3,3
845,37,120,11,3,4
846,37,14,12,1,1
847,37,193,12,3,0
848,37,126,12,3,1
849,37,354,12,3,2
850,37,13,4,0,0
851,37,87,4,1,0
852,37,14,4,1,1
853,37,193,4,3,0
854,37,181,4,3,1
855,37,411,4,3,2
856,37,240,4,3,3
857,37,13,10,0,0
858,37,87,10,1,0
859,37,14,10,1,1
860,37,193,10,3,0
861,37,238,10,3,1
862,37,385,10,3,2
863,37,184,10,3,3
864,37,13,11,0,0
865,37,87,11,1,0
866,37,14,11,1,1
867,37,193,11,3,0
868,37,200,11,3,1
869,37,169,11,3,2
870,37,251,11,3,3
871,37,13,12,0,0
872,37,87,12,1,0
873,38,13,1,0,0
874,38,87,1,1,0
875,38,14,1,1,1
876,38,193,1,3,0
877,38,174,1,3,1
878,38,119,1,3,2
879,38,177,1,3,3
880,38,13,2,0,0
881,38,87,2,1,0
882,38,14,2,1,1
883,38,13,6,0,0
884,38,87,6,1,0
885,38,14,6,1,1
886,38,193,6,3,0
887,38,243,6,3,1
888,38,141,6,3,2
889,38,109,6,3,3
890,38,193,2,3,0
891,38,188,2,3,1
892,38,133,2,3,2
893,38,125,2,3,3
894,39,13,5,0,0
895,39,85,5,1,0
896,39,44,5,1,1
897,39,479,5,3,0
898,39,164,5,3,1
899,39,401,5,3,2
900,39,403,5,3,3
901,39,13,9,0,0
902,39,85,9,1,0
903,39,44,9,1,1
904,39,13,8,0,0
905,39,85,8,1,0
906,39,44,8,1,1
907,39,479,8,3,0
908,39,214,8,3,1
909,39,376,8,3,2
910,39,381,8,3,3
911,39,479,9,3,0
912,39,183,9,3,1
913,39,458,9,3,2
914,39,431,9,3,3
915,40,13,5,0,0
916,40,84,5,1,0
917,40,14,5,1,1
918,40,478,5,3,0
919,40,227,5,3,1
920,40,400,5,3,2
921,40,166,5,3,3
922,40,13,9,0,0
923,40,84,9,1,0
924,40,14,9,1,1
925,40,13,8,0,0
926,40,84,8,1,0
927,40,14,8,1,1
928,40,478,8,3,0
929,40,167,8,3,1
930,40,128,8,3,2
931,40,132,8,3,3
932,40,478,9,3,0
933,40,123,9,3,1
934,40,130,9,3,2
935,40,444,9,3,3
936,41,13,5,0,0
937,41,84,5,1,0
938,41,14,5,1,1
939,41,194,5,3,0
940,41,227,5,3,1
941,41,400,5,3,2
942,41,166,5,3,3
943,41,13,9,0,0
944,41,84,9,1,0
945,41,14,9,1,1
946,41,13,8,0,0
947,41,84,8,1,0
948,41,14,8,1,1
949,41,194,8,3,0
950,41,167,8,3,1
951,41,128,8,3,2
952,41,132,8,3,3
953,41,194,9,3,0
954,41,123,9,3,1
955,41,130,9,3,2
956,41,444,9,3,3
957,42,13,5,0,0
958,42,85,5,1,0
959,42,44,5,1,1
960,42,482,5,3,0
961,42,164,5,3,1
962,42,401,5,3,2
963,42,403,5,3,3
964,42,13,9,0,0
965,42,85,9,1,0
966,42,44,9,1,1
967,42,13,8,0,0
968,42,85,8,1,0
969,42,44,8,1,1
970,42,482,8,3,0
971,42,214,8,3,1
972,42,376,8,3,2
973,42,381,8,3,3
974,42,482,9,3,0
975,42,183,9,3,1
976,42,458,9,3,2
977,42,431,9,3,3
978,43,13,5,0,0
979,43,87,5,1,0
980,43,14,5,1,1
981,43,157,5,3,0
982,43,113,5,3,1
983,43,228,5,3,2
984,43,236,5,3,3
985,43,13,9,0,0
986,43,87,9,1,0
987,43,14,9,1,1
988,43,13,8,0,0
989,43,87,8,1,0
990,43,14,8,1,1
991,43,157,8,3,0
992,43,127,8,3,1
993,43,215,8,3,2
994,43,379,8,3,3
995,43,157,9,3,0
996,43,442,9,3,1
997,43,428,9,3,2
998,43,432,9,3,3
999,44,85,6,1,0
1000,44,44,6,1,1
1001,44,479,6,3,0
1002,44,349,6,3,1
1003,44,347,6,3,2
1004,44,350,6,3,3
1005,44,479,2,3,0
1006,44,394,2,3,1
1007,44,395,2,3,2
1008,44,154,2,3,3
1009,44,13,1,0,0
1010,44,85,1,1,0
1011,44,44,1,1,1
1012,44,479,1,3,0
1013,44,435,1,3,1
1014,44,438,1,3,2
1015,44,440,1,3,3
1016,44,13,2,0,0
1017,44,85,2,1,0
1018,44,44,2,1,1
1019,44,13,6,0,0
1020,45,13,7,0,0
1021,45,13,3,0,0
1022,45,44,7,1,0
1023,45,85,7,1,1
1024,45,479,7,3,0
1025,45,448,7,3,1
1026,45,420,7,3,2
1027,45,449,7,3,3
1028,45,44,3,1,0
1029,45,85,3,1,1
1030,45,479,3,3,0
1031,45,367,3,3,1
1032,45,368,3,3,2
1033,45,372,3,3,3
1034,46,362,11,3,4
1035,46,44,12,1,1
1036,46,479,12,3,0
1037,46,159,12,3,1
1038,46,246,12,3,2
1039,46,13,4,0,0
1040,46,85,4,1,0
1041,46,44,4,1,1
1042,46,479,4,3,0
1043,46,406,4,3,1
1044,46,410,4,3,2
1045,46,124,4,3,3
1046,46,13,10,0,0
1047,46,85,10,1,0
1048,46,44,10,1,1
1049,46,479,10,3,0
1050,46,384,10,3,1
1051,46,387,10,3,2
1052,46,389,10,3,3
1053,46,13,11,0,0
1054,46,85,11,1,0
1055,46,44,11,1,1
1056,46,479,11,3,0
1057,46,357,11,3,1
1058,46,358,11,3,2
1059,46,171,11,3,3
1060,46,13,12,0,0
1061,46,85,12,1,0
1062,47,14,6,1,0
1063,47,84,6,1,1
1064,47,194,6,3,0
1065,47,348,6,3,1
1066,47,242,6,3,2
1067,47,142,6,3,3
1068,47,194,2,3,0
1069,47,393,2,3,1
1070,47,189,2,3,2
1071,47,453,2,3,3
1072,47,13,1,0,0
1073,47,14,1,1,0
1074,47,84,1,1,1
1075,47,194,1,3,0
1076,47,226,1,3,1
1077,47,229,1,3,2
1078,47,450,1,3,3
1079,47,13,2,0,0
1080,47,14,2,1,0
1081,47,84,2,1,1
1082,47,13,6,0,0
1083,48,13,7,0,0
1084,48,13,3,0,0
1085,48,84,7,1,0
1086,48,14,7,1,1
1087,48,194,7,3,0
1088,48,222,7,3,1
1089,48,416,7,3,2
1090,48,138,7,3,3
1091,48,84,3,1,0
1092,48,14,3,1,1
1093,48,194,3,3,0
1094,48,365,3,3,1
1095,48,36,3,3,2
1096,48,213,3,3,3
1097,49,172,11,3,4
1098,49,14,12,1,1
1099,49,194,12,3,0
1100,49,353,12,3,1
1101,49,134,12,3,2
1102,49,13,4,0,0
1103,49,84,4,1,0
1104,49,14,4,1,1
1105,49,194,4,3,0
1106,49,136,4,3,1
1107,49,446,4,3,2
1108,49,175,4,3,3
1109,49,13,10,0,0
1110,49,84,10,1,0
1111,49,14,10,1,1
1112,49,194,10,3,0
1113,49,382,10,3,1
1114,49,386,10,3,2
1115,49,388,10,3,3
1116,49,13,11,0,0
1117,49,84,11,1,0
1118,49,14,11,1,1
1119,49,194,11,3,0
1120,49,356,11,3,1
1121,49,247,11,3,2
1122,49,112,11,3,3
1123,49,13,12,0,0
1124,49,84,12,1,0
1125,50,14,6,1,0
1126,50,84,6,1,1
1127,50,478,6,3,0
1128,50,348,6,3,1
1129,50,242,6,3,2
1130,50,142,6,3,3
1131,50,478,2,3,0
1132,50,393,2,3,1
1133,50,189,2,3,2
1134,50,453,2,3,3
1135,50,13,1,0,0
1136,50,14,1,1,0
1137,50,84,1,1,1
1138,50,478,1,3,0
1139,50,226,1,3,1
1140,50,229,1,3,2
1141,50,450,1,3,3
1142,50,13,2,0,0
1143,50,14,2,1,0
1144,50,84,2,1,1
1145,50,13,6,0,0
1146,51,13,7,0,0
1147,51,13,3,0,0
1148,51,14,7,1,0
1149,51,84,7,1,1
1150,51,478,7,3,0
1151,51,222,7,3,1
1152,51,416,7,3,2
1153,51,138,7,3,3
1154,51,14,3,1,0
1155,51,84,3,1,1
1156,51,478,3,3,0
1157,51,365,3,3,1
1158,51,36,3,3,2
1159,51,213,3,3,3
1160,52,172,11,3,4
1161,52,84,12,1,1
1162,52,478,12,3,0
1163,52,353,12,3,1
1164,52,134,12,3,2
1165,52,13,4,0,0
1166,52,14,4,1,0
1167,52,84,4,1,1
1168,52,478,4,3,0
1169,52,136,4,3,1
1170,52,446,4,3,2
1171,52,175,4,3,3
1172,52,13,10,0,0
1173,52,14,10,1,0
1174,52,84,10,1,1
1175,52,478,10,3,0
1176,52,382,10,3,1
1177,52,386,10,3,2
1178,52,388,10,3,3
1179,52,13,11,0,0
1180,52,14,11,1,0
1181,52,84,11,1,1
1182,52,478,11,3,0
1183,52,356,11,3,1
1184,52,247,11,3,2
1185,52,112,11,3,3
1186,52,13,12,0,0
1187,52,14,12,1,0
1188,53,85,6,1,0
1189,53,44,6,1,1
1190,53,482,6,3,0
1191,53,349,6,3,1
1192,53,347,6,3,2
1193,53,350,6,3,3
1194,53,482,2,3,0
1195,53,394,2,3,1
1196,53,395,2,3,2
1197,53,154,2,3,3
1198,53,13,1,0,0
1199,53,85,1,1,0
1200,53,44,1,1,1
1201,53,482,1,3,0
1202,53,435,1,3,1
1203,53,438,1,3,2
1204,53,440,1,3,3
1205,53,13,2,0,0
1206,53,85,2,1,0
1207,53,44,2,1,1
1208,53,13,6,0,0
1209,54,13,7,0,0
1210,54,13,3,0,0
1211,54,44,7,1,0
1212,54,85,7,1,1
1213,54,482,7,3,0
1214,54,448,7,3,1
1215,54,420,7,3,2
1216,54,449,7,3,3
1217,54,44,3,1,0
1218,54,85,3,1,1
1219,54,482,3,3,0
1220,54,367,3,3,1
1221,54,368,3,3,2
1222,54,372,3,3,3
1223,55,362,11,3,4
1224,55,44,12,1,1
1225,55,482,12,3,0
1226,55,159,12,3,1
1227,55,246,12,3,2
1228,55,13,4,0,0
1229,55,85,4,1,0
1230,55,44,4,1,1
1231,55,482,4,3,0
1232,55,406,4,3,1
1233,55,410,4,3,2
1234,55,124,4,3,3
1235,55,13,10,0,0
1236,55,85,10,1,0
1237,55,44,10,1,1
1238,55,482,10,3,0
1239,55,384,10,3,1
1240,55,387,10,3,2
1241,55,389,10,3,3
1242,55,13,11,0,0
1243,55,85,11,1,0
1244,55,44,11,1,1
1245,55,482,11,3,0
1246,55,357,11,3,1
1247,55,358,11,3,2
1248,55,171,11,3,3
1249,55,13,12,0,0
1250,55,85,12,1,0
1251,56,87,6,1,0
1252,56,14,6,1,1
1253,56,157,6,3,0
1254,56,243,6,3,1
1255,56,141,6,3,2
1256,56,109,6,3,3
1257,56,157,2,3,0
1258,56,188,2,3,1
1259,56,133,2,3,2
1260,56,125,2,3,3
1261,56,13,1,0,0
1262,56,87,1,1,0
1263,56,14,1,1,1
1264,56,157,1,3,0
1265,56,174,1,3,1
1266,56,119,1,3,2
1267,56,177,1,3,3
1268,56,13,2,0,0
1269,56,87,2,1,0
1270,56,14,2,1,1
1271,56,13,6,0,0
1272,57,13,7,0,0
1273,57,13,3,0,0
1274,57,87,7,1,0
1275,57,14,7,1,1
1276,57,157,7,3,0
1277,57,178,7,3,1
1278,57,137,7,3,2
1279,57,224,7,3,3
1280,57,87,3,1,0
1281,57,14,3,1,1
1282,57,157,3,3,0
1283,57,366,3,3,1
1284,57,369,3,3,2
1285,57,371,3,3,3
1286,58,120,11,3,4
1287,58,14,12,1,1
1288,58,157,12,3,0
1289,58,126,12,3,1
1290,58,354,12,3,2
1291,58,13,4,0,0
1292,58,87,4,1,0
1293,58,14,4,1,1
1294,58,157,4,3,0
1295,58,181,4,3,1
1296,58,411,4,3,2
1297,58,240,4,3,3
1298,58,13,10,0,0
1299,58,87,10,1,0
1300,58,14,10,1,1
1301,58,157,10,3,0
1302,58,238,10,3,1
1303,58,385,10,3,2
1304,58,184,10,3,3
1305,58,13,11,0,0
1306,58,87,11,1,0
1307,58,14,11,1,1
1308,58,157,11,3,0
1309,58,200,11,3,1
1310,58,169,11,3,2
1311,58,251,11,3,3
1312,58,13,12,0,0
1313,58,87,12,1,0
1398,63,13,5,0,0
1399,63,86,5,1,0
1400,63,84,5,1,1
1401,63,157,5,3,0
1402,63,227,5,3,1
1403,63,228,5,3,2
1404,63,236,5,3,3
1405,63,13,9,0,0
1406,63,86,9,1,0
1407,63,84,9,1,1
1408,63,13,8,0,0
1409,63,86,8,1,0
1410,63,84,8,1,1
1411,63,157,8,3,0
1412,63,214,8,3,1
1413,63,215,8,3,2
1414,63,225,8,3,3
1415,63,157,9,3,0
1416,63,230,9,3,1
1417,63,231,9,3,2
1418,63,232,9,3,3
1419,64,84,10,1,1
1420,64,157,10,3,0
1421,64,238,10,3,1
1422,64,248,10,3,2
1423,64,388,10,3,3
1424,64,13,11,0,0
1425,64,86,11,1,0
1426,64,84,11,1,1
1427,64,157,11,3,0
1428,64,200,11,3,1
1429,64,209,11,3,2
1430,64,241,11,3,3
1431,64,13,12,0,0
1432,64,86,12,1,0
1433,64,210,11,3,4
1434,64,84,12,1,1
1435,64,157,12,3,0
1436,64,220,12,3,1
1437,64,221,12,3,2
1438,64,13,4,0,0
1439,64,86,4,1,0
1440,64,84,4,1,1
1441,64,157,4,3,0
1442,64,249,4,3,1
1443,64,239,4,3,2
1444,64,240,4,3,3
1445,64,13,10,0,0
1446,64,86,10,1,0
1447,65,13,7,0,0
1448,65,13,3,0,0
1449,65,86,7,1,0
1450,65,84,7,1,1
1451,65,157,7,3,0
1452,65,222,7,3,1
1453,65,223,7,3,2
1454,65,224,7,3,3
1455,65,86,3,1,0
1456,65,84,3,1,1
1457,65,157,3,3,0
1458,65,211,3,3,1
1459,65,212,3,3,2
1460,65,213,3,3,3
1461,66,86,6,1,0
1462,66,84,6,1,1
1463,66,157,6,3,0
1464,66,197,6,3,1
1465,66,198,6,3,2
1466,66,199,6,3,3
1467,66,157,2,3,0
1468,66,233,2,3,1
1469,66,234,2,3,2
1470,66,235,2,3,3
