ID,CondType,TraitTreeID,GrantedRanks,QuestID,AchievementID,SpecSetID,TraitNodeGroupID,TraitNodeID,TraitNodeEntryID,TraitCurrencyID,SpentAmountRequired,Flags,RequiredLevel,FreeSharedStringID,SpendMoreSharedStringID,TraitCondAccountElementID
42824,0,1091,0,0,0,0,12722,0,0,3820,15,0,0,0,911,0
42825,0,1091,0,0,0,0,12723,0,0,3820,10,0,0,0,911,0
42826,0,1091,0,0,0,0,12724,0,0,3820,5,0,0,0,911,0
42833,0,1091,0,0,0,0,11370,0,0,3820,30,0,0,0,911,0
42834,0,1091,0,0,0,0,12725,0,0,3820,25,0,0,0,911,0
42835,0,1091,0,0,0,0,12726,0,0,3820,20,0,0,0,911,0
42836,0,1091,0,0,0,0,12727,0,0,3820,15,0,0,0,911,0
42837,0,1091,0,0,0,0,12728,0,0,3820,10,0,0,0,911,0
42838,0,1091,0,0,0,0,12729,0,0,3820,5,0,0,0,911,0
43191,0,1100,0,0,0,0,12749,0,0,3820,5,0,0,0,911,0
43326,0,1100,0,0,0,0,12745,0,0,3820,25,0,0,0,911,0
43327,0,1100,0,0,0,0,11486,0,0,3820,30,0,0,0,911,0
43328,0,1100,0,0,0,0,12746,0,0,3820,20,0,0,0,911,0
43329,0,1100,0,0,0,0,12747,0,0,3820,15,0,0,0,911,0
43330,0,1100,0,0,0,0,12748,0,0,3820,10,0,0,0,911,0
43383,0,1100,0,0,0,0,12751,0,0,3820,20,0,0,0,911,0
43384,0,1100,0,0,0,0,12752,0,0,3820,15,0,0,0,911,0
43385,0,1100,0,0,0,0,12753,0,0,3820,10,0,0,0,911,0
43386,0,1100,0,0,0,0,12754,0,0,3820,5,0,0,0,911,0
43433,0,1100,0,0,0,0,11559,0,0,3820,30,0,0,0,911,0
43434,0,1100,0,0,0,0,12755,0,0,3820,25,0,0,0,911,0
43435,0,1100,0,0,0,0,12756,0,0,3820,20,0,0,0,911,0
43436,0,1100,0,0,0,0,12757,0,0,3820,15,0,0,0,911,0
43437,0,1100,0,0,0,0,12758,0,0,3820,10,0,0,0,911,0
43438,0,1100,0,0,0,0,12759,0,0,3820,5,0,0,0,911,0
43439,0,1111,0,0,0,0,11580,0,0,3820,30,0,0,0,911,0
43440,0,1111,0,0,0,0,12775,0,0,3820,25,0,0,0,911,0
43441,0,1111,0,0,0,0,12776,0,0,3820,20,0,0,0,911,0
43442,0,1111,0,0,0,0,12777,0,0,3820,15,0,0,0,911,0
43443,0,1111,0,0,0,0,12778,0,0,3820,10,0,0,0,911,0
43444,0,1111,0,0,0,0,12779,0,0,3820,5,0,0,0,911,0
43445,0,1111,0,0,0,0,11573,0,0,3820,30,0,0,0,911,0
43446,0,1111,0,0,0,0,12780,0,0,3820,25,0,0,0,911,0
43447,0,1111,0,0,0,0,12781,0,0,3820,20,0,0,0,911,0
43449,0,1111,0,0,0,0,12783,0,0,3820,10,0,0,0,911,0
43450,0,1111,0,0,0,0,12784,0,0,3820,5,0,0,0,911,0
43451,0,1111,0,0,0,0,11572,0,0,3820,30,0,0,0,911,0
43452,0,1111,0,0,0,0,12785,0,0,3820,25,0,0,0,911,0
43453,0,1111,0,0,0,0,12786,0,0,3820,20,0,0,0,911,0
43454,0,1111,0,0,0,0,12787,0,0,3820,15,0,0,0,911,0
43455,0,1111,0,0,0,0,12788,0,0,3820,10,0,0,0,911,0
43456,0,1111,0,0,0,0,12789,0,0,3820,5,0,0,0,911,0
43459,0,1112,0,0,0,0,12730,0,0,3820,25,0,0,0,911,0
43460,0,1112,0,0,0,0,12731,0,0,3820,20,0,0,0,911,0
43461,0,1112,0,0,0,0,12732,0,0,3820,15,0,0,0,911,0
43462,0,1112,0,0,0,0,12733,0,0,3820,10,0,0,0,911,0
43463,0,1112,0,0,0,0,11582,0,0,3820,30,0,0,0,911,0
43464,0,1112,0,0,0,0,12734,0,0,3820,5,0,0,0,911,0
43465,0,1112,0,0,0,0,11594,0,0,3820,30,0,0,0,911,0
43466,0,1112,0,0,0,0,12735,0,0,3820,25,0,0,0,911,0
43467,0,1112,0,0,0,0,12736,0,0,3820,20,0,0,0,911,0
43468,0,1112,0,0,0,0,12737,0,0,3820,15,0,0,0,911,0
43469,0,1112,0,0,0,0,12738,0,0,3820,10,0,0,0,911,0
43470,0,1112,0,0,0,0,12739,0,0,3820,5,0,0,0,911,0
43471,0,1112,0,0,0,0,11601,0,0,3820,30,0,0,0,911,0
43472,0,1112,0,0,0,0,12740,0,0,3820,25,0,0,0,911,0
43473,0,1112,0,0,0,0,12741,0,0,3820,20,0,0,0,911,0
43474,0,1112,0,0,0,0,12742,0,0,3820,15,0,0,0,911,0
43475,0,1112,0,0,0,0,12743,0,0,3820,10,0,0,0,911,0
43476,0,1112,0,0,0,0,12744,0,0,3820,5,0,0,0,911,0
43477,0,1114,0,0,0,0,11608,0,0,3820,30,0,0,0,911,0
43478,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43479,0,1114,0,0,0,0,12760,0,0,3820,25,0,0,0,911,0
43480,0,1114,0,0,0,0,12761,0,0,3820,20,0,0,0,911,0
43481,0,1114,0,0,0,0,12762,0,0,3820,15,0,0,0,911,0
43482,0,1114,0,0,0,0,12763,0,0,3820,10,0,0,0,911,0
43483,0,1114,0,0,0,0,12764,0,0,3820,5,0,0,0,911,0
43484,0,1114,0,0,0,0,11615,0,0,3820,30,0,0,0,911,0
43485,0,1114,0,0,0,0,12765,0,0,3820,25,0,0,0,911,0
43486,0,1114,0,0,0,0,12766,0,0,3820,20,0,0,0,911,0
43487,0,1114,0,0,0,0,12767,0,0,3820,15,0,0,0,911,0
43488,0,1114,0,0,0,0,12768,0,0,3820,10,0,0,0,911,0
43489,0,1114,0,0,0,0,12769,0,0,3820,5,0,0,0,911,0
43490,0,1114,0,0,0,0,11622,0,0,3820,30,0,0,0,911,0
43491,0,1114,0,0,0,0,12770,0,0,3820,25,0,0,0,911,0
43492,0,1114,0,0,0,0,12771,0,0,3820,20,0,0,0,911,0
43493,0,1114,0,0,0,0,12772,0,0,3820,15,0,0,0,911,0
43494,0,1114,0,0,0,0,12773,0,0,3820,10,0,0,0,911,0
43495,0,1114,0,0,0,0,12774,0,0,3820,5,0,0,0,911,0
43497,0,1116,0,0,0,0,11629,0,0,3820,30,0,0,0,911,0
43498,0,1116,0,0,0,0,12805,0,0,3820,25,0,0,0,911,0
43499,0,1116,0,0,0,0,12806,0,0,3820,20,0,0,0,911,0
43500,0,1116,0,0,0,0,12807,0,0,3820,15,0,0,0,911,0
43501,0,1116,0,0,0,0,12808,0,0,3820,10,0,0,0,911,0
43502,0,1116,0,0,0,0,12809,0,0,3820,5,0,0,0,911,0
43503,0,1116,0,0,0,0,11636,0,0,3820,30,0,0,0,911,0
43504,0,1116,0,0,0,0,12810,0,0,3820,25,0,0,0,911,0
43505,0,1116,0,0,0,0,12811,0,0,3820,20,0,0,0,911,0
43506,0,1116,0,0,0,0,12812,0,0,3820,15,0,0,0,911,0
43507,0,1116,0,0,0,0,12813,0,0,3820,10,0,0,0,911,0
43508,0,1116,0,0,0,0,12814,0,0,3820,5,0,0,0,911,0
43509,0,1116,0,0,0,0,11637,0,0,3820,30,0,0,0,911,0
43510,0,1116,0,0,0,0,12815,0,0,3820,25,0,0,0,911,0
43511,0,1116,0,0,0,0,12816,0,0,3820,20,0,0,0,911,0
43512,0,1116,0,0,0,0,12817,0,0,3820,15,0,0,0,911,0
43513,0,1116,0,0,0,0,12818,0,0,3820,10,0,0,0,911,0
43514,0,1116,0,0,0,0,12819,0,0,3820,5,0,0,0,911,0
43515,0,1117,0,0,0,0,11650,0,0,3820,30,0,0,0,911,0
43516,0,1117,0,0,0,0,12820,0,0,3820,25,0,0,0,911,0
43517,0,1117,0,0,0,0,12821,0,0,3820,20,0,0,0,911,0
43518,0,1117,0,0,0,0,12823,0,0,3820,15,0,0,0,911,0
43527,0,1117,0,0,0,0,11657,0,0,3820,30,0,0,0,911,0
43528,0,1117,0,0,0,0,12826,0,0,3820,25,0,0,0,911,0
43529,0,1117,0,0,0,0,12827,0,0,3820,20,0,0,0,911,0
43530,0,1117,0,0,0,0,12828,0,0,3820,15,0,0,0,911,0
43531,0,1117,0,0,0,0,12829,0,0,3820,10,0,0,0,911,0
43532,0,1117,0,0,0,0,12830,0,0,3820,5,0,0,0,911,0
43533,0,1117,0,0,0,0,11670,0,0,3820,30,0,0,0,911,0
43534,0,1117,0,0,0,0,12831,0,0,3820,25,0,0,0,911,0
43535,0,1117,0,0,0,0,12832,0,0,3820,20,0,0,0,911,0
43536,0,1117,0,0,0,0,12833,0,0,3820,15,0,0,0,911,0
43537,0,1117,0,0,0,0,12834,0,0,3820,10,0,0,0,911,0
43538,0,1117,0,0,0,0,12835,0,0,3820,5,0,0,0,911,0
46498,0,1117,0,0,0,0,12825,0,0,3820,5,0,0,0,911,0
46499,0,1117,0,0,0,0,12824,0,0,3820,10,0,0,0,911,0
46500,0,1111,0,0,0,0,12782,0,0,3820,15,0,0,0,911,0
49251,0,1187,0,0,0,0,12440,0,0,4225,10,0,0,0,1318,0
49252,0,1187,0,0,0,0,12440,0,0,4225,5,0,0,0,1318,0
49259,0,1188,0,0,0,0,12449,0,0,4225,10,0,0,0,911,0
49260,0,1188,0,0,0,0,12449,0,0,4225,5,0,0,0,911,0
49263,0,1189,0,0,0,0,12450,0,0,4225,10,0,0,0,1318,0
49264,0,1189,0,0,0,0,12450,0,0,4225,5,0,0,0,1318,0
50973,0,1089,0,0,0,0,12700,0,0,3820,10,0,0,0,911,0
50974,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50984,0,1111,0,0,0,0,11576,105709,0,3820,1,0,0,0,0,0
50985,0,1100,0,0,0,0,12750,0,0,3820,25,0,0,0,911,0
50987,0,1100,0,0,0,0,11541,0,0,3820,30,0,0,0,911,0
