ID,ParentSpellID,ChildSpellID,Field_12_0_1_64889_002
441,404381,404195,0
442,355913,355916,0
443,355913,376832,0
444,355913,371879,0
445,355913,406054,0
446,355913,361361,0
447,366155,367364,0
448,366155,378213,0
449,370960,370984,0
450,355941,376788,0
451,367230,367231,0
452,367230,409895,0
453,361195,360995,0
454,374348,374349,0
455,370665,370889,0
456,357211,357212,0
457,359073,382411,0
458,359073,359077,0
459,359073,1265804,0
460,11366,1236211,0
461,414660,414661,0
462,414660,414662,0
463,414660,414663,0
464,30451,453770,0
465,30451,157979,0
466,44457,44461,0
467,44457,217694,0
468,44457,244813,0
469,44457,438671,0
470,44457,438672,0
471,44457,453251,0
472,153596,155158,9188
473,153561,155158,9188
474,153561,153564,0
475,153561,351140,0
476,153561,438609,0
477,153596,438607,0
478,438595,438674,0
479,438595,464884,0
480,443763,444735,0
481,443763,444736,0
482,443763,444966,0
483,443722,443740,0
484,443722,443934,0
485,443722,444967,0
486,443763,444720,9188
487,443722,444720,9188
488,443763,444487,9188
489,443722,444487,9188
490,108853,470596,9188
491,44614,228354,0
492,44614,379029,0
493,257542,194466,0
494,257542,224637,0
495,257542,157997,9188
496,44614,157997,9188
497,235313,11426,9188
498,11426,235313,9188
499,414658,235313,9188
500,45438,235313,9188
501,86949,87023,0
502,133,157977,0
503,108853,194552,0
504,12654,215775,0
505,12654,419800,0
506,2120,205472,0
507,2120,194432,0
508,1449,414381,0
509,114923,114954,0
510,224968,211076,0
511,224968,211088,0
512,44425,210817,0
513,153626,153640,0
514,153626,463357,0
515,12051,187677,0
516,376103,384685,0
517,210833,342232,0
518,453925,458375,0
519,199786,228600,0
520,199786,424120,0
521,199786,1236212,0
522,30455,228598,0
523,30455,460623,0
524,116,228597,0
525,116,157978,0
526,116,148022,9188
527,84714,84721,0
528,1215544,1215545,0
529,124682,274062,0
530,124682,443113,9188
531,116849,399230,0
532,322118,325209,9188
533,325197,325209,9188
534,322118,406139,0
535,325197,406220,0
536,325197,343819,0
537,322101,432772,0
538,322101,115129,0
539,115175,440016,0
540,115175,388480,0
541,115310,388555,0
542,126890,347572,0
543,388024,388025,0
544,388779,389325,0
545,388779,389328,0
546,388207,327264,0
547,388207,388201,0
548,388207,388193,0
549,388207,344006,9188
550,345727,344006,9188
551,388207,345727,9188
552,399491,400146,0
553,124081,388668,0
554,124081,388609,0
555,124081,405426,0
556,116670,425804,0
557,116670,198487,0
558,100780,454508,0
559,205320,222029,0
560,205320,205414,0
561,113656,117418,0
562,113656,196061,0
563,107428,185099,0
564,107428,392959,0
565,107428,410139,0
566,123904,335913,0
567,395519,395521,0
568,395519,393566,0
569,395519,451585,0
570,152175,158221,0
571,152175,451767,0
572,450508,450763,0
573,450508,450820,0
574,450615,450620,0
575,450615,450617,0
576,450615,451250,0
577,115181,123725,0
578,115181,227681,0
579,115181,387621,0
580,325153,388867,0
581,124507,178173,0
582,124507,124506,0
583,124507,124503,0
584,100784,228649,0
585,443255,443272,0
586,443255,443614,0
587,443255,443263,0
588,443255,443611,0
589,443028,443039,0
590,443028,443038,0
591,20473,25912,0
592,20473,25914,0
593,20473,325983,0
594,20473,325984,0
595,20473,414133,0
596,20473,423377,0
597,20473,423379,0
598,26573,81297,0
599,26573,188370,0
600,26573,204242,0
601,26573,385816,0
602,26573,433807,0
603,26573,433808,0
604,31935,209478,0
605,31935,378286,0
606,31935,469882,0
607,85673,378412,0
608,85673,384810,0
609,85673,385093,9188
610,156322,385093,9188
611,156322,461432,0
612,215661,406983,9188
613,275773,183811,0
614,275773,414019,0
615,275773,461273,0
616,275773,461529,0
617,275773,461546,0
618,275773,433722,9188
619,275779,433717,9188
620,383328,406983,9188
621,215661,406983,9188
622,427453,429826,0
623,1215534,1215535,0
624,204019,204301,0
625,204019,105805,0
626,53600,386553,0
627,53600,132403,0
628,431398,431625,0
629,431730,461867,0
630,431730,461885,0
631,431425,463075,0
632,431425,431911,0
633,431425,431939,0
634,431425,463074,0
635,157047,157128,0
636,157047,461578,0
637,415091,414448,0
638,414407,414408,0
639,216331,216371,0
640,216331,281465,0
641,377129,384906,0
642,82326,392903,0
643,114165,114852,0
644,114165,114871,0
645,148039,395180,0
646,148039,388536,0
647,431377,431399,0
648,431377,431380,0
649,431377,431382,0
650,431377,431381,0
651,53385,224239,0
652,53385,423593,0
653,20271,406957,0
654,20271,269937,0
655,20271,386911,0
656,383921,383208,0
657,184575,404358,0
658,184575,383346,0
659,404306,406983,0
660,404306,406975,0
661,255937,405350,0
662,255937,405345,0
663,255937,383351,0
664,255937,403695,0
665,407480,406647,0
666,407480,447142,0
667,403460,407467,0
668,373280,1243105,0
669,373280,1243106,0
670,1215349,1215354,0
671,1215503,1217013,0
672,33110,1239608,0
673,47540,270501,0
674,47540,281469,0
675,47540,47666,0
676,47540,1232571,0
677,47540,47750,0
678,47540,1232567,0
679,47540,400169,0
680,47540,373130,0
681,47540,1232592,0
682,47540,400187,0
683,47540,1232615,0
684,585,450215,0
685,585,425529,0
686,263165,447448,9188
687,8092,447448,9188
688,263165,448405,9188
689,8092,448405,9188
690,8092,450983,0
691,14914,400370,0
692,17,373462,0
693,375902,375904,0
694,2061,368276,9188
695,228260,228361,0
696,228260,228360,0
697,147193,148859,0
698,147193,413231,0
699,73510,217676,0
700,34433,415673,0
701,204197,204213,0
702,110744,110745,0
703,110744,122128,0
704,110744,390981,0
705,110744,390845,0
706,110744,122121,0
707,81751,94472,0
708,421453,421544,0
709,421453,421676,0
710,421453,421543,0
711,120644,120696,9188
712,120517,120696,9188
713,120644,390964,9188
714,120517,390964,9188
715,120644,390971,9188
716,120517,390971,9188
717,120644,120692,9188
718,120517,120692,9188
719,451569,451571,0
720,315341,467059,0
721,428486,428487,0
722,428486,428488,0
723,1943,394031,0
724,1943,457133,0
725,1943,385424,0
726,1943,394036,0
727,441776,462239,0
728,441776,462240,0
729,441776,462140,0
730,441776,462241,0
731,441776,462242,0
732,441776,462243,0
733,441776,462248,0
734,441776,462247,0
735,441776,462244,0
736,32645,255546,0
737,32645,426581,0
738,32645,456306,9188
739,2098,456306,9188
740,452536,452538,0
741,452536,461818,0
742,51723,457179,9188
743,197835,457179,9188
744,13877,22482,0
745,13877,331850,0
746,13877,429951,0
747,360194,360830,0
748,360194,360826,0
749,360194,394324,0
750,360194,394325,0
751,360194,394328,0
752,360194,1225168,0
753,51690,57842,0
754,51690,57841,0
755,458826,459002,0
756,196819,328082,0
757,319175,319190,0
758,280720,282449,0
759,384631,394757,0
760,385408,394026,0
761,8676,385897,0
762,8676,385794,0
763,8676,430023,0
764,193315,197834,0
765,193315,341541,0
766,1329,5374,0
767,1329,27576,0
768,1329,394021,0
769,1329,385806,0
770,1329,385802,0
771,2818,113780,0
772,1215539,1215540,0
773,1218090,1218113,0
774,1218090,1218118,0
775,1218090,1218116,0
776,318038,10444,0
777,318038,193796,0
778,17364,32175,0
779,17364,32176,0
780,452201,463351,0
781,452201,1235840,0
782,51505,77451,0
783,51505,285466,0
784,51505,285452,0
785,51505,205533,0
786,51505,427729,0
787,188196,45284,0
788,117014,120588,0
789,210714,219271,0
790,188443,45297,0
791,114074,114738,0
792,77478,298765,0
793,8042,381725,0
794,198736,199053,0
795,198736,199054,0
796,25504,33750,0
797,196834,210854,0
798,114089,114093,0
799,115356,115357,0
800,115356,115360,0
801,197211,197385,0
802,187874,195592,0
803,187874,210801,0
804,1064,458357,0
805,108280,114942,0
806,73685,383404,0
807,5394,52042,0
808,5394,208899,0
809,61295,209069,0
810,73921,383223,0
811,73921,378597,0
812,73921,207778,0
813,73921,462425,0
814,294020,114083,0
815,51533,262627,0
816,51533,426516,0
817,51533,228562,0
818,51533,469322,0
819,51533,469330,0
820,51533,469332,0
821,428514,1239510,0
822,428514,428571,0
823,428514,428565,0
824,428514,434400,0
825,316099,459461,0
826,316099,1219045,0
827,105174,86040,0
828,105174,405802,0
829,324536,324540,0
830,324536,458131,0
831,445468,445474,0
832,445468,445736,0
833,324536,449801,9188
834,105174,449801,9188
835,205179,205246,0
836,172,146739,0
837,172,218615,0
838,30108,233490,0
839,30108,233496,0
840,30108,233498,0
841,30108,233497,0
842,30108,233499,0
843,30108,231489,0
844,108366,389372,0
845,108366,386124,0
846,234153,386614,0
847,980,453035,0
848,348,157736,0
849,196447,196448,0
850,196447,409890,0
851,205180,453233,0
852,198590,453176,9188
853,686,453176,9188
854,686,198590,9188
855,29838,202147,0
856,29838,458245,0
857,29838,441387,0
858,845,458459,0
859,6343,436792,0
860,6572,1215174,0
861,3411,147833,0
862,3411,316531,0
863,100,126664,0
864,385954,385952,0
865,385954,385953,0
866,435791,460670,0
867,436358,440886,0
868,436358,440884,0
869,436358,440888,0
870,190411,1680,9188
871,199658,1680,9188
872,190411,199852,9188
873,199658,199852,9188
874,190411,199658,9188
875,190411,199667,9188
876,199658,199667,9188
877,190411,199850,9188
878,199658,199850,9188
879,190411,199851,9188
880,199658,199851,9188
881,199658,190411,9188
882,190411,44949,9188
883,199658,44949,9188
884,190411,385228,9188
885,199658,385228,9188
886,190411,385233,9188
887,199658,385233,9188
888,190411,385234,9188
889,199658,385234,9188
890,190411,411547,9188
891,199658,411547,9188
892,46924,95738,0
893,5308,163558,0
894,5308,280849,0
895,85288,96103,0
896,85288,85384,0
897,85288,392937,0
898,184367,218617,0
899,184367,201364,0
900,184367,184709,0
901,184367,184707,0
902,184367,201363,0
903,385060,385061,0
904,385060,385062,0
905,385060,385059,0
906,205546,205547,0
907,205546,205545,0
908,435222,436793,0
909,46924,50622,9188
910,227847,50622,9188
911,7384,315961,0
912,772,388539,0
913,23881,117313,0
914,384318,397364,0
915,23922,410219,0
916,1253113,1266394,0
917,1253113,1266407,0
918,1243818,1243828,0
919,345739,345864,0
920,1235360,1239401,0
921,1235360,1239403,0
922,1244406,1245429,0
923,1244636,1244448,0
924,1240700,1240725,0
925,1244417,1247511,0
926,1244417,1247297,0
927,1232721,1236600,0
928,1235225,1235946,0
929,1235225,1235973,0
930,1233553,1239674,0
931,1233553,1233556,0
932,1233384,1240916,0
933,1235500,1236689,0
934,1235500,1236690,0
935,1235500,1236692,0
936,1235136,1238693,0
937,1235136,1238697,0
938,1237777,1237859,0
939,1217091,1223453,0
940,1217091,1223446,0
941,1217091,1223417,0
942,1217091,1223612,0
943,1217091,1223614,0
944,1232776,1240002,0
945,1235272,1242875,0
946,1235272,1242895,0
947,1235272,1242897,0
948,1235272,1242901,0
949,351316,351450,0
950,1233262,1237011,0
951,1233262,1236993,0
952,1233262,1236109,0
953,1233262,1236110,0
954,1233262,1236111,0
955,1233262,1236122,0
956,1233262,1236116,0
957,1233262,1236118,0
958,1233262,1237033,0
959,1233262,1236135,0
960,1233262,1236279,0
961,442205,442280,0
962,442205,442268,0
963,1213303,1213424,0
964,1213303,1213764,0
965,1218442,1218469,0
966,1218442,1218471,0
967,1218442,1218463,0
968,312916,313010,0
969,1219102,1221151,0
970,1219103,1220413,0
971,467469,1215690,0
972,467469,1215733,0
973,455446,455471,0
974,466652,1213865,0
975,471059,472030,0
976,1217356,1217638,0
977,1217356,1217719,0
978,1217356,1217675,0
979,1217356,1217723,0
980,1217356,1217676,0
981,1217356,1217665,0
982,345801,345804,0
983,466671,466673,0
984,471214,1216884,0
985,466810,1217184,0
986,470286,472784,0
987,467774,473626,0
988,467774,473704,0
989,471142,473219,0
990,469888,1216593,0
991,469888,1216594,0
992,467250,474470,0
993,467250,474463,0
994,471212,1220483,0
995,471212,1219662,0
996,455211,455214,0
997,462342,462951,0
998,462342,462952,0
999,462342,462953,0
1000,462342,468422,0
1001,462342,468990,0
1002,462342,462958,0
1003,462342,462960,0
1004,462342,462959,0
1005,469927,469929,0
1006,469915,469920,0
1007,470627,470628,0
1008,443411,446811,0
1009,443411,449828,0
1010,435473,440646,0
1011,455435,455448,0
1012,455435,455453,0
1013,455435,455445,0
1014,443533,450721,0
1015,443533,443535,0
1016,455819,455821,0
1017,459222,459231,0
1018,455484,455487,0
1019,443384,443585,0
1020,461177,461193,0
1021,461177,461185,0
1022,461177,461192,0
1023,461177,461190,0
1024,461177,461191,0
1025,443536,450926,0
1026,444489,447471,0
1027,444489,447495,0
1028,381705,381760,0
1029,382139,384004,0
1030,445203,445434,0
1031,445203,448090,0
1032,445203,448519,0
1033,445203,445475,0
1034,443545,450969,0
1035,443393,449386,0
1036,452054,443558,0
1037,452054,443557,0
1038,452054,451473,0
1039,443415,450921,0
1040,442208,442228,0
1041,442208,442229,0
1042,442208,442230,0
1043,442208,442231,0
1044,442208,442232,0
1045,442208,442234,0
1046,445619,451866,0
1047,452496,452890,0
1048,452496,452468,0
1049,452496,452469,0
1050,452496,452545,0
1051,443525,450429,0
1052,446787,451015,0
1053,444282,453247,0
1054,444282,453377,0
1055,457815,457928,0
1056,443559,452800,0
1057,443559,452804,0
1058,443559,452801,0
1059,455887,455910,0
1060,444292,447093,0
1061,444292,447134,0
1062,444135,448862,0
1063,444276,446342,0
1064,443537,450960,0
1065,443541,452229,0
1066,444067,448669,0
1067,444264,446805,0
1068,444264,446887,0
1069,443530,452032,0
1070,443760,446753,0
1071,443124,446067,0
1072,443736,446224,0
1073,443736,446402,0
1074,388881,388880,0
1075,388881,388879,0
1076,388881,388878,0
1077,388881,388855,0
1078,432699,433522,0
1079,432777,434021,0
1080,427267,427266,0
1081,427267,427268,0
1082,426827,427037,0
1083,426827,427047,0
1084,421990,421996,0
1085,421990,422016,0
1086,424406,425181,0
1087,424406,424965,0
1088,422956,427161,0
1089,422441,425509,0
1090,422652,425571,0
1091,422652,425701,0
1092,422652,425461,0
1093,422652,422750,0
1094,426339,426535,0
1095,426339,426425,0
1096,426339,426527,0
1097,426288,426306,0
1098,426288,426313,0
1099,423418,426678,0
1100,423418,426718,0
1101,423418,426680,0
1102,422083,426575,0
1103,422479,425154,0
1104,422479,425180,0
1105,422479,425156,0
1106,423124,426564,0
1107,422303,427430,0
1108,422303,426114,0
1109,426262,426269,0
1110,426262,426297,0
1111,426262,426321,0
1112,426341,426431,0
1113,426341,426486,0
1114,417131,417132,0
1115,417131,417134,0
1116,417131,424094,0
1117,417131,413584,0
1118,417050,417139,0
1119,417050,417290,0
1120,417050,417049,0
1121,271462,271465,0
1122,271462,271468,0
1123,400986,406550,0
1124,414928,414935,0
1125,414928,414951,0
1126,414856,414866,0
1127,414856,414865,0
1128,414856,414864,0
1129,377175,377176,0
1130,377175,377185,0
1131,447560,444677,0
1132,447560,441197,0
1133,447560,432443,0
1134,447560,432495,0
1135,447560,443473,0
1136,447560,443771,0
1137,447560,433212,0
1138,447560,433213,0
1139,447560,429232,0
1140,447560,429230,0
1141,447560,432450,0
1142,447560,432440,0
1143,447560,429273,0
1144,447560,432437,0
1145,447560,432334,0
1146,447560,432424,0
1147,447560,447491,0
1148,447560,429409,0
1149,447560,429216,0
1150,447560,436581,0
1151,447560,443796,0
1152,447560,441090,0
1153,447560,441112,0
1154,447560,429252,0
1155,447560,443664,0
1156,447560,443658,0
1157,447560,444433,0
1158,447560,436575,0
1159,447560,429412,0
1160,447560,441149,0
1161,447560,436569,0
1162,447560,441207,0
1163,447560,441163,0
1164,447560,436584,0
1165,447560,439350,0
1166,447560,429377,0
1167,447560,429378,0
1168,447560,436587,0
1169,447560,453445,0
1170,447558,441741,0
1171,447558,441467,0
1172,447558,427030,0
1173,447558,441493,0
1174,439052,426757,0
1175,439052,426748,0
1176,439052,447571,0
1177,439052,447566,0
1178,439052,435314,0
1179,439052,435313,0
1180,439052,443389,0
1181,439052,443410,0
1182,439052,447596,0
1183,439052,447599,0
1184,439052,447598,0
1185,439052,436899,0
1186,439052,436964,0
1187,439052,436897,0
1188,439052,436852,0
1189,439052,429604,0
1190,439052,426958,0
1191,439052,444628,0
1192,439052,444622,0
1193,439052,444693,0
1194,439052,444128,0
1195,439052,437064,0
1196,439052,438313,0
1197,439052,437011,0
1198,439052,444983,0
1199,439052,444954,0
1200,404884,403225,0
1201,404884,404974,0
1202,404884,405220,0
1203,404884,405221,0
1204,404884,405209,0
1205,404884,403391,0
1206,404884,404911,0
1207,404884,404941,0
1208,404884,403087,0
1209,404884,403273,0
1210,404884,403171,0
1211,404884,405235,0
1212,404884,403381,0
1213,404884,405118,0
1214,404884,403408,0
1215,404884,403336,0
1216,404884,403392,0
1217,404884,403376,0
1218,404884,403253,0
1219,404884,403257,0
1220,214396,214397,0
1221,281720,281721,0
1222,378423,378426,0
1223,380717,381006,0
1224,408711,411024,0
1225,390363,390395,0
1226,390363,390391,0
1227,403385,408469,0
1228,403385,403386,0
1229,384112,384114,0
1230,384112,384126,0
1231,379396,379403,0
1232,379396,379407,0
1233,382119,384325,0
1234,410230,410231,0
1235,410230,410232,0
1236,410230,428427,0
1237,408821,408815,0
1238,408821,408836,0
1239,401238,401257,0
1240,408671,408682,0
1241,408671,408694,0
1242,401183,401186,0
1243,401303,401324,0
1244,401303,401306,0
1245,401303,408578,0
1246,402813,407961,0
1247,402813,407982,0
1248,401395,401422,0
1249,401395,401428,0
1250,401395,401394,0
1251,384661,389533,0
1252,384661,396590,0
1253,400956,400959,0
1254,377455,382131,0
1255,377457,377461,0
1256,377457,382133,0
1257,377457,377458,0
1258,377457,377459,0
1259,385903,385906,0
1260,436344,451897,0
1261,436344,451903,0
1262,436344,451934,0
