ID,DifficultyID,CasterAuraState,TargetAuraState,ExcludeCasterAuraState,ExcludeTargetAuraState,CasterAuraSpell,TargetAuraSpell,ExcludeCasterAuraSpell,ExcludeTargetAuraSpell,SpellID
717,0,0,0,0,0,0,0,0,65219,82828
721,0,0,0,0,0,0,0,0,82864,75056
722,0,0,0,0,0,0,0,74351,0,82870
727,0,0,0,0,0,0,82962,0,0,82970
728,0,0,0,0,0,0,83022,0,78948,83024
729,0,0,0,0,0,0,81377,0,0,83044
730,0,0,0,0,0,0,81377,0,0,83045
737,0,0,0,0,0,0,0,61431,0,83242
738,0,0,0,0,0,0,0,61431,0,83243
739,0,0,0,0,0,0,0,61431,0,83244
740,0,0,0,0,0,0,0,61431,0,83245
748,0,0,0,0,0,0,0,83812,0,83791
749,0,0,0,0,0,0,0,83814,0,83794
751,0,0,0,0,0,0,0,83815,0,83795
752,0,0,0,0,0,0,83863,0,0,82766
755,0,0,0,0,0,0,0,0,83569,83946
756,0,0,0,12,0,0,0,0,0,84348
757,0,0,0,0,0,0,0,0,83089,83051
758,0,0,0,0,0,0,0,0,84402,84402
759,0,0,0,12,0,0,0,0,0,84442
761,0,0,0,0,0,0,0,0,84523,84438
762,0,0,0,0,0,0,0,0,83089,83446
763,0,0,0,0,0,0,0,0,83872,83872
764,0,0,0,0,0,0,0,83815,0,84618
766,0,0,0,0,0,0,0,83815,0,84623
769,0,0,0,0,0,0,0,0,78726,79629
771,0,0,0,0,0,0,0,84589,0,83151
775,0,0,0,0,0,84979,0,0,0,84974
778,0,0,0,0,0,0,0,0,83498,83498
779,0,0,0,0,0,0,0,0,85257,85257
782,0,0,0,0,0,131116,0,0,0,85288
783,0,0,0,0,0,0,0,74351,0,85378
784,0,0,2,0,0,0,0,0,0,17877
786,0,0,0,0,22,0,0,0,0,85085
787,0,0,0,0,22,0,0,0,0,85158
788,0,0,0,0,22,0,0,0,0,85159
793,0,0,0,0,0,85709,0,85712,0,85714
794,0,0,0,0,0,85711,0,85712,0,85715
797,0,0,0,0,0,0,0,0,85799,85799
798,0,0,0,0,0,0,0,0,85847,85842
800,0,0,0,0,0,0,0,85870,0,85870
801,0,0,0,0,0,0,0,85868,0,85868
802,0,0,0,0,0,0,0,85869,0,85869
803,0,0,0,0,0,0,0,85871,0,85871
808,0,0,0,0,0,0,0,0,86202,86199
809,0,0,0,0,0,0,86202,0,86415,86228
810,0,0,0,12,0,0,0,0,0,86237
812,0,0,0,0,0,0,0,0,86315,49560
817,0,0,0,0,0,0,0,0,86315,31790
819,0,0,0,0,0,0,0,0,86415,86301
820,0,0,0,0,0,0,0,0,86202,86406
823,0,0,0,0,0,84589,0,0,0,83790
824,0,0,0,0,0,0,0,0,86202,86495
829,0,0,0,0,0,0,0,0,88518,86607
832,0,0,0,0,0,0,86780,0,0,86796
833,0,0,0,0,0,0,0,0,86214,86673
834,0,0,0,0,0,0,0,0,86202,86832
839,0,0,0,12,0,0,0,0,0,87080
843,0,0,0,0,0,0,0,132709,0,81099
844,0,0,0,0,0,87270,0,0,0,87269
845,0,0,0,0,0,0,68735,0,0,87294
846,0,0,0,0,0,0,68735,0,0,87295
848,0,0,0,0,0,0,0,78703,0,78703
849,0,0,0,0,0,0,0,78837,0,78837
855,0,0,0,0,0,0,0,87790,0,87790
856,0,0,0,0,0,0,0,87790,0,87777
858,0,0,0,0,0,0,0,0,75538,74702
859,0,0,0,0,0,0,0,75538,0,74701
860,0,0,0,0,0,0,0,0,88027,88048
861,0,0,0,0,0,0,88027,0,0,88050
863,0,0,0,0,0,0,0,0,88125,88125
864,0,0,0,0,0,0,0,88152,0,88152
866,0,0,0,0,0,0,0,0,88027,88190
868,0,0,0,0,0,0,0,0,88222,88222
869,0,0,0,0,0,0,0,88152,0,88291
870,0,0,0,0,0,0,0,0,88314,88314
873,0,0,0,0,0,0,0,0,88350,88332
874,0,0,2,0,0,0,0,0,0,88354
877,0,0,0,0,0,0,0,77815,0,75978
878,0,0,0,0,0,0,88425,0,0,88426
879,0,0,0,0,0,0,0,0,78199,78068
880,0,0,0,0,0,0,0,0,77901,78359
881,0,0,0,0,0,0,0,0,78412,88287
882,0,0,0,0,0,0,0,0,88333,88473
886,0,0,0,0,0,0,0,0,81947,88814
889,0,0,0,0,0,0,0,0,88914,88914
890,0,0,0,0,0,0,0,0,88914,85401
892,0,0,0,0,0,0,0,0,89112,88903
893,0,0,0,0,0,85709,0,0,0,85717
897,0,0,0,0,0,89261,0,0,0,89562
898,0,0,0,0,0,0,0,0,89568,89568
899,0,0,0,0,0,0,0,0,89560,89549
900,0,0,0,0,0,0,0,0,89560,89548
901,0,0,0,0,0,0,0,89548,0,89560
902,0,0,0,0,0,0,0,0,89627,89627
903,0,0,0,0,0,0,0,0,88066,88066
905,0,0,0,0,0,0,0,89813,0,85422
906,0,0,0,0,0,0,0,89813,0,86205
907,0,0,0,0,0,0,0,0,89824,89821
908,4,0,0,0,0,0,0,69876,0,77475
909,4,0,0,0,0,0,0,0,74101,74101
910,4,0,0,0,0,0,0,0,81947,88814
911,4,0,0,0,0,0,0,0,83089,83446
912,4,0,0,0,0,0,0,0,83089,83051
914,0,0,0,12,0,0,0,0,0,90328
915,0,0,0,0,0,0,0,0,82411,82411
916,0,0,0,0,0,0,0,44521,0,90390
917,4,0,0,0,0,0,0,76596,76596,76596
918,0,0,0,0,0,0,0,0,90489,90444
919,0,0,0,0,0,0,0,0,90489,90484
929,4,0,0,0,0,0,0,0,82864,75056
930,0,0,0,0,0,0,0,90736,0,90765
931,0,0,13,0,0,0,0,0,0,90871
932,0,0,13,0,0,0,0,0,0,90874
933,0,0,0,0,0,0,0,0,86202,90945
934,0,0,0,12,0,0,0,0,0,90954
935,4,0,0,12,0,0,0,0,0,90954
936,0,0,13,0,0,0,0,0,0,90976
939,0,0,0,0,0,0,0,0,87860,88272
941,0,0,0,0,0,0,0,91196,0,91189
943,0,0,0,0,0,89352,0,0,0,91314
944,0,0,0,0,0,89353,0,0,0,91313
945,0,0,0,0,0,0,0,0,73879,91303
946,4,0,0,0,0,0,0,0,78726,79629
947,5,0,0,0,0,0,0,0,78726,79629
948,6,0,0,0,0,0,0,0,78726,79629
949,0,0,0,0,0,63560,0,0,0,91837
950,0,0,0,0,0,63560,0,0,0,91802
952,0,0,0,0,0,63560,0,0,0,91797
953,0,0,0,0,0,63560,0,0,0,91778
954,0,0,0,0,0,0,0,0,78726,91858
955,4,0,0,0,0,80764,0,0,0,80649
956,4,0,0,0,0,80768,0,0,0,80648
957,4,0,0,0,0,80769,0,0,0,80646
958,4,0,0,0,0,0,0,0,70157,80130
959,4,0,0,0,0,0,0,0,78412,88287
962,5,0,0,0,0,0,0,0,78412,88287
963,6,0,0,0,0,0,0,0,78412,88287
968,0,0,0,0,0,0,79501,0,0,92023
972,0,0,0,0,0,92013,0,0,0,92007
973,0,0,0,0,0,92017,0,0,0,92008
974,0,0,0,0,0,92021,0,0,0,92011
975,0,0,0,0,0,92038,0,0,0,92042
976,0,0,0,0,0,0,79888,0,0,92048
977,0,0,0,0,0,0,0,92134,0,92129
978,0,0,0,0,0,0,0,92239,0,92238
981,0,0,0,0,0,92306,0,0,0,92265
982,0,0,0,0,0,0,0,0,92307,92307
983,0,0,0,0,0,0,0,0,92067,92075
984,0,0,0,0,0,0,0,0,92075,92067
986,0,0,0,0,0,92427,0,0,0,92426
987,0,0,0,0,0,0,0,0,49946,92443
988,4,0,0,0,0,0,0,0,83498,83498
989,5,0,0,0,0,0,0,0,83498,83498
990,6,0,0,0,0,0,0,0,83498,83498
991,0,0,0,0,0,0,0,75732,0,75697
992,4,0,0,0,0,0,0,75732,0,75697
993,0,0,0,0,0,0,0,92590,0,92590
994,0,0,0,0,0,0,0,92591,0,92591
995,0,0,0,0,0,0,0,0,92619,92620
996,0,0,0,0,0,0,0,0,92113,92113
997,0,0,0,12,0,0,0,0,0,92661
998,0,0,0,0,0,0,0,0,92685,92685
1000,0,0,0,0,0,0,0,0,92001,90047
1001,0,0,0,0,0,0,0,0,92722,91786
1004,0,0,0,12,0,0,0,0,0,92857
1005,4,0,0,0,0,0,86202,0,86415,86228
1006,4,0,0,0,0,0,0,0,86202,86199
1007,5,0,0,0,0,0,0,0,86202,86199
1008,6,0,0,0,0,0,0,0,86202,86199
1009,4,0,0,0,0,0,0,0,88518,86607
1010,5,0,0,0,0,0,0,0,88518,86607
1011,6,0,0,0,0,0,0,0,88518,86607
1012,4,0,0,0,0,0,0,0,86202,86406
1013,5,0,0,0,0,0,0,0,86202,86406
1014,6,0,0,0,0,0,0,0,86202,86406
1022,0,0,13,0,0,0,0,0,0,92918
1023,0,0,0,12,0,0,0,0,0,93046
1025,0,0,0,0,0,0,0,74899,0,74899
1026,4,0,0,0,0,0,0,0,82411,82411
1027,5,0,0,0,0,0,0,0,82411,82411
1028,6,0,0,0,0,0,0,0,82411,82411
1029,4,0,0,0,0,0,0,0,73879,91303
1030,5,0,0,0,0,0,0,0,73879,91303
1031,6,0,0,0,0,0,0,0,73879,91303
1043,0,0,0,0,0,93426,0,0,0,63560
1045,0,0,0,0,0,0,0,79636,0,93791
1047,0,0,0,0,0,80766,0,0,0,93819
1048,0,0,0,0,0,93730,0,0,0,93852
1053,0,0,0,0,0,0,78897,0,0,78868
1054,0,0,0,0,0,0,0,0,94131,94211
1055,0,0,0,0,0,0,0,0,94131,79318
1056,0,0,0,0,0,0,0,0,94241,94241
1057,0,0,0,0,0,0,0,94266,0,73108
1064,0,0,0,0,0,0,0,89261,0,89261
1065,0,0,0,0,0,0,0,0,94131,71714
1066,0,0,0,0,0,82926,0,0,0,82928
1067,0,0,0,0,0,74434,0,0,0,89420
1068,0,0,0,0,0,77769,0,0,0,82948
1069,0,0,0,0,0,77769,0,0,0,82945
1070,0,0,0,0,0,77769,0,0,0,82941
1071,0,0,0,0,0,77769,0,0,0,60192
1072,0,0,0,0,0,77769,0,0,0,82939
1074,0,0,0,0,0,33891,0,0,0,94447
1075,0,0,0,0,0,0,0,0,94562,94561
1076,4,0,0,0,0,0,78897,0,0,78868
1077,5,0,0,0,0,0,78897,0,0,78868
1078,6,0,0,0,0,0,78897,0,0,78868
1079,0,0,0,0,0,88981,0,0,0,88983
1084,0,0,0,0,0,0,0,0,94660,78859
1085,4,0,0,0,0,0,0,0,94660,78859
1088,0,0,0,0,0,0,0,0,91333,94682
1090,0,0,0,0,0,0,0,0,83339,83112
1091,0,0,0,0,0,0,76274,0,0,76211
1092,0,0,0,0,0,0,0,0,88811,83900
1093,0,0,0,0,0,0,0,0,81947,91196
1094,0,0,0,0,0,0,0,96223,0,1850
1095,0,0,0,0,0,0,0,0,83339,83171
1096,4,0,0,0,0,0,0,0,83339,83171
1102,0,0,0,0,0,0,0,0,95336,95334
1103,0,0,0,0,0,92427,0,0,0,95341
1108,4,0,0,0,0,80767,0,0,0,80747
1109,0,0,0,0,0,0,0,78360,78360,95676
1111,0,0,0,0,0,0,0,0,56512,95723
1112,0,0,0,0,0,0,0,0,56512,95724
1119,0,0,0,0,0,0,0,90763,0,90800
1131,0,0,0,0,0,0,0,70628,0,79330
1132,4,0,0,0,0,0,0,70628,0,79330
1133,5,0,0,0,0,0,0,70628,0,79330
1134,6,0,0,0,0,0,0,70628,0,79330
1135,0,0,0,0,0,0,0,0,95819,95820
1136,0,0,0,0,0,0,0,0,77615,77987
1137,0,0,0,0,0,0,0,0,79332,79332
1138,0,0,0,0,0,0,0,0,94687,95863
1139,0,0,0,0,0,0,0,0,69513,74016
1140,0,0,0,0,0,0,0,69513,69513,74017
1145,0,0,0,0,0,0,0,0,91317,82151
1146,4,0,0,0,0,0,0,0,91317,82151
1147,5,0,0,0,0,0,0,0,91317,82151
1148,6,0,0,0,0,0,0,0,91317,82151
1157,0,0,0,0,0,0,0,0,95966,79402
1159,0,0,0,0,0,0,0,0,24918,24918
1171,0,0,0,0,0,0,0,0,96087,96087
1172,0,0,0,0,0,0,0,88811,0,83910
1176,0,0,0,0,0,0,0,0,76714,76784
1178,0,0,0,0,0,0,0,0,96190,96190
1179,0,0,0,0,0,0,0,96223,0,68992
1181,0,0,0,0,0,0,0,0,90088,90088
1182,0,0,0,0,0,0,0,0,90088,79242
1183,0,0,0,0,0,0,0,0,90088,96241
1184,0,0,0,12,0,0,0,0,0,96243
1185,0,0,0,0,0,0,0,46957,0,96274
1186,0,0,0,0,0,0,0,46957,0,96275
1190,0,0,0,0,0,0,0,0,96844,96325
1191,0,0,0,0,0,0,0,0,96329,96328
1192,0,0,0,0,0,0,0,0,96329,96326
1193,0,0,0,0,0,0,0,0,86202,96344
1194,0,0,0,0,0,0,0,67570,0,67569
1208,0,0,0,0,0,81208,0,0,0,88684
1209,0,0,0,0,0,81206,0,0,0,88685
1210,0,0,0,0,0,86211,0,0,0,86213
1211,0,0,0,0,0,0,0,0,96423,96423
1213,0,0,0,0,0,0,0,0,61988,633
1216,0,0,0,0,0,0,0,0,83569,96686
1218,0,0,0,0,0,0,0,96563,0,96563
1219,0,0,0,0,0,0,0,0,80161,95499
1220,0,0,0,0,0,0,0,0,96834,96834
1221,0,0,0,0,0,0,0,0,96329,96844
1223,0,0,0,0,0,96923,0,0,0,96934
1224,4,0,0,0,0,0,0,0,96423,96423
1226,0,0,0,0,0,0,0,0,97005,97005
1227,0,0,0,0,0,0,0,97019,0,97017
1228,0,0,0,0,0,97019,0,0,0,97018
1230,0,0,0,0,0,0,0,0,97025,97025
1232,0,0,0,0,0,96923,0,0,0,97127
1234,0,0,0,4,0,0,0,0,0,97164
1235,0,0,0,0,0,0,0,0,82881,82871
1241,0,0,0,0,0,97265,0,0,0,97276
1242,0,0,0,0,0,97265,0,0,0,97284
1243,0,0,0,0,0,0,0,0,97363,97363
1248,0,0,0,0,4,0,0,0,96332,96331
1249,0,0,0,0,0,0,0,0,97427,97427
1274,0,0,0,0,0,0,0,0,97530,97529
1275,0,0,0,0,0,0,0,0,49759,49759
1278,0,0,0,0,0,0,0,0,94044,97405
1279,0,0,0,0,0,0,0,0,93481,97661
1280,0,0,0,12,0,0,0,0,0,97692
1282,0,0,0,0,0,0,0,96563,0,97723
1284,0,0,0,0,0,0,97741,0,0,97750
1285,0,0,0,0,0,0,97742,0,0,97761
1286,0,0,0,0,0,0,97743,0,0,97762
1287,0,0,0,0,0,0,97744,0,0,97763
1288,0,0,0,0,0,0,97745,0,0,97764
1289,0,0,0,0,0,0,97746,0,0,97765
1290,0,0,0,0,0,0,97748,0,0,97771
1291,0,0,0,0,0,97797,0,97797,0,97781
1292,0,0,0,0,0,97797,0,97797,0,97782
1293,0,0,0,0,0,97797,0,97797,0,97783
1294,0,0,0,0,0,97797,0,97797,0,97784
1295,0,0,0,0,0,97797,0,97797,0,97785
1296,0,0,0,0,0,97797,0,97797,0,97786
1303,0,0,0,0,0,0,1,0,0,97812
1304,0,0,0,0,0,1,0,0,0,97815
1306,0,11,0,0,0,0,0,0,0,97837
1307,0,11,0,0,0,0,0,0,0,97838
1308,0,11,0,0,0,0,0,0,0,97839
1309,0,11,0,0,0,0,0,0,0,97840
1311,0,0,0,0,0,97797,0,97797,0,97842
1312,0,0,0,0,0,97799,0,0,0,97871
1313,0,0,0,0,0,97799,0,0,0,97874
1315,0,0,0,0,0,97799,0,0,0,97876
1317,0,0,0,12,0,0,0,0,0,97886
1320,0,0,0,0,0,0,0,0,65219,97901
1321,0,0,0,0,0,0,0,0,93481,97928
1325,0,0,0,0,0,97969,0,0,0,97978
1326,0,0,0,0,0,97970,0,0,0,98000
1327,0,0,0,0,0,0,0,0,98006,98006
1328,4,0,0,0,0,0,0,0,98006,98006
1329,0,0,0,0,0,0,0,0,98015,98015
1330,4,0,0,0,0,0,0,0,98015,98015
1331,0,0,0,0,0,97972,0,0,98018,98018
1332,4,0,0,0,0,97972,0,0,98018,98018
1333,0,0,0,0,0,0,98006,0,0,98028
1334,4,0,0,0,0,0,98006,0,0,98028
1335,0,0,0,0,0,0,98015,0,0,98037
1336,4,0,0,0,0,0,98015,0,0,98037
1337,0,0,0,0,0,0,98018,0,0,98039
1338,4,0,0,0,0,0,98018,0,0,98039
1340,0,0,0,0,0,97799,0,0,0,97791
1341,0,0,0,0,0,97799,0,0,0,97793
1342,0,0,0,0,0,97799,0,0,0,97794
1343,0,0,0,0,0,97799,0,0,0,97792
1344,0,0,0,0,0,0,0,0,98047,98047
1345,0,0,0,0,0,0,0,0,98046,98046
1346,0,0,0,0,0,0,0,0,98082,98082
1351,0,0,0,0,0,0,0,0,93481,98154
1354,0,0,0,0,0,0,0,0,96446,98238
1365,0,0,0,0,0,0,0,0,99146,97202
1366,0,0,0,0,0,0,0,96223,0,77764
1367,0,0,0,0,0,5487,0,96223,0,77761
1370,0,0,0,0,0,0,0,96223,0,87833
1371,0,0,0,0,0,0,0,96223,0,13141
1372,0,0,0,0,0,0,0,96223,0,55004
1373,0,0,0,0,0,0,0,96223,0,8892
1374,0,0,0,0,0,0,0,96223,0,51582
1376,0,0,0,0,0,0,0,96223,0,23451
1383,0,0,0,0,0,0,0,98624,98619,98624
1384,0,0,0,0,0,0,0,0,88277,88268
1389,0,0,0,0,0,81206,0,0,0,98889
1390,0,0,0,0,0,0,98946,0,0,98944
1391,0,0,0,0,0,0,0,0,98981,98981
1392,0,0,0,0,0,98838,0,0,0,99018
1393,0,0,0,0,0,99044,0,0,0,99046
1394,0,0,0,0,0,99047,0,0,0,99047
1395,0,0,0,0,0,0,0,0,99146,99083
1399,0,0,0,0,0,0,98946,0,0,99096
1400,0,0,0,0,0,0,0,0,88277,88264
1401,0,0,0,0,0,0,99150,0,0,99179
1402,0,0,0,0,0,0,0,0,99146,99133
