ID,VocalUIEnum,RaceID,ClassID,NormalSoundID[0],NormalSoundID[1]
442,12,4,0,2126,2237
443,14,4,0,2127,2238
444,15,4,0,2128,2239
445,17,4,0,2129,2240
446,19,4,0,0,0
447,20,4,0,2131,2242
448,21,4,0,0,0
449,22,4,0,2133,2244
450,23,4,0,0,0
451,24,4,0,0,0
452,25,4,0,2136,2247
453,26,4,0,2137,2248
454,27,4,0,2138,2249
455,28,4,0,2139,2250
456,29,4,0,2140,2251
457,30,4,0,2141,2252
458,31,4,0,2142,2253
459,32,4,0,0,0
460,33,4,0,0,2255
461,34,4,0,0,0
462,35,4,0,2146,2257
463,36,4,0,0,0
464,37,4,0,0,0
465,38,4,0,2149,2260
466,39,4,0,2151,2262
467,40,4,0,2151,2262
468,41,4,0,2152,2263
469,43,4,0,2153,2264
470,44,4,0,2154,2265
471,45,4,0,2155,2266
472,46,4,0,2156,2267
473,47,4,0,2157,2268
474,48,4,0,2158,2269
475,49,4,0,2159,2270
476,50,4,0,2160,2271
477,51,4,0,2161,2272
478,52,4,0,2162,2273
479,53,4,0,0,0
480,54,4,0,2164,2275
481,55,4,0,2165,2276
482,56,4,0,0,0
483,57,4,0,2167,2278
484,58,4,0,0,0
485,59,4,0,2169,2280
486,60,4,0,0,0
487,61,4,0,2171,2282
488,62,4,0,2172,2283
489,12,5,0,2181,2182
490,0,2,0,2284,2341
491,2,2,0,2285,2342
492,3,2,0,2286,2343
493,4,2,0,2287,2344
494,5,2,0,2288,2345
495,7,2,0,0,0
496,10,2,0,2290,2347
497,11,2,0,2291,2348
498,12,2,0,2292,2349
499,14,2,0,2293,2350
500,15,2,0,2294,2351
501,17,2,0,2295,2352
502,19,2,0,0,0
503,20,2,0,2297,2354
504,21,2,0,0,0
505,22,2,0,2299,2356
506,23,2,0,0,0
507,24,2,0,0,0
508,25,2,0,2302,2359
509,26,2,0,2305,2360
510,27,2,0,2306,2361
511,28,2,0,2307,2362
512,29,2,0,2308,2363
513,30,2,0,2309,2364
514,31,2,0,2310,2365
515,32,2,0,0,0
516,33,2,0,2312,2367
517,34,2,0,0,0
518,35,2,0,2314,2369
519,36,2,0,0,0
520,37,2,0,0,0
521,38,2,0,2317,2372
522,39,2,0,2319,2374
523,40,2,0,2319,2374
524,41,2,0,2320,2375
525,43,2,0,2321,2376
526,44,2,0,2322,2377
527,45,2,0,2323,2378
528,46,2,0,2324,2379
529,47,2,0,2325,2380
530,48,2,0,2326,2381
531,49,2,0,0,2382
532,50,2,0,2328,2383
533,51,2,0,2329,2384
534,52,2,0,2330,2385
535,53,2,0,0,0
536,54,2,0,2332,2387
537,55,2,0,2333,2388
538,56,2,0,0,0
539,57,2,0,2335,2390
540,58,2,0,0,0
541,59,2,0,2337,2392
542,60,2,0,0,0
543,61,2,0,2339,2394
544,62,2,0,2340,2395
545,0,6,0,2396,2397
546,2,6,0,2399,2398
547,3,6,0,2400,2401
548,4,6,0,2403,2402
549,5,6,0,2404,2405
550,7,6,0,0,0
551,10,6,0,2408,2409
552,11,6,0,2411,2410
553,12,6,0,2412,2413
554,14,6,0,2415,2414
555,15,6,0,2416,2417
556,17,6,0,2419,2418
557,19,6,0,0,0
558,20,6,0,2422,2423
559,21,6,0,0,0
560,22,6,0,2426,2427
561,23,6,0,0,0
562,24,6,0,0,0
563,25,6,0,2432,2433
564,26,6,0,2435,2434
565,27,6,0,2436,2437
566,28,6,0,2439,2438
567,29,6,0,2440,2441
568,30,6,0,2443,2442
569,31,6,0,2444,2445
570,32,6,0,0,0
571,33,6,0,2448,2449
572,34,6,0,0,0
573,35,6,0,2452,2453
574,36,6,0,0,0
575,37,6,0,0,0
576,38,6,0,2459,2458
577,39,6,0,2463,2462
578,40,6,0,2463,2462
579,41,6,0,2465,2464
580,43,6,0,2466,2467
581,44,6,0,2469,2468
582,45,6,0,2471,2470
583,46,6,0,2472,2473
584,47,6,0,2475,2474
585,48,6,0,2476,2477
586,49,6,0,2479,2478
587,50,6,0,2480,2481
588,51,6,0,2483,2482
589,52,6,0,2484,2485
590,53,6,0,0,0
591,54,6,0,2488,2489
592,55,6,0,2491,2490
593,56,6,0,0,0
594,57,6,0,2495,2494
595,58,6,0,0,0
596,59,6,0,2499,2498
597,60,6,0,0,0
598,61,6,0,2503,2502
599,62,6,0,2504,2505
600,63,1,0,2626,2565
601,65,1,0,0,0
602,64,1,0,2627,2564
603,63,6,0,2568,2922
604,63,5,0,2637,2571
605,42,1,0,2625,2587
606,1,6,0,2588,2914
607,6,6,0,0,0
608,8,6,0,2986,2916
609,9,6,0,0,0
610,13,6,0,2616,2918
611,16,6,0,0,0
612,18,6,0,2591,2920
613,42,6,0,2592,2921
614,64,6,0,2567,2923
615,65,6,0,0,0
616,1,5,0,2629,2593
617,6,5,0,0,0
618,8,5,0,2631,2595
619,9,5,0,0,0
620,13,5,0,2633,2597
621,16,5,0,0,0
622,18,5,0,2635,2599
623,42,5,0,2636,2600
624,64,5,0,2638,2570
625,65,5,0,0,0
626,8,3,0,2603,2891
627,9,3,0,0,0
628,13,3,0,2605,2893
629,16,3,0,0,0
630,18,3,0,2607,2896
631,42,3,0,2608,2897
632,63,3,0,2572,2898
633,64,3,0,2573,2899
634,65,3,0,0,0
635,1,8,0,2609,2973
636,6,8,0,0,0
637,8,8,0,2987,2975
638,9,8,0,0,0
639,13,8,0,2611,2977
640,16,8,0,0,0
641,18,8,0,2613,2979
642,42,8,0,2614,2980
643,63,8,0,2576,2981
644,64,8,0,2577,2982
645,65,8,0,0,0
646,1,4,0,2640,2657
647,6,4,0,0,0
648,8,4,0,2642,2659
649,9,4,0,0,0
650,13,4,0,2644,2661
651,16,4,0,0,0
652,18,4,0,2646,2663
653,42,4,0,2647,2664
654,63,4,0,2648,2665
655,64,4,0,2649,2666
656,65,4,0,0,0
657,1,7,0,2877,2903
658,6,7,0,0,0
659,8,7,0,2881,2905
660,9,7,0,0,0
661,13,7,0,2882,2907
662,16,7,0,0,0
663,18,7,0,2884,2909
664,42,7,0,2885,2910
665,63,7,0,2886,2911
666,64,7,0,2887,2912
667,65,7,0,0,0
668,1,2,0,2945,2962
669,6,2,0,0,0
670,8,2,0,2947,2964
671,9,2,0,0,0
672,13,2,0,2949,2966
673,16,2,0,0,0
674,18,2,0,2951,2968
675,42,2,0,2952,2969
676,63,2,0,2953,2970
677,64,2,0,2954,2971
678,65,2,0,0,0
679,0,9,0,19099,19208
699,67,4,0,2060,2060
719,67,1,0,0,0
739,66,3,0,1589,1661
740,67,3,0,0,0
741,9,10,0,0,0
742,0,10,0,9549,9550
743,1,10,0,9551,9552
744,0,11,0,9465,9466
745,6,10,0,9561,9562
746,11,11,0,9464,9483
747,1,11,0,9467,9468
748,2,11,0,9469,9470
749,3,11,0,9471,9472
750,4,11,0,9473,9474
751,5,11,0,9475,9476
752,6,11,0,9477,9478
753,7,11,0,0,0
754,8,11,0,9479,9480
755,10,11,0,9482,9481
756,12,11,0,9485,9484
757,13,11,0,9487,9486
758,14,11,0,9489,9488
759,15,11,0,9491,9490
760,17,11,0,9493,9492
761,18,11,0,9495,9494
762,20,11,0,9496,9497
763,22,11,0,9498,9499
764,25,11,0,9500,9501
765,26,11,0,9502,9503
766,27,11,0,9502,9503
767,28,11,0,9502,9503
768,29,11,0,9504,9505
769,30,11,0,9506,9507
770,31,11,0,9508,9509
771,33,11,0,9489,9488
772,35,11,0,9512,9513
773,38,11,0,9463,9514
774,39,11,0,9498,9499
775,40,11,0,9498,9499
776,41,11,0,9515,9516
777,42,11,0,9517,9518
778,43,11,0,9519,9520
779,44,11,0,9521,9522
780,45,11,0,9463,9514
781,46,11,0,9525,9526
782,47,11,0,9477,9478
783,48,11,0,9529,9530
784,49,11,0,9531,9532
785,50,11,0,10660,10659
786,51,11,0,9535,9536
787,52,11,0,9537,9538
788,54,11,0,9498,9499
789,55,11,0,9489,9488
790,56,11,0,0,0
791,57,11,0,9482,9481
792,59,11,0,9541,9542
793,61,11,0,9489,9488
794,62,11,0,9543,9544
795,63,11,0,9545,9546
796,64,11,0,9547,9548
797,66,11,0,9464,9483
798,2,10,0,9553,9554
799,3,10,0,9555,9556
800,4,10,0,9557,9558
801,5,10,0,9559,9560
802,8,10,0,9563,9564
803,10,10,0,9565,9566
804,11,10,0,9567,9568
805,12,10,0,9569,9570
806,13,10,0,9571,9572
807,14,10,0,9573,9574
808,15,10,0,9575,9576
809,17,10,0,9577,9578
810,18,10,0,9579,9580
811,20,10,0,9581,9582
812,22,10,0,9583,9584
813,25,10,0,9585,9586
814,26,10,0,9587,9588
815,27,10,0,9587,9588
816,28,10,0,9587,9588
817,29,10,0,9589,9590
818,30,10,0,9591,9592
819,31,10,0,9593,9594
820,33,10,0,9573,9574
821,35,10,0,9595,9596
822,38,10,0,9597,9598
823,39,10,0,9583,9584
824,40,10,0,9583,9584
825,41,10,0,9599,9600
826,42,10,0,9601,9602
827,43,10,0,9603,9604
828,44,10,0,9605,9606
829,45,10,0,9597,9598
830,46,10,0,9565,9566
831,47,10,0,9561,9562
832,48,10,0,9607,9608
833,49,10,0,9609,9610
834,50,10,0,10658,10657
835,51,10,0,9611,9612
836,52,10,0,9613,9614
837,54,10,0,9583,9584
838,55,10,0,9573,9574
839,56,10,0,0,0
840,57,10,0,9565,9566
841,59,10,0,9615,9616
842,61,10,0,9573,9574
843,62,10,0,9617,9618
844,63,10,0,9619,9620
845,64,10,0,9621,9622
846,66,10,0,9567,9568
847,58,10,0,0,0
848,0,15,0,0,0
862,56,22,0,0,0
863,0,22,0,19306,19386
864,63,22,0,19329,19415
865,1,9,0,19119,19228
866,0,23,0,18981,18656
867,1,23,0,19001,18741
868,2,23,0,18985,18710
869,3,23,0,18984,18708
870,4,23,0,18983,18659
871,5,23,0,18995,18727
872,6,23,0,0,0
873,8,23,0,19009,18754
874,9,23,0,0,0
875,9,11,0,0,0
876,10,23,0,19008,18753
877,11,23,0,18993,18723
878,12,23,0,19011,18757
879,13,23,0,18987,18715
880,14,23,0,18996,18729
881,15,23,0,19003,18745
882,16,23,0,0,0
883,16,11,0,0,0
884,17,23,0,18998,18734
885,18,23,0,18982,18657
886,19,11,0,0,0
887,20,23,0,18979,18654
888,21,23,0,0,0
889,21,11,0,0,0
890,22,23,0,19006,18750
891,23,11,0,0,0
892,24,11,0,0,0
893,25,23,0,19005,18749
894,26,23,0,18980,18655
895,27,23,0,18980,18655
896,28,23,0,18980,18655
897,29,23,0,18981,18656
898,30,23,0,18997,18731
899,32,11,0,0,0
900,31,23,0,18998,18734
901,33,23,0,18996,18729
902,35,23,0,18999,18737
903,36,11,0,0,0
904,38,23,0,18991,18719
905,39,23,0,19006,18750
906,40,23,0,19006,18750
907,41,23,0,18986,18714
908,42,23,0,18976,18650
909,43,23,0,18977,18652
910,45,23,0,18991,18719
911,44,23,0,19007,18751
912,46,23,0,19008,18753
913,47,23,0,19010,18755
914,48,23,0,18989,18717
915,49,23,0,19000,18739
916,50,23,0,18978,18653
917,51,23,0,18989,18717
918,52,23,0,18990,18718
919,55,23,0,18996,18729
920,59,23,0,18988,18659
921,63,23,0,19004,18748
922,64,23,0,19002,18744
923,66,23,0,0,0
924,62,23,0,18992,18721
925,57,23,0,18999,18737
926,58,23,0,0,0
927,58,11,0,0,0
928,7,23,0,0,0
929,19,23,0,0,0
930,23,23,0,0,0
931,24,23,0,0,0
932,32,23,0,0,0
933,36,23,0,0,0
934,54,23,0,0,0
935,56,23,0,0,0
936,61,23,0,18996,18729
937,2,9,0,19103,19212
938,3,9,0,19102,19211
939,4,9,0,19101,19210
940,5,9,0,19113,19222
941,6,9,0,0,0
942,8,9,0,19127,19236
943,10,9,0,19126,19235
944,11,9,0,19111,19220
945,12,9,0,19129,19238
946,13,9,0,19105,19214
947,14,9,0,19114,19223
948,15,9,0,19121,19230
949,17,9,0,19116,19225
950,18,9,0,19100,19209
951,20,9,0,19097,19206
952,22,9,0,19124,19233
953,25,9,0,19123,19232
954,26,9,0,19098,19207
955,27,9,0,19098,19207
956,28,9,0,19098,19207
957,29,9,0,19099,19208
958,30,9,0,19115,19224
959,31,9,0,19116,19225
960,32,9,0,0,0
961,33,9,0,19114,19223
962,35,9,0,19117,19226
963,38,9,0,19109,19218
964,39,9,0,19124,19233
965,40,9,0,19124,19233
966,41,9,0,19104,19213
967,42,9,0,19094,19203
968,43,9,0,19095,19204
969,44,9,0,19125,19234
970,45,9,0,19109,19218
971,46,9,0,19126,19235
972,47,9,0,19128,19237
973,48,9,0,19107,19216
974,49,9,0,19118,19227
975,50,9,0,19096,19205
976,51,9,0,19107,19216
977,52,9,0,19108,19217
978,54,9,0,0,0
979,55,9,0,19114,19223
980,56,9,0,0,0
981,57,9,0,19126,19235
982,58,9,0,0,0
983,59,9,0,19106,19215
984,61,9,0,19114,19223
985,62,9,0,19110,19219
986,63,9,0,19122,19231
987,64,9,0,19120,19229
988,66,9,0,0,0
989,1,22,0,19326,19412
990,2,22,0,19310,19390
991,3,22,0,19309,19389
992,4,22,0,19308,19388
993,5,22,0,19320,19402
994,6,22,0,0,0
995,8,22,0,19334,19420
996,9,9,0,0,0
997,10,22,0,19333,19419
998,11,22,0,19318,19399
999,12,22,0,19336,19423
1000,13,22,0,19312,19393
1001,14,22,0,19321,19404
1002,15,22,0,19328,19414
1003,17,22,0,19323,19407
1004,18,22,0,19307,19387
1005,22,22,0,19331,19417
1006,19,9,0,0,0
1007,21,9,0,0,0
1008,23,9,0,0,0
1009,20,22,0,19334,19420
1010,24,22,0,0,0
1011,25,22,0,19330,19416
1012,26,22,0,19305,19385
1013,27,22,0,19305,19385
1014,28,22,0,19305,19385
1015,29,22,0,19306,19386
1016,30,22,0,19322,19406
1017,31,22,0,19323,19407
1018,32,22,0,0,0
1019,33,22,0,19321,19404
1020,35,22,0,19324,19409
1021,38,22,0,19316,19397
1022,39,22,0,19331,19417
1023,40,22,0,19331,19417
1024,41,22,0,19311,19392
1025,42,22,0,19301,19379
1026,43,22,0,19302,19381
1027,44,22,0,19332,19418
1028,45,22,0,19316,19397
1029,46,22,0,19333,19419
1030,47,22,0,19335,19422
1031,48,22,0,19314,19395
1032,49,22,0,19325,19411
1033,50,22,0,19303,19382
1034,51,22,0,19314,19395
1035,52,22,0,19315,19396
1036,54,22,0,0,0
1037,55,22,0,19321,19404
1038,57,22,0,19333,19419
1039,59,22,0,19313,19394
1040,61,22,0,19321,19404
1041,62,22,0,19317,19398
1042,64,22,0,19327,19413
1066,1,14,0,0,0
1069,36,22,0,0,0
1074,0,13,0,0,0
1087,66,24,0,0,0
1088,1,26,0,28856,29909
1089,0,26,0,28849,29902
1090,2,26,0,28840,29893
1091,3,26,0,28839,29892
1092,4,26,0,28838,29891
1093,5,26,0,28833,29886
1094,6,26,0,0,0
1095,7,26,0,0,0
1096,8,26,0,0,0
1097,9,26,0,0,0
1098,10,26,0,28863,29916
1099,11,26,0,28848,29901
1100,12,26,0,28866,29919
1101,13,26,0,28842,29895
1102,14,26,0,28851,29904
1103,15,26,0,28858,29911
1104,16,22,0,0,0
1105,17,26,0,28853,29906
1106,18,26,0,28837,29890
1107,19,22,0,0,0
1108,21,22,0,0,0
1109,20,26,0,28834,29887
1110,22,26,0,28860,29914
1111,23,26,0,0,0
1112,23,22,0,0,0
1113,25,26,0,28861,29913
1114,26,26,0,28835,29888
1115,27,26,0,28835,29888
1116,28,26,0,28835,29888
1117,29,26,0,28836,29889
1118,30,26,0,28852,29905
1119,31,26,0,28853,29906
1120,32,26,0,0,0
1121,33,26,0,28851,29904
1122,35,26,0,28863,29916
1123,36,26,0,0,0
1124,38,26,0,28846,29899
1125,39,26,0,28860,29914
1126,40,26,0,28860,29914
1127,41,26,0,28841,29894
1128,42,26,0,28830,29884
1129,43,26,0,28831,29885
1130,44,26,0,28862,29915
1131,45,26,0,28846,29899
1132,46,26,0,28863,29916
1133,47,26,0,28865,29918
1134,48,26,0,28844,29897
1135,58,22,0,0,0
1136,66,22,0,0,0
1137,49,26,0,28855,29908
1138,50,26,0,28833,29886
1139,51,26,0,28844,29897
1140,52,26,0,28845,29898
1141,54,26,0,28860,29914
1142,55,26,0,28851,29904
1143,56,26,0,0,0
1144,57,26,0,28863,29916
1145,59,26,0,28843,29896
1146,61,26,0,28851,29904
1147,62,26,0,28847,29900
1148,63,26,0,28859,29912
1149,64,26,0,28857,29910
1150,48,25,0,28844,29897
1151,48,24,0,28844,29897
1152,0,25,0,28849,29902
1153,1,25,0,28856,29909
1154,2,25,0,28840,29893
1155,3,25,0,28839,29892
1156,4,25,0,28838,29891
1157,5,25,0,28850,29903
1158,6,25,0,0,0
1159,10,25,0,28863,29916
1160,11,25,0,28848,29901
1161,12,25,0,28866,29919
1162,0,24,0,28849,29902
1163,1,24,0,28856,29909
1164,2,24,0,28840,29893
1165,3,24,0,28839,29892
1166,4,24,0,28838,29896
1167,5,24,0,28850,29903
1168,6,24,0,0,0
1169,13,25,0,28842,29895
1170,10,24,0,28863,29916
1171,11,24,0,28848,29901
1172,12,24,0,28866,29919
1173,13,24,0,28842,29895
1174,14,25,0,28851,29904
1175,14,24,0,28851,29904
1176,15,25,0,28858,29911
1177,15,24,0,28858,29911
1178,16,25,0,0,0
1179,16,24,0,0,0
1180,16,26,0,0,0
1181,17,24,0,28853,29906
1182,17,25,0,28853,29906
1183,18,25,0,28837,29890
1184,18,24,0,28837,29890
1185,19,24,0,0,0
1186,20,25,0,28834,29887
1187,20,24,0,28834,29887
1188,21,25,0,0,0
1189,22,25,0,28860,29914
1190,21,24,0,0,0
1191,22,24,0,28860,29914
1192,23,24,0,0,0
1193,24,26,0,0,0
1194,25,24,0,28861,29913
1195,25,25,0,28861,29913
1196,26,24,0,28835,29888
1197,27,24,0,28835,29888
1198,26,25,0,28835,29888
1199,27,25,0,28835,29888
1200,28,24,0,28835,29888
1201,28,25,0,28835,29888
1202,29,24,0,28836,29889
1203,29,25,0,28836,29889
1204,30,24,0,28852,29905
1205,30,25,0,28852,29905
1206,31,25,0,28853,29906
1207,31,24,0,28853,29906
1208,33,25,0,28851,29904
1209,33,24,0,28851,29904
1210,35,25,0,28863,29916
1211,35,24,0,28863,29916
1212,36,24,0,0,0
1213,38,25,0,28846,29899
1214,38,24,0,28846,29899
1215,39,25,0,28860,29914
1216,39,24,0,28860,29914
1217,40,25,0,28860,29914
1218,41,25,0,28841,29894
1219,40,24,0,28860,29914
1220,41,24,0,28841,29893
1221,42,25,0,28830,29884
1222,42,24,0,28830,29884
1223,43,25,0,28831,29885
1224,43,24,0,28831,29885
1225,44,24,0,28862,29915
1226,44,25,0,28862,29915
1227,45,24,0,28846,29899
1228,45,25,0,28846,29899
1229,46,24,0,28863,29916
1230,46,25,0,28863,29916
1231,47,29,0,95654,95827
1232,47,24,0,28865,29918
1233,49,24,0,28855,29908
1234,49,25,0,28855,29908
1235,50,25,0,28833,29886
1236,50,24,0,28833,29886
1237,51,24,0,28844,29897
1238,51,25,0,28844,29897
1239,52,24,0,28845,29897
1240,52,25,0,28845,29898
1241,54,25,0,28860,29914
1242,54,24,0,28860,29914
1243,55,24,0,28851,29904
1244,55,25,0,28851,29904
1245,56,24,0,0,0
1246,56,25,0,0,0
1247,58,26,0,0,0
1248,57,24,0,28863,29916
1249,57,25,0,28863,29916
1250,58,24,0,0,0
1251,59,25,0,28843,29896
1252,59,24,0,28843,29896
1253,61,24,0,28851,29904
1254,61,25,0,28851,29904
1255,62,24,0,28847,29900
1256,62,25,0,28847,29900
1257,63,24,0,28859,29912
1258,63,25,0,28859,29912
1259,64,24,0,28857,29910
1260,64,25,0,28857,29910
1261,66,26,0,0,0
1262,7,24,0,0,0
1263,19,26,0,0,0
1264,21,26,0,0,0
1265,7,25,0,0,0
1266,8,25,0,0,0
1267,9,25,0,0,0
1268,19,25,0,0,0
1269,23,25,0,0,0
1270,24,25,0,0,0
