ID,ItemBonusListGroupID,ItemBonusListID,ItemLevelSelectorID,SequenceValue,ItemExtendedCostID,PlayerConditionID,Flags,ItemLogicalCostGroupID
156,112,5821,798,1,0,0,0,0
157,112,5825,799,2,0,0,0,0
158,112,5830,800,4,0,0,0,0
159,112,5834,801,6,0,0,0,0
160,112,5838,802,8,0,0,0,0
161,112,5842,803,10,0,0,0,0
162,113,6272,880,0,0,0,0,0
163,113,6273,880,1,0,0,0,0
164,113,6274,880,2,0,0,0,0
165,113,6275,880,3,0,0,0,0
166,113,6276,880,4,0,0,0,0
167,113,6277,880,5,0,0,0,0
168,113,6278,880,6,0,0,0,0
169,113,6279,880,7,0,0,0,0
170,113,6280,880,8,0,0,0,0
171,113,6281,880,9,0,0,0,0
172,113,6282,880,10,0,0,0,0
173,113,6283,880,11,0,0,0,0
174,113,6284,880,12,0,0,0,0
175,113,6285,880,13,0,0,0,0
176,113,6286,880,14,0,0,0,0
249,122,6288,881,0,6632,0,0,0
250,122,6289,882,1,6632,0,0,0
251,122,6290,883,2,6640,0,0,0
252,122,6291,884,3,6638,0,0,0
253,122,6292,885,4,6639,0,0,0
254,122,6293,886,5,6633,0,0,0
255,122,6294,887,6,6634,0,0,0
257,123,6296,892,0,6632,0,0,0
258,123,6297,891,1,6632,0,0,0
259,123,6298,890,2,6636,0,0,0
260,123,6299,889,3,6637,0,0,0
261,111,6305,519,4,6589,0,0,0
262,111,6306,520,5,6611,0,0,0
263,111,6307,521,6,0,0,0,0
267,112,6324,731,3,0,0,0,0
278,112,6328,732,5,0,0,0,0
279,112,6332,733,7,0,0,0,0
280,112,6336,734,9,0,0,0,0
281,112,6337,735,11,0,0,0,0
282,112,6344,736,12,0,0,0,0
284,125,6321,755,3,0,0,0,0
285,125,6325,756,6,0,0,0,0
286,125,6329,757,7,0,0,0,0
287,125,6333,758,10,0,0,0,0
288,125,6338,759,11,0,0,0,0
289,125,6341,760,12,0,0,0,0
290,125,6346,798,0,0,0,0,0
291,125,5818,761,1,0,0,0,0
292,125,5822,762,2,0,0,0,0
293,125,5826,763,4,0,0,0,0
294,125,5831,764,5,0,0,0,0
295,125,5835,765,8,0,0,0,0
296,125,5839,766,9,0,0,0,0
323,128,6363,989,3,0,0,0,0
324,128,6367,986,9,0,0,0,0
325,128,6371,983,11,0,0,0,0
326,128,6377,980,13,0,0,0,0
327,128,6379,977,15,0,0,0,0
328,128,6382,974,16,0,0,0,0
329,128,6387,995,0,0,0,0,0
330,128,6360,995,1,0,0,0,0
331,128,6361,994,2,0,0,0,0
332,128,6366,993,8,0,0,0,0
333,128,6368,992,10,0,0,0,0
334,128,6375,991,12,0,0,0,0
335,128,6378,990,14,0,0,0,0
336,129,6362,988,3,0,0,0,0
337,129,6369,985,9,0,0,0,0
338,129,6370,982,10,0,0,0,0
339,129,6372,979,13,0,0,0,0
340,129,6380,976,14,0,0,0,0
341,129,6381,973,15,0,0,0,0
342,129,6386,995,0,0,0,0,0
343,129,6359,970,1,0,0,0,0
344,129,6364,967,2,0,0,0,0
345,129,6365,964,4,0,0,0,0
346,129,6373,959,8,0,0,0,0
347,129,6374,956,11,0,0,0,0
348,129,6376,953,12,0,0,0,0
349,130,6394,0,1,6676,0,0,0
352,130,6395,0,2,6677,0,0,0
353,130,6396,0,3,6678,0,0,0
354,132,6397,0,1,0,0,0,0
355,132,6398,0,2,0,0,0,0
356,132,6399,0,3,0,0,0,0
357,133,6390,0,1,6679,0,0,0
358,133,6400,0,2,6680,0,0,0
359,133,6404,0,3,6681,0,0,0
360,134,6391,0,1,6679,0,0,0
361,134,6401,0,2,6680,0,0,0
362,134,6405,0,3,6681,0,0,0
363,135,6392,0,1,6679,0,0,0
364,135,6402,0,2,6680,0,0,0
365,135,6406,0,3,6681,0,0,0
366,136,6393,0,1,6679,0,0,0
367,136,6403,0,2,6680,0,0,0
368,136,6407,0,3,6681,0,0,0
369,137,6408,0,1,6679,0,0,0
370,138,6409,0,1,6679,0,0,0
371,139,6410,0,1,6679,0,0,0
372,140,6411,0,1,6679,0,0,0
381,144,4935,0,3,0,0,0,0
382,144,4936,0,2,0,0,0,0
383,144,6316,0,1,0,0,0,0
384,145,4933,0,1,0,0,0,0
385,145,4930,0,3,0,0,0,0
386,146,4932,0,2,0,0,0,0
387,146,4929,0,1,0,0,0,0
388,145,5814,0,2,0,0,0,0
390,128,6517,962,4,0,0,0,0
391,128,6518,962,5,0,0,0,0
392,128,6519,962,6,0,0,0,0
393,128,6520,962,7,0,0,0,0
394,129,6521,964,5,0,0,0,0
395,129,6522,964,6,0,0,0,0
396,129,6523,964,7,0,0,0,0
397,113,6577,880,15,0,0,0,0
399,113,6580,880,16,0,0,0,0
400,113,6581,880,17,0,0,0,0
401,113,6582,880,18,0,0,0,0
402,113,6583,880,19,0,0,0,0
403,113,6584,880,20,0,0,0,0
404,113,6585,880,21,0,0,0,0
405,113,6586,880,22,0,0,0,0
406,113,6587,880,23,0,0,0,0
407,113,6588,880,24,0,0,0,0
408,113,6589,880,25,0,0,0,0
409,113,6590,880,26,0,0,0,0
410,113,6591,880,27,0,0,0,0
411,113,6592,880,28,0,0,0,0
412,113,6593,880,29,0,0,0,0
413,113,6594,880,30,0,0,0,0
414,113,6595,880,31,0,0,0,0
415,113,6596,880,32,0,0,0,0
416,113,6597,880,33,0,0,0,0
417,113,6598,880,34,0,0,0,0
418,113,6599,880,35,0,0,0,0
419,113,6600,880,36,0,0,0,0
420,113,6601,880,37,0,0,0,0
421,113,6602,880,38,0,0,0,0
422,113,6603,880,39,0,0,0,0
432,148,6617,1147,1,0,0,0,0
438,148,6618,1148,2,6721,84933,0,0
439,148,6619,1149,3,6722,84934,0,0
440,148,6620,1150,4,6723,84935,0,0
441,148,6621,1151,5,6724,84936,0,0
444,149,6628,1147,1,0,0,0,0
445,149,6627,1148,2,6727,84933,0,0
446,149,6626,1149,3,6728,84934,0,0
447,149,6625,1150,4,6729,84935,0,0
448,149,6623,1151,5,6730,84936,0,0
451,150,6630,1147,1,0,0,0,0
452,150,6631,1148,2,6733,84933,0,0
453,150,6632,1149,3,6734,84934,0,0
454,150,6633,1150,4,6735,84935,0,0
455,150,6634,1151,5,6736,84936,0,0
458,151,6638,1147,1,0,84932,0,0
459,151,6639,1148,2,6739,84933,0,0
460,151,6640,1149,3,6740,84934,0,0
461,151,6641,1150,4,6741,84935,0,0
462,151,6642,1151,5,6742,84936,0,0
463,151,6643,1152,6,6743,84937,0,0
464,152,6716,1124,0,6840,0,0,0
465,152,6717,1153,1,6747,0,0,0
466,152,6718,1154,2,6748,0,0,0
467,153,6513,0,-1,0,0,0,0
468,153,6515,0,-1,0,0,0,0
469,152,6758,1155,3,6749,0,0,0
470,153,6514,0,-1,0,0,0,0
471,7,4194,0,-1,0,0,0,0
472,154,6801,1162,1,0,0,0,0
473,154,6778,1161,2,6755,0,0,0
474,154,6777,1160,3,6754,0,0,0
475,154,6776,1159,4,6753,88808,0,0
476,154,6775,1158,5,6752,88808,0,0
477,154,6774,1157,6,6751,88809,0,0
478,154,6773,1156,7,6750,88809,0,0
479,155,6800,1162,1,0,0,0,0
480,155,6799,1161,2,6773,0,0,0
481,155,6798,1160,3,6772,0,0,0
482,155,6797,1159,4,6771,88808,0,0
483,155,6796,1158,5,6770,88808,0,0
484,155,6795,1157,6,6769,88809,0,0
485,155,6794,1156,7,6768,88809,0,0
486,156,6786,1162,1,0,0,0,0
487,156,6785,1161,2,6761,0,0,0
488,156,6784,1160,3,6760,0,0,0
489,156,6783,1159,4,6759,88808,0,0
490,156,6782,1158,5,6758,88808,0,0
491,156,6781,1157,6,6757,88809,0,0
492,156,6780,1156,7,6756,88809,0,0
493,157,6793,1162,1,0,0,0,0
494,157,6792,1161,2,6767,0,0,0
495,157,6791,1160,3,6766,0,0,0
496,157,6790,1159,4,6765,88808,0,0
497,157,6789,1158,5,6764,88808,0,0
498,157,6788,1157,6,6763,88809,0,0
499,157,6787,1156,7,6762,88809,0,0
500,158,6537,0,-1,0,0,0,0
501,158,6538,0,-1,0,0,0,0
502,158,6539,0,-1,0,0,0,0
503,158,6540,0,-1,0,0,0,0
504,158,6541,0,-1,0,0,0,0
505,158,6542,0,-1,0,0,0,0
506,158,6543,0,-1,0,0,0,0
507,158,6544,0,-1,0,0,0,0
508,158,6545,0,-1,0,0,0,0
509,158,6546,0,-1,0,0,0,0
510,158,6547,0,-1,0,0,0,0
511,158,6548,0,-1,0,0,0,0
512,158,6549,0,-1,0,0,0,0
513,158,6550,0,-1,0,0,0,0
514,158,6551,0,-1,0,0,0,0
515,158,6552,0,-1,0,0,0,0
516,158,6553,0,-1,0,0,0,0
517,158,6554,0,-1,0,0,0,0
518,158,6555,0,-1,0,0,0,0
519,158,6556,0,-1,0,0,0,0
520,158,6557,0,-1,0,0,0,0
521,158,6558,0,-1,0,0,0,0
522,158,6559,0,-1,0,0,0,0
523,158,6560,0,-1,0,0,0,0
524,158,6561,0,-1,0,0,0,0
525,158,6562,0,-1,0,0,0,0
526,158,6563,0,-1,0,0,0,0
527,158,6564,0,-1,0,0,0,0
528,158,6565,0,-1,0,0,0,0
529,158,6566,0,-1,0,0,0,0
530,158,6567,0,-1,0,0,0,0
531,158,6568,0,-1,0,0,0,0
532,158,6569,0,-1,0,0,0,0
533,158,6570,0,-1,0,0,0,0
534,158,6571,0,-1,0,0,0,0
535,158,6572,0,-1,0,0,0,0
536,158,6573,0,-1,0,0,0,0
540,158,6437,0,-1,0,0,0,0
541,158,6438,0,-1,0,0,0,0
542,158,6439,0,-1,0,0,0,0
543,158,6516,0,-1,0,0,0,0
544,158,6471,0,-1,0,0,0,0
545,158,6472,0,-1,0,0,0,0
546,158,6473,0,-1,0,0,0,0
547,158,6474,0,-1,0,0,0,0
548,158,6475,0,-1,0,0,0,0
549,158,6476,0,-1,0,0,0,0
550,158,6477,0,-1,0,0,0,0
551,158,6478,0,-1,0,0,0,0
552,158,6479,0,-1,0,0,0,0
553,158,6480,0,-1,0,0,0,0
554,158,6481,0,-1,0,0,0,0
555,158,6482,0,-1,0,0,0,0
556,158,6483,0,-1,0,0,0,0
557,158,6484,0,-1,0,0,0,0
558,158,6485,0,-1,0,0,0,0
559,158,6486,0,-1,0,0,0,0
560,158,6487,0,-1,0,0,0,0
561,158,6488,0,-1,0,0,0,0
562,158,6489,0,-1,0,0,0,0
563,158,6490,0,-1,0,0,0,0
564,158,6491,0,-1,0,0,0,0
565,158,6492,0,-1,0,0,0,0
566,158,6493,0,-1,0,0,0,0
567,158,6494,0,-1,0,0,0,0
568,158,6495,0,-1,0,0,0,0
569,158,6496,0,-1,0,0,0,0
570,158,6497,0,-1,0,0,0,0
571,158,6498,0,-1,0,0,0,0
573,159,7131,1147,1,0,0,0,0
574,159,7132,1148,2,6868,84933,0,0
575,159,7133,1149,3,6869,84934,0,0
576,159,7134,1150,4,6870,84935,0,0
577,159,7135,1151,5,6871,84936,0,0
578,159,7136,1152,6,6872,84937,0,0
580,160,7138,1147,1,0,0,0,0
581,160,7139,1148,2,6875,84933,0,0
582,160,7140,1149,3,6876,84934,0,0
583,160,7141,1150,4,6877,84935,0,0
584,160,7142,1151,5,6878,84936,0,0
585,160,7143,1152,6,6879,84937,0,0
586,161,7145,1162,1,0,0,0,0
587,161,7146,1161,2,6885,0,0,0
588,161,7147,1160,3,6886,0,0,0
589,161,7148,1159,4,6887,88808,0,0
590,161,7149,1158,5,6888,88808,0,0
591,161,7150,1157,6,6889,88809,0,0
592,161,7151,1156,7,6890,88809,0,0
593,162,7152,1162,1,0,0,0,0
594,162,7153,1161,2,6891,0,0,0
595,162,7154,1160,3,6892,0,0,0
596,162,7155,1159,4,6893,88808,0,0
597,162,7156,1158,5,6894,88808,0,0
598,162,7157,1157,6,6895,88809,0,0
599,162,7158,1156,7,6896,88809,0,0
600,163,7195,1202,1,0,87496,0,0
601,163,7196,1203,2,6962,87497,0,0
602,163,7197,1204,3,6963,87498,0,0
603,163,7198,1205,4,6964,87499,0,0
604,163,7199,1206,5,6965,87500,0,0
605,163,7200,1207,6,6966,87501,0,0
606,163,7201,1208,7,6967,87502,0,0
607,164,7221,0,-1,0,0,0,0
608,166,6691,0,-1,0,0,0,0
609,167,7225,1147,1,0,84932,0,0
610,167,7226,1148,2,6996,84933,0,0
611,167,7227,1149,3,6997,84934,0,0
612,167,7228,1150,4,6998,84935,0,0
613,167,7229,1151,5,6999,84936,0,0
614,167,7230,1152,6,7000,84937,0,0
615,148,6622,1219,-1,6725,0,0,0
616,149,6624,1219,-1,6731,0,0,0
617,150,6635,1219,-1,0,0,0,0
618,168,7231,1162,1,0,0,0,0
619,168,7232,1161,2,6987,0,0,0
620,168,7233,1160,3,6988,0,0,0
621,168,7234,1159,4,6989,88808,0,0
622,168,7235,1158,5,6990,88808,0,0
623,168,7236,1157,6,6991,88809,0,0
624,168,7237,1156,7,6992,88809,0,0
627,169,4813,0,-1,0,0,0,0
628,170,3431,0,-1,0,0,0,0
629,171,7251,1228,2,7050,0,0,0
630,171,7252,1229,3,7050,0,0,0
631,171,7253,1230,4,7050,0,0,0
632,171,7254,1231,5,7050,0,0,0
633,171,7255,1232,6,7050,0,0,0
635,172,7256,1233,1,0,0,0,0
636,172,7257,1234,2,6767,0,0,0
637,172,7258,1235,3,6766,0,0,0
638,172,7259,1236,4,6765,91869,0,0
639,172,7260,1237,5,6764,91869,0,0
640,172,7261,1238,6,6763,91304,0,0
641,172,7262,1239,7,6762,91304,0,0
642,173,7263,1233,1,0,0,0,0
643,173,7264,1234,2,6761,0,0,0
644,173,7265,1235,3,6760,0,0,0
645,173,7266,1236,4,6759,91869,0,0
646,173,7267,1237,5,6758,91869,0,0
647,173,7268,1238,6,6757,91304,0,0
648,173,7269,1239,7,6756,91304,0,0
649,174,7270,1233,1,0,0,0,0
650,174,7271,1234,2,6773,0,0,0
651,174,7272,1235,3,6772,0,0,0
652,174,7273,1236,4,6771,91869,0,0
653,174,7274,1237,5,6770,91869,0,0
654,174,7275,1238,6,6769,91304,0,0
655,174,7276,1239,7,6768,91304,0,0
656,175,7277,1233,1,0,0,0,0
657,175,7278,1234,2,6755,0,0,0
658,175,7279,1235,3,6754,0,0,0
659,175,7280,1236,4,6753,91869,0,0
660,175,7281,1237,5,6752,91869,0,0
661,175,7282,1238,6,6751,91304,0,0
662,175,7283,1239,7,6750,91304,0,0
663,176,7298,1233,1,0,0,0,0
664,176,7299,1234,2,6891,0,0,0
665,176,7300,1235,3,6892,0,0,0
666,176,7301,1236,4,6893,91869,0,0
667,176,7302,1237,5,6894,91869,0,0
668,176,7303,1238,6,6895,91304,0,0
669,176,7304,1239,7,6896,91304,0,0
670,177,7284,1233,1,0,0,0,0
671,177,7285,1234,2,6885,0,0,0
672,177,7286,1235,3,6886,0,0,0
673,177,7287,1236,4,6887,91869,0,0
674,177,7288,1237,5,6888,91869,0,0
675,177,7289,1238,6,6889,91304,0,0
676,177,7290,1239,7,6890,91304,0,0
677,178,7291,1233,1,0,0,0,0
678,178,7292,1234,2,6987,0,0,0
679,178,7293,1235,3,6988,0,0,0
680,178,7294,1236,4,6989,91869,0,0
681,178,7295,1237,5,6990,91869,0,0
682,178,7296,1238,6,6991,91304,0,0
683,178,7297,1239,7,6992,91304,0,0
684,179,7305,1240,1,0,0,0,0
685,179,7306,1346,2,6726,84933,0,0
686,179,7307,1347,4,7196,84934,0,0
687,179,7308,1348,6,6725,84935,0,0
688,179,7309,1349,8,7197,91221,0,0
690,180,7311,1240,1,0,0,0,0
691,180,7312,1346,2,6732,84933,0,0
692,180,7313,1347,4,7198,84934,0,0
693,180,7314,1348,6,6731,84935,0,0
694,180,7315,1349,8,7199,91221,0,0
696,181,7317,1240,1,0,0,0,0
697,181,7318,1346,2,6738,84933,0,0
698,181,7319,1347,4,7194,84934,0,0
699,181,7320,1348,6,6737,84935,0,0
700,181,7321,1349,8,7195,91221,0,0
702,182,7323,1240,1,0,0,0,0
703,182,7324,1346,2,6744,84933,0,0
704,182,7325,1347,4,7202,84934,0,0
705,182,7326,1348,6,6743,84935,0,0
706,182,7327,1349,8,7203,91221,0,0
708,183,7341,1240,1,0,0,0,0
709,183,7342,1346,2,6880,84933,0,0
710,183,7343,1347,4,7200,84934,0,0
711,183,7344,1348,6,6879,84935,0,0
712,183,7345,1349,8,7201,91221,0,0
714,184,7329,1240,1,0,0,0,0
715,184,7330,1346,2,6873,84933,0,0
716,184,7331,1347,4,7192,84934,0,0
717,184,7332,1348,6,6872,84935,0,0
718,184,7333,1349,8,7193,91221,0,0
720,185,7335,1240,1,0,0,0,0
721,185,7336,1346,2,7189,84933,0,0
722,185,7337,1347,4,7190,84934,0,0
723,185,7338,1348,6,7000,84935,0,0
724,185,7339,1349,8,7191,91221,0,0
726,171,7347,1246,7,7050,89908,0,0
727,171,7348,1247,8,7050,89908,0,0
728,171,7349,1248,9,7050,89909,0,0
729,171,7350,1249,10,7050,89909,0,0
730,171,7351,1250,11,7050,89910,0,0
731,171,7352,1251,12,7050,89910,0,0
732,171,7353,1252,13,7050,0,1,0
733,171,7354,1253,14,7050,0,1,0
734,171,7358,1165,1,7050,0,0,0
736,188,7362,1165,1,7054,0,0,0
737,188,7363,1228,2,7054,0,0,0
738,188,7364,1229,3,7054,0,0,0
739,188,7365,1230,4,7054,0,0,0
740,188,7366,1231,5,7054,0,0,0
741,188,7367,1232,6,7054,0,0,0
742,188,7368,1246,7,7054,89908,0,0
743,188,7369,1247,8,7054,89908,0,0
744,188,7370,1248,9,7054,89909,0,0
745,188,7371,1249,10,7054,89909,0,0
746,188,7372,1250,11,7054,89910,0,0
747,188,7373,1251,12,7054,89910,0,0
748,188,7374,1252,13,7054,0,1,0
749,188,7375,1253,14,7054,0,1,0
750,189,7376,1165,1,7055,0,0,0
751,189,7377,1228,2,7055,0,0,0
752,189,7378,1229,3,7055,0,0,0
753,189,7379,1230,4,7055,0,0,0
754,189,7380,1231,5,7055,0,0,0
755,189,7381,1232,6,7055,0,0,0
756,189,7382,1246,7,7055,89908,0,0
757,189,7383,1247,8,7055,89908,0,0
758,189,7384,1248,9,7055,89909,0,0
759,189,7385,1249,10,7055,89909,0,0
760,189,7386,1250,11,7055,89910,0,0
761,189,7387,1251,12,7055,89910,0,0
762,189,7388,1252,13,7055,0,1,0
763,189,7389,1253,14,7055,0,1,0
764,190,7390,1165,1,7057,0,0,0
765,190,7391,1228,2,7057,0,0,0
766,190,7392,1229,3,7057,0,0,0
767,190,7393,1230,4,7057,0,0,0
768,190,7394,1231,5,7057,0,0,0
769,190,7395,1232,6,7057,0,0,0
770,190,7396,1246,7,7057,89908,0,0
771,190,7397,1247,8,7057,89908,0,0
772,190,7398,1248,9,7057,89909,0,0
773,190,7399,1249,10,7057,89909,0,0
774,190,7400,1250,11,7057,89910,0,0
775,190,7401,1251,12,7057,89910,0,0
776,190,7402,1252,13,7057,0,1,0
777,190,7403,1253,14,7057,0,1,0
778,191,7404,1165,1,7056,0,0,0
779,191,7405,1228,2,7056,0,0,0
780,191,7406,1229,3,7056,0,0,0
781,191,7407,1230,4,7056,0,0,0
782,191,7408,1231,5,7056,0,0,0
783,191,7409,1232,6,7056,0,0,0
784,191,7410,1246,7,7056,89908,0,0
785,191,7411,1247,8,7056,89908,0,0
786,191,7412,1248,9,7056,89909,0,0
787,191,7413,1249,10,7056,89909,0,0
788,191,7414,1250,11,7056,89910,0,0
789,191,7415,1251,12,7056,89910,0,0
790,191,7416,1252,13,7056,0,1,0
791,191,7417,1253,14,7056,0,1,0
792,192,7418,1165,1,7058,0,0,0
793,192,7419,1228,2,7058,0,0,0
794,192,7420,1229,3,7058,0,0,0
795,192,7421,1230,4,7058,0,0,0
796,192,7422,1231,5,7058,0,0,0
797,192,7423,1232,6,7058,0,0,0
798,192,7424,1246,7,7058,89908,0,0
799,192,7425,1247,8,7058,89908,0,0
800,192,7426,1248,9,7058,89909,0,0
801,192,7427,1249,10,7058,89909,0,0
802,192,7428,1250,11,7058,89910,0,0
803,192,7429,1251,12,7058,89910,0,0
804,192,7430,1252,13,7058,0,1,0
805,192,7431,1253,14,7058,0,1,0
806,193,7432,1165,1,7059,0,0,0
807,193,7433,1228,2,7059,0,0,0
808,193,7434,1229,3,7059,0,0,0
809,193,7435,1230,4,7059,0,0,0
810,193,7436,1231,5,7059,0,0,0
811,193,7437,1232,6,7059,0,0,0
812,193,7438,1246,7,7059,89908,0,0
813,193,7439,1247,8,7059,89908,0,0
814,193,7440,1248,9,7059,89909,0,0
815,193,7441,1249,10,7059,89909,0,0
816,193,7442,1250,11,7059,89910,0,0
817,193,7443,1251,12,7059,89910,0,0
818,193,7444,1252,13,7059,0,1,0
819,193,7445,1253,14,7059,0,1,0
820,152,7450,1256,4,7063,0,0,0
821,152,7451,1257,5,7064,0,0,0
828,197,7462,1266,1,0,0,0,0
829,197,7463,1267,2,0,0,0,0
832,198,7479,1276,1,0,0,0,0
833,198,7480,1277,2,6767,0,0,0
834,198,7481,1278,3,6766,0,0,0
835,198,7482,1279,4,6765,91869,0,0
836,198,7483,1280,5,6764,91869,0,0
837,198,7484,1281,6,6763,91304,0,0
838,198,7485,1282,7,6762,91304,0,0
839,199,7486,1276,1,0,0,0,0
840,199,7487,1277,2,6761,0,0,0
841,199,7488,1278,3,6760,0,0,0
842,199,7489,1279,4,6759,91869,0,0
843,199,7490,1280,5,6758,91869,0,0
844,199,7491,1281,6,6757,91304,0,0
845,199,7492,1282,7,6756,91304,0,0
846,200,7493,1276,1,0,0,0,0
847,200,7494,1277,2,6773,0,0,0
848,200,7495,1278,3,6772,0,0,0
849,200,7496,1279,4,6771,91869,0,0
850,200,7497,1280,5,6770,91869,0,0
