ID,DifficultyID,InterruptFlags,AuraInterruptFlags[0],AuraInterruptFlags[1],ChannelInterruptFlags[0],ChannelInterruptFlags[1],SpellID
123732,0,1,262272,0,0,0,431
123733,0,1,262272,0,0,0,432
123734,0,1,262272,0,0,0,435
123735,0,15,0,0,0,0,529
123736,0,15,0,0,0,0,531
123738,0,15,0,0,0,0,533
123739,0,15,0,0,0,0,534
123742,0,8,0,0,0,0,782
123743,0,15,0,0,0,0,943
123746,0,15,524288,0,27692,0,1002
123747,0,15,0,0,0,0,1003
123748,0,15,0,0,0,0,1004
123750,0,8,0,0,0,0,604
123751,0,15,0,0,27692,0,605
123752,0,15,0,0,0,0,574
123760,0,15,0,0,0,0,837
123765,0,15,0,0,0,0,952
123770,0,1,0,0,0,0,424
123771,0,13,0,0,0,0,427
123772,0,8,0,0,0,0,1714
123773,0,15,0,0,0,0,842
123775,0,15,0,0,0,0,857
123779,0,15,0,0,0,0,690
123780,0,15,0,0,0,0,691
123781,0,5,0,0,0,0,692
123783,0,8,0,0,0,0,588
123784,0,8,0,0,0,0,1008
123785,0,13,0,0,0,0,1009
123786,0,8,0,0,0,0,1010
123789,0,15,0,0,0,0,348
123791,0,15,0,0,0,0,567
123792,0,15,0,0,0,0,712
123793,0,15,0,0,0,0,759
123799,0,15,0,0,31756,0,755
123806,0,15,0,0,0,0,864
123807,0,8,0,0,0,0,865
123810,0,15,0,0,0,0,27891
123812,0,8,0,0,0,0,1430
123815,0,15,0,0,0,0,766
123819,0,15,0,0,0,0,939
123821,0,8,0,0,0,0,475
123822,0,15,0,0,0,0,476
123826,0,15,0,0,0,0,967
123827,0,15,0,0,0,0,713
123832,0,15,0,0,0,0,331
123833,0,15,0,0,0,0,332
123836,0,15,0,0,0,0,1107
123841,0,15,0,0,0,0,910
123845,0,15,0,0,0,0,205
123846,0,15,0,0,0,0,271
123847,0,8,0,0,0,0,1108
123848,0,15,0,0,0,0,1109
123851,0,15,0,0,0,0,1112
123857,0,8,0,0,0,0,1075
123862,0,15,0,0,0,0,1122
123868,0,15,0,0,0,0,2060
123869,0,15,0,0,0,0,2061
123870,0,8,0,0,0,0,1454
123871,0,31,0,0,0,0,27537
123875,0,15,0,0,0,0,2544
123877,0,15,0,0,0,0,1842
123880,0,8,0,0,0,0,1456
123881,0,31,0,0,0,0,27560
123882,0,0,2,0,0,0,1776
123883,0,8,0,0,0,0,1244
123887,0,9,0,0,0,0,1516
123889,0,8,0,0,0,0,774
123890,0,15,0,0,0,0,890
123893,0,13,0,0,0,0,895
123895,0,15,0,0,0,0,1084
123898,0,15,0,0,0,0,959
123901,0,15,0,0,0,0,2795
123904,0,8,0,0,0,0,2791
123905,0,15,0,0,0,0,1088
123906,0,15,0,0,0,0,1089
123907,0,13,0,0,0,0,1698
123909,0,13,0,0,0,0,1050
123912,0,15,0,0,0,0,653
123913,0,8,0,0,0,0,1459
123914,0,8,0,0,0,0,1460
123915,0,15,2,0,0,0,1090
123920,0,15,0,0,0,0,655
123926,0,0,524288,0,0,0,2584
123927,0,15,0,0,0,0,2541
123928,0,15,0,0,0,0,2542
123929,0,15,0,0,0,0,2543
123931,0,8,0,0,0,0,770
123934,0,15,0,0,0,0,849
123936,0,15,0,0,0,0,2832
123937,0,15,0,0,0,0,2601
123938,0,15,80899,0,0,0,885
123940,0,8,0,0,0,0,1014
123941,0,15,0,0,0,0,2833
123942,0,15,0,0,0,0,1062
123944,0,15,0,0,0,0,1064
123951,0,15,0,0,0,0,2399
123955,0,15,0,0,0,0,2539
123958,0,15,0,0,0,0,3069
123961,0,8,0,0,0,0,2024
123962,0,8,0,0,0,0,1449
123963,0,13,0,0,0,0,1936
123964,0,8,0,0,0,0,1455
123965,0,0,3,0,0,0,1725
123970,0,0,2,0,15374,0,1159
123971,0,8,0,0,0,0,988
123973,0,15,0,0,0,0,990
123975,0,0,15367,0,0,0,1786
123976,0,15,0,0,0,0,1366
123977,0,0,146439,0,0,0,1787
123980,0,15,0,0,0,0,736
123981,0,15,0,0,31756,0,699
123982,0,15,0,0,31756,0,740
123984,0,0,15367,0,0,0,1784
123986,0,15,0,0,0,0,7389
123987,0,0,256,1048576,0,0,1066
123991,0,15,0,0,0,0,973
123993,0,15,0,0,0,0,1070
123996,0,0,15367,0,0,0,1785
123997,0,8,131074,0,0,0,1706
123998,0,8,0,0,0,0,976
124000,0,8,0,0,0,0,1243
124003,0,15,0,0,0,0,977
124004,0,1,0,0,0,0,1499
124009,0,15,0,0,0,0,1536
124010,0,15,0,0,0,0,1538
124011,0,0,15363,0,0,0,1539
124015,0,8,0,0,0,0,778
124016,0,0,2,0,0,0,2094
124017,0,1,262272,0,0,0,1131
124018,0,1,262272,0,0,0,1133
124019,0,15,0,0,0,0,950
124021,0,15,0,0,0,0,1179
124022,0,8,0,0,0,0,1245
124023,0,8,0,0,0,0,1086
124026,0,15,0,0,0,0,1101
124027,0,15,0,0,0,0,1056
124028,0,8,0,0,0,0,1463
124029,0,15,0,0,0,0,3068
124030,0,15,0,0,0,0,1106
124031,0,8,0,0,0,0,1461
124032,0,1,262272,0,0,0,1127
124035,0,15,0,0,0,0,900
124037,0,8,0,0,0,0,1058
124039,0,15,0,0,0,0,1464
124041,0,15,0,0,0,0,2540
124043,0,0,2,0,0,0,1777
124045,0,15,0,0,0,0,902
124046,0,15,0,0,0,0,1450
124047,0,15,0,0,0,0,1451
124048,0,15,0,0,0,0,1452
124049,0,15,0,0,0,0,1453
124050,0,15,0,0,0,0,2602
124051,0,15,0,0,0,0,2006
124053,0,1,262272,0,0,0,1135
124054,0,15,0,0,0,0,1105
124056,0,15,0,0,0,0,999
124057,0,15,0,0,0,0,1513
124059,0,15,0,0,0,0,1098
124060,0,13,0,0,0,0,968
124062,0,31,0,0,0,0,1804
124064,0,13,15372,0,0,0,994
124066,0,15,0,0,0,0,996
124070,0,31,0,0,0,0,2575
124071,0,31,0,0,0,0,2576
124072,0,8,0,0,0,0,970
124074,0,1,262272,0,0,0,1129
124076,0,15,0,0,97288,0,1120
124077,0,15,0,0,0,0,2908
124078,0,15,0,0,0,0,2912
124079,0,15,0,0,0,0,3594
124080,0,15,0,0,0,0,3595
124082,0,8,0,0,0,0,9592
124083,0,15,0,0,0,0,3011
124084,0,15,0,0,0,0,2333
124085,0,15,0,0,0,0,2334
124086,0,15,0,0,0,0,2335
124089,0,15,0,0,0,0,8880
124092,0,15,0,0,0,0,2663
124093,0,15,0,0,0,0,2664
124095,0,15,0,0,0,0,3146
124096,0,15,0,0,0,0,3007
124097,0,15,0,0,0,0,2878
124098,0,15,0,0,0,0,2665
124099,0,13,0,0,0,0,3018
124100,0,15,0,0,0,0,2162
124101,0,15,0,0,0,0,2163
124102,0,15,0,0,0,0,3583
124103,0,15,0,0,0,0,1849
124104,0,15,0,0,0,0,2941
124105,0,8,0,0,0,0,2944
124106,0,15,0,0,0,0,8423
124108,0,15,0,0,0,0,2158
124109,0,15,0,0,0,0,2159
124110,0,15,0,0,0,0,2666
124113,0,15,0,0,0,0,2837
124114,0,15,0,0,0,0,9591
124115,0,15,0,0,0,0,2120
124116,0,15,0,0,0,0,3297
124119,0,15,0,0,0,0,3515
124121,0,15,0,0,0,0,3816
124122,0,15,0,0,0,0,3817
124123,0,15,0,0,0,0,3818
124124,0,0,2,0,15374,0,3267
124125,0,8,0,0,0,0,2138
124126,0,15,0,0,0,0,3733
124127,0,15,0,0,0,0,3295
124128,0,15,0,0,0,0,3296
124129,0,15,0,0,0,0,3495
124130,0,15,0,0,0,0,2164
124131,0,15,0,0,0,0,3973
124132,0,31,0,0,0,0,3815
124140,0,15,0,0,0,0,3496
124141,0,15,0,0,0,0,3955
124142,0,15,0,0,0,0,3956
124143,0,15,0,0,0,0,3957
124144,0,15,0,0,0,0,3958
124145,0,15,0,0,0,0,3502
124146,0,15,0,0,0,0,3108
124147,0,15,3,0,0,0,3109
124148,0,15,0,0,0,0,2363
124149,0,15,0,0,0,0,3359
124150,0,15,0,0,0,0,3361
124151,0,15,0,0,0,0,3494
124152,0,15,0,0,0,0,3503
124153,0,15,0,0,0,0,3959
124154,0,15,0,0,0,0,3960
124155,0,15,0,0,0,0,3961
124156,0,15,0,0,0,0,2165
124158,0,8,0,0,0,0,2139
124159,0,0,0,0,15420,0,3362
124160,0,15,0,0,0,0,3504
124161,0,15,0,0,0,0,3505
124162,0,8,0,0,0,0,3747
124164,0,15,0,0,0,0,1124
124168,0,15,0,0,0,0,3333
124170,0,8,0,0,0,0,1126
124171,0,9,0,0,31756,0,1510
124172,0,15,0,0,0,0,3938
124174,0,15,0,0,0,0,2385
124175,0,8,0,0,0,0,2652
124176,0,15,0,0,0,0,3143
124177,0,15,0,0,0,0,3491
124178,0,15,0,0,0,0,3492
124179,0,15,0,0,0,0,3493
124180,0,15,0,0,0,0,2403
124181,0,15,0,0,0,0,2406
124182,0,15,0,0,0,0,3129
124185,0,15,0,0,0,0,2389
124186,0,15,0,0,0,0,2392
124187,0,15,0,0,0,0,2838
124188,0,15,0,0,0,0,2840
124189,0,0,2,0,0,0,3355
124190,0,15,0,0,0,0,3356
124194,0,15,0,0,0,0,3932
124196,0,15,0,0,0,0,3335
124197,0,15,0,0,0,0,3336
124198,0,15,0,0,0,0,3337
124199,0,0,4096,0,0,0,2479
124203,0,15,0,0,0,0,2841
124204,0,7,0,0,0,0,3237
124205,0,15,0,0,0,0,3454
124206,0,15,0,0,0,0,2393
124207,0,15,0,0,0,0,2331
124208,0,15,0,0,0,0,3974
124209,0,1,262272,0,0,0,2639
124211,0,15,0,0,0,0,2332
124213,0,9,0,0,0,0,2643
124214,0,15,0,0,0,0,2402
124215,0,15,0,0,0,0,2365
124218,0,31,0,0,0,0,2366
124220,0,15,0,0,0,0,2160
124221,0,15,0,0,0,0,2161
124222,0,13,0,0,0,0,2626
124225,0,15,0,0,0,0,2835
124226,0,15,0,0,0,0,2480
124227,0,15,0,0,0,0,3933
124228,0,15,0,0,0,0,3934
124229,0,15,0,0,0,0,3936
124230,0,15,0,0,0,0,3294
124231,0,15,0,0,0,0,2121
124233,0,31,0,0,0,0,3365
124234,0,31,0,0,0,0,3366
124235,0,15,0,0,0,0,12044
124236,0,8,0,0,0,0,2767
124237,0,15,0,0,0,0,2673
124238,0,15,0,0,0,0,2674
124239,0,15,0,0,0,0,2675
124240,0,15,0,0,0,0,2156
124241,0,15,0,0,0,0,2157
124242,0,8,0,0,0,0,2970
124247,0,15,0,0,0,0,2169
124248,0,15,0,0,0,0,2823
124251,0,15,0,0,0,0,2662
124253,0,8,0,0,0,0,2782
124257,0,15,0,0,0,0,2826
124258,0,15,0,0,0,0,2963
124259,0,15,0,0,0,0,2964
124262,0,15,0,0,0,0,2951
124264,0,15,0,0,0,0,2008
124265,0,15,0,1048576,0,0,2645
124267,0,15,0,0,0,0,3087
124268,0,15,0,0,31756,0,1949
124270,0,15,0,0,0,0,2401
124271,0,15,0,0,0,0,2545
124272,0,15,0,0,0,0,2546
124273,0,15,0,0,0,0,2547
124274,0,15,0,0,0,0,2548
124275,0,15,0,0,0,0,2362
124276,0,15,0,0,0,0,3086
124278,0,15,0,0,0,0,2054
124279,0,15,0,0,0,0,2055
124282,0,15,0,0,0,0,2549
124284,0,15,0,0,0,0,2386
124285,0,15,0,0,0,0,2387
124289,0,13,0,0,0,0,2647
124290,0,15,0,0,0,0,2657
124291,0,15,0,0,0,0,2658
124292,0,15,0,0,0,0,2659
124293,0,15,0,0,0,0,2827
124294,0,15,0,0,0,0,2828
124295,0,15,0,0,0,0,2829
124296,0,15,0,0,0,0,2830
124297,0,15,0,0,0,0,3774
124298,0,15,0,0,0,0,3776
124299,0,15,0,0,0,0,2579
124300,0,15,0,0,0,0,2750
124301,0,15,0,0,0,0,2660
124302,0,15,0,0,0,0,2831
124303,0,15,0,0,0,0,2010
124305,0,15,0,0,0,0,3777
124306,0,15,0,0,0,0,3778
124307,0,15,0,0,0,0,3779
124308,0,15,0,0,0,0,2578
124309,0,9,0,0,48140,0,1515
124311,0,15,0,0,0,0,2668
124312,0,15,0,0,0,0,2670
124314,0,0,15367,0,0,0,1856
124315,0,15,0,0,0,0,2824
124316,0,8,0,0,0,0,2090
124317,0,15,0,0,0,0,2881
124318,0,8,0,0,0,0,2137
124320,0,8,0,0,0,0,2893
124323,0,15,2,0,0,0,2637
124324,0,15,0,0,0,0,2149
124325,0,15,0,0,0,0,2152
124327,0,15,0,0,0,0,2394
124328,0,15,0,0,0,0,2395
124329,0,15,0,0,0,0,2396
124330,0,15,0,0,0,0,2397
124333,0,9,0,0,31772,0,2096
124334,0,15,0,0,0,0,1980
124335,0,15,0,0,0,0,2153
124337,0,15,0,0,0,0,2671
124338,0,8,0,0,0,0,2947
124339,0,15,0,0,0,0,2948
124340,0,15,0,0,0,0,2672
124343,0,15,0,0,0,0,2050
124344,0,15,0,0,0,0,2052
124345,0,15,0,0,0,0,3105
124347,0,0,2,0,0,0,2070
124349,0,8,0,0,0,0,2091
124350,0,8,0,0,0,0,2651
124351,0,15,0,0,0,0,2166
124352,0,15,0,0,0,0,2053
124353,0,15,0,0,0,0,2577
124354,0,15,0,0,0,0,2860
124355,0,0,0,0,15420,0,2969
124356,0,15,0,0,0,0,3368
124358,0,15,0,0,0,0,2641
124359,0,15,0,0,0,0,2764
124360,0,8,0,0,0,0,2136
124361,0,15,0,0,0,0,2167
124362,0,15,0,0,0,0,2168
124363,0,15,0,0,0,0,8422
124364,0,15,0,0,0,0,2661
124365,0,15,0,0,0,0,2812
124368,0,15,0,0,0,0,2667
124369,0,8,0,0,0,0,1953
124372,0,0,15367,0,0,0,1857
124373,0,15,0,0,0,0,2329
124375,0,15,0,0,0,0,3396
124376,0,15,0,0,0,0,3397
124378,0,15,0,0,0,0,3856
124379,0,15,0,0,0,0,3922
124380,0,15,0,0,0,0,3923
124381,0,15,0,0,0,0,3924
124382,0,15,0,0,0,0,3925
124383,0,15,0,0,0,0,3926
124385,0,15,0,0,0,0,3398
124386,0,13,0,0,0,0,3655
124387,0,15,0,0,0,0,3713
124388,0,15,0,0,0,0,3256
124389,0,15,0,0,0,0,3177
124391,0,15,0,0,0,0,3841
124392,0,15,0,0,0,0,3842
124396,0,15,0,0,0,0,4165
124398,0,15,0,0,0,0,3930
124399,0,15,0,0,31756,0,3700
124404,0,0,4096,0,0,0,4511
124405,0,15,0,0,0,0,3870
124407,0,15,0,0,0,0,3903
124409,0,13,0,0,0,0,3602
124410,0,15,0,0,0,0,3962
124411,0,15,0,0,0,0,3321
124412,0,15,0,0,0,0,3868
124413,0,15,0,0,0,0,3869
124414,0,15,0,0,0,0,3843
124415,0,15,0,0,0,0,3844
124416,0,15,0,0,0,0,3635
124417,0,15,2,0,0,0,3636
124418,0,15,0,0,0,0,3229
124419,0,0,15364,0,0,0,3385
124422,0,15,0,0,0,0,3400
124424,0,13,0,0,0,0,4221
124428,0,15,0,0,0,0,3477
124430,0,15,0,0,0,0,14539
124431,0,8,0,0,0,0,3627
124432,0,15,0,0,0,0,3839
124433,0,15,0,0,0,0,3693
124436,0,15,0,0,31756,0,3698
124437,0,15,0,0,0,0,25973
124440,0,15,0,0,0,0,3840
124442,0,15,0,0,0,0,3845
124444,0,31,0,0,0,0,9268
124445,0,15,0,0,0,0,9269
124447,0,15,0,0,0,0,9271
124448,0,15,0,0,0,0,3847
124449,0,15,0,0,0,0,3848
124450,0,15,0,0,0,0,3849
124451,0,15,0,0,0,0,3850
124452,0,15,0,0,0,0,3979
124454,0,15,0,0,0,0,3088
124458,0,15,0,0,0,0,3561
124460,0,15,0,0,0,0,3921
124461,0,15,0,0,0,0,3188
124462,0,15,0,0,0,0,3773
124463,0,15,0,0,0,0,3453
124466,0,15,0,0,0,0,14533
124467,0,15,0,0,0,0,3871
124468,0,15,0,0,0,0,3485
124471,0,15,0,0,0,0,3173
124474,0,15,0,0,0,0,3448
124477,0,15,0,0,0,0,3174
124478,0,9,0,0,31756,0,3662
124480,0,15,0,0,0,0,3651
124481,0,15,0,0,0,0,3472
124482,0,13,0,0,0,0,4209
124484,0,15,0,0,0,0,3866
124485,0,9,0,0,0,0,3611
124486,0,31,0,0,0,0,3670
124487,0,15,0,0,0,0,3914
124488,0,15,0,0,0,0,3915
124490,0,15,0,0,0,0,3214
124494,0,15,0,0,0,0,3218
124495,0,15,0,0,0,0,3275
124496,0,15,0,0,0,0,3276
124497,0,15,0,0,0,0,3277
124498,0,15,0,0,0,0,3278
124499,0,31,0,0,0,0,4239
124501,0,15,0,0,0,0,3449
124502,0,15,0,0,0,0,3450
124503,0,13,0,0,0,0,3657
124504,0,13,0,0,0,0,3658
124505,0,13,0,0,0,0,3204
124506,0,15,0,0,0,0,3205
124507,0,15,0,0,0,0,3206
124508,0,15,0,0,0,0,3207
124510,0,15,0,0,0,0,4164
124511,0,15,0,0,0,0,3175
124512,0,15,0,0,0,0,3176
124513,0,15,0,0,0,0,3443
124514,0,15,0,0,0,0,3928
124515,0,15,0,0,0,0,3929
124516,0,13,0,0,0,0,3605
124517,0,0,15367,0,0,0,3648
124520,0,15,0,0,0,0,3429
124524,0,13,0,0,0,0,3652
124526,0,15,0,0,0,0,3451
124527,0,15,0,0,0,0,3452
124528,0,15,0,0,0,0,3172
124529,0,15,0,0,0,0,3399
124531,0,15,0,0,0,0,2744
124534,0,15,0,0,0,0,3183
124535,0,15,0,0,0,0,2737
124536,0,15,0,0,0,0,2738
124537,0,15,0,0,0,0,2739
124538,0,15,0,0,0,0,2740
124542,0,15,0,0,0,0,3506
124543,0,15,0,0,0,0,3292
124545,0,15,0,0,0,0,3562
124546,0,15,0,0,0,0,3563
124547,0,15,0,0,0,0,3511
124548,0,15,0,0,0,0,3972
124549,0,15,0,0,0,0,3756
124550,0,15,0,0,0,0,3813
124553,0,15,0,0,0,0,3293
124556,0,15,0,0,0,0,3857
124557,0,15,0,0,0,0,3858
124558,0,15,0,0,0,0,3334
124559,0,15,0,0,0,0,3308
124565,0,15,0,0,0,0,3527
124568,0,15,0,0,0,0,3864
124569,0,15,0,0,0,0,3865
124574,0,15,0,0,0,0,3965
124575,0,15,0,0,0,0,3966
124576,0,15,0,0,0,0,3859
124577,0,15,0,0,0,0,3860
124578,0,15,0,0,0,0,3861
124581,0,15,0,0,0,0,3947
124582,0,15,0,0,0,0,3949
124584,0,15,0,0,0,0,3937
124586,0,15,0,0,0,0,3952
124587,0,15,0,0,0,0,3953
124588,0,15,0,0,0,0,3954
124592,0,15,0,0,0,0,3110
124593,0,9,0,0,31756,0,3111
124594,0,15,0,0,0,0,3964
124595,0,15,0,0,0,0,3300
124598,0,15,0,0,0,0,2741
124599,0,15,0,0,0,0,3950
124600,0,15,0,0,0,0,3323
124605,0,15,0,0,0,0,3112
124606,0,15,0,0,0,0,3170
124607,0,15,0,0,0,0,3171
124608,0,1,0,0,0,0,3674
124611,0,15,0,0,0,0,3971
124612,0,15,0,0,0,0,3330
124613,0,15,0,0,0,0,3331
124615,0,15,0,0,0,0,3304
124617,0,15,0,0,0,0,3967
124618,0,15,0,0,0,0,3968
124619,0,15,0,0,0,0,3969
124620,0,15,0,0,0,0,3113
124621,0,15,0,0,0,0,3114
124622,0,15,0,0,0,0,3370
124623,0,15,0,0,0,0,3332
124624,0,15,0,0,0,0,3862
124625,0,15,0,0,0,0,3863
124626,0,15,0,0,0,0,3307
124627,0,15,0,0,0,0,3013
124628,0,15,0,0,0,0,3015
124629,0,15,0,0,0,0,3507
124630,0,15,0,0,0,0,3508
124631,0,15,0,0,0,0,3420
124632,0,15,0,0,0,0,3421
124633,0,15,0,0,0,0,3855
124634,0,15,0,0,0,0,3569
124635,0,15,0,0,0,0,3547
124639,0,15,0,0,0,0,3093
124640,0,31,0,0,0,0,3570
124641,0,15,0,0,0,0,3260
124643,0,15,0,0,0,0,3872
124644,0,15,0,0,0,0,3873
124645,0,15,0,0,0,0,3963
124646,0,31,0,0,0,0,3678
124648,0,15,0,0,0,0,3264
124649,0,15,0,0,0,0,3764
124650,0,15,0,0,0,0,3513
124651,0,15,0,0,0,0,3772
124652,0,13,80899,0,0,0,3680
124654,0,15,0,0,0,0,3931
124656,0,15,0,0,0,0,3559
124657,0,31,0,0,0,0,3564
124658,0,15,0,0,0,0,3565
124659,0,15,0,0,0,0,3780
124660,0,15,0,0,0,0,3497
124661,0,15,0,0,0,0,3552
124663,0,15,0,0,0,0,3566
124664,0,15,0,0,0,0,3567
124668,0,15,0,0,0,0,3436
124670,0,15,0,0,0,0,3094
124672,0,15,0,0,0,0,3498
124673,0,15,0,0,0,0,3499
124674,0,15,0,0,0,0,3500
124675,0,9,0,0,0,0,3136
124676,0,15,0,0,0,0,3765
124677,0,15,0,0,0,0,3766
124678,0,15,0,0,0,0,3767
124679,0,15,0,0,0,0,3768
124680,0,15,0,0,0,0,3944
124681,0,15,0,0,0,0,3945
124682,0,15,0,0,0,0,3946
124683,0,15,0,0,0,0,3319
124686,0,31,0,0,0,0,3584
124688,0,15,0,0,0,0,3320
124691,0,15,0,0,0,0,3456
124693,0,15,0,0,0,0,3759
124694,0,15,0,0,0,0,3760
124698,0,15,0,0,0,0,3750
124701,0,9,0,0,31756,0,3661
124702,0,15,0,0,0,0,3324
124703,0,4,0,0,0,0,3132
124704,0,15,0,0,0,0,3133
124705,0,15,0,0,0,0,3939
124706,0,15,0,0,0,0,3940
124707,0,15,0,0,0,0,3761
124708,0,15,0,0,0,0,3230
124709,0,15,0,0,0,0,3233
124710,0,15,0,0,0,0,3371
124711,0,15,0,0,0,0,3372
124712,0,15,0,0,0,0,3373
124713,0,15,0,0,0,0,3377
124714,0,15,0,0,0,0,3348
124719,0,15,0,0,0,0,3753
124720,0,15,0,0,0,0,3755
124721,0,15,0,0,0,0,3537
