ID,RaceID,ClassID,SexID,SoundID,EmotesTextID
270,5,0,1,2787,183
271,6,0,0,2800,183
272,6,0,1,2812,183
273,7,0,0,2837,183
274,7,0,1,2849,183
275,8,0,0,2861,183
276,8,0,1,2873,183
277,1,0,0,6162,55
278,1,0,1,6134,55
279,2,0,0,6360,55
280,2,0,1,6351,55
281,3,0,0,6107,55
282,3,0,1,6094,55
283,4,0,0,6180,55
284,4,0,1,6171,55
285,5,0,0,6414,55
286,5,0,1,6405,55
287,6,0,0,6378,55
288,6,0,1,6369,55
289,7,0,0,6125,55
290,7,0,1,6116,55
291,8,0,0,6396,55
292,8,0,1,6387,55
293,1,0,0,6163,19
294,1,0,1,6135,19
295,2,0,0,6361,19
296,2,0,1,6352,19
297,3,0,0,6108,19
298,3,0,1,6095,19
299,4,0,0,6181,19
300,4,0,1,6172,19
301,5,0,0,6415,19
302,5,0,1,6406,19
303,6,0,0,6379,19
304,6,0,1,6370,19
305,7,0,0,6126,19
306,7,0,1,6117,19
307,8,0,0,6397,19
308,8,0,1,6388,19
309,1,0,0,6164,67
310,1,0,1,6136,67
311,2,0,0,6362,67
312,2,0,1,6353,67
313,3,0,0,6109,67
314,3,0,1,6098,67
315,4,0,0,6182,67
316,4,0,1,6173,67
317,5,0,0,6416,67
318,5,0,1,6407,67
319,6,0,0,6380,67
320,6,0,1,6371,67
321,7,0,0,6127,67
322,7,0,1,6118,67
323,8,0,0,6398,67
324,8,0,1,6389,67
325,1,0,0,6165,66
326,1,0,1,6137,66
327,2,0,0,6363,66
328,2,0,1,6354,66
329,3,0,0,6110,66
330,3,0,1,6100,66
331,4,0,0,6183,66
332,4,0,1,6174,66
333,5,0,0,6417,66
334,5,0,1,6408,66
335,6,0,0,6381,66
336,6,0,1,6372,66
337,7,0,0,6128,66
338,7,0,1,6119,66
339,8,0,0,6399,66
340,8,0,1,6390,66
341,1,0,0,6166,97
342,1,0,1,6138,97
343,2,0,0,6364,97
344,2,0,1,6355,97
345,3,0,0,6111,97
346,3,0,1,6102,97
347,4,0,0,6184,97
348,4,0,1,6175,97
349,5,0,0,6418,97
350,5,0,1,6409,97
351,6,0,0,6382,97
352,6,0,1,6373,97
353,7,0,0,6129,97
354,7,0,1,6120,97
355,8,0,0,6400,97
356,8,0,1,6391,97
357,1,0,0,6162,102
358,1,0,1,6134,102
359,2,0,0,6360,102
360,2,0,1,6351,102
361,3,0,0,6107,102
362,3,0,1,6094,102
363,4,0,0,6180,102
364,4,0,1,6171,102
365,5,0,0,6414,102
366,5,0,1,6405,102
367,6,0,0,6378,102
368,6,0,1,6369,102
369,7,0,0,6125,102
370,7,0,1,6116,102
371,8,0,0,6396,102
372,8,0,1,6387,102
373,1,0,0,6168,26
374,1,0,1,6141,26
375,2,0,0,6366,26
376,2,0,1,6357,26
377,3,0,0,6113,26
378,3,0,1,6104,26
379,4,0,0,6186,26
380,4,0,1,6177,26
381,5,0,0,6420,26
382,5,0,1,6411,26
383,6,0,0,6384,26
384,6,0,1,6375,26
385,7,0,0,6131,26
386,7,0,1,6122,26
387,8,0,0,6402,26
388,8,0,1,6393,26
389,1,0,0,6169,328
390,1,0,1,6142,328
391,2,0,0,6367,328
392,2,0,1,6358,328
393,3,0,0,6114,328
394,3,0,1,6105,328
395,4,0,0,6187,328
396,4,0,1,6178,328
397,5,0,0,6421,328
398,5,0,1,6412,328
399,6,0,0,6385,328
400,6,0,1,6376,328
401,7,0,0,6132,328
402,7,0,1,6123,328
403,8,0,0,6403,328
404,8,0,1,6394,328
405,1,0,0,6170,329
406,1,0,1,6143,329
407,2,0,0,6368,329
408,2,0,1,6359,329
409,3,0,0,6115,329
410,3,0,1,6106,329
411,4,0,0,6188,329
412,4,0,1,6179,329
413,5,0,0,6422,329
414,5,0,1,6413,329
415,6,0,0,6386,329
416,6,0,1,6377,329
417,7,0,0,6133,329
418,7,0,1,6124,329
419,8,0,0,6404,329
420,8,0,1,6395,329
421,1,0,0,7634,264
422,1,0,1,7635,264
423,2,0,0,7638,264
424,2,0,1,7639,264
425,3,0,0,7636,264
426,3,0,1,7637,264
427,4,0,0,7643,264
428,4,0,1,7642,264
429,5,0,0,7644,264
430,5,0,1,7645,264
431,6,0,0,7646,264
432,6,0,1,7647,264
433,7,0,0,7641,264
434,7,0,1,7640,264
435,8,0,0,7648,264
436,8,0,1,7649,264
437,1,0,0,2677,21
438,1,0,1,2689,21
439,2,0,0,2701,21
440,2,0,1,2713,21
441,10,0,1,10025,14
442,10,0,0,10026,14
443,11,0,1,10027,14
444,11,0,0,10029,14
445,10,0,1,9636,19
446,10,0,0,9654,19
448,11,0,1,9679,19
449,11,0,0,9704,19
450,10,0,1,9632,21
451,10,0,0,9656,21
452,11,0,1,9681,21
453,11,0,0,9706,21
454,10,0,1,9641,26
455,10,0,0,9657,26
456,11,0,1,9682,26
457,11,0,0,9707,26
458,10,0,1,9635,55
459,10,0,0,9662,55
460,11,0,1,9687,55
461,11,0,0,9712,55
462,10,0,1,9638,66
463,10,0,0,9665,66
464,11,0,1,9690,66
465,11,0,0,9715,66
466,10,0,1,9637,67
467,10,0,0,9666,67
468,11,0,1,9691,67
469,11,0,0,9716,67
470,10,0,1,9639,97
471,10,0,0,9671,97
472,11,0,1,9696,97
473,11,0,0,9721,97
474,10,0,1,9635,102
475,10,0,0,9662,102
476,11,0,1,9687,102
477,11,0,0,9712,102
478,10,0,1,10032,104
479,10,0,0,10033,104
480,11,0,1,10034,104
481,11,0,0,10035,104
482,10,0,1,9634,183
483,10,0,0,9669,183
484,11,0,1,9694,183
485,11,0,0,9719,183
486,10,0,1,9644,264
487,10,0,0,9672,264
488,11,0,1,9697,264
489,11,0,0,9722,264
490,10,0,1,9623,303
491,10,0,0,9663,303
492,11,0,1,9688,303
493,11,0,0,9713,303
494,10,0,1,9624,304
495,10,0,0,9664,304
496,11,0,1,9689,304
497,11,0,0,9714,304
498,10,0,1,9625,305
499,10,0,0,9655,305
500,11,0,1,9680,305
501,11,0,0,9705,305
502,10,0,1,9626,306
503,10,0,0,9658,306
504,11,0,1,9683,306
505,11,0,0,9708,306
506,10,0,1,9627,307
507,10,0,0,9653,307
508,11,0,1,9678,307
509,11,0,0,9703,307
510,10,0,1,9628,323
511,10,0,0,9667,323
512,11,0,1,9692,323
513,11,0,0,9717,323
514,10,0,1,9629,324
515,11,0,1,9685,324
516,10,0,0,9660,324
517,11,0,0,9710,324
518,10,0,1,9630,325
519,10,0,0,9673,325
520,11,0,1,9698,325
521,11,0,0,9723,325
522,10,0,1,9631,326
523,10,0,0,9661,326
524,11,0,1,9686,326
525,11,0,0,9711,326
526,10,0,1,9633,327
527,10,0,0,9668,327
528,11,0,1,9693,327
529,11,0,0,9718,327
530,10,0,1,9642,328
531,10,0,0,9659,328
532,11,0,1,9684,328
533,11,0,0,9709,328
534,10,0,1,9643,329
535,10,0,0,9670,329
536,11,0,1,9695,329
537,11,0,0,9720,329
538,10,0,1,10574,106
539,10,0,0,10576,106
540,11,0,1,10578,106
541,11,0,0,10580,106
543,10,0,1,10573,85
544,10,0,0,10575,85
545,11,0,1,10577,85
546,11,0,0,10579,85
547,10,0,1,9640,453
548,10,0,0,9674,453
549,11,0,1,9699,453
550,11,0,0,9724,453
551,3,0,1,6103,453
552,3,0,0,6112,453
553,7,0,1,6121,453
554,7,0,0,6130,453
555,1,0,1,6139,453
556,1,0,0,6167,453
557,4,0,1,6176,453
558,4,0,0,6185,453
559,2,0,1,6356,453
560,2,0,0,6365,453
561,6,0,1,6374,453
562,6,0,0,6383,453
563,8,0,1,6392,453
564,8,0,0,6401,453
565,5,0,1,6410,453
566,5,0,0,6419,453
567,23,0,1,18761,19
569,23,0,1,18643,21
570,23,0,1,18647,26
571,23,0,1,18764,55
574,23,0,1,18771,66
575,23,0,1,18772,67
576,23,0,1,18779,97
577,23,0,1,18764,102
578,23,0,1,18775,183
579,23,0,1,18780,264
580,23,0,1,18766,303
581,23,0,1,18767,304
582,23,0,1,18642,305
583,23,0,1,18758,306
584,23,0,1,18774,323
585,23,0,1,18760,324
586,23,0,1,18781,325
587,23,0,1,18762,326
588,23,0,1,18773,327
589,23,0,1,18759,328
590,23,0,1,18778,329
591,23,0,1,18783,453
594,23,0,0,18974,26
595,23,0,0,19014,324
596,23,0,0,19016,326
597,23,0,0,19017,55
598,23,0,0,19012,306
599,23,0,0,19018,303
600,23,0,0,19019,304
601,23,0,0,19025,323
602,23,0,0,19024,327
603,23,0,0,19015,19
604,23,0,0,19022,66
605,23,0,0,19029,97
606,23,0,0,19031,325
607,23,0,0,19033,453
608,23,0,0,19023,67
609,23,0,0,19026,183
610,23,0,0,19030,264
611,23,0,0,18972,21
612,23,0,0,18971,305
613,23,0,0,19028,329
614,23,0,0,19013,328
616,9,0,0,19091,26
617,9,0,0,19086,307
618,9,0,0,19132,324
619,9,0,0,19134,326
620,9,0,0,19135,55
621,9,0,0,19130,306
622,9,0,0,19136,303
623,9,0,0,19137,304
624,9,0,0,19142,323
625,9,0,0,19141,327
626,9,0,0,19133,19
627,9,0,0,19139,66
628,9,0,0,19146,97
629,9,0,0,19148,325
630,9,0,0,19152,453
631,9,0,0,19140,67
632,9,0,0,19143,183
633,9,0,0,19147,264
634,9,0,0,19089,21
635,9,0,0,19088,305
636,9,0,0,19145,329
637,9,0,0,19131,328
638,9,0,1,19199,26
639,9,0,1,19197,307
640,9,0,1,19241,324
641,9,0,1,19243,326
642,9,0,1,19244,55
643,9,0,1,19239,306
644,9,0,1,19245,303
645,9,0,1,19246,304
646,9,0,1,19252,323
647,9,0,1,19251,327
648,9,0,1,19242,19
649,9,0,1,19249,66
650,9,0,1,19256,97
651,9,0,1,19258,325
652,9,0,1,19260,453
653,9,0,1,19250,67
654,9,0,1,19253,183
655,9,0,1,19257,264
656,9,0,1,19202,21
657,9,0,1,19198,305
658,9,0,1,19255,329
659,9,0,1,19240,328
660,22,0,0,19299,26
661,22,0,0,19295,307
662,22,0,0,19339,324
663,22,0,0,19341,326
664,22,0,0,19343,55
665,22,0,0,19337,306
666,22,0,0,19344,303
667,22,0,0,19346,304
668,22,0,0,19352,323
669,22,0,0,19351,327
670,22,0,0,19340,19
671,22,0,0,19349,66
672,22,0,0,19356,97
673,22,0,0,19358,325
674,22,0,0,19360,453
675,22,0,0,19350,67
676,22,0,0,19353,183
677,22,0,0,19296,21
678,22,0,0,19355,329
679,22,0,0,19338,328
680,22,0,1,19378,26
681,22,0,1,19366,307
682,22,0,1,19429,324
683,22,0,1,19433,326
684,22,0,1,19434,55
685,22,0,1,19426,306
686,22,0,1,19435,303
687,22,0,1,19440,323
688,22,0,1,19439,327
689,22,0,1,19431,19
690,22,0,1,19437,66
691,22,0,1,19443,97
692,22,0,1,19446,325
693,22,0,1,19450,453
694,22,0,1,19438,67
695,22,0,1,19373,305
696,22,0,1,19441,329
697,22,0,1,19428,328
698,22,0,1,19516,304
699,22,0,1,19517,21
700,22,0,0,19296,305
701,23,0,0,19017,102
702,22,0,0,19343,102
703,22,0,1,19434,102
704,9,0,1,19244,102
705,9,0,0,19135,102
706,22,0,0,19357,264
707,22,0,1,19445,264
708,23,0,0,23329,307
709,23,0,1,23328,307
716,22,0,0,21448,75
717,9,0,0,19144,75
718,22,0,1,22449,75
719,9,0,1,19254,75
720,23,0,0,19027,75
721,23,0,1,18777,75
722,3,0,1,25251,75
723,3,0,0,25252,75
724,7,0,1,25253,75
725,7,0,0,25254,75
726,1,0,1,25255,75
727,1,0,0,25256,75
728,4,0,1,25257,75
729,4,0,0,25258,75
730,2,0,1,25259,75
731,2,0,0,25260,75
732,6,0,1,25261,75
733,6,0,0,25262,75
734,8,0,1,25263,75
735,8,0,0,25264,75
736,5,0,1,25265,75
737,5,0,0,25266,75
738,10,0,0,25268,75
739,10,0,1,25267,75
740,11,0,0,25270,75
741,11,0,1,25269,75
742,4,0,1,6928,60
743,4,0,0,6933,60
744,10,0,0,9652,60
745,10,0,1,9648,60
746,11,0,0,9702,60
747,11,0,1,9677,60
748,3,0,1,6894,60
749,3,0,0,6903,60
750,7,0,0,6913,60
751,7,0,1,6908,60
752,1,0,1,6918,60
753,1,0,0,6923,60
754,2,0,0,6943,60
755,2,0,1,6938,60
756,6,0,1,6948,60
757,6,0,0,6953,60
758,8,0,1,6958,60
759,8,0,0,6963,60
760,5,0,1,6969,60
761,5,0,0,6974,60
762,23,0,1,18770,60
763,23,0,0,19021,60
765,22,0,1,23319,60
766,9,0,1,19248,60
767,9,0,0,23330,60
768,10,0,1,9647,31
769,10,0,0,9651,31
770,11,0,1,9676,31
771,11,0,0,9701,31
772,3,0,1,6895,31
773,3,0,0,6901,31
774,7,0,1,6906,31
775,7,0,0,6911,31
776,1,0,1,6916,31
777,1,0,0,6921,31
778,4,0,1,6926,31
779,4,0,0,6931,31
780,2,0,1,6936,31
781,2,0,0,6941,31
782,6,0,1,6946,31
783,6,0,0,6951,31
784,8,0,1,6956,31
785,8,0,0,6961,31
786,5,0,1,6967,31
787,5,0,0,6972,31
788,23,0,1,18648,31
789,23,0,0,18975,31
790,22,0,1,23321,31
791,22,0,0,23326,31
792,9,0,1,19200,31
793,9,0,0,19092,31
794,10,0,1,9646,22
795,10,0,0,9650,22
796,11,0,1,9675,22
797,11,0,0,9700,22
798,3,0,1,6896,22
799,3,0,0,6899,22
800,7,0,1,6904,22
801,7,0,0,6909,22
802,1,0,1,6914,22
803,1,0,0,6919,22
804,4,0,1,6924,22
805,4,0,0,6929,22
806,2,0,1,6934,22
807,2,0,0,6939,22
808,6,0,1,6944,22
809,6,0,0,6949,22
810,8,0,1,6954,22
811,8,0,0,6959,22
812,5,0,1,6965,22
813,5,0,0,6970,22
814,23,0,1,18645,22
815,23,0,0,18973,22
816,22,0,1,23322,22
817,22,0,0,23327,22
818,9,0,1,19201,22
819,9,0,0,19090,22
820,10,0,1,67792,136
821,10,0,0,67797,136
822,11,0,1,67802,136
823,11,0,0,67807,136
824,3,0,1,77016,136
825,3,0,0,77007,136
826,7,0,1,67812,136
827,7,0,0,77025,136
828,1,0,1,67827,136
829,1,0,0,67832,136
830,4,0,0,76959,136
831,2,0,1,67842,136
832,2,0,0,67847,136
833,6,0,1,67862,136
834,6,0,0,67867,136
835,8,0,1,67872,136
836,8,0,0,76989,136
837,5,0,1,67877,136
838,5,0,0,67882,136
839,23,0,1,18645,136
840,23,0,0,18973,136
842,22,0,1,67887,136
843,22,0,0,67892,136
844,4,0,1,67837,136
845,9,0,1,67817,136
846,9,0,0,67822,136
847,22,0,0,19348,60
874,10,0,0,9651,65
875,10,0,1,9647,65
876,10,0,1,9647,143
877,10,0,0,9651,31
878,11,0,0,9701,65
879,11,0,0,9701,143
880,11,0,1,9676,65
881,11,0,1,9676,143
882,3,0,1,6895,65
883,3,0,1,6895,143
884,3,0,0,6901,31
885,3,0,0,6901,143
886,23,0,1,18648,65
887,23,0,1,18648,143
888,23,0,0,18975,65
889,23,0,0,18975,31
890,7,0,1,6906,65
891,7,0,1,6906,143
892,7,0,0,6911,65
893,7,0,0,6911,143
894,9,0,1,19200,65
895,9,0,1,19200,143
896,9,0,0,19092,65
897,9,0,0,19092,143
898,1,0,1,6916,65
899,1,0,1,6916,143
900,1,0,0,6921,65
901,1,0,0,6921,143
902,4,0,1,6926,65
903,4,0,1,6926,143
904,4,0,0,6931,65
905,4,0,0,6931,143
906,2,0,1,6936,65
907,2,0,1,6936,143
908,2,0,0,6941,65
909,2,0,0,6941,143
910,6,0,1,6946,65
911,6,0,1,6946,143
912,6,0,0,6951,65
913,6,0,0,6951,143
914,8,0,1,6956,65
915,8,0,1,6956,143
916,8,0,0,6961,65
917,8,0,0,6961,143
918,5,0,0,6972,65
919,5,0,0,6972,143
920,5,0,1,6967,65
921,5,0,1,6967,143
922,22,0,1,23321,65
923,22,0,1,23321,143
924,22,0,0,23326,65
925,22,0,0,23326,143
926,10,0,1,9648,76
927,10,0,0,9652,76
928,11,0,1,9677,76
929,11,0,0,9702,76
930,22,0,0,19348,76
931,22,0,1,23319,76
932,5,0,0,6974,76
933,5,0,1,6969,76
934,8,0,0,6963,76
935,8,0,1,6958,76
936,6,0,0,6953,76
937,6,0,1,6948,76
938,2,0,0,6943,76
939,2,0,1,6938,76
940,4,0,0,6933,76
941,4,0,1,6928,76
942,1,0,0,6923,76
943,1,0,1,6918,76
944,9,0,0,23330,76
945,9,0,1,19248,76
946,7,0,0,6913,76
947,7,0,1,6908,76
948,23,0,0,19021,76
949,23,0,1,18770,76
950,3,0,0,6903,76
951,3,0,1,6894,76
952,3,0,0,6903,20
953,3,0,1,6894,20
954,11,0,0,9702,20
955,11,0,1,9677,20
956,10,0,0,9652,20
957,10,0,1,9648,20
958,1,0,1,6918,20
959,9,0,0,23330,20
960,9,0,1,19248,20
961,7,0,0,6913,20
962,7,0,1,6908,20
963,23,0,1,18770,20
964,23,0,0,19021,20
965,6,0,0,6953,20
966,2,0,0,6943,20
979,2,0,1,6938,20
981,1,0,0,6923,20
982,4,0,0,6933,20
983,4,0,1,6928,20
984,6,0,1,6948,20
985,8,0,0,6963,20
986,8,0,1,6958,20
987,5,0,0,6974,20
988,5,0,1,6969,20
989,22,0,0,19348,20
990,22,0,1,23319,20
991,4,0,1,6928,45
992,4,0,0,6933,45
993,10,0,0,9652,45
994,10,0,1,9648,45
995,11,0,0,9702,45
996,11,0,1,9677,45
997,3,0,1,6894,45
998,3,0,0,6903,45
999,7,0,0,6913,45
1000,7,0,1,6908,45
1001,1,0,1,6918,45
1002,1,0,0,6923,45
1003,2,0,0,6943,45
1004,2,0,1,6938,45
1005,6,0,1,6948,45
1006,6,0,0,6953,45
1007,8,0,1,6958,45
1008,8,0,0,6963,45
1009,5,0,1,6969,45
1010,5,0,0,6974,45
1011,23,0,1,18770,45
1012,23,0,0,19021,45
1013,22,0,1,23319,45
1014,9,0,1,19248,45
1015,9,0,0,23330,45
1016,22,0,0,19348,45
1017,4,0,1,6928,47
1018,4,0,0,6933,47
1019,10,0,0,9652,47
1020,10,0,1,9648,47
1021,11,0,0,9702,47
1022,11,0,1,9677,47
1023,3,0,1,6894,47
1024,3,0,0,6903,47
1025,7,0,0,6913,47
1026,7,0,1,6908,47
1027,1,0,1,6918,47
1028,1,0,0,6923,47
1029,2,0,0,6943,47
1030,2,0,1,6938,47
1031,6,0,1,6948,47
1032,6,0,0,6953,47
1033,8,0,1,6958,47
1034,8,0,0,6963,47
1035,5,0,1,6969,47
1036,5,0,0,6974,47
1037,23,0,1,18770,47
1038,23,0,0,19021,47
1039,22,0,1,23319,47
1040,9,0,1,19248,47
1041,9,0,0,23330,47
1042,22,0,0,19348,47
1043,4,0,1,6928,52
1044,4,0,0,6933,52
1045,10,0,0,9652,52
1046,10,0,1,9648,52
1047,11,0,0,9702,52
1048,11,0,1,9677,52
1049,3,0,1,6894,52
1050,3,0,0,6903,52
1051,7,0,0,6913,52
1052,7,0,1,6908,52
1053,1,0,1,6918,52
1054,1,0,0,6923,52
1055,2,0,0,6943,52
1056,2,0,1,6938,52
1057,6,0,1,6948,52
1058,6,0,0,6953,52
1059,8,0,1,6958,52
1060,8,0,0,6963,52
1061,5,0,1,6969,52
1062,5,0,0,6974,52
1063,23,0,1,18770,52
1064,23,0,0,19021,52
1065,22,0,1,23319,52
1066,9,0,1,19248,52
1067,9,0,0,23330,52
1068,22,0,0,19348,52
1069,23,0,0,7914,85
1070,23,0,1,26566,85
1071,22,0,0,7922,85
1072,22,0,1,26567,85
1073,9,0,0,7918,85
1074,9,0,1,10577,85
1075,23,0,0,26561,104
1076,23,0,1,26560,104
1077,22,0,0,26551,104
1078,22,0,1,26550,104
1079,9,0,0,26553,104
1080,9,0,1,26552,104
1081,9,0,0,26556,14
1082,9,0,1,26557,14
1083,22,0,0,26554,14
1084,22,0,1,26555,14
1085,23,0,0,26559,14
1086,23,0,1,26558,14
1087,23,0,1,7931,106
1088,23,0,0,7932,106
1089,22,0,0,7940,106
1090,22,0,1,7939,106
1091,9,0,1,10578,106
1092,9,0,0,10576,106
1093,22,0,1,26568,183
1094,4,0,1,6928,23
1095,4,0,0,6933,23
1096,10,0,0,9652,23
1097,10,0,1,9648,23
1098,11,0,0,9702,23
1099,11,0,1,9677,23
1100,3,0,1,6894,23
1101,3,0,0,6903,23
1102,7,0,0,6913,23
1103,7,0,1,6908,23
1104,1,0,1,6918,23
1105,1,0,0,6923,23
1106,2,0,0,6943,23
1107,2,0,1,6938,23
1108,6,0,1,6948,23
1109,6,0,0,6953,23
1110,8,0,1,6958,23
1111,8,0,0,6963,23
1112,5,0,1,6969,23
1113,5,0,0,6974,23
1114,23,0,1,18770,23
1115,23,0,0,19021,23
1116,22,0,1,23319,23
1117,9,0,1,19248,23
1118,9,0,0,23330,23
1119,22,0,0,19348,23
1121,4,0,1,6927,58
1122,4,0,0,6932,58
1123,10,0,0,9874,58
1124,10,0,1,9873,58
1125,11,0,0,9876,58
1126,11,0,1,9875,58
1127,3,0,1,6898,58
1128,3,0,0,6902,58
1129,7,0,0,6912,58
1130,7,0,1,6907,58
1131,1,0,1,6917,58
1132,1,0,0,6922,58
1133,2,0,0,6942,58
1134,2,0,1,6937,58
1135,6,0,1,6947,58
1136,6,0,0,6952,58
1137,8,0,1,6957,58
1138,8,0,0,6962,58
1139,5,0,1,6968,58
