ID,SexID,ModelFileDataID,FaceVariationIndex,BoneSetFileDataID,RaceID
133,1,950080,0,1056261,3
134,1,950080,1,1056263,3
135,1,950080,2,1056277,3
136,1,950080,3,1056272,3
137,1,950080,4,1056275,3
138,1,950080,5,1056264,3
139,1,950080,6,1056278,3
140,1,950080,7,1056273,3
141,1,950080,8,1056270,3
142,1,950080,9,1056267,3
143,1,950080,10,1056269,3
144,1,950080,11,1056266,3
145,1,950080,12,1056265,3
146,1,950080,13,1056268,3
147,1,950080,14,1056262,3
148,1,950080,15,1056274,3
149,1,950080,16,1056276,3
150,1,950080,17,1056260,3
151,1,950080,18,1056271,3
152,0,878772,0,1054895,3
153,0,878772,1,1054913,3
154,0,878772,2,1054911,3
155,0,878772,3,1054908,3
156,0,878772,4,1054899,3
157,0,878772,5,1054901,3
158,0,878772,6,1054898,3
159,0,878772,7,1054902,3
160,0,878772,8,1054894,3
161,0,878772,9,1054910,3
162,0,878772,10,1054907,3
163,0,878772,11,1054904,3
164,0,878772,12,1054909,3
165,0,878772,13,1054906,3
166,0,878772,14,1054900,3
167,0,878772,15,1054896,3
168,0,878772,16,1054912,3
169,0,878772,17,1054897,3
170,0,878772,18,1054905,3
171,0,878772,19,1054903,3
172,0,1011653,0,1054937,1
173,0,1011653,2,1054917,1
174,0,1011653,3,1054925,1
175,0,1011653,4,1054926,1
176,0,1011653,5,1054933,1
177,0,1011653,6,1054934,1
178,0,1011653,7,1054921,1
179,0,1011653,8,1054938,1
180,0,1011653,9,1054923,1
181,0,1011653,10,1054929,1
182,0,1011653,11,1054929,1
183,0,1011653,13,1054935,1
184,0,1011653,14,1054922,1
185,0,1011653,15,1054918,1
186,0,1011653,16,1054927,1
187,0,1011653,17,1054924,1
188,0,1011653,18,1054932,1
189,0,1011653,19,1054930,1
190,0,1011653,20,1054919,1
191,0,1011653,21,1054936,1
192,0,1011653,22,1054920,1
193,0,1011653,23,1054928,1
194,0,1005887,0,1056795,11
195,0,1005887,1,1056805,11
196,0,1005887,2,1056809,11
197,0,1005887,3,1056807,11
198,0,1005887,4,1056798,11
199,0,1005887,5,1056801,11
200,0,1005887,6,1056802,11
201,0,1005887,7,1056791,11
202,0,1005887,8,1056794,11
203,0,1005887,9,1056796,11
204,0,1005887,10,1056790,11
205,0,1005887,11,1056800,11
206,0,1005887,12,1056804,11
207,0,1005887,13,1056808,11
208,0,1005887,14,1056792,11
209,0,1005887,15,1056793,11
210,0,1005887,16,1056806,11
211,0,1005887,17,1056803,11
212,0,1005887,18,1056797,11
213,0,1005887,19,1056799,11
214,1,1018060,0,1056835,8
215,1,1018060,1,1056827,8
216,1,1018060,2,1056826,8
217,1,1018060,3,1056830,8
218,1,1018060,4,1056828,8
219,1,1018060,5,1056831,8
220,1,1018060,6,1056829,8
221,1,1018060,7,1056834,8
222,1,1018060,8,1056836,8
223,1,1018060,9,1056833,8
224,1,1018060,10,1056832,8
225,1,1018060,11,1056825,8
226,1,997378,0,1056820,5
227,1,997378,1,1056818,5
228,1,997378,2,1056822,5
229,1,997378,3,1056821,5
230,1,997378,5,1056824,5
231,1,997378,6,1056815,5
232,1,997378,7,1056813,5
233,1,997378,9,1056817,5
234,1,997378,10,1056814,5
235,1,997378,11,1056819,5
236,1,997378,12,1056812,5
237,1,997378,14,1056811,5
238,1,997378,15,1056823,5
239,1,997378,16,1056816,5
240,0,1022938,0,1060782,8
241,0,1022938,1,1060784,8
242,0,1022938,2,1060778,8
243,0,1022938,3,1060780,8
244,0,1022938,4,1060779,8
245,0,1022938,5,1060783,8
246,0,1022938,6,1060781,8
247,0,1022938,7,1060777,8
248,0,1022938,8,1060776,8
249,0,1022938,9,1060775,8
250,1,986648,0,1060768,6
251,1,986648,1,1060772,6
252,1,986648,2,1060769,6
253,1,986648,3,1060767,6
254,1,986648,4,1060765,6
255,1,986648,5,1060771,6
256,1,986648,6,1060766,6
257,1,986648,7,1060770,6
258,0,959310,0,1060817,5
259,0,959310,1,1060815,5
260,0,959310,2,1060814,5
261,0,959310,3,1060816,5
262,0,959310,4,1060818,5
263,0,959310,5,1060820,5
264,0,959310,6,1060819,5
265,0,974343,1,1060751,4
266,0,974343,2,1060755,4
267,0,974343,3,1060759,4
268,0,974343,4,1060763,4
269,0,974343,5,1060754,4
270,0,974343,6,1060757,4
271,0,974343,7,1060762,4
272,0,974343,8,1060764,4
273,0,974343,10,1060752,4
274,0,974343,11,1060756,4
275,0,974343,12,1060750,4
276,0,974343,13,1060758,4
277,0,974343,14,1060760,4
278,0,974343,15,1060753,4
279,0,974343,16,1060749,4
280,0,974343,17,1060761,4
281,1,1000764,0,1056459,1
282,1,1000764,1,1056447,1
283,1,1000764,2,1056446,1
284,1,1000764,3,1056451,1
285,1,1000764,4,1056440,1
286,1,1000764,5,1056453,1
287,1,1000764,6,1056443,1
288,1,1000764,7,1056455,1
289,1,1000764,8,1056450,1
290,1,1000764,9,1056436,1
291,1,1000764,10,1056449,1
292,1,1000764,11,1056444,1
293,1,1000764,12,1056452,1
294,1,1000764,13,1056445,1
295,1,1000764,14,1056463,1
296,1,1000764,15,1056461,1
297,1,1000764,16,1056442,1
298,1,1000764,17,1056456,1
299,1,1000764,18,1056437,1
300,1,1000764,19,1056460,1
301,1,1000764,20,1056441,1
302,1,1000764,21,1056462,1
303,1,1000764,22,1056457,1
304,1,1000764,23,1056464,1
305,1,1000764,24,1056454,1
306,1,1000764,25,1056438,1
307,1,1000764,26,1056448,1
308,1,1000764,27,1056458,1
309,1,1000764,28,1056465,1
310,1,1000764,29,1056439,1
311,0,959310,7,1061233,5
312,0,959310,8,1061226,5
313,0,959310,9,1061232,5
314,0,959310,10,1061234,5
315,0,959310,11,1061227,5
316,0,959310,12,1061231,5
317,0,959310,13,1061238,5
318,0,959310,14,1061235,5
319,0,959310,15,1061228,5
320,0,959310,16,1061236,5
321,0,959310,17,1061229,5
322,0,959310,18,1061230,5
323,0,959310,19,1061237,5
324,0,968705,0,1067023,6
325,0,968705,1,1067017,6
326,0,968705,2,1067018,6
327,0,968705,3,1067019,6
328,0,968705,4,1067021,6
329,0,968705,5,1067013,6
330,0,968705,6,1067016,6
331,0,968705,7,1067015,6
332,0,968705,8,1067022,6
333,0,968705,9,1067014,6
334,1,940356,0,1069058,7
335,1,940356,1,1069048,7
337,1,940356,2,1069050,7
338,1,940356,3,1069056,7
339,1,940356,4,1069046,7
340,1,940356,5,1069057,7
341,1,940356,6,1069052,7
342,1,940356,7,1069051,7
343,1,940356,8,1069054,7
344,1,940356,9,1069047,7
345,1,940356,10,1069053,7
346,1,940356,11,1069049,7
347,1,940356,12,1069059,7
348,1,940356,13,1069055,7
351,0,1011653,0,1054937,23
352,0,1011653,1,1054931,1
355,0,1011653,3,1054925,23
356,0,1011653,1,1054931,23
357,0,1011653,2,1054917,23
358,0,1011653,4,1054926,23
359,0,1011653,5,1054933,23
360,0,1011653,6,1054934,23
361,0,1011653,7,1054921,23
362,0,1011653,8,1054938,23
363,0,1011653,9,1054923,23
364,0,1011653,10,1054929,23
365,0,1011653,11,1054929,23
366,0,1011653,12,1054935,23
367,0,1011653,13,1054922,23
368,0,1011653,14,1054918,23
369,1,1100258,0,1103216,10
370,1,1100258,1,1103217,10
371,1,1100258,2,1103231,10
372,1,1100258,3,1103221,10
373,1,1100258,4,1103215,10
374,1,1100258,5,1103232,10
375,1,1100258,6,1103226,10
376,1,1100258,7,1103212,10
377,1,1100258,8,1103227,10
378,1,1100258,9,1103223,10
379,1,1100258,10,1103229,10
380,1,1100258,11,1103213,10
381,1,1100258,12,1103214,10
382,1,1100258,13,1103222,10
383,1,1100258,14,1103224,10
384,1,1100258,15,1103228,10
385,1,1100258,16,1103220,10
386,1,1100258,17,1103219,10
387,1,1100258,18,1103230,10
388,1,1100258,19,1103225,10
389,0,1100087,0,1103057,10
390,0,1100087,1,1103052,10
391,0,1100087,2,1103046,10
392,0,1100087,3,1103050,10
393,0,1100087,4,1103048,10
394,0,1100087,5,1103064,10
395,0,1100087,6,1103063,10
396,0,1100087,7,1103065,10
397,0,1100087,8,1103047,10
398,0,1100087,9,1103058,10
399,0,1100087,10,1103062,10
400,0,1100087,11,1103066,10
401,0,1100087,12,1103056,10
402,0,1100087,13,1103054,10
403,0,1100087,14,1103051,10
404,0,1100087,15,1103059,10
405,0,1100087,16,1103055,10
406,0,1100087,17,1103049,10
407,0,1100087,18,1103045,10
408,0,1100087,19,1103067,10
409,0,1630218,0,1630655,28
410,0,1630218,1,1630656,28
411,0,1630218,3,1630658,28
412,0,1630218,4,1630659,28
416,0,1630218,2,1630657,28
417,1,1630402,0,1630590,28
418,1,1630402,1,1630591,28
419,1,1630402,2,1630592,28
420,1,1630402,3,1630593,28
421,0,1620605,0,1620670,30
422,0,1620605,1,1620671,30
423,0,1620605,2,1620672,30
424,0,1620605,3,1620673,30
425,0,1620605,4,1620674,30
426,0,1620605,5,1620675,30
427,0,1620605,6,1620676,30
428,0,1620605,7,1620677,30
429,0,1620605,8,1620678,30
430,0,1620605,9,1620679,30
431,1,1593999,0,1594162,30
432,1,1593999,1,1594163,30
433,1,1593999,2,1594164,30
444,0,1814471,0,1864792,27
445,0,1814471,1,1864793,27
446,0,1814471,2,1864794,27
447,0,1814471,3,1864795,27
448,0,1814471,4,1864796,27
449,0,1814471,5,1864797,27
450,1,1810676,0,1864734,27
451,1,1810676,1,1864735,27
452,1,1810676,2,1864794,27
453,1,1810676,3,1864795,27
454,1,1810676,5,1864797,27
455,1,1593999,3,1594165,30
456,1,1593999,4,1594166,30
457,1,1593999,5,1594167,30
458,1,1593999,6,1594168,30
459,1,1593999,7,1594169,30
460,1,1593999,8,1594170,30
461,1,1593999,9,1594171,30
462,0,1734034,0,1815419,29
463,0,1734034,1,1815420,29
464,0,1734034,2,1815421,29
465,0,1734034,3,1815422,29
466,0,1734034,4,1815423,29
467,0,1734034,5,1815424,29
468,0,1734034,6,1815425,29
469,0,1734034,7,1815426,29
470,1,1733758,0,1733819,29
471,1,1733758,1,1733820,29
472,1,1733758,2,1733821,29
473,1,1733758,3,1733822,29
474,1,1733758,4,1733823,29
475,1,1733758,5,1733824,29
476,1,1733758,6,1733825,29
477,1,1733758,7,1733826,29
478,0,917116,0,1054841,36
479,0,917116,1,1054837,36
480,0,917116,2,1054829,36
481,0,917116,3,1054833,36
482,0,917116,4,1054832,36
483,0,917116,5,1054836,36
484,0,917116,6,1054834,36
485,0,917116,7,1054839,36
486,0,917116,8,1054827,36
487,1,949470,0,1053782,36
488,1,949470,1,1053775,36
489,1,949470,2,1053789,36
490,1,949470,3,1053785,36
491,1,949470,4,1053783,36
492,1,949470,5,1053781,36
493,1,949470,6,1053779,36
494,1,949470,7,1053773,36
495,1,949470,8,1053790,36
496,1,1100258,20,1103216,10
497,1,1100258,21,1103217,10
498,1,1100258,22,1103231,10
499,0,1100087,20,1103057,10
500,0,1100087,21,1103052,10
501,0,1100087,22,1103046,10
502,1,0,0,1893033,34
503,1,0,1,1893034,34
504,1,0,2,1893035,34
505,1,0,3,1893037,34
506,1,0,4,1893038,34
507,1,0,5,1893040,34
508,1,0,6,1893042,34
509,1,0,7,1893043,34
511,1,0,8,1893045,34
512,1,0,9,1893047,34
513,0,0,0,2019666,34
514,0,0,1,2019667,34
515,0,0,2,2019668,34
516,0,0,3,2019669,34
517,0,0,4,2019670,34
518,0,0,5,2019671,34
519,0,0,6,2019672,34
520,0,0,7,2019673,34
521,0,0,8,2019674,34
522,0,0,9,2019675,34
533,0,1968587,0,2016357,2
534,0,1968587,1,2016358,2
535,0,1968587,2,2016360,2
536,0,1968587,3,2016363,2
537,0,1968587,4,2016364,2
538,0,1968587,5,2016365,2
539,0,1968587,6,2016366,2
540,0,1968587,7,2016367,2
541,0,1968587,8,2016368,2
542,0,1968587,9,2016369,2
543,0,1968587,10,2016370,2
544,0,1968587,11,2016371,2
545,0,1968587,12,2016372,2
546,0,1968587,13,2016373,2
547,0,1968587,14,2016374,2
548,0,1968587,15,2016375,2
549,0,1968587,16,2016377,2
550,0,1968587,17,2016378,2
551,0,1968587,0,2016357,36
552,0,1968587,1,2016358,36
553,0,1968587,2,2016360,36
554,0,1968587,3,2016363,36
555,0,1968587,4,2016364,36
556,0,1968587,5,2016365,36
557,0,1968587,6,2016366,36
558,0,1968587,7,2016367,36
559,0,1968587,8,2016368,36
665,0,1890765,0,2019666,34
666,0,1890765,1,2019667,34
667,0,1890765,2,2019668,34
668,0,1890765,3,2019669,34
669,0,1890765,4,2019670,34
670,0,1890765,5,2019671,34
671,0,1890765,6,2019672,34
672,0,1890765,7,2019673,34
673,0,1890765,8,2019674,34
674,0,1890765,9,2019675,34
675,1,1890763,0,1893033,34
676,1,1890763,1,1893034,34
677,1,1890763,2,1893035,34
678,1,1890763,3,1893037,34
679,1,1890763,4,1893038,34
680,1,1890763,5,1893040,34
681,1,1890763,6,1893042,34
682,1,1890763,7,1893043,34
683,1,1890763,8,1893045,34
684,1,1890763,9,1893047,34
685,0,1630447,0,1795337,31
686,0,1630447,1,1795338,31
687,0,1630447,2,1795339,31
688,0,1630447,3,1795340,31
689,0,1630447,4,1795341,31
690,1,1662187,0,1995576,31
691,1,1662187,1,1995577,31
692,1,1662187,2,1995578,31
693,1,1662187,3,1995579,31
694,1,1662187,4,1995580,31
695,0,1721003,0,2829527,32
696,0,1721003,1,2829521,32
697,0,1721003,2,2829522,32
698,0,1721003,3,2829523,32
699,0,1721003,4,2829524,32
700,0,1721003,5,2829525,32
701,1,1886724,0,2829556,32
702,1,1886724,2,2829551,32
703,1,1886724,1,2829550,32
704,1,1886724,3,2829552,32
705,1,1886724,4,2829553,32
706,1,1886724,5,2829554,32
707,0,1721003,6,2829526,32
709,1,1886724,6,2829555,32
710,1,1662187,5,1995581,31
711,0,1630447,5,1795338,31
712,0,2622502,0,3195555,37
713,0,2622502,1,3195556,37
714,0,2622502,2,3195561,37
715,0,2622502,3,3195558,37
716,0,2622502,4,3195559,37
718,1,2564806,0,3195582,37
719,1,2564806,1,3195583,37
720,1,2564806,2,3195584,37
721,1,2564806,3,3195585,37
722,1,2564806,4,3195586,37
723,1,2564806,5,3195587,37
