ID,SpellID,MawPowerRarityID
945,330383,4
946,321924,1
947,321924,1
948,331463,4
949,331476,4
950,331370,4
951,331369,4
952,331367,4
953,331365,4
954,342540,3
955,331187,3
956,331197,3
957,331338,3
958,331300,3
959,342546,3
960,331296,2
961,322852,2
962,331287,2
963,331283,2
964,331355,2
965,331194,2
966,331455,1
967,331193,1
968,331192,1
969,331190,1
970,331357,1
971,331186,1
972,331185,1
973,331183,1
974,331179,1
975,331181,1
976,321924,1
977,321924,1
978,333503,4
979,343449,4
980,343450,4
981,343451,4
982,343452,4
983,321924,4
984,343446,3
985,343442,3
986,343392,3
987,333917,3
988,321924,3
989,321924,3
990,333910,4
991,333851,1
992,333847,1
993,333765,3
994,333763,2
995,333759,1
996,333512,2
997,333511,1
998,333510,3
999,333509,2
1000,333508,1
1001,333506,1
1002,333505,2
1003,333502,1
1004,333501,1
1005,343389,2
1006,343382,1
1007,343381,1
1008,329796,1
1038,343468,4
1039,343461,4
1040,343822,4
1041,331679,4
1042,343795,4
1043,343793,4
1044,343790,2
1045,331834,4
1046,331830,3
1047,343788,1
1048,331826,3
1049,331667,3
1050,331823,2
1051,331663,3
1052,331660,3
1053,331655,3
1054,331654,2
1055,321924,2
1056,331650,2
1057,331647,2
1058,331641,2
1059,331622,1
1060,331528,1
1061,331514,1
1062,331512,1
1063,331511,1
1064,331442,1
1065,331439,1
1066,331426,1
1067,331390,1
1068,322830,4
1069,322837,4
1070,322841,4
1071,322843,4
1072,322845,4
1073,322851,2
1074,322823,3
1075,322825,3
1076,322826,3
1077,322829,3
1078,322833,3
1079,322836,3
1080,322840,3
1081,322844,3
1082,322847,3
1083,322849,3
1084,322850,3
1085,322824,2
1086,322828,2
1087,322831,2
1088,322832,2
1089,322834,2
1090,322835,3
1091,322839,2
1092,322846,2
1093,322848,2
1094,322822,1
1095,322827,1
1096,322838,1
1097,322842,1
1098,320800,3
1103,325800,2
1104,325801,2
1105,325830,3
1106,325867,3
1107,325890,4
1108,325887,4
1109,326579,3
1110,327761,3
1111,329489,2
1112,329482,2
1113,329485,2
1114,329483,2
1115,329484,2
1116,329486,2
1117,329488,2
1118,329605,3
1119,330551,4
1120,330671,3
1121,330630,4
1122,330579,2
1123,330666,1
1124,330670,1
1125,329800,1
1126,330657,1
1127,329803,2
1128,330672,3
1129,329959,3
1130,330652,1
1131,330653,1
1132,329799,2
1133,329802,1
1134,329970,3
1135,329969,3
1136,329968,4
1137,329960,4
1138,330274,4
1139,330855,3
1140,330897,2
1141,330904,2
1142,330915,3
1143,331227,1
1144,331375,4
1145,331345,1
1146,331493,4
1147,331447,3
1148,331668,3
1149,331669,3
1150,331670,3
1151,331671,3
1152,331763,4
1153,332216,4
1154,332212,2
1155,332199,3
1157,332163,1
1158,332125,1
1159,332001,2
1160,331931,4
1161,331921,1
1162,331916,3
1163,332316,3
1165,331519,4
1166,331865,1
1167,332398,1
1168,332401,1
1169,332407,1
1170,332409,1
1171,332534,1
1172,332539,1
1173,332540,1
1174,332517,2
1175,332532,3
1176,332366,4
1177,332541,1
1178,332542,3
1179,332545,4
1180,350575,3
1181,332548,1
1182,332578,4
1183,332573,1
1184,332584,1
1185,332603,2
1186,332627,2
1187,332628,2
1188,332691,3
1189,332685,3
1190,332739,3
1191,332592,2
1192,332799,1
1193,332800,3
1194,332803,3
1195,332806,4
1196,332924,4
1197,332861,1
1198,332939,3
1199,332947,2
1200,333041,1
1201,333038,2
1202,333042,3
1203,333093,4
1204,332880,2
1205,332887,3
1206,332897,4
1207,332907,2
1208,333024,3
1209,333029,4
1210,332807,4
1211,333067,2
1212,333121,4
1213,333124,1
1214,333334,2
1215,333339,3
1216,333344,4
1217,333348,2
1218,333349,3
1219,333352,4
1220,333355,2
1221,333357,3
1222,333366,4
1223,333471,3
1224,333480,3
1225,333496,4
1226,333585,2
1227,333598,3
1228,333620,4
1229,333608,4
1230,333327,3
1231,333388,2
1232,333761,3
1233,333786,2
1234,333858,3
1235,333891,4
1236,333893,4
1237,333911,2
1238,333927,2
1239,333937,3
1240,333949,4
1241,333996,3
1242,334005,4
1243,334314,1
1244,334337,3
1245,334393,4
1246,334412,4
1247,334459,1
1248,329815,2
1249,334592,3
1250,334604,2
1251,334730,2
1252,334992,2
1253,335054,2
1254,335069,2
1255,335088,3
1256,335095,4
1257,332808,3
1258,335424,1
1259,335441,4
1260,335557,2
1261,335562,3
1262,335566,4
1263,335601,2
1264,335600,2
1265,335608,3
1266,335611,4
1267,335620,2
1268,335630,3
1269,335632,4
1270,335607,3
1271,335643,4
1272,335644,2
1273,335645,4
1274,335689,3
1275,335741,2
1276,335747,3
1277,335754,4
1278,335766,2
1279,335771,3
1280,336387,4
1281,336485,2
1282,336489,3
1283,336492,2
1284,336493,4
1285,336549,4
1286,336612,2
1287,336615,3
1288,336625,4
1289,336643,3
1290,337585,3
1291,337613,3
1292,337620,3
1293,337645,3
1294,337657,3
1295,337719,3
1296,337728,3
1297,337750,3
1298,337765,3
1299,337878,3
1300,337881,3
1301,337928,3
1302,337938,3
1303,338023,3
1304,338029,3
1305,338062,3
1306,338072,3
1307,338446,3
1308,338449,3
1309,338512,3
1310,338596,3
1311,338616,3
1312,338631,3
1313,338705,3
1314,338733,3
1315,338922,3
1316,338948,3
1317,339024,3
1318,339026,3
1319,339111,3
1320,339126,3
1321,340180,3
1322,340435,3
1323,340445,1
1324,340448,2
1325,340451,4
1326,340643,2
1327,340672,2
1328,340676,1
1329,340691,1
1330,340742,3
1331,340745,2
1332,340774,1
1333,340801,3
1334,340850,3
1335,341137,2
1336,340725,2
1337,340728,3
1338,340755,4
1339,340928,2
1340,341095,3
1341,341098,4
1342,341324,3
1343,341576,3
1344,341658,2
1345,341710,1
1346,341721,1
1347,341737,4
1348,341745,3
1349,341753,2
1350,341762,1
1351,341780,1
1352,341798,2
1353,341805,3
1354,341813,4
1355,341817,1
1356,341951,1
1357,341954,1
1358,341973,2
1359,342008,1
1360,342023,2
1361,342359,2
1362,342360,3
1363,342362,4
1364,342370,2
1365,342371,3
1366,342372,4
1367,342374,2
1368,342376,3
1369,342377,4
1370,342382,2
1371,342387,3
1372,342390,4
1373,342397,2
1374,342409,3
1375,342399,4
1376,342411,2
1377,342412,3
1378,342413,4
1379,342632,3
1380,342664,3
1381,342710,4
1382,342757,2
1383,342789,3
1384,342779,4
1385,342793,2
1386,342799,3
1387,342818,4
1388,343237,2
1389,343245,3
1390,343251,4
1391,345632,2
1392,343377,3
1393,343379,4
1394,344580,2
1395,344581,3
1396,344588,4
1397,344590,3
1398,342458,2
1399,347943,3
1400,347934,3
1401,347944,3
1402,347948,3
1403,347945,3
1404,347946,3
1405,347947,3
1406,347960,3
1407,347961,3
1408,347962,3
1409,347966,3
1410,347967,3
1411,347968,3
1412,347969,3
1413,347972,3
1414,347975,3
1415,347976,3
1416,347978,3
1417,347980,3
1418,347982,3
1419,347985,3
1420,347988,3
1421,348025,3
1422,348027,3
1423,348040,3
1424,348041,3
1425,348043,3
1426,348048,3
1427,348059,3
1428,348063,3
1429,295073,2
1430,348482,3
1431,348483,2
1432,348511,1
1433,348541,1
1434,348545,1
1435,348904,2
1436,348908,2
1438,348910,4
1439,349916,2
1440,349944,2
1441,350005,3
1442,350007,2
1443,350060,1
1444,350065,3
1445,350117,3
1446,350129,3
1447,350140,3
1448,350248,4
1449,350252,3
1450,332543,4
1451,350267,2
1454,353743,3
1455,353747,3
1456,354487,3
1457,354460,3
1458,354483,3
1459,354480,4
1460,354478,2
1461,354481,3
1462,354482,3
1463,354569,3
1464,354709,3
1465,354708,3
1466,354707,3
1467,354698,3
1470,357609,3
1471,357839,3
1472,357848,3
1473,357864,3
1474,357575,3
1475,357706,3
1476,356359,4
1477,356389,4
1478,356685,4
1479,356506,4
1480,356524,4
1481,356600,3
1482,356530,3
1483,356662,3
1484,356779,4
1485,357524,3
1486,356827,3
1487,356828,3
1488,357604,3
1489,357747,3
1491,357814,3
1492,357815,3
1493,357817,3
1495,357556,3
1497,357778,3
1498,357820,3
1499,357825,3
1500,357829,3
1501,357834,3
1502,357842,3
1503,357847,3
1504,357863,3
1505,357889,3
1506,357897,3
1507,357900,3
1509,366353,0
1510,366352,0
1511,366355,0
1512,294588,4
1513,294611,4
1514,294594,4
1515,294601,4
1516,294604,4
1517,293027,4
1518,362182,4
1523,363726,4
1524,363741,4
1525,363878,4
1526,363888,4
1527,363994,4
1528,364048,4
1529,364085,4
1530,364088,3
1532,364097,3
1533,364157,2
1534,364474,1
1536,364516,2
1537,364517,3
1538,364518,4
1539,364538,1
1540,364542,2
1541,364543,3
1542,364545,4
1543,364663,2
1544,364675,3
1545,364692,2
1546,365200,1
1547,365267,1
1548,367084,0
1549,366359,0
1550,367081,0
1551,367092,0
1552,366351,0
1553,366360,0
1554,367085,0
1555,366356,0
1556,367086,0
1557,367091,0
1558,367083,0
1559,367089,0
1560,366354,0
1561,367088,0
1562,367090,0
1563,367093,0
1564,367087,0
1565,367099,0
1566,367171,0
1567,367172,0
1568,367097,0
1569,367096,0
1570,367095,0
1571,366357,0
1572,366358,0
1573,367094,0
1574,365968,0
1575,367098,0
1576,366361,0
1577,366362,0
1578,366363,0
1579,366364,0
1580,366580,0
1581,366582,0
1582,366583,0
1583,366584,0
1584,366585,0
1588,367910,3
1589,367911,3
1590,367912,3
1591,367913,3
1592,367914,3
1628,372904,1
1629,372909,2
1630,372910,3
1631,372911,1
1632,372912,2
1633,372913,3
1634,372917,1
1635,372918,2
1636,372919,3
1637,372914,1
1638,372915,2
1639,372916,3
1640,372920,1
1641,372921,2
1642,372922,3
1643,372923,2
1644,372929,2
1645,372932,2
1646,372933,2
1647,372936,2
1648,372938,2
1649,372939,3
1650,372940,3
1651,372946,3
1652,372948,3
1653,372950,3
1654,372954,4
1655,372958,4
1656,373005,4
1658,373713,1
1659,373726,1
1660,373748,3
1661,373761,3
1662,373770,4
1669,374402,3
1670,374403,3
1685,385651,2
1686,385429,1
1687,385841,4
1688,385119,2
1691,385368,1
1692,385384,1
1693,385441,1
1694,385444,1
1695,385494,3
1696,385397,2
1703,385720,1
1704,385814,3
1705,385701,3
1707,385844,3
1708,385917,3
1709,386492,2
1710,386493,3
1711,386494,3
1712,386513,2
1713,386515,4
1714,386518,4
1720,388704,1
1721,388733,3
1722,388818,2
1723,388819,2
1724,388746,2
1725,388905,2
1726,388928,3
1736,391027,1
1737,391028,1
1738,391033,1
1739,391038,1
1781,372935,2
1782,394040,2
1884,412795,2
1885,412796,2
1886,412799,2
1887,412801,2
1888,412802,2
1889,412828,2
1890,412829,3
1891,417638,3
1892,412833,3
1893,412834,2
1894,414636,3
1895,414584,2
1896,415147,2
1897,415174,2
1898,415185,2
1899,416868,1
1900,417790,3
1901,418100,1
1902,418166,1
1903,424231,4
1904,424273,4
1905,424341,3
1906,424560,2
1907,424568,4
1908,424612,4
1909,425247,4
1910,424617,4
1911,424613,4
1912,424822,1
1913,425196,3
1914,418754,1
1915,428110,4
1916,428124,3
1917,428203,2
1950,441977,4
1951,441111,3
1952,441969,4
1953,441968,3
1954,441967,3
1955,441965,3
1956,441991,4
1959,446749,0
1963,441981,4
1964,447389,4
1965,447393,4
1966,459279,3
1967,459274,3
1968,423852,1
1969,423851,1
1976,448868,3
1978,448876,3
1979,449192,3
1981,449196,3
1982,449036,3
1983,449163,3
1984,449178,3
1985,433846,4
1986,433847,4
1987,433848,4
1988,449341,1
1989,449297,1
1990,449342,1
1991,449340,1
1992,449343,1
1993,451317,3
1994,451418,3
1995,451419,3
1996,452735,3
1997,452882,3
1998,452992,3
2000,459254,4
