ID,CreatureFootstepID,TerrainSoundID,SoundID,SoundIDSplash
334,137,8,5051,42788
335,137,9,5051,42788
377,117,19,123555,42788
381,137,18,5051,42788
563,255,9,32791,42788
564,255,1,32791,42788
565,255,6,32791,42788
566,255,7,32791,42788
567,255,2,32791,42788
568,255,8,32791,42788
570,255,4,32791,42788
571,255,3,32791,42788
572,255,10,32791,42788
573,255,5,32791,42788
642,8,10,0,42788
652,277,9,36180,230293
653,277,8,36180,230293
654,277,1,36180,230293
655,277,7,36180,230293
656,277,2,36180,230293
657,277,6,36180,230293
658,277,3,36180,230293
659,277,4,36180,230293
660,277,5,36180,230293
661,278,1,36717,230293
662,278,6,36717,230293
663,278,7,36717,230293
664,278,2,36717,230293
665,278,8,36717,230293
666,278,4,36717,230293
667,278,9,36717,230293
668,278,3,36717,230293
669,278,15,36717,230293
670,278,5,36717,230293
705,296,18,230276,230286
706,296,1,230275,230286
707,296,2,230281,230286
708,296,3,230284,230286
709,296,4,230285,230286
710,296,5,230271,230286
711,296,6,230277,230286
712,296,7,230280,230286
713,296,8,230274,230286
714,296,9,230282,230286
717,188,1,37907,42788
718,188,6,37907,42788
719,188,7,37907,42788
720,188,2,37907,42788
721,188,8,37907,42788
722,188,4,37907,42788
723,188,9,37907,42788
724,188,3,37907,42788
726,188,5,37907,42788
818,307,1,42802,42787
819,307,11,42573,42787
820,307,6,42574,42787
821,307,13,230124,42787
822,307,7,57567,42787
823,307,12,42576,42787
824,307,2,42575,42787
825,307,8,42577,42787
826,307,4,42896,42787
827,307,9,43093,42787
828,307,3,42578,42787
829,307,14,43093,42787
830,307,10,0,42787
831,307,5,42579,42787
846,309,1,42588,42787
847,309,2,42591,42787
848,309,3,42594,42787
849,309,4,230125,42787
850,309,5,42595,42787
851,309,6,42590,42787
852,309,7,57568,42787
853,309,8,42593,42787
854,309,9,43090,42787
855,309,10,0,42787
856,309,11,42589,42787
857,309,12,42592,42787
858,309,13,230126,42787
859,309,14,43090,42787
860,8,13,42895,42788
861,8,12,42584,42788
862,7,13,42897,42787
863,7,12,42569,42787
865,7,11,42566,42787
866,8,11,42581,42788
877,10,11,42866,42787
878,10,13,230121,42787
879,10,12,42869,42787
880,7,14,43088,42787
881,311,1,43001,42787
882,311,2,43004,42787
883,311,3,43007,42787
884,311,4,230127,42787
885,311,5,43008,42787
886,311,6,43003,42787
887,311,7,57570,42787
888,311,8,43011,42787
889,311,9,43091,42787
891,311,11,43002,42787
892,311,12,43005,42787
893,311,13,230128,42787
894,311,14,43091,42787
899,312,1,43042,43053
900,312,2,43046,43053
901,312,3,43048,43053
902,312,4,43052,43053
903,312,5,43049,43053
904,312,6,43044,43053
905,312,7,43044,43053
906,312,8,43047,43053
907,312,9,43050,43053
908,312,10,0,43053
909,312,11,43043,43053
910,312,12,43045,43053
911,312,13,43051,43053
912,312,14,43050,43053
913,8,14,43089,42788
914,10,14,43092,42787
915,313,1,43064,43053
916,313,2,43059,43053
917,313,3,43056,43053
918,313,4,43057,43053
919,313,5,43054,43053
920,313,6,43062,43053
921,313,7,43062,43053
922,313,8,43058,43053
923,313,9,43055,43053
924,313,10,0,43053
925,313,11,43063,43053
926,313,12,43060,43053
927,313,13,43061,43053
928,313,14,43055,43053
1170,332,1,53777,42788
1171,332,2,53777,42788
1172,332,3,53777,42788
1173,332,4,53777,42788
1174,332,5,53777,42788
1175,332,6,53777,42788
1176,332,7,53777,42788
1177,332,8,53777,42788
1178,332,9,53777,42788
1302,8,15,57921,42788
1303,8,16,57985,42788
1304,7,15,57922,42787
1305,311,15,57923,42787
1306,10,15,57924,42787
1307,309,15,57925,42787
1308,307,15,57926,42787
1309,307,16,57980,42787
1310,309,16,57981,42787
1311,10,16,57982,42787
1312,311,16,57983,42787
1313,7,16,57984,42787
1328,342,18,63334,42787
1329,342,1,63334,42787
1330,342,11,63333,42787
1331,342,6,63332,42787
1332,342,16,63331,42787
1333,342,13,63336,42787
1334,342,7,63330,42787
1335,342,12,63329,42787
1336,342,2,63328,42787
1337,342,17,63334,42787
1338,342,8,63327,42787
1339,342,4,63337,42787
1340,342,9,63338,42787
1341,342,3,63326,42787
1342,342,14,63338,42787
1343,342,15,63325,42787
1345,342,5,63323,42787
1567,359,1,80000,230293
1568,359,2,80000,230293
1569,359,3,80000,230293
1570,359,4,80000,230293
1571,359,5,80000,230293
1572,359,6,80000,230293
1573,359,7,80000,230293
1574,359,8,80000,230293
1575,359,9,80000,230293
1577,359,15,80000,230293
1578,359,17,80000,230293
1579,359,13,80000,230293
1580,359,16,80000,230293
1744,373,1,93248,42787
1745,373,2,93248,42787
1746,373,3,93248,42787
1747,373,4,93248,42787
1748,373,5,93248,42787
1749,373,6,93248,42787
1750,373,7,93248,42787
1751,373,8,93248,42787
1752,373,9,93248,42787
1753,373,10,93248,42787
1754,373,11,93248,42787
1755,373,12,93248,42787
1756,373,13,93248,42787
1757,373,14,93248,42787
1758,373,15,93248,42787
1759,373,16,93248,42787
1760,374,1,93260,42787
1761,374,2,93260,42787
1762,374,3,93260,42787
1763,374,4,93260,42787
1764,374,5,93260,42787
1765,374,6,93260,42787
1766,374,7,93260,42787
1767,374,8,93260,42787
1768,374,9,93260,42787
1769,374,10,93260,42787
1770,374,11,93260,42787
1771,374,12,93260,42787
1772,374,13,93260,42787
1773,374,14,93260,42787
1774,374,15,93260,42787
1775,374,16,93260,42787
1776,375,1,115640,42787
1777,375,2,115640,42787
1778,375,3,115640,42787
1779,375,4,115640,42787
1780,375,5,115640,42787
1781,375,6,115640,42787
1782,375,7,115640,42787
1783,375,8,115640,42787
1784,375,9,115640,42787
1786,375,11,115640,42787
1787,375,12,115640,42787
1788,375,13,115640,42787
1789,375,14,115640,42787
1790,375,15,115640,42787
1791,375,16,115640,42787
1827,379,1,31689,42788
1828,379,2,31689,42788
1829,379,3,31689,42788
1830,379,4,31689,42788
1831,379,5,31689,42788
1832,379,6,31689,42788
1833,379,7,31689,42788
1834,379,8,31689,42788
1835,379,9,31689,42788
1877,383,1,103507,42787
1878,383,2,103507,42787
1879,383,3,103507,42787
1880,383,4,103507,42787
1881,383,5,103507,42787
1882,383,6,103507,42787
1883,383,7,103507,42787
1884,383,8,103507,42787
1885,383,9,103507,42787
1886,384,19,206942,42787
1887,384,1,206942,42787
1888,384,2,206952,42787
1889,384,3,206952,42787
1890,384,4,206880,42787
1891,384,5,206952,42787
1892,384,6,206949,42787
1893,384,7,206949,42787
1894,384,8,206880,42787
1895,384,9,206880,42787
2066,493,1,230135,42788
2067,493,2,230136,42788
2068,493,3,230137,42788
2069,493,4,230138,42788
2070,493,5,230139,42788
2071,493,6,230140,42788
2072,493,7,230141,42788
2073,493,8,230142,42788
2074,493,9,230143,42788
2076,493,11,230144,42788
2077,493,12,230145,42788
2078,493,13,230146,42788
2079,493,14,230143,42788
2080,493,15,230147,42788
2081,493,16,230148,42788
2090,6,10,2546,187844
2105,7,19,123555,42787
2106,342,19,123555,42787
2107,255,19,123555,42788
2109,313,19,123555,43053
2111,8,19,123555,42788
2115,307,19,123555,42787
2116,309,19,123555,42787
2117,311,19,123555,42787
2118,312,19,123555,43053
2122,277,19,123555,230293
2125,278,19,123555,230293
2126,359,19,123555,230293
2134,188,19,123555,42788
2140,6,19,123556,187844
2142,10,19,123555,42787
2250,506,8,137141,43053
2251,506,1,137141,43053
2252,506,2,137141,43053
2253,506,3,137141,43053
2254,506,4,137141,43053
2275,508,1,148274,148283
2276,508,2,148275,148283
2277,508,3,148276,148283
2278,508,4,148277,148283
2279,508,5,148278,148283
2280,508,6,148279,148283
2281,508,7,148280,148283
2282,508,8,148281,148283
2283,508,9,148282,148283
2284,508,15,148287,148283
2285,508,11,148284,148283
2286,508,12,148285,148283
2287,508,13,148286,148283
2288,508,14,148282,148283
2290,508,16,148288,148283
2291,508,19,123555,148283
2293,510,1,155025,42787
2294,510,2,155025,42787
2295,510,3,155025,42787
2296,510,4,155025,42787
2297,510,5,155025,42787
2298,510,6,155025,42787
2299,510,7,155025,42787
2300,510,8,155025,42787
2301,510,9,155025,42787
2382,521,1,168880,0
2383,521,2,168880,0
2384,521,3,168880,0
2385,521,4,168880,0
2386,521,5,168880,0
2387,521,6,168880,0
2388,521,7,168880,0
2389,521,8,168880,0
2390,521,9,168880,0
2392,521,11,168880,0
2393,521,12,168880,0
2394,521,13,168880,0
2395,521,14,168880,0
2396,521,17,168880,0
2397,522,19,169345,187844
2398,522,18,169345,187844
2399,522,1,169345,187844
2400,522,11,169345,187844
2401,522,6,169345,187844
2402,522,16,169345,187844
2403,522,13,169345,187844
2404,522,7,169345,187844
2405,522,12,169345,187844
2406,522,2,169345,187844
2407,522,17,169345,187844
2408,522,8,169345,187844
2409,522,4,169345,187844
2410,522,9,169345,187844
2411,522,3,169345,187844
2412,522,14,169345,187844
2413,522,15,169345,187844
2415,522,5,169345,187844
2417,524,1,171760,0
2418,524,2,171760,0
2419,524,3,171760,0
2420,524,4,171760,0
2421,524,5,171760,0
2422,524,6,171760,0
2423,524,7,171760,0
2424,524,8,171760,0
2425,524,9,171760,0
2514,531,1,175628,42787
2515,531,19,123555,42787
2516,531,3,175628,42787
2517,531,4,175628,42787
2518,531,11,175628,42787
2519,531,5,175628,42787
2520,531,6,175628,42787
2521,531,7,175628,42787
2522,531,8,175628,42787
2523,531,9,175628,42787
2524,531,12,175628,42787
2525,531,13,175628,42787
2526,531,14,175628,42787
2527,531,17,175628,42787
2653,543,1,176414,42787
2654,543,2,176414,42787
2655,543,3,176414,42787
2656,543,4,176414,42787
2657,543,5,176414,42787
2658,543,6,176414,42787
2659,543,7,176414,42787
2660,543,8,176414,42787
2661,543,9,176414,42787
2662,543,10,176414,42787
2663,543,11,176414,42787
2664,543,12,176414,42787
2665,543,13,176414,42787
2666,543,14,176414,42787
2680,546,1,176792,0
2709,549,1,177799,42788
2710,550,1,177811,230293
2711,550,2,177811,230293
2712,550,3,177811,230293
2713,550,4,177811,230293
2714,550,5,177811,230293
2715,550,6,177811,230293
2716,550,7,177811,230293
2717,550,8,177811,230293
2718,550,9,177811,230293
2720,550,11,177811,230293
2721,550,12,177811,230293
2722,550,13,177811,230293
2723,550,14,177811,230293
2770,554,3,178772,0
2771,555,3,178773,0
2774,558,3,179276,0
2775,558,7,179276,0
2776,559,3,179897,0
2777,559,1,179897,0
2778,559,2,179897,0
2814,563,1,185872,42788
2815,563,2,185873,42788
2816,563,3,185874,42788
2817,563,4,185883,42788
2818,563,5,185875,42788
2819,563,6,185876,42788
2820,563,7,185877,42788
2821,563,8,185878,42788
2822,563,9,185884,42788
2824,563,11,185879,42788
2825,563,12,185880,42788
2826,563,13,185883,42788
2827,563,14,185884,42788
2828,563,15,185881,42788
2829,563,16,185882,42788
2830,563,17,185884,42788
2831,563,19,185885,42788
2835,566,1,187205,42787
2836,566,19,187205,42787
2837,566,18,187205,42787
2838,566,11,187205,42787
2839,566,6,187205,42787
2840,566,16,187205,42787
2841,566,13,187205,42787
2842,566,7,187205,42787
2843,566,12,187205,42787
2844,566,2,187205,42787
2845,566,17,187205,42787
2846,566,8,187205,42787
2847,566,4,187205,42787
2848,566,9,187205,42787
2849,566,3,187205,42787
2850,566,14,187205,42787
2851,566,15,187205,42787
2853,566,5,187205,42787
2854,567,1,187678,42788
2855,567,11,187678,42788
2856,567,6,187678,42788
2857,567,16,187678,42788
2858,567,13,187678,42788
2859,567,7,187678,42788
2860,567,12,187678,42788
2861,567,2,187678,42788
2862,567,17,187678,42788
2863,567,8,187678,42788
2864,567,4,187678,42788
2865,567,9,187678,42788
2866,567,3,187678,42788
2867,567,14,187678,42788
2868,567,15,187678,42788
2870,567,5,187678,42788
2871,568,1,187771,0
2872,568,3,187773,0
2905,570,1,187900,42787
2906,570,3,187898,42787
2909,572,1,188339,42788
2910,572,2,188340,42788
2911,572,3,188341,42788
2912,572,5,188342,42788
2913,572,6,188343,42788
2914,572,7,188344,42788
2915,572,8,188345,42788
2916,572,11,188346,42788
2917,572,12,188347,42788
2918,572,15,188348,42788
2919,572,16,188349,42788
2920,572,4,188350,42788
2921,572,14,188351,42788
2922,572,19,188352,42788
2924,573,1,189852,0
2925,573,3,189854,0
2926,574,3,190851,0
2932,578,1,191234,0
2933,578,3,191236,0
2968,11,11,1174,42788
2969,11,13,1174,42788
2970,11,16,1174,42788
2971,11,17,1174,42788
2973,11,15,1174,42788
2974,11,12,1174,42788
2975,11,14,1174,42788
2976,11,19,123555,42788
2977,11,18,1174,42788
3038,586,1,194950,42788
3039,586,2,194950,42788
3040,586,3,194950,42788
3041,586,4,194950,42788
3042,586,5,194950,42788
3043,586,6,194950,42788
3044,586,7,194950,42788
3045,586,8,194950,42788
3046,586,9,194950,42788
3048,586,11,194950,42788
3049,586,12,194950,42788
3050,586,13,194950,42788
3051,586,14,194950,42788
3052,586,15,194950,42788
3053,586,16,194950,42788
3054,586,17,194950,42788
3055,586,18,194950,42788
3056,586,19,194950,42788
3057,587,1,196206,211948
3078,590,1,209628,42787
3079,590,19,209628,42787
3080,590,18,209628,42787
3081,590,11,209628,42787
3082,590,6,209628,42787
3083,590,16,209628,42787
3084,590,13,209628,42787
3085,590,7,209628,42787
3086,590,17,209628,42787
3087,590,8,209628,42787
3088,590,9,209628,42787
3089,590,3,209628,42787
3090,590,14,209628,42787
3091,590,15,209628,42787
3093,590,5,209628,42787
3094,591,1,211044,42788
3095,591,11,211045,42788
3096,591,6,211046,42788
3097,591,16,211047,42788
3098,591,13,211048,42788
3099,591,7,211049,42788
3100,591,12,211050,42788
3101,591,2,211051,42788
3102,591,8,211052,42788
3103,591,4,211053,42788
3104,591,3,211054,42788
3105,591,15,211055,42788
3106,591,5,211056,42788
3107,591,17,211058,42788
3108,591,19,211062,42788
3109,591,14,211058,42788
3127,587,8,215810,211948
3128,587,4,215809,211948
3129,587,6,215811,211948
3130,587,5,215808,211948
3131,594,1,218989,42787
3132,594,6,218991,42787
3133,594,16,218989,42787
3134,594,13,218990,42787
3135,594,7,218989,42787
3136,594,19,218990,42787
3137,594,18,218990,42787
3138,594,11,218990,42787
3139,594,12,218990,42787
3140,594,2,218990,42787
3141,594,17,218990,42787
3142,594,8,218992,42787
3143,594,4,218992,42787
3144,594,9,218990,42787
3145,594,3,218990,42787
3146,594,14,218989,42787
3147,594,15,218991,42787
3149,594,5,218990,42787
3153,596,1,222402,222415
3154,596,11,222407,222415
3155,596,6,222405,222415
3156,596,16,222418,222415
3157,596,13,222406,222415
3158,596,7,222419,222415
3159,596,2,222409,222415
3160,596,12,222410,222415
3161,596,8,222411,222415
3162,596,4,222412,222415
3163,596,3,222413,222415
3164,596,14,222414,222415
3165,596,15,222420,222415
3166,596,10,222415,222415
3167,596,5,222416,222415
3179,598,2,226641,211948
3180,598,3,226641,211948
3181,599,1,226693,0
3182,599,19,226693,0
3183,599,6,226693,0
3184,599,16,226693,0
3185,599,7,226693,0
3186,599,12,226693,0
3187,599,2,226693,0
3188,599,17,226693,0
3189,599,8,226693,0
3190,599,4,226693,0
3191,599,9,226693,0
3192,599,3,226693,0
3193,599,15,226693,0
3194,599,5,226693,0
3195,599,13,226693,0
3196,600,1,227874,227861
3197,600,5,227859,227861
3198,600,4,227868,227861
3199,600,6,227872,227861
3200,600,8,227870,227861
3201,601,1,227854,227856
3202,601,2,227858,227856
3203,601,3,227863,227856
3204,601,4,227864,227856
3205,601,5,227865,227856
3206,601,6,227867,227856
3207,601,7,227869,227856
3208,601,8,227871,227856
3209,601,9,227873,227856
3210,601,10,227856,227856
3211,601,11,227875,227856
3212,601,12,227877,227856
3213,601,13,227878,227856
3214,601,14,227873,227856
3215,601,15,227879,227856
3216,601,16,227880,227856
3217,601,19,227882,227856
3218,309,18,42589,42787
3219,8,18,42581,42788
3220,7,18,42566,42787
3221,311,18,43002,42787
3222,591,18,211045,42788
3223,508,18,148284,148283
3225,312,18,43043,43053
3226,313,18,43063,43053
3227,506,6,137141,43053
3228,506,5,137141,43053
3229,506,7,137141,43053
3230,493,19,123555,42788
3236,13,19,1182,42788
3237,13,11,1182,42788
3238,13,16,1182,42788
3239,13,13,1182,42788
3240,13,12,1182,42788
3241,13,17,1182,42788
3242,13,14,1182,42788
3243,13,15,1182,42788
3244,384,18,206952,42787
3245,384,11,206952,42787
3246,384,16,206942,42787
3247,384,13,206952,42787
3248,384,12,206952,42787
3249,384,17,206952,42787
3250,384,9,206949,42787
3251,384,14,206949,42787
3252,384,15,206949,42787
3253,296,19,123555,230286
3254,296,11,230276,230286
3255,296,16,230278,230286
3256,296,13,230279,230286
3257,296,12,230272,230286
3258,296,17,230282,230286
3259,296,14,230282,230286
3260,296,15,230270,230286
3261,587,19,123555,211948
3262,587,18,196206,211948
3263,587,11,196206,211948
3264,587,16,196206,211948
3265,587,13,215809,211948
3266,587,7,215811,211948
3267,587,12,196206,211948
3268,587,2,196206,211948
3269,587,17,196206,211948
3270,587,9,196206,211948
3271,587,3,196206,211948
3272,587,14,215811,211948
3273,587,15,215811,211948
3274,605,19,123555,211948
3275,605,18,230292,211948
3276,605,1,230292,211948
3277,605,11,230292,211948
3278,605,6,230291,211948
3279,605,16,230292,211948
3280,605,13,230289,211948
3281,605,7,230291,211948
3282,605,12,230292,211948
3283,605,2,230292,211948
3284,605,17,230292,211948
3285,605,8,230290,211948
3286,605,4,230289,211948
3287,605,9,230292,211948
3288,605,3,230292,211948
3289,605,14,230292,211948
3290,605,15,230291,211948
3291,605,5,230288,211948
3292,598,19,123555,211948
3293,598,18,226641,211948
3294,598,1,226641,211948
3295,598,11,226641,211948
3296,598,6,226641,211948
3297,598,16,226641,211948
3298,598,13,226641,211948
3299,598,7,226641,211948
3300,598,12,226641,211948
3301,598,2,226641,211948
3302,598,17,226641,211948
3303,598,8,226641,211948
3304,598,4,226641,211948
3305,598,9,226641,211948
3306,598,3,226641,211948
3307,598,14,226641,211948
3308,598,15,226641,211948
3309,598,5,226641,211948
3310,278,18,36717,230293
3311,278,11,36717,230293
3312,278,16,36717,230293
3313,278,13,36717,230293
3314,278,12,36717,230293
3315,278,2,36717,230293
3316,278,17,36717,230293
3317,278,14,36717,230293
3318,359,18,80000,230293
3319,359,11,80000,230293
3320,359,12,80000,230293
3321,359,14,80000,230293
3322,277,18,36180,230293
3323,277,11,36180,230293
3324,277,16,36180,230293
3325,277,13,36180,230293
3326,277,12,36180,230293
3327,277,17,36180,230293
3328,277,9,36180,230293
3329,277,14,36180,230293
3330,277,15,36180,230293
3331,383,19,123555,42787
3332,383,18,103507,42787
3333,383,11,103507,42787
3334,383,16,103507,42787
3335,383,13,103507,42787
3336,383,12,103507,42787
3337,383,17,103507,42787
3338,383,14,103507,42787
3339,383,15,103507,42787
3340,6,18,2546,187844
3341,6,11,2546,187844
3342,6,16,2546,187844
3343,6,13,2546,187844
3344,6,12,2546,187844
3345,6,17,2546,187844
3346,6,14,2546,187844
3347,6,15,2546,187844
3350,607,19,123555,42788
3351,607,18,230296,42788
3352,607,1,230296,42788
3353,607,11,230296,42788
3354,607,6,230296,42788
3355,607,16,230296,42788
3356,607,13,230296,42788
3357,607,7,230296,42788
3358,607,12,230296,42788
3359,607,2,230296,42788
3360,607,17,230296,42788
3361,607,8,230296,42788
3362,607,4,230296,42788
3363,607,9,230296,42788
3364,607,3,230296,42788
3365,607,14,230296,42788
3366,607,15,230296,42788
3367,607,5,230296,42788
3368,608,19,123555,42787
3369,608,18,230297,42787
3370,608,1,230297,42787
3371,608,11,230297,42787
3372,608,6,230297,42787
3373,608,16,230297,42787
3374,608,13,230297,42787
3375,608,7,230297,42787
3376,608,12,230297,42787
3377,608,2,230297,42787
3378,608,17,230297,42787
3379,608,8,230297,42787
3380,608,4,230297,42787
3381,608,9,230297,42787
3382,608,3,230297,42787
3383,608,14,230297,42787
3384,608,15,230297,42787
3385,608,5,230297,42787
3386,609,19,123555,43053
3387,609,18,230298,43053
3388,609,1,230298,43053
3389,609,11,230298,43053
3390,609,6,230298,43053
3391,609,16,230298,43053
3392,609,13,230298,43053
3393,609,7,230298,43053
3394,609,12,230298,43053
3395,609,2,230298,43053
3396,609,17,230298,43053
3397,609,8,230298,43053
3398,609,4,230298,43053
3399,609,9,230298,43053
3400,609,14,230298,43053
3401,609,15,230298,43053
3402,609,5,230298,43053
3403,610,19,123555,230293
3404,610,18,32335,230293
3405,610,1,32335,230293
3406,610,11,32335,230293
3407,610,6,32335,230293
3408,610,16,32335,230293
3409,610,13,32335,230293
3410,610,7,32335,230293
3411,610,12,32335,230293
3412,610,2,32335,230293
3413,610,17,32335,230293
3414,610,8,32335,230293
3415,610,4,32335,230293
3416,610,9,32335,230293
3417,610,3,32335,230293
3418,610,14,32335,230293
3419,610,15,32335,230293
3420,610,5,32335,230293
3421,16,19,123555,42788
3422,16,11,2550,42788
3423,16,16,2550,42788
3424,16,13,2550,42788
3425,16,12,2550,42788
3426,16,15,2550,42788
3427,16,14,2550,42788
3428,255,18,32791,42788
3429,255,11,32791,42788
3430,255,16,32791,42788
3431,255,13,32791,42788
3432,255,12,32791,42788
3433,255,17,32791,42788
3434,255,14,32791,42788
3435,255,15,32791,42788
3436,611,19,123555,43053
3437,611,18,230323,43053
3438,611,1,230323,43053
3439,611,11,230323,43053
3440,611,6,230323,43053
3441,611,16,230323,43053
3442,611,13,230323,43053
3443,611,7,230323,43053
3444,611,12,230323,43053
3445,611,2,230323,43053
3446,611,17,230323,43053
3447,611,8,230323,43053
3448,611,4,230323,43053
3449,611,9,230323,43053
3450,611,3,230323,43053
3451,611,14,230323,43053
3452,611,15,230323,43053
3453,611,5,230323,43053
3454,117,18,4321,42788
3455,117,11,4321,42788
3456,612,1,31822,42788
3457,612,19,123555,42788
3458,612,18,31822,42788
3459,612,11,31822,42788
3460,612,6,31822,42788
3461,612,16,31822,42788
3462,612,13,31822,42788
3463,612,7,31822,42788
3464,612,12,31822,42788
3465,612,2,31822,42788
3466,612,17,31822,42788
3467,612,8,31822,42788
3468,612,4,31822,42788
3469,612,9,31822,42788
3470,612,3,31822,42788
3471,612,14,31822,42788
3472,612,15,31822,42788
3473,612,5,31822,42788
3474,510,19,123555,42787
3475,510,18,155025,42787
3476,510,11,155025,42787
3477,510,15,155025,42787
3478,510,14,155025,42787
3479,510,16,155025,42787
3480,613,19,123555,42787
3481,613,18,230347,42787
3482,613,1,230347,42787
3483,613,11,230347,42787
3484,613,6,230347,42787
3485,613,16,230347,42787
3486,613,13,230347,42787
3487,613,7,230347,42787
3488,613,12,230347,42787
3489,613,2,230347,42787
3490,613,17,230347,42787
3491,613,8,230347,42787
3492,613,4,230347,42787
3493,613,9,230347,42787
3494,613,3,230347,42787
3495,613,14,230347,42787
3496,613,15,230347,42787
3497,613,5,230347,42787
3498,614,19,123555,42787
3499,614,18,230348,42787
3500,614,1,230348,42787
3501,614,11,230348,42787
3502,614,6,230348,42787
3503,614,16,230348,42787
3504,614,13,230348,42787
3505,614,7,230348,42787
3506,614,12,230348,42787
3507,614,2,230348,42787
3508,614,17,230348,42787
3509,614,8,230348,42787
3510,614,4,230348,42787
3511,614,9,230348,42787
3512,614,3,230348,42787
3513,614,14,230348,42787
3514,614,15,230348,42787
3515,614,5,230348,42787
3516,615,19,123555,42787
3517,615,18,236018,42787
3518,615,1,236018,42787
3519,615,11,236018,42787
3520,615,6,236017,42787
3521,615,16,236018,42787
3522,615,13,236015,42787
3523,615,7,236017,42787
3524,615,12,236018,42787
3525,615,2,236018,42787
3526,615,17,236018,42787
3527,615,8,236016,42787
3528,615,4,236015,42787
3529,615,9,236018,42787
3530,615,3,236018,42787
3531,615,14,236018,42787
3532,615,15,236017,42787
3533,615,5,236014,42787
3534,616,19,240406,43053
3535,616,18,240406,43053
3536,616,1,240406,43053
3537,616,11,240406,43053
3538,616,6,240406,43053
3539,616,16,240406,43053
3540,616,13,240406,43053
3541,616,7,240406,43053
3542,616,12,240406,43053
3543,616,2,240406,43053
3544,616,17,240406,43053
3545,616,8,240406,43053
3546,616,9,240406,43053
3547,616,4,240406,43053
3548,616,3,240406,43053
3549,616,14,240406,43053
3550,616,15,240406,43053
3551,616,5,240406,43053
3552,617,1,246427,42788
3553,617,6,246429,42788
3554,617,2,246430,42788
3555,617,16,246431,42788
3556,617,9,246432,42788
3557,617,14,246432,42788
3558,617,12,246430,42788
3559,617,3,246434,42788
3560,617,5,246435,42788
3561,618,1,246436,42787
3562,618,6,246437,42787
3563,618,16,246438,42787
3564,618,2,246439,42787
3565,618,12,246439,42787
3566,618,9,246440,42787
3567,618,17,246440,42787
3568,618,14,246440,42787
3569,618,5,246441,42787
3570,618,3,246442,42787
3571,619,1,246443,42788
3572,619,6,246444,42788
3573,619,16,246445,42788
3574,619,2,246446,42788
3575,619,12,246446,42788
3576,619,9,246447,42788
3577,619,17,246447,42788
3578,619,14,246447,42788
3579,619,3,246448,42788
3580,619,5,246449,42788
3581,620,1,246477,211948
3582,620,6,246487,211948
3583,620,2,246488,211948
3584,620,12,246488,211948
3585,620,3,246489,211948
3586,620,5,246490,211948
3587,620,9,246491,211948
3588,620,14,246491,211948
3589,620,16,246492,211948
3590,620,17,246491,211948
3591,621,1,246493,43053
3592,621,12,246497,43053
3593,621,2,246497,43053
3594,621,3,246499,43053
3595,621,5,246500,43053
3596,621,6,246503,43053
3597,621,9,246506,43053
3598,621,17,246506,43053
3599,621,14,246506,43053
3600,621,16,246507,43053
3601,622,19,250323,42787
3602,622,18,250323,42787
3603,622,1,250323,42787
3604,622,11,250323,42787
3605,622,6,250323,42787
