ID,StartEvent,EndEvent,StartMinOffsetMs,StartMaxOffsetMs,EndMinOffsetMs,EndMaxOffsetMs,TargetType,SpellVisualKitID,Field_10_0_0_44649_008,Field_10_0_0_44649_009,SpellVisualID
52,6,13,0,0,0,0,2,7087,0,0,8641
53,5,13,0,0,0,0,3,3270,0,0,8641
54,1,2,0,0,0,0,1,7376,0,0,8643
55,3,13,0,0,0,0,1,948,0,0,8643
57,7,8,0,0,0,0,2,949,0,0,8643
58,11,12,0,0,0,0,2,7101,0,0,8643
59,6,13,0,0,0,0,1,7087,0,0,8644
60,6,13,0,0,0,0,2,7087,0,0,8644
61,5,13,0,0,0,0,3,3270,0,0,8644
63,7,8,0,0,0,0,2,7377,0,0,8645
65,7,8,0,0,0,0,2,7378,0,0,8646
66,11,12,0,0,0,0,2,7379,0,0,8646
68,7,8,0,0,0,0,2,7382,0,0,8647
69,11,12,0,0,0,0,2,7327,0,0,8647
71,7,8,0,0,0,0,2,7381,0,0,8648
72,11,12,0,0,0,0,2,7380,0,0,8648
73,1,2,0,0,0,0,1,266,0,0,8649
74,3,13,0,0,0,0,1,7383,0,0,8651
75,1,2,0,0,0,0,1,7384,0,0,8652
76,3,13,0,0,0,0,1,165,0,0,8652
78,7,8,0,0,0,0,2,7385,0,0,8653
79,1,2,0,0,0,0,1,948,0,0,8654
80,3,13,0,0,0,0,1,948,0,0,8654
82,7,8,0,0,0,0,2,7388,0,0,8657
83,1,2,0,0,0,0,1,185,0,0,8658
84,3,13,0,0,0,0,1,165,0,0,8658
85,6,13,0,0,0,0,1,489,0,0,8658
86,6,13,0,0,0,0,2,489,0,0,8658
87,6,13,0,0,0,0,1,437,0,0,8659
88,6,13,0,0,0,0,2,437,0,0,8659
90,7,8,0,0,0,0,2,7389,0,0,8661
91,3,13,0,0,0,0,1,7022,0,0,8663
93,7,8,0,0,0,0,2,7147,0,0,8663
94,6,13,0,0,0,0,3,1944,0,0,8663
95,6,13,0,0,0,0,1,2350,0,0,8664
96,6,13,0,0,0,0,2,2350,0,0,8664
97,5,13,0,0,0,0,3,7404,0,0,8664
98,1,2,0,0,0,0,1,6818,0,0,8665
99,3,13,0,0,0,0,1,6817,0,0,8665
100,6,13,0,0,0,0,1,2350,0,0,8665
101,6,13,0,0,0,0,2,2350,0,0,8665
102,6,13,0,0,0,0,3,9260,0,0,8665
103,3,13,0,0,0,0,1,6924,0,0,8666
104,6,13,0,0,0,0,1,7416,0,0,8666
105,6,13,0,0,0,0,2,7416,0,0,8666
107,7,8,0,0,0,0,2,6676,0,0,8667
108,11,12,0,0,0,0,2,7394,0,0,8667
109,1,2,0,0,0,0,1,7105,0,0,8668
110,6,13,0,0,0,0,1,101,0,0,8668
111,6,13,0,0,0,0,4,101,0,0,8668
112,3,13,0,0,0,0,1,7451,0,0,8669
113,6,13,0,0,0,0,1,68,0,0,8669
114,6,13,0,0,0,0,2,68,0,0,8669
116,7,8,0,0,0,0,2,37117,0,0,8670
117,3,13,0,0,0,0,1,356,0,0,8671
118,1,2,0,0,0,0,1,7429,0,0,8672
119,3,13,0,0,0,0,1,7398,0,0,8672
120,6,13,0,0,0,0,1,7354,0,0,8672
121,6,13,0,0,0,0,2,7354,0,0,8672
123,7,8,0,0,0,0,2,566,0,0,8672
124,3,13,0,0,0,0,1,7400,0,0,8675
125,6,13,0,0,0,0,3,2064,0,0,8675
126,3,13,0,0,0,0,1,948,0,0,8676
128,7,8,0,0,0,0,2,7074,0,0,8676
129,11,12,0,0,0,0,2,950,0,0,8676
131,7,8,0,0,0,0,2,7128,0,0,8677
132,1,2,0,0,0,0,1,52,0,0,8679
133,3,13,0,0,0,0,1,94,0,0,8679
134,6,13,0,0,0,0,1,212,0,0,8679
135,6,13,0,0,0,0,2,212,0,0,8679
136,3,13,0,0,0,0,1,172,0,0,8792
137,6,13,0,0,0,0,1,702,0,0,8792
138,6,13,0,0,0,0,2,702,0,0,8792
139,11,12,0,0,0,0,2,37080,0,0,7330
140,3,13,0,0,0,0,1,5011,0,0,7349
141,3,13,0,0,0,0,1,2370,0,0,8572
142,6,13,0,0,0,0,1,7273,0,0,8572
143,6,13,0,0,0,0,2,7273,0,0,8572
144,6,13,0,0,0,0,3,9280,0,0,8572
145,1,2,0,0,0,0,1,3590,0,0,8574
146,3,13,0,0,0,0,1,3591,0,0,8574
147,6,13,0,0,0,0,1,282,0,0,8574
148,6,13,0,0,0,0,2,282,0,0,8574
150,7,8,0,0,0,0,2,7324,0,0,8574
151,11,12,0,0,0,0,2,7323,0,0,8574
153,7,8,0,0,0,0,2,7338,0,0,8575
155,7,8,0,0,0,0,2,7325,0,0,8577
156,11,12,0,0,0,0,2,7327,0,0,8577
157,3,13,0,0,0,0,1,7332,0,0,8583
158,6,13,0,0,0,0,1,1005,0,0,8583
159,6,13,0,0,0,0,2,1005,0,0,8583
161,7,8,0,0,0,0,2,5749,0,0,8583
162,1,2,0,0,0,0,1,30,0,0,8079
163,3,13,0,0,0,0,1,38,0,0,8079
164,6,13,0,0,0,0,1,76,0,0,8079
165,6,13,0,0,0,0,2,76,0,0,8079
167,7,8,0,0,0,0,2,235,0,0,8079
168,1,2,0,0,0,0,1,30,0,0,8080
169,3,13,0,0,0,0,1,38,0,0,8080
170,6,13,0,0,0,0,1,76,0,0,8080
171,6,13,0,0,0,0,2,76,0,0,8080
173,7,8,0,0,0,0,2,235,0,0,8080
174,3,13,0,0,0,0,1,71105,0,0,42
175,6,13,0,0,0,0,4,83,0,0,42
176,3,13,0,0,0,0,1,75,0,0,44
177,3,13,0,0,0,0,1,7224,0,0,45
178,6,13,0,0,0,0,1,117,0,0,45
179,6,13,0,0,0,0,2,117,0,0,45
180,1,2,0,0,0,0,1,60,0,0,46
181,3,13,0,0,0,0,1,61,0,0,46
182,6,13,0,0,0,0,1,76,0,0,46
183,6,13,0,0,0,0,2,76,0,0,46
185,7,8,0,0,0,0,2,235,0,0,46
186,3,13,0,0,0,0,1,81,0,0,47
187,6,13,0,0,0,0,1,10234,0,0,47
188,6,13,0,0,0,0,2,10234,0,0,47
190,7,8,0,0,0,0,2,108,0,0,47
191,1,2,0,0,0,0,1,64,0,0,48
192,3,13,0,0,0,0,1,65,0,0,48
193,6,13,0,0,0,0,1,78,0,0,48
194,6,13,0,0,0,0,2,78,0,0,48
196,7,8,0,0,0,0,2,104405,0,0,51
197,3,13,0,0,0,0,1,948,0,0,7855
198,11,12,0,0,0,0,2,6735,0,0,7855
199,1,2,0,0,0,0,1,4192,0,0,4825
200,6,13,0,0,0,0,1,728,0,0,4826
201,6,13,0,0,0,0,2,728,0,0,4826
203,7,8,0,0,0,0,2,985,0,0,4826
204,3,13,0,0,0,0,1,4209,0,0,4839
205,6,13,0,0,0,0,1,4210,0,0,4839
206,6,13,0,0,0,0,2,4210,0,0,4839
207,11,12,0,0,0,0,2,4911,0,0,4839
208,1,2,0,0,0,0,1,6991,0,0,9336
209,3,13,0,0,0,0,1,1184,0,0,9336
210,6,13,0,0,0,0,1,658,0,0,9336
211,6,13,0,0,0,0,2,658,0,0,9336
212,1,2,0,0,0,0,1,358,0,0,9337
213,3,13,0,0,0,0,1,7937,0,0,9337
214,8,13,0,0,0,0,2,19519,0,0,9337
215,3,13,0,0,0,0,1,1184,0,0,9338
216,6,13,0,0,0,0,1,720,0,0,9338
217,6,13,0,0,0,0,2,720,0,0,9338
219,7,8,0,0,0,0,2,7938,0,0,9338
220,1,2,0,0,0,0,1,114,0,0,1265
221,3,13,0,0,0,0,1,118,0,0,1265
222,6,13,0,0,0,0,1,1206,0,0,1265
223,6,13,0,0,0,0,2,1206,0,0,1265
224,1,2,0,0,0,0,1,217,0,0,1266
225,3,13,0,0,0,0,1,218,0,0,1266
227,7,8,0,0,0,0,2,1224,0,0,1266
228,1,2,0,0,0,0,1,266,0,0,1268
229,3,13,0,0,0,0,1,267,0,0,1268
230,6,13,0,0,0,0,1,306,0,0,1268
231,6,13,0,0,0,0,2,306,0,0,1268
232,6,13,0,0,0,0,3,9203,0,0,1268
233,6,13,0,0,0,0,3,9210,0,0,1269
234,1,2,0,0,0,0,1,345,0,0,1283
235,3,13,0,0,0,0,1,3375,0,0,1283
236,6,13,0,0,0,0,1,3374,0,0,1283
237,6,13,0,0,0,0,2,3374,0,0,1283
238,11,12,0,0,0,0,2,6009,0,0,1283
240,7,8,0,0,0,0,2,564,0,0,848
241,6,13,0,0,0,0,1,130,0,0,849
242,6,13,0,0,0,0,2,130,0,0,849
243,6,13,0,0,0,0,1,721,0,0,850
244,6,13,0,0,0,0,2,721,0,0,850
246,7,8,0,0,0,0,2,66,0,0,907
247,1,2,0,0,0,0,1,114,0,0,908
248,3,13,0,0,0,0,1,118,0,0,908
250,7,8,0,0,0,0,2,564,0,0,908
251,1,2,0,0,0,0,1,951,0,0,909
252,1,2,0,0,0,0,1,195,0,0,923
253,3,13,0,0,0,0,1,203,0,0,923
255,7,8,0,0,0,0,2,285,0,0,923
256,3,13,0,0,0,0,1,81,0,0,924
257,6,13,0,0,0,0,1,12178,0,0,924
258,6,13,0,0,0,0,2,12178,0,0,924
260,7,8,0,0,0,0,2,668,0,0,924
261,6,13,0,0,0,0,1,964,0,0,943
262,6,13,0,0,0,0,2,964,0,0,943
263,1,2,0,0,0,0,1,60,0,0,963
264,3,13,0,0,0,0,1,984,0,0,963
266,7,8,0,0,0,0,2,985,0,0,963
267,6,13,0,0,0,0,3,2064,0,0,963
268,6,13,0,0,0,0,1,986,0,0,964
269,6,13,0,0,0,0,2,986,0,0,964
270,1,2,0,0,0,0,1,266,0,0,965
271,3,13,0,0,0,0,1,1004,0,0,965
272,6,13,0,0,0,0,1,1005,0,0,965
273,6,13,0,0,0,0,2,1005,0,0,965
274,6,13,0,0,0,0,1,987,0,0,966
275,6,13,0,0,0,0,2,987,0,0,966
276,6,13,0,0,0,0,3,9170,0,0,966
277,1,2,0,0,0,0,1,266,0,0,968
278,3,13,0,0,0,0,1,267,0,0,968
280,7,8,0,0,0,0,2,990,0,0,968
281,1,2,0,0,0,0,1,266,0,0,969
282,3,13,0,0,0,0,1,267,0,0,969
283,6,13,0,0,0,0,1,30836,0,0,969
284,6,13,0,0,0,0,2,30836,0,0,969
286,7,8,0,0,0,0,2,344,0,0,983
288,7,8,0,0,0,0,2,1007,0,0,985
289,1,2,0,0,0,0,1,338,0,0,986
290,3,13,0,0,0,0,1,224,0,0,986
291,6,13,0,0,0,0,1,318,0,0,986
292,6,13,0,0,0,0,2,318,0,0,986
293,9,10,0,0,0,0,3,9354,0,0,986
294,11,12,0,0,0,0,2,718,0,0,986
295,3,13,0,0,0,0,1,369,0,0,7591
296,6,13,0,0,0,0,1,160424,0,0,7591
297,6,13,0,0,0,0,2,437,0,0,7591
298,11,12,0,0,0,0,2,370,0,0,7591
299,1,2,0,0,0,0,1,6433,0,0,7468
300,3,13,0,0,0,0,1,6434,0,0,7468
301,6,13,0,0,0,0,1,6504,0,0,7468
302,6,13,0,0,0,0,2,6504,0,0,7468
303,1,2,0,0,0,0,1,6433,0,0,7469
304,3,13,0,0,0,0,1,6434,0,0,7469
305,6,13,0,0,0,0,1,6502,0,0,7469
306,6,13,0,0,0,0,2,6502,0,0,7469
307,1,2,0,0,0,0,1,6433,0,0,7470
308,3,13,0,0,0,0,1,6434,0,0,7470
309,6,13,0,0,0,0,1,6503,0,0,7470
310,6,13,0,0,0,0,2,6503,0,0,7470
311,1,2,0,0,0,0,1,6433,0,0,7471
312,3,13,0,0,0,0,1,6434,0,0,7471
313,6,13,0,0,0,0,1,6509,0,0,7471
314,6,13,0,0,0,0,2,6509,0,0,7471
315,1,2,0,0,0,0,1,6466,0,0,7473
316,3,13,0,0,0,0,1,3393,0,0,7473
318,7,8,0,0,0,0,2,312,0,0,7473
320,7,8,0,0,0,0,2,6506,0,0,7474
321,1,2,0,0,0,0,1,171,0,0,7479
322,3,13,0,0,0,0,1,172,0,0,7479
323,6,13,0,0,0,0,3,9239,0,0,7479
324,3,13,0,0,0,0,1,81,0,0,7481
325,6,13,0,0,0,0,1,12178,0,0,7481
328,7,8,0,0,0,0,2,5829,0,0,7481
329,3,13,0,0,0,0,1,6511,0,0,7483
330,6,13,0,0,0,0,1,904,0,0,896
331,6,13,0,0,0,0,2,904,0,0,896
332,3,13,0,0,0,0,1,414,0,0,261
333,6,13,0,0,0,0,1,255,0,0,261
334,6,13,0,0,0,0,2,255,0,0,261
335,6,13,0,0,0,0,3,9172,0,0,261
337,7,8,0,0,0,0,2,67907,0,0,8380
338,6,13,0,0,0,0,4,6662,0,0,8407
339,11,12,0,0,0,0,2,7180,0,0,8407
340,11,12,0,0,0,0,2,6737,0,0,8364
342,7,8,0,0,0,0,2,7147,0,0,8375
343,6,13,0,0,0,0,3,1944,0,0,8375
345,7,8,0,0,0,0,2,7210,0,0,8442
346,1,2,0,0,0,0,1,7232,0,0,8443
348,7,8,0,0,0,0,2,7212,0,0,8443
349,1,2,0,0,0,0,1,7282,0,0,8490
350,3,13,0,0,0,0,1,2970,0,0,8490
351,6,13,0,0,0,0,1,7011,0,0,8490
352,6,13,0,0,0,0,2,7011,0,0,8490
354,7,8,0,0,0,0,2,7452,0,0,7924
355,1,2,0,0,0,0,1,345,0,0,344
356,3,13,0,0,0,0,1,181,0,0,344
357,6,13,0,0,0,0,1,70,0,0,344
358,6,13,0,0,0,0,2,70,0,0,344
359,3,13,0,0,0,0,1,25701,0,0,345
361,7,8,0,0,0,0,2,25702,0,0,345
362,6,13,0,0,0,0,1,7062,0,0,8273
363,6,13,0,0,0,0,2,7062,0,0,8273
365,7,8,0,0,0,0,2,2269,0,0,8273
366,6,13,0,0,0,0,1,6436,0,0,8517
367,6,13,0,0,0,0,2,6436,0,0,8517
369,7,8,0,0,0,0,2,7281,0,0,8517
371,7,8,0,0,0,0,2,7288,0,0,8526
372,11,12,0,0,0,0,2,6674,0,0,8526
373,6,13,0,0,0,0,1,508,0,0,8527
374,6,13,0,0,0,0,2,508,0,0,8527
376,7,8,0,0,0,0,2,7315,0,0,8527
378,7,8,0,0,0,0,2,312,0,0,1166
379,6,13,0,0,0,0,3,9164,0,0,1166
380,1,2,0,0,0,0,1,217,0,0,5791
381,3,13,0,0,0,0,1,218,0,0,5791
382,6,13,0,0,0,0,1,5134,0,0,5791
383,6,13,0,0,0,0,2,5134,0,0,5791
384,1,2,0,0,0,0,1,217,0,0,1244
385,3,13,0,0,0,0,1,218,0,0,1244
386,6,13,0,0,0,0,1,508,0,0,1244
387,6,13,0,0,0,0,2,508,0,0,1244
389,7,8,0,0,0,0,2,6752,0,0,1244
390,1,2,0,0,0,0,1,358,0,0,1703
391,3,13,0,0,0,0,1,1604,0,0,1703
392,8,13,0,0,0,0,2,19519,0,0,1703
393,6,13,0,0,0,0,1,220,0,0,121
394,6,13,0,0,0,0,2,220,0,0,121
395,3,13,0,0,0,0,1,6444,0,0,7365
396,6,13,0,0,0,0,1,448,0,0,7365
397,6,13,0,0,0,0,2,448,0,0,7365
398,1,2,0,0,0,0,1,7630,0,0,8217
399,3,13,0,0,0,0,1,7631,0,0,8217
400,6,13,0,0,0,0,1,6415,0,0,8217
401,6,13,0,0,0,0,2,6415,0,0,8217
403,7,8,0,0,0,0,2,10168,0,0,8217
404,11,12,0,0,0,0,2,10168,0,0,8217
406,7,8,0,0,0,0,2,7128,0,0,8354
407,6,13,0,0,0,0,1,76,0,0,4500
408,6,13,0,0,0,0,2,76,0,0,4500
410,7,8,0,0,0,0,2,235,0,0,4500
411,6,13,0,0,0,0,1,3910,0,0,4501
412,6,13,0,0,0,0,2,3910,0,0,4501
414,7,8,0,0,0,0,2,3709,0,0,4501
415,6,13,0,0,0,0,1,348,0,0,4519
416,6,13,0,0,0,0,2,348,0,0,4519
417,3,13,0,0,0,0,1,3930,0,0,4520
418,6,13,0,0,0,0,1,845,0,0,4560
419,6,13,0,0,0,0,2,845,0,0,4560
420,6,13,0,0,0,0,3,695,0,0,4560
421,11,12,0,0,0,0,2,3969,0,0,4560
423,7,8,0,0,0,0,2,3989,0,0,4579
424,1,2,0,0,0,0,1,217,0,0,4580
425,3,13,0,0,0,0,1,218,0,0,4580
427,7,8,0,0,0,0,2,1224,0,0,4580
428,1,2,0,0,0,0,1,266,0,0,4581
429,3,13,0,0,0,0,1,267,0,0,4581
431,7,8,0,0,0,0,2,325,0,0,4581
432,1,2,0,0,0,0,1,76696,0,0,2797
433,3,13,0,0,0,0,1,2976,0,0,2797
437,7,8,0,0,0,0,2,3949,0,0,6942
441,7,8,0,0,0,0,2,108,0,0,6943
443,7,8,0,0,0,0,2,292,0,0,6944
445,7,8,0,0,0,0,2,6209,0,0,6959
446,3,13,0,0,0,0,1,2509,0,0,6979
447,6,13,0,0,0,0,1,2470,0,0,6979
448,6,13,0,0,0,0,2,2470,0,0,6979
449,3,13,0,0,0,0,1,429,0,0,6999
451,7,8,0,0,0,0,2,262,0,0,6999
452,11,12,0,0,0,0,2,886,0,0,6999
453,3,13,0,0,0,0,1,1644,0,0,6663
455,7,8,0,0,0,0,2,3709,0,0,6663
456,3,13,0,0,0,0,1,5899,0,0,6679
457,6,13,0,0,0,0,1,152,0,0,6680
458,6,13,0,0,0,0,2,152,0,0,6680
459,3,13,0,0,0,0,1,388,0,0,6681
460,1,2,0,0,0,0,1,6030,0,0,6683
461,3,13,0,0,0,0,1,218,0,0,6683
462,6,13,0,0,0,0,1,741,0,0,6683
463,6,13,0,0,0,0,2,741,0,0,6683
464,6,13,0,0,0,0,3,9165,0,0,6683
465,1,2,0,0,0,0,1,2270,0,0,5647
466,6,13,0,0,0,0,1,328,0,0,5647
467,6,13,0,0,0,0,2,328,0,0,5647
469,7,8,0,0,0,0,2,5037,0,0,5647
470,1,2,0,0,0,0,1,266,0,0,5699
471,3,13,0,0,0,0,1,5069,0,0,5699
472,1,2,0,0,0,0,1,403,0,0,8886
473,3,13,0,0,0,0,1,172,0,0,8886
474,6,13,0,0,0,0,1,7537,0,0,8886
475,6,13,0,0,0,0,2,7537,0,0,8886
476,5,13,0,0,0,0,3,9341,0,0,8886
477,3,13,0,0,0,0,1,6513,0,0,7487
478,3,13,0,0,0,0,1,928,0,0,7488
479,6,13,0,0,0,0,3,9252,0,0,7488
481,7,8,0,0,0,0,2,6549,0,0,7489
482,3,13,0,0,0,0,1,6516,0,0,7490
483,6,13,0,0,0,0,1,6515,0,0,7490
484,6,13,0,0,0,0,2,6515,0,0,7490
485,1,2,0,0,0,0,1,358,0,0,7492
486,3,13,0,0,0,0,1,775,0,0,7492
487,6,13,0,0,0,0,1,6514,0,0,7492
488,6,13,0,0,0,0,2,6514,0,0,7492
489,6,13,0,0,0,0,1,6512,0,0,7493
490,6,13,0,0,0,0,2,6512,0,0,7493
492,7,8,0,0,0,0,2,6595,0,0,7919
493,3,13,0,0,0,0,1,6781,0,0,7926
494,6,13,0,0,0,0,1,6790,0,0,7926
495,6,13,0,0,0,0,2,6790,0,0,7926
496,3,13,0,0,0,0,1,6782,0,0,7927
497,3,13,0,0,0,0,1,164,0,0,7988
498,5,13,0,0,0,0,3,9210,0,0,7988
500,7,8,0,0,0,0,2,6728,0,0,7836
501,1,2,0,0,0,0,1,171,0,0,7842
502,3,13,0,0,0,0,1,172,0,0,7842
503,6,13,0,0,0,0,1,728,0,0,7842
504,6,13,0,0,0,0,2,728,0,0,7842
505,3,13,0,0,0,0,1,1004,0,0,7846
506,6,13,0,0,0,0,1,992,0,0,7846
507,6,13,0,0,0,0,2,992,0,0,7846
509,7,8,0,0,0,0,2,3378,0,0,7846
510,1,2,0,0,0,0,1,266,0,0,7849
511,3,13,0,0,0,0,1,267,0,0,7849
512,6,13,0,0,0,0,1,741,0,0,7849
513,6,13,0,0,0,0,2,741,0,0,7849
514,6,13,0,0,0,0,3,9165,0,0,7849
515,11,12,0,0,0,0,2,6733,0,0,7851
516,1,2,0,0,0,0,1,30,0,0,7857
517,3,13,0,0,0,0,1,38,0,0,7857
518,6,13,0,0,0,0,1,286,0,0,7857
519,6,13,0,0,0,0,2,286,0,0,7857
520,1,2,0,0,0,0,1,6718,0,0,7862
521,3,13,0,0,0,0,1,21088,0,0,7862
522,6,13,0,0,0,0,1,216,0,0,7862
523,6,13,0,0,0,0,2,216,0,0,7862
525,7,8,0,0,0,0,2,3531,0,0,7862
526,5,13,0,0,0,0,3,9273,0,0,7862
528,7,8,0,0,0,0,2,6739,0,0,7863
529,3,13,0,0,0,0,1,2409,0,0,5559
530,6,13,0,0,0,0,1,442,0,0,5560
531,6,13,0,0,0,0,2,442,0,0,5560
532,3,13,0,0,0,0,1,165,0,0,5600
533,6,13,0,0,0,0,1,121,0,0,5600
534,6,13,0,0,0,0,2,121,0,0,5600
535,9,10,0,0,0,0,3,9366,0,0,5600
536,3,13,0,0,0,0,1,4989,0,0,5601
537,3,13,0,0,0,0,1,5009,0,0,5619
538,6,13,0,0,0,0,1,286,0,0,5619
539,6,13,0,0,0,0,2,286,0,0,5619
540,6,13,0,0,0,0,3,3270,0,0,5619
541,3,13,0,0,0,0,1,5010,0,0,5620
543,7,8,0,0,0,0,2,23140,0,0,5620
544,1,2,0,0,0,0,1,192,0,0,5621
545,3,13,0,0,0,0,1,190,0,0,5621
546,6,13,0,0,0,0,1,1504,0,0,5621
547,6,13,0,0,0,0,2,1504,0,0,5621
549,7,8,0,0,0,0,2,842,0,0,5621
550,6,13,0,0,0,0,1,353,0,0,5622
551,6,13,0,0,0,0,2,353,0,0,5622
553,7,8,0,0,0,0,2,7322,0,0,8573
554,6,13,0,0,0,0,1,1005,0,0,8576
555,6,13,0,0,0,0,2,1005,0,0,8576
557,7,8,0,0,0,0,2,312,0,0,8576
558,3,13,0,0,0,0,1,517,0,0,8578
559,6,13,0,0,0,0,1,555,0,0,8578
560,6,13,0,0,0,0,2,555,0,0,8578
561,1,2,0,0,0,0,1,114,0,0,8629
562,3,13,0,0,0,0,1,118,0,0,8629
563,6,13,0,0,0,0,1,117,0,0,8629
564,6,13,0,0,0,0,2,117,0,0,8629
565,3,13,0,0,0,0,1,7157,0,0,8708
566,6,13,0,0,0,0,1,7495,0,0,8708
567,6,13,0,0,0,0,2,7495,0,0,8708
568,11,12,0,0,0,0,2,7512,0,0,8842
569,6,13,0,0,0,0,4,7056,0,0,8843
570,3,13,0,0,0,0,1,172,0,0,8849
571,6,13,0,0,0,0,4,133,0,0,8849
572,5,13,0,0,0,0,3,3270,0,0,8849
573,3,13,0,0,0,0,1,429,0,0,8894
575,7,8,0,0,0,0,2,7544,0,0,8894
576,11,12,0,0,0,0,2,7543,0,0,8894
577,6,13,0,0,0,0,1,7087,0,0,8895
578,6,13,0,0,0,0,2,7087,0,0,8895
579,6,13,0,0,0,0,3,3270,0,0,8895
581,7,8,0,0,0,0,2,7548,0,0,8899
582,1,2,0,0,0,0,1,345,0,0,8903
583,3,13,0,0,0,0,1,7551,0,0,8903
584,6,13,0,0,0,0,1,507,0,0,8903
585,6,13,0,0,0,0,2,507,0,0,8903
586,5,13,0,0,0,0,3,9339,0,0,8903
587,3,13,0,0,0,0,1,7552,0,0,8904
588,6,13,0,0,0,0,1,133,0,0,8904
589,6,13,0,0,0,0,2,133,0,0,8904
590,6,13,0,0,0,0,1,2530,0,0,8908
591,6,13,0,0,0,0,2,2530,0,0,8908
592,9,10,0,0,0,0,3,9393,0,0,8908
594,7,8,0,0,0,0,2,7432,0,0,8718
596,7,8,0,0,0,0,2,5090,0,0,8719
598,7,8,0,0,0,0,2,7433,0,0,8720
599,3,13,0,0,0,0,1,7436,0,0,8721
600,3,13,0,0,0,0,1,7437,0,0,8722
601,1,2,0,0,0,0,1,193,0,0,8724
602,3,13,0,0,0,0,1,191,0,0,8724
603,6,13,0,0,0,0,1,3153,0,0,8724
604,6,13,0,0,0,0,2,3153,0,0,8724
605,3,13,0,0,0,0,1,13757,0,0,8725
606,3,13,0,0,0,0,1,539,0,0,8726
607,6,13,0,0,0,0,1,843,0,0,8726
608,6,13,0,0,0,0,2,843,0,0,8726
610,7,8,0,0,0,0,2,349,0,0,8726
611,1,2,0,0,0,0,1,171,0,0,8727
612,3,13,0,0,0,0,1,172,0,0,8727
614,7,8,0,0,0,0,2,7049,0,0,8727
615,1,2,0,0,0,0,1,7085,0,0,8728
616,3,13,0,0,0,0,1,7086,0,0,8728
617,6,13,0,0,0,0,1,7087,0,0,8728
618,6,13,0,0,0,0,2,7087,0,0,8728
620,7,8,0,0,0,0,2,7219,0,0,8728
621,5,13,0,0,0,0,3,9296,0,0,8728
622,1,2,0,0,0,0,1,60,0,0,8729
623,3,13,0,0,0,0,1,61,0,0,8729
624,6,13,0,0,0,0,1,76,0,0,8729
625,6,13,0,0,0,0,2,76,0,0,8729
627,7,8,0,0,0,0,2,235,0,0,8729
628,11,12,0,0,0,0,2,7236,0,0,8729
629,1,2,0,0,0,0,1,124,0,0,8730
630,3,13,0,0,0,0,1,321,0,0,8730
631,6,13,0,0,0,0,1,283,0,0,8730
632,6,13,0,0,0,0,2,283,0,0,8730
633,6,13,0,0,0,0,1,508,0,0,8731
634,6,13,0,0,0,0,2,508,0,0,8731
636,7,8,0,0,0,0,2,7440,0,0,8731
638,7,8,0,0,0,0,2,7441,0,0,8732
