ID,NarrowScreenFileDataID,WideScreenFileDataID,WideScreen169FileDataID,LoadingScreenSkinID,MainImageFileDataID,LogoFileDataID,Field_8_1_5_28938_006,Field_8_1_5_28938_007,Field_8_1_5_28938_008,Field_8_1_5_28938_009
220,131880,0,0,0,0,0,0,0,0,0
221,131881,0,0,0,0,0,0,0,0,0
222,131859,0,0,0,0,0,0,0,0,0
223,131874,0,0,0,0,0,0,0,0,0
224,131874,0,0,0,0,0,0,0,0,0
225,131873,0,0,0,0,0,0,0,0,0
226,131856,0,0,0,0,0,0,0,0,0
227,131857,0,0,0,0,0,0,0,0,0
228,131836,0,0,0,0,0,0,0,0,0
229,131822,0,0,0,0,0,0,0,0,0
230,131877,0,0,0,0,0,0,0,0,0
231,131878,0,0,0,0,0,0,0,0,0
232,236056,0,0,0,0,0,0,0,0,0
233,236060,0,0,0,0,0,0,0,0,0
234,236056,0,0,0,0,0,0,0,0,0
235,236058,0,0,0,0,0,0,0,0,0
236,236062,0,0,0,0,0,0,0,0,0
237,236061,0,0,0,0,0,0,0,0,0
238,236063,0,0,0,0,0,0,0,0,0
239,236057,0,0,0,0,0,0,0,0,0
240,236064,0,0,0,0,0,0,0,0,0
242,236059,0,0,0,0,0,0,0,0,0
243,236065,0,0,0,0,0,0,0,0,0
244,131879,0,0,0,0,0,0,0,0,0
245,309885,0,0,0,0,0,0,0,0,0
246,310729,0,0,0,0,0,0,0,0,0
247,311102,0,0,0,0,0,0,0,0,0
248,317257,0,0,0,0,0,0,0,0,0
249,317257,0,0,0,0,0,0,0,0,0
250,318964,0,0,0,0,0,0,0,0,0
251,320915,0,0,0,0,0,0,0,0,0
252,335909,0,0,0,0,0,0,0,0,0
253,336388,0,0,0,0,0,0,0,0,0
254,365622,0,0,0,0,0,0,0,0,0
255,397151,0,0,0,0,0,0,0,0,0
256,400719,0,0,0,0,0,0,0,0,0
257,401943,0,0,0,0,0,0,0,0,0
258,401942,0,0,0,0,0,0,0,0,0
259,402550,0,0,0,0,0,0,0,0,0
260,404445,0,0,0,0,0,0,0,0,0
261,405445,0,0,0,0,0,0,0,0,0
262,407226,0,0,0,0,0,0,0,0,0
264,411684,0,0,0,0,0,0,0,0,0
265,411683,0,0,0,0,0,0,0,0,0
266,407545,0,0,0,0,0,0,0,0,0
267,418218,0,0,0,0,0,0,0,0,0
268,424078,0,0,0,0,0,0,0,0,0
269,468402,0,0,0,0,0,0,0,0,0
270,427941,0,0,0,0,0,0,0,0,0
271,450109,0,0,0,0,0,0,0,0,0
272,512032,0,0,0,0,0,0,0,0,0
273,514758,0,0,0,0,0,0,0,0,0
274,514085,0,0,0,0,0,0,0,0,0
275,514270,0,0,0,0,0,0,0,0,0
276,514758,0,0,0,0,0,0,0,0,0
277,534166,0,0,0,0,0,0,0,0,0
278,2821800,0,0,0,0,0,0,0,0,0
279,534812,0,0,0,0,0,0,0,0,0
286,535280,0,0,0,0,0,0,0,0,0
287,535281,0,0,0,0,0,0,0,0,0
288,535413,0,0,0,0,0,0,0,0,0
289,574578,0,0,0,0,0,0,0,0,0
309,633147,0,0,0,0,0,0,0,0,0
310,633148,0,0,0,0,0,0,0,0,0
311,633149,0,0,0,0,0,0,0,0,0
312,633150,0,0,0,0,0,0,0,0,0
313,633151,0,0,0,0,0,0,0,0,0
314,633152,0,0,0,0,0,0,0,0,0
315,633153,0,0,0,0,0,0,0,0,0
316,633154,0,0,0,0,0,0,0,0,0
317,633155,0,0,0,0,0,0,0,0,0
318,633156,0,0,0,0,0,0,0,0,0
319,633157,0,0,0,0,0,0,0,0,0
320,633158,0,0,0,0,0,0,0,0,0
321,643909,0,0,0,0,0,0,0,0,0
322,647838,0,0,0,0,0,0,0,0,0
323,647839,0,0,0,0,0,0,0,0,0
324,613546,0,0,0,0,0,0,0,0,0
325,650622,0,0,0,0,0,0,0,0,0
326,651272,0,0,0,0,0,0,0,0,0
327,651944,651994,0,0,0,0,0,0,0,0
328,654139,0,0,0,0,0,0,0,0,0
329,652547,0,0,0,0,0,0,0,0,0
330,652548,0,0,0,0,0,0,0,0,0
331,652549,0,0,0,0,0,0,0,0,0
332,643908,0,0,0,0,0,0,0,0,0
333,645156,0,0,0,0,0,0,0,0,0
334,795305,0,0,0,0,0,0,0,0,0
335,651536,0,0,0,0,0,0,0,0,0
336,650621,0,0,0,0,0,0,0,0,0
340,774865,0,0,0,0,0,0,0,0,0
341,774864,0,0,0,0,0,0,0,0,0
342,774866,0,0,0,0,0,0,0,0,0
343,2821799,0,0,0,0,0,0,0,0,0
344,775634,0,0,0,0,0,0,0,0,0
345,775426,0,0,0,0,0,0,0,0,0
346,804100,0,0,0,0,0,0,0,0,0
347,801471,0,0,0,0,0,0,0,0,0
348,841556,0,0,0,0,0,0,0,0,0
349,852904,0,0,0,0,0,0,0,0,0
350,852903,0,0,0,0,0,0,0,0,0
351,874615,0,0,0,0,0,0,0,0,0
352,853210,0,0,0,0,0,0,0,0,0
353,851882,0,0,0,0,0,0,0,0,0
354,875627,0,0,0,0,0,0,0,0,0
359,903869,0,0,0,0,0,0,0,0,0
360,1035008,1035009,0,0,0,0,0,0,0,0
362,1033498,0,0,0,0,0,0,0,0,0
363,1032622,0,0,0,0,0,0,0,0,0
364,1033059,0,0,0,0,0,0,0,0,0
365,1034725,0,0,0,0,0,0,0,0,0
366,1035275,0,0,0,0,0,0,0,0,0
367,1033900,0,0,0,0,0,0,0,0,0
368,1017727,0,0,0,0,0,0,0,0,0
369,1013075,0,0,0,0,0,0,0,0,0
370,1060205,0,0,0,0,0,0,0,0,0
371,1058991,0,0,0,0,0,0,0,0,0
372,1086951,0,0,0,0,0,0,0,0,0
373,1086951,0,0,0,0,0,0,0,0,0
374,1099378,0,0,0,0,0,0,0,0,0
375,1132136,0,0,0,0,0,0,0,0,0
376,1272474,0,0,0,0,0,0,0,0,0
377,0,0,1454533,0,0,0,0,0,0,0
378,0,0,1303234,0,0,0,0,0,0,0
393,0,0,1375895,0,0,0,0,0,0,0
394,0,0,1379024,0,0,0,0,0,0,0
395,0,0,1382383,0,0,0,0,0,0,0
396,0,0,1389211,0,0,0,0,0,0,0
397,0,0,1389212,0,0,0,0,0,0,0
398,0,0,1389449,0,0,0,0,0,0,0
399,0,0,1391080,0,0,0,0,0,0,0
400,0,0,1394867,0,0,0,0,0,0,0
401,0,0,1394926,0,0,0,0,0,0,0
402,0,0,1395129,0,0,0,0,0,0,0
404,0,0,1399464,0,0,0,0,0,0,0
405,0,0,1405662,0,0,0,0,0,0,0
406,0,0,1412500,0,0,0,0,0,0,0
407,0,0,1445178,0,0,0,0,0,0,0
408,0,0,1395043,0,0,0,0,0,0,0
409,0,0,1417745,0,0,0,0,0,0,0
410,0,0,1445353,0,0,0,0,0,0,0
411,0,0,1446595,0,0,0,0,0,0,0
412,0,0,1448532,0,0,0,0,0,0,0
413,0,0,1451468,0,0,0,0,0,0,0
415,0,0,1454826,0,0,0,0,0,0,0
416,0,0,1467575,0,0,0,0,0,0,0
417,0,0,1472862,0,0,0,0,0,0,0
418,0,0,1476725,0,0,0,0,0,0,0
419,0,0,1477131,0,0,0,0,0,0,0
420,0,0,1496467,0,0,0,0,0,0,0
421,0,0,1536931,0,0,0,0,0,0,0
422,0,0,1537273,0,0,0,0,0,0,0
423,0,0,1537272,0,0,0,0,0,0,0
424,0,0,1568178,0,0,0,0,0,0,0
425,0,0,1608214,0,0,0,0,0,0,0
426,0,0,1616802,0,0,0,0,0,0,0
427,0,0,1615560,0,0,0,0,0,0,0
428,0,0,1672553,0,0,0,0,0,0,0
429,0,0,1717118,0,0,0,0,0,0,0
430,0,0,1717768,0,0,0,0,0,0,0
431,0,0,1717773,0,0,0,0,0,0,0
432,0,0,1719332,0,0,0,0,0,0,0
433,0,0,1719502,0,0,0,0,0,0,0
434,0,0,1780110,0,0,0,0,0,0,0
436,0,0,1864572,0,0,0,0,0,0,0
437,0,0,1984118,0,0,0,0,0,0,0
438,0,0,1968998,0,0,0,0,0,0,0
439,0,0,2000399,0,0,0,0,0,0,0
440,0,0,2016712,0,0,0,0,0,0,0
441,0,0,2061464,0,0,0,0,0,0,0
542,0,0,2068775,0,0,0,0,0,0,0
543,0,0,2103733,0,0,0,0,0,0,0
544,0,0,2103696,0,0,0,0,0,0,0
545,0,0,2033044,0,0,0,0,0,0,0
546,0,0,2103695,0,0,0,0,0,0,0
547,0,0,2125650,0,0,0,0,0,0,0
548,0,0,2126830,0,0,0,0,0,0,0
549,0,0,2139069,0,0,0,0,0,0,0
550,0,0,1969119,0,0,0,0,0,0,0
551,0,0,2143605,0,0,0,0,0,0,0
552,0,0,2143606,0,0,0,0,0,0,0
553,0,0,2175832,0,0,0,0,0,0,0
555,0,0,2530069,0,0,0,0,0,0,0
556,0,0,2494959,0,0,0,0,0,0,0
557,0,0,2529512,0,0,0,0,0,0,0
559,0,0,2820825,0,0,0,0,0,0,0
560,0,0,2827086,0,0,0,0,0,0,0
562,0,0,2999376,4,2999376,3007326,-0.0532725,0.15258498,0.35127252,0.437415
563,0,0,2143605,4,3005251,3007326,-0.0532725,0.547585,0.35127252,0.832415
570,0,0,0,4,3006757,3007326,-0.055587307,0.14346491,0.34895772,0.4282949
571,0,0,0,4,3008537,3007326,-0.0532725,0.547585,0.35127252,0.832415
572,0,0,0,4,2991615,3007326,-0.0532725,0.15258498,0.35127252,0.437415
575,0,0,0,4,3170732,3007326,-0.0532725,0.15258498,0.35127252,0.437415
576,0,0,0,4,3807424,3193211,-0.0532725,0.357585,0.35127252,0.642415
577,0,0,0,4,3195545,3007326,-0.0532725,0.547585,0.35127252,0.832415
578,0,0,0,4,3565435,3193211,-0.0532725,0.15258498,0.35127252,0.437415
579,0,0,0,4,3582016,3193211,-0.0532725,0.15258498,0.35127252,0.437415
580,0,0,0,4,3602023,3193211,-0.0532725,0.547585,0.35127252,0.832415
581,0,0,0,4,3615757,3193211,-0.0532725,0.357585,0.35127252,0.642415
582,0,0,0,4,3621966,3193211,-0.0532725,0.15258498,0.35127252,0.437415
583,0,0,0,4,3622958,3193211,-0.0532725,0.15258498,0.35127252,0.437415
584,0,0,0,4,3635651,4225291,-0.0532725,0.547585,0.35127252,0.832415
585,0,0,0,4,3638598,3193211,-0.0532725,0.15258498,0.35127252,0.437415
586,0,0,0,4,3642564,3193211,-0.0532725,0.15258498,0.35127252,0.437415
587,0,0,0,4,3685314,3193211,-0.0532725,0.357585,0.35127252,0.642415
588,0,0,0,4,3721473,3193211,-0.0532725,0.15258498,0.35127252,0.437415
589,0,0,0,4,3683676,4225291,-0.0532725,0.547585,0.35127252,0.832415
590,0,0,0,4,3760516,3193211,-0.0532725,0.15258498,0.35127252,0.437415
591,0,0,0,4,4178070,3193211,-0.0532725,0.547585,0.35127252,0.832415
592,0,0,0,4,4179243,3193211,-0.0532725,0.547585,0.35127252,0.832415
593,0,0,0,4,4370748,3193211,-0.0532725,0.15258498,0.35127252,0.437415
594,0,0,0,4,4370747,3193211,-0.0532725,0.547585,0.35127252,0.832415
595,0,0,0,4,4391868,3193211,-0.0532725,0.15258498,0.35127252,0.437415
596,0,0,0,4,4391867,3193211,-0.0532725,0.357585,0.35127252,0.642415
597,0,0,0,4,4566644,4570259,-0.0532725,0.15258498,0.35127252,0.437415
598,0,0,0,4,4566643,4570259,-0.0532725,0.15258498,0.35127252,0.437415
599,0,0,0,4,4550301,4570259,-0.0532725,0.15258498,0.35127252,0.437415
600,0,0,0,4,4550300,4570259,-0.0532725,0.357585,0.35127252,0.642415
601,0,0,0,4,4661969,4570259,-0.0532725,0.15258498,0.35127252,0.437415
602,0,0,0,4,4663453,4570259,-0.0532725,0.15258498,0.35127252,0.437415
603,0,0,0,4,4669853,4570259,-0.0532725,0.357585,0.35127252,0.642415
604,0,0,0,4,4684456,4570259,-0.0532725,0.15258498,0.35127252,0.437415
605,0,0,0,4,4691725,4570259,-0.0532725,0.15258498,0.35127252,0.437415
606,0,0,0,4,4697004,4570259,-0.0532725,0.547585,0.35127252,0.832415
607,0,0,0,4,4731628,4570259,-0.0532725,0.15258498,0.35127252,0.437415
609,0,0,0,4,5140749,4570259,-0.0532725,0.15258498,0.35127252,0.437415
611,0,0,0,4,5211661,4570259,-0.0532725,0.15258498,0.35127252,0.437415
612,0,0,0,4,5344997,4570259,-0.0532725,0.547585,0.35127252,0.832415
614,0,0,0,4,5409944,4570259,-0.0532725,0.15258498,0.35127252,0.437415
615,0,0,0,4,5580542,5740486,-0.0532725,0.357585,0.35127252,0.642415
616,0,0,0,4,5763550,5795228,-0.0532725,0.15258498,0.35127252,0.437415
617,0,0,0,4,5779652,5795228,-0.0532725,0.15258498,0.35127252,0.437415
618,0,0,0,4,5795799,5795228,-0.0532725,0.15258498,0.35127252,0.437415
619,0,0,0,4,5863045,5795228,-0.0532725,0.547585,0.35127252,0.832415
620,0,0,0,4,5794590,5795228,-0.0532725,0.547585,0.35127252,0.832415
621,0,0,0,4,5791579,5795228,-0.0532725,0.15258498,0.35127252,0.437415
622,0,0,0,4,5828239,5795228,-0.0532725,0.547585,0.35127252,0.832415
623,0,0,0,4,5887871,5795228,-0.0532725,0.15258498,0.35127252,0.437415
624,0,0,0,4,5874076,5795228,-0.0532725,0.15258498,0.35127252,0.437415
625,0,0,0,4,5898878,5795228,-0.0532725,0.15258498,0.35127252,0.437415
626,0,0,0,4,5899485,5795228,-0.0532725,0.547585,0.35127252,0.832415
627,0,0,0,0,5932344,0,0,0,0,0
628,5932344,0,0,0,5932344,0,0,0,0,0
633,0,0,0,4,6225617,5795228,-0.0532725,0.357585,0.35127252,0.642415
634,0,0,0,4,6392587,5795228,-0.0532725,0.547585,0.35127252,0.832415
635,0,0,0,4,6392586,5795228,-0.0532725,0.547585,0.35127252,0.832415
636,0,0,0,4,6404488,5795228,-0.0532725,0.547585,0.35127252,0.832415
638,0,0,0,4,6647403,5795228,-0.0532725,0.15258498,0.35127252,0.437415
