ID,CraftingOrderID,LabelID
372,1012,3737
373,1012,3744
374,1011,3730
375,1011,3737
376,1011,3744
377,1017,3730
378,1017,3737
379,1017,3744
380,1018,3730
381,1018,3737
382,1018,3744
383,1019,3730
384,1019,3737
385,1019,3744
386,1020,3730
387,1020,3737
388,1020,3744
389,1021,3730
390,1021,3737
391,1021,3744
392,1022,3730
393,1022,3737
394,1022,3744
395,1023,3730
396,1023,3737
397,1023,3744
398,1024,3730
399,1024,3737
400,1024,3744
401,1025,3730
402,1025,3737
403,1025,3744
404,1026,3730
405,1026,3737
406,1026,3744
407,1027,3730
408,1027,3737
409,1027,3744
410,1028,3730
411,1028,3737
412,1028,3744
413,1029,3730
414,1029,3737
415,1029,3744
416,1030,3730
417,1030,3737
418,1030,3744
419,1031,3730
420,1031,3737
421,1031,3744
422,1032,3730
423,1032,3737
424,1032,3744
425,1033,3730
426,1033,3737
427,1033,3744
428,1034,3730
429,1034,3737
430,1034,3744
431,997,3730
432,997,3737
433,997,3744
434,998,3730
435,998,3737
436,998,3744
437,999,3730
438,999,3737
439,999,3744
440,1000,3730
441,1000,3737
442,1000,3744
443,1001,3730
444,1001,3737
445,1001,3744
446,1002,3730
447,1002,3751
448,1004,3730
449,1004,3751
450,1006,3730
451,1006,3751
452,1008,3730
453,1008,3752
454,1008,3758
455,1009,3730
456,1009,3752
457,1009,3758
458,1003,3730
459,1003,3737
460,1003,3744
461,1007,3730
462,1007,3737
463,1007,3744
464,1005,3730
465,1005,3737
466,1005,3744
467,1111,3731
468,1111,3738
469,1111,3739
470,1115,3731
471,1115,3738
472,1115,3739
473,862,3731
474,862,3738
475,862,3739
476,866,3731
477,866,3738
478,866,3739
479,1112,3731
480,1112,3738
481,1112,3740
482,1116,3731
483,1116,3738
484,1116,3740
485,863,3731
486,863,3738
487,863,3740
488,867,3731
489,867,3738
490,867,3740
491,1113,3731
492,1113,3738
493,1113,3741
494,1117,3731
495,1117,3738
496,1117,3741
497,864,3731
498,864,3738
499,864,3741
500,868,3731
501,868,3738
502,868,3741
503,1114,3731
504,1114,3738
505,1114,3742
506,1118,3731
507,1118,3738
508,1118,3742
509,865,3731
510,865,3738
511,865,3742
512,869,3731
513,869,3738
514,869,3742
515,1170,3731
516,1170,3743
517,1170,3737
518,1166,3731
519,1166,3743
520,1166,3737
521,1167,3731
522,1167,3743
523,1167,3737
524,1168,3731
525,1168,3743
526,1168,3737
527,1169,3731
528,1169,3743
529,1169,3737
530,1165,3731
531,1165,3744
532,1165,3749
533,1165,3737
534,1163,3731
535,1163,3744
536,1163,3749
537,1163,3737
538,1161,3731
539,1161,3744
540,1161,3749
541,1161,3737
542,1162,3731
543,1162,3744
544,1162,3749
545,1162,3737
546,1164,3731
547,1164,3744
548,1164,3749
549,1164,3737
550,1140,3731
551,1140,3744
552,1140,3749
553,1141,3731
554,1141,3744
555,1141,3749
556,1139,3731
557,1139,3744
558,1139,3749
559,1262,3731
560,1262,3752
561,1262,3763
562,1121,3731
563,1121,3750
564,1122,3731
565,1122,3750
566,1129,3731
567,1129,3750
568,1130,3731
569,1130,3750
570,1123,3731
571,1123,3750
572,1123,3774
573,1124,3731
574,1124,3750
575,1124,3774
576,1125,3731
577,1125,3750
578,1125,3733
579,1126,3731
580,1126,3750
581,1126,3733
582,1131,3731
583,1131,3750
584,1131,3776
585,1132,3731
586,1132,3750
587,1132,3776
588,1127,3731
589,1127,3750
590,1127,3776
591,1128,3731
592,1128,3750
593,1128,3776
594,1119,3731
595,1119,3750
596,1119,3735
597,1120,3731
598,1120,3750
599,1120,3735
600,1133,3731
601,1133,3745
602,1134,3731
603,1134,3745
604,1135,3731
605,1135,3745
606,1136,3731
607,1136,3745
608,1137,3731
609,1137,3745
610,1138,3731
611,1138,3745
612,1160,3731
613,1160,3745
614,1160,3729
615,1160,3732
616,1160,3733
617,1160,3734
618,1160,3735
619,1159,3731
620,1159,3745
621,1159,3729
622,1159,3732
623,1159,3733
624,1159,3734
625,1159,3735
626,1158,3731
627,1158,3745
628,1158,3729
629,1158,3732
630,1158,3733
631,1158,3734
632,1158,3735
633,1150,3731
634,1150,3745
635,1151,3731
636,1151,3745
637,1152,3731
638,1152,3745
639,1153,3731
640,1153,3745
641,1155,3731
642,1155,3745
643,1157,3731
644,1157,3745
645,1154,3731
646,1154,3745
647,1148,3731
648,1148,3744
649,1148,3737
650,1147,3731
651,1147,3744
652,1147,3737
653,871,3731
654,871,3743
655,871,3737
656,1149,3731
657,1149,3752
658,1149,3763
659,1249,3731
660,1249,3738
661,1249,3739
662,1250,3731
663,1250,3738
664,1250,3740
665,1251,3731
666,1251,3738
667,1251,3741
668,1252,3731
669,1252,3738
670,1252,3742
671,1253,3731
672,1253,3752
673,1253,3763
674,968,3732
675,968,3751
676,968,3728
677,969,3732
678,969,3751
679,969,3728
680,970,3732
681,970,3751
682,970,3773
683,966,3732
684,966,3751
685,967,3732
686,967,3751
687,963,3732
688,963,3752
689,963,3764
690,962,3732
691,962,3752
692,962,3764
693,958,3732
694,958,3752
695,958,3772
696,971,3732
697,971,3751
698,971,3773
699,949,3732
700,949,3728
701,946,3732
702,946,3729
703,950,3732
704,950,3730
705,984,3732
706,984,3731
707,944,3732
708,944,3775
709,951,3732
710,951,3733
711,947,3732
712,947,3734
713,945,3732
714,945,3776
715,992,3732
716,992,3777
717,948,3732
718,948,3735
719,1264,3732
720,1264,3752
721,1264,3762
722,1265,3732
723,1265,3752
724,1265,3764
725,1263,3732
726,1263,3752
727,1263,3772
728,983,3732
729,983,3745
730,982,3732
731,982,3745
732,953,3732
733,953,3745
734,952,3732
735,952,3745
736,988,3732
737,988,3745
738,988,3729
739,988,3732
740,988,3733
741,988,3734
742,988,3735
743,991,3732
744,991,3745
745,991,3729
746,991,3732
747,991,3733
748,991,3734
749,991,3735
750,989,3732
751,989,3745
752,989,3729
753,989,3732
754,989,3733
755,989,3734
756,989,3735
757,985,3732
758,985,3745
759,985,3729
760,985,3732
761,985,3733
762,985,3734
763,985,3735
764,987,3732
765,987,3745
766,987,3729
767,987,3732
768,987,3733
769,987,3734
770,987,3735
771,990,3732
772,990,3745
773,990,3729
774,990,3732
775,990,3733
776,990,3734
777,990,3735
778,986,3732
779,986,3745
780,986,3729
781,986,3732
782,986,3733
783,986,3734
784,986,3735
785,972,3732
786,972,3745
787,972,3729
788,972,3732
789,972,3733
790,972,3734
791,972,3735
792,973,3732
793,973,3745
794,973,3729
795,973,3732
796,973,3733
797,973,3734
798,973,3735
799,974,3732
800,974,3745
801,974,3729
802,974,3732
803,974,3733
804,974,3734
805,974,3735
806,975,3732
807,975,3745
808,975,3729
809,975,3732
810,975,3733
811,975,3734
812,975,3735
813,976,3732
814,976,3745
815,976,3729
816,976,3732
817,976,3733
818,976,3734
819,976,3735
820,977,3732
821,977,3745
822,977,3729
823,977,3732
824,977,3733
825,977,3734
826,977,3735
827,954,3732
828,954,3745
829,955,3732
830,955,3745
831,956,3732
832,956,3745
833,957,3732
834,957,3745
835,961,3732
836,961,3752
837,961,3764
838,960,3732
839,960,3752
840,960,3764
847,959,3732
848,959,3752
849,959,3772
850,965,3732
851,965,3744
852,979,3732
853,979,3744
854,981,3732
855,981,3744
856,978,3732
857,978,3744
858,980,3732
859,980,3744
860,993,3732
861,993,3736
862,994,3732
863,994,3736
864,995,3732
865,995,3736
866,825,3733
867,825,3736
868,824,3733
869,824,3736
870,819,3733
871,819,3736
872,823,3733
873,823,3736
874,821,3733
875,821,3736
876,818,3733
877,818,3736
878,822,3733
879,822,3736
880,820,3733
881,820,3736
882,802,3733
883,802,3745
884,804,3733
885,804,3745
886,804,3731
887,803,3733
888,803,3745
889,803,3732
890,799,3733
891,799,3745
892,800,3733
893,800,3745
894,800,3731
895,798,3733
896,798,3745
897,798,3728
898,806,3733
899,806,3745
900,806,3729
901,806,3732
902,806,3733
903,806,3734
904,806,3735
905,807,3733
906,807,3745
907,807,3729
908,807,3732
909,807,3733
910,807,3734
911,807,3735
912,805,3733
913,805,3745
914,805,3729
915,805,3732
916,805,3733
917,805,3734
918,805,3735
919,801,3733
920,801,3745
921,801,3729
922,828,3733
923,828,3747
924,828,3744
925,795,3733
926,795,3747
927,795,3744
928,797,3733
929,797,3747
930,797,3744
931,796,3733
932,796,3747
933,796,3744
934,793,3733
935,793,3747
936,793,3744
937,792,3733
938,792,3747
939,792,3744
940,794,3733
941,794,3747
942,794,3744
943,771,3733
944,771,3747
945,771,3744
946,772,3733
947,772,3747
948,772,3744
949,773,3733
950,773,3747
951,773,3744
952,774,3733
953,774,3747
954,774,3744
955,775,3733
956,775,3747
957,775,3744
958,776,3733
959,776,3747
960,776,3744
961,777,3733
962,777,3747
963,777,3744
964,778,3733
965,778,3747
966,778,3744
967,779,3733
968,779,3747
969,779,3744
970,780,3733
971,780,3747
972,780,3744
973,781,3733
974,781,3747
975,781,3744
976,782,3733
977,782,3747
978,782,3744
979,783,3733
980,783,3747
981,783,3744
982,784,3733
983,784,3747
984,784,3744
985,785,3733
986,785,3747
987,785,3744
988,786,3733
989,786,3747
990,786,3744
991,787,3733
992,787,3747
993,787,3744
994,788,3733
995,788,3747
996,788,3744
997,789,3733
998,789,3747
999,789,3744
1000,790,3733
1001,790,3747
1002,790,3744
1003,791,3733
1004,791,3747
1005,791,3744
1006,812,3733
1007,812,3750
1008,812,3730
1009,813,3733
1010,813,3750
1011,813,3730
1012,816,3733
1013,816,3750
1014,816,3732
1015,817,3733
1016,817,3750
1017,817,3732
1018,814,3733
1019,814,3750
1020,814,3732
1021,815,3733
1022,815,3750
1023,815,3732
1024,810,3733
1025,810,3750
1026,811,3733
1027,811,3750
1028,827,3733
1029,827,3743
1030,827,3736
1031,826,3733
1032,826,3743
1033,826,3736
1034,914,3734
1035,914,3738
1036,914,3740
1037,906,3734
1038,906,3738
1039,906,3740
1040,908,3734
1041,908,3738
1042,908,3740
1043,907,3734
1044,907,3738
1045,907,3740
1046,839,3734
1047,839,3738
1048,839,3740
1049,838,3734
1050,838,3738
1051,838,3740
1052,844,3734
1053,844,3738
1054,844,3740
1055,840,3734
1056,840,3738
1057,840,3740
1058,843,3734
1059,843,3738
1060,843,3740
1061,841,3734
1062,841,3738
1063,841,3740
1064,842,3734
1065,842,3738
1066,842,3740
1067,845,3734
1068,845,3738
1069,845,3740
1070,905,3734
1071,905,3738
1072,905,3740
1073,904,3734
1074,904,3738
1075,904,3740
1076,903,3734
1077,903,3738
1078,903,3740
1079,902,3734
1080,902,3738
1081,902,3740
1082,901,3734
1083,901,3738
1084,901,3740
1085,900,3734
1086,900,3738
1087,900,3740
1088,899,3734
1089,899,3738
1090,899,3740
1091,898,3734
1092,898,3738
1093,898,3740
1094,913,3734
1095,913,3738
1096,913,3740
1097,872,3734
1098,872,3738
1099,872,3740
1100,873,3734
1101,873,3738
1102,873,3740
1103,874,3734
1104,874,3738
1105,874,3740
1106,875,3734
1107,875,3738
1108,875,3740
1109,876,3734
1110,876,3738
1111,876,3740
1112,877,3734
1113,877,3738
1114,877,3740
1115,878,3734
1116,878,3738
1117,878,3740
1118,879,3734
1119,879,3738
1120,879,3740
1121,915,3734
1122,915,3738
1123,915,3741
1124,909,3734
1125,909,3738
1126,909,3741
1127,910,3734
1128,910,3738
1129,910,3741
1130,911,3734
1131,911,3738
1132,911,3741
1133,846,3734
1134,846,3738
1135,846,3741
1136,847,3734
1137,847,3738
1138,847,3741
1139,852,3734
1140,852,3738
1141,852,3741
1142,848,3734
1143,848,3738
1144,848,3741
1145,851,3734
1146,851,3738
1147,851,3741
1148,849,3734
1149,849,3738
1150,849,3741
1151,850,3734
1152,850,3738
1153,850,3741
1154,853,3734
1155,853,3738
1156,853,3741
1157,897,3734
1158,897,3738
1159,897,3741
1160,896,3734
1161,896,3738
1162,896,3741
1163,895,3734
1164,895,3738
1165,895,3741
1166,894,3734
1167,894,3738
1168,894,3741
1169,893,3734
1170,893,3738
1171,893,3741
1172,892,3734
1173,892,3738
1174,892,3741
1175,891,3734
1176,891,3738
1177,891,3741
1178,890,3734
1179,890,3738
1180,890,3741
1181,912,3734
1182,912,3738
1183,912,3741
1184,880,3734
1185,880,3738
1186,880,3741
1187,881,3734
1188,881,3738
1189,881,3741
1190,882,3734
1191,882,3738
1192,882,3741
1193,883,3734
1194,883,3738
1195,883,3741
1196,884,3734
1197,884,3738
1198,884,3741
1199,885,3734
1200,885,3738
1201,885,3741
1202,886,3734
1203,886,3738
1204,886,3741
1205,887,3734
1206,887,3738
1207,887,3741
1208,940,3734
1209,940,3744
1210,940,3737
1211,941,3734
1212,941,3744
1213,941,3737
1214,942,3734
1215,942,3744
1216,942,3737
1217,943,3734
1218,943,3744
1219,943,3737
1220,888,3734
1221,888,3745
1222,888,3729
1223,888,3732
1224,888,3733
1225,888,3734
1226,888,3735
1227,889,3734
1228,889,3745
1229,889,3729
1230,889,3732
1231,889,3733
1232,889,3734
1233,889,3735
1234,922,3734
1235,922,3750
1236,922,3728
1237,923,3734
1238,923,3750
1239,923,3728
1240,924,3734
1241,924,3750
1242,924,3729
1243,925,3734
1244,925,3750
1245,925,3729
1246,926,3734
1247,926,3750
1248,926,3731
1249,927,3734
1250,927,3750
1251,927,3731
1252,928,3734
1253,928,3750
1254,928,3775
1255,929,3734
1256,929,3750
1257,929,3775
1258,930,3734
1259,930,3750
1260,930,3733
1261,931,3734
1262,931,3750
1263,931,3733
1264,932,3734
1265,932,3750
1266,933,3734
1267,933,3750
1268,934,3734
1269,934,3750
1270,934,3777
1271,935,3734
1272,935,3750
1273,935,3777
1274,936,3734
1275,936,3750
1276,936,3777
1277,937,3734
1278,937,3750
1279,937,3777
1280,938,3734
1281,938,3745
1282,916,3734
1283,916,3745
1284,917,3734
1285,917,3745
1286,918,3734
1287,918,3745
1288,919,3734
1289,919,3745
1290,920,3734
1291,920,3745
1294,939,3734
1295,939,3745
1296,1039,3735
1297,1039,3738
1298,1039,3739
1299,1038,3735
1300,1038,3738
1301,1038,3739
1302,1042,3735
1303,1042,3738
1304,1042,3739
1305,1041,3735
1306,1041,3738
1307,1041,3739
1308,1040,3735
1309,1040,3738
1310,1040,3739
1311,1043,3735
1312,1043,3738
1313,1043,3739
1314,1057,3735
1315,1057,3738
1316,1057,3739
1317,1057,3736
1318,1059,3735
1319,1059,3738
1320,1059,3739
1321,1054,3735
1322,1054,3738
1323,1054,3739
1324,1062,3735
1325,1062,3738
1326,1062,3739
1327,1058,3735
1328,1058,3738
1329,1058,3739
1330,1060,3735
1331,1060,3738
1332,1060,3739
1333,1061,3735
1334,1061,3738
1335,1061,3739
1336,1055,3735
1337,1055,3738
1338,1055,3739
1339,1056,3735
1340,1056,3738
1341,1056,3739
1342,1087,3735
1343,1087,3743
1344,1087,3737
1345,1086,3735
1346,1086,3743
1347,1086,3737
1348,1090,3735
1349,1090,3743
1350,1090,3737
1351,1091,3735
1352,1091,3743
1353,1091,3737
1354,1085,3735
1355,1085,3743
1356,1085,3737
1357,1093,3735
1358,1093,3743
1359,1093,3737
1360,1094,3735
1361,1094,3743
1362,1094,3737
1363,1096,3735
1364,1096,3743
1365,1096,3737
1366,1095,3735
1367,1095,3743
1368,1095,3737
1369,1098,3735
1370,1098,3743
1371,1098,3737
1372,1092,3735
1373,1092,3743
1374,1092,3737
1375,1097,3735
1376,1097,3743
1377,1097,3737
1378,1084,3735
1379,1084,3743
1380,1084,3737
1381,1110,3735
1382,1110,3744
1383,1109,3735
1384,1109,3744
1385,1108,3735
1386,1108,3744
1387,1107,3735
1388,1107,3744
1389,1066,3735
1390,1066,3738
1391,1066,3736
1392,1068,3735
1393,1068,3738
1394,1068,3739
1395,1071,3735
1396,1071,3738
1397,1071,3739
1398,1067,3735
1399,1067,3738
1400,1067,3739
1401,1069,3735
1402,1069,3738
1403,1069,3739
1404,1070,3735
1405,1070,3738
1406,1070,3739
1407,1104,3735
1408,1104,3745
1409,1104,3733
1410,1106,3735
1411,1106,3745
1412,1106,3733
1413,1103,3735
1414,1103,3745
1415,1103,3733
1416,1105,3735
1417,1105,3745
1418,1105,3733
1419,1099,3735
1420,1099,3745
1421,1099,3729
1422,1099,3732
1423,1099,3733
1424,1099,3734
1425,1099,3735
1426,1100,3735
1427,1100,3745
1428,1100,3729
1429,1100,3732
1430,1100,3733
1431,1100,3734
1432,1100,3735
1437,1037,3735
1438,1037,3745
1439,1048,3735
1440,1048,3738
1441,1048,3736
1442,1050,3735
1443,1050,3738
1444,1050,3739
1445,1045,3735
1446,1045,3738
1447,1045,3739
1448,1053,3735
1449,1053,3738
1450,1053,3739
1451,1049,3735
1452,1049,3738
1453,1049,3739
1454,1051,3735
1455,1051,3738
1456,1051,3739
1457,1052,3735
1458,1052,3738
1459,1052,3739
1460,1047,3735
1461,1047,3738
1462,1047,3739
1463,1046,3735
1464,1046,3738
1465,1046,3739
1466,1063,3735
1467,1063,3738
1468,1063,3739
1469,1065,3735
1470,1065,3738
1471,1065,3739
1472,1064,3735
1473,1064,3738
1474,1064,3739
1475,1077,3735
1476,1077,3750
1477,1077,3773
1478,1074,3735
1479,1074,3750
1480,1074,3730
1481,1073,3735
1482,1073,3750
1483,1073,3774
1484,1072,3735
1485,1072,3750
1486,1072,3775
1487,1076,3735
1488,1076,3750
1489,1076,3728
1490,1075,3735
1491,1075,3750
1492,1082,3735
1493,1082,3750
1494,1082,3773
1495,1080,3735
1496,1080,3750
1497,1080,3730
1498,1079,3735
1499,1079,3750
1500,1079,3774
1501,1078,3735
1502,1078,3750
1503,1078,3775
1504,1081,3735
1505,1081,3750
1506,1081,3728
1507,1083,3735
1508,1083,3750
1509,978,3794
1510,979,3794
1511,980,3794
1512,981,3794
1513,1266,3732
1515,1268,3735
1516,1268,3743
1517,1268,3737
1536,1276,3735
1537,1276,3743
1538,1276,3737
1539,1277,3732
1540,1277,3744
1541,1278,3732
1543,1280,3732
1544,1281,3732
1545,1282,3732
1548,1425,3728
1549,1425,3744
1550,1425,3749
1551,1426,3728
1552,1426,3744
1553,1426,3749
1554,1299,3730
1555,1300,3730
1556,1300,3737
1557,1300,3744
1558,1301,3730
1559,1301,3737
1560,1301,3744
1561,1302,3730
1562,1302,3737
1563,1302,3744
1564,1303,3730
1565,1303,3737
1566,1303,3744
1567,1304,3730
1568,1304,3737
1569,1304,3744
1570,1305,3730
1571,1305,3737
1572,1305,3744
1573,1306,3730
1574,1306,3737
1575,1306,3744
1576,1307,3730
1577,1307,3737
1578,1307,3744
1579,1308,3730
1580,1308,3737
1581,1308,3744
1582,1309,3730
1583,1309,3737
1584,1309,3744
1585,1310,3730
1586,1310,3737
1587,1310,3744
1588,1311,3730
1589,1311,3737
1590,1311,3744
1591,1312,3730
1592,1312,3737
1593,1312,3744
1594,1313,3730
1595,1313,3737
1596,1313,3744
1597,1314,3730
1598,1314,3737
1599,1314,3744
1600,1315,3730
1601,1315,3737
1602,1315,3744
1603,1316,3730
1604,1316,3737
1605,1316,3744
1606,1317,3730
1607,1317,3737
1608,1317,3744
1609,1318,3730
1610,1318,3737
1611,1318,3744
1612,1319,3730
1613,1319,3737
1614,1319,3744
1615,1320,3730
1616,1320,3737
1617,1320,3744
1618,1321,3730
1619,1321,3737
1620,1321,3744
1621,1322,3730
1622,1322,3737
1623,1322,3744
1624,1323,3730
1625,1323,3737
1626,1323,3744
1627,1324,3730
1628,1324,3751
1629,1324,3751
1630,1325,3730
1631,1325,3751
1632,1325,3751
1633,1326,3730
1634,1326,3751
1635,1326,3751
1636,1327,3730
1637,1327,3751
1638,1327,3758
1639,1328,3730
1640,1328,3751
1641,1328,3758
1642,1332,3734
1643,1332,3738
1644,1333,3734
1645,1333,3738
1646,1333,3740
1647,1334,3734
1648,1334,3738
1649,1334,3740
1650,1335,3734
1651,1335,3738
1652,1335,3740
1653,1336,3734
1654,1336,3738
1655,1336,3740
1656,1337,3734
1657,1337,3738
1658,1337,3740
1659,1338,3734
1660,1338,3738
1661,1338,3740
1662,1339,3734
1663,1339,3738
1664,1339,3740
1665,1340,3734
1666,1340,3738
1667,1340,3740
1668,1341,3734
1669,1341,3738
1670,1341,3740
1671,1342,3734
1672,1342,3738
1673,1342,3740
1674,1343,3734
1675,1343,3738
1676,1343,3740
1677,1344,3734
1678,1344,3738
1679,1344,3740
1680,1345,3734
1681,1345,3738
1682,1345,3740
1683,1346,3734
1684,1346,3738
1685,1346,3740
1686,1347,3734
1687,1347,3738
1688,1347,3740
1689,1348,3734
1690,1348,3738
1691,1348,3740
1692,1349,3734
1693,1349,3738
1694,1349,3740
1695,1350,3734
1696,1350,3738
1697,1350,3740
1698,1351,3734
1699,1351,3738
1700,1351,3740
1701,1352,3734
1702,1352,3738
1703,1352,3740
1704,1353,3734
1705,1353,3738
1706,1353,3740
1707,1354,3734
1708,1354,3738
1709,1354,3740
1710,1355,3734
1711,1355,3738
1712,1355,3740
1713,1356,3734
1714,1356,3738
1715,1356,3740
1716,1357,3734
1717,1357,3738
1718,1357,3740
1719,1358,3734
1720,1358,3738
1721,1358,3740
1722,1359,3734
1723,1359,3738
1724,1359,3740
1725,1360,3734
1726,1360,3738
1727,1360,3740
1728,1361,3734
1729,1361,3738
1730,1361,3741
1731,1362,3734
1732,1362,3738
1733,1362,3741
1734,1363,3734
1735,1363,3738
1736,1363,3741
1737,1364,3734
1738,1364,3738
1739,1364,3741
1740,1365,3734
1741,1365,3738
1742,1365,3741
1743,1366,3734
1744,1366,3738
1745,1366,3741
1746,1367,3734
1747,1367,3738
1748,1367,3741
1749,1368,3734
1750,1368,3738
1751,1368,3741
1752,1369,3734
1753,1369,3738
1754,1369,3741
1755,1370,3734
1756,1370,3738
1757,1370,3741
1758,1371,3734
1759,1371,3738
1760,1371,3741
1761,1372,3734
1762,1372,3738
1763,1372,3741
1764,1373,3734
1765,1373,3738
1766,1373,3741
1767,1374,3734
1768,1374,3738
1769,1374,3741
1770,1375,3734
1771,1375,3738
1772,1375,3741
1773,1376,3734
1774,1376,3738
1775,1376,3741
1776,1377,3734
1777,1377,3738
1778,1377,3741
1779,1378,3734
1780,1378,3738
1781,1378,3741
1782,1379,3734
1783,1379,3738
1784,1379,3741
1785,1380,3734
1786,1380,3738
1787,1380,3741
1788,1381,3734
1789,1381,3738
1790,1381,3741
1791,1382,3734
1792,1382,3738
1793,1382,3741
1794,1383,3734
1795,1383,3738
1796,1383,3741
1797,1384,3734
1798,1384,3738
1799,1384,3741
