ID,MapID,SoundOverrideID,MusicOverrideID,ChunkX,ChunkY,SubchunkX,SubchunkY
427817,2856,479,0,43,28,2,11
427818,2856,479,0,42,27,15,12
427819,2856,479,0,42,29,11,8
427820,2856,479,0,43,29,5,3
427821,2856,479,0,43,28,4,9
427822,2856,479,0,43,28,1,2
427823,2856,479,0,43,27,1,6
427824,2856,479,0,43,28,3,12
427825,2856,479,0,42,28,13,11
427826,2856,479,0,43,28,0,14
427827,2856,479,0,42,27,12,15
427828,2856,479,0,43,27,0,6
427829,2856,479,0,43,28,1,12
427830,2856,479,0,42,28,14,11
427831,2856,479,0,42,29,12,8
427832,2856,479,0,43,28,2,12
427833,2856,479,0,43,29,5,2
427834,2856,479,0,42,29,14,2
427835,2856,479,0,42,29,13,8
427836,2856,479,0,43,29,6,2
427837,2856,479,0,42,28,15,15
427838,2856,479,0,42,29,12,7
427839,2856,479,0,43,28,3,11
427840,2856,479,0,42,28,14,14
427841,2856,479,0,42,27,14,14
427842,2856,479,0,42,27,14,15
427843,2856,479,0,42,29,14,6
427844,2856,479,0,42,27,13,15
427845,2856,479,0,43,27,2,15
427846,2856,479,0,43,27,1,15
427847,2856,479,0,43,28,1,1
427848,2856,479,0,42,29,12,9
427849,2856,479,0,42,29,10,6
427850,2856,479,0,43,27,2,14
427851,2856,479,0,43,28,0,10
427852,2856,479,0,42,29,11,6
427853,2856,479,0,42,28,15,14
427854,2856,479,0,43,28,4,14
427855,2856,479,0,42,27,13,14
427856,2856,479,0,42,27,12,14
427857,2856,479,0,42,27,15,13
427858,2856,479,0,43,28,1,13
427859,2856,479,0,42,29,14,5
427860,2856,479,0,43,27,0,14
427861,2856,479,0,42,29,10,7
427862,2856,479,0,43,28,0,7
427863,2856,479,0,42,28,15,8
427864,2856,479,0,43,27,4,8
427865,2856,479,0,43,28,0,8
427866,2856,479,0,43,27,4,9
427867,2856,479,0,42,28,15,7
427868,2856,479,0,43,27,5,8
427869,2856,479,0,43,27,5,9
427870,2868,479,0,43,27,2,8
427871,2868,479,0,43,27,4,8
427872,2868,479,0,42,29,11,9
427873,2868,479,0,43,28,0,11
427874,2868,479,0,43,28,5,14
427875,2868,479,0,43,27,0,15
427876,2868,479,0,42,29,15,5
427877,2868,479,0,43,28,5,13
427878,2868,479,0,42,29,13,9
427879,2868,479,0,42,29,15,0
427880,2868,479,0,42,29,11,1
427881,2868,479,0,43,27,1,14
427882,2868,479,0,43,28,0,7
427883,2868,479,0,43,28,4,13
427884,2868,479,0,42,29,15,6
427885,2868,479,0,42,27,11,13
427886,2868,479,0,42,29,11,0
427887,2868,479,0,43,28,4,15
427888,2868,479,0,43,27,0,8
427889,2868,479,0,42,28,15,7
427890,2868,479,0,43,29,7,2
427891,2868,479,0,42,29,14,1
427892,2868,479,0,43,29,6,3
427893,2868,479,0,42,27,12,13
427894,2868,479,0,42,29,10,0
427895,2868,479,0,43,28,3,9
427896,2868,479,0,43,27,2,6
427897,2868,479,0,43,28,3,14
427898,2868,479,0,43,27,1,7
427899,2868,479,0,43,27,0,7
427900,2868,479,0,42,27,12,12
427901,2868,479,0,43,27,2,7
427902,2868,479,0,42,29,11,7
427903,2868,479,0,43,28,0,8
427904,2868,479,0,43,27,1,8
427905,2868,479,0,43,27,1,13
427906,2868,479,0,43,29,0,1
427907,2868,479,0,43,28,2,11
427908,2868,479,0,43,29,5,3
427909,2868,479,0,43,28,4,9
427910,2868,479,0,43,27,1,5
427911,2868,479,0,43,27,5,8
427912,2868,479,0,43,28,1,2
427913,2868,479,0,43,27,1,6
427914,2868,479,0,42,28,13,11
427915,2868,479,0,43,28,0,14
427916,2868,479,0,43,29,7,3
427917,2868,479,0,43,27,0,6
427918,2868,479,0,43,27,5,9
427919,2868,479,0,43,28,1,12
427920,2868,479,0,42,29,15,1
427921,2868,479,0,42,28,14,11
427922,2868,479,0,42,29,12,8
427923,2868,479,0,43,29,0,0
427924,2868,479,0,43,27,0,5
427925,2868,479,0,43,29,5,2
427926,2868,479,0,42,29,14,2
427927,2868,479,0,42,28,15,15
427928,2868,479,0,42,29,13,8
427929,2868,479,0,43,29,6,2
427930,2868,479,0,43,27,2,5
427931,2868,479,0,43,28,3,11
427932,2868,479,0,43,28,3,15
427933,2868,479,0,42,28,14,14
427934,2868,479,0,43,28,5,15
427935,2868,479,0,43,28,3,13
427936,2868,479,0,43,28,0,13
427937,2868,479,0,42,29,14,6
427938,2868,479,0,43,27,2,15
427939,2868,479,0,43,27,1,15
427940,2868,479,0,43,28,1,1
427941,2868,479,0,42,29,12,9
427942,2868,479,0,42,29,10,6
427943,2868,479,0,43,27,2,14
427944,2868,479,0,43,28,0,10
427945,2868,479,0,42,28,15,14
427946,2868,479,0,42,29,11,6
427947,2868,479,0,43,28,4,14
427948,2868,479,0,43,28,1,13
427949,2868,479,0,42,29,14,0
427950,2868,479,0,42,29,14,5
427951,2868,479,0,42,28,15,8
427952,2868,479,0,43,27,0,14
427953,2868,479,0,43,27,4,9
427954,2868,479,0,42,29,10,7
427955,2868,479,0,42,29,4,12
435248,0,485,0,38,42,10,4
435249,0,485,0,38,42,8,4
435250,0,485,0,38,42,9,4
435251,0,485,0,38,42,9,3
435252,0,485,0,38,42,8,3
435253,0,485,0,38,42,6,4
435254,0,485,0,38,42,10,3
435255,0,485,0,38,42,7,3
435256,0,485,0,38,42,8,5
435257,0,485,0,38,42,10,5
435258,0,485,0,38,42,8,6
435259,0,485,0,38,42,9,6
435260,0,485,0,38,42,7,6
435261,0,485,0,38,42,7,4
435262,0,485,0,38,42,7,5
435263,0,485,0,38,42,9,5
435264,0,485,0,38,42,6,5
435265,0,485,0,38,42,8,2
435266,0,485,0,38,42,6,6
435267,0,485,0,38,42,7,2
435268,0,485,0,38,42,10,2
435269,0,485,0,38,42,10,6
435270,0,485,0,38,42,9,2
435271,0,486,0,39,42,6,9
435272,0,486,0,39,42,2,12
435273,0,486,0,39,42,3,6
435274,0,486,0,39,42,5,6
435275,0,486,0,39,42,5,9
435276,0,486,0,39,42,4,7
435277,0,486,0,39,42,3,11
435278,0,486,0,39,42,5,12
435279,0,486,0,39,42,5,10
435280,0,486,0,39,42,1,10
435281,0,486,0,39,42,7,8
435282,0,486,0,39,42,8,9
435283,0,486,0,39,42,8,11
435284,0,486,0,39,42,4,10
435285,0,486,0,39,42,8,12
435286,0,486,0,39,42,2,10
435287,0,486,0,39,42,2,8
435288,0,486,0,39,42,6,8
435289,0,486,0,39,42,4,9
435290,0,486,0,39,42,3,9
435291,0,486,0,39,42,6,11
435292,0,486,0,39,42,5,11
435293,0,486,0,39,42,6,12
435294,0,486,0,39,42,1,12
435295,0,486,0,39,42,8,10
435296,0,486,0,39,42,3,12
435297,0,486,0,39,42,3,10
435298,0,486,0,39,42,4,12
435299,0,486,0,39,42,3,7
435300,0,486,0,39,42,2,6
435301,0,486,0,39,42,7,9
435302,0,486,0,39,42,5,7
435303,0,486,0,39,42,4,6
435304,0,486,0,39,42,6,10
435305,0,486,0,39,42,6,6
435306,0,486,0,39,42,3,8
435307,0,486,0,39,42,4,8
435308,0,486,0,39,42,7,11
435309,0,486,0,39,42,7,7
435310,0,486,0,39,42,5,8
435311,0,486,0,39,42,1,11
435312,0,486,0,39,42,7,10
435313,0,486,0,39,42,4,11
435314,0,486,0,39,42,2,11
435315,0,486,0,39,42,6,7
435316,0,486,0,39,42,2,9
435317,0,486,0,39,42,7,12
435318,0,486,0,39,42,8,7
435319,0,486,0,39,42,2,7
435320,0,486,0,39,42,8,8
490828,0,503,0,34,32,12,12
490829,0,503,0,34,32,14,15
490830,0,503,0,34,33,14,0
490831,0,503,0,34,32,10,12
490832,0,503,0,34,33,13,2
490833,0,503,0,34,32,12,13
490834,0,503,0,34,33,8,0
490835,0,503,0,34,32,8,12
490836,0,503,0,34,33,10,1
490837,0,503,0,34,33,10,2
490838,0,503,0,34,32,7,11
490839,0,503,0,34,33,10,0
490840,0,503,0,35,32,0,13
490841,0,503,0,34,32,15,14
490842,0,503,0,34,33,13,1
490843,0,503,0,34,32,7,14
490844,0,503,0,34,33,9,1
490845,0,503,0,34,33,11,2
490846,0,503,0,34,32,9,11
490847,0,503,0,34,32,10,13
490848,0,503,0,34,32,15,13
490849,0,503,0,34,32,9,12
490850,0,503,0,34,32,7,15
490851,0,503,0,34,32,8,14
490852,0,503,0,34,32,10,14
490853,0,503,0,35,32,0,14
490854,0,503,0,34,33,12,0
490855,0,503,0,34,32,8,15
490856,0,503,0,34,32,7,13
490857,0,503,0,34,33,12,2
490858,0,503,0,34,33,13,0
490859,0,503,0,34,33,11,1
490860,0,503,0,34,32,14,12
490861,0,503,0,35,32,0,15
490862,0,503,0,34,32,7,12
490863,0,503,0,34,32,13,14
490864,0,503,0,34,32,12,15
490865,0,503,0,34,33,14,2
490866,0,503,0,34,32,9,13
490867,0,503,0,34,33,15,1
490868,0,503,0,34,32,9,14
490869,0,503,0,34,32,11,14
490870,0,503,0,34,32,14,13
490871,0,503,0,34,32,10,15
490872,0,503,0,34,33,12,1
490873,0,503,0,34,33,14,1
490874,0,503,0,34,33,11,0
490875,0,503,0,34,32,13,13
490876,0,503,0,34,32,13,15
490877,0,503,0,34,32,11,12
490878,0,503,0,34,33,15,0
490879,0,503,0,34,32,9,15
490880,0,503,0,34,32,12,14
490881,0,503,0,34,32,8,11
490882,0,503,0,34,32,15,15
490883,0,503,0,34,32,11,15
490884,0,503,0,34,33,9,0
490885,0,503,0,34,32,11,13
490886,0,503,0,34,32,8,13
490887,0,503,0,34,32,14,14
490888,1,504,0,25,40,6,4
490889,1,504,0,25,40,15,14
490890,1,504,0,25,40,3,3
490891,1,504,0,25,40,7,9
490892,1,504,0,25,41,11,0
490893,1,504,0,25,41,12,0
490894,1,504,0,25,40,7,8
490895,1,504,0,25,40,7,3
490896,1,504,0,25,40,11,10
490897,1,504,0,25,40,3,12
490898,1,504,0,25,40,9,3
490899,1,504,0,25,40,15,7
490900,1,504,0,25,40,14,2
490901,1,504,0,25,40,1,7
490902,1,504,0,25,40,2,10
490903,1,504,0,25,40,9,9
490904,1,504,0,25,40,14,3
490905,1,504,0,25,40,7,5
490906,1,504,0,25,40,13,14
490907,1,504,0,25,40,11,9
490908,1,504,0,25,40,8,11
490909,1,504,0,25,40,9,15
490910,1,504,0,26,40,0,13
490911,1,504,0,25,40,10,15
490912,1,504,0,25,41,3,3
490913,1,504,0,25,40,5,9
490914,1,504,0,25,41,9,2
490915,1,504,0,25,40,13,3
490916,1,504,0,25,40,15,4
490917,1,504,0,25,40,9,13
490918,1,504,0,25,40,8,12
490919,1,504,0,26,40,0,5
490920,1,504,0,25,40,9,5
490921,1,504,0,25,40,13,8
490922,1,504,0,25,41,9,1
490923,1,504,0,25,40,12,14
490924,1,504,0,25,40,15,10
490925,1,504,0,25,40,12,5
490926,1,504,0,25,40,12,10
490927,1,504,0,25,40,12,13
490928,1,504,0,25,40,4,15
490929,1,504,0,25,40,1,12
490930,1,504,0,25,40,10,2
490931,1,504,0,25,40,3,10
490932,1,504,0,25,40,5,14
490933,1,504,0,25,40,13,6
490934,1,504,0,25,40,6,9
490935,1,504,0,26,40,0,11
490936,1,504,0,25,40,11,2
490937,1,504,0,26,40,0,8
490938,1,504,0,25,40,15,9
490939,1,504,0,25,40,12,9
490940,1,504,0,25,40,5,11
490941,1,504,0,25,40,10,10
490942,1,504,0,25,40,0,14
490943,1,504,0,25,40,10,12
490944,1,504,0,25,41,11,3
490945,1,504,0,25,40,8,5
490946,1,504,0,25,40,10,9
490947,1,504,0,25,40,12,7
490948,1,504,0,25,40,7,11
490949,1,504,0,25,41,6,1
490950,1,504,0,25,40,1,10
490951,1,504,0,25,40,3,7
490952,1,504,0,25,40,6,11
490953,1,504,0,26,40,1,9
490954,1,504,0,25,40,3,15
490955,1,504,0,25,40,5,4
490956,1,504,0,25,40,3,4
490957,1,504,0,25,40,4,11
490958,1,504,0,25,41,10,0
490959,1,504,0,25,40,5,7
490960,1,504,0,25,40,5,8
490961,1,504,0,25,40,6,14
490962,1,504,0,25,41,6,3
490963,1,504,0,25,41,14,1
490964,1,504,0,26,40,0,7
490965,1,504,0,25,40,9,10
490966,1,504,0,25,40,8,3
490967,1,504,0,25,41,12,1
490968,1,504,0,25,40,11,5
490969,1,504,0,25,40,3,9
490970,1,504,0,25,40,11,3
490971,1,504,0,25,40,13,2
490972,1,504,0,25,41,9,0
490973,1,504,0,25,41,4,4
490974,1,504,0,25,40,1,14
490975,1,504,0,25,41,2,2
490976,1,504,0,25,40,9,8
490977,1,504,0,26,40,0,15
490978,1,504,0,25,41,7,3
490979,1,504,0,25,41,11,1
490980,1,504,0,25,40,4,12
490981,1,504,0,25,40,9,7
490982,1,504,0,25,41,8,0
490983,1,504,0,25,40,10,5
490984,1,504,0,25,40,9,14
490985,1,504,0,26,40,0,3
490986,1,504,0,25,40,11,14
490987,1,504,0,25,41,2,4
490988,1,504,0,25,40,5,10
490989,1,504,0,25,41,0,1
490990,1,504,0,25,40,7,7
490991,1,504,0,25,40,15,8
490992,1,504,0,25,41,4,3
490993,1,504,0,25,40,12,8
490994,1,504,0,26,40,0,10
490995,1,504,0,25,41,7,4
490996,1,504,0,25,41,15,0
490997,1,504,0,25,41,4,1
490998,1,504,0,25,40,2,7
490999,1,504,0,25,40,8,10
491000,1,504,0,25,40,10,11
491001,1,504,0,25,40,2,15
491002,1,504,0,25,41,13,2
491003,1,504,0,25,41,3,2
491004,1,504,0,25,41,5,2
491005,1,504,0,25,40,2,13
491006,1,504,0,25,41,0,2
491007,1,504,0,25,40,3,8
491008,1,504,0,25,40,3,6
491009,1,504,0,25,40,1,11
491010,1,504,0,25,40,6,12
491011,1,504,0,25,40,12,15
491012,1,504,0,25,40,14,12
491013,1,504,0,25,40,3,14
491014,1,504,0,25,40,12,12
491015,1,504,0,25,41,6,4
491016,1,504,0,25,40,13,4
491017,1,504,0,25,41,10,2
491018,1,504,0,25,41,6,2
491019,1,504,0,25,40,4,13
491020,1,504,0,25,41,13,0
491021,1,504,0,25,40,14,15
491022,1,504,0,25,40,8,9
491023,1,504,0,25,41,7,2
491024,1,504,0,25,41,10,1
491025,1,504,0,25,40,0,15
491026,1,504,0,25,40,12,2
491027,1,504,0,25,41,0,4
491028,1,504,0,26,40,0,6
491029,1,504,0,25,40,5,12
491030,1,504,0,25,40,15,6
491031,1,504,0,25,40,11,15
491032,1,504,0,25,40,15,12
491033,1,504,0,25,41,6,0
491034,1,504,0,25,40,13,9
491035,1,504,0,25,41,5,4
491036,1,504,0,25,40,5,6
491037,1,504,0,25,41,12,2
491038,1,504,0,25,41,2,3
491039,1,504,0,25,40,8,14
491040,1,504,0,25,40,7,13
491041,1,504,0,25,41,1,3
491042,1,504,0,25,40,6,10
491043,1,504,0,25,40,11,11
491044,1,504,0,25,41,5,0
491045,1,504,0,25,40,6,8
491046,1,504,0,25,40,8,8
491047,1,504,0,25,40,14,6
491048,1,504,0,25,40,14,4
491049,1,504,0,25,40,14,13
491050,1,504,0,25,41,5,3
491051,1,504,0,25,40,2,9
491052,1,504,0,25,40,10,3
491053,1,504,0,25,40,8,13
491054,1,504,0,26,40,0,14
491055,1,504,0,25,40,4,10
491056,1,504,0,25,40,0,13
491057,1,504,0,25,40,9,12
491058,1,504,0,25,40,4,9
491059,1,504,0,25,41,10,3
491060,1,504,0,25,41,0,0
491061,1,504,0,25,40,1,15
491062,1,504,0,25,40,9,6
491063,1,504,0,25,40,15,2
491064,1,504,0,26,40,1,4
491065,1,504,0,25,40,12,11
491066,1,504,0,25,40,11,8
491067,1,504,0,25,40,10,4
491068,1,504,0,25,40,14,5
491069,1,504,0,25,40,14,14
491070,1,504,0,25,40,10,13
491071,1,504,0,25,40,9,11
491072,1,504,0,25,40,8,15
491073,1,504,0,25,40,4,5
491074,1,504,0,25,40,13,10
491075,1,504,0,25,40,14,11
491076,1,504,0,25,40,13,5
491077,1,504,0,25,40,7,12
491078,1,504,0,26,40,0,12
491079,1,504,0,26,40,1,3
491080,1,504,0,25,40,15,3
491081,1,504,0,25,40,14,7
491082,1,504,0,25,40,14,10
491083,1,504,0,25,40,15,15
491084,1,504,0,25,40,9,4
491085,1,504,0,25,41,2,1
491086,1,504,0,25,41,7,1
491087,1,504,0,25,41,4,2
491088,1,504,0,26,40,0,4
491089,1,504,0,25,41,1,0
491090,1,504,0,25,40,7,4
491091,1,504,0,25,40,7,10
491092,1,504,0,25,40,7,14
491093,1,504,0,25,40,13,11
491094,1,504,0,26,40,1,8
491095,1,504,0,25,41,3,0
491096,1,504,0,25,41,8,1
491097,1,504,0,25,40,2,14
491098,1,504,0,25,40,10,14
491099,1,504,0,25,40,13,12
491100,1,504,0,25,40,1,8
491101,1,504,0,26,40,1,10
491102,1,504,0,25,40,10,7
491103,1,504,0,25,40,11,7
491104,1,504,0,25,40,11,12
491105,1,504,0,26,40,0,9
491106,1,504,0,25,40,3,5
491107,1,504,0,25,40,3,11
491108,1,504,0,25,41,1,4
491109,1,504,0,25,40,10,8
491110,1,504,0,25,40,4,7
491111,1,504,0,25,40,12,4
491112,1,504,0,25,40,12,6
491113,1,504,0,25,40,3,13
491114,1,504,0,25,41,0,3
491115,1,504,0,25,40,4,6
491116,1,504,0,25,40,2,12
491117,1,504,0,25,40,13,15
491118,1,504,0,25,40,15,11
491119,1,504,0,25,40,7,6
491120,1,504,0,25,40,4,3
491121,1,504,0,25,40,8,6
491122,1,504,0,25,40,14,8
491123,1,504,0,25,40,1,13
491124,1,504,0,25,40,4,4
491125,1,504,0,25,40,5,13
491126,1,504,0,25,40,13,13
491127,1,504,0,25,41,5,1
491128,1,504,0,25,41,11,2
491129,1,504,0,25,40,6,6
491130,1,504,0,26,40,1,2
491131,1,504,0,25,40,14,9
491132,1,504,0,25,40,6,5
491133,1,504,0,25,41,1,2
491134,1,504,0,25,40,4,14
491135,1,504,0,25,40,5,3
491136,1,504,0,25,40,5,5
491137,1,504,0,25,41,2,0
491138,1,504,0,25,41,9,3
491139,1,504,0,25,40,1,9
491140,1,504,0,25,40,5,15
491141,1,504,0,25,41,3,1
491142,1,504,0,25,40,15,13
491143,1,504,0,25,41,8,3
491144,1,504,0,25,40,6,15
491145,1,504,0,25,40,6,7
491146,1,504,0,25,40,4,8
491147,1,504,0,25,40,12,3
491148,1,504,0,25,40,6,13
491149,1,504,0,25,41,12,3
491150,1,504,0,25,40,2,8
491151,1,504,0,25,41,7,0
491152,1,504,0,25,40,13,7
491153,1,504,0,25,41,14,0
491154,1,504,0,26,40,1,5
491155,1,504,0,25,40,2,11
491156,1,504,0,25,40,8,7
491157,1,504,0,25,41,1,1
491158,1,504,0,25,40,7,15
491159,1,504,0,25,40,15,5
491160,1,504,0,25,40,11,13
491161,1,504,0,25,41,8,2
491162,1,504,0,25,40,11,6
491163,1,504,0,25,40,6,3
491164,1,504,0,25,41,13,1
491165,1,504,0,25,40,11,4
491166,1,504,0,25,40,8,4
491167,1,504,0,25,41,3,4
491168,1,504,0,25,40,10,6
491169,1,504,0,25,41,4,0
491170,1,504,0,26,40,0,2
491171,1,505,0,26,41,5,0
491172,1,505,0,24,40,15,3
491173,1,505,0,26,40,15,9
491174,1,505,0,26,40,15,2
491175,1,505,0,26,41,3,3
491176,1,505,0,25,39,10,14
491177,1,505,0,26,40,4,13
491178,1,505,0,25,40,2,1
491179,1,505,0,26,41,6,1
491180,1,505,0,26,41,1,2
491181,1,505,0,26,40,5,13
491182,1,505,0,26,40,10,5
491183,1,505,0,26,39,3,15
491184,1,505,0,25,40,12,1
491185,1,505,0,26,41,4,4
491186,1,505,0,26,40,3,5
491187,1,505,0,26,41,1,5
491188,1,505,0,26,41,8,6
491189,1,505,0,24,40,15,11
491190,1,505,0,26,40,12,5
491191,1,505,0,26,40,4,12
491192,1,505,0,24,40,15,0
491193,1,505,0,25,41,3,5
491194,1,505,0,24,40,14,14
491195,1,505,0,26,40,7,12
491196,1,505,0,26,41,9,3
491197,1,505,0,25,40,1,4
491198,1,505,0,26,40,2,4
491199,1,505,0,25,40,0,4
491200,1,505,0,26,40,8,8
491201,1,505,0,26,41,1,4
491202,1,505,0,26,40,4,0
491203,1,505,0,26,40,8,14
491204,1,505,0,26,40,6,15
491205,1,505,0,24,40,15,15
491206,1,505,0,26,40,5,12
491207,1,505,0,26,39,2,14
491208,1,505,0,26,41,3,4
491209,1,505,0,26,40,6,3
491210,1,505,0,26,40,7,15
491211,1,505,0,26,40,7,11
491212,1,505,0,25,41,2,7
491213,1,505,0,24,40,13,9
491214,1,505,0,25,41,8,4
491215,1,505,0,26,40,3,0
491216,1,505,0,26,40,7,3
491217,1,505,0,26,41,8,3
491218,1,505,0,26,40,13,8
491219,1,505,0,24,40,14,4
491220,1,505,0,26,41,8,5
491221,1,505,0,26,41,3,7
491222,1,505,0,25,41,15,1
491223,1,505,0,26,40,10,7
491224,1,505,0,26,41,2,4
491225,1,505,0,26,40,10,3
491226,1,505,0,26,40,9,7
491227,1,505,0,26,41,7,2
491228,1,505,0,25,39,3,14
491229,1,505,0,26,40,10,2
491230,1,505,0,24,41,13,1
491231,1,505,0,25,41,6,5
491232,1,505,0,25,41,1,5
491233,1,505,0,24,40,15,10
491234,1,505,0,26,41,2,3
491235,1,505,0,25,40,0,3
491236,1,505,0,24,40,13,15
491237,1,505,0,26,40,11,13
491238,1,505,0,25,39,14,14
491239,1,505,0,26,40,1,0
491240,1,505,0,25,41,10,7
491241,1,505,0,24,40,15,5
491242,1,505,0,26,40,3,13
491243,1,505,0,24,41,14,5
491244,1,505,0,25,40,7,0
491245,1,505,0,26,41,0,4
491246,1,505,0,26,40,14,7
491247,1,505,0,25,40,8,0
491248,1,505,0,25,41,8,7
491249,1,505,0,25,40,12,0
491250,1,505,0,26,40,2,1
491251,1,505,0,26,40,8,15
491252,1,505,0,26,41,7,3
491253,1,505,0,26,40,14,3
491254,1,505,0,26,41,0,0
491255,1,505,0,24,41,13,2
491256,1,505,0,24,41,15,2
491257,1,505,0,26,40,14,8
491258,1,505,0,26,40,4,5
491259,1,505,0,25,39,1,13
491260,1,505,0,25,41,12,7
491261,1,505,0,26,40,10,14
491262,1,505,0,26,41,3,5
491263,1,505,0,25,40,7,2
491264,1,505,0,26,40,13,0
491265,1,505,0,26,40,11,5
491266,1,505,0,26,40,8,9
491267,1,505,0,26,40,8,12
491268,1,505,0,26,40,7,2
491269,1,505,0,25,41,11,7
491270,1,505,0,25,40,1,1
491271,1,505,0,24,40,15,13
491272,1,505,0,26,40,2,11
491273,1,505,0,26,40,15,7
491274,1,505,0,26,40,9,9
491275,1,505,0,24,41,15,6
491276,1,505,0,26,40,14,4
491277,1,505,0,26,40,8,6
491278,1,505,0,26,39,1,15
491279,1,505,0,26,40,6,8
491280,1,505,0,24,40,15,4
491281,1,505,0,25,41,15,7
491282,1,505,0,24,41,15,0
491283,1,505,0,25,41,14,2
491284,1,505,0,26,40,10,6
491285,1,505,0,25,39,4,15
491286,1,505,0,25,39,3,15
491287,1,505,0,24,41,13,6
491288,1,505,0,26,41,4,5
491289,1,505,0,26,40,15,5
491290,1,505,0,26,40,10,15
491291,1,505,0,26,40,5,9
491292,1,505,0,26,39,0,15
491293,1,505,0,26,40,4,7
491294,1,505,0,26,40,10,13
491295,1,505,0,25,41,7,6
491296,1,505,0,24,40,13,5
491297,1,505,0,25,39,15,14
491298,1,505,0,24,41,15,5
491299,1,505,0,26,41,10,3
491300,1,505,0,26,40,15,4
491301,1,505,0,26,41,9,7
491302,1,505,0,26,40,10,8
491303,1,505,0,25,41,14,3
491304,1,505,0,25,39,1,14
491305,1,505,0,25,41,12,5
491306,1,505,0,26,40,13,10
491307,1,505,0,25,40,14,1
491308,1,505,0,26,40,6,1
491309,1,505,0,24,40,14,9
491310,1,505,0,26,41,11,2
491311,1,505,0,25,41,15,4
491312,1,505,0,25,41,14,4
491313,1,505,0,25,39,0,13
491314,1,505,0,25,41,12,6
491315,1,505,0,26,41,6,5
491316,1,505,0,26,40,8,1
491317,1,505,0,25,41,2,6
491318,1,505,0,26,40,4,2
491319,1,505,0,26,40,2,7
491320,1,505,0,26,40,8,5
491321,1,505,0,25,40,2,5
491322,1,505,0,25,41,14,5
491323,1,505,0,26,40,9,1
491324,1,505,0,26,41,7,7
491325,1,505,0,26,39,0,14
491326,1,505,0,26,40,12,8
491327,1,505,0,26,41,9,0
491328,1,505,0,24,41,13,7
491329,1,505,0,26,40,2,8
491330,1,505,0,24,41,14,2
491331,1,505,0,26,40,7,4
491332,1,505,0,26,39,14,15
491333,1,505,0,26,41,5,7
491334,1,505,0,26,41,10,0
491335,1,505,0,24,40,14,0
491336,1,505,0,26,41,2,5
491337,1,505,0,26,40,7,7
491338,1,505,0,25,39,10,15
491339,1,505,0,26,39,4,15
491340,1,505,0,26,41,5,1
491341,1,505,0,24,39,15,13
491342,1,505,0,24,40,13,13
491343,1,505,0,26,41,6,0
491344,1,505,0,24,40,13,7
491345,1,505,0,25,40,0,0
491346,1,505,0,26,40,1,13
491347,1,505,0,25,41,14,6
491348,1,505,0,26,41,4,3
491349,1,505,0,25,40,10,1
491350,1,505,0,26,39,7,15
491351,1,505,0,26,39,12,15
491352,1,505,0,25,41,5,6
491353,1,505,0,24,40,14,15
491354,1,505,0,26,41,8,4
491355,1,505,0,25,39,11,15
491356,1,505,0,26,41,5,5
491357,1,505,0,25,40,5,2
491358,1,505,0,25,40,13,1
491359,1,505,0,25,40,2,3
491360,1,505,0,26,40,9,10
491361,1,505,0,26,41,5,6
491362,1,505,0,26,40,6,9
491363,1,505,0,26,41,1,7
491364,1,505,0,26,40,3,11
