ID,SpellID,CurrencyTypesID,CurrencyCount,OverrideRecraftCurrencyCount,OrderSource
1376,240645,1273,1,0,0
1377,240646,1273,1,0,0
1378,240647,1273,1,0,0
1379,240648,1273,1,0,0
1380,240650,1273,1,0,0
1381,240651,1273,1,0,0
1382,240655,1273,1,0,0
1383,240656,1273,1,0,0
1384,240657,1273,1,0,0
1385,240658,1273,1,0,0
1386,240659,1273,1,0,0
1387,240660,1273,1,0,0
1388,240661,1273,1,0,0
1389,240662,1273,1,0,0
1390,240663,1273,1,0,0
1393,241245,1155,400,0,0
1394,241246,1155,650,0,0
1395,241247,1155,900,0,0
1396,241248,1155,1300,0,0
1397,241249,1155,2000,0,0
1398,242965,1273,1,0,0
1399,242966,1273,1,0,0
1400,242967,1273,1,0,0
1401,242968,1273,1,0,0
1402,242969,1273,1,0,0
1403,242970,1273,1,0,0
1404,242971,1273,1,0,0
1405,242972,1273,1,0,0
1406,243198,1226,100,0,0
1408,244164,1580,1,0,0
1409,244165,1580,1,0,0
1410,244166,1580,1,0,0
1411,244168,1580,1,0,0
1412,244170,1580,1,0,0
1413,244171,1580,1,0,0
1414,244182,1580,1,0,0
1415,244183,1580,1,0,0
1416,244184,1580,1,0,0
1417,244185,1580,1,0,0
1418,244186,1580,1,0,0
1419,244187,1580,1,0,0
1420,244777,1273,1,0,0
1421,244778,1273,1,0,0
1422,244779,1273,1,0,0
1423,244781,1273,1,0,0
1424,244782,1273,1,0,0
1425,244783,1273,1,0,0
1426,244784,1273,1,0,0
1427,244786,1273,1,0,0
1428,245613,1226,100,0,0
1429,233380,1226,100,0,0
1430,231857,1226,100,0,0
1431,231202,1226,100,0,0
1432,235557,1226,100,0,0
1433,233804,1226,100,0,0
1434,235527,1226,100,0,0
1435,237622,1226,100,0,0
1436,247484,1273,1,0,0
1437,247485,1273,1,0,0
1438,247486,1273,1,0,0
1439,247487,1273,1,0,0
1440,247488,1273,1,0,0
1441,247489,1273,1,0,0
1442,247490,1273,1,0,0
1443,247491,1273,1,0,0
1444,248331,1388,150,0,0
1445,248337,1388,150,0,0
1446,248341,1388,150,0,0
1447,248377,1388,10,0,0
1448,248378,1388,150,0,0
1449,248379,1388,150,0,0
1450,248380,1388,150,0,0
1451,248531,1388,100,0,0
1452,248532,1388,15,0,0
1453,248533,1388,25,0,0
1454,248545,1388,50,0,0
1455,248546,1388,75,0,0
1458,248822,1388,20,0,0
1459,248823,1388,40,0,0
1460,248824,1388,60,0,0
1461,248825,1388,50,0,0
1462,248826,1388,150,0,0
1463,250010,1388,70,0,0
1464,250541,1273,1,0,0
1465,250574,1273,1,0,0
1466,250575,1273,1,0,0
1467,250576,1273,1,0,0
1468,250577,1273,1,0,0
1469,250578,1273,1,0,0
1470,250579,1273,1,0,0
1471,250580,1273,1,0,0
1472,250581,1273,1,0,0
1473,250582,1273,1,0,0
1474,250583,1273,1,0,0
1475,250588,1273,1,0,0
1476,250598,1273,1,0,0
1477,250600,1273,1,0,0
1478,250601,1273,1,0,0
1479,250602,1273,1,0,0
1480,250603,1273,1,0,0
1481,250604,1273,1,0,0
1482,250605,1273,1,0,0
1483,250606,1273,1,0,0
1484,250607,1273,1,0,0
1485,250608,1273,1,0,0
1486,250724,1388,50,0,0
1487,250725,1388,100,0,0
1488,250726,1388,150,0,0
1489,250727,1388,75,0,0
1491,251001,1541,20,0,0
1492,251050,1388,300,0,0
1507,251991,1388,25,0,0
1509,251996,1541,80,0,0
1510,251997,1388,100,0,0
1521,254434,1273,1,0,0
1522,254435,1273,1,0,0
1523,254436,1273,1,0,0
1524,254437,1273,1,0,0
1525,254438,1273,1,0,0
1526,254439,1273,1,0,0
1527,254440,1273,1,0,0
1528,254441,1273,1,0,0
1529,254442,1273,1,0,0
1530,254443,1273,1,0,0
1531,254445,1273,1,0,0
1532,254446,1273,1,0,0
1541,256412,1541,10,0,0
1542,256426,1388,50,0,0
1543,256431,1388,50,0,0
1544,256448,1540,10,0,0
1545,257009,1388,100,0,0
1547,258392,1388,15,0,0
1548,259031,1541,10,0,0
1550,259176,1541,10,0,0
1552,251410,1541,10,0,0
1554,251511,1541,10,0,0
1556,259525,1541,10,0,0
1558,259559,1541,10,0,0
1567,259924,1541,10,0,0
1568,259992,1540,10,0,0
1569,260017,1540,10,0,0
1570,260024,1540,10,0,0
1571,260039,1540,10,0,0
1572,260082,1540,10,0,0
1573,260085,1540,10,0,0
1577,260236,1541,80,0,0
1578,260238,1541,25,0,0
1579,260239,1540,80,0,0
1580,260298,1541,20,0,0
1581,260299,1541,20,0,0
1582,260346,1388,75,0,0
1584,260424,1541,80,0,0
1585,260499,1388,25,0,0
1586,260500,1388,25,0,0
1587,260501,1388,25,0,0
1588,260502,1388,25,0,0
1589,260743,1559,1,0,0
1590,260744,1559,1,0,0
1591,260745,1559,1,0,0
1592,260746,1559,1,0,0
1593,260747,1559,1,0,0
1594,260748,1559,1,0,0
1601,262352,1540,80,0,0
1603,262353,1541,25,0,0
1605,262354,1541,80,0,0
1607,262355,1540,80,0,0
1609,262356,1540,80,0,0
1611,262452,1540,10,0,0
1613,262453,1541,10,0,0
1615,263354,1541,100,0,0
1616,263483,1559,1,0,0
1617,263609,1541,100,0,0
1619,263820,1540,40,0,0
1621,264536,1559,1,0,0
1622,264852,1541,10,0,0
1623,264853,1540,10,0,0
1624,264854,1541,10,0,0
1625,264856,1540,10,0,0
1626,264978,1541,10,0,0
1627,264979,1540,10,0,0
1628,264980,1541,10,0,0
1629,264981,1540,10,0,0
1631,266479,1541,10,0,0
1632,266480,1540,10,0,0
1633,266978,1559,1,0,0
1634,268471,1273,1,0,0
1635,268472,1273,1,0,0
1636,268476,1273,1,0,0
1637,268477,1273,1,0,0
1638,268478,1273,1,0,0
1639,268479,1273,1,0,0
1640,268480,1273,1,0,0
1641,268481,1273,1,0,0
1662,269196,1541,20,0,0
1663,269197,1541,20,0,0
1664,269198,1541,30,0,0
1665,269199,1541,50,0,0
1666,269200,1541,50,0,0
1669,269391,1560,25,0,0
1670,269639,1560,25,0,0
1671,273957,1541,10,0,0
1672,274308,1541,20,0,0
1673,274316,1541,30,0,0
1674,274317,1541,50,0,0
1675,274320,1541,50,0,0
1676,274333,1541,10,0,0
1677,274334,1540,10,0,0
1678,274378,1541,10,0,0
1679,274381,1540,10,0,0
1680,274525,1541,10,0,0
1681,274526,1540,10,0,0
1682,274535,1541,10,0,0
1683,274537,1540,10,0,0
1684,274547,1541,10,0,0
1685,274550,1540,10,0,0
1686,274620,1541,80,0,0
1687,274652,1541,10,0,0
1688,274653,1540,10,0,0
1689,274654,1541,10,0,0
1690,274655,1540,10,0,0
1691,274656,1541,10,0,0
1692,274657,1540,10,0,0
1693,274658,1541,10,0,0
1694,274659,1540,10,0,0
1695,274660,1541,10,0,0
1696,274661,1540,10,0,0
1697,274662,1541,10,0,0
1698,274663,1540,10,0,0
1699,274831,1559,1,0,0
1700,275396,1580,1,0,0
1701,275399,1580,1,0,0
1702,275400,1580,1,0,0
1703,275401,1580,1,0,0
1704,275402,1580,1,0,0
1705,275403,1580,1,0,0
1706,275404,1580,1,0,0
1707,275405,1580,1,0,0
1708,275407,1580,1,0,0
1709,275408,1580,1,0,0
1710,275409,1580,1,0,0
1711,275411,1580,1,0,0
1712,275413,1580,1,0,0
1713,275414,1580,1,0,0
1714,275415,1580,1,0,0
1715,275416,1580,1,0,0
1819,277454,1541,80,0,0
1820,277910,1541,80,0,0
1821,279148,1541,100,0,0
1822,281164,1580,1,0,0
1823,281166,1580,1,0,0
1824,281419,1560,25,0,0
1825,281432,1560,25,0,0
1826,243551,1541,20,0,0
1827,281584,1541,20,0,0
1828,281594,1541,30,0,0
1829,281596,1541,30,0,0
1830,256097,1541,50,0,0
1831,281589,1541,50,0,0
1832,256063,1541,50,0,0
1833,281590,1541,50,0,0
1834,281653,1541,20,0,0
1835,281656,1541,20,0,0
1836,281658,1541,30,0,0
1837,281660,1541,30,0,0
1838,281662,1541,50,0,0
1839,281664,1541,50,0,0
1840,281666,1541,50,0,0
1841,281668,1541,50,0,0
1843,282173,1540,20,0,0
1844,282251,1540,30,0,0
1845,282253,1540,50,0,0
1846,282256,1540,50,0,0
1847,282258,1541,50,0,0
1848,282260,1541,50,0,0
1849,282262,1541,20,0,0
1850,282265,1541,30,0,0
1851,282267,1541,30,0,0
1852,282272,1541,50,0,0
1853,282273,1541,50,0,0
1854,282274,1541,20,0,0
1855,282279,1541,50,0,0
1856,282280,1541,50,0,0
1857,282282,1541,20,0,0
1858,282283,1541,30,0,0
1859,282300,1541,100,0,0
1860,282396,1541,10,0,0
1861,282397,1540,10,0,0
1862,282455,1541,10,0,0
1863,282456,1540,10,0,0
1864,282457,1541,10,0,0
1865,282458,1540,10,0,0
1866,282461,1541,10,0,0
1867,282462,1540,10,0,0
1868,282490,1541,80,0,0
