ID,OrderIndex,FactionIndex,CreatureID,Scale,Flags,GarrFollowerID
184,1,0,112942,1,1,910
185,2,0,112943,1,1,910
186,0,1,113992,1,1,910
187,1,1,112942,1,1,910
188,2,1,112943,1,1,910
189,0,0,113993,1,1,681
190,1,0,112962,1,1,681
191,2,0,112963,1,1,681
192,0,1,113993,1,1,681
193,1,1,112962,1,1,681
194,2,1,112963,1,1,681
195,0,0,113994,1,1,911
196,1,0,112962,1,1,911
197,2,0,112963,1,1,911
198,0,1,113994,1,1,911
199,1,1,112962,1,1,911
200,2,1,112963,1,1,911
201,0,0,113995,1,1,912
202,1,0,112962,1,1,912
203,2,0,112963,1,1,912
204,0,1,113995,1,1,912
205,1,1,112962,1,1,912
206,2,1,112963,1,1,912
207,0,0,113996,1,1,913
208,1,0,112962,1,1,913
209,2,0,112963,1,1,913
210,0,1,113996,1,1,913
211,1,1,112962,1,1,913
212,2,1,112963,1,1,913
213,0,0,114004,1,1,682
214,1,0,112969,1,1,682
215,2,0,112970,1,1,682
216,0,1,114004,1,1,682
217,1,1,112969,1,1,682
218,2,1,112970,1,1,682
219,0,0,114005,1,1,914
220,1,0,112969,1,1,914
221,2,0,112970,1,1,914
222,0,1,114005,1,1,914
223,1,1,112969,1,1,914
224,2,1,112970,1,1,914
225,0,0,114006,1,1,915
226,1,0,112969,1,1,915
227,2,0,112970,1,1,915
228,0,1,114006,1,1,915
229,1,1,112969,1,1,915
230,2,1,112970,1,1,915
231,0,0,114007,1,1,916
232,1,0,112969,1,1,916
233,2,0,112970,1,1,916
234,0,1,114007,1,1,916
235,1,1,112969,1,1,916
236,2,1,112970,1,1,916
237,0,0,114000,1,1,907
238,1,0,112965,1,1,907
239,2,0,112968,1,1,907
240,0,1,114000,1,1,907
241,1,1,112965,1,1,907
242,2,1,112968,1,1,907
243,0,0,114001,1,1,917
244,1,0,112965,1,1,917
245,2,0,112968,1,1,917
246,0,1,114001,1,1,917
247,1,1,112965,1,1,917
248,2,1,112968,1,1,917
249,0,0,114002,1,1,918
250,1,0,112965,1,1,918
251,2,0,112968,1,1,918
252,0,1,114002,1,1,918
253,1,1,112965,1,1,918
254,2,1,112968,1,1,918
255,0,0,114003,1,1,919
256,1,0,112965,1,1,919
257,2,0,112968,1,1,919
258,0,1,114003,1,1,919
259,1,1,112965,1,1,919
260,2,1,112968,1,1,919
261,0,0,114082,1,1,741
262,1,0,112989,1,1,741
263,2,0,112993,1,1,741
264,0,1,114082,1,1,741
265,1,1,112989,1,1,741
266,2,1,112993,1,1,741
267,0,0,114081,1,1,740
268,1,0,112989,1,1,740
269,2,0,112993,1,1,740
270,0,1,114081,1,1,740
271,1,1,112989,1,1,740
272,2,1,112993,1,1,740
273,0,0,114080,1,1,729
274,1,0,112989,1,1,729
275,2,0,112993,1,1,729
276,0,1,114080,1,1,729
277,1,1,112989,1,1,729
278,2,1,112993,1,1,729
279,0,0,114079,1,1,648
280,1,0,112989,1,1,648
281,2,0,112993,1,1,648
282,0,1,114079,1,1,648
283,1,1,112989,1,1,648
284,2,1,112993,1,1,648
285,0,0,109290,1,1,767
286,1,0,112997,1,1,767
287,2,0,112998,1,1,767
288,0,1,109290,1,1,767
289,1,1,112997,1,1,767
290,2,1,112998,1,1,767
291,0,0,109290,1,1,766
292,1,0,112997,1,1,766
293,2,0,112998,1,1,766
294,0,1,109290,1,1,766
295,1,1,112997,1,1,766
296,2,1,112998,1,1,766
297,0,0,109290,1,1,765
298,1,0,112997,1,1,765
299,2,0,112998,1,1,765
300,0,1,109290,1,1,765
301,1,1,112997,1,1,765
302,2,1,112998,1,1,765
303,0,0,109290,1,1,764
304,1,0,112997,1,1,764
305,2,0,112998,1,1,764
306,0,1,109290,1,1,764
307,1,1,112997,1,1,764
308,2,1,112998,1,1,764
309,0,0,114026,1,1,750
310,1,0,109076,1,1,750
311,2,0,109076,1,1,750
312,0,1,114026,1,1,750
313,1,1,109076,1,1,750
314,2,1,109076,1,1,750
315,0,0,114027,1,1,789
316,1,0,109076,1,1,789
317,2,0,109076,1,1,789
318,0,1,114027,1,1,789
319,1,1,109076,1,1,789
320,2,1,109076,1,1,789
321,0,0,114028,1,1,790
322,1,0,109076,1,1,790
323,2,0,109076,1,1,790
324,0,1,114028,1,1,790
325,1,1,109076,1,1,790
326,2,1,109076,1,1,790
327,0,0,114026,1,1,791
328,1,0,109076,1,1,791
329,2,0,109076,1,1,791
330,0,1,114026,1,1,791
331,1,1,109076,1,1,791
332,2,1,109076,1,1,791
333,0,0,114027,1,1,792
334,1,0,109076,1,1,792
335,2,0,109076,1,1,792
336,0,1,114027,1,1,792
337,1,1,109076,1,1,792
338,2,1,109076,1,1,792
339,0,0,114028,1,1,793
340,1,0,109076,1,1,793
341,2,0,109076,1,1,793
342,0,1,114028,1,1,793
343,1,1,109076,1,1,793
344,2,1,109076,1,1,793
345,0,0,114029,1.25,1,685
346,1,0,112975,1,1,685
347,2,0,112979,1,1,685
348,0,1,114029,1.25,1,685
349,1,1,112975,1,1,685
350,2,1,112979,1,1,685
351,0,0,114030,1,1,782
352,1,0,114032,1,1,782
353,2,0,112979,1,1,782
354,0,1,114030,1,1,782
355,1,1,114032,1,1,782
356,2,1,112979,1,1,782
357,0,0,114031,1,1,797
358,1,0,112975,1,1,797
359,2,0,114030,1,1,797
360,0,1,114031,1,1,797
361,1,1,112975,1,1,797
362,2,1,114030,1,1,797
363,0,0,114033,1.3,1,798
364,1,0,112975,1,1,798
365,2,0,112979,1,1,798
366,0,1,114033,1.3,1,798
367,1,1,112975,1,1,798
368,2,1,112979,1,1,798
369,0,0,114034,1,1,754
370,1,0,112983,1,1,754
371,2,0,112984,1,1,754
372,0,1,114034,1,1,754
373,1,1,112983,1,1,754
374,2,1,112984,1,1,754
375,0,0,114035,1.2,1,794
376,1,0,112983,1,1,794
377,2,0,112984,1,1,794
378,0,1,114035,1.2,1,794
379,1,1,112983,1,1,794
380,2,1,112984,1,1,794
381,0,0,114036,1.3,1,795
382,1,0,112983,1,1,795
383,2,0,112984,1,1,795
384,0,1,114036,1.3,1,795
385,1,1,112983,1,1,795
386,2,1,112984,1,1,795
387,0,0,114037,1,1,796
388,1,0,112983,1,1,796
389,2,0,112984,1,1,796
390,0,1,114037,1,1,796
391,1,1,112983,1,1,796
392,2,1,112984,1,1,796
393,0,0,109086,1,1,752
394,1,0,109086,1,1,752
395,2,0,109086,1,1,752
396,0,1,109086,1,1,752
397,1,1,109086,1,1,752
398,2,1,109086,1,1,752
399,0,0,109085,1,1,753
400,1,0,109085,1,1,753
401,2,0,109085,1,1,753
402,0,1,109085,1,1,753
403,1,1,109085,1,1,753
404,2,1,109085,1,1,753
405,0,0,106411,1,1,684
406,1,0,106411,1,1,684
407,2,0,106411,1,1,684
408,0,1,106411,1,1,684
409,1,1,106411,1,1,684
410,2,1,106411,1,1,684
411,0,0,114008,1,1,665
412,1,0,109971,1,1,665
413,2,0,109971,1,1,665
414,0,1,114008,1,1,665
415,1,1,109971,1,1,665
416,2,1,109971,1,1,665
417,0,0,114009,1,1,878
418,1,0,109971,1,1,878
419,2,0,109971,1,1,878
420,0,1,114009,1,1,878
421,1,1,109971,1,1,878
422,2,1,109971,1,1,878
423,0,0,114010,1,1,879
424,1,0,109971,1,1,879
425,2,0,109971,1,1,879
426,0,1,114010,1,1,879
427,1,1,109971,1,1,879
428,2,1,109971,1,1,879
429,0,0,114008,1,1,880
430,1,0,109971,1,1,880
431,2,0,109971,1,1,880
432,0,1,114008,1,1,880
433,1,1,109971,1,1,880
434,2,1,109971,1,1,880
435,0,0,114011,1,1,876
436,1,0,109972,1,1,876
437,0,1,114011,1,1,876
438,1,1,109972,1,1,876
439,0,0,114012,1,1,881
440,1,0,109972,1,1,881
441,0,1,114012,1,1,881
442,1,1,109972,1,1,881
443,0,0,114013,1,1,882
444,1,0,109972,1,1,882
445,0,1,114013,1,1,882
446,1,1,109972,1,1,882
447,0,0,114014,1,1,883
448,1,0,109972,1,1,883
449,0,1,114014,1,1,883
450,1,1,109972,1,1,883
451,0,0,114015,1,1,666
452,1,0,106392,1,1,666
453,2,0,113169,1,1,666
454,0,1,114015,1,1,666
455,1,1,106392,1,1,666
456,2,1,113169,1,1,666
457,0,0,114016,1,1,884
458,1,0,106392,1,1,884
459,2,0,113169,1,1,884
460,0,1,114016,1,1,884
461,1,1,106392,1,1,884
462,2,1,113169,1,1,884
463,0,0,114017,1,1,885
464,1,0,106392,1,1,885
465,2,0,113169,1,1,885
466,0,1,114017,1,1,885
467,1,1,106392,1,1,885
468,2,1,113169,1,1,885
469,0,0,114018,1,1,886
470,1,0,106392,1,1,886
471,2,0,113169,1,1,886
472,0,1,114018,1,1,886
473,1,1,106392,1,1,886
474,2,1,113169,1,1,886
475,0,0,114019,1,1,877
476,1,0,109973,1,1,877
477,2,0,109973,1,1,877
478,0,1,114019,1,1,877
479,1,1,109973,1,1,877
480,2,1,109973,1,1,877
481,0,0,114020,1,1,887
482,1,0,109973,1,1,887
483,2,0,109973,1,1,887
484,0,1,114020,1,1,887
485,1,1,109973,1,1,887
486,2,1,109973,1,1,887
487,0,0,114021,1,1,888
488,1,0,109973,1,1,888
489,2,0,109973,1,1,888
490,0,1,114021,1,1,888
491,1,1,109973,1,1,888
492,2,1,109973,1,1,888
493,0,0,114022,1,1,889
494,1,0,109973,1,1,889
495,2,0,109973,1,1,889
496,0,1,114022,1,1,889
497,1,1,109973,1,1,889
498,2,1,109973,1,1,889
499,0,0,109035,1,1,747
500,1,0,108947,1.4,0,747
501,0,1,109035,1,1,747
502,1,1,108947,1.4,0,747
503,0,0,114046,1,1,671
504,1,0,112780,1,1,671
505,2,0,112781,1,1,671
506,3,0,112782,1,1,671
507,0,1,114046,1,1,671
508,1,1,112780,1,1,671
509,2,1,112781,1,1,671
510,3,1,112782,1,1,671
511,0,0,114047,1,1,801
512,1,0,112780,1,1,801
513,2,0,112781,1,1,801
514,3,0,112782,1,1,801
515,0,1,114047,1,1,801
516,1,1,112780,1,1,801
517,2,1,112781,1,1,801
518,3,1,112782,1,1,801
519,0,0,114048,1.2,1,802
520,1,0,112780,1,1,802
521,2,0,112781,1,1,802
522,3,0,112782,1,1,802
523,0,1,114048,1.2,1,802
524,1,1,112780,1,1,802
525,2,1,112781,1,1,802
526,3,1,112782,1,1,802
527,0,0,114049,1.3,1,803
528,1,0,112780,1,1,803
529,2,0,112781,1,1,803
530,3,0,112782,1,1,803
531,0,1,114049,1.3,1,803
532,1,1,112780,1,1,803
533,2,1,112781,1,1,803
534,3,1,112782,1,1,803
535,0,0,114050,1,1,799
536,1,0,112785,1,1,799
537,2,0,112786,1.2,1,799
538,0,1,114050,1,1,799
539,1,1,112785,1,1,799
540,2,1,112786,1.2,1,799
541,0,0,114051,1,1,804
542,1,0,112785,1,1,804
543,2,0,112786,1.2,1,804
544,0,1,114051,1,1,804
545,1,1,112785,1,1,804
546,2,1,112786,1.2,1,804
547,0,0,114052,1,1,805
548,1,0,112785,1,1,805
549,2,0,112786,1.2,1,805
550,0,1,114052,1,1,805
551,1,1,112785,1,1,805
552,2,1,112786,1.2,1,805
553,0,0,114053,1,1,806
554,1,0,112785,1,1,806
555,2,0,112786,1.2,1,806
556,0,1,114053,1,1,806
557,1,1,112785,1,1,806
558,2,1,112786,1.2,1,806
559,0,0,114054,1,1,672
560,1,0,112790,1,1,672
561,2,0,112791,1,1,672
562,0,1,114054,1,1,672
563,1,1,112790,1,1,672
564,2,1,112791,1,1,672
565,0,0,114055,1,1,808
566,1,0,112790,1,1,808
567,2,0,112791,1,1,808
568,0,1,114055,1,1,808
569,1,1,112790,1,1,808
570,2,1,112791,1,1,808
571,0,0,114056,1,1,809
572,1,0,112790,1,1,809
573,2,0,112791,1,1,809
574,0,1,114056,1,1,809
575,1,1,112790,1,1,809
576,2,1,112791,1,1,809
577,0,0,114057,1,1,810
578,1,0,112790,1,1,810
579,2,0,112791,1,1,810
580,0,1,114057,1,1,810
581,1,1,112790,1,1,810
582,2,1,112791,1,1,810
583,0,0,114058,1,1,800
584,1,0,112793,1,1,800
585,0,1,114058,1,1,800
586,1,1,112793,1,1,800
587,0,0,114059,1,1,811
588,1,0,112793,1,1,811
589,0,1,114059,1,1,811
590,1,1,112793,1,1,811
591,0,0,114060,1.3,1,812
592,1,0,112793,1,1,812
593,0,1,114060,1.3,1,812
594,1,1,112793,1,1,812
595,0,0,114061,1,1,813
596,1,0,112793,1,1,813
597,0,1,114061,1,1,813
598,1,1,112793,1,1,813
599,0,0,106386,1,1,660
600,1,0,106386,1,1,660
601,2,0,106386,1,1,660
602,0,1,106386,1,1,660
603,1,1,106386,1,1,660
604,2,1,106386,1,1,660
605,0,0,106386,1,1,816
606,1,0,106386,1,1,816
607,2,0,106386,1,1,816
608,0,1,106386,1,1,816
609,1,1,106386,1,1,816
610,2,1,106386,1,1,816
611,0,0,106386,1,1,815
612,1,0,106386,1,1,815
613,2,0,106386,1,1,815
614,0,1,106386,1,1,815
615,1,1,106386,1,1,815
616,2,1,106386,1,1,815
617,0,0,106386,1,1,814
618,1,0,106386,1,1,814
619,2,0,106386,1,1,814
620,0,1,106386,1,1,814
621,1,1,106386,1,1,814
622,2,1,106386,1,1,814
623,0,0,109369,1,1,769
624,1,0,109369,1,1,769
625,0,1,109369,1,1,769
626,1,1,109369,1,1,769
627,0,0,109369,1,1,817
628,1,0,109369,1,1,817
629,0,1,109369,1,1,817
630,1,1,109369,1,1,817
631,0,0,109369,1,1,818
632,1,0,109369,1,1,818
633,0,1,109369,1,1,818
634,1,1,109369,1,1,818
635,0,0,109369,1,1,819
636,1,0,109369,1,1,819
637,0,1,109369,1,1,819
638,1,1,109369,1,1,819
639,0,0,114038,1,1,659
640,1,0,112800,1.7,1,659
641,2,0,112854,1,1,659
642,0,1,114038,1,1,659
643,1,1,112800,1.7,1,659
644,2,1,112854,1,1,659
645,0,0,114039,1,1,820
646,1,0,112800,1.7,1,820
647,2,0,112854,1,1,820
648,0,1,114039,1,1,820
649,1,1,112800,1.7,1,820
650,2,1,112854,1,1,820
651,0,0,114040,1,1,821
652,1,0,112800,1.7,1,821
653,2,0,112854,1,1,821
654,0,1,114040,1,1,821
655,1,1,112800,1.7,1,821
656,2,1,112854,1,1,821
657,0,0,114041,1,1,822
658,1,0,112800,1.7,1,822
659,2,0,112854,1,1,822
660,0,1,114041,1,1,822
661,1,1,112800,1.7,1,822
662,2,1,112854,1,1,822
663,0,0,114042,1,1,768
664,1,0,112857,1,1,768
665,2,0,112860,1,1,768
666,0,1,114042,1,1,768
667,1,1,112857,1,1,768
668,2,1,112860,1,1,768
669,0,0,114043,1,1,823
670,1,0,112857,1,1,823
671,2,0,112860,1,1,823
672,0,1,114043,1,1,823
673,1,1,112857,1,1,823
674,2,1,112860,1,1,823
675,0,0,114044,1,1,824
676,1,0,112857,1,1,824
677,2,0,112860,1,1,824
678,0,1,114044,1,1,824
679,1,1,112857,1,1,824
680,2,1,112860,1,1,824
681,0,0,114045,1,1,825
682,1,0,112857,1,1,825
683,2,0,112860,1,1,825
684,0,1,114045,1,1,825
685,1,1,112857,1,1,825
686,2,1,112860,1,1,825
687,0,0,114083,1,1,686
688,1,0,106413,1,1,686
689,2,0,106413,1,1,686
690,0,1,114083,1,1,686
691,1,1,106413,1,1,686
692,2,1,106413,1,1,686
693,0,0,114084,1,1,858
694,1,0,106413,1,1,858
695,2,0,106413,1,1,858
696,0,1,114084,1,1,858
697,1,1,106413,1,1,858
698,2,1,106413,1,1,858
699,0,0,114085,1,1,859
700,1,0,106413,1,1,859
701,2,0,106413,1,1,859
702,0,1,114085,1,1,859
703,1,1,106413,1,1,859
704,2,1,106413,1,1,859
705,0,0,114086,1,1,860
706,1,0,106413,1,1,860
707,2,0,106413,1,1,860
708,0,1,114086,1,1,860
709,1,1,106413,1,1,860
710,2,1,106413,1,1,860
711,0,0,114087,1,1,688
712,1,0,113181,1,1,688
713,0,1,114087,1,1,688
714,1,1,113181,1,1,688
715,0,0,114088,1,1,861
716,1,0,113181,1,1,861
717,0,1,114088,1,1,861
718,1,1,113181,1,1,861
719,0,0,114089,1,1,862
720,1,0,113181,1,1,862
721,0,1,114089,1,1,862
722,1,1,113181,1,1,862
723,0,0,114090,1,1,863
724,1,0,113181,1,1,863
725,0,1,114090,1,1,863
726,1,1,113181,1,1,863
727,0,0,114091,1,1,687
728,1,0,109907,1,1,687
729,2,0,109907,1,1,687
730,0,1,114091,1,1,687
731,1,1,109907,1,1,687
732,2,1,109907,1,1,687
733,0,0,114092,1,1,864
734,1,0,109907,1,1,864
735,2,0,109907,1,1,864
736,0,1,114092,1,1,864
737,1,1,109907,1,1,864
738,2,1,109907,1,1,864
739,0,0,114093,1,1,865
740,1,0,109907,1,1,865
741,2,0,109907,1,1,865
742,0,1,114093,1,1,865
743,1,1,109907,1,1,865
744,2,1,109907,1,1,865
745,0,0,114091,1,1,866
746,1,0,109907,1,1,866
747,2,0,109907,1,1,866
748,0,1,114091,1,1,866
749,1,1,109907,1,1,866
750,2,1,109907,1,1,866
751,0,0,114094,1,1,852
752,1,0,113175,1,1,852
753,0,1,114094,1,1,852
754,1,1,113175,1,1,852
755,0,0,114095,1,1,867
756,1,0,113175,1,1,867
757,0,1,114095,1,1,867
758,1,1,113175,1,1,867
759,0,0,114096,1,1,868
760,1,0,113175,1,1,868
761,0,1,114096,1,1,868
762,1,1,113175,1,1,868
763,0,0,114094,1,1,869
764,1,0,113175,1,1,869
765,0,1,114094,1,1,869
766,1,1,113175,1,1,869
767,0,0,114145,1,1,622
768,1,0,113003,1,1,622
769,2,0,113004,1,1,622
770,0,1,114145,1,1,622
771,1,1,113003,1,1,622
772,2,1,113004,1,1,622
773,0,0,114144,1,1,626
774,1,0,113003,1,1,626
775,2,0,113004,1,1,626
776,0,1,114144,1,1,626
777,1,1,113003,1,1,626
778,2,1,113004,1,1,626
779,0,0,114143,1,1,625
780,1,0,113003,1,1,625
781,2,0,113004,1,1,625
782,0,1,114143,1,1,625
783,1,1,113003,1,1,625
784,2,1,113004,1,1,625
785,0,0,114142,1,1,773
786,1,0,113003,1,1,773
787,2,0,113004,1,1,773
788,0,1,114142,1,1,773
789,1,1,113003,1,1,773
790,2,1,113004,1,1,773
791,0,0,114141,1,1,627
792,1,0,113008,1,1,627
793,2,0,113009,1,1,627
794,0,1,114141,1,1,627
795,1,1,113008,1,1,627
796,2,1,113009,1,1,627
797,0,0,114140,1,1,689
798,1,0,113008,1,1,689
799,2,0,113009,1,1,689
800,0,1,114140,1,1,689
801,1,1,113008,1,1,689
802,2,1,113009,1,1,689
803,0,0,114139,1,1,690
804,1,0,113008,1,1,690
805,2,0,113009,1,1,690
806,0,1,114139,1,1,690
807,1,1,113008,1,1,690
808,2,1,113009,1,1,690
809,0,0,114138,1,1,772
810,1,0,113008,1,1,772
811,2,0,113009,1,1,772
812,0,1,114138,1,1,772
813,1,1,113008,1,1,772
814,2,1,113009,1,1,772
815,0,0,114130,1,1,628
816,1,0,113015,1,1,628
817,2,0,113016,1,1,628
818,0,1,114130,1,1,628
819,1,1,113015,1,1,628
820,2,1,113016,1,1,628
821,0,0,114129,1,1,695
822,1,0,113015,1,1,695
823,2,0,113016,1,1,695
824,0,1,114129,1,1,695
825,1,1,113015,1,1,695
826,2,1,113016,1,1,695
827,0,0,114128,1,1,696
828,1,0,113015,1,1,696
829,2,0,113016,1,1,696
830,0,1,114128,1,1,696
831,1,1,113015,1,1,696
832,2,1,113016,1,1,696
833,0,0,114127,1,1,774
834,1,0,113015,1,1,774
835,2,0,113016,1,1,774
836,0,1,114127,1,1,774
837,1,1,113015,1,1,774
838,2,1,113016,1,1,774
839,0,0,114126,1,1,629
840,1,0,113019,1,1,629
841,2,0,113020,1,1,629
842,0,1,114126,1,1,629
843,1,1,113019,1,1,629
844,2,1,113020,1,1,629
845,0,0,114125,1,1,655
846,1,0,113019,1,1,655
847,2,0,113020,1,1,655
848,0,1,114125,1,1,655
849,1,1,113019,1,1,655
850,2,1,113020,1,1,655
851,0,0,114124,1,1,656
852,1,0,113019,1,1,656
853,2,0,113020,1,1,656
854,0,1,114124,1,1,656
855,1,1,113019,1,1,656
856,2,1,113020,1,1,656
857,0,0,114123,1,1,775
858,1,0,113019,1,1,775
859,2,0,113020,1,1,775
860,0,1,114123,1,1,775
861,1,1,113019,1,1,775
862,2,1,113020,1,1,775
863,0,0,114122,1,1,630
864,1,0,113024,1,1,630
865,2,0,113027,1,1,630
866,0,1,114122,1,1,630
867,1,1,113024,1,1,630
868,2,1,113027,1,1,630
869,0,0,114121,1,1,691
870,1,0,113024,1,1,691
871,2,0,113027,1,1,691
872,0,1,114121,1,1,691
873,1,1,113024,1,1,691
874,2,1,113027,1,1,691
875,0,0,114120,1,1,692
876,1,0,113024,1,1,692
877,2,0,113027,1,1,692
878,0,1,114120,1,1,692
879,1,1,113024,1,1,692
880,2,1,113027,1,1,692
881,0,0,114119,1.2,1,776
882,1,0,113024,1,1,776
883,2,0,113027,1,1,776
884,0,1,114119,1.2,1,776
885,1,1,113024,1,1,776
886,2,1,113027,1,1,776
887,0,0,114118,1,1,631
888,1,0,113030,1,1,631
889,2,0,113031,1,1,631
890,0,1,114118,1,1,631
891,1,1,113030,1,1,631
892,2,1,113031,1,1,631
893,0,0,114117,1,1,693
894,1,0,113030,1,1,693
895,2,0,113031,1,1,693
896,0,1,114117,1,1,693
897,1,1,113030,1,1,693
898,2,1,113031,1,1,693
899,0,0,114116,1,1,694
900,1,0,113030,1,1,694
901,2,0,113031,1,1,694
902,0,1,114116,1,1,694
903,1,1,113030,1,1,694
904,2,1,113031,1,1,694
905,0,0,114115,1,1,777
906,1,0,113030,1,1,777
907,2,0,113031,1,1,777
908,0,1,114115,1,1,777
909,1,1,113030,1,1,777
910,2,1,113031,1,1,777
911,0,0,109375,1,1,763
912,1,0,109375,1,1,763
913,2,0,109375,1,1,763
914,3,0,109375,1,1,763
915,0,1,109375,1,1,763
916,1,1,109375,1,1,763
917,2,1,109375,1,1,763
918,3,1,109375,1,1,763
919,0,0,109375,1,1,826
920,1,0,109375,1,1,826
921,2,0,109375,1,1,826
922,3,0,109375,1,1,826
923,0,1,109375,1,1,826
924,1,1,109375,1,1,826
925,2,1,109375,1,1,826
926,3,1,109375,1,1,826
927,0,0,109375,1,1,827
928,1,0,109375,1,1,827
929,2,0,109375,1,1,827
930,3,0,109375,1,1,827
931,0,1,109375,1,1,827
932,1,1,109375,1,1,827
933,2,1,109375,1,1,827
934,3,1,109375,1,1,827
935,0,0,109375,1,1,828
936,1,0,109375,1,1,828
937,2,0,109375,1,1,828
938,3,0,109375,1,1,828
939,0,1,109375,1,1,828
940,1,1,109375,1,1,828
941,2,1,109375,1,1,828
942,3,1,109375,1,1,828
943,0,0,114153,1,1,668
944,1,0,106394,1,1,668
945,2,0,106394,1,1,668
946,0,1,114153,1,1,668
