ID,ItemBonusTreeID,ItemID
319985,5654,9820
319986,5654,9821
319987,5659,9822
319988,5654,9823
319989,5654,9824
319990,5654,9825
319991,5654,9826
319992,5839,9827
319993,5839,9828
319994,5839,9829
319995,5660,9830
319996,5659,9831
319997,5839,9832
319998,5839,9833
319999,5839,9834
320000,5839,9835
320001,5838,9836
320002,5838,9837
320003,5659,9838
320004,5838,9839
320005,5838,9840
320006,5838,9841
320007,5838,9842
320008,5660,9843
320009,5654,9844
320010,5654,9845
320011,5654,9846
320012,5659,9847
320013,5654,9848
320014,5654,9849
320015,5654,9850
320016,5654,9851
320017,5654,9852
320018,5654,9853
320019,5839,9854
320020,5839,9855
320021,5839,9856
320022,5839,9857
320023,5660,9858
320024,5839,9859
320025,5659,9860
320026,5839,9861
320027,5839,9862
320028,5839,9863
320029,5838,9864
320030,5838,9865
320031,5838,9866
320032,5659,9867
320033,5838,9868
320034,5838,9869
320035,5838,9870
320036,5838,9871
320037,5838,9872
320038,5660,9873
320039,5654,9874
320040,5654,9875
320041,5654,9876
320042,5659,9877
320043,5654,9878
320044,5654,9879
320045,5654,9880
320046,5654,9881
320047,5661,9882
320048,5654,9883
320049,5654,9884
320050,5655,9885
320051,5839,9886
320052,5655,9887
320053,5660,9888
320054,5655,9889
320055,5659,9890
320056,5839,9891
320057,5655,9892
320058,5655,9893
320059,5655,9894
320060,5656,9895
320061,5838,9896
320062,5656,9897
320063,5659,9898
320064,5660,9899
320065,5656,9900
320066,5656,9901
320067,5656,9902
320068,5656,9903
320069,5656,9904
320070,5654,9905
320071,5654,9906
320072,5654,9907
320073,5659,9908
320074,5654,9909
320075,5654,9910
320076,5654,9911
320077,5654,9912
320078,5654,9913
320079,5661,9914
320080,5654,9915
320081,5655,9916
320082,5655,9917
320083,5660,9918
320084,5659,9919
320085,5655,9920
320086,5655,9921
320087,5655,9922
320088,5655,9923
320089,5655,9924
320090,5655,9925
320091,5656,9926
320092,5656,9927
320093,5656,9928
320094,5659,9929
320095,5656,9930
320096,5656,9931
320097,5656,9932
320098,5656,9933
320099,5656,9934
320100,5660,9935
320101,5654,9936
320102,5654,9937
320103,5659,9938
320104,5654,9939
320105,5654,9940
320106,5654,9941
320107,5654,9942
320108,5654,9943
320109,5661,9944
320110,5654,9945
320111,5654,9946
320112,5655,9947
320113,5655,9948
320114,5655,9949
320115,5655,9950
320116,5659,9951
320117,5655,9952
320118,5655,9953
320119,5655,9954
320120,5655,9955
320121,5656,9956
320122,5656,9957
320123,5660,9958
320124,5659,9959
320125,5656,9960
320126,5656,9961
320127,5656,9962
320128,5656,9963
320129,5656,9964
320130,5656,9965
320131,5657,9966
320132,5657,9967
320133,5657,9968
320134,5657,9969
320135,5657,9970
320136,5657,9971
320137,5657,9972
320138,5657,9973
320139,5660,9974
320140,5654,10057
320141,5654,10058
320142,5654,10059
320143,5659,10060
320144,5654,10061
320145,5654,10062
320146,5654,10063
320147,5654,10064
320148,5654,10065
320149,5654,10066
320150,5655,10067
320151,5655,10068
320152,5655,10069
320153,5655,10070
320154,5659,10071
320155,5655,10072
320156,5655,10073
320157,5655,10074
320158,5655,10075
320159,5656,10076
320160,5656,10077
320161,5660,10078
320162,5659,10079
320163,5656,10080
320164,5656,10081
320165,5656,10082
320166,5656,10083
320167,5656,10084
320168,5656,10085
320169,5657,10086
320170,5657,10087
320171,5657,10088
320172,5657,10089
320173,5657,10090
320174,5657,10091
320175,5657,10092
320176,5660,10093
320177,5657,10094
320178,5654,10095
320179,5654,10096
320180,5654,10097
320181,5659,10098
320182,5654,10099
320183,5654,10100
320184,5654,10101
320185,5654,10102
320186,5654,10103
320187,5654,10104
320188,5655,10105
320189,5655,10106
320190,5655,10107
320191,5659,10108
320192,5655,10109
320193,5655,10110
320194,5655,10111
320195,5655,10112
320196,5655,10113
320197,5656,10118
320198,5656,10119
320199,5659,10120
320200,5656,10121
320201,5656,10122
320202,5656,10123
320203,5656,10124
320204,5656,10125
320205,5656,10126
320206,5657,10127
320207,5657,10128
320208,5657,10129
320209,5657,10130
320210,5657,10131
320211,5657,10132
320212,5657,10133
320213,5657,10134
320214,5654,10135
320215,5654,10136
320216,5654,10137
320217,5659,10138
320218,5654,10139
320219,5654,10140
320220,5654,10141
320221,5654,10142
320222,5654,10143
320223,5654,10144
320224,5655,10145
320225,5655,10146
320226,5655,10147
320227,5659,10148
320228,5655,10149
320229,5655,10150
320230,5655,10151
320231,5655,10152
320232,5655,10153
320233,5656,10154
320234,5656,10155
320235,5656,10156
320236,5656,10157
320237,5660,10158
320238,5659,10159
320239,5656,10160
320240,5656,10161
320241,5656,10162
320242,5656,10163
320243,5657,10164
320244,5657,10165
320245,5657,10166
320246,5657,10167
320247,5657,10168
320248,5657,10169
320249,5657,10170
320250,5657,10171
320251,5654,10172
320252,5654,10173
320253,5659,10174
320254,5654,10175
320255,5654,10176
320256,5654,10177
320257,5654,10178
320258,5654,10179
320259,5654,10180
320260,5654,10181
320261,5655,10182
320262,5655,10183
320263,5655,10184
320264,5659,10185
320265,5655,10186
320266,5655,10187
320267,5655,10188
320268,5655,10189
320269,5655,10190
320270,5656,10191
320271,5656,10192
320272,5656,10193
320273,5659,10194
320274,5660,10195
320275,5656,10196
320276,5656,10197
320277,5656,10198
320278,5656,10199
320279,5656,10200
320280,5657,10201
320281,5657,10202
320282,5657,10203
320283,5660,10204
320284,5657,10205
320285,5657,10206
320286,5657,10207
320287,5657,10208
320288,5657,10209
320289,5654,10210
320290,5654,10211
320291,5659,10212
320292,5654,10213
320293,5654,10214
320294,5654,10215
320295,5654,10216
320296,5654,10217
320297,5654,10218
320298,5654,10219
320299,5655,10220
320300,5655,10221
320301,5655,10222
320302,5655,10223
320303,5659,10224
320304,5655,10225
320305,5655,10226
320306,5655,10227
320307,5655,10228
320308,5656,10229
320309,5656,10230
320310,5659,10231
320311,5656,10232
320312,5656,10233
320313,5656,10234
320314,5656,10235
320315,5656,10236
320316,5656,10237
320317,5657,10238
320318,5657,10239
320319,5657,10240
320320,5657,10241
320321,5657,10242
320322,5657,10243
320323,5657,10244
320324,5657,10245
320325,5654,10246
320326,5654,10247
320327,5654,10248
320328,5659,10249
320329,5654,10250
320330,5654,10251
320331,5654,10252
320332,5654,10253
320333,5654,10254
320334,5654,10255
320335,5655,10256
320336,5655,10257
320337,5659,10258
320338,5655,10259
320339,5655,10260
320340,5655,10261
320341,5655,10262
320342,5655,10263
320343,5655,10264
320344,5656,10265
320345,5656,10266
320346,5659,10267
320347,5656,10268
320348,5656,10269
320349,5656,10270
320350,5660,10271
320351,5656,10272
320352,5656,10273
320353,5656,10274
320354,5657,10275
320355,5657,10276
320356,5657,10277
320357,5657,10278
320358,5657,10279
320359,5657,10280
320360,5657,10281
320361,5657,10282
320362,5654,10287
320363,5654,10288
320364,5654,10289
320365,5658,10298
320366,5658,10299
320367,5660,10362
320368,5660,10363
320369,5660,10364
320370,5660,10365
320371,5660,10366
320372,5660,10367
320373,5657,10376
320374,5657,10377
320375,5657,10378
320376,5657,10379
320377,5657,10380
320378,5657,10381
320379,5657,10382
320380,5657,10383
320381,5657,10384
320382,5657,10385
320383,5657,10386
320384,5657,10387
320385,5657,10388
320386,5657,10389
320387,5657,10390
320388,5657,10391
320389,5654,10404
320390,5839,10406
320391,5838,10408
320392,5838,10409
320393,5658,11945
320394,5658,11946
320395,5658,11965
320396,5658,11967
320397,5658,11968
320398,5658,11969
320399,5658,11970
320400,5658,11971
320401,5658,11972
320402,5658,11973
320403,5658,11974
320404,5658,11975
320405,5658,11976
320406,5658,11977
320407,5658,11978
320408,5658,11979
320409,5658,11980
320410,5658,11981
320411,5658,11982
320412,5658,11983
320413,5658,11984
320414,5658,11985
320415,5658,11986
320416,5658,11987
320417,5658,11988
320418,5658,11989
320419,5658,11990
320420,5658,11991
320421,5658,11992
320422,5658,11993
320423,5658,11994
320424,5658,11995
320425,5658,11996
320426,5658,11997
320427,5658,11998
320428,5658,11999
320429,5658,12001
320430,5658,12002
320431,5658,12004
320432,5658,12005
320433,5658,12006
320434,5658,12007
320435,5658,12008
320436,5658,12009
320437,5658,12010
320438,5658,12011
320439,5658,12012
320440,5658,12013
320441,5658,12014
320442,5658,12015
320443,5658,12016
320444,5658,12019
320445,5658,12020
320446,5658,12022
320447,5658,12023
320448,5658,12024
320449,5658,12025
320450,5658,12026
320451,5658,12027
320452,5658,12028
320453,5658,12029
320454,5658,12030
320455,5658,12031
320456,5658,12032
320457,5658,12034
320458,5658,12035
320459,5658,12036
320460,5658,12039
320461,5658,12040
320462,5658,12042
320463,5658,12043
320464,5658,12044
320465,5658,12045
320466,5658,12046
320467,5658,12047
320468,5658,12048
320469,5654,14090
320470,5654,14094
320471,5654,14096
320472,5654,14097
320473,5654,14109
320474,5654,14113
320475,5654,14114
320476,5654,14117
320477,5654,14119
320478,5654,14120
320479,5654,14121
320480,5654,14122
320481,5659,14123
320482,5654,14124
320483,5654,14125
320484,5654,14127
320485,5654,14129
320486,5654,14131
320487,5654,14133
320488,5654,14158
320489,5654,14159
320490,5654,14160
320491,5659,14161
320492,5654,14162
320493,5654,14163
320494,5654,14164
320495,5654,14165
320496,5654,14166
320497,5659,14167
320498,5654,14168
320499,5654,14171
320500,5654,14172
320501,5654,14173
320502,5654,14174
320503,5654,14175
320504,5654,14176
320505,5654,14177
320506,5654,14178
320507,5659,14179
320508,5654,14180
320509,5654,14181
320510,5654,14182
320511,5654,14183
320512,5654,14184
320513,5654,14185
320514,5654,14186
320515,5654,14187
320516,5659,14188
320517,5654,14189
320518,5654,14190
320519,5654,14191
320520,5654,14192
320521,5654,14193
320522,5654,14194
320523,5654,14195
320524,5654,14196
320525,5654,14197
320526,5659,14198
320527,5654,14199
320528,5654,14200
320529,5654,14201
320530,5654,14202
320531,5654,14203
320532,5654,14204
320533,5654,14205
320534,5654,14206
320535,5654,14207
320536,5654,14208
320537,5654,14209
320538,5659,14210
320539,5654,14211
320540,5654,14212
320541,5654,14213
320542,5654,14214
320543,5654,14215
320544,5654,14216
320545,5654,14217
320546,5654,14218
320547,5659,14219
320548,5654,14220
320549,5654,14221
320550,5654,14222
320551,5654,14223
320552,5654,14224
320553,5654,14225
320554,5654,14226
320555,5654,14228
320556,5659,14229
320557,5654,14230
320558,5654,14231
320559,5654,14232
320560,5654,14233
320561,5654,14234
320562,5654,14235
320563,5654,14236
320564,5654,14237
320565,5654,14238
320566,5659,14239
320567,5654,14240
320568,5654,14241
320569,5654,14242
320570,5654,14243
320571,5654,14244
320572,5654,14245
320573,5654,14246
320574,5654,14247
320575,5654,14248
320576,5654,14249
320577,5654,14250
320578,5659,14251
320579,5654,14252
320580,5654,14253
320581,5654,14254
320582,5654,14255
320583,5654,14257
320584,5654,14258
320585,5654,14259
320586,5654,14260
320587,5659,14261
320588,5654,14262
320589,5654,14263
320590,5654,14264
320591,5654,14265
320592,5654,14266
320593,5654,14267
320594,5654,14268
320595,5654,14269
320596,5659,14270
320597,5654,14271
320598,5654,14272
320599,5654,14273
320600,5654,14274
320601,5654,14275
320602,5654,14276
320603,5654,14277
320604,5654,14278
320605,5654,14279
320606,5659,14280
320607,5654,14281
320608,5654,14282
320609,5654,14283
320610,5654,14284
320611,5654,14285
320612,5654,14286
320613,5654,14287
320614,5654,14288
320615,5654,14289
320616,5654,14290
320617,5654,14291
320618,5659,14292
320619,5654,14293
320620,5654,14294
320621,5654,14295
320622,5654,14296
320623,5654,14297
320624,5654,14298
320625,5654,14299
320626,5659,14300
320627,5654,14301
320628,5654,14302
320629,5654,14303
320630,5654,14304
320631,5654,14305
320632,5654,14306
320633,5654,14307
320634,5654,14308
320635,5654,14309
320636,5654,14310
320637,5654,14311
320638,5654,14312
320639,5659,14313
320640,5654,14314
320641,5654,14315
320642,5654,14316
320643,5654,14317
320644,5654,14318
320645,5654,14319
320646,5654,14320
320647,5659,14321
320648,5654,14322
320649,5654,14323
320650,5654,14324
320651,5654,14325
320652,5654,14326
320653,5654,14327
320654,5654,14328
320655,5654,14329
320656,5654,14330
320657,5659,14331
320658,5654,14332
320659,5654,14333
320660,5654,14334
320661,5654,14335
320662,5654,14336
320663,5654,14337
320664,5657,14895
320665,5657,14896
320666,5657,14897
320667,5657,14898
320668,5657,14899
320669,5657,14900
320670,5657,14901
320671,5660,14902
320672,5657,14903
320673,5657,14904
320674,5657,14905
320675,5657,14906
320676,5657,14907
320677,5657,14908
320678,5657,14909
320679,5657,14910
320680,5657,14911
320681,5660,14912
320682,5657,14913
320683,5657,14914
320684,5657,14915
320685,5660,14916
320686,5657,14917
320687,5657,14918
320688,5657,14919
320689,5657,14920
320690,5657,14921
320691,5657,14922
320692,5657,14923
320693,5657,14924
320694,5657,14925
320695,5657,14926
320696,5657,14927
320697,5657,14928
320698,5657,14929
320699,5660,14930
320700,5657,14931
320701,5657,14932
320702,5657,14933
320703,5657,14934
320704,5657,14935
320705,5657,14936
320706,5657,14937
320707,5657,14938
320708,5657,14939
320709,5657,14940
320710,5657,14941
320711,5657,14942
320712,5657,14943
320713,5657,14944
320714,5657,14945
320715,5657,14946
320716,5660,14947
320717,5657,14948
320718,5657,14949
320719,5657,14950
320720,5657,14951
320721,5657,14952
320722,5657,14953
320723,5660,14954
320724,5657,14955
320725,5657,14956
320726,5657,14957
320727,5657,14958
320728,5657,14959
320729,5657,14960
320730,5657,14961
320731,5657,14962
320732,5657,14963
320733,5660,14964
320734,5657,14965
320735,5657,14966
320736,5657,14967
320737,5657,14968
320738,5657,14969
320739,5657,14970
320740,5657,14971
320741,5657,14972
320742,5660,14973
320743,5657,14974
320744,5657,14975
320745,5657,14976
320746,5657,14977
320747,5657,14978
320748,5657,14979
320749,5657,14980
320750,5657,14981
320751,5660,14982
320752,5657,14983
320753,5839,15009
320754,5839,15010
320755,5839,15011
320756,5839,15012
320757,5660,15014
320758,5839,15016
320759,5839,15017
320760,5839,15018
320761,5839,15110
320762,5839,15111
320763,5839,15112
320764,5660,15113
320765,5659,15114
320766,5839,15115
320767,5839,15116
320768,5839,15117
320769,5839,15118
320770,5839,15120
320771,5839,15121
320772,5839,15122
320773,5660,15123
320774,5659,15124
320775,5839,15125
320776,5839,15126
320777,5839,15127
320778,5839,15128
320779,5839,15129
320780,5839,15130
320781,5839,15131
320782,5839,15132
320783,5660,15133
320784,5839,15134
320785,5659,15135
320786,5839,15136
320787,5839,15137
320788,5839,15139
320789,5839,15140
320790,5839,15142
320791,5839,15143
320792,5839,15144
320793,5660,15145
320794,5839,15146
320795,5659,15147
320796,5839,15148
320797,5839,15149
320798,5839,15150
320799,5839,15151
320800,5655,15152
320801,5659,15153
320802,5839,15154
320803,5839,15155
320804,5655,15156
320805,5655,15157
320806,5655,15158
320807,5655,15159
320808,5839,15160
320809,5655,15161
320810,5655,15162
320811,5655,15163
320812,5655,15164
320813,5659,15165
320814,5655,15166
320815,5655,15167
320816,5655,15168
320817,5655,15169
320818,5655,15170
320819,5655,15171
320820,5655,15172
320821,5659,15173
320822,5655,15174
320823,5655,15175
320824,5655,15176
320825,5655,15177
320826,5655,15178
320827,5655,15179
320828,5655,15180
320829,5655,15181
320830,5655,15182
320831,5659,15183
320832,5655,15184
320833,5655,15185
320834,5655,15186
320835,5655,15187
320836,5655,15188
320837,5655,15189
320838,5659,15190
320839,5655,15191
320840,5655,15192
320841,5655,15193
320842,5655,15194
320843,5655,15195
320844,5666,15210
320845,5666,15211
320846,5666,15212
320847,5666,15213
320848,5666,15214
320849,5666,15215
320850,5666,15216
320851,5666,15217
320852,5666,15218
320853,5666,15219
320854,5666,15220
320855,5664,15222
320856,5664,15223
320857,5664,15224
320858,5664,15225
320859,5664,15226
320860,5664,15227
320861,5664,15228
320862,5664,15229
320863,5668,15230
320864,5668,15231
320865,5668,15232
320866,5668,15233
320867,5668,15234
320868,5668,15235
320869,5668,15236
320870,5668,15237
320871,5668,15238
320872,5668,15239
320873,5668,15240
320874,5662,15241
320875,5662,15242
320876,5662,15243
320877,5662,15244
320878,5662,15245
320879,5662,15246
320880,5662,15247
320881,5667,15248
320882,5667,15249
320883,5667,15250
320884,5667,15251
320885,5667,15252
320886,5667,15253
320887,5667,15254
320888,5667,15255
320889,5667,15256
320890,5667,15257
320891,5667,15258
320892,5665,15259
320893,5665,15260
320894,5665,15261
320895,5665,15262
320896,5665,15263
320897,5665,15265
320898,5665,15266
320899,5665,15267
320900,5669,15268
320901,5669,15269
320902,5669,15270
320903,5669,15271
320904,5669,15272
320905,5669,15273
320906,5663,15274
320907,5663,15275
320908,5663,15276
320909,5673,15279
320910,5673,15280
320911,5673,15281
320912,5673,15282
320913,5673,15283
320914,5672,15287
320915,5672,15288
320916,5672,15289
320917,5672,15291
320918,5672,15294
320919,5672,15295
320920,5672,15296
320921,5660,15298
320922,5839,15303
320923,5839,15304
320924,5839,15305
320925,5839,15306
320926,5660,15307
320927,5839,15308
320928,5659,15309
320929,5839,15310
320930,5839,15311
320931,5839,15312
320932,5672,15323
320933,5672,15324
320934,5672,15325
320935,5839,15329
320936,5839,15330
320937,5839,15331
320938,5660,15332
320939,5659,15333
320940,5839,15334
320941,5839,15336
320942,5839,15337
320943,5839,15338
320944,5839,15339
320945,5659,15340
320946,5839,15341
320947,5660,15342
320948,5839,15343
320949,5839,15344
320950,5839,15345
320951,5839,15346
320952,5839,15347
320953,5839,15348
320954,5839,15349
320955,5839,15350
320956,5839,15351
320957,5660,15352
320958,5839,15353
320959,5659,15354
320960,5839,15355
320961,5839,15356
320962,5839,15357
320963,5839,15358
320964,5655,15359
320965,5839,15360
320966,5839,15361
320967,5839,15362
320968,5655,15363
320969,5659,15364
320970,5839,15365
320971,5655,15366
320972,5660,15367
320973,5839,15368
320974,5655,15369
320975,5655,15370
320976,5659,15371
320977,5655,15372
320978,5655,15373
320979,5655,15374
320980,5655,15375
320981,5655,15376
320982,5655,15377
320983,5655,15378
320984,5655,15379
320985,5655,15380
320986,5655,15381
320987,5659,15382
320988,5655,15383
320989,5655,15384
320990,5655,15385
320991,5655,15386
320992,5655,15387
320993,5655,15388
320994,5655,15389
320995,5655,15390
320996,5655,15391
320997,5659,15392
320998,5655,15393
320999,5655,15394
321000,5655,15395
321001,5655,15425
321002,5655,15426
321003,5659,15427
321004,5655,15428
321005,5655,15429
321006,5655,15430
321007,5655,15431
321008,5655,15432
321009,5655,15433
321010,5655,15434
321011,5655,15435
321012,5655,15436
321013,5659,15437
321014,5655,15438
321015,5655,15439
321016,5655,15440
321017,5655,15441
321018,5655,15442
321019,5838,15477
321020,5838,15479
321021,5838,15485
321022,5660,15486
321023,5838,15487
321024,5838,15488
321025,5838,15489
321026,5838,15491
321027,5838,15492
321028,5838,15493
321029,5660,15494
321030,5838,15495
321031,5838,15497
321032,5838,15498
321033,5838,15499
321034,5838,15500
321035,5659,15501
321036,5838,15502
321037,5838,15503
321038,5660,15504
321039,5838,15506
321040,5838,15507
321041,5659,15508
321042,5838,15509
321043,5838,15510
321044,5838,15511
321045,5660,15512
321046,5838,15513
321047,5838,15514
321048,5838,15515
321049,5838,15516
321050,5838,15517
321051,5838,15518
321052,5659,15519
321053,5838,15520
321054,5838,15521
321055,5660,15522
321056,5838,15523
321057,5838,15524
321058,5838,15525
321059,5659,15526
321060,5838,15527
321061,5838,15528
321062,5838,15529
321063,5660,15530
321064,5838,15531
321065,5838,15532
321066,5838,15533
321067,5838,15534
321068,5838,15535
321069,5838,15536
321070,5659,15537
321071,5838,15538
321072,5838,15539
321073,5838,15540
321074,5838,15541
321075,5838,15542
321076,5660,15543
321077,5838,15544
321078,5838,15545
321079,5838,15546
321080,5659,15547
321081,5838,15548
321082,5838,15549
321083,5838,15550
321084,5838,15551
321085,5660,15552
321086,5838,15553
321087,5838,15554
321088,5838,15555
321089,5838,15556
321090,5838,15557
321091,5838,15558
321092,5659,15559
321093,5838,15560
321094,5838,15561
321095,5838,15562
321096,5660,15563
321097,5838,15565
321098,5838,15566
321099,5656,15567
321100,5659,15568
321101,5660,15569
321102,5838,15570
321103,5838,15571
321104,5838,15572
321105,5838,15573
