Description_lang,ID,SpecID,SpellID,OverridesSpellID,Flags,ActionBarSpellID,PvpTalentCategoryID,LevelRequired,PlayerConditionID
,5437,264,356736,0,0,0,2,0,0
,5438,263,355580,0,0,0,2,0,0
,5440,254,357018,0,0,0,2,20,103464
,5441,253,356707,0,0,0,2,60,0
,5442,254,356707,0,0,0,2,60,0
,5443,255,356707,0,0,0,2,60,0
,5444,253,356962,0,0,0,2,60,0
,5447,258,357711,0,0,0,2,40,103429
,5448,269,357495,0,0,0,2,22,103490
,5454,1468,377509,0,0,0,2,0,0
,5455,1468,383005,0,0,0,2,0,0
,5456,1467,383005,0,0,0,2,0,0
,5459,1468,378444,0,0,0,2,0,103504
,5460,1467,378444,0,0,0,2,0,103504
,5461,1468,378438,0,0,0,2,0,0
,5462,1467,378438,0,0,0,2,0,0
,5463,1468,378441,0,0,0,2,0,0
,5464,1467,378441,0,0,0,2,0,0
,5465,1468,370388,0,0,0,2,0,0
,5466,1467,370388,0,0,0,2,0,0
,5467,1467,378464,0,0,0,2,0,0
,5468,1468,378464,0,0,0,2,0,0
,5469,1467,378437,0,0,0,2,0,0
,5470,1468,378437,0,0,0,2,0,0
,5471,1467,384660,0,0,0,2,0,0
,5479,257,196439,0,0,0,2,0,0
,5480,256,408853,0,0,0,2,49,103428
,5481,258,408853,0,0,0,2,49,103428
,5485,257,391297,0,0,0,2,49,0
,5486,258,391297,0,0,0,2,49,0
,5487,256,391297,0,0,0,2,49,0
,5488,62,352278,0,0,0,2,55,0
,5489,63,352278,0,0,0,2,55,0
,5490,64,353082,0,0,0,2,55,0
,5491,62,353082,0,0,0,2,55,0
,5495,63,390428,0,0,0,2,20,0
,5496,64,390612,0,0,0,2,20,0
,5497,64,389794,0,0,0,2,20,0
,5510,251,202727,0,0,0,2,0,0
,5511,252,202727,0,0,0,2,0,0
,5514,105,236147,0,0,0,2,0,0
,5515,102,236147,0,0,0,2,0,0
,5516,260,198952,0,0,0,2,0,0
,5517,259,198952,0,0,0,2,0,0
,5520,581,357419,0,0,0,2,40,103461
,5521,581,206803,0,0,0,2,30,0
,5522,581,354489,0,0,0,2,42,0
,5523,577,211489,0,0,0,2,0,0
,5529,261,354406,0,0,0,2,35,0
,5530,259,354406,0,0,0,2,35,0
,5531,254,248518,0,0,0,2,30,108678
,5532,255,248518,0,0,0,2,30,108678
,5533,254,203340,0,0,0,2,40,0
,5534,253,203340,0,0,0,2,40,0
,5535,70,216868,0,0,0,2,0,110365
,5538,268,233759,0,0,0,2,40,0
,5539,270,202370,0,0,0,2,0,0
,5541,268,353361,0,0,0,2,35,0
,5543,265,201996,0,0,0,2,0,0
,5544,267,201996,0,0,0,2,0,0
,5545,266,353753,0,0,0,2,55,0
,5546,265,353753,0,0,0,2,55,0
,5547,71,213915,0,0,0,2,47,103499
,5548,72,213915,0,0,0,2,47,103499
,5549,260,198675,0,0,0,2,0,0
,5550,259,198675,0,0,0,2,0,0
,5551,270,287503,0,0,0,2,0,0
,5552,268,287503,0,0,0,2,0,0
,5554,66,247675,0,0,0,2,30,0
,5556,1467,384689,0,0,0,2,0,0
,5557,1473,384689,0,0,0,2,0,0
,5558,1473,378464,0,0,0,2,0,0
,5559,1473,377509,0,0,0,2,0,0
,5560,1473,378437,0,0,0,2,0,0
,5561,1473,378438,0,0,0,2,0,0
,5562,1473,370388,0,0,0,2,0,0
,5563,1473,378444,0,0,0,2,0,103504
,5564,1473,383005,0,0,0,2,0,0
,5565,270,406888,0,0,0,2,50,110311
,5567,264,355580,0,0,0,2,0,0
,5568,258,408557,0,0,0,2,0,0
,5569,257,408557,0,0,0,2,0,0
,5570,256,408557,0,0,0,2,0,0
,5571,262,408572,0,0,0,2,52,108620
,5572,70,199456,0,0,0,2,25,103471
,5573,70,204018,0,0,0,2,25,0
,5574,262,409293,0,0,0,2,0,0
,5575,263,409293,0,0,0,2,0,0
,5576,264,409293,0,0,0,2,0,0
,5577,266,409835,0,0,0,2,0,0
,5579,265,409835,0,0,0,2,0,0
,5580,267,409835,0,0,0,2,0,0
,5581,64,410248,0,0,0,2,0,0
,5582,66,410126,0,0,0,2,50,0
,5583,65,410126,0,0,0,2,50,0
,5584,70,410126,0,0,0,2,50,0
,5585,252,410301,0,0,0,2,30,0
,5586,251,410301,0,0,0,2,30,0
,5587,250,410301,0,0,0,2,30,0
,5588,63,410248,0,0,0,2,0,0
,5589,62,410248,0,0,0,2,0,0
,5590,252,410320,0,0,0,2,30,0
,5591,251,410320,0,0,0,2,30,0
,5592,250,410320,0,0,0,2,30,0
,5595,1468,384689,0,0,0,2,0,0
,5596,263,410673,0,0,0,2,0,0
,5598,1468,410962,0,0,0,2,0,109521
,5599,1467,410962,0,0,0,2,0,109521
,5600,64,410939,0,0,0,2,0,0
,5601,62,410939,0,0,0,2,0,0
,5602,63,410939,0,0,0,2,0,0
,5603,270,410777,0,0,0,2,35,0
,5604,102,411266,0,0,0,2,30,0
,5606,266,410598,0,0,0,2,0,0
,5607,267,410598,0,0,0,2,0,0
,5608,265,410598,0,0,0,2,0,0
,5610,269,411098,0,0,0,2,21,0
,5612,1473,414937,0,0,0,2,0,0
,5613,1473,410962,0,0,0,2,0,109521
,5615,1473,415651,0,0,0,2,0,0
,5616,1468,415651,0,0,0,2,0,0
,5617,1467,415651,0,0,0,2,0,0
,5618,65,2812,415091,0,0,2,30,0
,5619,1473,378441,0,0,0,2,0,0
,5620,257,419110,0,0,0,2,40,0
,5621,63,415945,0,0,0,2,0,112521
,5622,64,415945,0,0,0,2,0,112521
,5624,72,424654,0,0,0,2,39,114478
,5625,71,424654,0,0,0,2,39,114478
,5626,73,424654,0,0,0,2,39,114478
,5627,73,236308,0,0,0,2,38,114429
,5628,72,424742,0,0,0,2,30,0
,5629,73,424742,0,0,0,2,30,0
,5630,71,424742,0,0,0,2,30,0
,5634,257,426438,0,0,0,2,44,0
,5635,256,426438,0,0,0,2,44,0
,5636,258,426438,0,0,0,2,44,0
,5638,258,375901,0,0,0,2,44,0
,5639,257,375901,0,0,0,2,44,0
,5640,256,375901,0,0,0,2,44,0
,5641,269,455945,0,0,0,2,71,124799
,5642,270,455945,0,0,0,2,71,124799
,5643,269,460276,0,0,0,2,50,126609
,5644,269,355917,0,0,0,2,58,103479
,5645,270,355917,0,0,0,2,58,103479
,5646,102,377801,0,0,0,2,30,0
,5647,103,377801,0,0,0,2,30,0
,5648,104,377801,0,0,0,2,30,0
,5649,105,377801,0,0,0,2,30,0
,5651,65,460720,0,0,0,2,30,126729
,5652,66,460720,0,0,0,2,30,126729
,5653,70,460720,0,0,0,2,30,126729
,5656,63,460942,0,0,0,2,30,0
,5657,65,355858,0,0,0,2,30,0
,5658,263,206642,0,0,0,2,39,103457
,5659,262,206642,0,0,0,2,39,103457
,5660,262,193876,0,0,0,2,48,0
,5661,62,235711,0,0,0,2,30,0
,5662,265,386951,0,0,0,2,40,0
